security_code,security_name,effective_date,change_reason,total_shares,limited_shares,unlimited_shares,shares_delta,source,retrieved_at_utc
000651,格力电器,2017-12-31,高管股份变动,6015730878,46162549,5969568329,,eastmoney:RPT_F10_EH_EQUITY,2026-09-22T12:29:59.889609+00:00
000651,格力电器,2018-06-30,高管股份变动,6015730878,45915106,5969815772,,eastmoney:RPT_F10_EH_EQUITY,2026-09-22T12:29:59.889606+00:00
000651,格力电器,2018-12-31,高管股份变动,6015730878,45013250,5970717628,,eastmoney:RPT_F10_EH_EQUITY,2026-09-22T12:29:59.889604+00:00
000651,格力电器,2019-06-30,高管股份变动,6015730878,45811725,5969919153,,eastmoney:RPT_F10_EH_EQUITY,2026-09-22T12:29:59.889601+00:00
000651,格力电器,2019-12-31,高管股份变动,6015730878,45799625,5969931253,,eastmoney:RPT_F10_EH_EQUITY,2026-09-22T12:29:59.889598+00:00
000651,格力电器,2020-04-13,高管股份变动,6015730878,45600875,5970130003,,eastmoney:RPT_F10_EH_EQUITY,2026-09-22T12:29:59.889594+00:00
000651,格力电器,2020-10-15,高管股份变动,6015730878,45822044,5969908834,,eastmoney:RPT_F10_EH_EQUITY,2026-09-22T12:29:59.889591+00:00
000651,格力电器,2021-02-25,高管股份变动,6015730878,45600875,5970130003,,eastmoney:RPT_F10_EH_EQUITY,2026-09-22T12:29:59.889588+00:00
000651,格力电器,2021-05-17,高管股份变动,6015730878,45451775,5970279103,,eastmoney:RPT_F10_EH_EQUITY,2026-09-22T12:29:59.889585+00:00
000651,格力电器,2021-05-18,高管股份变动,6015730878,47296775,5968434103,,eastmoney:RPT_F10_EH_EQUITY,2026-09-22T12:29:59.889582+00:00
000651,格力电器,2021-09-09,高管股份变动,6015730878,45451775,5970279103,,eastmoney:RPT_F10_EH_EQUITY,2026-09-22T12:29:59.889579+00:00
000651,格力电器,2021-11-09,回购,5914469040,45451775,5869017265,,eastmoney:RPT_F10_EH_EQUITY,2026-09-22T12:29:59.889576+00:00
000651,格力电器,2021-12-31,高管股份变动,5914469040,45577325,5868891715,,eastmoney:RPT_F10_EH_EQUITY,2026-09-22T12:29:59.889573+00:00
000651,格力电器,2022-01-25,高管股份变动,5914469040,43916189,5870552851,,eastmoney:RPT_F10_EH_EQUITY,2026-09-22T12:29:59.889570+00:00
000651,格力电器,2022-07-05,回购,5631405741,43916189,5587489552,,eastmoney:RPT_F10_EH_EQUITY,2026-09-22T12:29:59.889567+00:00
000651,格力电器,2022-12-31,高管股份变动,5631405741,39266939,5592138802,,eastmoney:RPT_F10_EH_EQUITY,2026-09-22T12:29:59.889564+00:00
000651,格力电器,2023-10-31,高管股份变动,5631405741,48132146,5583273595,,eastmoney:RPT_F10_EH_EQUITY,2026-09-22T12:29:59.889561+00:00
000651,格力电器,2023-12-31,高管股份变动,5631405741,48256121,5583149620,,eastmoney:RPT_F10_EH_EQUITY,2026-09-22T12:29:59.889558+00:00
000651,格力电器,2024-06-30,高管股份变动,5631405741,66277496,5565128245,,eastmoney:RPT_F10_EH_EQUITY,2026-09-22T12:29:59.889555+00:00
000651,格力电器,2024-08-03,高管股份变动,5631405741,85959485,5545446256,,eastmoney:RPT_F10_EH_EQUITY,2026-09-22T12:29:59.889552+00:00
000651,格力电器,2024-10-17,回购,5601405741,85959485,5515446256,,eastmoney:RPT_F10_EH_EQUITY,2026-09-22T12:29:59.889549+00:00
000651,格力电器,2024-12-31,高管股份变动,5601405741,86455927,5514949814,,eastmoney:RPT_F10_EH_EQUITY,2026-09-22T12:29:59.889545+00:00
000651,格力电器,2025-01-04,高管股份变动,5601405741,84787063,5516618678,,eastmoney:RPT_F10_EH_EQUITY,2026-09-22T12:29:59.889542+00:00
000651,格力电器,2025-06-23,高管股份变动,5601405741,84290621,5517115120,,eastmoney:RPT_F10_EH_EQUITY,2026-09-22T12:29:59.889539+00:00
000651,格力电器,2025-06-30,高管股份变动,5601405741,86250184,5515155557,,eastmoney:RPT_F10_EH_EQUITY,2026-09-22T12:29:59.889536+00:00
000651,格力电器,2025-12-31,高管股份变动,5601405741,79396267,5522009474,,eastmoney:RPT_F10_EH_EQUITY,2026-09-22T12:29:59.889531+00:00
000651,格力电器,2026-06-30,高管股份变动,5601405741,88512750,5512892991,,eastmoney:RPT_F10_EH_EQUITY,2026-09-22T12:29:59.889498+00:00
300308,中际旭创,2012-01-05,上市前股本,50000000,50000000,0,,eastmoney:RPT_F10_EH_EQUITY,2026-09-22T12:30:00.513876+00:00
300308,中际旭创,2012-03-26,首发A股上市,66670000,53280000,13390000,,eastmoney:RPT_F10_EH_EQUITY,2026-09-22T12:30:00.513873+00:00
300308,中际旭创,2012-06-30,定期报告,66670000,50000000,16670000,,eastmoney:RPT_F10_EH_EQUITY,2026-09-22T12:30:00.513871+00:00
300308,中际旭创,2012-07-10,网下配售股份上市,66670000,50000000,16670000,,eastmoney:RPT_F10_EH_EQUITY,2026-09-22T12:30:00.513868+00:00
300308,中际旭创,2013-04-10,首发限售股份上市,66670000,43414375,23255625,,eastmoney:RPT_F10_EH_EQUITY,2026-09-22T12:30:00.513865+00:00
300308,中际旭创,2013-05-17,转增股上市,120006000,78145875,41860125,,eastmoney:RPT_F10_EH_EQUITY,2026-09-22T12:30:00.513862+00:00
300308,中际旭创,2014-09-24,首发限售股份上市,120006000,57433500,62572500,,eastmoney:RPT_F10_EH_EQUITY,2026-09-22T12:30:00.513859+00:00
300308,中际旭创,2014-10-08,转增股上市,216010800,103380300,112630500,,eastmoney:RPT_F10_EH_EQUITY,2026-09-22T12:30:00.513856+00:00
300308,中际旭创,2015-04-27,首发限售股份上市,216010800,77535225,138475575,,eastmoney:RPT_F10_EH_EQUITY,2026-09-22T12:30:00.513853+00:00
300308,中际旭创,2015-06-30,高管股份变动,216010800,,216010800,,eastmoney:RPT_F10_EH_EQUITY,2026-09-22T12:30:00.513850+00:00
300308,中际旭创,2016-06-30,高管股份变动,216010800,1464876,214545924,,eastmoney:RPT_F10_EH_EQUITY,2026-09-22T12:30:00.513847+00:00
300308,中际旭创,2017-07-10,增发A股上市,422805468,208259544,214545924,,eastmoney:RPT_F10_EH_EQUITY,2026-09-22T12:30:00.513844+00:00
300308,中际旭创,2017-08-07,增发A股上市,458994536,244448612,214545924,,eastmoney:RPT_F10_EH_EQUITY,2026-09-22T12:30:00.513841+00:00
300308,中际旭创,2017-09-19,高管股份变动,458994536,242983736,216010800,,eastmoney:RPT_F10_EH_EQUITY,2026-09-22T12:30:00.513838+00:00
300308,中际旭创,2017-09-20,限制性股票,473857056,257846256,216010800,,eastmoney:RPT_F10_EH_EQUITY,2026-09-22T12:30:00.513835+00:00
300308,中际旭创,2017-12-31,高管股份变动,473857056,259311132,214545924,,eastmoney:RPT_F10_EH_EQUITY,2026-09-22T12:30:00.513832+00:00
300308,中际旭创,2018-08-31,高管股份变动,473857056,257846256,216010800,,eastmoney:RPT_F10_EH_EQUITY,2026-09-22T12:30:00.513829+00:00
300308,中际旭创,2018-09-03,限制性股票,475504056,259493256,216010800,,eastmoney:RPT_F10_EH_EQUITY,2026-09-22T12:30:00.513827+00:00
300308,中际旭创,2018-09-21,高管股份变动,475504056,260958132,214545924,,eastmoney:RPT_F10_EH_EQUITY,2026-09-22T12:30:00.513824+00:00
300308,中际旭创,2018-09-26,股权激励限售流通股上市,475504056,257258506,218245550,,eastmoney:RPT_F10_EH_EQUITY,2026-09-22T12:30:00.513821+00:00
300308,中际旭创,2018-11-30,高管股份变动,475504056,257406472,218097584,,eastmoney:RPT_F10_EH_EQUITY,2026-09-22T12:30:00.513818+00:00
300308,中际旭创,2018-12-03,回购,475455806,257358222,218097584,,eastmoney:RPT_F10_EH_EQUITY,2026-09-22T12:30:00.513815+00:00
300308,中际旭创,2019-03-20,高管股份变动,475455806,257700972,217754834,,eastmoney:RPT_F10_EH_EQUITY,2026-09-22T12:30:00.513812+00:00
300308,中际旭创,2019-04-02,增发A股上市,509833844,292079010,217754834,,eastmoney:RPT_F10_EH_EQUITY,2026-09-22T12:30:00.513809+00:00
300308,中际旭创,2019-06-04,转增股上市,713767381,408910614,304856767,,eastmoney:RPT_F10_EH_EQUITY,2026-09-22T12:30:00.513806+00:00
300308,中际旭创,2019-06-30,股份性质变更,713767381,408910613,304856768,,eastmoney:RPT_F10_EH_EQUITY,2026-09-22T12:30:00.513802+00:00
300308,中际旭创,2019-07-17,网下配售股份上市,713767381,368723629,345043752,,eastmoney:RPT_F10_EH_EQUITY,2026-09-22T12:30:00.513799+00:00
300308,中际旭创,2019-08-31,高管股份变动,713767381,368723628,345043753,,eastmoney:RPT_F10_EH_EQUITY,2026-09-22T12:30:00.513797+00:00
300308,中际旭创,2019-09-04,股权激励限售流通股上市,713767381,368080853,345686528,,eastmoney:RPT_F10_EH_EQUITY,2026-09-22T12:30:00.513794+00:00
300308,中际旭创,2019-09-21,高管股份变动,713767381,368080928,345686453,,eastmoney:RPT_F10_EH_EQUITY,2026-09-22T12:30:00.513791+00:00
300308,中际旭创,2019-09-30,股权激励限售流通股上市,713767381,363257405,350509976,,eastmoney:RPT_F10_EH_EQUITY,2026-09-22T12:30:00.513788+00:00
300308,中际旭创,2019-11-15,股份性质变更,713767381,363475405,350291976,,eastmoney:RPT_F10_EH_EQUITY,2026-09-22T12:30:00.513785+00:00
300308,中际旭创,2020-01-15,高管股份变动,713767381,363179892,350587489,,eastmoney:RPT_F10_EH_EQUITY,2026-09-22T12:30:00.513782+00:00
300308,中际旭创,2020-01-16,回购,713165136,362577647,350587489,,eastmoney:RPT_F10_EH_EQUITY,2026-09-22T12:30:00.513779+00:00
300308,中际旭创,2020-04-10,网下配售股份上市,713165136,314448395,398716741,,eastmoney:RPT_F10_EH_EQUITY,2026-09-22T12:30:00.513776+00:00
300308,中际旭创,2020-06-30,股份性质变更,713165136,315124510,398040626,,eastmoney:RPT_F10_EH_EQUITY,2026-09-22T12:30:00.513773+00:00
300308,中际旭创,2020-07-14,网下配售股份上市,713165136,66960362,646204774,,eastmoney:RPT_F10_EH_EQUITY,2026-09-22T12:30:00.513770+00:00
300308,中际旭创,2020-08-07,高管股份变动,713165136,66960361,646204775,,eastmoney:RPT_F10_EH_EQUITY,2026-09-22T12:30:00.513767+00:00
300308,中际旭创,2020-08-11,网下配售股份上市,713165136,38476442,674688694,,eastmoney:RPT_F10_EH_EQUITY,2026-09-22T12:30:00.513764+00:00
300308,中际旭创,2020-09-02,高管股份变动,713165136,38765156,674399980,,eastmoney:RPT_F10_EH_EQUITY,2026-09-22T12:30:00.513762+00:00
300308,中际旭创,2020-09-04,股权激励限售流通股上市,713165136,38171521,674993615,,eastmoney:RPT_F10_EH_EQUITY,2026-09-22T12:30:00.513759+00:00
300308,中际旭创,2020-09-15,高管股份变动,713165136,38173021,674992115,,eastmoney:RPT_F10_EH_EQUITY,2026-09-22T12:30:00.513756+00:00
300308,中际旭创,2020-09-28,股权激励限售流通股上市,713165136,33423173,679741963,,eastmoney:RPT_F10_EH_EQUITY,2026-09-22T12:30:00.513753+00:00
300308,中际旭创,2020-09-30,高管股份变动,713165136,33636673,679528463,,eastmoney:RPT_F10_EH_EQUITY,2026-09-22T12:30:00.513750+00:00
300308,中际旭创,2020-12-31,高管股份变动,713165136,33166486,679998650,,eastmoney:RPT_F10_EH_EQUITY,2026-09-22T12:30:00.513748+00:00
300308,中际旭创,2021-02-25,高管股份变动,713165136,31452771,681712365,,eastmoney:RPT_F10_EH_EQUITY,2026-09-22T12:30:00.513745+00:00
300308,中际旭创,2021-02-26,回购,713016281,31303916,681712365,,eastmoney:RPT_F10_EH_EQUITY,2026-09-22T12:30:00.513742+00:00
300308,中际旭创,2021-03-31,高管股份变动,713016281,31512687,681503594,,eastmoney:RPT_F10_EH_EQUITY,2026-09-22T12:30:00.513739+00:00
300308,中际旭创,2021-06-30,股份性质变更,713016281,31512687,681503594,,eastmoney:RPT_F10_EH_EQUITY,2026-09-22T12:30:00.513736+00:00
300308,中际旭创,2021-09-06,股权激励限售流通股上市,713016281,30922447,682093834,,eastmoney:RPT_F10_EH_EQUITY,2026-09-22T12:30:00.513733+00:00
300308,中际旭创,2021-09-27,股权激励限售流通股上市,713016281,26314610,686701671,,eastmoney:RPT_F10_EH_EQUITY,2026-09-22T12:30:00.513730+00:00
300308,中际旭创,2021-11-04,增发A股上市,800096281,113394610,686701671,,eastmoney:RPT_F10_EH_EQUITY,2026-09-22T12:30:00.513727+00:00
300308,中际旭创,2021-12-31,股份性质变更,800096281,140132721,659963560,,eastmoney:RPT_F10_EH_EQUITY,2026-09-22T12:30:00.513724+00:00
300308,中际旭创,2022-02-23,回购,799664438,139700878,659963560,,eastmoney:RPT_F10_EH_EQUITY,2026-09-22T12:30:00.513722+00:00
300308,中际旭创,2022-05-05,网下配售股份上市,799664438,52620878,747043560,,eastmoney:RPT_F10_EH_EQUITY,2026-09-22T12:30:00.513719+00:00
300308,中际旭创,2022-09-05,限制性股票,800961788,52620878,748340910,,eastmoney:RPT_F10_EH_EQUITY,2026-09-22T12:30:00.513716+00:00
300308,中际旭创,2022-12-31,高管股份变动,800961788,52857748,748104040,,eastmoney:RPT_F10_EH_EQUITY,2026-09-22T12:30:00.513713+00:00
300308,中际旭创,2023-05-19,高管股份变动,800961788,52620878,748340910,,eastmoney:RPT_F10_EH_EQUITY,2026-09-22T12:30:00.513710+00:00
300308,中际旭创,2023-05-22,限制性股票,801211538,52620878,748590660,,eastmoney:RPT_F10_EH_EQUITY,2026-09-22T12:30:00.513707+00:00
300308,中际旭创,2023-05-26,限制性股票,802826238,52620878,750205360,,eastmoney:RPT_F10_EH_EQUITY,2026-09-22T12:30:00.513704+00:00
300308,中际旭创,2023-12-31,高管股份变动,802826238,54309930,748516308,,eastmoney:RPT_F10_EH_EQUITY,2026-09-22T12:30:00.513701+00:00
300308,中际旭创,2024-05-16,高管股份变动,802826238,3894251,798931987,,eastmoney:RPT_F10_EH_EQUITY,2026-09-22T12:30:00.513698+00:00
300308,中际旭创,2024-05-17,限制性股票,803175888,3894251,799281637,,eastmoney:RPT_F10_EH_EQUITY,2026-09-22T12:30:00.513695+00:00
300308,中际旭创,2024-05-24,限制性股票,805537788,3894251,801643537,,eastmoney:RPT_F10_EH_EQUITY,2026-09-22T12:30:00.513692+00:00
300308,中际旭创,2024-06-06,转增股上市,1121166509,5451951,1115714558,,eastmoney:RPT_F10_EH_EQUITY,2026-09-22T12:30:00.513689+00:00
300308,中际旭创,2025-02-05,高管股份变动,1121166509,5451952,1115714557,,eastmoney:RPT_F10_EH_EQUITY,2026-09-22T12:30:00.513687+00:00
300308,中际旭创,2025-03-05,回购,1104700524,5451952,1099248572,,eastmoney:RPT_F10_EH_EQUITY,2026-09-22T12:30:00.513683+00:00
300308,中际旭创,2025-05-22,限制性股票,1105259964,5451952,1099808012,,eastmoney:RPT_F10_EH_EQUITY,2026-09-22T12:30:00.513681+00:00
300308,中际旭创,2025-05-27,限制性股票,1109117734,5451952,1103665782,,eastmoney:RPT_F10_EH_EQUITY,2026-09-22T12:30:00.513678+00:00
300308,中际旭创,2025-06-11,限制性股票,1111118334,5451952,1105666382,,eastmoney:RPT_F10_EH_EQUITY,2026-09-22T12:30:00.513675+00:00
300308,中际旭创,2025-06-30,高管股份变动,1111118334,5617852,1105500482,,eastmoney:RPT_F10_EH_EQUITY,2026-09-22T12:30:00.513672+00:00
300308,中际旭创,2025-12-31,高管股份变动,1111118334,5619252,1105499082,,eastmoney:RPT_F10_EH_EQUITY,2026-09-22T12:30:00.513669+00:00
300308,中际旭创,2026-04-20,高管股份变动,1111118334,5087488,1106030846,,eastmoney:RPT_F10_EH_EQUITY,2026-09-22T12:30:00.513666+00:00
300308,中际旭创,2026-04-22,限制性股票,1113600534,5294863,1108305671,,eastmoney:RPT_F10_EH_EQUITY,2026-09-22T12:30:00.513664+00:00
300308,中际旭创,2026-06-01,限制性股票,1114910191,5294863,1109615328,,eastmoney:RPT_F10_EH_EQUITY,2026-09-22T12:30:00.513661+00:00
300308,中际旭创,2026-06-08,限制性股票,1115234641,5294863,1109939778,,eastmoney:RPT_F10_EH_EQUITY,2026-09-22T12:30:00.513657+00:00
300308,中际旭创,2026-06-30,高管股份变动,1115234641,5296363,1109938278,,eastmoney:RPT_F10_EH_EQUITY,2026-09-22T12:30:00.513654+00:00
300308,中际旭创,2026-07-30,首发H股上市,1169734641,5296363,1164438278,,eastmoney:RPT_F10_EH_EQUITY,2026-09-22T12:30:00.513651+00:00
300308,中际旭创,2026-08-31,H股超额配售,1177909641,5296363,1172613278,,eastmoney:RPT_F10_EH_EQUITY,2026-09-22T12:30:00.513647+00:00
300308,中际旭创,2026-09-01,高管股份变动,1177909641,5297638,1172612003,,eastmoney:RPT_F10_EH_EQUITY,2026-09-22T12:30:00.513638+00:00
300750,宁德时代,2017-11-10,上市前股本,1955193267,1955193267,,,eastmoney:RPT_F10_EH_EQUITY,2026-09-22T12:30:01.199141+00:00
300750,宁德时代,2018-05-30,首发A股上市,2172437000,1955193267,217243733,,eastmoney:RPT_F10_EH_EQUITY,2026-09-22T12:30:01.199138+00:00
300750,宁德时代,2018-09-19,限制性股票,2195017400,1977773667,217243733,,eastmoney:RPT_F10_EH_EQUITY,2026-09-22T12:30:01.199135+00:00
300750,宁德时代,2019-06-11,首发限售股份上市,2195017400,997961229,1197056171,,eastmoney:RPT_F10_EH_EQUITY,2026-09-22T12:30:01.199132+00:00
300750,宁德时代,2019-07-10,回购,2194445000,997388829,1197056171,,eastmoney:RPT_F10_EH_EQUITY,2026-09-22T12:30:01.199129+00:00
300750,宁德时代,2019-09-19,股权激励限售流通股上市,2194445000,991855489,1202589511,,eastmoney:RPT_F10_EH_EQUITY,2026-09-22T12:30:01.199126+00:00
300750,宁德时代,2019-09-24,限制性股票,2208399700,1005810189,1202589511,,eastmoney:RPT_F10_EH_EQUITY,2026-09-22T12:30:01.199123+00:00
300750,宁德时代,2020-05-22,回购,2207113780,1004524269,1202589511,,eastmoney:RPT_F10_EH_EQUITY,2026-09-22T12:30:01.199121+00:00
300750,宁德时代,2020-06-29,首发限售股份上市,2207113780,981524694,1225589086,,eastmoney:RPT_F10_EH_EQUITY,2026-09-22T12:30:01.199118+00:00
300750,宁德时代,2020-08-04,增发A股上市,2329474028,1103884942,1225589086,,eastmoney:RPT_F10_EH_EQUITY,2026-09-22T12:30:01.199115+00:00
300750,宁德时代,2020-09-21,股权激励限售流通股上市,2329474028,1098643464,1230830564,,eastmoney:RPT_F10_EH_EQUITY,2026-09-22T12:30:01.199112+00:00
300750,宁德时代,2020-09-24,股权激励限售流通股上市,2329474028,1094836148,1234637880,,eastmoney:RPT_F10_EH_EQUITY,2026-09-22T12:30:01.199109+00:00
300750,宁德时代,2021-02-04,网下配售股份上市,2329474028,972475900,1356998128,,eastmoney:RPT_F10_EH_EQUITY,2026-09-22T12:30:01.199106+00:00
300750,宁德时代,2021-06-11,首发限售股份上市,2329474028,20094646,2309379382,,eastmoney:RPT_F10_EH_EQUITY,2026-09-22T12:30:01.199103+00:00
300750,宁德时代,2021-06-20,高管股份变动,2329474028,299732806,2029741222,,eastmoney:RPT_F10_EH_EQUITY,2026-09-22T12:30:01.199100+00:00
300750,宁德时代,2021-06-21,回购,2329007802,299266580,2029741222,,eastmoney:RPT_F10_EH_EQUITY,2026-09-22T12:30:01.199097+00:00
300750,宁德时代,2021-09-22,股权激励限售流通股上市,2329007802,295880040,2033127762,,eastmoney:RPT_F10_EH_EQUITY,2026-09-22T12:30:01.199094+00:00
300750,宁德时代,2021-09-24,股权激励限售流通股上市,2329007802,292194690,2036813112,,eastmoney:RPT_F10_EH_EQUITY,2026-09-22T12:30:01.199091+00:00
300750,宁德时代,2021-11-12,限制性股票,2330851200,292194690,2038656510,,eastmoney:RPT_F10_EH_EQUITY,2026-09-22T12:30:01.199088+00:00
300750,宁德时代,2022-07-04,增发A股上市,2440607297,401950787,2038656510,,eastmoney:RPT_F10_EH_EQUITY,2026-09-22T12:30:01.199086+00:00
300750,宁德时代,2022-08-18,股份性质变更,2440607297,465175970,1975431327,,eastmoney:RPT_F10_EH_EQUITY,2026-09-22T12:30:01.199083+00:00
300750,宁德时代,2022-08-19,回购,2440471007,465039680,1975431327,,eastmoney:RPT_F10_EH_EQUITY,2026-09-22T12:30:01.199080+00:00
300750,宁德时代,2022-09-19,股权激励限售流通股上市,2440471007,461683380,1978787627,,eastmoney:RPT_F10_EH_EQUITY,2026-09-22T12:30:01.199077+00:00
300750,宁德时代,2022-09-26,股权激励限售流通股上市,2440471007,459804340,1980666667,,eastmoney:RPT_F10_EH_EQUITY,2026-09-22T12:30:01.199074+00:00
300750,宁德时代,2022-11-04,限制性股票,2442165732,459804340,1982361392,,eastmoney:RPT_F10_EH_EQUITY,2026-09-22T12:30:01.199071+00:00
300750,宁德时代,2022-11-21,限制性股票,2442514524,459804340,1982710184,,eastmoney:RPT_F10_EH_EQUITY,2026-09-22T12:30:01.199068+00:00
300750,宁德时代,2023-01-04,网下配售股份上市,2442514524,350048243,2092466281,,eastmoney:RPT_F10_EH_EQUITY,2026-09-22T12:30:01.199065+00:00
300750,宁德时代,2023-03-10,高管股份变动,2442514524,285323061,2157191463,,eastmoney:RPT_F10_EH_EQUITY,2026-09-22T12:30:01.199062+00:00
300750,宁德时代,2023-04-14,回购,2442384964,285193501,2157191463,,eastmoney:RPT_F10_EH_EQUITY,2026-09-22T12:30:01.199059+00:00
300750,宁德时代,2023-04-26,转增股上市,4396292935,513348302,3882944633,,eastmoney:RPT_F10_EH_EQUITY,2026-09-22T12:30:01.199056+00:00
300750,宁德时代,2023-06-30,股份性质变更,4396292935,513348301,3882944634,,eastmoney:RPT_F10_EH_EQUITY,2026-09-22T12:30:01.199053+00:00
300750,宁德时代,2023-09-15,限制性股票,4397223887,513348301,3883875586,,eastmoney:RPT_F10_EH_EQUITY,2026-09-22T12:30:01.199050+00:00
300750,宁德时代,2023-09-19,股权激励限售流通股上市,4397223887,507485521,3889738366,,eastmoney:RPT_F10_EH_EQUITY,2026-09-22T12:30:01.199047+00:00
