security_code,security_name,report_date,notice_date,parent_netprofit,total_operate_income,basic_eps,deduct_basic_eps,bps,weightavg_roe,gross_margin,op_cashflow_ps,netprofit_yoy,revenue_yoy,netprofit_qoq,revenue_qoq,source,retrieved_at_utc
300750,宁德时代,2024-09-30,2024-10-19,36001074000,259044749000,8.19,,53.824627659235,17.73,24.9733531561,15.319819586255,15.59,-12.0920435926,6.3215,6.0714,eastmoney RPT_LICO_FN_CPD,2026-08-30T19:57:11+00:00
600036,招商银行,2024-09-30,2024-10-30,113184000000,252709000000,4.41,,39.73358445678,11.535,,11.389095955591,-0.62,-2.9084175058,4.841,-7.8171,eastmoney RPT_LICO_FN_CPD,2026-08-30T19:57:11+00:00
600519,贵州茅台,2024-09-30,2024-10-26,60827552118.51,123122542625.45,48.42,,189.229319618519,26.09,91.5313752514,35.36177679777,15.04,16.9078383241,8.5171,7.3173,eastmoney RPT_LICO_FN_CPD,2026-08-30T19:57:11+00:00
601318,中国平安,2024-09-30,2024-10-22,119182000000,775383000000,6.73,,49.85936298737,13.1,,22.933388248215,36.1,9.9930774054,17.5495,12.438,eastmoney RPT_LICO_FN_CPD,2026-08-30T19:57:11+00:00
000651,格力电器,2024-12-31,2025-04-28,32184570372.28,190038071604.78,5.83,5.45,24.532573661028,25.42,29.4282401746,5.243192857052,10.91,-7.3066965736,30.6577,-9.5642,eastmoney RPT_LICO_FN_CPD,2026-08-30T19:57:41+00:00
300308,中际旭创,2024-12-31,2025-04-21,5171485967.85,23862159738.37,4.72,4.62,17.066052953835,31.23,33.8049582366,2.822580707189,137.93,122.636632875,1.7636,0.5458,eastmoney RPT_LICO_FN_CPD,2026-08-30T19:57:41+00:00
300750,宁德时代,2024-12-31,2025-03-15,50744682000,362012554000,11.58,10.26,56.07628922308,24.13,24.4448967369,22.025909817403,15.01,-9.7038755237,12.2374,11.5845,eastmoney RPT_LICO_FN_CPD,2026-08-30T19:57:41+00:00
600036,招商银行,2024-12-31,2025-03-26,148391000000,337488000000,5.66,5.65,41.46,14.49,,17.724940523394,1.22,-0.4821259543,-8.4129,6.2873,eastmoney RPT_LICO_FN_CPD,2026-08-30T19:57:41+00:00
600519,贵州茅台,2024-12-31,2025-04-03,86228146421.62,174144069958.25,68.64,68.65,185.564713136315,36.02,91.9312166361,73.605997533533,15.38,15.663979743,32.7654,28.6104,eastmoney RPT_LICO_FN_CPD,2026-08-30T19:57:41+00:00
601318,中国平安,2024-12-31,2025-03-20,126607000000,1028925000000,7.16,6.63,50.99,13.8,,21.62,47.8,12.5998452597,-83.3382,-9.5839,eastmoney RPT_LICO_FN_CPD,2026-08-30T19:57:41+00:00
000651,格力电器,2025-03-31,2025-04-28,5904459443.46,41639050426.79,1.07,,25.562578463532,4.21,27.360526846,1.964010302358,26.29,13.7817265447,-42.2472,-2.3062,eastmoney RPT_LICO_FN_CPD,2026-08-30T19:58:42+00:00
300308,中际旭创,2025-03-31,2025-04-21,1582876128.67,6674176487.23,1.44,,18.751343935834,7.94,36.7009988471,1.959317953723,56.83,37.8236822825,11.5623,1.9027,eastmoney RPT_LICO_FN_CPD,2026-08-30T19:58:42+00:00
300750,宁德时代,2025-03-31,2025-04-15,13962558000,84704589000,3.18,,59.399087976436,5.49,24.4077425368,7.464299023821,32.85,6.184984103,-5.2976,-17.7368,eastmoney RPT_LICO_FN_CPD,2026-08-30T19:58:42+00:00
600036,招商银行,2025-03-31,2025-04-30,37286000000,83751000000,1.48,,42.258564631245,3.5325,,3.767882632831,-2.08,-3.0850411377,5.9051,-1.2126,eastmoney RPT_LICO_FN_CPD,2026-08-30T19:58:42+00:00
600519,贵州茅台,2025-03-31,2025-04-30,26847474238.76,51443450583.77,21.38,,205.666530124802,10.92,91.9736093542,7.012586430561,11.56,10.6673989111,5.6962,0.827,eastmoney RPT_LICO_FN_CPD,2026-08-30T19:58:42+00:00
601318,中国平安,2025-03-31,2025-04-26,27016000000,232801000000,1.54,,51.605326743548,2.9,,13.356452498627,-26.4,-5.1993533386,263.8519,-8.1805,eastmoney RPT_LICO_FN_CPD,2026-08-30T19:58:42+00:00
000651,格力电器,2025-06-30,2025-08-29,14412407113.84,97619383061.89,2.6,2.51,24.171690744416,10.09,28.489913657,5.057402283831,1.95,-2.6595492201,44.0936,34.4419,eastmoney RPT_LICO_FN_CPD,2026-08-30T19:59:13+00:00
300308,中际旭创,2025-06-30,2025-08-27,3995115384.7,14789074837.8,3.64,3.62,20.536434329775,18.84,39.3270577222,2.896598128944,69.4,36.9537051158,52.396,21.5865,eastmoney RPT_LICO_FN_CPD,2026-08-30T19:59:13+00:00
300750,宁德时代,2025-06-30,2025-07-31,30485139000,178886253000,6.92,6.17,64.685888873536,11.63,25.0229680869,12.871918338521,33.33,7.2672837334,18.3349,11.1884,eastmoney RPT_LICO_FN_CPD,2026-08-30T19:59:13+00:00
600036,招商银行,2025-06-30,2025-08-30,74930000000,169969000000,2.89,2.89,42.100991276764,6.925,,5.33,0.25,-1.7207782821,0.9601,2.9456,eastmoney RPT_LICO_FN_CPD,2026-08-30T19:59:13+00:00
600519,贵州茅台,2025-06-30,2025-08-13,45402962298.1,91093762553.97,36.18,36.17,189.975286050079,17.89,91.2993094819,10.44346760624,8.89,9.1581680613,-30.8855,-22.9245,eastmoney RPT_LICO_FN_CPD,2026-08-30T19:59:13+00:00
601318,中国平安,2025-06-30,2025-08-27,68047000000,500076000000,3.87,4.19,51.837012630423,7.2,,19.24,-8.8,1.0323941442,51.8767,14.8084,eastmoney RPT_LICO_FN_CPD,2026-08-30T19:59:13+00:00
000651,格力电器,2025-09-30,2025-10-31,21461336806.54,137653531493.98,3.86,,25.78357278528,15.16,28.4385695585,8.163733498269,-2.27,-6.6224512587,-17.1489,-28.4853,eastmoney RPT_LICO_FN_CPD,2026-08-30T20:00:12+00:00
300308,中际旭创,2025-09-30,2025-10-31,7131932436.7,25004800851.32,6.48,,23.750288489309,31.22,40.7411487935,4.909307191245,90.05,44.4312132346,30.0376,25.8885,eastmoney RPT_LICO_FN_CPD,2026-08-30T20:00:12+00:00
300750,宁德时代,2025-09-30,2025-10-21,49034109000,283071987000,11.02,,68.870925083292,17.76,25.3097598103,17.677626766055,36.2,9.2753233149,12.2644,10.6221,eastmoney RPT_LICO_FN_CPD,2026-08-30T20:00:12+00:00
600036,招商银行,2025-09-30,2025-10-30,113772000000,251420000000,4.43,,43.212846946868,10.47,,6.983901665345,0.52,-0.5100728506,3.1824,-5.529,eastmoney RPT_LICO_FN_CPD,2026-08-30T20:00:12+00:00
600519,贵州茅台,2025-09-30,2025-10-30,64626746712.18,130903889634.88,51.53,,205.283142014385,24.64,91.2933832134,30.502044764572,6.25,6.3200018806,3.6016,0.4031,eastmoney RPT_LICO_FN_CPD,2026-08-30T20:00:12+00:00
601318,中国平安,2025-09-30,2025-10-29,132856000000,832940000000,7.56,,54.473492379059,13.7,,18.784349458803,11.5,7.4230412583,57.9513,24.5399,eastmoney RPT_LICO_FN_CPD,2026-08-30T20:00:12+00:00
000651,格力电器,2025-12-31,2026-04-29,29003103411.66,171118161275.41,5.2,4.96,26.052263405216,20.3,29.8073230213,8.280620418998,-9.89,-9.9558526192,6.9917,-16.4098,eastmoney RPT_LICO_FN_CPD,2026-08-30T20:00:44+00:00
300308,中际旭创,2025-12-31,2026-03-31,10797254300.45,38239935640.67,9.8,9.72,26.788466507007,43.84,42.0356317148,9.806449796219,108.78,60.2534559317,16.8484,29.5565,eastmoney RPT_LICO_FN_CPD,2026-08-30T20:00:44+00:00
300750,宁德时代,2025-12-31,2026-03-10,72201282000,423701834000,16.14,14.42,73.865534292343,24.91,26.2728475704,29.190563659299,42.28,17.040646607,24.8974,34.9799,eastmoney RPT_LICO_FN_CPD,2026-08-30T20:00:44+00:00
600036,招商银行,2025-12-31,2026-03-28,150181000000,337532000000,5.7,5.7,43.43,13.44,,17.900753370341,1.21,0.0130375006,-6.2638,5.7225,eastmoney RPT_LICO_FN_CPD,2026-08-30T20:00:44+00:00
600519,贵州茅台,2025-12-31,2026-04-17,82320067101.68,172054171890.91,65.66,65.64,195.355449727901,32.53,91.1795516835,49.128538116153,-4.53,-1.2000971769,-7.9613,3.3664,eastmoney RPT_LICO_FN_CPD,2026-08-30T20:00:44+00:00
601318,中国平安,2025-12-31,2026-03-27,134778000000,1050506000000,7.68,8.19,55.247349237906,14,,36.372432074221,6.5,2.0974317856,-97.0344,-34.6382,eastmoney RPT_LICO_FN_CPD,2026-08-30T20:00:44+00:00
000651,格力电器,2026-03-31,2026-04-29,6082159344.39,43080395805.39,1.09,,27.140376296401,4.07,27.4157816857,1.392247261315,3.01,3.4615231707,-19.3537,28.7341,eastmoney RPT_LICO_FN_CPD,2026-08-30T20:01:40+00:00
300308,中际旭创,2026-03-31,2026-04-17,5734501526.83,19496398083.95,5.18,,32.028176069571,17.54,46.0581330258,3.030796606962,262.28,192.1169094233,56.4529,47.3079,eastmoney RPT_LICO_FN_CPD,2026-08-30T20:01:40+00:00
300750,宁德时代,2026-03-31,2026-04-16,20737710000,129131041000,4.58,,78.277312999404,5.98,24.8156219851,7.379576487003,48.52,52.4486955482,-10.4867,-8.1766,eastmoney RPT_LICO_FN_CPD,2026-08-30T20:01:40+00:00
600036,招商银行,2026-03-31,2026-04-29,37852000000,86940000000,1.49,,44.899524187153,3.37,,4.990047581285,1.52,3.8077157288,3.9633,0.9615,eastmoney RPT_LICO_FN_CPD,2026-08-30T20:01:40+00:00
600519,贵州茅台,2026-03-31,2026-04-25,27242512886.45,54702912385.23,21.76,,216.32234994607,10.57,89.7592176242,21.488885503142,1.47,6.3360092771,53.9706,32.9345,eastmoney RPT_LICO_FN_CPD,2026-08-30T20:01:40+00:00
601318,中国平安,2026-03-31,2026-04-29,25022000000,218405000000,1.43,,56.235365584272,2.5,,7.237905897946,-7.4,-6.1838222344,1201.873,0.3856,eastmoney RPT_LICO_FN_CPD,2026-08-30T20:01:40+00:00
000651,格力电器,2026-06-30,2026-08-27,13277590882.57,89672955427.92,2.38,2.28,26.512644043859,8.68,28.8127471778,3.357877158369,-7.87,-8.1402149704,18.3039,8.1526,eastmoney RPT_LICO_FN_CPD,2026-08-30T20:02:10+00:00
300308,中际旭创,2026-06-30,2026-08-22,13651149693.27,41777861795.03,12.31,11.8,35.740605779103,37.62,46.2521843492,1.613718553798,241.7,182.4913813287,38.0529,14.285,eastmoney RPT_LICO_FN_CPD,2026-08-30T20:02:10+00:00
300750,宁德时代,2026-06-30,2026-07-25,43284002000,276916580000,9.51,8.57,81.993154443679,12.08,23.9283938867,13.015213596184,41.98,54.8003691485,8.7212,14.4462,eastmoney RPT_LICO_FN_CPD,2026-08-30T20:02:10+00:00
600036,招商银行,2026-06-30,2026-08-29,76445000000,178181000000,2.98,2.98,45.402220459952,6.71,,12.078152260111,2.02,4.8314692679,1.9576,4.9471,eastmoney RPT_LICO_FN_CPD,2026-08-30T20:02:10+00:00
600519,贵州茅台,2026-06-30,2026-08-15,44516880421.86,92278072083.21,35.57,35.53,200.989754763617,16.75,89.5552128279,56.54890853726,-1.95,1.3000994756,-36.5904,-31.3105,eastmoney RPT_LICO_FN_CPD,2026-08-30T20:02:10+00:00
601318,中国平安,2026-06-30,2026-08-21,92585000000,575138000000,5.3,5.03,56.775127015684,9,,20.324552683897,36.1,15.010118462,170.0144,63.3355,eastmoney RPT_LICO_FN_CPD,2026-08-30T20:02:10+00:00
