security_code,first_sig_year,trigger_year,last_sig_year,why,peak_revenue_yi
002585,2011,2021,2011,T2 营收3.0倍·毛利率32.9%≥首签24.5%,19.6
300451,2016,2021,2023,T2 营收3.5倍·毛利率54.2%≥首签48.9%,19.0
600163,2017,2021,2025,T2 营收3.1倍·毛利率65.5%≥首签55.9%,17.9
300406,2014,2021,2025,T2 营收3.1倍·毛利率72.1%≥首签71.3%,17.4
002160,2007,2021,2007,T2 营收3.6倍·毛利率11.9%≥首签10.4%,17.2
300869,2020,2021,2023,T1 滚动三年ROE中位20.9%(首签年14.5%),14.0
300094,2010,2021,2010,T2 营收3.6倍·毛利率15.7%≥首签14.7%,12.2
603985,2018,2021,2018,T1 滚动三年ROE中位21.4%(首签年11.9%),11.9
002107,2016,2021,2025,T1 滚动三年ROE中位20.7%(首签年10.2%),10.1
601186,2008,2022,2025,T2 营收4.8倍·毛利率10.1%≥首签10.0%,11379.9
300750,2018,2022,2025,T1 滚动三年ROE中位21.5%(首签年19.0%),4237.0
000630,2006,2022,2025,T2 营收4.1倍·毛利率9.7%≥首签7.8%,1728.2
000498,2012,2022,2025,T1 滚动三年ROE中位20.1%(首签年12.7%),730.2
002129,2018,2022,2023,T2 营收4.9倍·毛利率18.2%≥首签17.4%,670.1
600021,2009,2022,2025,T2 营收3.5倍·毛利率19.3%≥首签10.1%,427.3
002460,2017,2022,2025,T2 营收9.5倍·毛利率49.5%≥首签40.5%,418.2
601058,2011,2022,2025,T2 营收3.4倍·毛利率18.4%≥首签6.8%,367.9
688778,2021,2022,2025,T1 滚动三年ROE中位20.9%(首签年15.4%),287.5
600873,2011,2022,2025,T1 滚动三年ROE中位26.8%(首签年17.4%)｜T2 营收4.1倍·毛利率25.1%≥首签24.5%,279.4
002432,2020,2022,2025,T1 滚动三年ROE中位37.4%(首签年0.8%)｜T2 营收13.1倍·毛利率79.6%≥首签56.3%,263.2
002429,2010,2022,2025,T2 营收5.0倍·毛利率17.0%≥首签16.2%,225.4
002709,2020,2022,2025,T1 滚动三年ROE中位40.9%(首签年17.0%)｜T2 营收5.4倍·毛利率38.0%≥首签35.0%,223.2
300073,2021,2022,2025,T1 滚动三年ROE中位21.6%(首签年12.0%),212.6
300390,2021,2022,2025,T2 营收5.0倍·毛利率64.4%≥首签51.1%,170.3
603659,2018,2022,2025,T2 营收4.7倍·毛利率35.7%≥首签31.9%,157.1
002756,2015,2022,2025,T2 营收4.6倍·毛利率52.3%≥首签10.0%,155.8
301035,2021,2022,2025,T1 滚动三年ROE中位21.2%(首签年16.7%),146.9
601567,2011,2022,2025,T2 营收3.7倍·毛利率28.9%≥首签25.2%,146.0
603077,2021,2022,2024,T1 滚动三年ROE中位22.5%(首签年4.7%),130.4
002011,2010,2022,2025,T1 滚动三年ROE中位26.1%(首签年11.7%),130.3
002407,2016,2022,2025,T1 滚动三年ROE中位29.4%(首签年2.5%),123.6
002240,2021,2022,2023,T1 滚动三年ROE中位20.9%(首签年0.9%)｜T2 营收4.0倍·毛利率60.1%≥首签45.7%,120.4
600267,2003,2022,2025,T2 营收7.3倍·毛利率44.2%≥首签43.6%,115.7
603369,2014,2022,2025,T2 营收3.3倍·毛利率76.6%≥首签70.6%,115.5
603392,2020,2022,2024,T2 营收4.8倍·毛利率89.5%≥首签81.2%,111.9
000893,2010,2022,2025,T1 滚动三年ROE中位21.6%(首签年8.6%),111.5
603605,2017,2022,2025,T2 营收3.6倍·毛利率69.7%≥首签61.7%,107.8
002258,2017,2022,2025,T1 滚动三年ROE中位24.1%(首签年11.3%)｜T2 营收3.3倍·毛利率32.0%≥首签28.7%,101.4
000822,2005,2022,2024,T1 滚动三年ROE中位20.5%(首签年9.3%),97.1
300037,2021,2022,2025,T1 滚动三年ROE中位22.4%(首签年12.0%),96.6
688516,2021,2022,2025,T1 滚动三年ROE中位29.8%(首签年19.0%),92.2
603599,2020,2022,2025,T1 滚动三年ROE中位23.6%(首签年10.7%),90.6
600389,2008,2022,2025,T1 滚动三年ROE中位36.7%(首签年16.0%),83.5
603026,2015,2022,2025,T1 滚动三年ROE中位25.3%(首签年4.4%),83.2
301015,2021,2022,2025,T1 滚动三年ROE中位22.6%(首签年18.1%),82.6
000408,2015,2022,2025,T2 营收3.0倍·毛利率82.0%≥首签68.9%,81.9
002738,2020,2022,2025,T2 营收6.3倍·毛利率53.0%≥首签42.1%,80.4
000733,2019,2022,2025,T1 滚动三年ROE中位22.3%(首签年5.7%),77.9
002597,2011,2022,2025,T2 营收3.2倍·毛利率35.2%≥首签14.8%,72.5
603688,2018,2022,2024,T2 营收3.2倍·毛利率68.4%≥首签43.7%,71.8
300373,2016,2022,2025,T2 营收4.5倍·毛利率36.3%≥首签35.4%,71.3
603279,2019,2022,2025,T1 滚动三年ROE中位20.6%(首签年13.0%),62.5
688068,2020,2022,2023,T1 滚动三年ROE中位30.4%(首签年16.0%),53.7
002517,2014,2022,2025,T2 营收5.1倍·毛利率75.0%≥首签72.4%,53.2
300604,2020,2022,2025,T2 营收3.2倍·毛利率56.7%≥首签50.1%,52.9
600633,2010,2022,2025,T2 营收4.3倍·毛利率61.4%≥首签44.5%,51.9
600862,2010,2022,2025,T2 营收3.5倍·毛利率30.9%≥首签23.5%,50.7
002003,2007,2022,2025,T2 营收3.1倍·毛利率39.0%≥首签34.0%,48.0
600976,2004,2022,2025,T1 滚动三年ROE中位23.0%(首签年9.8%),42.1
688385,2021,2022,2025,T1 滚动三年ROE中位20.8%(首签年7.2%),39.8
603393,2017,2022,2025,T2 营收3.4倍·毛利率53.1%≥首签32.4%,39.2
002014,2007,2022,2025,T2 营收3.2倍·毛利率22.2%≥首签15.5%,37.2
300627,2017,2022,2025,T2 营收3.3倍·毛利率56.6%≥首签55.9%,37.0
600211,2016,2022,2025,T2 营收3.2倍·毛利率94.3%≥首签76.3%,31.3
300487,2018,2022,2025,T2 营收3.0倍·毛利率44.0%≥首签41.2%,27.9
605006,2021,2022,2022,T1 滚动三年ROE中位20.4%(首签年11.7%),27.8
603938,2017,2022,2023,T1 滚动三年ROE中位24.2%(首签年17.8%),26.5
002690,2012,2022,2025,T2 营收4.1倍·毛利率53.0%≥首签51.9%,24.3
300775,2019,2022,2023,T2 营收3.1倍·毛利率46.2%≥首签45.0%,22.7
000762,2008,2022,2024,T2 营收4.4倍·毛利率91.0%≥首签40.6%,22.1
600513,2012,2022,2024,T2 营收3.4倍·毛利率53.3%≥首签43.2%,21.7
300395,2017,2022,2025,T2 营收3.2倍·毛利率51.2%≥首签47.9%,20.9
603998,2016,2022,2025,T2 营收3.4倍·毛利率67.3%≥首签49.3%,17.9
688202,2020,2022,2022,T1 滚动三年ROE中位22.7%(首签年13.9%),16.6
002801,2021,2022,2025,T1 滚动三年ROE中位20.2%(首签年17.7%),14.7
300426,2016,2022,2017,T1 滚动三年ROE中位20.1%(首签年17.4%),11.8
603203,2020,2022,2025,T1 滚动三年ROE中位20.9%(首签年19.0%),10.8
000921,2012,2023,2025,T2 营收4.5倍·毛利率21.2%≥首签20.7%,927.5
300919,2020,2023,2025,T2 营收4.6倍·毛利率13.9%≥首签13.1%,481.4
603259,2018,2023,2025,T2 营收4.2倍·毛利率41.2%≥首签39.5%,454.6
600481,2004,2023,2023,T1 滚动三年ROE中位21.1%(首签年13.4%),231.5
002056,2006,2023,2025,T1 滚动三年ROE中位22.1%(首签年19.1%),225.9
603129,2017,2023,2025,T2 营收6.7倍·毛利率32.7%≥首签32.7%,197.5
002865,2022,2023,2023,T1 滚动三年ROE中位28.4%(首签年1.5%),186.6
002668,2012,2023,2025,T2 营收4.4倍·毛利率23.4%≥首签20.9%,185.3
000680,2006,2023,2025,T2 营收3.4倍·毛利率19.2%≥首签17.7%,147.0
300759,2019,2023,2025,T2 营收3.1倍·毛利率35.7%≥首签35.5%,141.0
600062,2002,2023,2025,T2 营收3.1倍·毛利率56.9%≥首签31.0%,113.1
600329,2003,2023,2025,T2 营收4.0倍·毛利率44.0%≥首签42.4%,82.5
603227,2022,2023,2025,T1 滚动三年ROE中位21.1%(首签年19.8%),70.2
688556,2021,2023,2023,T1 滚动三年ROE中位46.2%(首签年9.4%)｜T2 营收3.9倍·毛利率41.7%≥首签33.7%,61.8
000426,2012,2023,2025,T2 营收4.2倍·毛利率52.9%≥首签48.3%,55.6
300394,2019,2023,2025,T2 营收3.7倍·毛利率54.3%≥首签52.2%,51.6
601965,2012,2023,2025,T2 营收3.6倍·毛利率42.9%≥首签41.8%,49.7
603600,2015,2023,2025,T2 营收3.1倍·毛利率22.9%≥首签20.2%,48.8
600078,2021,2023,2025,T1 滚动三年ROE中位30.4%(首签年--),45.4
000707,2021,2023,2024,T1 滚动三年ROE中位84.9%(首签年--),43.6
603855,2017,2023,2025,T1 滚动三年ROE中位22.9%(首签年14.9%),39.6
002320,2010,2023,2023,T2 营收6.5倍·毛利率48.7%≥首签47.7%,39.3
002158,2022,2023,2025,T1 滚动三年ROE中位22.8%(首签年20.0%),38.5
688278,2020,2023,2025,T1 滚动三年ROE中位22.4%(首签年12.1%),37.0
000998,2015,2023,2018,T2 营收4.6倍·毛利率39.8%≥首签39.5%,35.8
300910,2022,2023,2025,T1 滚动三年ROE中位20.8%(首签年17.6%),35.1
300693,2018,2023,2025,T1 滚动三年ROE中位23.5%(首签年12.6%),34.6
000897,2019,2023,2024,T1 滚动三年ROE中位21.5%(首签年-9.6%),30.6
300896,2020,2023,2025,T2 营收4.0倍·毛利率95.1%≥首签91.8%,30.3
603808,2015,2023,2025,T2 营收3.5倍·毛利率67.8%≥首签67.6%,29.2
688019,2021,2023,2025,T1 滚动三年ROE中位21.5%(首签年11.4%),25.0
300525,2018,2023,2025,T2 营收3.7倍·毛利率66.7%≥首签64.5%,21.4
300820,2021,2023,2025,T1 滚动三年ROE中位24.3%(首签年13.8%),17.8
603519,2022,2023,2025,T1 滚动三年ROE中位44.8%(首签年13.9%),17.1
000014,2009,2023,2023,T1 滚动三年ROE中位23.7%(首签年11.8%),13.9
002616,2011,2023,2011,T2 营收3.3倍·毛利率21.4%≥首签20.2%,11.9
603088,2022,2023,2024,T1 滚动三年ROE中位24.0%(首签年15.8%),8.2
601127,2016,2024,2025,T2 营收9.0倍·毛利率26.2%≥首签19.3%,1650.5
300114,2023,2024,2025,T1 滚动三年ROE中位30.3%(首签年15.3%),753.6
600760,2016,2024,2025,T1 滚动三年ROE中位20.2%(首签年5.3%),462.5
300308,2021,2024,2025,T2 营收3.1倍·毛利率33.8%≥首签25.6%,382.4
600761,2007,2024,2025,T2 营收5.2倍·毛利率23.4%≥首签23.2%,198.2
002463,2010,2024,2025,T2 营收4.5倍·毛利率34.5%≥首签22.3%,189.5
603298,2016,2024,2025,T1 滚动三年ROE中位21.7%(首签年19.9%)｜T2 营收3.1倍·毛利率23.7%≥首签23.6%,177.4
300842,2020,2024,2024,T1 滚动三年ROE中位24.6%(首签年18.6%),153.5
601702,2020,2024,2025,T1 滚动三年ROE中位21.5%(首签年13.3%),124.9
002139,2018,2024,2025,T2 营收3.1倍·毛利率23.0%≥首签20.0%,110.8
001309,2022,2024,2025,T2 营收4.0倍·毛利率17.8%≥首签17.2%,107.9
605333,2020,2024,2025,T2 营收5.2倍·毛利率17.5%≥首签14.9%,84.9
688082,2021,2024,2025,T2 营收3.5倍·毛利率48.9%≥首签42.5%,67.9
000525,2018,2024,2018,T1 滚动三年ROE中位27.6%(首签年13.7%),59.1
002215,2008,2024,2025,T2 营收5.0倍·毛利率37.7%≥首签37.5%,57.8
000544,2016,2024,2025,T2 营收5.8倍·毛利率44.3%≥首签40.8%,55.4
603929,2016,2024,2025,T1 滚动三年ROE中位22.3%(首签年15.6%),53.8
000688,2015,2024,2025,T2 营收3.8倍·毛利率48.4%≥首签46.0%,48.1
603031,2016,2024,2025,T2 营收3.0倍·毛利率48.8%≥首签20.6%,47.7
600562,2015,2024,2025,T2 营收3.1倍·毛利率36.1%≥首签35.2%,36.1
002053,2006,2024,2024,T2 营收3.4倍·毛利率41.6%≥首签35.1%,34.5
300893,2023,2024,2025,T1 滚动三年ROE中位20.4%(首签年14.5%),26.8
300573,2019,2024,2025,T2 营收3.6倍·毛利率78.3%≥首签73.3%,24.7
300346,2020,2024,2024,T2 营收4.0倍·毛利率41.2%≥首签41.1%,23.5
603439,2020,2024,2025,T2 营收3.4倍·毛利率69.7%≥首签66.8%,21.4
002315,2013,2024,2025,T2 营收3.3倍·毛利率80.3%≥首签68.7%,19.2
002380,2016,2024,2025,T2 营收3.3倍·毛利率44.3%≥首签42.4%,18.7
002455,2010,2024,2010,T2 营收3.3倍·毛利率10.1%≥首签10.1%,16.9
300795,2023,2024,2025,T1 滚动三年ROE中位24.4%(首签年12.2%),8.3
603993,2014,2025,2025,T1 滚动三年ROE中位21.0%(首签年9.9%),2130.3
002379,2024,2025,2025,T1 滚动三年ROE中位34.6%(首签年18.9%),1567.2
603613,2019,2025,2025,T2 营收7.1倍·毛利率6.5%≥首签6.3%,535.8
300972,2024,2025,2025,T1 滚动三年ROE中位30.9%(首签年7.0%),514.6
300866,2020,2025,2025,T2 营收3.3倍·毛利率45.1%≥首签39.3%,305.1
002128,2007,2025,2025,T2 营收11.5倍·毛利率36.8%≥首签34.6%,301.1
300502,2022,2025,2025,T2 营收7.5倍·毛利率47.8%≥首签36.7%,248.4
603486,2018,2025,2025,T2 营收3.3倍·毛利率48.8%≥首签37.8%,190.4
300059,2015,2025,2025,T2 营收5.5倍·毛利率70.3%≥首签70.0%,160.7
000729,2003,2025,2025,T2 营收4.5倍·毛利率43.6%≥首签41.5%,153.3
300857,2022,2025,2025,T1 滚动三年ROE中位24.3%(首签年10.1%)｜T2 营收3.9倍·毛利率19.2%≥首签11.2%,122.4
300751,2019,2025,2025,T2 营收5.7倍·毛利率38.6%≥首签33.8%,98.3
688002,2019,2025,2025,T2 营收9.2倍·毛利率52.5%≥首签50.4%,63.0
603444,2017,2025,2025,T2 营收4.3倍·毛利率93.9%≥首签90.9%,62.0
688111,2019,2025,2025,T2 营收3.8倍·毛利率85.9%≥首签85.6%,59.3
688578,2021,2025,2025,T1 滚动三年ROE中位29.3%(首签年-25.3%),51.9
002170,2007,2025,2025,T2 营收3.1倍·毛利率35.6%≥首签10.9%,50.6
603889,2014,2025,2025,T2 营收3.3倍·毛利率20.0%≥首签19.7%,50.5
688336,2021,2025,2025,T2 营收4.5倍·毛利率92.1%≥首签77.4%,42.0
300641,2024,2025,2024,T1 滚动三年ROE中位23.5%(首签年3.7%),34.8
003010,2020,2025,2025,T2 营收3.0倍·毛利率59.8%≥首签34.6%,34.3
002997,2021,2025,2025,T2 营收3.2倍·毛利率24.2%≥首签23.9%,32.9
002284,2009,2025,2014,T2 营收4.2倍·毛利率20.8%≥首签20.0%,32.8
300492,2024,2025,2025,T1 滚动三年ROE中位20.9%(首签年3.6%),32.0
688617,2021,2025,2025,T2 营收3.1倍·毛利率72.9%≥首签69.5%,25.8
601619,2017,2025,2025,T2 营收3.0倍·毛利率57.4%≥首签54.7%,25.0
300803,2019,2025,2025,T2 营收3.4倍·毛利率87.4%≥首签85.5%,21.5
688076,2021,2025,2025,T2 营收3.2倍·毛利率62.6%≥首签54.3%,19.4
300049,2013,2025,2025,T2 营收3.0倍·毛利率75.0%≥首签54.1%,16.0
300879,2020,2025,2020,T2 营收3.7倍·毛利率23.1%≥首签19.3%,10.0
