as_of_year,security_code,security_name,listed_on,years_listed,roe_avg5,roe_min5,roe_years,gross_margin,net_margin,revenue_yi,profit_yi,revenue_cagr,profit_cagr,today_class,today_in_pool
2005,600818,ST中路,1994-01-28,11,0.2418,-0.0656,5,0.1471,0.0317,11.04,0.35,0.3143,0.4109,boundary_pending,0
2005,600352,浙江龙盛,2003-08-01,2,0.2406,0.1765,5,0.2027,0.0910,19.04,1.73,0.2530,0.3248,boundary_pending,0
2005,002007,华兰生物,2004-06-25,1,0.2390,0.1028,5,0.3324,0.1454,3.61,0.53,0.3055,0.3580,worth_attention,1
2005,600436,片仔癀,2003-06-16,2,0.2315,0.0782,5,0.4864,0.2063,4.19,0.86,0.2123,0.1345,worth_attention,1
2005,600970,中材国际,2005-04-12,0,0.2298,0.1547,5,0.1101,0.0224,41.13,0.92,0.5147,0.2800,worth_attention,1
2005,600375,汉马科技,2003-04-01,2,0.2292,0.0283,5,0.0794,0.0185,11.73,0.22,0.2273,-0.1105,boundary_pending,0
2005,000538,云南白药,1993-12-15,12,0.2291,0.1807,5,0.2796,0.0941,24.48,2.30,0.2842,0.3234,worth_attention,1
2005,000037,深南电A,1994-07-01,11,0.2240,0.0196,5,-0.0005,0.0098,30.44,0.30,0.2945,-0.3820,boundary_pending,0
2005,600392,盛和资源,2003-05-29,2,0.2234,0.1056,5,0.1934,0.0695,5.77,0.40,0.2667,0.2155,boundary_pending,0
2005,600428,中远海特,2002-04-18,3,0.2221,0.0774,5,0.3326,0.1831,37.42,6.85,0.6261,0.6816,boundary_pending,0
2005,002029,七匹狼,2004-08-06,1,0.2213,0.1150,5,0.3491,0.1136,3.13,0.36,0.3159,0.2331,boundary_pending,0
2005,002034,旺能环境,2004-08-26,1,0.2203,0.0722,5,0.1221,0.0341,8.99,0.31,0.3527,0.1715,boundary_pending,0
2005,600535,天士力,2002-08-23,3,0.2168,0.1294,5,0.5401,0.1320,14.66,1.94,0.2097,0.1711,boundary_pending,0
2005,600438,通威股份,2004-03-02,1,0.2148,0.1062,5,0.1065,0.0334,36.71,1.23,0.6400,0.2434,boundary_pending,0
2005,001872,招商港口,1993-05-05,12,0.2137,0.0782,5,0.6841,0.3288,17.74,5.83,0.3871,0.6100,boundary_pending,0
2005,002045,国光电器,2005-05-23,0,0.2101,0.0986,4,0.2767,0.0936,4.81,0.45,0.1179,-0.0263,boundary_pending,0
2005,600348,华阳股份,2003-08-21,2,0.2096,0.1674,5,0.2256,0.0808,72.01,5.82,0.6509,0.5040,boundary_pending,0
2005,600519,贵州茅台,2001-08-27,4,0.2092,0.1386,5,0.8252,0.2846,39.31,11.19,0.2484,0.3586,worth_attention,1
2005,600583,海油工程,2002-02-05,3,0.2067,0.1125,5,0.1970,0.1374,42.59,5.85,0.3705,0.5413,boundary_pending,0
2005,000069,华侨城A,1997-09-10,8,0.2026,0.1730,5,0.4862,0.7322,6.56,4.80,0.1161,0.2779,boundary_pending,0
2005,002039,黔源电力,2005-03-03,0,0.2019,0.0898,5,0.3833,0.1332,3.54,0.47,0.1756,0.0548,boundary_pending,0
2005,600420,国药现代,2004-06-16,1,0.1985,0.1357,5,0.3709,0.1167,5.03,0.59,0.3551,0.4165,boundary_pending,0
2005,000011,深物业A,1992-03-30,13,0.1981,0.1176,5,0.3532,0.0814,9.63,0.78,-0.0145,-0.0234,boundary_pending,0
2005,600686,金龙汽车,1993-11-08,12,0.1973,0.1404,5,0.1314,0.0129,77.17,1.00,0.5966,0.2066,boundary_pending,0
2005,000778,新兴铸管,1997-06-06,8,0.1971,0.1553,5,0.1730,0.0525,97.02,5.10,0.3775,0.0742,boundary_pending,0
2005,600444,国机通用,2004-02-19,1,0.1971,0.0761,5,0.2956,0.0665,3.02,0.20,0.3932,0.1883,boundary_pending,0
2005,600500,中化国际,2000-03-01,5,0.1960,0.0616,5,0.0815,0.0447,159.11,7.12,0.2476,0.6744,boundary_pending,0
2005,600571,信雅达,2002-11-01,3,0.1952,0.0439,5,0.4060,0.0416,3.64,0.15,0.2294,-0.1378,boundary_pending,0
2005,000619,海螺新材,1996-10-23,9,0.1947,0.0463,5,0.1241,0.0383,35.94,1.37,0.3513,-0.0758,boundary_pending,0
2005,600096,云天化,1997-07-09,8,0.1940,0.1208,5,0.4139,0.2505,26.76,6.70,0.3184,0.4426,boundary_pending,0
2005,600768,宁波富邦,1996-11-11,9,0.1940,0.0677,5,0.0926,0.0187,5.76,0.11,0.2900,1.4841,boundary_pending,0
2005,600616,金枫酒业,1992-09-29,13,0.1914,0.0871,5,0.1676,0.0405,41.97,1.70,0.6293,0.5821,boundary_pending,0
2005,600439,ST瑞贝卡,2003-07-10,2,0.1908,0.1570,5,0.2178,0.0886,8.40,0.74,0.2685,0.3016,boundary_pending,0
2005,000157,中联重科,2000-10-12,5,0.1902,0.1227,5,0.2666,0.0947,32.79,3.10,0.7046,0.3106,worth_attention,1
2005,600597,光明乳业,2002-08-28,3,0.1900,0.1000,5,0.3115,0.0306,69.04,2.11,0.1834,0.0670,boundary_pending,0
2005,002015,协鑫能科,2004-07-08,1,0.1891,0.1031,5,0.1638,0.0547,4.60,0.25,0.2129,0.2763,boundary_pending,0
2005,600708,光明地产,1996-06-06,9,0.1890,0.1118,5,0.2983,0.1226,11.66,1.43,0.5550,0.4751,boundary_pending,0
2005,000625,长安汽车,1997-06-10,8,0.1884,0.0346,5,0.1954,0.0124,191.69,2.37,0.2716,0.2888,boundary_pending,0
2005,000895,双汇发展,1998-12-10,7,0.1883,0.1553,5,0.1116,0.0276,134.60,3.71,0.4139,0.2146,worth_attention,1
2005,600549,厦门钨业,2002-11-07,3,0.1880,0.0910,5,0.2020,0.0594,28.83,1.71,0.4216,0.2927,worth_attention,1
2005,000933,神火股份,1999-08-31,6,0.1878,0.1211,5,0.5243,0.2878,16.42,4.72,0.2659,0.4781,worth_attention,1
2005,600966,博汇纸业,2004-06-08,1,0.1875,0.0872,5,0.1757,0.0513,24.80,1.27,0.5077,0.2502,boundary_pending,0
2005,600491,ST龙元,2004-05-24,1,0.1868,0.1391,5,0.0919,0.0225,66.00,1.49,0.3540,0.3228,boundary_pending,0
2005,600418,江淮汽车,2001-08-24,4,0.1863,0.1209,5,0.1784,0.0530,93.95,4.98,0.4741,0.5380,boundary_pending,0
2005,600499,科达制造,2002-10-10,3,0.1856,0.0875,5,0.2434,0.0716,5.60,0.40,0.3957,0.1259,boundary_pending,0
2005,002043,兔宝宝,2005-05-10,0,0.1854,0.1063,4,0.1137,0.0457,6.61,0.30,0.1397,0.1180,boundary_pending,0
2005,600525,ST长园,2002-12-02,3,0.1843,0.1445,5,0.3936,0.1543,3.63,0.56,0.2606,0.1896,boundary_pending,0
2005,600231,凌钢股份,2000-05-11,5,0.1840,0.1351,3,0.2051,0.1224,35.96,4.40,0.3909,0.6401,boundary_pending,0
2005,600036,招商银行,2002-04-09,3,0.1840,0.1279,5,,0.1975,191.79,37.87,0.2203,0.2882,worth_attention,1
2005,600507,方大特钢,2003-09-30,2,0.1838,0.0660,5,0.0948,0.0262,14.54,0.38,0.4288,0.0638,boundary_pending,0
2005,000792,盐湖股份,1997-09-04,8,0.1837,0.0868,5,0.6778,0.3255,15.84,5.16,0.5245,0.5884,worth_attention,1
2005,600019,宝钢股份,2000-12-12,5,0.1829,0.0964,5,0.2103,0.1000,1266.08,126.66,0.4434,0.4912,boundary_pending,0
2005,002006,精工科技,2004-06-25,1,0.1821,0.0538,5,0.2312,0.0496,3.72,0.18,0.3964,0.1090,boundary_pending,0
2005,600408,安泰集团,2003-02-12,2,0.1816,0.1148,5,0.2356,0.0692,20.70,1.43,0.3264,0.3693,boundary_pending,0
2005,600177,雅戈尔,1998-11-19,7,0.1801,0.1579,5,0.3741,0.1220,46.28,5.65,0.2750,0.1294,boundary_pending,0
2005,600479,千金药业,2004-03-12,1,0.1800,0.0885,5,0.3635,0.0899,6.66,0.60,0.0441,0.1478,boundary_pending,0
2005,600533,栖霞建设,2002-03-28,3,0.1791,0.1003,5,0.3036,0.1122,13.25,1.49,0.4220,0.3755,boundary_pending,0
2005,600880,博瑞传播,1995-11-15,10,0.1787,0.1334,5,0.4641,0.1386,5.48,0.76,0.1849,0.2655,boundary_pending,0
2005,600487,亨通光电,2003-08-22,2,0.1773,0.0613,5,0.2304,0.0707,6.89,0.49,-0.0373,-0.0875,boundary_pending,0
2005,000027,深圳能源,1993-09-03,12,0.1761,0.1459,5,0.2612,0.1090,69.08,7.53,0.1985,0.1771,boundary_pending,0
2005,600467,好当家,2004-04-05,1,0.1756,0.1149,5,0.2255,0.1386,5.71,0.79,0.2620,0.1941,boundary_pending,0
2005,600817,宇通重工,1994-01-28,11,0.1741,0.0111,5,0.0495,0.0097,51.04,0.49,0.5916,1.5997,boundary_pending,0
2005,600975,新五丰,2004-06-09,1,0.1727,0.0597,5,0.1261,0.0511,5.29,0.27,0.1355,0.0053,boundary_pending,0
2005,000651,格力电器,1996-11-18,9,0.1725,0.1560,5,0.1858,0.0278,182.65,5.07,0.2904,0.1803,worth_attention,1
2005,002001,新和成,2004-06-25,1,0.1724,0.0825,5,0.1929,0.0487,12.57,0.61,0.2356,0.0968,worth_attention,1
2005,600993,马应龙,2004-05-17,1,0.1724,0.1099,5,0.5796,0.1459,4.12,0.60,0.1906,0.2152,worth_attention,1
2005,600510,黑牡丹,2002-06-18,3,0.1717,0.0953,5,0.2040,0.1133,10.68,1.21,0.0495,0.0858,boundary_pending,0
2005,600123,兰花科创,1998-12-17,7,0.1715,0.0483,5,0.5539,0.2500,17.13,4.28,0.3962,0.8132,boundary_pending,0
2005,600282,南钢股份,2000-09-19,5,0.1715,0.1221,5,0.0690,0.0276,148.59,4.10,0.3882,0.1877,boundary_pending,0
2005,600536,中国软件,2002-05-17,3,0.1711,0.0798,5,0.3104,0.0446,11.56,0.52,0.3731,0.1438,boundary_pending,0
2005,002037,保利联合,2004-09-08,1,0.1707,0.0855,5,0.3517,0.0659,4.78,0.32,0.3329,0.2907,boundary_pending,0
2005,002003,伟星股份,2004-06-25,1,0.1696,0.1447,5,0.2912,0.0659,5.39,0.35,0.3542,0.2620,boundary_pending,0
2005,600546,山煤国际,2003-07-31,2,0.1688,0.0526,5,0.1007,0.0191,16.38,0.31,0.2070,0.0336,boundary_pending,0
2005,600963,岳阳林纸,2004-05-25,1,0.1684,0.0853,5,0.2012,0.0509,18.57,0.94,0.3961,0.1308,boundary_pending,0
2005,600577,精达股份,2002-09-11,3,0.1679,0.0851,5,0.0921,0.0212,20.60,0.44,0.5976,0.2187,boundary_pending,0
2005,600307,酒钢宏兴,2000-12-20,5,0.1675,0.1039,5,0.1242,0.0482,106.43,5.13,0.3286,0.1789,boundary_pending,0
2005,600582,天地科技,2002-05-15,3,0.1675,0.0838,5,0.2484,0.1148,9.22,1.06,0.5068,0.3572,boundary_pending,0
2005,600232,金鹰股份,2000-06-02,5,0.1673,0.1266,5,0.1852,0.0811,13.07,1.06,0.2002,0.1840,boundary_pending,0
2005,600016,民生银行,2000-12-19,5,0.1672,0.1225,5,,0.2084,128.26,26.73,0.2581,0.4261,boundary_pending,0
2005,600423,*ST柳化,2003-07-17,2,0.1672,0.1097,5,0.2151,0.1067,8.86,0.95,0.2112,0.3322,boundary_pending,0
2005,600026,中远海能,2002-05-23,3,0.1670,0.0696,5,0.4098,0.3120,87.00,27.14,0.2122,0.6672,boundary_pending,0
2005,600426,华鲁恒升,2002-06-20,3,0.1663,0.1228,5,0.1927,0.1298,13.52,1.76,0.3778,0.5122,worth_attention,1
2005,600415,小商品城,2002-05-09,3,0.1659,0.1300,5,0.3710,0.1264,15.44,1.95,0.4148,0.5598,worth_attention,1
2005,600572,康恩贝,2004-04-12,1,0.1650,0.0671,5,0.4819,0.0504,8.66,0.44,0.2234,0.0076,boundary_pending,0
2005,600508,上海能源,2001-08-29,4,0.1642,0.1062,5,0.2770,0.1090,37.16,4.05,0.2618,0.2507,boundary_pending,0
2005,600320,振华重工,2000-12-21,5,0.1628,0.0731,5,0.1336,0.0998,121.05,12.08,0.4310,0.5846,boundary_pending,0
2005,600717,天津港,1996-06-14,9,0.1626,0.1095,5,0.4583,0.3041,23.65,7.19,0.2399,0.2777,boundary_pending,0
2005,600475,华光环能,2003-07-21,2,0.1626,0.1486,5,0.1816,0.0559,20.07,1.12,0.6089,0.4420,boundary_pending,0
2005,600845,宝信软件,1994-03-11,11,0.1622,0.1407,5,0.2297,0.0488,13.37,0.65,0.3543,0.1357,boundary_pending,0
2005,002044,美年健康,2005-05-18,0,0.1622,0.0970,4,0.1454,0.0429,5.29,0.23,0.1640,0.1195,boundary_pending,0
2005,600126,杭钢股份,1998-03-11,7,0.1621,0.0678,5,0.0639,0.0215,98.73,2.12,0.2299,-0.1131,boundary_pending,0
2005,600527,江南高纤,2003-11-27,2,0.1618,0.0800,5,0.1037,0.0674,5.05,0.34,0.3425,0.2183,boundary_pending,0
2005,600406,国电南瑞,2003-10-16,2,0.1608,0.1336,5,0.3225,0.1370,7.49,1.03,0.2735,0.3559,worth_attention,1
2005,600085,同仁堂,1997-06-25,8,0.1605,0.1345,5,0.4480,0.1156,26.06,3.01,0.1276,0.1095,worth_attention,1
2005,600987,航民股份,2004-08-09,1,0.1604,0.0335,5,0.0951,0.0287,11.45,0.33,0.1730,-0.1284,boundary_pending,0
2005,600497,驰宏锌锗,2004-04-20,1,0.1599,0.1306,5,0.3099,0.1120,11.67,1.31,0.1818,0.5484,boundary_pending,0
2005,600992,贵绳股份,2004-05-14,1,0.1587,0.0601,5,0.1904,0.0510,8.48,0.43,0.1680,0.0194,boundary_pending,0
2005,000550,江铃汽车,1993-12-01,12,0.1586,0.0642,5,0.2198,0.0789,62.81,4.95,0.1676,0.4888,boundary_pending,0
2005,000063,中兴通讯,1997-11-18,8,0.1577,0.1240,5,0.3537,0.0554,215.76,11.94,0.2331,0.2276,worth_attention,1
2005,600460,士兰微,2003-03-11,2,0.1576,0.0975,5,0.2583,0.0900,6.28,0.57,0.3476,0.1180,boundary_pending,0
2005,600642,申能股份,1993-04-16,12,0.1575,0.1339,5,0.2540,0.1699,79.64,13.53,0.4118,0.0402,boundary_pending,0
2005,600361,创新新材,2001-11-29,4,0.1574,0.0638,5,0.1104,0.0245,53.01,1.30,0.4368,0.2981,boundary_pending,0
2005,600463,空港股份,2004-03-18,1,0.1572,0.0757,5,0.2796,0.1035,3.30,0.34,0.1478,0.0453,boundary_pending,0
2005,000825,太钢不锈,1998-10-21,7,0.1570,0.0864,5,0.0663,0.0327,237.51,7.77,0.3656,0.2719,boundary_pending,0
2005,600327,大东方,2002-06-25,3,0.1568,0.0846,5,0.1240,0.0291,29.37,0.86,0.2570,0.2752,boundary_pending,0
2005,600000,浦发银行,1999-11-10,6,0.1563,0.1396,5,,0.1756,145.68,25.58,0.2435,0.2458,boundary_pending,0
2005,600581,*ST八钢,2002-08-16,3,0.1555,0.1005,5,0.1079,0.0314,78.13,2.45,0.2612,0.0380,boundary_pending,0
2005,600997,开滦股份,2004-06-02,1,0.1551,0.0000,5,0.3480,0.1535,25.97,3.99,0.3392,0.4385,boundary_pending,0
2005,600584,长电科技,2003-06-03,2,0.1546,0.0717,5,0.2123,0.0372,14.75,0.55,0.2652,0.0437,worth_attention,1
2005,000937,冀中能源,1999-09-09,6,0.1545,0.0807,5,0.4372,0.1660,32.09,5.33,0.2885,0.2045,boundary_pending,0
2005,600367,红星发展,2001-03-20,4,0.1541,0.1404,5,0.3661,0.1203,10.42,1.25,0.3068,0.1155,boundary_pending,0
2005,600020,中原高速,2003-08-08,2,0.1536,0.1042,5,0.6913,0.3616,15.32,5.54,0.3278,0.2130,boundary_pending,0
2005,000528,柳工,1993-11-18,12,0.1533,0.0305,5,0.1640,0.0512,40.70,2.08,0.4286,0.7940,boundary_pending,0
2005,600888,新疆众和,1996-02-15,9,0.1532,0.1245,5,0.3455,0.0985,5.94,0.59,0.0911,0.1702,boundary_pending,0
2005,600879,航天电子,1995-11-15,10,0.1527,0.1361,5,0.4618,0.1710,10.18,1.74,0.2140,0.1206,boundary_pending,0
2005,600493,凤竹纺织,2004-04-21,1,0.1526,0.0899,5,0.1953,0.1031,4.66,0.48,0.2486,0.2042,boundary_pending,0
2005,600004,白云机场,2003-04-28,2,0.1521,0.0635,5,0.4482,0.1170,21.49,2.52,0.2654,-0.0405,boundary_pending,0
2005,600973,宝胜股份,2004-08-02,1,0.1520,0.0845,5,0.1852,0.0373,13.00,0.49,0.3364,0.1042,boundary_pending,0
2005,600586,金晶科技,2002-08-15,3,0.1515,0.0600,5,0.1968,0.0621,5.77,0.36,0.1061,-0.0599,boundary_pending,0
2005,600962,国投中鲁,2004-06-22,1,0.1511,0.0722,5,0.2843,0.0539,6.33,0.34,0.2407,0.0870,boundary_pending,0
2005,002048,宁波华翔,2005-06-03,0,0.1507,0.0845,4,0.2100,0.0552,3.91,0.22,0.3765,-0.0113,boundary_pending,0
2005,600067,冠城新材,1997-05-08,8,0.1499,0.0821,5,0.1469,0.0441,22.11,0.97,0.5299,0.3172,boundary_pending,0
2005,000531,穗恒运A,1994-01-06,11,0.1492,0.1092,5,0.2948,0.0787,15.59,1.23,0.1600,0.1747,boundary_pending,0
2005,600006,东风股份,1999-07-27,6,0.1479,0.0891,5,0.1499,0.0448,88.01,3.94,0.1872,-0.0747,boundary_pending,0
2005,000731,四川美丰,1997-06-17,8,0.1476,0.0907,5,0.3269,0.2086,11.23,2.34,0.3151,0.4118,boundary_pending,0
2005,600580,卧龙电驱,2002-06-06,3,0.1469,0.0806,5,0.1774,0.0852,7.70,0.66,0.3955,0.2095,boundary_pending,0
2005,600900,长江电力,2003-11-18,2,0.1465,0.1431,5,0.7496,0.4599,72.59,33.39,0.5050,0.6127,worth_attention,1
2005,600011,华能国际,2001-12-06,4,0.1462,0.1260,5,0.2205,0.1183,402.48,47.63,0.2630,0.0698,boundary_pending,0
2005,600458,时代新材,2002-12-19,3,0.1462,0.0071,5,0.2489,0.0556,4.06,0.23,0.4122,0.0773,boundary_pending,0
2005,600995,南网储能,2004-06-15,1,0.1459,0.1147,5,0.3527,0.1648,4.68,0.77,0.2709,0.3918,boundary_pending,0
2005,000717,中南股份,1997-05-08,8,0.1455,0.0274,5,0.0463,0.0128,106.17,1.36,0.2823,-0.1481,boundary_pending,0
2005,600601,方正科技,1990-12-19,15,0.1451,0.1017,5,0.0731,0.0233,73.85,1.72,0.1892,0.1430,boundary_pending,0
2005,600756,浪潮软件,1996-09-23,9,0.1448,0.0493,5,0.3105,0.0536,5.51,0.30,0.1348,-0.1334,boundary_pending,0
2005,000539,粤电力A,1993-11-26,12,0.1446,0.0874,5,0.2402,0.0866,83.17,7.20,0.1119,-0.0916,boundary_pending,0
2005,000959,首钢股份,1999-12-16,6,0.1434,0.1280,5,0.0859,0.0374,212.18,7.93,0.1516,0.0281,boundary_pending,0
2005,000002,万科A,1991-01-29,14,0.1433,0.1154,5,0.3479,0.1279,105.59,13.50,0.2408,0.3787,boundary_pending,0
2005,000014,沙河股份,1992-06-02,13,0.1433,0.1019,5,0.3121,0.0719,4.39,0.32,-0.0147,-0.0395,boundary_pending,0
2005,600540,新赛股份,2004-01-07,1,0.1429,0.0216,5,0.1177,0.0305,7.64,0.23,0.2368,-0.1470,boundary_pending,0
2005,600886,国投电力,1996-01-18,9,0.1418,-0.0450,5,0.3245,0.1242,30.57,3.80,0.1253,,boundary_pending,0
2005,600561,江西长运,2002-07-16,3,0.1418,0.1102,5,0.2834,0.0981,4.00,0.39,0.3469,0.1558,boundary_pending,0
2005,000726,鲁泰A,2000-12-25,5,0.1413,0.0900,5,0.3057,0.1395,22.33,3.11,0.2984,0.2853,boundary_pending,0
2005,600729,重百集团,1996-07-02,9,0.1409,0.1334,5,0.1478,0.0211,36.71,0.77,0.1170,0.0808,boundary_pending,0
2005,600028,中国石化,2001-08-08,4,0.1409,0.0972,5,0.1638,0.0495,7991.15,395.58,0.2729,0.2961,boundary_pending,0
2005,600098,广州发展,1997-07-18,8,0.1402,0.0825,5,0.1890,0.0990,62.65,6.20,0.1253,-0.0994,boundary_pending,0
2005,000970,中科三环,2000-04-20,5,0.1396,0.0846,5,0.2817,0.0948,16.48,1.56,0.4556,0.5049,boundary_pending,0
2005,600188,兖矿能源,1998-07-01,7,0.1391,0.1054,5,0.5351,0.1964,127.06,24.95,0.1838,0.3305,boundary_pending,0
2005,600481,双良节能,2003-04-22,2,0.1389,0.0377,5,0.3545,0.0665,5.07,0.34,0.0575,-0.1726,boundary_pending,0
2005,600982,宁波能源,2004-07-06,1,0.1384,0.0644,5,0.2119,0.0391,5.75,0.23,0.5123,0.0081,boundary_pending,0
2005,600009,上海机场,1998-02-18,7,0.1383,0.1115,5,0.6082,0.5182,26.81,13.89,0.2339,0.2512,boundary_pending,0
2005,600284,浦东建设,2004-03-16,1,0.1379,0.0831,5,0.1151,0.0702,8.00,0.56,0.3736,0.1108,boundary_pending,0
2005,000858,五粮液,1998-04-27,7,0.1376,0.1137,5,0.5000,0.1233,64.19,7.91,0.0786,-0.0062,worth_attention,1
2005,000898,鞍钢股份,1997-12-25,8,0.1374,0.0561,5,0.1452,0.0785,264.88,20.79,0.2925,0.5064,boundary_pending,0
2005,600303,曙光股份,2000-12-26,5,0.1367,0.0776,5,0.1541,0.0329,26.45,0.87,0.6594,0.2581,boundary_pending,0
2005,600780,通宝能源,1996-12-05,9,0.1364,0.0853,5,0.2245,0.0601,21.60,1.30,0.6885,0.2216,boundary_pending,0
2005,600010,包钢股份,2001-03-09,4,0.1361,0.0809,5,0.0728,0.0531,189.71,10.06,0.3578,0.4072,boundary_pending,0
2005,600596,新安股份,2001-09-06,4,0.1361,0.0597,5,0.2800,0.0916,23.88,2.19,0.3849,0.8077,boundary_pending,0
2005,000926,福星股份,1999-06-18,6,0.1357,0.0688,5,0.2379,0.0785,20.83,1.63,0.4873,0.1913,boundary_pending,0
2005,600104,上汽集团,1997-11-25,8,0.1354,0.0970,5,0.1845,0.1729,63.89,11.05,0.1459,0.0894,boundary_pending,0
2005,600537,*ST亿晶,2003-01-23,2,0.1352,0.0690,5,0.2095,0.0780,4.33,0.34,0.1656,-0.0031,boundary_pending,0
2005,600531,豫光金铅,2002-07-30,3,0.1351,0.1019,5,0.0949,0.0302,28.71,0.87,0.3997,0.3024,boundary_pending,0
2005,600333,长春燃气,2000-12-11,5,0.1350,0.0601,5,0.1869,0.0513,12.72,0.65,0.3298,-0.0605,boundary_pending,0
2005,600058,五矿发展,1997-05-28,8,0.1349,0.0809,5,0.0307,0.0050,665.97,3.33,0.3582,0.2106,boundary_pending,0
2005,600675,中华企业,1993-09-24,12,0.1342,0.1093,5,0.4128,0.1515,23.39,3.54,0.1004,0.2174,boundary_pending,0
2005,000983,山西焦煤,2000-07-26,5,0.1342,0.0675,5,0.3883,0.1736,56.17,9.75,0.3011,0.4088,boundary_pending,0
