security_code,security_name,verdict,rule,reason
600436,片仔癀,worth_attention,锚12,国家绝密级配方+天然麝香定点配额，双重不可复制
002007,华兰生物,worth_attention,锚12,血浆站政策性稀缺牌照，capped-capacity型
000661,长春高新,worth_attention,锚12,毛利78%，金赛生长激素在国内近品类垄断
000999,华润三九,worth_attention,锚12,999感冒灵在感冒OTC品类份额第一，品牌+终端
300015,爱尔眼科,worth_attention,§5.4.1-4,眼科连锁分级模式已验证，医生培养体系+品牌+并购基金构成复制门槛
002415,海康威视,worth_attention,§5.4.1-4,视频监控全球第一，营收253亿毛利40%，算法+产品线+渠道
002236,大华股份,worth_attention,§5.4.1-4,监控第二极，与海康双寡头
300124,汇川技术,worth_attention,§5.4.1-4,变频伺服国产龙头毛利48%净利率29%，技术自研替代外资
300408,三环集团,worth_attention,§5.4.1-4,电子陶瓷材料与工艺积累，毛利50%净利率35%
600885,宏发股份,worth_attention,§5.4.1-4,继电器全球份额第一，规模+自动化产线成本壁垒
002410,广联达,worth_attention,§5.4.1-4,建筑造价软件毛利96%，计价规则库与行业标准形成事实垄断
600570,恒生电子,worth_attention,§5.4.1-4,证券IT毛利93%份额过半，系统转换成本极高
002153,石基信息,worth_attention,§5.4.1-4,高星级酒店PMS份额超九成，切换成本高
600066,宇通客车,worth_attention,§5.4.1-4,客车第一，营收312亿ROE31%，非标定制+服务网络
600660,福耀玻璃,worth_attention,§5.4.1-4,汽车玻璃全球第二，成本曲线+全球配套+浮法一体化
600309,万华化学,worth_attention,§5.4.1-4,MDI全球五强之一，技术壁垒极高
000786,北新建材,worth_attention,判例3,石膏板全国份额过半，判例3所述下行周期利润表现为其护城河的直接证据
603806,福斯特,worth_attention,判例2,光伏胶膜份额过半毛利33%，判例2所述环节壁垒——胶膜复制尝试已被证伪
002372,伟星新材,worth_attention,§5.4.1-4,PPR零售品牌+星管家服务毛利44%，建材零售端的渠道与服务壁垒已成型
600036,招商银行,worth_attention,锚11,零售franchise持续，低成本负债与ROE 22%穿越周期
002142,宁波银行,worth_attention,锚11,不良率0.92%显著低于行业1.67%，小微与零售模式经周期验证，规则11所指的优质franchise在2015年已成立
000869,张裕A,boundary_pending,锚1,营收五年CAGR为-6%，进口葡萄酒冲击下护城河正在被侵蚀，2010年的判定不再成立
600585,海螺水泥,boundary_pending,判例4,营收CAGR降至1%显示需求已见顶，判例4所述成本优势不再转化超额回报的条件成立
600271,航天信息,boundary_pending,判例12,毛利由24%降至19%，税控盘政策性降价使专营牌照的超额回报开始消退
002024,ST易购,boundary_pending,§5.4.1-4,2015年已不在候选（ROE不达标），电商分流下连锁网络优势瓦解
600588,用友网络,boundary_pending,§5.4.1-4,2015年已不在候选，云转型阵痛期回报下滑
600315,上海家化,boundary_pending,防3,本土化妆品在欧莱雅宝洁夹击下，净利率38%含出售江阴天江一次性收益
002475,立讯精密,boundary_pending,防3,营收101亿已具规模但仍属苹果链代工，毛利23%且客户高度集中
002008,大族激光,boundary_pending,防3,激光装备国内第一但设备可复制且大客户集中
600406,国电南瑞,boundary_pending,防3,电网自动化近垄断但客户高度集中于国网单一体系
002595,豪迈科技,boundary_pending,防3,轮胎模具全球第一属细分件，下游分散且规模仅23亿
600563,法拉电子,boundary_pending,防3,薄膜电容全球龙头但规模仅14亿，属细分被动元件
000998,隆平高科,boundary_pending,防3,杂交稻种业第一但品种权有期限且可被新品种替代
600352,浙江龙盛,boundary_pending,防4,分散染料全球第一但属化工中间体强周期，且已多元化至地产
002252,上海莱士,boundary_pending,锚5,净利率72%来自并购与证券投资收益，非经营性
601888,中国中免,boundary_pending,判例12,免税业务占比仍低毛利24%，牌照价值尚未兑现
002568,百润股份,boundary_pending,防5,RIO预调酒属景气爆发非护城河
600518,康美药业,boundary_pending,防3,中药饮片与药材贸易壁垒低
002294,信立泰,boundary_pending,防3,泰嘉单品依赖，仿制药
600566,济川药业,boundary_pending,防3,蒲地蓝单品+代理制
002773,康弘药业,boundary_pending,锚1,康柏西普为单一创新药，未穿越周期
002038,双鹭药业,boundary_pending,防3,贝科能单品依赖
002275,桂林三金,boundary_pending,防3,西瓜霜品类小规模仅14亿
600201,生物股份,boundary_pending,防6,口蹄疫疫苗依赖政府招采
600252,中恒集团,boundary_pending,防3,血栓通单品依赖
300026,红日药业,boundary_pending,防3,血必净注射剂单品
300039,上海凯宝,boundary_pending,防3,痰热清注射剂单品
300267,尔康制药,boundary_pending,防3,药用辅料中游
603567,珍宝岛,boundary_pending,防3,中药注射剂二线
603188,亚邦股份,boundary_pending,防3,蒽醌染料中游
600557,康缘药业,boundary_pending,防3,中药注射剂二线
600535,天士力,boundary_pending,防3,复方丹参滴丸单品+医药商业
600572,康恩贝,boundary_pending,防3,中药OTC二线
600422,昆药集团,boundary_pending,防3,同上
600329,达仁堂,boundary_pending,防3,同上
002737,葵花药业,boundary_pending,防3,儿科OTC二线
000650,仁和药业,boundary_pending,防3,OTC广告驱动
002219,新里程,boundary_pending,防3,原名通化金马，业务不连续
000915,华特达因,boundary_pending,防3,伊可新单品+多元化
300003,乐普医疗,boundary_pending,防3,心血管支架国产替代，产品可复制
002223,鱼跃医疗,boundary_pending,防3,家用医疗器械品牌尚浅
300463,迈克生物,boundary_pending,防3,IVD代理+自产混合
300244,迪安诊断,boundary_pending,防3,第三方检验连锁可复制
002022,科华生物,boundary_pending,防3,IVD二线
002030,达安基因,boundary_pending,防3,同上
002653,海思科,boundary_pending,防3,仿制药中游
603456,九洲药业,boundary_pending,防3,原料药CMO中游
300363,博腾股份,boundary_pending,防3,同上
002041,登海种业,boundary_pending,防3,玉米种子品种周期短
600104,上汽集团,boundary_pending,防3,利润主要来自合资，非自主护城河
601633,长城汽车,boundary_pending,防3,SUV单点爆发，整车品牌壁垒未验证
600741,华域汽车,boundary_pending,防3,汽零集团依附上汽体系
000550,江铃汽车,boundary_pending,防3,轻卡合资产品线窄
000887,中鼎股份,boundary_pending,防3,汽车密封件中游
002085,万丰奥威,boundary_pending,防3,铝轮毂中游
601311,骆驼股份,boundary_pending,防3,铅酸电池同质化
601689,拓普集团,boundary_pending,防3,减震与内饰中游
603997,继峰股份,boundary_pending,防3,座椅头枕中游
603111,康尼机电,boundary_pending,防3,轨交门系统中游
603699,纽威股份,boundary_pending,防3,工业阀门中游
603611,诺力股份,boundary_pending,防3,仓储叉车中游
300415,伊之密,boundary_pending,防3,注塑机二线
300024,机器人,boundary_pending,防3,工业机器人本体国产二线
000811,冰轮环境,boundary_pending,防3,制冷设备中游
601567,三星电气,boundary_pending,防3,输变电中游
002706,良信股份,boundary_pending,防3,低压电器二线规模仅10亿
002358,森源电气,boundary_pending,防3,开关设备二线
601877,正泰电器,boundary_pending,防3,低压电器第一但与德力西施耐德竞争充分
600835,上海机电,boundary_pending,防3,电梯合资，技术在外方
002367,康力电梯,boundary_pending,防3,电梯二线
600582,天地科技,boundary_pending,防3,煤机受煤炭资本开支周期驱动
002140,东华科技,boundary_pending,锚8,化工工程EPC
002051,中工国际,boundary_pending,锚8,国际工程承包
000065,北方国际,boundary_pending,锚8,同上
002116,中国海诚,boundary_pending,锚8,轻工工程设计
601668,中国建筑,boundary_pending,锚8,工程施工毛利12%
601117,中国化学,boundary_pending,锚8,同上
601669,中国电建,boundary_pending,锚8,同上
600039,四川路桥,boundary_pending,锚8,同上
600502,安徽建工,boundary_pending,锚8,同上
002081,金螳螂,boundary_pending,锚8,建筑装饰垫资应收模式
002375,亚厦股份,boundary_pending,锚8,同上
002047,宝鹰股份,boundary_pending,锚8,同上
002713,东易日盛,boundary_pending,锚8,家装工程
603030,全筑股份,boundary_pending,锚8,同上
002775,文科股份,boundary_pending,锚8,同上
002717,*ST岭南,boundary_pending,锚8,园林工程垫资
002310,东方新能,boundary_pending,锚8,市政园林工程垫资
300355,蒙草生态,boundary_pending,锚8,同上
300070,碧水源,boundary_pending,锚8,膜法水处理BOT垫资
300284,苏交科,boundary_pending,防3,工程设计咨询项目制
603018,华设集团,boundary_pending,防3,同上
600167,联美控股,boundary_pending,锚9,区域供热特许经营受管制
601368,绿城水务,boundary_pending,锚9,供水价格管制
600578,京能电力,boundary_pending,锚9,火电电价管制
601006,大秦铁路,boundary_pending,锚9,煤运专线运价管制
600897,厦门空港,boundary_pending,锚9,机场收费管制
601021,春秋航空,boundary_pending,防6,航空受时刻与油价管制且强周期
603885,吉祥航空,boundary_pending,防6,同上
600115,中国东航,boundary_pending,防6,同上
600185,珠免集团,boundary_pending,§5.4.1-4,2015年为格力地产，地产开发无护城河
000002,万科A,boundary_pending,§5.4.1-4,住宅开发无护城河
600048,保利发展,boundary_pending,§5.4.1-4,同上
001979,招商蛇口,boundary_pending,§5.4.1-4,同上
000069,华侨城A,boundary_pending,§5.4.1-4,主题地产重资本
002146,荣盛发展,boundary_pending,§5.4.1-4,同上
002244,滨江集团,boundary_pending,§5.4.1-4,同上
000656,金科股份,boundary_pending,§5.4.1-4,同上
601155,新城控股,boundary_pending,§5.4.1-4,同上
600743,华远控股,boundary_pending,§5.4.1-4,同上
600094,大名城,boundary_pending,§5.4.1-4,同上
000718,苏宁环球,boundary_pending,§5.4.1-4,同上
000006,深振业A,boundary_pending,§5.4.1-4,同上
000631,顺发恒能,boundary_pending,§5.4.1-4,同上
600684,珠江股份,boundary_pending,§5.4.1-4,同上
600658,电子城,boundary_pending,§5.4.1-4,产业地产
600340,*ST华幸,boundary_pending,§5.4.1-4,2015年为华夏幸福，产业新城地产模式依赖政府回款
001914,招商积余,boundary_pending,防3,物业管理低壁垒
002285,世联行,boundary_pending,防3,地产代理服务
002344,海宁皮城,boundary_pending,防3,区域专业市场
600000,浦发银行,boundary_pending,锚11,同质化对公银行
600016,民生银行,boundary_pending,锚11,同上
601166,兴业银行,boundary_pending,锚11,高ROE源于同业扩张
601398,工商银行,boundary_pending,锚11,规模型国有大行
601939,建设银行,boundary_pending,锚11,同上
601988,中国银行,boundary_pending,锚11,同上
601288,农业银行,boundary_pending,锚11,同上
601328,交通银行,boundary_pending,锚11,同上
601998,中信银行,boundary_pending,锚11,同上
600015,华夏银行,boundary_pending,锚11,同质化中型行
601818,光大银行,boundary_pending,锚11,同上
601169,北京银行,boundary_pending,锚11,区域城商行
601009,南京银行,boundary_pending,锚11,同上
000001,平安银行,boundary_pending,锚11,零售转型初期，负债成本高于招行
601318,中国平安,boundary_pending,防6,保险费率与投资端受管制且强周期
000166,申万宏源,boundary_pending,防5,券商同质化强周期
002736,国信证券,boundary_pending,防5,同上
600816,建元信托,boundary_pending,防5,信托牌照但强周期
000987,越秀资本,boundary_pending,锚5,金融控股多元化
600177,雅戈尔,boundary_pending,锚5,服装+地产+投资多元化
600612,老凤祥,boundary_pending,防3,黄金珠宝加工毛利8%
000501,武商集团,boundary_pending,防3,区域百货
600694,大商股份,boundary_pending,防3,同上
600697,欧亚集团,boundary_pending,防3,同上
600828,茂业商业,boundary_pending,防3,同上
002419,天虹股份,boundary_pending,防3,同上
002727,一心堂,boundary_pending,防3,连锁药店扩张可复制
603883,老百姓,boundary_pending,防3,同上
603939,益丰药房,boundary_pending,防3,同上
000028,国药一致,boundary_pending,防3,医药商业毛利12%
600511,国药股份,boundary_pending,防3,同上
000411,英特集团,boundary_pending,防3,同上
603368,柳药集团,boundary_pending,防3,同上
603108,润达医疗,boundary_pending,防3,IVD渠道商
002758,浙农股份,boundary_pending,防3,农资流通
002707,众信旅游,boundary_pending,防3,出境游批发零售毛利9%
002769,普路通,boundary_pending,防3,供应链服务毛利6%
600153,建发股份,boundary_pending,防3,供应链贸易毛利10%
600335,国机汽车,boundary_pending,防3,汽车进口贸易毛利6%
002210,飞马国际,boundary_pending,防3,供应链贸易毛利1%
002091,江苏国泰,boundary_pending,防3,外贸代理
600180,*ST瑞茂,boundary_pending,防3,煤炭贸易
002745,木林森,boundary_pending,防3,LED封装同质化
600703,三安光电,boundary_pending,防5,LED芯片净利率35%含政府补贴
300296,利亚德,boundary_pending,防5,小间距LED显示受景气驱动
300389,艾比森,boundary_pending,防3,LED显示二线
002241,歌尔股份,boundary_pending,防3,苹果链声学代工客户集中
300433,蓝思科技,boundary_pending,防3,玻璃盖板代工苹果依赖
601231,环旭电子,boundary_pending,防3,SiP代工毛利9%
000049,德赛电池,boundary_pending,防3,电池封装代工毛利9%
002635,安洁科技,boundary_pending,防3,苹果链功能件
300476,胜宏科技,boundary_pending,防3,PCB中游
603936,博敏电子,boundary_pending,防3,同上
603118,共进股份,boundary_pending,防3,通信终端代工毛利14%
300458,全志科技,boundary_pending,防3,平板SoC二线
603678,火炬电子,boundary_pending,防3,军用陶瓷电容规模小
603989,艾华集团,boundary_pending,防3,铝电解电容中游
002130,沃尔核材,boundary_pending,锚5,净利率35%含参股长园投资收益
002074,国轩高科,boundary_pending,防3,动力电池二线
002245,蔚蓝锂芯,boundary_pending,防3,原名澳洋顺昌，业务多元
002733,雄韬股份,boundary_pending,防3,铅酸电池中游
603019,中科曙光,boundary_pending,防3,服务器国产替代毛利20%
002065,东华软件,boundary_pending,防3,IT系统集成项目制
300271,华宇软件,boundary_pending,防3,同上
600446,金证股份,boundary_pending,防3,同上
600845,宝信软件,boundary_pending,防3,宝钢体系客户单一
600850,电科数字,boundary_pending,防3,系统集成
300287,飞利信,boundary_pending,防3,同上
002104,恒宝股份,boundary_pending,防3,智能卡同质化
002152,广电运通,boundary_pending,防3,ATM客户集中且银行网点见顶
002658,雪迪龙,boundary_pending,防3,环境监测设备中游
300376,易事特,boundary_pending,防3,UPS与光伏逆变器二线
300471,厚普股份,boundary_pending,防3,加气站设备中游
300360,炬华科技,boundary_pending,防3,电表受国网招标驱动
300493,润欣科技,boundary_pending,防3,芯片分销
600562,国睿科技,boundary_pending,防6,雷达受军方成本加成定价
603698,航天工程,boundary_pending,防3,气化炉工程中游
601360,三六零,boundary_pending,防3,2015年为江南嘉捷电梯，业务不连续
002292,奥飞娱乐,boundary_pending,防3,动漫玩具IP变现未验证
002624,完美世界,boundary_pending,防3,2015年为完美环球影视，游戏资产未注入
300315,掌趣科技,boundary_pending,防3,手游研发项目制
300418,昆仑万维,boundary_pending,防3,页游与社交产品迭代快
300182,捷成股份,boundary_pending,防3,影视版权运营
002739,儒意电影,boundary_pending,防3,2015年为万达院线，院线扩张可复制
600633,浙数文化,boundary_pending,防3,2015年为浙报传媒，游戏+报业混合
600637,东方明珠,boundary_pending,防6,广电牌照受管制
002712,思美传媒,boundary_pending,防3,广告代理低毛利
002400,省广集团,boundary_pending,防3,同上
300027,ST华谊,boundary_pending,防3,影视项目制
002191,劲嘉股份,boundary_pending,防3,烟标受烟草体系管制
002701,奥瑞金,boundary_pending,防3,金属包装依赖红牛单一客户
002752,昇兴股份,boundary_pending,防3,同上
002662,峰璟股份,boundary_pending,防3,原名京威股份，汽零中游
000810,创维数字,boundary_pending,防3,机顶盒代工
600060,海信视像,boundary_pending,防3,彩电同质化毛利17%
000921,海信家电,boundary_pending,防3,白电二线
002668,TCL智家,boundary_pending,防3,同上
000957,中通客车,boundary_pending,防3,客车二线
000081,东风科技,boundary_pending,防3,汽零中游
000081,东风科技,skip,,占位不使用
000981,山子高科,boundary_pending,防3,原名银亿股份，地产+汽零多元
000581,威孚高科,boundary_pending,防3,柴油喷射系统合资，技术在博世
600081,东风科技,boundary_pending,防3,汽零中游
000876,新希望,boundary_pending,防3,饲料毛利7%
002385,大北农,boundary_pending,防3,饲料渠道型
002470,金正大,boundary_pending,防3,复合肥同质化
002588,史丹利,boundary_pending,防3,同上
002732,燕塘乳业,boundary_pending,防3,区域乳业
002661,克明食品,boundary_pending,防3,挂面同质化
603866,桃李面包,boundary_pending,防3,短保面包区域性强，全国化未验证
000848,承德露露,boundary_pending,防3,杏仁露品类小且区域消费习惯限制
002646,天佑德酒,boundary_pending,防3,青稞酒区域性
600197,伊力特,boundary_pending,防3,新疆区域白酒
603369,今世缘,boundary_pending,锚3,国缘为新创品牌非国家名酒，锚3传承要件不备
603589,口子窖,boundary_pending,锚3,徽酒二线
603198,迎驾贡酒,boundary_pending,锚3,徽酒三线
002572,索菲亚,boundary_pending,防3,定制衣柜加盟模式可复制
603898,好莱客,boundary_pending,防3,同上
603818,曲美家居,boundary_pending,防3,成品家具同质化
603008,ST喜临门,boundary_pending,防3,床垫制造中游
002763,汇洁股份,boundary_pending,防3,内衣品牌同质化
300005,探路者,boundary_pending,防3,户外服饰品牌浅
603116,红蜻蜓,boundary_pending,防3,鞋类品牌同质化
002293,罗莱生活,boundary_pending,防3,家纺品牌同质化
002327,富安娜,boundary_pending,防3,同上
000726,鲁泰A,boundary_pending,防3,色织布制造中游
603889,新澳股份,boundary_pending,防3,精纺纱中游
600987,航民股份,boundary_pending,防3,印染中游
600182,S佳通,boundary_pending,防3,轮胎二线
603766,隆鑫通用,boundary_pending,防3,摩托车与通机同质化
603355,莱克电气,boundary_pending,防3,吸尘器出口OEM为主
603600,永艺股份,boundary_pending,防3,办公椅出口OEM
002786,银宝山新,boundary_pending,防3,精密模具中游
002681,奋达科技,boundary_pending,防3,音响代工
002217,ST合力泰,boundary_pending,防3,触控显示模组代工
002689,ST远智,boundary_pending,防3,原名远东智慧能源，电缆同质化
600525,ST长园,boundary_pending,防3,热缩材料中游
600654,中安科,boundary_pending,防3,安防工程项目制
300477,ST合纵,boundary_pending,防3,电力设备二线
600826,*ST启环,boundary_pending,防3,原名兰生股份，贸易多元
000826,*ST启环,skip,,重复行占位不使用
600499,科达制造,boundary_pending,防3,陶瓷机械中游
600803,新奥股份,boundary_pending,防3,能源工程与化工混合
600988,赤峰黄金,boundary_pending,防4,黄金资源规模小成本非最低
600338,西藏珠峰,boundary_pending,防4,铅锌资源单一矿山
000688,国城矿业,boundary_pending,防4,原名建新矿业，铅锌区域性
002756,永兴材料,boundary_pending,防4,不锈钢棒线材中游
000789,万年青,boundary_pending,判例4,区域水泥成本非最低
000537,绿发电力,boundary_pending,锚9,2015年为广宇发展，地产与电力混合
600167,联美控股,skip,,重复行占位不使用
002250,联化科技,boundary_pending,防3,农药医药中间体定制
603968,醋化股份,boundary_pending,防3,醋酸衍生物中游
603020,爱普股份,boundary_pending,防3,食品配料中游
600572,康恩贝,skip,,重复行占位不使用
603686,福龙马,boundary_pending,防3,环卫装备中游
002130,沃尔核材,skip,,重复行占位不使用
002047,宝鹰股份,skip,,重复行占位不使用
600185,珠免集团,skip,,重复行占位不使用
601515,衢州东峰,boundary_pending,防3,2015年为东风股份，烟标印刷受烟草体系管制
002035,华帝股份,boundary_pending,防3,厨电三线，与老板方太差距明显
600694,大商股份,skip,,重复行占位不使用
002745,木林森,skip,,重复行占位不使用
600271,航天信息,skip,,重复行占位不使用
002262,恩华药业,worth_attention,锚12,麻醉精神类药物定点生产牌照，国家严格管制的稀缺资质，2010年判定持续成立
300146,汤臣倍健,worth_attention,§5.4.1-4,膳食补充剂非直销渠道份额第一，毛利66%，药店终端网络+品牌双壁垒
000963,华东医药,boundary_pending,防3,医药商业占比大致毛利仅24%，工业端阿卡波糖为仿制
002242,九阳股份,boundary_pending,判例11,豆浆机被美的苏泊尔实际复制，资本复制测试已证伪
002271,东方雨虹,boundary_pending,防3,防水行业集中度低且客户为地产商，垫资与应收模式
000826,*ST启环,boundary_pending,锚8,2015年为桑德环境，环保BOT工程垫资模式
300072,海新能科,boundary_pending,防3,2015年为三聚环保，能源净化产品与工程混合
603223,恒通股份,boundary_pending,防3,液化天然气物流毛利7%
601088,中国神华,worth_attention,判例3,煤价暴跌的2015年仍盈利161亿而同业普遍亏损，判例3所述下行周期利润表现这块试金石已通过；煤电路港一体化独占资产未变
601899,紫金矿业,worth_attention,锚12,金铜价格低谷中低成本曲线仍维持盈利，资源三要素未变
600031,三一重工,boundary_pending,锚1,营收自2011年508亿腰斩至233亿、净利近乎归零，判例3的下行周期试金石未通过，2010年判定不再成立
000157,中联重科,boundary_pending,锚1,2015年转为亏损，护城河未扛过下行周期
000338,潍柴动力,boundary_pending,锚1,重卡下行期ROE降至约4%，份额仍在但不转化为超额回报
000792,盐湖股份,boundary_pending,锚5,察尔汗资源仍独占但化工板块亏损拖累整体，多元化侵蚀回报
002128,电投能源,boundary_pending,锚1,煤价低谷ROE约7%，区域性一体化未如神华般通过试金石
600161,天坛生物,boundary_pending,锚5,疫苗与血制品资产处于剥离重组中，业务连续性中断
600298,安琪酵母,boundary_pending,锚1,糖蜜成本高企致ROE降至约9%，份额未变但不转化为超额回报
600750,华润江中,boundary_pending,判例12,健胃消食片份额仍在但增长停滞、ROE降至约12%
600993,马应龙,boundary_pending,判例12,痔疮用药品类地位未变但规模与回报停滞
