security_code,security_name,quality_tier,industry,industry_n,fy_years,roe_median,roe_min,roe_years_ge15,roe_latest_fy,roe_2026h1,roe_pctl_median,roe_pctl_min,roe_pctl_years_ge80,gm_first5_avg,gm_last5_avg,gm_latest_fy,rev_cagr,ni_cagr,ni_negative_years,ocf_to_ni_median,roe_series,pctl_series
000063,中兴通讯,L2,制造业,3511,11,12.28,-26.1,3,7.58,3.65,66.0,3.0,2,32.6,36.4,30.2505716027,2.9,5.8,2,1.58,2015:12.3 2016:-8.4 2017:15.7 2018:-26.1 2019:20.0 2020:10.2 2021:14.5 2022:14.7 2023:15.2 2024:12.0 2025:7.6,55 3 66 3 76 47 66 75 86 82 67
000333,美的集团,L2,制造业,3511,11,24.95,19.7,11,19.7,11.33,87.0,85.0,11,26.9,25.0,26.3910058433,12.6,13.2,0,1.4,2015:29.1 2016:26.9 2017:25.9 2018:25.7 2019:26.4 2020:24.9 2021:24.1 2022:22.2 2023:22.2 2024:21.3 2025:19.7,89 87 86 86 87 85 87 90 95 96 96
000338,潍柴动力,L2,制造业,3511,11,13.69,4.38,5,12.08,8.0,77.0,26.0,3,22.3,20.2,21.4753883594,12.1,22.7,0,2.58,2015:4.4 2016:7.7 2017:20.2 2018:22.7 2019:21.2 2020:18.6 2021:16.9 2022:6.7 2023:11.7 2024:13.7 2025:12.1,26 36 78 82 79 73 73 43 77 87 84
000408,藏格矿业,L2,制造业,3511,11,19.4,2.93,8,24.71,21.19,78.0,19.0,5,68.0,62.0,59.2390906294,2.7,14.5,0,0.87,2015:42.8 2016:21.6 2017:18.5 2018:12.2 2019:4.0 2020:2.9 2021:16.4 2022:50.1 2023:27.6 2024:19.4 2025:24.7,96 78 74 55 23 19 72 99 97 94 98
000423,东阿阿胶,L2,制造业,3511,11,14.56,-4.22,5,16.66,8.12,75.0,8.0,5,62.0,68.8,73.469745661,2.1,0.7,1,1.51,2015:24.8 2016:24.1 2017:22.5 2018:19.6 2019:-4.2 2020:0.4 2021:4.5 2022:7.7 2023:11.1 2024:14.6 2025:16.7,84 83 82 75 8 11 25 49 75 88 93
000425,徐工机械,L2,制造业,3511,11,9.83,0.27,1,11.0,6.33,51.0,8.0,1,18.6,21.5,22.6079679267,19.7,60.9,0,1.62,2015:0.3 2016:1.0 2017:4.7 2018:8.3 2019:12.6 2020:9.9 2021:15.9 2022:8.1 2023:9.8 2024:10.4 2025:11.0,9 8 22 40 55 46 70 51 70 77 81
000426,兴业银锡,L2,采矿业,85,11,3.19,-3.5,3,19.6,21.32,30.0,10.0,2,50.2,53.4,57.5904415305,20.9,,3,1.96,2015:-1.0 2016:3.1 2017:11.0 2018:-3.2 2019:1.9 2020:-3.5 2021:4.7 2022:3.2 2023:16.1 2024:21.3 2025:19.6,20 38 69 10 16 14 30 14 68 93 88
000538,云南白药,L1,制造业,3511,11,10.51,7.58,2,13.02,9.04,62.0,35.0,3,30.3,27.5,29.5094961103,7.1,6.4,0,0.85,2015:22.4 2016:20.0 2017:7.9 2018:9.1 2019:10.3 2020:14.5 2021:7.6 2022:7.9 2023:10.5 2024:12.0 2025:13.0,80 75 35 43 48 62 37 50 73 82 86
000568,泸州老窖,L2,制造业,3511,11,25.5,14.67,10,22.66,8.62,89.0,63.0,7,68.1,86.9,86.6241181512,14.1,22.1,0,0.97,2015:14.7 2016:18.1 2017:20.3 2018:21.8 2019:25.5 2020:28.3 2021:31.1 2022:33.3 2023:35.1 2024:30.4 2025:22.7,63 71 78 80 86 89 94 96 99 99 97
000596,古井贡酒,L2,制造业,3511,11,19.53,14.28,10,14.28,8.42,83.0,65.0,7,75.4,78.1,79.2560354639,13.6,17.4,0,0.98,2015:15.9 2016:15.9 2017:19.1 2018:24.0 2019:25.6 2020:19.5 2021:21.2 2022:17.9 2023:22.9 2024:23.9 2025:14.3,66 65 76 83 86 76 83 83 95 97 89
000651,格力电器,L2,制造业,3511,11,25.72,18.88,11,20.3,8.68,92.0,74.0,10,31.2,27.8,29.8073230213,5.5,8.8,0,1.03,2015:27.2 2016:30.4 2017:37.4 2018:33.4 2019:25.7 2020:18.9 2021:21.3 2022:24.2 2023:26.5 2024:25.4 2025:20.3,87 90 95 92 86 74 83 92 97 98 96
000725,京东方A,L3,制造业,3511,11,4.05,1.89,1,4.39,3.82,27.0,15.0,1,19.8,16.6,15.6352431829,15.5,13.6,0,7.38,2015:2.1 2016:2.4 2017:9.2 2018:4.0 2019:2.2 2020:5.2 2021:23.9 2022:5.5 2023:1.9 2024:4.0 2025:4.4,16 15 41 23 17 27 87 37 27 45 49
000786,北新建材,L2,制造业,3511,11,15.83,3.16,7,11.11,4.94,78.0,20.0,4,34.0,29.9,28.8149302662,12.8,12.5,0,1.2,2015:11.9 2016:13.8 2017:20.7 2018:18.6 2019:3.2 2020:18.7 2021:19.9 2022:15.8 2023:16.0 2024:15.0 2025:11.1,53 57 79 73 20 74 80 78 88 89 81
000792,盐湖股份,L2,制造业,3511,10,2.29,-17.34,3,22.3,13.34,19.0,2.0,4,38.7,60.9,57.8551354639,3.6,31.2,2,1.18,2015:3.1 2016:1.4 2017:-17.3 2018:-17.3 2020:0.0 2021:66.8 2022:0.9 2023:27.9 2024:13.6 2025:22.3,20 10 2 4 9 99 18 97 86 97
000858,五粮液,L2,制造业,3511,11,23.35,6.89,9,6.89,7.14,85.0,62.0,7,71.9,76.2,77.5418415205,6.5,3.8,0,1.08,2015:14.9 2016:15.0 2017:19.4 2018:22.8 2019:25.3 2020:24.9 2021:25.3 2022:25.3 2023:25.1 2024:23.4 2025:6.9,64 62 76 82 86 85 89 93 96 97 63
000893,亚钾国际,L2,制造业,3511,11,2.68,-17.38,2,13.28,9.63,18.0,2.0,3,17.3,61.0,58.5685731867,-7.1,44.3,1,1.42,2015:2.7 2016:0.5 2017:-17.4 2018:0.1 2019:1.1 2020:1.6 2021:21.6 2022:28.4 2023:11.6 2024:8.2 2025:13.3,18 6 2 9 12 14 83 95 77 67 87
000895,双汇发展,L2,制造业,3511,11,27.24,21.8,11,24.1,10.68,94.0,84.0,11,19.6,16.9,18.0516849722,2.9,1.8,0,1.31,2015:27.2 2016:28.3 2017:35.6 2018:38.8 2019:37.4 2020:32.9 2021:21.8 2022:25.4 2023:23.8 2024:23.8 2025:24.1,87 88 94 95 95 93 84 93 96 97 98
000933,神火股份,L2,制造业,3511,11,17.49,-27.75,6,17.49,18.41,93.0,1.0,6,16.2,27.6,23.3585530549,7.9,,1,1.86,2015:-27.8 2016:6.3 2017:6.4 2018:0.1 2019:33.9 2020:7.7 2021:37.6 2022:57.4 2023:33.6 2024:20.8 2025:17.5,1 30 28 9 93 37 97 99 99 95 94
000951,中国重汽,L2,制造业,3511,11,9.85,1.55,3,10.58,5.88,64.0,20.0,1,10.0,7.5,7.7967131141,11.5,19.6,0,1.96,2015:6.2 2016:8.9 2017:17.1 2018:15.0 2019:17.8 2020:24.7 2021:7.5 2022:1.6 2023:7.6 2024:9.8 2025:10.6,32 41 70 64 71 85 37 20 59 75 79
000975,山金国际,L2,采矿业,85,11,10.57,4.83,2,21.56,15.45,61.0,44.0,3,52.0,28.7,31.8219339707,37.1,28.2,0,1.73,2015:6.6 2016:4.8 2017:6.9 2018:8.0 2019:10.0 2020:13.2 2021:12.7 2022:10.6 2023:12.9 2024:17.9 2025:21.6,73 61 51 60 67 83 52 44 55 86 91
000999,华润三九,L2,制造业,3511,11,15.15,12.09,6,16.07,7.31,70.0,55.0,3,64.9,54.5,54.0299923103,14.9,10.6,0,1.23,2015:17.3 2016:14.8 2017:14.1 2018:13.8 2019:17.9 2020:12.1 2021:14.1 2022:15.2 2023:15.9 2024:17.3 2025:16.1,70 61 60 61 72 55 64 77 88 92 92
001232,嘉立创,L2,制造业,3511,6,20.04,16.93,6,20.11,13.37,95.0,82.0,6,,26.5,28.131857117,25.6,17.8,0,1.66,2020:48.9 2021:36.6 2022:17.7 2023:16.9 2024:20.0 2025:20.1,97 96 82 89 95 96
002001,新和成,L2,制造业,3511,11,19.63,5.74,8,21.87,11.39,77.0,30.0,3,44.7,40.1,44.6739122937,19.3,32.6,0,1.2,2015:5.7 2016:15.9 2017:19.9 2018:20.5 2019:13.2 2020:19.6 2021:21.2 2022:16.1 2023:11.2 2024:21.8 2025:21.9,30 65 77 77 58 76 82 79 76 96 97
002003,伟星股份,L2,制造业,3511,11,15.99,12.29,6,14.41,8.77,67.0,55.0,4,41.0,40.3,42.0344589838,9.9,10.0,0,1.55,2015:13.8 2016:14.5 2017:16.0 2018:13.1 2019:12.3 2020:16.2 2021:17.4 2022:17.7 2023:16.9 2024:16.0 2025:14.4,60 60 67 59 55 67 75 82 89 90 89
002027,分众传媒,L2,商务服务,48,11,29.91,13.76,9,18.28,20.44,96.0,67.0,10,65.0,65.9,70.4840276456,4.0,-1.4,0,1.48,2015:73.2 2016:70.7 2017:67.7 2018:46.9 2019:13.8 2020:26.2 2021:33.1 2022:14.8 2023:28.4 2024:29.9 2025:18.3,98 96 96 96 67 92 96 86 96 98 96
002032,苏泊尔,L2,制造业,3511,11,27.89,21.9,11,35.08,14.42,90.0,80.0,10,30.4,24.7,24.8667956182,7.6,9.0,0,1.14,2015:21.9 2016:23.4 2017:26.1 2018:28.8 2019:30.5 2020:27.0 2021:26.8 2022:27.9 2023:34.6 2024:37.3 2025:35.1,80 82 86 89 91 88 90 95 99 99 99
002050,三花智控,L2,制造业,3511,11,16.21,15.04,11,15.8,6.25,70.0,64.0,4,29.6,27.1,28.7769927129,17.5,21.0,0,1.29,2015:16.2 2016:17.8 2017:19.1 2018:15.7 2019:16.1 2020:15.0 2021:16.0 2022:21.4 2023:19.2 2024:16.8 2025:15.8,67 70 76 66 67 64 70 89 92 92 91
002128,电投能源,L2,采矿业,85,11,15.48,6.19,6,14.94,10.58,80.0,65.0,5,32.4,33.6,36.8341478203,18.3,26.1,0,1.7,2015:6.2 2016:9.0 2017:15.5 2018:14.5 2019:15.9 2020:12.3 2021:18.9 2022:18.2 2023:16.2 2024:16.4 2025:14.9,72 83 84 80 81 81 73 65 69 80 72
002130,沃尔核材,L2,制造业,3511,11,15.0,0.75,6,19.05,6.32,69.0,11.0,4,31.7,32.0,31.6531069295,18.0,7.2,0,1.1,2015:34.7 2016:5.7 2017:6.3 2018:0.8 2019:7.7 2020:12.8 2021:15.7 2022:15.1 2023:15.0 2024:16.3 2025:19.1,93 28 28 11 38 57 69 76 86 91 95
002138,顺络电子,L2,制造业,3511,11,11.64,7.89,2,16.06,6.78,57.0,44.0,2,35.2,35.3,36.6361263596,17.7,14.5,0,1.36,2015:11.6 2016:14.3 2017:10.6 2018:11.3 2019:9.4 2020:12.7 2021:15.2 2022:7.9 2023:11.2 2024:13.7 2025:16.1,52 59 46 52 44 57 68 50 76 87 92
002142,宁波银行,L2,金融业,120,11,16.64,13.11,8,13.11,7.12,92.0,59.0,10,,,,13.9,16.2,0,3.26,2015:17.7 2016:17.7 2017:19.0 2018:18.7 2019:17.1 2020:14.9 2021:16.6 2022:15.6 2023:15.1 2024:13.6 2025:13.1,59 92 92 96 95 90 95 93 94 88 88
002158,汉钟精机,L2,制造业,3511,11,12.65,10.32,5,10.98,6.31,69.0,45.0,5,35.0,36.5,34.1104710499,12.7,11.6,0,1.22,2015:11.7 2016:10.3 2017:10.6 2018:11.2 2019:12.7 2020:16.9 2021:20.0 2022:22.8 2023:25.8 2024:21.8 2025:11.0,53 45 46 52 56 69 80 91 97 96 81
002179,中航光电,L2,制造业,3511,11,17.68,9.16,10,9.16,4.51,74.0,66.0,3,33.6,35.4,29.1906771423,16.3,14.3,0,0.74,2015:18.2 2016:19.6 2017:18.4 2018:17.8 2019:15.8 2020:16.1 2021:18.2 2022:16.8 2023:17.7 2024:15.7 2025:9.2,73 73 74 71 66 67 77 81 90 90 74
002222,福晶科技,L2,制造业,3511,11,14.8,5.9,5,16.45,9.75,73.0,31.0,4,55.9,54.7,51.1820112386,18.6,22.9,0,1.08,2015:5.9 2016:10.9 2017:19.0 2018:18.3 2019:14.6 2020:14.1 2021:16.7 2022:17.4 2023:14.8 2024:14.4 2025:16.4,31 47 75 72 62 61 73 82 86 88 92
002223,鱼跃医疗,L2,制造业,3511,11,14.82,11.37,5,11.42,6.22,79.0,49.0,5,40.0,49.7,50.5967179211,14.2,15.1,0,1.01,2015:18.9 2016:14.3 2017:11.4 2018:13.7 2019:13.1 2020:26.2 2021:19.2 2022:17.5 2023:22.4 2024:14.8 2025:11.4,74 59 49 60 57 87 79 82 95 89 82
002262,恩华药业,L2,制造业,3511,11,17.38,13.88,10,13.88,8.86,75.0,65.0,4,50.9,74.4,72.1271692946,7.9,15.1,0,0.97,2015:18.1 2016:15.9 2017:17.4 2018:19.5 2019:20.2 2020:18.4 2021:17.7 2022:17.2 2023:17.3 2024:16.8 2025:13.9,72 65 71 75 77 73 75 81 90 92 88
002270,华明装备,L2,制造业,3511,11,15.07,6.56,6,22.04,10.94,64.0,33.0,4,48.4,50.6,54.489396329,14.9,13.3,0,1.14,2015:32.9 2016:13.4 2017:15.1 2018:7.4 2019:6.6 2020:11.4 2021:15.1 2022:11.0 2023:16.1 2024:18.7 2025:22.0,92 56 64 37 33 52 67 63 88 94 97
002273,水晶光电,L2,制造业,3511,11,9.1,6.71,0,12.45,5.2,51.0,33.0,2,29.4,28.2,31.2869502449,19.3,22.9,0,1.3,2015:7.7 2016:9.1 2017:11.7 2018:12.8 2019:12.0 2020:8.3 2021:6.7 2022:7.2 2023:7.2 2024:11.8 2025:12.4,37 41 51 57 54 39 33 46 57 82 85
002287,奇正藏药,L2,制造业,3511,11,16.95,13.85,9,14.68,7.29,70.0,68.0,4,85.3,83.7,83.0516971452,9.3,9.4,0,1.07,2015:17.0 2016:17.5 2017:16.8 2018:16.4 2019:17.2 2020:16.9 2021:23.2 2022:13.8 2023:17.1 2024:15.1 2025:14.7,69 69 69 68 70 69 86 73 89 89 90
002311,海大集团,L2,制造业,3511,11,18.47,11.77,9,17.42,6.47,77.0,56.0,5,10.4,9.6,10.3332062767,17.5,18.6,0,1.77,2015:16.7 2016:16.2 2017:20.0 2018:20.2 2019:19.5 2020:23.9 2021:11.8 2022:18.5 2023:14.5 2024:20.9 2025:17.4,68 65 77 77 75 84 56 84 85 95 93
002352,顺丰控股,L2,运输仓储,36,11,11.51,6.81,3,11.51,5.49,76.0,42.0,5,19.0,13.0,13.317593206,20.4,26.0,0,2.45,2015:7.8 2016:22.2 2017:18.1 2018:13.2 2019:14.9 2020:15.2 2021:6.8 2022:7.3 2023:9.2 2024:11.2 2025:11.5,44 85 82 76 75 81 42 56 71 89 86
002371,北方华创,L1,制造业,3511,11,8.51,3.01,3,16.41,8.58,40.0,18.0,3,39.2,41.4,40.1037429257,41.5,56.3,0,-0.09,2015:3.0 2016:3.6 2017:3.9 2018:6.8 2019:8.0 2020:8.5 2021:11.9 2022:13.0 2023:17.9 2024:20.6 2025:16.4,20 20 18 34 39 40 57 70 91 95 92
002372,伟星新材,L2,制造业,3511,11,26.15,14.9,10,14.9,7.82,90.0,79.0,10,46.1,41.3,40.9832858414,7.0,4.3,0,1.18,2015:21.5 2016:26.1 2017:28.2 2018:29.4 2019:27.1 2020:29.9 2021:27.0 2022:25.8 2023:26.1 2024:18.1 2025:14.9,79 86 89 89 88 91 90 93 97 93 90
002379,宏桥控股,L2,制造业,3511,11,1.62,-10.98,4,34.63,30.26,16.0,4.0,4,5.3,9.8,19.3518688218,58.9,,4,2.36,2015:-9.5 2016:1.2 2017:3.2 2018:0.7 2019:22.9 2020:-11.0 2021:-5.5 2022:1.6 2023:18.9 2024:35.3 2025:34.6,4 9 16 11 82 6 8 21 92 99 99
002409,雅克科技,L2,制造业,3511,11,6.89,2.25,0,12.59,7.07,34.0,12.0,1,26.7,30.2,30.9574840169,24.0,27.2,0,1.02,2015:6.9 2016:4.9 2017:2.2 2018:4.1 2019:6.8 2020:9.1 2021:6.5 2022:9.6 2023:8.4 2024:8.8 2025:12.6,34 25 12 23 34 42 32 58 63 70 85
002415,海康威视,L2,制造业,3511,11,28.99,15.34,11,17.3,9.17,92.0,86.0,11,43.3,44.1,45.8776031022,13.9,9.2,0,0.81,2015:35.3 2016:34.6 2017:35.0 2018:34.0 2019:30.5 2020:27.7 2021:29.0 2022:19.6 2023:19.6 2024:15.3 2025:17.3,93 93 94 92 91 89 92 86 92 90 93
002463,沪电股份,L2,制造业,3511,11,16.84,0.17,8,28.57,17.38,82.0,8.0,6,19.7,31.7,35.4755614,18.8,92.3,0,1.27,2015:0.2 2016:4.0 2017:6.0 2018:15.3 2019:26.7 2020:24.0 2021:15.8 2022:17.7 2023:16.8 2024:24.2 2025:28.6,8 21 27 65 88 84 70 82 89 97 99
002466,天齐锂业,L2,制造业,3511,11,14.61,-84.38,5,1.1,9.24,82.0,1.0,6,62.5,63.5,39.4733371178,18.7,6.4,3,1.52,2015:8.2 2016:39.4 2017:35.7 2018:23.0 2019:-84.4 2020:-30.1 2021:23.1 2022:80.7 2023:14.6 2024:-16.9 2025:1.1,39 95 94 82 1 3 86 100 85 7 29
002475,立讯精密,L2,制造业,3511,11,21.34,14.09,10,21.1,8.76,87.0,60.0,7,21.1,11.7,11.9118983282,41.8,31.4,0,1.39,2015:21.0 2016:16.1 2017:14.1 2018:17.9 2019:26.6 2020:30.3 2021:22.4 2022:23.0 2023:21.6 2024:21.3 2025:21.1,78 65 60 71 87 91 85 91 94 96 96
002484,江海股份,L2,制造业,3511,11,10.19,6.26,0,11.15,5.91,47.0,28.0,3,26.3,25.5,24.1142401007,17.5,18.0,0,0.8,2015:8.0 2016:7.0 2017:6.3 2018:7.7 2019:7.2 2020:10.2 2021:10.6 2022:14.4 2023:13.6 2024:11.5 2025:11.2,38 33 28 38 36 47 51 75 83 81 81
002532,天山铝业,L2,制造业,3511,11,12.03,9.36,3,17.0,13.42,60.0,42.0,2,24.6,20.0,24.4018342878,38.4,44.9,0,1.19,2015:10.3 2016:9.4 2017:9.6 2018:10.2 2019:12.8 2020:13.8 2021:18.6 2022:12.0 2023:9.4 2024:17.4 2025:17.0,47 42 43 47 56 60 78 67 68 92 93
002568,百润股份,L2,制造业,3511,11,15.08,-15.93,6,13.28,9.3,79.0,2.0,5,71.4,67.0,69.1773949501,2.3,2.5,1,1.66,2015:46.2 2016:-15.9 2017:10.8 2018:6.8 2019:15.1 2020:23.8 2021:19.2 2022:13.7 2023:20.2 2024:16.6 2025:13.3,97 2 47 34 64 83 79 72 93 91 87
002594,比亚迪,L2,制造业,3511,11,10.22,2.62,4,15.31,4.86,47.0,18.0,3,17.8,17.2,17.7445292336,26.0,27.7,0,5.65,2015:10.2 2016:12.9 2017:7.8 2018:5.0 2019:2.6 2020:7.4 2021:3.7 2022:16.1 2023:24.4 2024:26.1 2025:15.3,47 54 35 27 18 36 23 79 96 98 91
002595,豪迈科技,L2,制造业,3511,11,18.76,16.93,11,21.8,9.2,79.0,72.0,5,37.8,31.7,33.559657788,17.0,14.0,0,0.46,2015:23.6 2016:22.2 2017:18.4 2018:18.1 2019:18.8 2020:18.7 2021:16.9 2022:17.4 2023:20.2 2024:21.4 2025:21.8,83 79 74 72 74 74 73 81 93 96 97
002648,卫星化学,L2,制造业,3511,11,15.93,-13.13,7,16.8,17.28,73.0,3.0,4,20.4,22.8,22.3148013156,27.1,,1,1.43,2015:-13.1 2016:9.3 2017:18.3 2018:12.4 2019:14.8 2020:15.9 2021:36.4 2022:15.1 2023:19.7 2024:21.9 2025:16.8,3 42 73 56 63 66 96 76 93 96 93
002683,广东宏大,L2,采矿业,85,11,8.83,2.49,0,14.2,7.52,53.0,36.0,0,20.8,20.4,20.8814869211,21.1,25.2,0,2.36,2015:5.0 2016:2.5 2017:5.6 2018:6.7 2019:8.2 2020:10.9 2021:8.8 2022:9.7 2023:11.6 2024:12.4 2025:14.2,63 36 42 53 60 75 45 40 51 61 71
002690,美亚光电,L2,制造业,3511,11,21.7,15.78,11,26.05,11.04,83.0,64.0,6,53.9,51.8,53.9205417202,11.1,9.5,0,0.95,2015:17.6 2016:15.8 2017:17.4 2018:20.1 2019:23.6 2020:19.1 2021:21.7 2022:29.4 2023:28.8 2024:24.3 2025:26.1,71 64 71 76 83 75 83 95 97 97 98
002714,牧原股份,L2,农林牧渔,26,11,25.1,-6.38,8,20.57,-7.48,88.0,26.0,8,29.2,15.2,17.8181110801,47.3,38.5,1,2.0,2015:26.5 2016:50.7 2017:28.1 2018:2.8 2019:35.3 2020:74.4 2021:12.9 2022:21.0 2023:-6.4 2024:25.1 2025:20.6,81 96 93 26 78 89 85 88 31 92 92
002837,英维克,L2,制造业,3511,11,14.14,11.92,5,16.58,5.19,74.0,54.0,5,35.8,29.1,27.8625648293,30.6,22.6,0,0.66,2015:37.3 2016:28.6 2017:13.5 2018:11.9 2019:13.8 2020:13.8 2021:13.2 2022:14.1 2023:15.0 2024:16.9 2025:16.6,94 88 58 54 59 60 61 74 86 92 92
002906,华阳集团,L2,制造业,3511,11,9.48,0.48,0,11.66,5.61,47.0,10.0,1,22.0,20.9,18.3568457465,12.2,15.7,0,1.1,2015:8.5 2016:13.1 2017:10.8 2018:0.5 2019:2.2 2020:5.2 2021:8.1 2022:9.5 2023:9.6 2024:10.5 2025:11.7,40 55 47 10 17 27 40 58 69 78 82
002916,深南电路,L2,制造业,3511,11,18.71,11.07,7,20.79,12.43,78.0,54.0,5,22.6,25.2,28.3163430047,21.0,35.1,0,1.59,2015:12.2 2016:18.5 2017:25.6 2018:20.4 2019:29.1 2020:23.9 2021:18.7 2022:14.7 2023:11.1 2024:13.6 2025:20.8,54 71 86 77 90 84 78 75 75 86 96
002920,德赛西威,L2,制造业,3511,11,21.67,7.13,8,21.67,7.99,94.0,36.0,7,25.3,21.3,19.0686112546,24.4,21.2,0,0.86,2015:50.0 2016:55.6 2017:41.4 2018:10.9 2019:7.1 2020:11.7 2021:16.7 2022:20.2 2023:21.9 2024:23.1 2025:21.7,97 98 96 50 36 53 73 87 94 97 97
002938,鹏鼎控股,L2,制造业,3511,11,14.68,9.34,5,11.42,3.71,70.0,42.0,3,20.2,21.6,21.4999589518,8.6,9.4,0,1.95,2015:16.5 2016:9.3 2017:17.1 2018:19.8 2019:15.7 2020:13.9 2021:14.7 2022:19.4 2023:11.4 2024:11.7 2025:11.4,67 42 70 76 66 60 66 85 76 82 82
300015,爱尔眼科,L2,卫生,14,11,19.64,14.97,10,14.97,6.04,86.0,79.0,10,47.1,49.7,47.1134939674,21.6,22.4,0,1.95,2015:19.6 2016:21.1 2017:21.7 2018:18.6 2019:22.5 2020:21.5 2021:20.6 2022:19.2 2023:18.9 2024:17.9 2025:15.0,82 82 93 87 93 87 80 79 87 86 86
