signal,H,N,mean,median,win,p_ge_2,p_ge_5,mean_excess,excess_win,mkt_mean,mfe_ge_2,mfe_ge_3,mfe_ge_5,mfe_ge_10,mfe_mean
"bull_align(fast=20,mid=60,slow=120)",3,1760406,0.0008952341740950942,-0.0029851198196411133,0.4660345397595782,0.30483592989344505,0.15369522712374303,-0.0007921088836155832,0.43147887475957253,0.0016873429995030165,0.6271064743019508,0.5031890370744021,0.32495628849254093,0.11749164681329194,0.04567037150263786
"bull_align(fast=20,mid=60,slow=120)",5,1760406,0.0019063646905124187,-0.004024088382720947,0.466586685116956,0.3394608970885125,0.2012399412408274,-0.001019437680952251,0.42750081515286814,0.0029258024878799915,0.7036496126461736,0.5970003510553815,0.4275104720161145,0.191018435519988,0.06133642420172691
"bull_align(fast=20,mid=60,slow=120)",10,1760406,0.0039048229809850454,-0.0055845677852630615,0.4694127377434524,0.3778247745122432,0.26250194557391876,-0.001574026420712471,0.4207938396029098,0.00547884963452816,0.7858857558994914,0.7041966455465387,0.5620567073731855,0.3185918475624373,0.09125369042158127
"bull_align(fast=20,mid=60,slow=120)",20,1760406,0.005957507528364658,-0.011511147022247314,0.45909523144092895,0.396903327982295,0.31230295738596664,-0.0027192088309675455,0.41023377561767,0.00867671612650156,0.8425300754485044,0.7820951530499214,0.6724062517396555,0.45662137029753364,0.135415181517601
"bull_align(fast=20,mid=60,slow=120)",60,1760406,0.02663874626159668,-0.022471904754638672,0.4503864449450865,0.41082738868192903,0.35676713212747513,-0.004264857620000839,0.39436414099929223,0.03090360388159752,0.8938188122512648,0.8572795139303092,0.7884630022847002,0.6374376138231749,0.2546185255050659
ma_pullback(ma=20),3,477188,0.00010317344276700169,-0.002295553684234619,0.4670612001978256,0.2816374259201824,0.12278808352263679,-0.0006641913205385208,0.4335188646822636,0.0007673647487536073,0.5661772718509267,0.4360377880416104,0.25985774998533073,0.08030587525252102,0.03791484981775284
ma_pullback(ma=20),5,477188,0.00044753975817002356,-0.003215491771697998,0.46727285681953445,0.3199451788393673,0.16891246217423742,-0.0012078650761395693,0.42663478545143635,0.0016554048052057624,0.6520784261129785,0.5359040881162142,0.3606167799693203,0.141386623301508,0.051262203603982925
ma_pullback(ma=20),10,477188,0.0019695875234901905,-0.004484295845031738,0.4707788125434839,0.365149584650075,0.23534749406942337,-0.0014980266569182277,0.4207817463976462,0.00346761429682374,0.7485707939009363,0.657981759809551,0.5049875520759114,0.25874498101377236,0.0772734060883522
ma_pullback(ma=20),20,477188,0.005070389248430729,-0.009551167488098145,0.46003671508923105,0.388547071594424,0.2918388559645255,-0.002730807987973094,0.4104566753564633,0.0078011974692344666,0.8157057595748426,0.7488348407755434,0.6297015012950871,0.39963494471780514,0.11638501286506653
ma_pullback(ma=20),60,477188,0.027495289221405983,-0.016155660152435303,0.4599466038542461,0.41611901388970385,0.35574029522955314,-0.00396596547216177,0.3954122903342079,0.03146125376224518,0.8866274927282329,0.8464211170440162,0.7707570181982782,0.6044640686689523,0.2248622179031372
"breakout(n=60,k=1.5)",3,233382,-0.003241515951231122,-0.007281482219696045,0.43289113984797456,0.2972894224918803,0.16623389978661593,-0.0053461161442101,0.39920388033353044,0.002104600192978978,0.6631745378820989,0.5542244046241784,0.3782853861908802,0.15007155650392917,0.05122717097401619
"breakout(n=60,k=1.5)",5,233382,-0.0027769990265369415,-0.009034842252731323,0.43717596044253626,0.32741171127164903,0.20397459958351544,-0.007128020748496056,0.3932222707835223,0.004351021721959114,0.7257029248185378,0.6319639046713114,0.4702376361501744,0.2226649870169936,0.06715459376573563
"breakout(n=60,k=1.5)",10,233382,0.0028571998700499535,-0.008264422416687012,0.45652621024757695,0.3710097608213144,0.2659116812779049,-0.008508440107107162,0.388688930594476,0.011365639977157116,0.7952755568124362,0.723903300168822,0.5925178462777764,0.34970991764574816,0.09815830737352371
"breakout(n=60,k=1.5)",20,233382,0.010115101933479309,-0.010810792446136475,0.4635018981755234,0.4044227918177066,0.32408669049026917,-0.011073642410337925,0.38221885149668783,0.02118874341249466,0.8477389001722498,0.7956654754865414,0.6964504546194651,0.4868755945188575,0.14487214386463165
"breakout(n=60,k=1.5)",60,233382,0.03420030325651169,-0.029508233070373535,0.4416064649373131,0.40689084848017415,0.3591150988508111,-0.014753076247870922,0.37120686256866425,0.048953380435705185,0.8975156610192732,0.8647710620356326,0.8021741179696806,0.6591468065232109,0.27610456943511963
"breakout(n=20,k=1.5)",3,485394,-0.0010070942807942629,-0.004709720611572266,0.4468864468864469,0.28853673510591393,0.1470125300271532,-0.004097840283066034,0.4007157072398917,0.0030907460022717714,0.6345113454224816,0.5156965269451209,0.337336267032555,0.12605223797574755,0.04708423092961311
"breakout(n=20,k=1.5)",5,485394,-0.0007006648811511695,-0.005449563264846802,0.4534975710453776,0.32359073247712167,0.1862960811217279,-0.005501356441527605,0.3956291177888478,0.004800691734999418,0.7062365830644796,0.602992620427941,0.4327432971977404,0.19224382666452408,0.061809975653886795
"breakout(n=20,k=1.5)",10,485394,0.004866013769060373,-0.003640204668045044,0.47633468893311415,0.37820615829614707,0.2586002299163154,-0.0062126112170517445,0.3958639785411439,0.011078624986112118,0.7872903249731146,0.709646184336848,0.567895359233942,0.31769037112119225,0.09061769396066666
"breakout(n=20,k=1.5)",20,485394,0.012131301686167717,-0.00437319278717041,0.4817797500587152,0.41549133281416745,0.3242705925495577,-0.00807222444564104,0.39082065291289136,0.020203527063131332,0.8444191728781155,0.7886397442077983,0.6820582866702102,0.4623748954457616,0.13460570573806763
"breakout(n=20,k=1.5)",60,485394,0.03392096236348152,-0.021317780017852783,0.4532771315673453,0.4149536253023317,0.36206463203088624,-0.010180548764765263,0.3792465502251779,0.04410151019692421,0.8977840682002661,0.8635788658285846,0.7972842680379238,0.6477418344684936,0.25858235359191895
limit_up(r=0.095),3,186578,-0.006264327093958855,-0.011602550745010376,0.4256557579135804,0.32257286496800264,0.20443460643805808,-0.008696910925209522,0.3854473732165636,0.0024325838312506676,0.6909389102680916,0.6048998274180235,0.45300088970832575,0.20246224099304314,0.05946972966194153
limit_up(r=0.095),5,186578,-0.007962503470480442,-0.015791356563568115,0.42064980865911306,0.33767646775075305,0.23309286196657697,-0.012635493651032448,0.3712495578256815,0.004672990180552006,0.7418773917610865,0.6688998702955332,0.5345163952877617,0.2839509481289327,0.07831615954637527
limit_up(r=0.095),10,186578,-0.007428501732647419,-0.020114392042160034,0.4259130229716258,0.362561502427939,0.27897179731801175,-0.017237527295947075,0.358059363912144,0.009809025563299656,0.7976663915359796,0.7422204118384804,0.6356537212318708,0.40831180525035105,0.11259021610021591
limit_up(r=0.095),20,186578,-0.007563150953501463,-0.03013288974761963,0.42153951698485354,0.37661460622367054,0.31415815369443345,-0.025625048205256462,0.34196957840688613,0.018061896786093712,0.8370922616814416,0.7947560805668407,0.7120239256503982,0.5244294611368971,0.16100305318832397
limit_up(r=0.095),60,186578,0.0012266685953363776,-0.06018519401550293,0.39511625164810427,0.36584699160672746,0.32588515259033757,-0.041397083550691605,0.31927129672308635,0.04262375086545944,0.871892720470795,0.8446011855631425,0.7896000600285136,0.6568888078980373,0.28429561853408813
gap_up(g=0.03),3,95164,-0.006233345717191696,-0.010097235441207886,0.43377747887856755,0.3295573956538187,0.2065381867092598,-0.006855973973870277,0.4024315917784036,0.0006226282566785812,0.6627296036316254,0.5802299188768862,0.4298999621705687,0.2008007229624648,0.05624140426516533
gap_up(g=0.03),5,95164,-0.005209573078900576,-0.012032270431518555,0.43864276407044683,0.3528855449539742,0.2439157664663108,-0.009089712984859943,0.39609516203606404,0.0038801399059593678,0.7170673784204111,0.6454436551637174,0.5109074860241267,0.2789920558194275,0.07480918616056442
gap_up(g=0.03),10,95164,-0.0027987684588879347,-0.016129016876220703,0.4392417300659913,0.3765604640410239,0.2909398512042369,-0.011269954964518547,0.38188810894876213,0.008471186272799969,0.775902652263461,0.7215123365978732,0.6150645201967131,0.40324072128115673,0.10968396812677383
gap_up(g=0.03),20,95164,0.0013832231052219868,-0.020871251821517944,0.4426148543566895,0.3954751796897987,0.33110209743180197,-0.01605997420847416,0.3731347988735236,0.01744319684803486,0.823704341978059,0.7819553612710689,0.6973750577949644,0.5207116136354083,0.15885381400585175
gap_up(g=0.03),60,95164,0.017581215128302574,-0.041666656732559204,0.4265478542305914,0.39685175066201506,0.35328485561767053,-0.024210071191191673,0.3557647850027321,0.04179128631949425,0.8759614980454794,0.8497646168719264,0.7956159892396284,0.6709995376402842,0.2903595566749573
"golden_cross(fast=20,slow=60)",3,120380,0.0018182609928771853,-0.0010427236557006836,0.47927396577504566,0.2825801628177438,0.1219471673035388,-0.0009182195062749088,0.4276125602259512,0.002736480440944433,0.57750456886526,0.44439275627180597,0.2642216315002492,0.08466522678185745,0.03916926309466362
"golden_cross(fast=20,slow=60)",5,120380,0.003214685944840312,-0.0008960366249084473,0.48409204186741983,0.3288170792490447,0.17105831533477323,-0.001117256353609264,0.4257102508722379,0.004331942182034254,0.6649360358863599,0.5482306030902143,0.3679348729024755,0.14494932713075262,0.05267775431275368
"golden_cross(fast=20,slow=60)",10,120380,0.006297109182924032,-0.0014244914054870605,0.4868416680511713,0.37548596112311017,0.24116132247881708,-0.0013972521992400289,0.41821731184582156,0.007694361265748739,0.7585313174946005,0.6679099518192391,0.5116796810101346,0.2632497092540289,0.07875310629606247
"golden_cross(fast=20,slow=60)",20,120380,0.011902336962521076,-0.004942208528518677,0.4768981558398405,0.40206844990862267,0.303356039209171,-0.0008737751631997526,0.4152849310516697,0.01277611218392849,0.8216813424156837,0.755166971257684,0.6343246386442931,0.40463532148197373,0.11853127926588058
"golden_cross(fast=20,slow=60)",60,120380,0.029654638841748238,-0.013582378625869751,0.4657833527163981,0.4207924904469181,0.3584150191061638,-0.0019355319673195481,0.3949244060475162,0.03159017115831375,0.8890762585147034,0.8502159827213823,0.7774962618375145,0.6174032231267652,0.23310986161231995
three_up(n=3),3,405709,0.001387771568261087,-0.0017058253288269043,0.4735241268988364,0.29446721665035774,0.1377908796699112,-0.0015227262629196048,0.4193522943784831,0.0029104978311806917,0.6170136723612244,0.48788663795971987,0.30536911924556764,0.10536862628139873,0.04372024908661842
three_up(n=3),5,405709,0.0019117940682917833,-0.0016194581985473633,0.4805735145140975,0.336282902277248,0.18373021056964475,-0.002056916942819953,0.41757269372875633,0.003968711011111736,0.6963636498081137,0.5841970476375925,0.40769369178401266,0.17001841221170838,0.057893283665180206
three_up(n=3),10,405709,0.008836882188916206,0.002288341522216797,0.5090545193722594,0.40441794488167626,0.2719806560860124,-0.001428349525667727,0.42156816831768584,0.010265232063829899,0.7867042634006147,0.7050989748810108,0.5597386303976496,0.304661715663197,0.0873771533370018
three_up(n=3),20,405709,0.01830935664474964,0.0041425228118896484,0.5130573884237224,0.44451072073826314,0.3467411371204484,-0.0026632859371602535,0.4132124256548413,0.020972643047571182,0.8469444848401194,0.7911581946666206,0.684912092164581,0.46203559694263624,0.13300879299640656
three_up(n=3),60,405709,0.043416090309619904,-0.006880760192871094,0.48270311972374286,0.44148392074122095,0.385051847506464,-0.004373022820800543,0.394243164435593,0.047789111733436584,0.9041850193118713,0.8718465698320718,0.8075739014909701,0.6586716094540669,0.2576400339603424
