security_code,security_name,fiscal_year,report_date,line,line_label,statement_amount,notes_total,cash_like_amount,items,unit,status,announcement_date,title,url,extracted_at_utc
000022,深赤湾A,2020,2020-12-31,OTHER_CURRENT_ASSET,其他流动资产,434074085.16,433666201.42,102749431.10,（1）其他流动资产分类项目年末数年初数结构性存款:102749431.10,1.0,ok,2021-03-31,2020年年度报告,http://static.cninfo.com.cn/finalpage/2021-03-31/1209490547.PDF,2026-09-23T16:05:29+00:00
000022,深赤湾A,2020,2020-12-31,OTHER_NONCURRENT_ASSET,其他非流动资产,2138468683.64,2138468683.64,0.00,,1.0,ok,2021-03-31,2020年年度报告,http://static.cninfo.com.cn/finalpage/2021-03-31/1209490547.PDF,2026-09-23T16:05:29+00:00
000022,深赤湾A,2021,2021-12-31,NONCURRENT_ASSET_1YEAR,一年内到期的非流动资产,102356461.97,339684297.41,0.00,,,total_mismatch,2022-03-31,2021年年度报告,http://static.cninfo.com.cn/finalpage/2022-03-31/1212752597.PDF,2026-09-23T16:05:29+00:00
000022,深赤湾A,2021,2021-12-31,OTHER_CURRENT_ASSET,其他流动资产,339684297.41,339684297.41,0.00,,1.0,ok,2022-03-31,2021年年度报告,http://static.cninfo.com.cn/finalpage/2022-03-31/1212752597.PDF,2026-09-23T16:05:29+00:00
000022,深赤湾A,2021,2021-12-31,OTHER_NONCURRENT_ASSET,其他非流动资产,1231092952.69,1231092952.69,0.00,,1.0,ok,2022-03-31,2021年年度报告,http://static.cninfo.com.cn/finalpage/2022-03-31/1212752597.PDF,2026-09-23T16:05:29+00:00
000022,深赤湾A,2022,2022-12-31,NONCURRENT_ASSET_1YEAR,一年内到期的非流动资产,902225293.93,185903140.53,0.00,,,total_mismatch,2023-04-04,2022年年度报告,http://static.cninfo.com.cn/finalpage/2023-04-04/1216320035.PDF,2026-09-23T16:05:29+00:00
000022,深赤湾A,2022,2022-12-31,OTHER_CURRENT_ASSET,其他流动资产,185903140.53,185903140.53,0.00,,1.0,ok,2023-04-04,2022年年度报告,http://static.cninfo.com.cn/finalpage/2023-04-04/1216320035.PDF,2026-09-23T16:05:29+00:00
000022,深赤湾A,2022,2022-12-31,OTHER_NONCURRENT_ASSET,其他非流动资产,1186789378.79,1186789378.79,0.00,,1.0,ok,2023-04-04,2022年年度报告,http://static.cninfo.com.cn/finalpage/2023-04-04/1216320035.PDF,2026-09-23T16:05:29+00:00
000022,深赤湾A,2023,2023-12-31,NONCURRENT_ASSET_1YEAR,一年内到期的非流动资产,17451380.98,12.00,0.00,,,total_mismatch,2024-04-02,2023年年度报告,http://static.cninfo.com.cn/finalpage/2024-04-02/1219493771.PDF,2026-09-23T16:05:29+00:00
000022,深赤湾A,2023,2023-12-31,OTHER_CURRENT_ASSET,其他流动资产,189673500.87,189673500.87,0.00,,1.0,ok,2024-04-02,2023年年度报告,http://static.cninfo.com.cn/finalpage/2024-04-02/1219493771.PDF,2026-09-23T16:05:29+00:00
000022,深赤湾A,2023,2023-12-31,OTHER_NONCURRENT_ASSET,其他非流动资产,1194155989.62,1194155989.62,0.00,,1.0,ok,2024-04-02,2023年年度报告,http://static.cninfo.com.cn/finalpage/2024-04-02/1219493771.PDF,2026-09-23T16:05:29+00:00
000022,深赤湾A,2024,2024-12-31,NONCURRENT_ASSET_1YEAR,一年内到期的非流动资产,34997992.08,251697812.77,0.00,,,total_mismatch,2025-04-03,2024年年度报告,http://static.cninfo.com.cn/finalpage/2025-04-03/1222992017.PDF,2026-09-23T16:05:29+00:00
000022,深赤湾A,2024,2024-12-31,OTHER_CURRENT_ASSET,其他流动资产,251697812.77,251697812.77,0.00,,1.0,ok,2025-04-03,2024年年度报告,http://static.cninfo.com.cn/finalpage/2025-04-03/1222992017.PDF,2026-09-23T16:05:29+00:00
000022,深赤湾A,2024,2024-12-31,OTHER_NONCURRENT_ASSET,其他非流动资产,1109025181.81,1109025181.81,0.00,,1.0,ok,2025-04-03,2024年年度报告,http://static.cninfo.com.cn/finalpage/2025-04-03/1222992017.PDF,2026-09-23T16:05:29+00:00
000063,中兴通讯,2009,2009-12-31,OTHER_NONCURRENT_ASSET,其他非流动资产,608359000.00,,0.00,,,section_not_found,2010-04-09,2009年年度报告,http://static.cninfo.com.cn/finalpage/2010-04-09/57788165.PDF,2026-09-23T16:05:29+00:00
000063,中兴通讯,2010,2010-12-31,OTHER_NONCURRENT_ASSET,其他非流动资产,1090086000.00,,0.00,,,section_not_found,2011-03-18,2010年年度报告,http://static.cninfo.com.cn/finalpage/2011-03-18/59137314.PDF,2026-09-23T16:05:29+00:00
000063,中兴通讯,2011,2011-12-31,OTHER_NONCURRENT_ASSET,其他非流动资产,1640906000.00,,0.00,,,section_not_found,2012-03-29,2011年年度报告,http://static.cninfo.com.cn/finalpage/2012-03-29/60749385.PDF,2026-09-23T16:05:29+00:00
000063,中兴通讯,2012,2012-12-31,OTHER_NONCURRENT_ASSET,其他非流动资产,3604303000.00,,0.00,,,section_not_found,2013-03-28,2012年年度报告,http://static.cninfo.com.cn/finalpage/2013-03-28/62284561.PDF,2026-09-23T16:05:29+00:00
000063,中兴通讯,2013,2013-12-31,OTHER_NONCURRENT_ASSET,其他非流动资产,3812597000.00,,0.00,,,section_not_found,2014-03-27,2013年年度报告,http://static.cninfo.com.cn/finalpage/2014-03-27/63732702.PDF,2026-09-23T16:05:29+00:00
000063,中兴通讯,2014,2014-12-31,OTHER_NONCURRENT_ASSET,其他非流动资产,4017630000.00,4017630000.00,0.00,,1000.0,ok,2015-03-26,2014年年度报告,http://static.cninfo.com.cn/finalpage/2015-03-26/1200741697.PDF,2026-09-23T16:05:29+00:00
000063,中兴通讯,2015,2015-12-31,OTHER_CURRENT_ASSET,其他流动资产,3937776000.00,,0.00,,,section_not_found,2016-04-07,2015年年度报告,http://static.cninfo.com.cn/finalpage/2016-04-07/1202145419.PDF,2026-09-23T16:05:29+00:00
000063,中兴通讯,2015,2015-12-31,OTHER_NONCURRENT_ASSET,其他非流动资产,3875188000.00,3875188000.00,0.00,,1000.0,ok,2016-04-07,2015年年度报告,http://static.cninfo.com.cn/finalpage/2016-04-07/1202145419.PDF,2026-09-23T16:05:29+00:00
000063,中兴通讯,2016,2016-12-31,OTHER_CURRENT_ASSET,其他流动资产,7877874000.00,,0.00,,,section_not_found,2017-03-24,2016年年度报告,http://static.cninfo.com.cn/finalpage/2017-03-24/1203189548.PDF,2026-09-23T16:05:30+00:00
000063,中兴通讯,2016,2016-12-31,OTHER_NONCURRENT_ASSET,其他非流动资产,3887117000.00,,0.00,,,section_not_found,2017-03-24,2016年年度报告,http://static.cninfo.com.cn/finalpage/2017-03-24/1203189548.PDF,2026-09-23T16:05:30+00:00
000063,中兴通讯,2017,2017-12-31,OTHER_CURRENT_ASSET,其他流动资产,7758594000.00,,0.00,,,section_not_found,2018-03-16,2017年年度报告,http://static.cninfo.com.cn/finalpage/2018-03-16/1204480445.PDF,2026-09-23T16:05:30+00:00
000063,中兴通讯,2017,2017-12-31,OTHER_NONCURRENT_ASSET,其他非流动资产,4128596000.00,,0.00,,,section_not_found,2018-03-16,2017年年度报告,http://static.cninfo.com.cn/finalpage/2018-03-16/1204480445.PDF,2026-09-23T16:05:30+00:00
000063,中兴通讯,2018,2018-12-31,OTHER_CURRENT_ASSET,其他流动资产,5848369000.00,,0.00,,,no_total,2019-03-28,2018年年度报告,http://static.cninfo.com.cn/finalpage/2019-03-28/1205949555.PDF,2026-09-23T16:05:30+00:00
000063,中兴通讯,2018,2018-12-31,OTHER_NONCURRENT_ASSET,其他非流动资产,4238881000.00,,0.00,,,section_not_found,2019-03-28,2018年年度报告,http://static.cninfo.com.cn/finalpage/2019-03-28/1205949555.PDF,2026-09-23T16:05:30+00:00
000063,中兴通讯,2019,2019-12-31,OTHER_CURRENT_ASSET,其他流动资产,7421567000.00,7421567000.00,0.00,,1000.0,ok,2020-03-28,2019年年度报告,http://static.cninfo.com.cn/finalpage/2020-03-28/1207417943.PDF,2026-09-23T16:05:30+00:00
000063,中兴通讯,2019,2019-12-31,OTHER_NONCURRENT_ASSET,其他非流动资产,5824108000.00,,0.00,,,section_not_found,2020-03-28,2019年年度报告,http://static.cninfo.com.cn/finalpage/2020-03-28/1207417943.PDF,2026-09-23T16:05:30+00:00
000063,中兴通讯,2020,2020-12-31,OTHER_CURRENT_ASSET,其他流动资产,8092915000.00,8092915000.00,0.00,,1000.0,ok,2021-03-17,2020年年度报告,http://static.cninfo.com.cn/finalpage/2021-03-17/1209394003.PDF,2026-09-23T16:05:30+00:00
000063,中兴通讯,2020,2020-12-31,OTHER_NONCURRENT_ASSET,其他非流动资产,6279857000.00,,0.00,,,section_not_found,2021-03-17,2020年年度报告,http://static.cninfo.com.cn/finalpage/2021-03-17/1209394003.PDF,2026-09-23T16:05:30+00:00
000063,中兴通讯,2021,2021-12-31,OTHER_CURRENT_ASSET,其他流动资产,7818597000.00,7818597000.00,0.00,,1000.0,ok,2022-03-09,2021年年度报告,http://static.cninfo.com.cn/finalpage/2022-03-09/1212529495.PDF,2026-09-23T16:05:30+00:00
000063,中兴通讯,2021,2021-12-31,OTHER_NONCURRENT_ASSET,其他非流动资产,6050357000.00,,0.00,,,section_not_found,2022-03-09,2021年年度报告,http://static.cninfo.com.cn/finalpage/2022-03-09/1212529495.PDF,2026-09-23T16:05:30+00:00
000063,中兴通讯,2022,2022-12-31,OTHER_CURRENT_ASSET,其他流动资产,7624795000.00,7624795000.00,0.00,,1000.0,ok,2023-03-11,2022年年度报告,http://static.cninfo.com.cn/finalpage/2023-03-11/1216094376.PDF,2026-09-23T16:05:30+00:00
000063,中兴通讯,2022,2022-12-31,OTHER_NONCURRENT_ASSET,其他非流动资产,6936756000.00,6936756000.00,0.00,,1000.0,ok,2023-03-11,2022年年度报告,http://static.cninfo.com.cn/finalpage/2023-03-11/1216094376.PDF,2026-09-23T16:05:30+00:00
000063,中兴通讯,2023,2023-12-31,OTHER_CURRENT_ASSET,其他流动资产,7458528000.00,,0.00,,,section_not_found,2024-03-09,2023年年度报告,http://static.cninfo.com.cn/finalpage/2024-03-09/1219266488.PDF,2026-09-23T16:05:30+00:00
000063,中兴通讯,2023,2023-12-31,OTHER_NONCURRENT_ASSET,其他非流动资产,6904000000.00,6904000000.00,0.00,,1000.0,ok,2024-03-09,2023年年度报告,http://static.cninfo.com.cn/finalpage/2024-03-09/1219266488.PDF,2026-09-23T16:05:30+00:00
000063,中兴通讯,2024,2024-12-31,NONCURRENT_ASSET_1YEAR,一年内到期的非流动资产,3085000.00,,0.00,,,section_not_found,2025-03-01,2024年年度报告,http://static.cninfo.com.cn/finalpage/2025-03-01/1222675749.PDF,2026-09-23T16:05:30+00:00
000063,中兴通讯,2024,2024-12-31,OTHER_CURRENT_ASSET,其他流动资产,8899348000.00,,0.00,,,section_not_found,2025-03-01,2024年年度报告,http://static.cninfo.com.cn/finalpage/2025-03-01/1222675749.PDF,2026-09-23T16:05:30+00:00
000063,中兴通讯,2024,2024-12-31,OTHER_NONCURRENT_ASSET,其他非流动资产,6896517000.00,,0.00,,,section_not_found,2025-03-01,2024年年度报告,http://static.cninfo.com.cn/finalpage/2025-03-01/1222675749.PDF,2026-09-23T16:05:30+00:00
000063,中兴通讯,2025,2025-12-31,NONCURRENT_ASSET_1YEAR,一年内到期的非流动资产,510698000.00,,0.00,,,section_not_found,2026-03-07,2025年年度报告,http://static.cninfo.com.cn/finalpage/2026-03-07/1225000301.PDF,2026-09-23T16:05:30+00:00
000063,中兴通讯,2025,2025-12-31,OTHER_CURRENT_ASSET,其他流动资产,10586629000.00,,0.00,,,section_not_found,2026-03-07,2025年年度报告,http://static.cninfo.com.cn/finalpage/2026-03-07/1225000301.PDF,2026-09-23T16:05:30+00:00
000063,中兴通讯,2025,2025-12-31,OTHER_NONCURRENT_ASSET,其他非流动资产,8008137000.00,,0.00,,,section_not_found,2026-03-07,2025年年度报告,http://static.cninfo.com.cn/finalpage/2026-03-07/1225000301.PDF,2026-09-23T16:05:30+00:00
000333,美的集团,2007,2007-12-31,OTHER_CURRENT_ASSET,其他流动资产,197672695.96,,0.00,,,report_not_found,,,,2026-09-23T16:05:30+00:00
000333,美的集团,2008,2008-12-31,OTHER_CURRENT_ASSET,其他流动资产,257625975.31,,0.00,,,report_not_found,,,,2026-09-23T16:05:30+00:00
000333,美的集团,2009,2009-12-31,OTHER_CURRENT_ASSET,其他流动资产,265548144.39,,0.00,,,report_not_found,,,,2026-09-23T16:05:30+00:00
000333,美的集团,2009,2009-12-31,OTHER_NONCURRENT_ASSET,其他非流动资产,3359607.00,,0.00,,,report_not_found,,,,2026-09-23T16:05:30+00:00
000333,美的集团,2010,2010-12-31,OTHER_CURRENT_ASSET,其他流动资产,432680527.49,,0.00,,,report_not_found,,,,2026-09-23T16:05:30+00:00
000333,美的集团,2010,2010-12-31,OTHER_NONCURRENT_ASSET,其他非流动资产,101492013.00,,0.00,,,report_not_found,,,,2026-09-23T16:05:30+00:00
000333,美的集团,2011,2011-12-31,OTHER_CURRENT_ASSET,其他流动资产,941459310.00,,0.00,,,report_not_found,,,,2026-09-23T16:05:30+00:00
000333,美的集团,2011,2011-12-31,OTHER_NONCURRENT_ASSET,其他非流动资产,25658340.00,,0.00,,,report_not_found,,,,2026-09-23T16:05:30+00:00
000333,美的集团,2012,2012-12-31,OTHER_CURRENT_ASSET,其他流动资产,2129254860.00,,0.00,,,report_not_found,,,,2026-09-23T16:05:30+00:00
000333,美的集团,2014,2014-12-31,OTHER_CURRENT_ASSET,其他流动资产,26593892000.00,26593892460.00,24793080000.00,银行理财*:24793080000.00,1000.0,ok,2015-03-31,2014年年度报告,http://static.cninfo.com.cn/finalpage/2015-03-31/1200767542.PDF,2026-09-23T16:05:30+00:00
000333,美的集团,2015,2015-12-31,OTHER_CURRENT_ASSET,其他流动资产,33827580000.00,33827580000.00,30672831000.00,于银行购买的结构性存款:12436000000.00;-于金融机构购买的理财产品:18236831000.00,1000.0,ok,2016-03-26,2015年年度报告,http://static.cninfo.com.cn/finalpage/2016-03-26/1202084987.PDF,2026-09-23T16:05:30+00:00
000333,美的集团,2015,2015-12-31,OTHER_NONCURRENT_ASSET,其他非流动资产,669730000.00,,0.00,,,section_not_found,2016-03-26,2015年年度报告,http://static.cninfo.com.cn/finalpage/2016-03-26/1202084987.PDF,2026-09-23T16:05:30+00:00
000333,美的集团,2016,2016-12-31,OTHER_CURRENT_ASSET,其他流动资产,43529597000.00,43529597000.00,40709764000.00,日理财产品:26267067000.00;结构性存款及掉期存款:14442697000.00,1000.0,ok,2017-03-31,2016年年度报告,http://static.cninfo.com.cn/finalpage/2017-03-31/1203240657.PDF,2026-09-23T16:05:30+00:00
000333,美的集团,2016,2016-12-31,OTHER_NONCURRENT_ASSET,其他非流动资产,4158530000.00,,0.00,,,section_not_found,2017-03-31,2016年年度报告,http://static.cninfo.com.cn/finalpage/2017-03-31/1203240657.PDF,2026-09-23T16:05:30+00:00
000333,美的集团,2017,2017-12-31,OTHER_CURRENT_ASSET,其他流动资产,46694841000.00,46847271000.00,41346801000.00,日理财产品:22094715000.00;结构性存款及掉期存款:19252086000.00,1000.0,ok,2018-03-31,2017年年度报告,http://static.cninfo.com.cn/finalpage/2018-03-31/1204557296.PDF,2026-09-23T16:05:30+00:00
000333,美的集团,2017,2017-12-31,OTHER_NONCURRENT_ASSET,其他非流动资产,614822000.00,,0.00,,,section_not_found,2018-03-31,2017年年度报告,http://static.cninfo.com.cn/finalpage/2018-03-31/1204557296.PDF,2026-09-23T16:05:30+00:00
000333,美的集团,2018,2018-12-31,OTHER_CURRENT_ASSET,其他流动资产,76473827000.00,76473827000.00,71923516000.00,日可供出售金融资产-理财产品:1521007000.00;结构性存款及掉期存款:70402509000.00,1000.0,ok,2019-04-20,2018年年度报告,http://static.cninfo.com.cn/finalpage/2019-04-20/1206062041.PDF,2026-09-23T16:05:30+00:00
000333,美的集团,2018,2018-12-31,OTHER_NONCURRENT_ASSET,其他非流动资产,550352000.00,,0.00,,,section_not_found,2019-04-20,2018年年度报告,http://static.cninfo.com.cn/finalpage/2019-04-20/1206062041.PDF,2026-09-23T16:05:30+00:00
000333,美的集团,2019,2019-12-31,OTHER_CURRENT_ASSET,其他流动资产,65011027000.00,65011027000.00,60038855000.00,结构性存款:60038855000.00,1000.0,ok,2020-04-30,2019年年度报告,http://static.cninfo.com.cn/finalpage/2020-04-30/1207684829.PDF,2026-09-23T16:05:30+00:00
000333,美的集团,2019,2019-12-31,OTHER_NONCURRENT_ASSET,其他非流动资产,4947603000.00,4947603000.00,4355799000.00,期末数期初数结构性存款:4355799000.00,1000.0,ok,2020-04-30,2019年年度报告,http://static.cninfo.com.cn/finalpage/2020-04-30/1207684829.PDF,2026-09-23T16:05:30+00:00
000333,美的集团,2020,2020-12-31,OTHER_CURRENT_ASSET,其他流动资产,33079918000.00,33079918000.00,25542595000.00,货币性投资产品:25542595000.00,1000.0,ok,2021-04-30,2020年年度报告,http://static.cninfo.com.cn/finalpage/2021-04-30/1209870336.PDF,2026-09-23T16:05:31+00:00
000333,美的集团,2020,2020-12-31,OTHER_NONCURRENT_ASSET,其他非流动资产,11255879000.00,11255879000.00,10128172000.00,货币性投资产品:10128172000.00,1000.0,ok,2021-04-30,2020年年度报告,http://static.cninfo.com.cn/finalpage/2021-04-30/1209870336.PDF,2026-09-23T16:05:31+00:00
000333,美的集团,2021,2021-12-31,NONCURRENT_ASSET_1YEAR,一年内到期的非流动资产,19851577000.00,12000.00,0.00,日一年内到期的其他债权投资:19360372000.00;日固定收益类产品:23696825000.00;年以内存放于金融机构的货币性投资产品，计量模式为以摊余成本后续计量。于2021年:12000.00;日，本集团取得时期限在一年以内的可转让大额存单约为:230015000000.00;)其他债权投资2021年:12000.00;日以公允价值计量且其变动计入其他综合收益——可转让大额存单:27254307000.00;减：一年内到期的其他债权投资(:-19360372000.00;日，本集团可转让大额存单成本与公允价值无重大差异。于2021年:12000.00;日，本集团预期该项可转让大额存单的信用风险自初始确认后未显著增加，按照未来:12000.00;的集团股份有限公司2021年度财务报表附注(除特别注明外，金额单位为人民币千元):209000.00,1000.0,rows_mismatch,2022-04-30,2021年年度报告,http://static.cninfo.com.cn/finalpage/2022-04-30/1213264815.PDF,2026-09-23T16:05:31+00:00
000333,美的集团,2021,2021-12-31,OTHER_CURRENT_ASSET,其他流动资产,33156012000.00,33156012000.00,23696825000.00,日固定收益类产品:23696825000.00,1000.0,ok,2022-04-30,2021年年度报告,http://static.cninfo.com.cn/finalpage/2022-04-30/1213264815.PDF,2026-09-23T16:05:31+00:00
000333,美的集团,2021,2021-12-31,OTHER_NONCURRENT_ASSET,其他非流动资产,36374356000.00,36374356000.00,35485395000.00,日固定收益类产品:35485395000.00,1000.0,ok,2022-04-30,2021年年度报告,http://static.cninfo.com.cn/finalpage/2022-04-30/1213264815.PDF,2026-09-23T16:05:31+00:00
000333,美的集团,2022,2022-12-31,NONCURRENT_ASSET_1YEAR,一年内到期的非流动资产,37553078000.00,37553078000.00,36999487000.00,日一年内到期的其他债权投资:5875076000.00;一年内到期的其他非流动资产（对应其他非流动资产附注的现金类重分类）:31124411000.00,1000.0,ok,2023-04-29,2022年年度报告,http://static.cninfo.com.cn/finalpage/2023-04-29/1216695045.PDF,2026-09-23T16:05:31+00:00
000333,美的集团,2022,2022-12-31,OTHER_CURRENT_ASSET,其他流动资产,46542378000.00,46542378000.00,38748850000.00,日固定收益类产品:38748850000.00,1000.0,ok,2023-04-29,2022年年度报告,http://static.cninfo.com.cn/finalpage/2023-04-29/1216695045.PDF,2026-09-23T16:05:31+00:00
000333,美的集团,2022,2022-12-31,OTHER_NONCURRENT_ASSET,其他非流动资产,42840079000.00,42840079000.00,42032707000.00,日固定收益类产品:73157118000.00;减：一年内到期的固定收益类产品(:-31124411000.00,1000.0,ok,2023-04-29,2022年年度报告,http://static.cninfo.com.cn/finalpage/2023-04-29/1216695045.PDF,2026-09-23T16:05:31+00:00
000333,美的集团,2023,2023-12-31,NONCURRENT_ASSET_1YEAR,一年内到期的非流动资产,10760577000.00,10760577000.00,10081990000.00,日一年内到期的其他债权投资:4664429000.00;一年内到期的其他非流动资产（对应其他非流动资产附注的现金类重分类）:5417561000.00,1000.0,ok,2024-03-28,2023年年度报告,http://static.cninfo.com.cn/finalpage/2024-03-28/1219429374.PDF,2026-09-23T16:05:31+00:00
000333,美的集团,2023,2023-12-31,OTHER_CURRENT_ASSET,其他流动资产,62900891000.00,62900891000.00,53858011000.00,日固定收益类产品:53858011000.00,1000.0,ok,2024-03-28,2023年年度报告,http://static.cninfo.com.cn/finalpage/2024-03-28/1219429374.PDF,2026-09-23T16:05:31+00:00
