group,arm,start,peak,trough,base_drawdown,peak_to_trough_loss,delta_fixed_loss,worst_loss_from_fixed_peak,base_recovery,recovered_after_base_trough
full,P24,2011-11-01,2013-02-08,2013-06-25,0.4715720592151237,0.34618645758960065,-0.12538560162552304,0.3470408254217966,2014-12-02,2014-12-01
full,P24,2011-11-01,2015-04-27,2016-06-13,0.4554295822333855,0.34468368131514726,-0.11074590091823822,0.34477137696289084,2017-05-25,2016-11-28
full,P24,2011-11-01,2021-09-22,2021-11-16,0.37464206800329114,0.33348655735251986,-0.041155510650771276,0.33348655735251986,2022-02-11,2023-05-04
full,P24,2011-11-01,2020-01-03,2020-03-23,0.3416339103091852,0.3448697898513504,0.0032358795421651987,0.3448697898513504,2020-07-06,2020-07-08
full,P24,2011-11-01,2020-07-20,2021-02-05,0.3414694386498105,0.14846076175156142,-0.19300867689824908,0.28628433135294307,2021-08-31,2021-02-19
full,P24,2011-11-01,2018-06-12,2019-01-03,0.33863528247023,0.25664470143697427,-0.08199058103325574,0.25664470143697427,2019-02-25,2019-02-25
full,P28,2009-11-01,2011-07-13,2013-06-25,0.4628639095528936,0.4604383892848657,-0.002425520268027892,0.4604383892848657,2014-12-01,2014-12-04
full,P28,2009-11-01,2015-04-27,2016-06-13,0.45686121249193146,0.40614376111764916,-0.050717451374282296,0.40614376111764916,2017-03-21,2017-03-20
full,P28,2009-11-01,2021-09-22,2021-11-16,0.43124862676552644,0.4017347240500099,-0.02951390271551657,0.4017347240500099,2022-03-29,2022-04-14
full,P28,2009-11-01,2020-01-02,2020-03-23,0.42888642908002894,0.3573990469843994,-0.07148738209562955,0.3573990469843994,2020-07-09,2020-07-06
full,P28,2009-11-01,2024-05-29,2024-09-11,0.37707672643905554,0.466604140587379,0.08952741414832344,0.466604140587379,2024-11-07,2025-07-22
full,P28,2009-11-01,2026-03-12,2026-06-30,0.35015631575165473,0.3150403051194044,-0.03511601063225034,0.3150403051194044,,
full,P28,2009-11-01,2018-06-12,2019-01-03,0.3374349157937221,0.34300806754863666,0.005573151754914574,0.34300806754863666,2019-02-25,2019-03-01
full,P28,2011-11-01,2024-05-29,2024-09-11,0.47500191750839327,0.4637938136973644,-0.01120810381102888,0.4637938136973644,2024-11-07,2025-07-22
full,P28,2011-11-01,2013-02-08,2013-06-25,0.4715720592151237,0.39337542201899267,-0.07819663719613101,0.39337542201899267,2014-12-02,2014-12-03
full,P28,2011-11-01,2015-04-27,2016-06-13,0.4554295822333855,0.4388371048605747,-0.016592477372810777,0.4388371048605747,2017-05-25,2017-03-20
full,P28,2011-11-01,2021-09-22,2021-11-16,0.37464206800329114,0.4211290589927347,0.04648699098944353,0.4211290589927347,2022-02-11,2022-04-13
full,P28,2011-11-01,2020-01-03,2020-03-23,0.3416339103091852,0.3682240793294075,0.026590169020222265,0.3682240793294075,2020-07-06,2020-07-06
full,P28,2011-11-01,2020-07-20,2021-02-05,0.3414694386498105,0.19761884484425618,-0.14385059380555432,0.296192872538078,2021-08-31,2021-02-22
full,P28,2011-11-01,2018-06-12,2019-01-03,0.33863528247023,0.2906356481491288,-0.047999634321101214,0.2906356481491288,2019-02-25,2019-02-25
full,V25,2009-11-01,2011-07-13,2013-06-25,0.4628639095528936,0.29001674808198674,-0.17284716147090684,0.30325235750295687,2014-12-01,2014-07-28
full,V25,2009-11-01,2015-04-27,2016-06-13,0.45686121249193146,0.23839146646863896,-0.2184697460232925,0.24131320567884085,2017-03-21,2016-10-24
full,V25,2009-11-01,2021-09-22,2021-11-16,0.43124862676552644,0.2899329948832008,-0.14131563188232565,0.2899329948832008,2022-03-29,2022-02-10
full,V25,2009-11-01,2020-01-02,2020-03-23,0.42888642908002894,0.27913209610045686,-0.14975433297957208,0.27913209610045686,2020-07-09,2020-07-08
full,V25,2009-11-01,2024-05-29,2024-09-11,0.37707672643905554,0.3134142814942902,-0.06366244494476536,0.3134142814942902,2024-11-07,2025-09-05
full,V25,2009-11-01,2026-03-12,2026-06-30,0.35015631575165473,0.27877695254539014,-0.07137936320626459,0.27877695254539014,,
full,V25,2009-11-01,2018-06-12,2019-01-03,0.3374349157937221,0.2051978604507838,-0.13223705534293828,0.2051978604507838,2019-02-25,2019-02-13
full,V25,2011-11-01,2024-05-29,2024-09-11,0.47500191750839327,0.3467356912576328,-0.12826622625076045,0.3467356912576328,2024-11-07,2025-10-09
full,V25,2011-11-01,2013-02-08,2013-06-25,0.4715720592151237,0.2757136238422151,-0.1958584353729086,0.2757136238422151,2014-12-02,2014-07-28
full,V25,2011-11-01,2015-04-27,2016-06-13,0.4554295822333855,0.2158814942677818,-0.23954808796560367,0.2298483897967667,2017-05-25,2016-10-24
full,V25,2011-11-01,2021-09-22,2021-11-16,0.37464206800329114,0.2853263168518688,-0.08931575115142232,0.2853263168518688,2022-02-11,2022-02-10
full,V25,2011-11-01,2020-01-03,2020-03-23,0.3416339103091852,0.2814620458190119,-0.06017186449017331,0.2814620458190119,2020-07-06,2020-07-08
full,V25,2011-11-01,2020-07-20,2021-02-05,0.3414694386498105,0.010283308229546373,-0.3311861304202641,0.2054809266041817,2021-08-31,2021-02-08
full,V25,2011-11-01,2018-06-12,2019-01-03,0.33863528247023,0.2095947319873952,-0.1290405504828348,0.2095947319873952,2019-02-25,2019-02-13
full,V30,2009-11-01,2011-07-13,2013-06-25,0.4628639095528936,0.3274201968224626,-0.135443712730431,0.34621051214589704,2014-12-01,2014-12-03
full,V30,2009-11-01,2015-04-27,2016-06-13,0.45686121249193146,0.26484539680464636,-0.1920158156872851,0.2677211314764423,2017-03-21,2016-10-24
full,V30,2009-11-01,2021-09-22,2021-11-16,0.43124862676552644,0.2990058127030548,-0.13224281406247163,0.2990058127030548,2022-03-29,2022-04-13
full,V30,2009-11-01,2020-01-02,2020-03-23,0.42888642908002894,0.2872464327836891,-0.14163999629633983,0.2872464327836891,2020-07-09,2020-07-08
full,V30,2009-11-01,2024-05-29,2024-09-11,0.37707672643905554,0.3740094659024694,-0.003067260536586125,0.3740094659024694,2024-11-07,2025-10-09
full,V30,2009-11-01,2026-03-12,2026-06-30,0.35015631575165473,0.2753730515258044,-0.07478326422585035,0.2753730515258044,,
full,V30,2009-11-01,2018-06-12,2019-01-03,0.3374349157937221,0.2072094857293143,-0.1302254300644078,0.2072094857293143,2019-02-25,2019-02-12
full,V30,2011-11-01,2024-05-29,2024-09-11,0.47500191750839327,0.361246692743055,-0.11375522476533828,0.361246692743055,2024-11-07,2025-10-09
full,V30,2011-11-01,2013-02-08,2013-06-25,0.4715720592151237,0.30143806555286345,-0.17013399366226023,0.3045429599974996,2014-12-02,2014-12-02
full,V30,2011-11-01,2015-04-27,2016-06-13,0.4554295822333855,0.2708346582975063,-0.18459492393587917,0.2737355229309335,2017-05-25,2016-10-24
full,V30,2011-11-01,2021-09-22,2021-11-16,0.37464206800329114,0.2896097555643281,-0.08503231243896303,0.2896097555643281,2022-02-11,2022-03-28
full,V30,2011-11-01,2020-01-03,2020-03-23,0.3416339103091852,0.2934609979623647,-0.04817291234682053,0.2934609979623647,2020-07-06,2020-07-08
full,V30,2011-11-01,2020-07-20,2021-02-05,0.3414694386498105,0.196927405908357,-0.1445420327414535,0.23109239453003294,2021-08-31,2021-05-06
full,V30,2011-11-01,2018-06-12,2019-01-03,0.33863528247023,0.20711846830329728,-0.13151681416693273,0.20711846830329728,2019-02-25,2019-02-12
full,V35,2009-11-01,2011-07-13,2013-06-25,0.4628639095528936,0.39064299172465744,-0.07222091782823614,0.3962835716896429,2014-12-01,2014-12-04
full,V35,2009-11-01,2015-04-27,2016-06-13,0.45686121249193146,0.2843257279432785,-0.17253548454865297,0.28452689805800113,2017-03-21,2016-10-24
full,V35,2009-11-01,2021-09-22,2021-11-16,0.43124862676552644,0.2856066203137867,-0.14564200645173975,0.2856066203137867,2022-03-29,2022-04-14
full,V35,2009-11-01,2020-01-02,2020-03-23,0.42888642908002894,0.2520747418410806,-0.17681168723894836,0.2520747418410806,2020-07-09,2020-07-06
full,V35,2009-11-01,2024-05-29,2024-09-11,0.37707672643905554,0.4099178022878309,0.03284107584877538,0.4099178022878309,2024-11-07,2025-09-11
full,V35,2009-11-01,2026-03-12,2026-06-30,0.35015631575165473,0.2533997869747957,-0.09675652877685903,0.2533997869747957,,
full,V35,2009-11-01,2018-06-12,2019-01-03,0.3374349157937221,0.20921216616699845,-0.12822274962672364,0.20921216616699845,2019-02-25,2019-02-12
full,V35,2011-11-01,2024-05-29,2024-09-11,0.47500191750839327,0.40666963530772704,-0.06833228220066623,0.40666963530772704,2024-11-07,2025-09-12
full,V35,2011-11-01,2013-02-08,2013-06-25,0.4715720592151237,0.34800326433744433,-0.12356879487767936,0.353557609952611,2014-12-02,2014-12-03
full,V35,2011-11-01,2015-04-27,2016-06-13,0.4554295822333855,0.2812663371901124,-0.17416324504327307,0.28143865792986356,2017-05-25,2016-10-24
full,V35,2011-11-01,2021-09-22,2021-11-16,0.37464206800329114,0.2788770713115891,-0.09576499669170202,0.2788770713115891,2022-02-11,2022-04-14
full,V35,2011-11-01,2020-01-03,2020-03-23,0.3416339103091852,0.25527164694409754,-0.08636226336508768,0.25527164694409754,2020-07-06,2020-07-06
full,V35,2011-11-01,2020-07-20,2021-02-05,0.3414694386498105,0.1964425915559136,-0.1450268470938969,0.1964425915559136,2021-08-31,2021-05-07
full,V35,2011-11-01,2018-06-12,2019-01-03,0.33863528247023,0.20836533474929464,-0.13026994772093536,0.20836533474929464,2019-02-25,2019-02-12
full,V30L60,2009-11-01,2011-07-13,2013-06-25,0.4628639095528936,0.3529540301224896,-0.10990987943040398,0.36560272395088556,2014-12-01,2014-12-03
full,V30L60,2009-11-01,2015-04-27,2016-06-13,0.45686121249193146,0.2671328483774442,-0.18972836411448724,0.26955326478330077,2017-03-21,2016-10-24
full,V30L60,2009-11-01,2021-09-22,2021-11-16,0.43124862676552644,0.2933896823397296,-0.13785894442579683,0.2933896823397296,2022-03-29,2022-04-14
full,V30L60,2009-11-01,2020-01-02,2020-03-23,0.42888642908002894,0.32323084424002346,-0.10565558484000548,0.32323084424002346,2020-07-09,2020-07-07
full,V30L60,2009-11-01,2024-05-29,2024-09-11,0.37707672643905554,0.3518191988578655,-0.025257527581190042,0.3518191988578655,2024-11-07,2025-03-03
full,V30L60,2009-11-01,2026-03-12,2026-06-30,0.35015631575165473,0.2864331467301594,-0.06372316902149533,0.2864331467301594,,
full,V30L60,2009-11-01,2018-06-12,2019-01-03,0.3374349157937221,0.20723059142486122,-0.13020432436886087,0.20723059142486122,2019-02-25,2019-02-12
full,V30L60,2011-11-01,2024-05-29,2024-09-11,0.47500191750839327,0.3829416324552076,-0.09206028505318564,0.3829416324552076,2024-11-07,2025-08-15
full,V30L60,2011-11-01,2013-02-08,2013-06-25,0.4715720592151237,0.3249176057946055,-0.1466544534205182,0.3285744671560601,2014-12-02,2014-12-01
full,V30L60,2011-11-01,2015-04-27,2016-06-13,0.4554295822333855,0.26335844935660135,-0.19207113287678412,0.2658189127497581,2017-05-25,2016-10-24
full,V30L60,2011-11-01,2021-09-22,2021-11-16,0.37464206800329114,0.29272067609571273,-0.08192139190757841,0.29272067609571273,2022-02-11,2022-04-14
full,V30L60,2011-11-01,2020-01-03,2020-03-23,0.3416339103091852,0.327599637297482,-0.014034273011703235,0.327599637297482,2020-07-06,2020-07-07
full,V30L60,2011-11-01,2020-07-20,2021-02-05,0.3414694386498105,0.12466982955874384,-0.21679960909106666,0.17898634168716687,2021-08-31,2021-02-19
full,V30L60,2011-11-01,2018-06-12,2019-01-03,0.33863528247023,0.205836962255881,-0.132798320214349,0.205836962255881,2019-02-25,2019-02-12
full,V30F080,2009-11-01,2011-07-13,2013-06-25,0.4628639095528936,0.2986340030421073,-0.16422990651078628,0.3489386148719603,2014-12-01,2014-12-01
full,V30F080,2009-11-01,2015-04-27,2016-06-13,0.45686121249193146,0.2319013928182888,-0.22495981967364265,0.24396799869495578,2017-03-21,2016-11-25
full,V30F080,2009-11-01,2021-09-22,2021-11-16,0.43124862676552644,0.23159390294487314,-0.1996547238206533,0.23159390294487314,2022-03-29,2022-04-14
full,V30F080,2009-11-01,2020-01-02,2020-03-23,0.42888642908002894,0.23466747145080802,-0.19421895762922092,0.23466747145080802,2020-07-09,2020-07-07
full,V30F080,2009-11-01,2024-05-29,2024-09-11,0.37707672643905554,0.35953386760271755,-0.017542858836337993,0.35953386760271755,2024-11-07,2025-10-09
full,V30F080,2009-11-01,2026-03-12,2026-06-30,0.35015631575165473,0.23125855059672928,-0.11889776515492545,0.23125855059672928,,
full,V30F080,2009-11-01,2018-06-12,2019-01-03,0.3374349157937221,0.19080948779047746,-0.14662542800324463,0.19080948779047746,2019-02-25,2019-02-12
full,V30F080,2011-11-01,2024-05-29,2024-09-11,0.47500191750839327,0.3692470194442886,-0.10575489806410465,0.3692470194442886,2024-11-07,2025-10-21
full,V30F080,2011-11-01,2013-02-08,2013-06-25,0.4715720592151237,0.2947139907128107,-0.176858068502313,0.2993440844689028,2014-12-02,2014-12-01
full,V30F080,2011-11-01,2015-04-27,2016-06-13,0.4554295822333855,0.22180964879864107,-0.2336199334347444,0.23448345785996005,2017-05-25,2016-11-24
full,V30F080,2011-11-01,2021-09-22,2021-11-16,0.37464206800329114,0.22850563632252419,-0.14613643168076695,0.22850563632252419,2022-02-11,2022-04-14
full,V30F080,2011-11-01,2020-01-03,2020-03-23,0.3416339103091852,0.23835207475586895,-0.10328183555331627,0.23835207475586895,2020-07-06,2020-07-07
full,V30F080,2011-11-01,2020-07-20,2021-02-05,0.3414694386498105,0.20160113043574024,-0.13986830821407026,0.20480185172150822,2021-08-31,2021-05-10
full,V30F080,2011-11-01,2018-06-12,2019-01-03,0.33863528247023,0.19301409889843257,-0.14562118357179743,0.19301409889843257,2019-02-25,2019-02-12
full,F100,2009-11-01,2011-07-13,2013-06-25,0.4628639095528936,0.19682125473368373,-0.26604265481920986,0.2620531345917727,2014-12-01,2013-10-30
full,F100,2009-11-01,2015-04-27,2016-06-13,0.45686121249193146,0.23894173519175999,-0.21791947730017147,0.2533079883617211,2017-03-21,2016-11-07
full,F100,2009-11-01,2021-09-22,2021-11-16,0.43124862676552644,0.251970206589201,-0.17927842017632545,0.251970206589201,2022-03-29,2022-02-11
full,F100,2009-11-01,2020-01-02,2020-03-23,0.42888642908002894,0.21388937658758056,-0.21499705249244838,0.21388937658758056,2020-07-09,2020-07-06
full,F100,2009-11-01,2024-05-29,2024-09-11,0.37707672643905554,0.27256859930765065,-0.1045081271314049,0.27256859930765065,2024-11-07,2025-09-12
full,F100,2009-11-01,2026-03-12,2026-06-30,0.35015631575165473,0.242692114634675,-0.10746420111697974,0.242692114634675,,
full,F100,2009-11-01,2018-06-12,2019-01-03,0.3374349157937221,0.21740117283448057,-0.12003374295924152,0.21740117283448057,2019-02-25,2019-02-25
full,F100,2011-11-01,2024-05-29,2024-09-11,0.47500191750839327,0.3355701270629423,-0.13943179044545095,0.3355701270629423,2024-11-07,2025-08-11
full,F100,2011-11-01,2013-02-08,2013-06-25,0.4715720592151237,0.25466291626156823,-0.21690914295355546,0.25466291626156823,2014-12-02,2013-12-09
full,F100,2011-11-01,2015-04-27,2016-06-13,0.4554295822333855,0.25838941345809174,-0.19704016877529373,0.2586109726678023,2017-05-25,2016-11-07
full,F100,2011-11-01,2021-09-22,2021-11-16,0.37464206800329114,0.2941759134752786,-0.08046615452801253,0.2941759134752786,2022-02-11,2022-02-10
full,F100,2011-11-01,2020-01-03,2020-03-23,0.3416339103091852,0.36787671145229595,0.026242801143110728,0.36787671145229595,2020-07-06,2020-07-09
full,F100,2011-11-01,2020-07-20,2021-02-05,0.3414694386498105,0.09780547559823072,-0.24366396305157978,0.14867821710465234,2021-08-31,2021-02-18
full,F100,2011-11-01,2018-06-12,2019-01-03,0.33863528247023,0.2502254595510428,-0.0884098229191872,0.2502254595510428,2019-02-25,2019-03-05
full,F120,2009-11-01,2011-07-13,2013-06-25,0.4628639095528936,0.33391686780914254,-0.12894704174375105,0.33978214554081043,2014-12-01,2014-11-27
full,F120,2009-11-01,2015-04-27,2016-06-13,0.45686121249193146,0.3361135837595085,-0.12074762873242295,0.3361135837595085,2017-03-21,2017-03-20
full,F120,2009-11-01,2021-09-22,2021-11-16,0.43124862676552644,0.32960329638971375,-0.10164533037581269,0.32960329638971375,2022-03-29,2022-03-28
full,F120,2009-11-01,2020-01-02,2020-03-23,0.42888642908002894,0.2930216463664498,-0.13586478271357916,0.2930216463664498,2020-07-09,2020-07-07
full,F120,2009-11-01,2024-05-29,2024-09-11,0.37707672643905554,0.34735631513640575,-0.029720411302649796,0.34735631513640575,2024-11-07,2025-09-12
full,F120,2009-11-01,2026-03-12,2026-06-30,0.35015631575165473,0.2812261735376672,-0.06893014221398752,0.2812261735376672,,
full,F120,2009-11-01,2018-06-12,2019-01-03,0.3374349157937221,0.24432475926945418,-0.0931101565242679,0.24432475926945418,2019-02-25,2019-02-18
full,F120,2011-11-01,2024-05-29,2024-09-11,0.47500191750839327,0.36778022465024274,-0.10722169285815053,0.36778022465024274,2024-11-07,2025-09-12
full,F120,2011-11-01,2013-02-08,2013-06-25,0.4715720592151237,0.32367504038813344,-0.14789701882699025,0.32367504038813344,2014-12-02,2014-11-26
full,F120,2011-11-01,2015-04-27,2016-06-13,0.4554295822333855,0.3419822179918588,-0.11344736424152668,0.3419822179918588,2017-05-25,2017-03-20
full,F120,2011-11-01,2021-09-22,2021-11-16,0.37464206800329114,0.32940143205361294,-0.0452406359496782,0.32940143205361294,2022-02-11,2022-03-28
full,F120,2011-11-01,2020-01-03,2020-03-23,0.3416339103091852,0.2909304889894275,-0.05070342131975769,0.2909304889894275,2020-07-06,2020-07-06
full,F120,2011-11-01,2020-07-20,2021-02-05,0.3414694386498105,0.08124862802871358,-0.2602208106210969,0.23196085240909847,2021-08-31,2021-02-18
full,F120,2011-11-01,2018-06-12,2019-01-03,0.33863528247023,0.24433018230337678,-0.09430510016685323,0.24433018230337678,2019-02-25,2019-02-18
full,F140,2009-11-01,2011-07-13,2013-06-25,0.4628639095528936,0.40792791497506364,-0.05493599457782994,0.40901407302044224,2014-12-01,2014-12-03
full,F140,2009-11-01,2015-04-27,2016-06-13,0.45686121249193146,0.38612548190586193,-0.07073573058606952,0.38612548190586193,2017-03-21,2017-03-20
full,F140,2009-11-01,2021-09-22,2021-11-16,0.43124862676552644,0.36375222523897643,-0.06749640152655001,0.36375222523897643,2022-03-29,2022-04-14
full,F140,2009-11-01,2020-01-02,2020-03-23,0.42888642908002894,0.3065804874957708,-0.12230594158425812,0.3065804874957708,2020-07-09,2020-07-06
full,F140,2009-11-01,2024-05-29,2024-09-11,0.37707672643905554,0.44977780431815617,0.07270107787910063,0.44977780431815617,2024-11-07,2025-10-30
full,F140,2009-11-01,2026-03-12,2026-06-30,0.35015631575165473,0.2682938946009238,-0.08186242115073095,0.2682938946009238,,
full,F140,2009-11-01,2018-06-12,2019-01-03,0.3374349157937221,0.28628833749761584,-0.05114657829610625,0.28628833749761584,2019-02-25,2019-02-25
full,F140,2011-11-01,2024-05-29,2024-09-11,0.47500191750839327,0.45179248969982577,-0.023209427808567495,0.45179248969982577,2024-11-07,2025-09-12
full,F140,2011-11-01,2013-02-08,2013-06-25,0.4715720592151237,0.38431813969347906,-0.08725391952164463,0.3848224999676195,2014-12-02,2014-12-03
full,F140,2011-11-01,2015-04-27,2016-06-13,0.4554295822333855,0.3899221624404292,-0.06550741979295627,0.3899221624404292,2017-05-25,2017-03-21
full,F140,2011-11-01,2021-09-22,2021-11-16,0.37464206800329114,0.3595327592268558,-0.015109308776435348,0.3595327592268558,2022-02-11,2022-04-14
full,F140,2011-11-01,2020-01-03,2020-03-23,0.3416339103091852,0.31301824737657835,-0.028615662932606867,0.31301824737657835,2020-07-06,2020-07-06
full,F140,2011-11-01,2020-07-20,2021-02-05,0.3414694386498105,0.27500698284133307,-0.06646245580847743,0.29972854180866804,2021-08-31,2021-05-07
full,F140,2011-11-01,2018-06-12,2019-01-03,0.33863528247023,0.28616832113319546,-0.052466961337034546,0.28616832113319546,2019-02-25,2019-02-25
full,P24V30,2009-11-01,2011-07-13,2013-06-25,0.4628639095528936,0.31064028018269685,-0.15222362937019673,0.32612213843044424,2014-12-01,2014-12-01
full,P24V30,2009-11-01,2015-04-27,2016-06-13,0.45686121249193146,0.2704953366615258,-0.18636587583040565,0.2704953366615258,2017-03-21,2016-10-25
full,P24V30,2009-11-01,2021-09-22,2021-11-16,0.43124862676552644,0.2932669205733812,-0.13798170619214523,0.2932669205733812,2022-03-29,2022-04-14
full,P24V30,2009-11-01,2020-01-02,2020-03-23,0.42888642908002894,0.2719696874257822,-0.15691674165424674,0.2719696874257822,2020-07-09,2020-07-08
full,P24V30,2009-11-01,2024-05-29,2024-09-11,0.37707672643905554,0.3615222943607196,-0.015554432078335956,0.3615222943607196,2024-11-07,2025-10-09
full,P24V30,2009-11-01,2026-03-12,2026-06-30,0.35015631575165473,0.27889059942233474,-0.07126571632932,0.27889059942233474,,
full,P24V30,2009-11-01,2018-06-12,2019-01-03,0.3374349157937221,0.2064005687777276,-0.13103434701599448,0.2064005687777276,2019-02-25,2019-02-13
full,P24V30,2011-11-01,2024-05-29,2024-09-11,0.47500191750839327,0.3639775797519701,-0.11102433775642317,0.3639775797519701,2024-11-07,2025-10-09
full,P24V30,2011-11-01,2013-02-08,2013-06-25,0.4715720592151237,0.30749162388046136,-0.16408043533466232,0.3118963580937759,2014-12-02,2014-12-01
full,P24V30,2011-11-01,2015-04-27,2016-06-13,0.4554295822333855,0.2728970397053967,-0.18253254252798878,0.2728970397053967,2017-05-25,2016-10-25
full,P24V30,2011-11-01,2021-09-22,2021-11-16,0.37464206800329114,0.292429935113091,-0.08221213289020013,0.292429935113091,2022-02-11,2022-04-14
full,P24V30,2011-11-01,2020-01-03,2020-03-23,0.3416339103091852,0.2817965895805318,-0.05983732072865344,0.2817965895805318,2020-07-06,2020-07-09
full,P24V30,2011-11-01,2020-07-20,2021-02-05,0.3414694386498105,0.10602593153002837,-0.23544350711978212,0.1775897831195643,2021-08-31,2021-02-19
full,P24V30,2011-11-01,2018-06-12,2019-01-03,0.33863528247023,0.2067495493856486,-0.1318857330845814,0.2067495493856486,2019-02-25,2019-02-13
