group,arm,start,rank,peak,trough,drawdown,recovery,peak_to_recovery_calendar_days
A,P20,2010-11-01,3,2018-07-30,2019-01-03,0.3245490792552509,2019-04-01,245
A,P20,2011-05-01,1,2015-04-22,2016-05-26,0.358500969372321,2017-06-12,782
A,P20,2011-05-01,2,2018-07-30,2019-01-03,0.31376568815481376,2019-04-01,245
A,P20,2011-05-01,3,2012-03-09,2013-07-29,0.3065057173825608,2014-11-25,991
A,P20,2011-11-01,1,2015-12-25,2016-05-26,0.3650136507223063,2017-06-13,536
A,P20,2011-11-01,2,2012-03-09,2014-03-10,0.318305732788996,2014-12-02,998
A,P20,2011-11-01,3,2018-07-30,2019-01-03,0.24963865820218434,2019-04-01,245
A,P20,2012-05-01,1,2015-04-22,2016-02-29,0.3430975806346086,2017-02-20,670
A,P20,2012-05-01,2,2018-07-30,2019-01-03,0.3144911293100302,2019-04-01,245
A,P20,2012-05-01,3,2013-02-08,2013-07-29,0.25914687954602766,2014-08-20,558
A,P20,2012-11-01,1,2015-06-15,2016-05-13,0.38863017801051736,2017-07-18,764
A,P20,2012-11-01,2,2018-07-30,2019-01-03,0.31635679512498893,2019-04-01,245
A,P20,2012-11-01,3,2013-02-08,2013-07-29,0.24780885749109394,2014-08-01,539
A,P20,2013-05-01,1,2015-04-22,2016-05-13,0.4011046467925464,2017-07-19,819
A,P20,2013-05-01,2,2013-09-24,2014-03-28,0.2641482860697604,2014-09-03,344
A,P20,2013-05-01,3,2018-07-30,2019-01-03,0.2483201305251176,2019-04-01,245
A,P20,2013-11-01,1,2015-04-22,2016-05-13,0.3932258217766009,2017-07-19,819
A,P20,2013-11-01,2,2018-07-30,2019-01-03,0.31691254450785955,2019-04-01,245
A,P20,2013-11-01,3,2013-12-10,2014-03-28,0.25289741164530244,2014-09-03,267
A,P20,2014-05-01,1,2015-04-22,2016-05-26,0.373604313279995,2017-06-26,796
A,P20,2014-05-01,2,2018-07-30,2019-01-03,0.31805100280434107,2019-04-01,245
A,P20,2014-05-01,3,2024-11-13,2025-04-07,0.27675038570143506,2025-07-08,237
A,P20,2014-11-01,1,2015-04-23,2016-05-20,0.37536011706344274,2017-06-07,776
A,P20,2014-11-01,2,2018-07-30,2019-01-03,0.31849810967719605,2019-04-01,245
A,P20,2014-11-01,3,2024-11-13,2025-04-07,0.2530465696786087,2025-06-26,225
A,P20,2015-05-01,1,2015-12-25,2016-05-13,0.3799850113411557,2017-07-19,572
A,P20,2015-05-01,2,2018-07-30,2019-01-03,0.31733453748359697,2019-04-01,245
A,P20,2015-05-01,3,2024-11-13,2025-04-07,0.26193777632820114,2025-07-03,232
A,P20,2015-11-01,1,2015-12-25,2016-05-13,0.3685129754218729,2017-07-07,560
A,P20,2015-11-01,2,2018-07-30,2019-01-03,0.3184307380599958,2019-04-01,245
A,P20,2015-11-01,3,2021-09-13,2021-11-10,0.23813715280729886,2022-04-14,213
A,P20,2016-05-01,1,2018-07-30,2019-01-03,0.31658457533063544,2019-04-01,245
A,P20,2016-05-01,2,2021-09-13,2021-11-16,0.2541622001266558,2022-04-14,213
A,P20,2016-05-01,3,2020-03-05,2020-03-23,0.23554511419839397,2020-07-20,137
A,P24,2009-11-01,1,2015-04-22,2016-05-26,0.4586962950370007,2017-06-26,796
A,P24,2009-11-01,2,2011-03-28,2012-11-15,0.4046269774813944,2014-12-01,1344
A,P24,2009-11-01,3,2018-07-30,2019-01-03,0.3906095006879916,2019-04-03,247
A,P24,2010-05-01,1,2015-12-25,2016-05-26,0.4549639128784876,2017-06-26,549
A,P24,2010-05-01,2,2011-03-28,2012-11-15,0.40473373538840696,2014-12-01,1344
A,P24,2010-05-01,3,2018-07-30,2019-01-03,0.391708072812635,2019-04-03,247
A,P24,2010-11-01,1,2018-07-30,2019-01-03,0.3911640692429359,2019-04-03,247
A,P24,2010-11-01,2,2015-12-25,2016-02-29,0.38721971297286717,2017-02-09,412
A,P24,2010-11-01,3,2011-03-30,2012-11-15,0.33408949353939676,2013-02-08,681
A,P24,2011-05-01,1,2015-04-22,2016-05-26,0.45551711175686294,2017-06-26,796
A,P24,2011-05-01,2,2018-07-30,2019-01-03,0.3911850060369344,2019-04-03,247
A,P24,2011-05-01,3,2012-03-09,2012-11-15,0.32571592159440543,2013-01-31,328
A,P24,2011-11-01,1,2015-12-25,2016-05-26,0.4379432935386701,2017-06-12,535
A,P24,2011-11-01,2,2018-07-30,2019-01-03,0.390550022344646,2019-04-03,247
A,P24,2011-11-01,3,2012-03-09,2012-11-15,0.325695789096096,2013-02-05,333
A,P24,2012-05-01,1,2015-12-25,2016-05-26,0.4442201965159843,2017-06-12,535
A,P24,2012-05-01,2,2018-07-30,2019-01-03,0.39757031603615156,2019-04-04,248
A,P24,2012-05-01,3,2013-02-08,2014-03-28,0.27622916309640244,2014-08-20,558
A,P24,2012-11-01,1,2015-04-22,2016-05-26,0.4355156134564999,2017-06-09,779
A,P24,2012-11-01,2,2018-07-30,2019-01-03,0.4010675850753278,2019-04-04,248
A,P24,2012-11-01,3,2024-07-02,2024-09-11,0.28142715620317993,2024-10-08,98
A,P24,2013-05-01,1,2015-04-22,2016-05-10,0.424120659064119,2017-06-26,796
A,P24,2013-05-01,2,2018-07-30,2019-01-03,0.3874611405747094,2019-04-03,247
A,P24,2013-05-01,3,2013-05-20,2014-03-28,0.32584009918701207,2014-09-02,470
A,P24,2013-11-01,1,2015-12-25,2016-05-13,0.4431590813991413,2017-06-27,550
A,P24,2013-11-01,2,2018-07-30,2019-01-03,0.39385541228081367,2019-04-04,248
A,P24,2013-11-01,3,2013-12-10,2014-03-28,0.3014437922358948,2014-09-05,269
A,P24,2014-05-01,1,2015-04-22,2016-02-29,0.39929559074553433,2017-02-22,672
A,P24,2014-05-01,2,2018-07-30,2019-01-03,0.3915052802434371,2019-04-03,247
A,P24,2014-05-01,3,2024-07-02,2024-09-11,0.28343497596535616,2024-10-08,98
A,P24,2014-11-01,1,2015-04-22,2016-01-28,0.44167290379860624,2017-04-10,719
A,P24,2014-11-01,2,2018-07-30,2019-01-03,0.39064398415419976,2019-04-03,247
A,P24,2014-11-01,3,2020-03-05,2020-03-23,0.26010192149593014,2020-07-09,126
A,P24,2015-05-01,1,2015-12-25,2016-05-13,0.42301578521549443,2017-06-13,536
A,P24,2015-05-01,2,2018-07-30,2019-01-03,0.39363763639648375,2019-04-04,248
A,P24,2015-05-01,3,2024-07-02,2024-09-11,0.2835655333185997,2024-10-08,98
A,P24,2015-11-01,1,2015-12-25,2016-05-13,0.4293068161160062,2017-06-13,536
A,P24,2015-11-01,2,2018-07-30,2019-01-03,0.39731471309335953,2019-04-04,248
A,P24,2015-11-01,3,2024-07-02,2024-09-11,0.28169308556489137,2024-10-08,98
A,P24,2016-05-01,1,2018-07-30,2019-01-03,0.4107029844994933,2019-04-04,248
A,P24,2016-05-01,2,2024-07-02,2024-09-11,0.27231921326345443,2024-10-08,98
A,P24,2016-05-01,3,2020-03-05,2020-03-23,0.2700517530023856,2020-07-17,134
A,P28,2009-11-01,1,2015-04-22,2016-05-13,0.4947658269182541,2017-06-29,799
A,P28,2009-11-01,2,2018-07-30,2019-01-03,0.4504468272021437,2019-04-04,248
A,P28,2009-11-01,3,2011-03-28,2012-11-15,0.4279430553584864,2014-08-04,1225
A,P28,2010-05-01,1,2015-04-22,2016-05-13,0.48455491825699903,2017-06-26,796
A,P28,2010-05-01,2,2018-07-30,2019-01-03,0.4452008152867172,2019-04-04,248
A,P28,2010-05-01,3,2011-03-28,2012-11-15,0.42796019288646636,2014-08-05,1226
A,P28,2010-11-01,1,2018-07-30,2019-01-03,0.4519200245354327,2019-04-08,252
A,P28,2010-11-01,2,2015-12-25,2016-05-09,0.4195680608591832,2017-02-22,425
A,P28,2010-11-01,3,2020-02-17,2020-03-23,0.3831865843489042,2020-11-12,269
A,P28,2011-05-01,1,2015-12-25,2016-05-26,0.4688255952067246,2017-04-06,468
A,P28,2011-05-01,2,2018-07-30,2019-01-03,0.4491963181390195,2019-04-04,248
A,P28,2011-05-01,3,2020-02-17,2020-03-23,0.3874916932596111,2020-11-23,280
A,P28,2011-11-01,1,2015-12-25,2016-05-10,0.4803357111904689,2017-06-29,552
A,P28,2011-11-01,2,2018-07-30,2019-01-03,0.44994163328038106,2019-04-04,248
A,P28,2011-11-01,3,2020-02-17,2020-03-23,0.38215459017026143,2020-07-20,154
A,P28,2012-05-01,1,2015-12-25,2016-05-10,0.47884083056358007,2017-06-28,551
A,P28,2012-05-01,2,2018-07-30,2019-01-03,0.4499800870896997,2019-04-04,248
A,P28,2012-05-01,3,2020-02-17,2020-03-23,0.3819020654485793,2020-07-20,154
A,P28,2012-11-01,1,2015-12-25,2016-05-10,0.47720121149480144,2017-06-28,551
A,P28,2012-11-01,2,2018-07-30,2019-01-03,0.44877235528784465,2019-04-04,248
A,P28,2012-11-01,3,2020-02-17,2020-03-23,0.38993134437887866,2020-11-12,269
A,P28,2013-05-01,1,2015-04-22,2016-05-13,0.4917820790192845,2017-06-29,799
A,P28,2013-05-01,2,2018-07-30,2019-01-03,0.4503697529217039,2019-04-04,248
A,P28,2013-05-01,3,2020-02-17,2020-03-23,0.40141838037213873,2020-11-09,266
A,P28,2013-11-01,1,2015-12-25,2016-05-13,0.4819014047007557,2017-06-28,551
A,P28,2013-11-01,2,2018-07-30,2019-01-03,0.45034913798770215,2019-04-04,248
A,P28,2013-11-01,3,2020-02-17,2020-03-23,0.3914096501220612,2020-11-09,266
A,P28,2014-05-01,1,2015-04-22,2016-05-10,0.4636652673876197,2017-04-06,715
A,P28,2014-05-01,2,2018-07-30,2019-01-03,0.4480336388267454,2019-04-04,248
A,P28,2014-05-01,3,2020-02-17,2020-03-23,0.4023836422920971,2020-11-11,268
A,P28,2014-11-01,1,2018-07-30,2019-01-03,0.4449194748041303,2019-04-04,248
A,P28,2014-11-01,2,2015-04-22,2016-01-28,0.43322517635298774,2017-02-22,672
A,P28,2014-11-01,3,2020-02-17,2020-03-23,0.38716971297096414,2020-11-09,266
A,P28,2015-05-01,1,2015-12-25,2016-05-13,0.458071205023575,2017-06-26,549
A,P28,2015-05-01,2,2018-07-30,2019-01-03,0.4504436446446769,2019-04-04,248
A,P28,2015-05-01,3,2020-02-17,2020-03-23,0.38853790280745415,2020-11-23,280
A,P28,2015-11-01,1,2015-12-25,2016-05-13,0.46160650948719606,2017-06-26,549
A,P28,2015-11-01,2,2018-07-30,2019-01-03,0.4503412639375338,2019-04-04,248
A,P28,2015-11-01,3,2020-02-17,2020-03-23,0.38856439390571096,2020-11-09,266
A,P28,2016-05-01,1,2018-07-30,2019-01-03,0.4485071849630813,2019-04-04,248
A,P28,2016-05-01,2,2020-02-17,2020-03-23,0.4024790683129853,2020-11-16,273
A,P28,2016-05-01,3,2021-09-13,2021-11-30,0.28155203889940794,2023-03-07,540
A,V25,2009-11-01,1,2011-03-28,2012-11-15,0.3824367298337771,2014-12-01,1344
A,V25,2009-11-01,2,2015-12-25,2016-05-10,0.34266059548986616,2017-04-10,472
A,V25,2009-11-01,3,2020-02-17,2020-03-23,0.2968742689721898,2020-08-28,193
A,V25,2010-05-01,1,2015-06-15,2016-05-13,0.413158024690897,2017-06-29,745
A,V25,2010-05-01,2,2011-03-28,2012-11-15,0.3820372052888813,2014-12-01,1344
A,V25,2010-05-01,3,2020-02-17,2020-03-23,0.2938807960108999,2020-11-06,263
A,V25,2010-11-01,1,2015-06-15,2016-05-13,0.41355030989850483,2017-06-29,745
A,V25,2010-11-01,2,2011-03-30,2012-11-15,0.3119581895597212,2014-08-22,1241
A,V25,2010-11-01,3,2020-02-17,2020-03-23,0.29228355471470946,2020-11-09,266
A,V25,2011-05-01,1,2015-06-15,2016-05-13,0.40985867437699275,2017-06-29,745
A,V25,2011-05-01,2,2012-03-09,2012-11-15,0.29082237113018217,2014-08-04,878
A,V25,2011-05-01,3,2020-02-17,2020-03-23,0.2869046759377164,2020-08-28,193
A,V25,2011-11-01,1,2015-06-15,2016-05-13,0.40896216643838423,2017-06-29,745
A,V25,2011-11-01,2,2020-02-17,2020-03-23,0.294278306311201,2020-11-12,269
A,V25,2011-11-01,3,2012-03-09,2012-11-15,0.29082379428192107,2014-07-31,874
A,V25,2012-05-01,1,2015-12-25,2016-05-10,0.33948013214208506,2017-04-06,468
A,V25,2012-05-01,2,2020-02-17,2020-03-23,0.29695929717475134,2020-11-16,273
A,V25,2012-05-01,3,2018-07-30,2019-01-03,0.2465320226887766,2019-04-01,245
A,V25,2012-11-01,1,2015-06-15,2016-05-13,0.41228867494648536,2017-06-29,745
A,V25,2012-11-01,2,2020-02-17,2020-03-23,0.29106293877360256,2020-08-28,193
A,V25,2012-11-01,3,2021-09-13,2021-11-16,0.25588496771258795,2022-04-14,213
A,V25,2013-05-01,1,2015-06-15,2016-05-13,0.402249614612042,2017-06-29,745
A,V25,2013-05-01,2,2020-02-17,2020-03-23,0.29277671992668663,2020-11-11,268
A,V25,2013-05-01,3,2013-12-10,2014-03-28,0.2631074380610491,2014-09-05,269
A,V25,2013-11-01,1,2018-07-30,2019-01-03,0.3234575667721932,2019-04-01,245
A,V25,2013-11-01,2,2015-06-15,2016-02-29,0.29439585208206365,2017-02-09,605
A,V25,2013-11-01,3,2020-02-17,2020-03-23,0.29302395845823015,2020-08-28,193
A,V25,2014-05-01,1,2015-12-25,2016-05-10,0.34265985656988385,2017-04-06,468
A,V25,2014-05-01,2,2020-02-17,2020-03-23,0.29908087486351054,2020-11-11,268
A,V25,2014-05-01,3,2021-09-13,2021-11-10,0.2541255444156786,2022-06-10,270
A,V25,2014-11-01,1,2015-04-23,2016-05-18,0.35351288087207744,2017-04-10,718
A,V25,2014-11-01,2,2020-02-17,2020-03-23,0.2923484922030577,2020-11-09,266
A,V25,2014-11-01,3,2018-07-30,2019-01-03,0.24655223037973462,2019-04-01,245
A,V25,2015-05-01,1,2015-12-25,2016-05-13,0.3755572755661234,2017-06-26,549
A,V25,2015-05-01,2,2020-02-17,2020-03-23,0.29713596207170123,2020-08-28,193
A,V25,2015-05-01,3,2021-09-13,2021-11-16,0.2566019002284736,2022-04-14,213
A,V25,2015-11-01,1,2015-12-25,2016-05-13,0.3701777962680668,2017-06-12,535
A,V25,2015-11-01,2,2020-02-17,2020-03-23,0.2938041391576748,2020-11-09,266
A,V25,2015-11-01,3,2021-09-13,2021-11-16,0.25485609729800596,2022-04-14,213
A,V25,2016-05-01,1,2020-02-17,2020-03-23,0.28559869841138696,2020-11-11,268
A,V25,2016-05-01,2,2018-07-30,2019-01-03,0.24654645602887082,2019-04-01,245
A,V25,2016-05-01,3,2021-09-13,2021-11-16,0.2388381405036596,2022-06-10,270
A,V30,2009-11-01,1,2011-03-28,2012-11-15,0.39637887583310294,2014-12-02,1345
A,V30,2009-11-01,2,2015-06-15,2016-05-26,0.33889789519089475,2017-02-22,618
A,V30,2009-11-01,3,2020-02-17,2020-03-23,0.27487214878227517,2020-07-20,154
A,V30,2010-05-01,1,2015-06-15,2016-05-13,0.4023049933238684,2017-06-12,728
A,V30,2010-05-01,2,2011-03-28,2012-11-15,0.3959797137538551,2014-12-03,1346
A,V30,2010-05-01,3,2018-07-30,2019-01-03,0.331407122359326,2019-04-01,245
A,V30,2010-11-01,1,2015-06-15,2016-05-13,0.4050127162087792,2017-06-12,728
A,V30,2010-11-01,2,2018-07-30,2019-01-03,0.3312237360960868,2019-04-01,245
A,V30,2010-11-01,3,2011-03-30,2012-11-15,0.3274340316846801,2014-08-20,1239
A,V30,2011-05-01,1,2015-06-15,2016-02-29,0.33548716093154984,2017-02-22,618
A,V30,2011-05-01,2,2018-07-30,2019-01-03,0.3313989214908283,2019-04-01,245
A,V30,2011-05-01,3,2020-02-17,2020-03-23,0.32715407734875745,2020-12-17,304
A,V30,2011-11-01,1,2015-06-15,2016-05-26,0.33946106290676636,2017-03-15,639
A,V30,2011-11-01,2,2020-02-17,2020-03-23,0.31379168821107983,2020-12-18,305
A,V30,2011-11-01,3,2012-03-09,2012-11-15,0.31162548403225543,2014-08-20,894
A,V30,2012-05-01,1,2018-07-30,2019-01-03,0.3338916652059324,2019-04-01,245
A,V30,2012-05-01,2,2015-06-15,2016-02-29,0.3290807236930029,2017-02-22,618
A,V30,2012-05-01,3,2020-02-17,2020-03-23,0.32739691216967115,2020-11-16,273
A,V30,2012-11-01,1,2015-06-15,2016-05-13,0.41146809602183043,2017-06-26,742
A,V30,2012-11-01,2,2018-07-30,2019-01-03,0.33170491505943067,2019-04-01,245
A,V30,2012-11-01,3,2020-02-17,2020-03-23,0.3270325526369192,2020-12-17,304
A,V30,2013-05-01,1,2015-06-15,2016-02-29,0.34055232893734,2017-02-22,618
A,V30,2013-05-01,2,2018-07-30,2019-01-03,0.33113363070681967,2019-04-01,245
A,V30,2013-05-01,3,2020-02-17,2020-03-23,0.32696676728491614,2020-11-16,273
A,V30,2013-11-01,1,2015-06-15,2016-05-13,0.38392902562152564,2017-06-09,725
A,V30,2013-11-01,2,2018-07-30,2019-01-03,0.33337717213195706,2019-04-01,245
A,V30,2013-11-01,3,2020-02-17,2020-03-23,0.32716838513577007,2020-12-17,304
A,V30,2014-05-01,1,2015-06-15,2016-05-10,0.33497901924091045,2017-02-20,616
A,V30,2014-05-01,2,2018-07-30,2019-01-03,0.3303168566242237,2019-04-01,245
A,V30,2014-05-01,3,2020-02-17,2020-03-23,0.3271471946773633,2020-12-17,304
A,V30,2014-11-01,1,2018-07-30,2019-01-03,0.32928275619369174,2019-04-01,245
A,V30,2014-11-01,2,2020-02-17,2020-03-23,0.32751767529155296,2020-12-17,304
A,V30,2014-11-01,3,2015-04-23,2016-01-28,0.3214980076992441,2017-01-24,642
A,V30,2015-05-01,1,2015-12-25,2016-05-13,0.3755572755661234,2017-06-09,532
A,V30,2015-05-01,2,2018-07-30,2019-01-03,0.33197633736910415,2019-04-01,245
A,V30,2015-05-01,3,2020-02-17,2020-03-23,0.3277835100013956,2020-12-17,304
A,V30,2015-11-01,1,2015-12-25,2016-05-13,0.3701777962680668,2017-04-10,472
A,V30,2015-11-01,2,2018-07-30,2019-01-03,0.3314875836749064,2019-04-01,245
A,V30,2015-11-01,3,2020-02-17,2020-03-23,0.3278007587878482,2020-11-16,273
A,V30,2016-05-01,1,2018-07-30,2019-01-03,0.3288992806495773,2019-04-01,245
A,V30,2016-05-01,2,2020-02-17,2020-03-23,0.32742184267161034,2020-11-16,273
A,V30,2016-05-01,3,2024-05-22,2024-09-11,0.2542143966843239,2025-06-03,377
A,V35,2009-11-01,1,2011-03-28,2012-11-15,0.4111749976480369,2014-12-02,1345
A,V35,2009-11-01,2,2015-06-15,2016-02-29,0.3352003371923842,2017-03-14,638
A,V35,2009-11-01,3,2018-07-30,2019-01-03,0.33024339576410866,2019-04-01,245
A,V35,2010-05-01,1,2011-03-28,2012-11-15,0.4108432920597527,2014-12-03,1346
A,V35,2010-05-01,2,2015-06-15,2016-02-29,0.33982928371927523,2017-02-22,618
A,V35,2010-05-01,3,2018-07-30,2019-01-03,0.3243667806320588,2019-04-01,245
A,V35,2010-11-01,1,2011-03-30,2012-11-15,0.34407575294317727,2013-01-31,673
A,V35,2010-11-01,2,2018-07-30,2019-01-03,0.32457112323734416,2019-04-01,245
A,V35,2010-11-01,3,2015-06-15,2016-02-29,0.32159337322211123,2017-02-16,612
A,V35,2011-05-01,1,2012-03-09,2012-11-15,0.3357288524517382,2013-01-31,328
A,V35,2011-05-01,2,2018-07-30,2019-01-03,0.3280275754792821,2019-04-01,245
A,V35,2011-05-01,3,2015-06-15,2016-02-29,0.3217111279379017,2017-02-20,616
A,V35,2011-11-01,1,2015-06-15,2016-05-13,0.4028438464773315,2017-06-12,728
A,V35,2011-11-01,2,2012-03-09,2012-11-15,0.3357194244114988,2013-01-31,328
A,V35,2011-11-01,3,2018-07-30,2019-01-03,0.33343656285445455,2019-04-01,245
A,V35,2012-05-01,1,2018-07-30,2019-01-03,0.3280231564575419,2019-04-01,245
A,V35,2012-05-01,2,2015-06-15,2016-02-29,0.31074050970864786,2017-02-10,606
A,V35,2012-05-01,3,2020-02-17,2020-03-23,0.29868632965473885,2020-07-20,154
A,V35,2012-11-01,1,2018-07-30,2019-01-03,0.3301419799658962,2019-04-01,245
A,V35,2012-11-01,2,2015-06-15,2016-02-29,0.32523174923117015,2017-02-16,612
A,V35,2012-11-01,3,2020-02-17,2020-03-23,0.29880244536188094,2020-07-20,154
A,V35,2013-05-01,1,2018-07-30,2019-01-03,0.3243422291174558,2019-04-01,245
A,V35,2013-05-01,2,2015-06-15,2016-02-29,0.31615473004983197,2017-02-16,612
A,V35,2013-05-01,3,2013-12-10,2014-03-28,0.30006629548592156,2014-12-03,358
A,V35,2013-11-01,1,2015-06-15,2016-05-13,0.4004992405416884,2017-06-07,723
A,V35,2013-11-01,2,2018-07-30,2019-01-03,0.3297816627639881,2019-04-01,245
A,V35,2013-11-01,3,2020-02-17,2020-03-23,0.29861411264789905,2020-07-20,154
A,V35,2014-05-01,1,2015-12-25,2016-05-10,0.3424498556385407,2017-02-20,423
A,V35,2014-05-01,2,2018-07-30,2019-01-03,0.33128122288345996,2019-04-01,245
A,V35,2014-05-01,3,2020-02-17,2020-03-23,0.29876741835476683,2020-07-20,154
A,V35,2014-11-01,1,2015-04-22,2016-05-26,0.3452899045443779,2017-04-06,715
A,V35,2014-11-01,2,2018-07-30,2019-01-03,0.32744597930847785,2019-04-01,245
A,V35,2014-11-01,3,2020-02-17,2020-03-23,0.29858056691707735,2020-07-20,154
A,V35,2015-05-01,1,2015-12-25,2016-05-13,0.3755572755661234,2017-03-16,447
A,V35,2015-05-01,2,2018-07-30,2019-01-03,0.32969947375887176,2019-04-01,245
A,V35,2015-05-01,3,2020-02-17,2020-03-23,0.29892096999253415,2020-07-20,154
A,V35,2015-11-01,1,2015-12-25,2016-05-13,0.3701777962680668,2017-03-16,447
A,V35,2015-11-01,2,2018-07-30,2019-01-03,0.3315515747093857,2019-04-01,245
A,V35,2015-11-01,3,2020-02-17,2020-03-23,0.2985539490683744,2020-07-20,154
A,V35,2016-05-01,1,2018-07-30,2019-01-03,0.33100667255570493,2019-04-01,245
A,V35,2016-05-01,2,2020-02-17,2020-03-23,0.29851668333882697,2020-07-20,154
A,V35,2016-05-01,3,2024-07-02,2024-09-11,0.2551662080676076,2025-06-03,336
A,V30L60,2009-11-01,1,2011-03-28,2012-11-15,0.39637887583310294,2014-12-02,1345
A,V30L60,2009-11-01,2,2015-12-25,2016-05-26,0.33990974650704187,2017-04-06,468
A,V30L60,2009-11-01,3,2020-01-03,2020-03-23,0.28611023464420426,2020-07-20,199
A,V30L60,2010-05-01,1,2011-03-28,2012-11-15,0.3959797137538551,2014-12-02,1345
A,V30L60,2010-05-01,2,2015-06-15,2016-05-26,0.336515272308026,2017-03-15,639
A,V30L60,2010-05-01,3,2018-07-30,2019-01-03,0.33129429777358643,2019-04-01,245
A,V30L60,2010-11-01,1,2015-06-15,2016-05-13,0.40294548928076457,2017-06-12,728
A,V30L60,2010-11-01,2,2018-07-30,2019-01-03,0.330855792668328,2019-04-01,245
A,V30L60,2010-11-01,3,2011-03-30,2012-11-15,0.3274340316846801,2013-02-08,681
A,V30L60,2011-05-01,1,2015-06-15,2016-05-13,0.4014210316631148,2017-06-12,728
A,V30L60,2011-05-01,2,2018-07-30,2019-01-03,0.3301137594345306,2019-04-01,245
A,V30L60,2011-05-01,3,2012-03-09,2012-11-15,0.3116276971500008,2013-01-31,328
A,V30L60,2011-11-01,1,2015-12-25,2016-05-26,0.34255840586602493,2017-04-06,468
A,V30L60,2011-11-01,2,2012-03-09,2012-11-15,0.31162548403225543,2013-01-31,328
A,V30L60,2011-11-01,3,2020-01-02,2020-03-23,0.30524926092352234,2020-11-09,312
A,V30L60,2012-05-01,1,2015-06-15,2016-05-26,0.34808712049004664,2017-03-16,640
A,V30L60,2012-05-01,2,2018-07-30,2019-01-03,0.3313296675946159,2019-04-01,245
A,V30L60,2012-05-01,3,2020-01-14,2020-03-23,0.2923781040093866,2020-07-20,188
A,V30L60,2012-11-01,1,2015-12-25,2016-05-26,0.33468913450887705,2017-03-16,447
A,V30L60,2012-11-01,2,2020-01-03,2020-03-23,0.30602727992254253,2020-11-06,308
A,V30L60,2012-11-01,3,2013-02-08,2014-03-28,0.2790165090270478,2014-09-03,572
A,V30L60,2013-05-01,1,2015-06-15,2016-05-13,0.3609077387433205,2017-02-22,618
A,V30L60,2013-05-01,2,2018-07-30,2019-01-03,0.3301410133691475,2019-04-01,245
A,V30L60,2013-05-01,3,2013-12-10,2014-03-28,0.29830500052898157,2014-12-02,357
A,V30L60,2013-11-01,1,2015-06-15,2016-05-13,0.395083723714002,2017-06-12,728
A,V30L60,2013-11-01,2,2018-07-30,2019-01-03,0.33187717018436536,2019-04-01,245
A,V30L60,2013-11-01,3,2020-01-14,2020-03-23,0.29239914491381425,2020-07-20,188
A,V30L60,2014-05-01,1,2018-07-30,2019-01-03,0.3332977610596566,2019-04-01,245
A,V30L60,2014-05-01,2,2015-12-25,2016-05-10,0.3300741608750526,2017-02-10,413
A,V30L60,2014-05-01,3,2020-01-14,2020-03-23,0.2923217019583809,2020-07-20,188
A,V30L60,2014-11-01,1,2015-04-22,2016-05-18,0.33224639481135343,2017-01-24,643
A,V30L60,2014-11-01,2,2018-07-30,2019-01-03,0.3218191626127198,2019-04-01,245
A,V30L60,2014-11-01,3,2020-01-14,2020-03-23,0.291014545512555,2020-07-20,188
A,V30L60,2015-05-01,1,2015-12-25,2016-05-13,0.3755572755661234,2017-04-06,468
A,V30L60,2015-05-01,2,2018-07-30,2019-01-03,0.32990245123800943,2019-04-01,245
A,V30L60,2015-05-01,3,2020-01-14,2020-03-23,0.2899053639802709,2020-07-20,188
A,V30L60,2015-11-01,1,2015-12-25,2016-05-13,0.3701777962680668,2017-03-16,447
A,V30L60,2015-11-01,2,2018-07-30,2019-01-03,0.33411044653168,2019-04-02,246
A,V30L60,2015-11-01,3,2020-01-14,2020-03-23,0.2907928788843753,2020-07-20,188
A,V30L60,2016-05-01,1,2018-07-30,2019-01-03,0.33656083272695336,2019-04-02,246
A,V30L60,2016-05-01,2,2020-01-14,2020-03-23,0.2862209630177328,2020-07-20,188
A,V30L60,2016-05-01,3,2024-07-02,2024-09-11,0.26171814801284166,2024-10-08,98
A,V30F080,2009-11-01,1,2011-03-28,2012-11-15,0.39368571251250073,2014-12-08,1351
A,V30F080,2009-11-01,2,2015-06-15,2016-05-18,0.34463716284730284,2017-03-15,639
A,V30F080,2009-11-01,3,2020-02-25,2020-03-23,0.2957968291920626,2020-11-23,272
A,V30F080,2010-05-01,1,2011-03-28,2012-11-15,0.3938007827691691,2014-12-04,1347
A,V30F080,2010-05-01,2,2015-06-15,2016-02-29,0.30194783877063436,2017-02-22,618
A,V30F080,2010-05-01,3,2020-02-25,2020-03-23,0.2958931618423004,2020-11-23,272
A,V30F080,2010-11-01,1,2015-06-15,2016-05-18,0.34591763276054643,2017-03-15,639
A,V30F080,2010-11-01,2,2011-03-30,2012-11-15,0.3274340316846801,2014-12-02,1343
A,V30F080,2010-11-01,3,2020-02-25,2020-03-23,0.29621831052601,2020-11-23,272
A,V30F080,2011-05-01,1,2015-06-15,2016-05-18,0.3548896784288432,2017-03-16,640
A,V30F080,2011-05-01,2,2012-03-09,2012-11-15,0.3116276971500008,2013-12-04,635
A,V30F080,2011-05-01,3,2020-02-25,2020-03-23,0.30036241211477244,2020-12-28,307
A,V30F080,2011-11-01,1,2015-06-15,2016-05-18,0.3542279226357269,2017-03-16,640
A,V30F080,2011-11-01,2,2012-03-09,2012-11-15,0.31162548403225543,2013-12-04,635
A,V30F080,2011-11-01,3,2020-02-25,2020-03-23,0.3003395831571646,2020-11-23,272
