security_code,security_name,quality_tier,report_date,notice_date,available_at,status,reason,eps_ttm,roe_ttm,roe_source,bps,eps0,roe0,roe_anchor,roe_trend,roe0_normalized,roe0_mode,growth_confirmed,roe_window,roe_efficiency,incremental_roe,incremental_roe_basis,cash_roe0,owner_earnings0,v_zero_growth,incremental_roe_used,ame_path,nopat_ps,roic0,incremental_roic,reinvestment_rate,wacc,cost_of_debt,tax_rate,net_debt_ps,fin_net_debt_ps,minority_book_ps,ev_ps,owner_earnings_true_ps,roic_path,minority_share,minority_share_basis,roic_nopat_mode,roic_g_source,payout,g_trailing,g_sustainable,g0,g0_capped,r_mode,rf,erp,beta,r,g_terminal,roe_terminal,intrinsic_value,band_low,band_high,mos,max_buy_price,implied_pe,pe_on_ttm_eps,terminal_share,min_payout,v_bear,v_bull,valuation_quality_score,valuation_quality_notes,bps_operating,external_equity_ps,external_equity_cum_ps,shares_est,bps_basis_date,equity_anchor_mode,peak_weight,growth_trust,trough_weight,ttm_factor,growth_damp,maintenance_ratio,maintenance_raw_ratio,maintenance_status,maintenance_intervals,maintenance_positive_intervals,maintenance_net_reinvestment,maintenance_growth_allowance,maintenance_nopat_total,cash_blocked,wc_aggregation,wc_first_period,wc_last_period,wc_start,wc_end,wc_change,wc_financing_start,wc_financing_end,wc_conflict_years,minority_claim_status,minority_claim_event,minority_fixed_claim_ps,minority_dividend_floor_ps,model_evaluated_at,model_evaluated_report_date,forecast_overlay,forecast_notice_date,forecast_report_date,forecast_profit_yi,forecast_source,pre_overlay_iv,pre_overlay_report_date,pre_overlay_notice_date,bps_scale,overlay_note,exright_factor,exright_cash,exright_note
600600,青岛啤酒,L2,2026-06-30,2026-08-27,2026-08-27,ok,,3.3740,0.1472,weightavg_ttm,22.9816,3.5358,0.1538,0.1538,,0.153800,normalized,,5,0.8431,0.1846,n/a,,,50.2611,,,3.1700,1.9192,0.3665,0.2749,0.0998,0.0661,0.2501,-18.6393,-19.9287,0.6475,26.8005,2.4682,growth,0.0274,earnings,"blend(λ=0.5,w=0.02,v=0.00)",capital,,0.0243,,0.1008,,tier,,,,0.1000,0.0300,0.1198,45.4398,40.8958,49.9837,0.20,36.3518,14.33,13.47,0.4132,0.0000,33.8172,63.5282,76,hist12/cv12/term20/path20/legs12,22.9900,-0.0085,0.0000,1364195121,2026-08-27,shares_ref,0.017,0.50,0.000,1.0034,1.0000,0.000000,,off,0,0,,,,,operating,2021-12-31,2025-12-31,-10601969113.0000,-9389535500.0000,1212433613.0000,0.0000,0.0000,0,,,0.0000,0.0000,2026-08-27,2026-06-30,,,,,,,,,,,,,
600660,福耀玻璃,L2,2026-06-30,2026-08-19,2026-08-19,ok,,3.2500,0.2272,weightavg_ttm,14.6277,4.0887,0.2779,0.1765,,0.176500,lift2(孰高),,9,0.3243,0.5428,n/a,,,39.4172,,,2.9002,0.1944,0.3742,0.5014,0.0746,0.0216,0.1653,-0.5309,-0.6154,-0.0017,45.4154,3.5248,growth,0.0000,earnings,"blend(λ=0.5,w=0.17,v=0.00)",capital,,0.1762,,0.1876,,tier,,,,0.1000,0.0300,0.0946,45.9463,41.3516,50.5409,0.20,36.7570,15.84,14.14,0.9585,0.0000,24.1468,104.9149,69,hist12/cv20/term5/path20/legs12,13.3699,-0.0845,1.3423,2609743532,2026-08-19,shares_ref,0.170,0.50,0.000,0.9104,0.9104,0.000000,,off,0,0,,,,,operating,2021-12-31,2025-12-31,5168154956.0000,8936134216.0000,3767979260.0000,1114012365.0000,2922909334.0000,0,,,0.0000,0.0000,2026-08-19,2026-06-30,,,,,,,,,,,,,
600690,海尔智家,L2,2026-06-30,2026-08-28,2026-08-28,ok,,1.9400,0.1500,weightavg_ttm,12.7621,2.2213,0.1724,0.1724,,0.172400,normalized,,5,0.7849,0.1707,n/a,,,28.4409,,,2.2633,0.2278,0.1747,0.1848,0.0866,0.0576,0.1412,-2.3593,-3.2539,0.7905,23.0652,1.8739,growth,0.0288,earnings,median3,capital,,0.0431,,0.0323,,tier,,,,0.1000,0.0300,0.1066,25.4245,22.8820,27.9669,0.20,20.3396,11.23,13.11,0.7374,0.0000,17.5408,37.4604,76,hist12/cv20/term12/path20/legs12,11.4661,-0.1041,1.4001,9377629650,2026-08-28,shares_ref,0.000,0.00,0.000,0.9122,0.8938,0.000000,,off,0,0,,,,,operating,2021-12-31,2025-12-31,-15078612581.6700,-8921785138.2400,6156827443.4300,0.0000,1787975081.9200,0,,,0.0000,0.0000,2026-08-28,2026-06-30,,,,,,,,,,,,,
600750,华润江中,L2,2026-06-30,2026-08-22,2026-08-22,ok,,1.3900,0.2137,weightavg_ttm,6.2285,1.4193,0.2278,0.1768,up,0.199612,lift2(孰高),,5,0.5832,,n/a,,,15.8284,,,1.2833,0.4406,4.3812,0.1771,0.1000,0.1200,0.1857,-2.6483,-4.4077,1.0535,10.9591,1.2676,growth,0.0819,earnings,"blend(λ=0.5,w=0.49,v=0.00)",capital,,0.1012,,0.0708,,tier,,,,0.1000,0.0300,0.1200,13.6074,12.1967,15.0182,0.20,11.2859,10.99,10.15,0.6651,0.0000,9.9580,20.5576,76,hist12/cv20/term12/path20/legs12,6.2295,-0.0011,0.0000,634953289,2026-08-22,shares_ref,0.492,0.50,0.000,0.9659,0.9659,0.000000,,off,0,0,,,,,operating,2021-12-31,2025-12-31,533716713.1000,488305381.1400,-45411331.9600,485336260.7800,283695894.3900,0,,,0.0000,0.0000,2026-08-22,2026-06-30,,,,,,,,,,,1.000000,0.5000,除权归一化至 2026-09-23 现价口径：2026-09-11 现金0.5/送转0
600803,新奥股份,L2,2026-06-30,2026-08-29,2026-08-29,ok,,1.4100,0.1785,weightavg_ttm,7.5743,1.4630,0.1906,0.1906,,0.190600,normalized,,9,0.1604,0.0048,n/a,,,17.2782,,,3.0827,0.1401,-0.0917,0.4978,0.0750,0.0342,0.1474,22.7874,4.0242,12.1539,39.1656,3.0528,growth,0.5311,earnings,median3,none,,-0.1177,,0.0000,,tier,,,,0.1000,0.0300,0.0950,16.3782,14.7404,18.0160,0.20,13.1026,5.31,11.62,0.7036,0.2076,4.1359,35.8225,69,hist12/cv20/term12/path20/legs5,10.6697,-0.0979,-2.9975,3097090000,2026-08-29,shares_ref,0.000,0.00,0.000,0.9317,0.9081,0.000000,,off,0,0,,,,,operating,2021-12-31,2025-12-31,-16170720000.0000,-13398140000.0000,2772580000.0000,863890000.0000,792410000.0000,0,,,0.0000,0.0000,2026-08-29,2026-06-30,,,,,,,,,,,,,
600809,山西汾酒,L2,2026-06-30,2026-08-31,2026-08-31,ok,,8.3450,0.2473,weightavg_ttm,31.2235,13.1188,0.4204,0.4204,,0.420400,normalized,,5,0.3956,0.2830,n/a,,,135.1069,,,11.3099,1.6230,0.8449,0.0667,0.0997,0.0657,0.2615,-21.8622,-22.2446,0.3947,78.4001,6.6084,growth,0.0040,earnings,median3,capital,,0.0110,,0.0267,,tier,,,,0.1000,0.0300,0.1197,100.2623,90.2360,110.2885,0.20,80.2098,8.86,12.01,0.3960,0.0000,72.6627,135.1301,76,hist12/cv12/term20/path20/legs12,31.1870,0.0181,0.0184,1219964222,2026-08-31,shares_ref,0.000,0.00,0.000,0.8313,0.8313,0.000000,,off,0,0,,,,,operating,2021-12-31,2025-12-31,635526585.8500,2325297519.6600,1689770933.8100,4411532296.8800,2060271766.7100,0,,,0.0000,0.0000,2026-08-31,2026-06-30,,,,,,,,,,,,,
600862,中航高科,L2,2026-06-30,2026-08-28,2026-08-28,ok,,0.6300,0.1102,weightavg_ttm,5.6080,0.8349,0.1489,0.1489,,0.148900,normalized,,5,0.4342,0.1569,n/a,,,10.0374,,,0.8971,0.1935,0.1606,0.6808,0.0992,0.0429,0.1477,-0.9909,-1.2959,0.3058,9.7519,0.7054,growth,0.0027,earnings,median3,capital,,0.0096,,0.1093,,tier,,,,0.1000,0.0300,0.1192,10.7428,9.6685,11.8171,0.20,8.5943,11.97,17.05,0.7507,0.2531,7.3927,16.5436,69,hist12/cv20/term5/path20/legs12,5.6071,0.0009,0.0000,1393049107,2026-08-28,shares_ref,0.000,0.00,0.000,0.8390,0.7419,0.000000,,off,0,0,,,,,operating,2021-12-31,2025-12-31,1591661315.2600,4141438641.6700,2549777326.4100,100000.0000,196073248.1200,0,,,0.0000,0.0000,2026-08-28,2026-06-30,,,,,,,,,,,,,
600885,宏发股份,L2,2026-06-30,2026-07-30,2026-07-30,ok,,1.2864,0.1632,weightavg_ttm,8.5374,1.5366,0.1786,0.1786,,0.178600,normalized,,5,0.0817,0.1203,raw,,,15.5820,,,1.8936,0.1850,0.2118,0.3220,0.0972,0.0552,0.1300,3.9396,-1.8496,2.2910,19.6330,1.2538,growth,0.2684,earnings,"blend(λ=0.5,w=0.00,v=0.00)",capital,,0.1270,,0.0682,,tier,,,,0.1000,0.0300,0.1172,15.6934,14.1240,17.2627,0.20,12.5547,8.29,12.20,0.6894,0.2776,9.6755,25.0358,76,hist12/cv20/term12/path20/legs12,8.5613,-0.0239,0.0000,1547594313,2026-07-30,shares_ref,0.000,0.50,0.000,1.1091,1.0000,0.000000,,off,0,0,,,,,operating,2021-12-31,2025-12-31,3942155182.2100,5565415060.6800,1623259878.4700,0.0000,0.0000,0,,,0.0000,0.0000,2026-07-30,2026-06-30,,,,,,,,,,,,,
600887,伊利股份,L2,2026-06-30,2026-08-27,2026-08-27,ok,,1.6000,0.1836,weightavg_ttm,8.4914,1.7477,0.2020,0.2020,,0.202000,normalized,,5,0.2039,0.3371,n/a,,,24.7190,,,1.5037,0.1896,,0.0938,0.0692,0.0381,0.1139,-2.9949,-3.7702,0.6157,18.7453,1.5436,growth,0.0000,earnings,"blend(λ=0.5,w=0.00,v=0.00)",none,,0.0177,,0.0000,,tier,,,,0.1000,0.0300,0.0892,21.7402,19.5662,23.9142,0.20,17.3921,14.46,13.59,0.7934,0.0000,14.5131,35.2025,54,hist12/cv12/term5/path20/legs5,6.9204,-0.1597,1.7307,6325360667,2026-08-27,shares_ref,0.000,0.50,0.000,0.8753,0.8753,0.000000,,off,0,0,,,,,operating,2021-12-31,2025-12-31,-12979523346.1800,-12697445659.0100,282077687.1700,0.0000,140309963.9800,0,,,0.0000,0.0000,2026-08-27,2026-06-30,,,,,,,,,,,,,
600900,长江电力,L2,2026-06-30,2026-08-31,2026-08-31,ok,,1.4796,0.1636,weightavg_ttm,8.8331,1.5769,0.1780,0.1492,,0.149200,lift2(孰高),,5,0.0560,0.2350,n/a,,,14.8978,,,1.7033,0.0816,0.0564,-0.0827,0.0643,0.0422,0.1627,11.5935,11.0851,0.4826,30.5517,1.6470,growth,0.0132,earnings,"blend(λ=0.5,w=0.00,v=0.00)",none,,0.1973,,0.0000,,tier,,,,0.1000,0.0300,0.0816,18.9583,17.0624,20.8541,0.20,15.1666,11.13,12.81,0.6687,0.6325,9.0658,34.5957,69,hist12/cv20/term12/path20/legs5,10.2598,-0.0258,-1.4008,24468217716,2026-08-31,shares_ref,0.000,0.50,0.000,1.0493,0.9834,0.000000,,off,0,0,,,,,operating,2021-12-31,2025-12-31,-1345506096.3000,3412609142.1500,4758115238.4500,0.0000,0.0000,0,,,0.0000,0.0000,2026-08-31,2026-06-30,,,,,,,,,,,,,
600938,中国海油,L2,2026-06-30,2026-08-27,2026-08-27,ok,,2.9200,0.1695,weightavg_ttm,18.0108,3.3520,0.1840,0.1550,,0.155000,lift2(孰高),,9,0.0627,0.1634,n/a,,,37.9750,,,3.2099,0.2213,0.2857,0.3104,0.0935,0.0250,0.2800,-3.6282,-3.8885,0.0550,34.5304,2.9185,growth,0.0003,earnings,"blend(λ=0.5,w=0.00,v=0.00)",capital,,0.0118,,0.0887,,tier,,,,0.1000,0.0300,0.1135,38.1587,34.3428,41.9745,0.20,30.5269,11.89,13.07,0.7827,0.0000,25.5022,59.5260,69,hist12/cv20/term5/path20/legs12,19.4896,-0.2053,-1.2735,47529953984,2026-08-27,shares_ref|shares_backfill,0.000,0.50,0.000,1.1334,0.8999,0.000000,,off,0,0,,,,,operating,2021-12-31,2025-12-31,-33933000000.0000,-35744000000.0000,-1811000000.0000,0.0000,546000000.0000,0,,,0.0000,0.0000,2026-08-27,2026-06-30,,,,,,,,,,,,,
600970,中材国际,L2,2026-06-30,2026-08-26,2026-08-26,ok,,0.9100,0.1056,weightavg_ttm,8.6083,1.2912,0.1496,0.1496,,0.149600,normalized,,5,0.0185,0.0972,n/a,,,15.7175,,,1.4550,0.1985,0.0554,0.5202,0.0883,0.0426,0.1547,0.6309,-0.7277,0.6431,15.0114,0.4071,growth,0.0848,earnings,"blend(λ=0.0,w=0.00,v=0.19)",capital,,-0.0329,,0.0288,,tier,,,,0.1000,0.0300,0.1083,14.3804,12.9424,15.8185,0.20,11.5043,9.88,15.80,0.7097,0.0134,9.6389,21.2894,76,hist12/cv20/term12/path20/legs12,8.5669,-0.0234,0.0648,2621819524,2026-08-26,shares_ref,0.000,0.00,0.194,0.8297,0.7213,0.000000,,off,0,0,,,,,operating,2021-12-31,2025-12-31,897255122.7700,6327930766.6100,5430675643.8400,2813287986.4400,1659483835.9100,0,,,0.0000,0.0000,2026-08-26,2026-06-30,,,,,,,,,,,,,
600989,宝丰能源,L2,2026-06-30,2026-08-13,2026-08-13,ok,,2.1100,0.3071,weightavg_ttm,7.5280,3.1467,0.4185,0.1957,,0.195700,lift2(孰高),,9,0.0639,0.2444,n/a,,,20.7334,,,1.7662,0.1547,0.1162,0.9883,0.0699,0.0247,0.1261,4.9371,4.5364,0.0000,30.3805,2.0834,growth,0.0000,book_fallback,"blend(λ=1.0,w=0.66,v=0.00)",capital,,0.5007,,0.1148,,tier,,,,0.1000,0.0300,0.0899,25.4434,22.8571,28.0297,0.20,20.6907,14.64,12.26,0.9625,0.0000,11.2832,62.2878,59,hist12/cv20/term5/path10/legs12,8.0301,0.0194,-0.5215,7333360000,2026-08-13,shares_ref,0.660,1.00,0.000,1.3533,1.0000,0.000000,,off,0,0,,,,,operating,2021-12-31,2025-12-31,-1161927978.4200,-2338970872.2200,-1177042893.8000,380168707.7800,100532368.8100,0,,,0.0000,0.0000,2026-08-13,2026-06-30,,,,,,,,,,,1.000000,0.4200,除权归一化至 2026-09-23 现价口径：2026-09-01 现金0.42/送转0
600993,马应龙,L2,2026-06-30,2026-08-26,2026-08-26,ok,,1.3900,0.1362,weightavg_ttm,10.3011,1.4784,0.1435,0.1435,,0.143500,normalized,,9,0.0827,0.0963,n/a,,,20.0738,,,1.3571,0.3988,0.1805,0.3732,0.0985,0.0379,0.1457,-6.3418,-6.7121,0.3176,11.8112,1.1809,growth,0.0200,earnings,ttm_growth,capital,,0.0718,,0.0674,,tier,,,,0.1000,0.0300,0.1185,18.1530,16.3377,19.9683,0.20,14.5224,13.38,13.06,0.6825,0.0000,13.7331,25.0500,76,hist12/cv20/term12/path20/legs12,10.3018,-0.0007,0.0000,431053891,2026-08-26,shares_ref,0.000,1.00,0.000,1.0333,1.0000,0.000000,,off,0,0,,,,,operating,2021-12-31,2025-12-31,177975203.8100,577607307.7000,399632103.8900,73784784.0900,395985522.1500,0,,,0.0000,0.0000,2026-08-26,2026-06-30,,,,,,,,,,,,,
601088,中国神华,L2,2026-06-30,2026-08-29,2026-08-29,ok,,2.7590,0.1259,weightavg_ttm,20.7909,3.3362,0.1360,0.1360,,0.136000,normalized,,9,0.1189,0.0271,n/a,,,26.1178,,,3.0593,0.1086,,,0.0895,0.0450,0.2087,8.4305,-1.1868,4.3677,36.5449,2.3942,growth,0.1582,earnings,entity_reset,entity_reset_none,,-0.0268,,0.0000,,tier,,,,0.1000,0.0300,0.1086,28.1144,25.3029,30.9258,0.20,22.4915,9.19,10.19,0.5236,0.7236,20.5475,35.7788,55,hist5/cv5/term20/path20/legs5,26.6328,-3.6472,-2.1948,21231769913,2026-08-29,shares_ref,0.000,1.00,0.000,1.0214,1.0000,0.000000,,off,0,0,,,,,operating,2025-12-31,2025-12-31,-39976000000.0000,-39976000000.0000,0.0000,2010000000.0000,2010000000.0000,0,,,0.0000,0.0000,2026-08-29,2026-06-30,,,,,,,,,,,,,
601100,恒立液压,L2,2026-06-30,2026-08-25,2026-08-25,ok,,2.0400,0.1598,weightavg_ttm,13.3594,2.6718,0.1994,0.1994,,0.199400,normalized,,9,0.1470,-0.0034,n/a,,,26.4564,,,1.9535,0.3496,-0.0836,0.3829,0.0998,0.0365,0.0964,-6.8931,-6.9777,0.0453,14.8103,0.9902,growth,0.0020,earnings,"blend(λ=0.5,w=0.00,v=0.00)",none,,0.0225,,0.0000,,tier,,,,0.1000,0.0300,0.1198,21.7034,19.5331,23.8737,0.20,17.3627,11.11,10.64,0.6038,0.0000,17.4128,26.9770,69,hist12/cv20/term12/path20/legs5,11.9097,-0.0394,1.4890,1340820992,2026-08-25,shares_ref,0.000,0.50,0.000,1.0026,1.0000,0.000000,,off,0,0,,,,,operating,2021-12-31,2025-12-31,2697902042.3400,3741337297.5900,1043435255.2500,1051867544.2000,829514587.5700,0,,,0.0000,0.0000,2026-08-25,2026-06-30,,,,,,,,,,,,,
601138,工业富联,L2,2026-06-30,2026-08-12,2026-08-12,ok,,2.3700,0.2737,weightavg_ttm,8.8567,3.2752,0.3661,0.1813,,0.181300,lift2(孰高),,9,0.0716,0.3210,n/a,,,18.3792,,,1.4677,0.1826,0.2270,0.8081,0.0757,0.0450,0.1392,1.0205,0.9154,0.0178,22.8603,0.1831,growth,0.0007,earnings,"blend(λ=1.0,w=0.88,v=0.00)",capital,,0.3207,,0.1834,,tier,,,,0.1000,0.0300,0.0957,21.8398,19.6558,24.0238,0.20,17.4718,14.88,9.22,0.9576,0.0000,11.1953,49.3446,59,hist12/cv20/term5/path10/legs12,10.8280,-0.0872,-1.8841,19858195000,2026-08-12,shares_ref|shares_backfill,0.876,1.00,0.000,1.3295,1.0000,0.000000,,off,0,0,,,,,operating,2021-12-31,2025-12-31,80349111000.0000,136015360000.0000,55666249000.0000,0.0000,26190834000.0000,0,,,0.0000,0.0000,2026-08-12,2026-06-30,,,,,,,,,,,,,
601225,陕西煤业,L2,2026-06-30,2026-08-28,2026-08-28,ok,,2.1000,0.2076,weightavg_ttm,10.4321,2.1857,0.2132,0.2132,,0.213200,normalized,,9,0.2401,-18009.1189,n/a,,,26.7568,,,3.7190,0.4152,-0.1186,0.0468,0.0899,0.0432,0.1771,10.2568,-0.8396,4.2512,29.6017,2.2858,growth,0.3704,earnings,"blend(λ=0.5,w=0.00,v=0.00)",none,,-0.0130,,0.0000,,tier,,,,0.1000,0.0300,0.1099,19.3450,17.4105,21.2795,0.20,15.4760,5.20,9.21,0.6318,0.0000,9.5540,32.5885,61,hist12/cv12/term12/path20/legs5,14.1877,0.1806,-3.9362,9695000000,2026-08-28,shares_ref,0.000,0.50,0.000,1.2168,0.7072,0.000000,,off,0,0,,,,,operating,2021-12-31,2025-12-31,-28393886372.2500,-24205436734.9900,4188449637.2600,143276162.2100,94465800.5600,0,,,0.0000,0.0000,2026-08-28,2026-06-30,,,,,,,,,,,,,
601288,农业银行,L2,2026-06-30,2026-08-29,2026-08-29,ok,,0.8100,0.1015,weightavg_ttm,8.1662,0.8520,0.1043,0.1091,,0.109100,"guarded(λ=0.5,w=0.00,v=0.00)",,5,0.9093,0.0638,n/a,,,,,,,,,,,,,,,,,,bank_divspread,,,,,0.2182,0.0415,0.0815,0.0815,,tier,,,,0.1000,0.0300,0.1043,6.5876,5.9288,7.2464,0.20,7.5317,11.05,11.62,0.6133,0.3171,7.0648,11.9908,77,hist20/cv20/term12/path5/legs20,8.1689,-0.0028,,373129487179,2026-08-29,shares_ref,0.000,0.50,0.000,1.0236,1.0000,0.000000,,off,0,0,,,,,operating,,,,,,,,0,,,0.0000,0.0000,2026-08-29,2026-06-30,,,,,,,,,,,,,
601318,中国平安,L2,2026-06-30,2026-08-21,2026-08-21,ok,,9.1100,0.1580,weightavg_ttm,56.7751,9.7263,0.1655,0.1320,,0.140000,"guarded(λ=1.0,w=0.00,v=0.00)",,9,0.2900,0.1767,n/a,,,,,,,,,,,,,,,,,,bank_divspread,,,,,0.2547,0.1310,0.1233,0.1233,,tier,,,,0.1000,0.0300,0.1200,70.9459,63.8513,78.0405,0.20,87.8855,11.50,12.06,0.7392,0.1500,72.9180,176.7583,69,hist20/cv12/term12/path5/legs20,58.7731,-1.9980,,17549218750,2026-08-21,shares_ref,0.000,1.00,0.000,1.1821,1.0000,0.000000,,off,0,0,,,,,operating,,,,,,,,0,,,0.0000,0.0000,2026-08-21,2026-06-30,,,,,,,,,,,,,
601398,工商银行,L2,2026-06-30,2026-08-29,2026-08-29,ok,,1.0100,0.0936,weightavg_ttm,11.1174,1.0998,0.0988,0.1066,,0.106600,"guarded(λ=0.0,w=0.00,v=0.00)",,5,0.9245,0.0187,n/a,,,,,,,,,,,,,,,,,,bank_divspread,,,,,0.2165,0.0099,0.0774,0.0774,,tier,,,,0.1000,0.0300,0.0988,8.1857,7.3671,9.0043,0.20,9.3539,10.64,11.58,0.6117,0.3125,8.7738,14.6240,69,hist20/cv20/term12/path5/legs12,11.1315,-0.0141,,368562000000,2026-08-29,shares_ref,0.000,0.00,0.000,1.0151,1.0000,0.000000,,off,0,0,,,,,operating,,,,,,,,0,,,0.0000,0.0000,2026-08-29,2026-06-30,,,,,,,,,,,,,
601717,中创智领,L2,2026-06-30,2026-08-31,2026-08-31,ok,,1.9380,0.1495,weightavg_ttm,13.2671,2.3857,0.1806,0.1715,up,0.180584,normalized,,5,1.0000,0.2548,n/a,,,27.6240,,,2.3338,0.2047,0.2509,0.2906,0.0842,0.0366,0.1471,0.0638,-1.4927,0.3945,27.4638,0.5590,growth,0.0562,earnings,median3,capital,,0.0707,,0.0729,,tier,,,,0.1000,0.0300,0.1042,27.4000,24.6600,30.1400,0.20,21.9200,11.74,14.14,0.8161,0.0000,16.8340,46.2219,69,hist12/cv20/term5/path20/legs12,12.6732,0.0721,0.5218,1785399930,2026-08-31,shares_ref,0.000,0.00,0.000,0.7876,0.7876,0.000000,,off,0,0,,,,,operating,2021-12-31,2025-12-31,5386931071.0600,8599704516.0900,3212773445.0300,3520038086.0500,2040487693.3100,0,,,0.0000,0.0000,2026-08-31,2026-06-30,,,,,,,,,,,,,
601838,成都银行,L2,2026-06-30,2026-08-27,2026-08-27,ok,,3.1300,0.1494,weightavg_ttm,21.7589,3.6073,0.1677,0.1781,,0.178100,"guarded(λ=0.5,w=0.00,v=0.00)",,5,0.1485,0.1207,n/a,,,,,,,,,,,,,,,,,,bank_divspread,,,,,0.2899,0.0673,0.1191,0.1191,,tier,,,,0.1000,0.0300,0.1200,23.8764,21.4888,26.2640,0.20,33.0149,11.37,13.18,0.7344,0.1747,27.7983,65.3422,69,hist20/cv20/term12/path5/legs12,21.5147,0.2441,,4326870358,2026-08-27,shares_ref,0.000,0.50,0.000,1.0217,1.0000,0.000000,,off,0,0,,,,,operating,,,,,,,,0,,,0.0000,0.0000,2026-08-27,2026-06-30,,,,,,,,,,,,,
601899,紫金矿业,L2,2026-06-30,2026-08-22,2026-08-22,ok,,2.5460,0.3653,weightavg_ttm,7.5954,3.8277,0.4777,0.2529,,0.252900,lift2(孰高),,5,0.7241,0.3199,n/a,,,24.3614,,,2.3627,0.1486,0.2383,0.3649,0.0697,0.0316,0.2097,10.4973,3.3132,2.7235,38.8594,2.5609,growth,0.1908,earnings,cyclical_median,capital,,0.5631,,0.0870,,tier,,,,0.1000,0.0300,0.0897,28.3621,25.5258,31.1983,0.20,22.6896,12.00,11.14,0.9179,0.0000,10.8305,69.7310,59,hist12/cv20/term5/path10/legs12,7.4679,-0.4025,0.5300,26821848747,2026-08-22,shares_ref,1.000,1.00,0.000,1.3067,1.0000,0.000000,,off,0,0,,,,,operating,2021-12-31,2025-12-31,11340987591.0000,6429660613.0000,-4911326978.0000,1958255180.0000,2153525886.0000,0,,,0.0000,0.0000,2026-08-22,2026-06-30,,,,,,,,,,,,,
601939,建设银行,L2,2026-06-30,2026-08-29,2026-08-29,ok,,1.3000,0.0976,weightavg_ttm,13.6858,1.4338,0.1048,0.1156,,0.115600,"guarded(λ=0.5,w=0.00,v=0.00)",,5,0.8470,0.0334,n/a,,,,,,,,,,,,,,,,,,bank_divspread,,,,,0.2062,0.0161,0.0832,0.0832,,tier,,,,0.1000,0.0300,0.1048,10.2626,9.2363,11.2889,0.20,12.7330,11.10,12.24,0.6159,0.3077,11.9304,20.3340,69,hist20/cv20/term12/path5/legs12,13.6870,-0.0012,,260696923077,2026-08-29,shares_ref,0.000,0.50,0.000,1.0221,1.0000,0.000000,,off,0,0,,,,,operating,,,,,,,,0,,,0.0000,0.0000,2026-08-29,2026-06-30,,,,,,,,,,,,,
601965,中国汽研,L2,2026-06-30,2026-08-26,2026-08-26,ok,,1.0800,0.1395,weightavg_ttm,8.0054,1.1687,0.1461,0.1329,,0.132900,lift2(孰高),,5,0.6903,0.1539,n/a,,,12.7207,,,1.1820,0.1652,0.1009,0.5350,0.0881,0.0255,0.1578,0.6997,-1.1574,1.8651,13.5385,0.7699,growth,0.0565,earnings,ttm_growth,capital,,0.1365,,0.0540,,tier,,,,0.1000,0.0300,0.1081,12.8388,11.5549,14.1227,0.20,10.2710,10.86,11.89,0.7173,0.2581,8.5315,19.7832,76,hist12/cv20/term12/path20/legs12,7.9974,0.0080,0.0000,1003054887,2026-08-26,shares_ref,0.000,1.00,0.000,1.0176,1.0000,0.000000,,off,0,0,,,,,operating,2021-12-31,2025-12-31,431805833.2600,1268984012.3800,837178179.1200,30128510.8700,18561280.9100,0,,,0.0000,0.0000,2026-08-26,2026-06-30,,,,,,,,,,,,,
603067,振华股份,L2,2026-06-30,2026-08-28,2026-08-28,ok,,0.9400,0.1784,weightavg_ttm,5.7280,1.0905,0.1977,0.1591,,0.159100,lift2(孰高),,5,0.4587,0.2176,raw,,,10.9399,,,1.0107,0.1365,0.1721,0.5723,0.0820,0.0354,0.1168,1.3953,1.5614,0.0199,14.3961,0.1204,growth,0.0037,earnings,"blend(λ=1.0,w=0.24,v=0.00)",capital,,0.2209,,0.0985,,tier,,,,0.1000,0.0300,0.1020,13.0008,11.7007,14.3008,0.20,10.4006,12.86,13.83,0.8044,0.1456,7.7258,23.5934,69,hist12/cv20/term5/path20/legs12,5.5143,0.2137,0.0000,711129932,2026-08-28,shares_ref,0.241,1.00,0.000,1.0156,1.0000,0.000000,,off,0,0,,,,,operating,2021-12-31,2025-12-31,862017488.1600,1654436850.0800,792419361.9200,239404808.2200,389014419.6200,0,,,0.0000,0.0000,2026-08-28,2026-06-30,,,,,,,,,,,,,
603129,春风动力,L2,2026-06-30,2026-08-18,2026-08-18,ok,,11.3700,0.2289,weightavg_ttm,52.1690,13.7779,0.2652,0.1926,,0.192600,lift2(孰高),,9,0.1844,0.3200,n/a,,,173.2666,,,11.5375,1.2931,,-0.5992,0.1001,0.1134,0.0772,-59.4147,-63.8613,1.6650,74.9033,26.2006,growth,0.0336,earnings,"blend(λ=0.5,w=0.00,v=0.00)",none,,0.2243,,0.0000,,tier,,,,0.1000,0.0300,0.1201,134.3180,120.8862,147.7498,0.20,107.4544,11.64,11.81,0.4129,0.0000,110.3603,162.2841,62,hist12/cv5/term20/path20/legs5,37.2412,0.2224,14.7054,152577663,2026-08-18,shares_ref,0.000,0.50,0.000,1.0374,1.0000,0.000000,,off,0,0,,,,,operating,2021-12-31,2025-12-31,-1779731343.9500,-5804088073.8400,-4024356729.8900,2160000.0000,122360951.9500,0,,,0.0000,0.0000,2026-08-18,2026-06-30,,,,,,,,,,,,,
