SECUCODE,SECURITY_CODE,SECURITY_NAME_ABBR,ORG_CODE,ORG_TYPE,REPORT_DATE,REPORT_TYPE,REPORT_DATE_NAME,SECURITY_TYPE_CODE,NOTICE_DATE,UPDATE_DATE,CURRENCY,ACCEPT_DEPOSIT_INTERBANK,ACCOUNTS_PAYABLE,ACCOUNTS_RECE,ACCRUED_EXPENSE,ADVANCE_RECEIVABLES,AGENT_TRADE_SECURITY,AGENT_UNDERWRITE_SECURITY,AMORTIZE_COST_FINASSET,AMORTIZE_COST_FINLIAB,AMORTIZE_COST_NCFINASSET,AMORTIZE_COST_NCFINLIAB,APPOINT_FVTPL_FINASSET,APPOINT_FVTPL_FINLIAB,ASSET_BALANCE,ASSET_OTHER,ASSIGN_CASH_DIVIDEND,AVAILABLE_SALE_FINASSET,BOND_PAYABLE,BORROW_FUND,BUY_RESALE_FINASSET,CAPITAL_RESERVE,CIP,CONSUMPTIVE_BIOLOGICAL_ASSET,CONTRACT_ASSET,CONTRACT_LIAB,CONVERT_DIFF,CREDITOR_INVEST,CURRENT_ASSET_BALANCE,CURRENT_ASSET_OTHER,CURRENT_LIAB_BALANCE,CURRENT_LIAB_OTHER,DEFER_INCOME,DEFER_INCOME_1YEAR,DEFER_TAX_ASSET,DEFER_TAX_LIAB,DERIVE_FINASSET,DERIVE_FINLIAB,DEVELOP_EXPENSE,DIV_HOLDSALE_ASSET,DIV_HOLDSALE_LIAB,DIVIDEND_PAYABLE,DIVIDEND_RECE,EQUITY_BALANCE,EQUITY_OTHER,EXPORT_REFUND_RECE,FEE_COMMISSION_PAYABLE,FIN_FUND,FINANCE_RECE,FIXED_ASSET,FIXED_ASSET_DISPOSAL,FVTOCI_FINASSET,FVTOCI_NCFINASSET,FVTPL_FINASSET,FVTPL_FINLIAB,GENERAL_RISK_RESERVE,GOODWILL,HOLD_MATURITY_INVEST,HOLDSALE_ASSET,HOLDSALE_LIAB,INSURANCE_CONTRACT_RESERVE,INTANGIBLE_ASSET,INTEREST_PAYABLE,INTEREST_RECE,INTERNAL_PAYABLE,INTERNAL_RECE,INVENTORY,INVEST_REALESTATE,LEASE_LIAB,LEND_FUND,LIAB_BALANCE,LIAB_EQUITY_BALANCE,LIAB_EQUITY_OTHER,LIAB_OTHER,LOAN_ADVANCE,LOAN_PBC,LONG_EQUITY_INVEST,LONG_LOAN,LONG_PAYABLE,LONG_PREPAID_EXPENSE,LONG_RECE,LONG_STAFFSALARY_PAYABLE,MINORITY_EQUITY,MONETARYFUNDS,NONCURRENT_ASSET_1YEAR,NONCURRENT_ASSET_BALANCE,NONCURRENT_ASSET_OTHER,NONCURRENT_LIAB_1YEAR,NONCURRENT_LIAB_BALANCE,NONCURRENT_LIAB_OTHER,NOTE_ACCOUNTS_PAYABLE,NOTE_ACCOUNTS_RECE,NOTE_PAYABLE,NOTE_RECE,OIL_GAS_ASSET,OTHER_COMPRE_INCOME,OTHER_CREDITOR_INVEST,OTHER_CURRENT_ASSET,OTHER_CURRENT_LIAB,OTHER_EQUITY_INVEST,OTHER_EQUITY_OTHER,OTHER_EQUITY_TOOL,OTHER_NONCURRENT_ASSET,OTHER_NONCURRENT_FINASSET,OTHER_NONCURRENT_LIAB,OTHER_PAYABLE,OTHER_RECE,PARENT_EQUITY_BALANCE,PARENT_EQUITY_OTHER,PERPETUAL_BOND,PERPETUAL_BOND_PAYBALE,PREDICT_CURRENT_LIAB,PREDICT_LIAB,PREFERRED_SHARES,PREFERRED_SHARES_PAYBALE,PREMIUM_RECE,PREPAYMENT,PRODUCTIVE_BIOLOGY_ASSET,PROJECT_MATERIAL,RC_RESERVE_RECE,REINSURE_PAYABLE,REINSURE_RECE,SELL_REPO_FINASSET,SETTLE_EXCESS_RESERVE,SHARE_CAPITAL,SHORT_BOND_PAYABLE,SHORT_FIN_PAYABLE,SHORT_LOAN,SPECIAL_PAYABLE,SPECIAL_RESERVE,STAFF_SALARY_PAYABLE,SUBSIDY_RECE,SURPLUS_RESERVE,TAX_PAYABLE,TOTAL_ASSETS,TOTAL_CURRENT_ASSETS,TOTAL_CURRENT_LIAB,TOTAL_EQUITY,TOTAL_LIAB_EQUITY,TOTAL_LIABILITIES,TOTAL_NONCURRENT_ASSETS,TOTAL_NONCURRENT_LIAB,TOTAL_OTHER_PAYABLE,TOTAL_OTHER_RECE,TOTAL_PARENT_EQUITY,TRADE_FINASSET,TRADE_FINASSET_NOTFVTPL,TRADE_FINLIAB,TRADE_FINLIAB_NOTFVTPL,TREASURY_SHARES,UNASSIGN_RPOFIT,UNCONFIRM_INVEST_LOSS,USERIGHT_ASSET,OPINION_TYPE,OSOPINION_TYPE,LISTING_STATE,security_code,org_table,source,retrieved_at_utc
000938.SZ,000938,紫光股份,10005803,通用,2015-12-31,年报,2015年报,058001001,2016-04-30,2017-04-28,CNY,,987196993.13,1586820000.85,,371218366.62,,,,,,,,,0,,,1634883634.02,,,,460756602.86,56916607.32,,,,,,0,,0,,3500000,,25819510.36,205491591.91,,,12614078.49,,,35467005.8,,0,,,,,,56092514.51,,,,,,,1399561.91,,,,,95092622,332800.95,,,,1160644228.79,290072205.8,,,0,,,,,,72311852.46,,,2427723.12,,,303513842.89,782340181.28,,0,,6083319,0,,2335770852.72,1606404444.15,1348573859.59,19584443.3,,1164536334.04,,2403625.07,,,,,5908561.4,,,358591641.07,120177016.58,0,,,,,,,,,358011039.33,,,,,,,,206080000,,,215783818,,,6662077.83,,92727532.44,56589040.86,6283519406.59,4029980535.2,3386498922.85,2688028891.83,6283519406.59,3595490514.76,2253538871.39,208991591.91,394391447.82,120177016.58,2384515048.94,,,,,,460414579.6,,,标准无保留意见,,0,000938,RPT_F10_FINANCE_GBALANCE,eastmoney RPT_F10_FINANCE_GBALANCE,2026-09-10T08:40:29+00:00
000938.SZ,000938,紫光股份,10005803,通用,2014-12-31,年报,2014年报,058001001,2015-04-10,2016-04-30,CNY,,364239415.08,1182408654.01,,319757152.97,,,,,,,,,0,,,1098551853.44,,,,461697654.12,64356315.23,,,,,,0,,0,0,9310000,,22516618.39,121756386.85,,,19122807.23,,,,,0,0,,,,,50782354.95,,,,,,,1399561.91,,,,,83181922.79,818461.15,,,,822749946.92,302853814.55,,,0,,,,,,72891921.83,18249975,,2431706.16,,0,318891065.23,651962615,,0,0,,0,0,1663891047.02,1210496241.73,1299651631.94,28087587.72,,690040302.89,,,,,0,0,6484327.12,,,95443360.79,39519638.64,0,0,0,0,,,0,0,,220620290.6,,,,,,,,206080000,,,282951723.04,6200000,,4803465.31,,79586553.71,48436839.07,4669921936.49,2945348732.89,2416102049.35,2098303525.29,4669921936.49,2571618411.2,1724573203.6,155516361.85,96261821.94,39519638.64,1779412460.06,,,,,,342007949.34,,,标准无保留意见,,0,000938,RPT_F10_FINANCE_GBALANCE,eastmoney RPT_F10_FINANCE_GBALANCE,2026-09-10T08:40:29+00:00
000938.SZ,000938,紫光股份,10005803,通用,2013-12-31,年报,2013年报,058001001,2014-04-02,2015-04-10,CNY,,566652235.74,976888628.82,,285438157.06,,,,,,,,,0,,,244935897.51,,,,482704957.23,67683340.99,,,,,,0,,0,0,,,19483434.94,4067851.19,,,3665756.31,,,,,0,0,,,,,51478676.44,,,,,,,1399561.91,,,,,75564957.13,,,,,546041407.28,332510676.63,,,0,,,,,,131782401.45,30416631,,668725.63,,0,274597476.55,468927132.37,,0,0,,0,0,1383154793.44,981444611.62,816502557.7,4555982.8,,26161563,,,,,0,0,7060949.65,,,69458237.99,52755208.62,0,0,0,0,,,0,0,,236384923.7,,,,,,,,206080000,,,120500000,9375000,,4397199.61,,72973417.78,19357428.48,3221787662.18,2285553283.59,1882305816.58,1295622363.41,3221787662.18,1926165298.77,936234378.59,43859482.19,69458237.99,52755208.62,1021024886.86,,,,,,233104948.85,,,标准无保留意见,,0,000938,RPT_F10_FINANCE_GBALANCE,eastmoney RPT_F10_FINANCE_GBALANCE,2026-09-10T08:40:29+00:00
000938.SZ,000938,紫光股份,10005803,通用,2012-12-31,年报,2012年报,058001001,2013-04-02,2015-04-10,CNY,0,232486498.79,661300992.27,,212260108.94,,,,,,,,,0,0,0,263068808.58,,,,482704957.23,93503694.57,,,,,,0,0,0,0,0,,17196762.65,6602827.19,,,,,,,,0,0,,,,,47126845.93,0,,,,,,1399561.91,,,,,58019575.85,0,,,,472465619.73,262267231.34,,,0,,,0,0,,131848223.67,42583287,0,0,0,0,233333122.75,457062816.06,0,0,0,0,0,0,1013048068.97,671229093.58,780561570.18,9928101.31,0,40528732.35,,0,0,,0,0,7637829.23,,0,50438104.14,50739961.46,0,0,0,0,,,0,0,0,158164526.11,0,,0,0,0,0,0,206080000,0,,146000000,9875000,0,2177430.55,0,62878954.8,30628666.95,2691730550.67,1809662016.94,1454552379.55,1178117056.93,2691730550.67,1513613493.74,882068533.73,59061114.19,50438104.14,50739961.46,944783934.18,0,,0,,,152591289.8,0,,标准无保留意见,,0,000938,RPT_F10_FINANCE_GBALANCE,eastmoney RPT_F10_FINANCE_GBALANCE,2026-09-10T08:40:29+00:00
000938.SZ,000938,紫光股份,10005803,通用,2011-12-31,年报,2011年报,058001001,2012-04-06,2013-04-02,CNY,0,273863067.63,394983139.3,,221747703.99,,,,,,,,,0,0,,60310000,,,,439317080.79,64354767.13,,,,,,0,0,0,0,,,20472866.88,8989147.19,,,,,,,,0,,,,,,35040494.67,,,,,,,81948.4,,,,,58056087.26,,,,,333044990.71,269929391.9,,,0,,,0,,,338122531.86,54749943,,,,,90218795.7,420759543.82,,0,0,,0,0,742948422.31,395526139.3,469085354.68,543000,,,,2209636.8,49554.13,,,,8190154,,,68155844.85,56974509.59,0,0,,,,,,,,68024720.42,,,,,,,,206080000,,,110000000,14575000,,1544213.56,,55647393.84,17202642.2,2131097782.74,1276539540.64,1161648381.04,891135311.51,2131097782.74,1239962471.23,854558242.1,78314090.19,68155844.85,56974509.59,800916515.81,,,,,,99872041.18,,,标准无保留意见,,0,000938,RPT_F10_FINANCE_GBALANCE,eastmoney RPT_F10_FINANCE_GBALANCE,2026-09-10T08:40:29+00:00
000938.SZ,000938,紫光股份,10005803,通用,2010-12-31,年报,2010年报,058001001,2011-03-31,2012-04-06,CNY,,285248562.67,445435536.96,,216692651.24,,,,,,,,,,,,84727400,,,,458314042.91,22259329.63,,,,,,,0,,0,,,17738580.1,12651757.19,,,,,,,,,,,,,,45864044.84,,,,,,,,,,,,81280464.39,,,,,273225054.95,407594750.85,,,,,,,,,250912206.05,66916600,,,,,88767070.84,261159722.65,,,,,,,630237956.39,445435536.96,344989393.72,,,,,4961142.74,52254.13,,,,,,,45242912.11,85067456.5,,,,,,,,,,50072538.46,,,,,,,,206080000,,,155000000,10925000,,1523113.73,,52306045.37,8920224.48,2030298228.12,1119921452.26,1057669112.08,882135758.85,2030298228.12,1148162469.27,910376775.86,90493357.19,45242912.11,85067456.5,793368688.01,,,,,,76668599.73,,,标准无保留意见,,0,000938,RPT_F10_FINANCE_GBALANCE,eastmoney RPT_F10_FINANCE_GBALANCE,2026-09-10T08:40:29+00:00
000938.SZ,000938,紫光股份,10005803,通用,2009-12-31,年报,2009年报,058001001,2011-03-31,2011-03-31,CNY,,259002130.61,323863385.65,,159443929.74,,,,,,,,,,,,109462500,,,,479274780.4,174004336.53,,,,,,,0,,0,,,15736273.1,16337028.59,,,,,,,,,,,,,,47674125.64,,,,,,,,,,,,71829915.81,97200,,,,334915169.33,182918465.12,,,,,,,,,216776358.17,110000000,,,,,71993728.43,271579065.71,,,,,,,581212537.56,323863385.65,322210406.95,,,,,,120862.13,,,,,,,38007293.57,133259354.5,,,,,,,,,,99206309.89,,,,,,,,206080000,,,175310000,12525000,,2183249.89,,48983889.3,12278564.73,1981225259.45,1162823285.08,968653637.62,873709593.24,1981225259.45,1107515666.21,818401974.37,138862028.59,38104493.57,133259354.5,801715864.81,,,,,,67377195.11,,,标准无保留意见,,0,000938,RPT_F10_FINANCE_GBALANCE,eastmoney RPT_F10_FINANCE_GBALANCE,2026-09-10T08:40:29+00:00
000938.SZ,000938,紫光股份,10005803,通用,2008-12-31,年报,2008年报,058001001,2010-03-20,2010-03-20,CNY,,378821939.81,278175056.76,,106141619.7,,,,,,,,,,,,73598400,,,,451833885.63,54670253.96,,,,,,,0,,0,,,18519559.77,10899091.42,,,,,,,,,,,,,,113131337.16,,,,,,,1268233.44,,,,,555698249.07,,,,,259428369.97,,,,,,,,,,260416266.63,,,1022589.53,,,261901401.38,273342457.87,,,,,,,635541823.88,278246056.76,256719884.07,71000,,,,,1266790.66,,,,,,,54777090.74,81998848.68,,,,,,,,,,240842667.57,,,,,,,,206080000,,,381000000,11130000,,4199856.28,,43286002.2,5537906.93,2212183290.41,1133858400.85,1188465088.19,1001689110.8,2212183290.41,1210494179.61,1078324889.56,22029091.42,54777090.74,81998848.68,739787709.42,,,,,,38587821.59,,,标准无保留意见,,0,000938,RPT_F10_FINANCE_GBALANCE,eastmoney RPT_F10_FINANCE_GBALANCE,2026-09-10T08:40:29+00:00
000938.SZ,000938,紫光股份,10005803,通用,2007-12-31,年报,2007年报,058001001,2009-02-27,2009-02-27,CNY,,309557984.64,283375804.88,,110325090.05,,,,,,,,,,,,,,,,384100997.34,27023833.51,,,,,,,0,,0,,,16666840.1,,,,,,,420000,1685016.67,,,,,,,104203581.47,,,,,,,1268233.44,,,,,434738501.9,,,,,264890841.86,,,,,,,,,,203519973.31,160000000,,784930.58,,,160394612.89,275604969.64,,,,,,,605480292.05,285375804.88,295922307.41,2000000,,,,38678.96,226702.58,,,,,,,25121462.57,98498099.11,,,,,,,,,,238637080.4,,,,,,,,206080000,,,226000000,7405126.83,,2379011.29,,40225151.94,1372969.03,1952936385.83,1164730491.52,971325527.57,814205731.43,1952936385.83,1138730654.4,788205894.31,167405126.83,25541462.57,100183115.78,653811118.54,,,,,,23404969.26,,,标准无保留意见,,0,000938,RPT_F10_FINANCE_GBALANCE,eastmoney RPT_F10_FINANCE_GBALANCE,2026-09-10T08:40:29+00:00
000938.SZ,000938,紫光股份,10005803,通用,2006-12-31,年报,2006年报,058001001,2008-03-31,2008-03-31,CNY,,219387851.52,434122662.82,,40404053.43,,,,,,,,,,,,,,,,384266760.07,14621246.91,,,,,,,0,,0,,,13987001.19,,,,,,,,1685016.67,,,,,,,115171775.42,,,,,,,1268233.43,,,,,235389892.34,,,,,223180406.7,,,,,,,,,,263217351.52,200000000,,1396075.4,,,82954358.36,189953458.97,,,,,,,745974033.54,435553124.82,526586182.02,1430462,,,,203098.8,1824455.81,,,,,,,19092791.43,51819946.14,,,,,,,,,,235647979.32,,,,,,,,206080000,,,40000000,3330275.95,,8047567.75,,38724789.83,2493811.19,1783094607.63,1138043031.42,857836713.15,721927618.53,1783094607.63,1061166989.1,645051576.21,203330275.95,19092791.43,53504962.81,638973260.17,,,,,,9901710.27,,,标准无保留意见,,0,000938,RPT_F10_FINANCE_GBALANCE,eastmoney RPT_F10_FINANCE_GBALANCE,2026-09-10T08:40:29+00:00
000938.SZ,000938,紫光股份,10005803,通用,2005-12-31,年报,2005年报,058001001,2007-04-06,2007-04-06,CNY,,198627921.88,403428117.36,,71833010.83,,,,,,,,,0,,,,,,,387472667.65,753976.49,,,,,,0,496387.8,0,182538.09,,,,,,,,,,,2333250,,,,,,,53885921.36,,,,,,,,,,,,39264209.79,,,,,396542457.48,,,,0,0,,,,,215281980.55,,,361178.67,,,72244515.43,167343952.1,,0,,,0,,650009382.21,405716253.36,451381460.33,2288136,,,,,,,,,,,,29184608,107616623.85,0,,,,,,,,,241360306.54,,,,,,,,206080000,,,176000000,6367907.87,,6228896.26,,36923950.86,5542357.6,1630956497.99,1321409231.13,938980792.99,685607797.13,1630956497.99,945348700.86,309547266.86,6367907.87,29184608,109949873.85,613363281.7,,,,,,-17113336.81,,,标准无保留意见,,0,000938,RPT_F10_FINANCE_GBALANCE,eastmoney RPT_F10_FINANCE_GBALANCE,2026-09-10T08:40:29+00:00
000938.SZ,000938,紫光股份,10005803,通用,2004-12-31,年报,2004年报,058001001,2006-04-15,2006-04-15,CNY,,182330606.23,277164242.63,,137949408.67,,,,,,,,,0,,,,,,,383253828.69,4527200.93,,,,,,0,268244.78,0,393082.06,,,,,,,,,,,1216339.72,,,,,,,49202409.41,,,,,,,,,,,,40867202.61,,,,,507382926.07,,,,0,0,,,,,273407091.71,,,816175.08,,,65612956.55,275327754.51,,0,,40000000,0,,566568425.6,284655582.38,384237819.37,7491339.75,,,,,,,,,,,,13488740.7,99542062.5,0,,,,,,,,,197124480.45,,,,,,,,206080000,,,257000000,6111560.59,,4031951.27,,36923950.86,-12564533.73,1734337470.15,1365517390.41,1006867074.57,721358834.99,1734337470.15,1012978635.16,368820079.74,6111560.59,13488740.7,100758402.22,655745878.44,,,,,,29488098.89,,,标准无保留意见,,0,000938,RPT_F10_FINANCE_GBALANCE,eastmoney RPT_F10_FINANCE_GBALANCE,2026-09-10T08:40:29+00:00
000938.SZ,000938,紫光股份,10005803,通用,2003-12-31,年报,2003年报,058001001,2005-03-18,2005-03-18,CNY,,192155539.56,273221447.02,,45246003.83,,,,,,,,,0,,,,,,,383253828.69,,,,,,,0,1092912.6,0,548930.48,,,,,,,,,,,,,,,,,,54072615.51,,,,,,,,,,,,44810706.01,,,,,329552268.24,,,,0,0,,,,,249035274.25,40000000,,918107.38,,,67266563.08,336534144.17,,0,,19000000,0,,567238977.38,315814129.92,375083437.82,42592682.9,,,,,,,,,,,,29120375.44,152520874.4,0,,,,,,,,,158967850.17,,,,,,,,206080000,,,215800000,4838761.36,,6242740.56,,31763649.12,-2523570.57,1643318882.65,1294482179.5,880673457.12,717806664.17,1643318882.65,925512218.48,348836703.15,44838761.36,29120375.44,152520874.4,650540101.09,,,,,,29442623.28,,,标准无保留意见,,0,000938,RPT_F10_FINANCE_GBALANCE,eastmoney RPT_F10_FINANCE_GBALANCE,2026-09-10T08:40:29+00:00
000938.SZ,000938,紫光股份,10005803,通用,2002-12-31,年报,2002年报,058001001,2004-03-13,2004-03-13,CNY,,227629272.66,173383309.18,,64619482.69,,,,,,,,,0,,,,,,,379712057.51,,,,,,,0,173485.1,0,1549135.28,,,,,,,,,,,1441161.53,,,,,,,37894236.67,,,,,,,,,,,,2470033.01,,139700,,,405340851.77,,,,0,0,,,,,229475131.99,59000000,,520173.9,,,87917979.35,271746054.99,,0,,7000000,0,,362454651.52,173649309.18,134825378.86,266000,,,,,,,,,,,,17411379.21,260225875.52,0,,,,,,,,,126720154.43,,,,,,,,206080000,,,272500000,560000,,8905384.72,,27543327.96,1998403.26,1509796168.09,1239436592.52,736438436.68,713797731.41,1509796168.09,795998436.68,270359575.57,59560000,17411379.21,261806737.05,625879752.06,,,,,,12544366.59,,,标准无保留意见,,0,000938,RPT_F10_FINANCE_GBALANCE,eastmoney RPT_F10_FINANCE_GBALANCE,2026-09-10T08:40:29+00:00
000938.SZ,000938,紫光股份,10005803,通用,2001-12-31,年报,2001年报,058001001,2003-03-07,2003-03-07,CNY,,48268074.33,77140352.23,,77058151.22,,,,,,,,,0,,,,,,,366921046.82,56852,,,,,,0,297189.04,0,635426.33,,,,,,,,,,,224900,,,,,,,65780582.92,,,,,,,,,,,,12346003.89,,,,,208001500.42,,,,0,0,,,,,249244665.97,52500000,3000000,2451965.91,,,35923725.99,288565238.64,,0,,4000000,0,,192505674.33,77140352.23,144237600,,,,,,,,,,,,,7546891.49,9756011.59,0,,,,,5000000,,,,108290068.87,,,,,,,,206080000,,,30000000,640000,,7506394.06,,25539251.7,2770707.94,1022155331.48,692275260.79,322023245.37,638992086.11,1022155331.48,383163245.37,329880070.69,61140000,7546891.49,9980911.59,603068360.12,,,,,,4528061.6,,,标准无保留意见,,0,000938,RPT_F10_FINANCE_GBALANCE,eastmoney RPT_F10_FINANCE_GBALANCE,2026-09-10T08:40:29+00:00
000938.SZ,000938,紫光股份,10005803,通用,2000-12-31,年报,2000年报,058001001,2002-03-15,2002-03-15,CNY,,85290033.33,129512912.32,,53873806.07,,,,,,,,,0,,,,,,,356451168.12,,,,,,,0,317409.16,0,2571173.1,,,,,,,,,,62528018.78,,,,,,,,76090748.2,,,,,,,,,,,,33010608.34,,,,,251489919.29,,,,0,0,,,,,111551892.03,56500000,3000000,5119796.43,,,78712233.95,313500673.7,,0,,,0,,85290033.33,129512912.32,,,,,,,80000,,,,,,,7306634.65,11860267.57,0,,,,,,,,,149424343.95,,,,,,,,206080000,,,90000000,,,4150226.77,,25341127.08,23333640.89,1081878570.99,856105525.99,329133533.59,693245037.4,1081878570.99,388633533.59,225773045,59500000,69834653.43,11860267.57,614532803.45,,,,,,26660508.25,,,标准无保留意见,,0,000938,RPT_F10_FINANCE_GBALANCE,eastmoney RPT_F10_FINANCE_GBALANCE,2026-09-10T08:40:29+00:00
000938.SZ,000938,紫光股份,10005803,通用,1999-12-31,年报,1999年报,058001001,2001-03-20,2001-03-20,CNY,,14348255.68,,,33418604.42,,,,,,,,,0,,,,,,,420851168.12,,,,,,,54422862.41,143804.68,0,1198263.2,,,,,,,,,,4147293.88,,,,,,,,,,,,,,,,,,,,4943408,,,,,150771115.7,,,,0,0,,,,,5600000,,,1452833.79,,,17787567.5,452250488.84,,49984217.92,,,,,14348255.68,,,,,,,,,,,,,,,10091389.82,,0,,,,,,,,,33007625.87,,,,,,,,128800000,,,100000000,,,1096647.69,,10934307.7,11353615.52,797438076.62,740401024.91,175654070.21,621784006.41,797438076.62,175654070.21,57037051.71,,14238683.7,,603996438.91,49805127.41,,,,,43410963.09,,,标准无保留意见,,0,000938,RPT_F10_FINANCE_GBALANCE,eastmoney RPT_F10_FINANCE_GBALANCE,2026-09-10T08:40:29+00:00
000938.SZ,000938,紫光股份,10005803,通用,1998-12-31,年报,1998年报,058001001,2000-03-10,2000-03-10,CNY,,21419203.21,34706794.28,,22080335.16,,,,,,,,,0,,,,,,,,,,,,,,49083060.19,1393157.22,0,2688612.99,,,,,,,,,,41110312.94,,,,,,,,,,,,,,,,,,,,4395004,,,,,111649961.19,,,,0,0,,,,,,30000000,,1302912.79,,,15656302.04,20490519.19,,28394834.44,,,0,,21419203.21,34706794.28,,,,,,,,,,,,,,8205257.88,,74700932.15,,,,,,,,,30782984.09,,,,,,,,,,,21200000,,,273102,,,5763370.74,243097429.11,213399681.88,122740194.92,90357234.19,243097429.11,152740194.92,29697747.23,30000000,49315570.82,,74700932.15,,,,,,,,,,,0,000938,RPT_F10_FINANCE_GBALANCE,eastmoney RPT_F10_FINANCE_GBALANCE,2026-09-10T08:40:29+00:00
000938.SZ,000938,紫光股份,10005803,通用,1997-12-31,年报,1997年报,058001001,1999-08-23,1999-08-23,CNY,,6351868.77,25847807.37,,38274758.01,,,,,,,,,0,,,,,,,,,,,,,,4631171.08,1859033.13,0,1093229.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4785000,,,,,76956689.69,,,,0,0,,,,,600000,25300000,,,,,3593090.02,11011857.08,,20191028.64,,,0,,6351868.77,25847807.37,,,,,,15239,,,,,,,,16477615.75,,61990627.23,,,,,,,,,27830075.39,,,,,,,,,,,14100000,,,2741984.18,,,3804727.72,173727901.38,148151872.74,82844184.13,65583717.25,173727901.38,108144184.13,25576028.64,25300000,16477615.75,,61990627.23,,,,,,,,,,,0,000938,RPT_F10_FINANCE_GBALANCE,eastmoney RPT_F10_FINANCE_GBALANCE,2026-09-10T08:40:29+00:00
000938.SZ,000938,紫光股份,10005803,通用,1996-12-31,年报,1996年报,058001001,1999-08-23,1999-08-23,CNY,,8593119.55,13541465.57,,19936322.22,,,,,,,,,0,,,,,,,,,,,,,,2538552.17,1646407.54,0,716061.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44209134.16,,,,0,0,,,,,650000,15800000,,,,,,6510862.81,,6718763.09,,,0,,8593119.55,13541465.57,,,,,,14246.5,,,,,,,266931.24,3374177.74,,28252082.94,,,,,,,,,18344332.79,,,,,,,,,,,13600000,,,990935.04,,,2644134.45,94173764.63,86805001.54,49854750.45,28252082.94,94173764.63,65921681.69,7368763.09,16066931.24,3374177.74,,28252082.94,,,,,,,,,,,0,000938,RPT_F10_FINANCE_GBALANCE,eastmoney RPT_F10_FINANCE_GBALANCE,2026-09-10T08:40:29+00:00
300919.SZ,300919,中伟新材,10000067708,通用,2025-12-31,年报,2025年报,058001001,2026-03-31,2026-08-25,CNY,,5811330982.16,6632671426.37,,,,,,,,,,,0,,,,717143602.38,,,17744719779.54,2023955399.26,,,230367065.61,,,0,,0,,409815346,,75073398.44,212078620.61,11114500.63,714437228.6,,,,,,0,,,,,223008339.15,28571427117.76,,,,,,,1393165217.57,,,,,3750494760.97,,,,,14663597580.44,,9667143.41,,0,,,,,,3865575231.15,15063014257.63,,29927498.36,,,9487092199.34,10336333332.95,,0,,6384894570.82,0,,15669074497.11,7303794941.92,9857743514.95,671123515.55,,-388316366.49,,2702426674.01,11022710,592352918.09,,700000000,1288260603.71,68171539.86,1673999143.86,,,0,,700000000,,,23641406.9,,,,1827413358.73,,,,,,,,1042253858,,,5827159994.47,,10752182.12,391346928.56,,490396665.93,254436328.49,81607864724.07,39923436948.66,29876319494.94,33622185708.34,81607864724.07,47985679015.73,41684427775.41,18109359520.79,393580171.28,1726013797.79,24135093509,,1129734423.04,,,1086635035.99,5621922425.89,,26024090.24,标准无保留意见,,0,300919,RPT_F10_FINANCE_GBALANCE,eastmoney RPT_F10_FINANCE_GBALANCE,2026-09-10T08:40:29+00:00
300919.SZ,300919,中伟新材,10000067708,通用,2024-12-31,年报,2024年报,058001001,2025-04-12,2026-03-31,CNY,,3858964268.72,4332726218.52,,,,,,,,,,,0,,,,824087035.45,,,14547309481.4,5217156690.65,,,586566967.64,,,0,,0,,391653160.71,,249447088.33,343254527.14,148554333.28,100496997.84,,,,,,0,,,,,453532626.88,23754988308.8,,,,,,,1424799232.77,,,,,2250671817.94,,,,,9826363829.69,,25824155.91,,0,,,,,,4061683064.34,15787650613.69,,21245922.29,,,9347814871.63,11188987853.63,,0,,8424683535.15,0,,10249418464.3,4652278930.89,6390454195.58,319552712.37,,67907687.71,,2951807018.66,161580625.31,521960169.92,,,1729108440.53,28000000,2122526669.53,,,0,,,,,,,,,1800338149.49,,,,,,,,937089814,,,3609131985.29,,7313293.88,343955528.08,,385433403.66,170711624.21,73023031322.31,33718431493.6,24039468990.44,29488566169.44,73023031322.31,43534465152.87,39304599828.71,19494996162.43,392923262.62,684414939.53,20140751297.81,,2012153811.55,,,504094110.12,4699791727.28,,45539093.14,标准无保留意见,,0,300919,RPT_F10_FINANCE_GBALANCE,eastmoney RPT_F10_FINANCE_GBALANCE,2026-09-10T08:40:29+00:00
