SECUCODE,SECURITY_CODE,SECURITY_NAME_ABBR,ORG_CODE,ORG_TYPE,REPORT_DATE,REPORT_TYPE,REPORT_DATE_NAME,SECURITY_TYPE_CODE,NOTICE_DATE,UPDATE_DATE,CURRENCY,SALES_SERVICES,DEPOSIT_INTERBANK_ADD,LOAN_PBC_ADD,OFI_BF_ADD,RECEIVE_ORIGIC_PREMIUM,RECEIVE_REINSURE_NET,INSURED_INVEST_ADD,DISPOSAL_TFA_ADD,RECEIVE_INTEREST_COMMISSION,BORROW_FUND_ADD,LOAN_ADVANCE_REDUCE,REPO_BUSINESS_ADD,RECEIVE_TAX_REFUND,RECEIVE_OTHER_OPERATE,OPERATE_INFLOW_OTHER,OPERATE_INFLOW_BALANCE,TOTAL_OPERATE_INFLOW,BUY_SERVICES,LOAN_ADVANCE_ADD,PBC_INTERBANK_ADD,PAY_ORIGIC_COMPENSATE,PAY_INTEREST_COMMISSION,PAY_POLICY_BONUS,PAY_STAFF_CASH,PAY_ALL_TAX,PAY_OTHER_OPERATE,OPERATE_OUTFLOW_OTHER,OPERATE_OUTFLOW_BALANCE,TOTAL_OPERATE_OUTFLOW,OPERATE_NETCASH_OTHER,OPERATE_NETCASH_BALANCE,NETCASH_OPERATE,WITHDRAW_INVEST,RECEIVE_INVEST_INCOME,DISPOSAL_LONG_ASSET,DISPOSAL_SUBSIDIARY_OTHER,REDUCE_PLEDGE_TIMEDEPOSITS,RECEIVE_OTHER_INVEST,INVEST_INFLOW_OTHER,INVEST_INFLOW_BALANCE,TOTAL_INVEST_INFLOW,CONSTRUCT_LONG_ASSET,INVEST_PAY_CASH,PLEDGE_LOAN_ADD,OBTAIN_SUBSIDIARY_OTHER,ADD_PLEDGE_TIMEDEPOSITS,PAY_OTHER_INVEST,INVEST_OUTFLOW_OTHER,INVEST_OUTFLOW_BALANCE,TOTAL_INVEST_OUTFLOW,INVEST_NETCASH_OTHER,INVEST_NETCASH_BALANCE,NETCASH_INVEST,ACCEPT_INVEST_CASH,SUBSIDIARY_ACCEPT_INVEST,RECEIVE_LOAN_CASH,ISSUE_BOND,RECEIVE_OTHER_FINANCE,FINANCE_INFLOW_OTHER,FINANCE_INFLOW_BALANCE,TOTAL_FINANCE_INFLOW,PAY_DEBT_CASH,ASSIGN_DIVIDEND_PORFIT,SUBSIDIARY_PAY_DIVIDEND,BUY_SUBSIDIARY_EQUITY,PAY_OTHER_FINANCE,SUBSIDIARY_REDUCE_CASH,FINANCE_OUTFLOW_OTHER,FINANCE_OUTFLOW_BALANCE,TOTAL_FINANCE_OUTFLOW,FINANCE_NETCASH_OTHER,FINANCE_NETCASH_BALANCE,NETCASH_FINANCE,RATE_CHANGE_EFFECT,CCE_ADD_OTHER,CCE_ADD_BALANCE,CCE_ADD,BEGIN_CCE,END_CCE_OTHER,END_CCE_BALANCE,END_CCE,NETPROFIT,ASSET_IMPAIRMENT,FA_IR_DEPR,OILGAS_BIOLOGY_DEPR,IR_DEPR,IA_AMORTIZE,LPE_AMORTIZE,DEFER_INCOME_AMORTIZE,PREPAID_EXPENSE_REDUCE,ACCRUED_EXPENSE_ADD,DISPOSAL_LONGASSET_LOSS,FA_SCRAP_LOSS,FAIRVALUE_CHANGE_LOSS,FINANCE_EXPENSE,INVEST_LOSS,DEFER_TAX,DT_ASSET_REDUCE,DT_LIAB_ADD,PREDICT_LIAB_ADD,INVENTORY_REDUCE,OPERATE_RECE_REDUCE,OPERATE_PAYABLE_ADD,OTHER,OPERATE_NETCASH_OTHERNOTE,OPERATE_NETCASH_BALANCENOTE,NETCASH_OPERATENOTE,DEBT_TRANSFER_CAPITAL,CONVERT_BOND_1YEAR,FINLEASE_OBTAIN_FA,UNINVOLVE_INVESTFIN_OTHER,END_CASH,BEGIN_CASH,END_CASH_EQUIVALENTS,BEGIN_CASH_EQUIVALENTS,CCE_ADD_OTHERNOTE,CCE_ADD_BALANCENOTE,CCE_ADDNOTE,OPINION_TYPE,OSOPINION_TYPE,MINORITY_INTEREST,USERIGHT_ASSET_AMORTIZE,security_code,org_table,source,retrieved_at_utc
000938.SZ,000938,紫光股份,10005803,通用,2015-12-31,年报,2015年报,058001001,2016-04-30,2017-04-28,CNY,16667436988.73,,,,,,,,,,0,,5438038.63,28877999.38,0,0,16701753026.74,16040283165.42,,,,,,170659897.84,167133175.19,230498408.61,0,0,16608574647.06,0,0,93178379.68,88465223.5,4528464.08,15250,5134740.74,,788193.24,0,0,98931871.56,19891330.5,103096100,,,,49688.76,0,0,123037119.26,0,0,-24105247.7,550000,550000,1423162335.36,,206900000,0,0,1630612335.36,1502496896.4,114987007.81,24554080.94,,,0,0,0,1617483904.21,0,0,13128431.15,1007757.5,0,0,83209320.63,651962615,,0,735171935.63,202547834.62,25531380.26,15740739.56,15740739.56,,5934696.81,641453.04,,,,111734.37,,,69297677.72,-78459310.94,-3302891.97,-3302891.97,,,-338277724.17,-551036278.84,791617314.87,-47168245.65,,0,93178379.68,,,,,735171935.63,651962615,,,,,83209320.63,标准无保留意见,,,,000938,RPT_F10_FINANCE_GCASHFLOW,eastmoney RPT_F10_FINANCE_GCASHFLOW,2026-09-10T08:40:32+00:00
000938.SZ,000938,紫光股份,10005803,通用,2014-12-31,年报,2014年报,058001001,2015-04-10,2016-04-30,CNY,13661609181.17,,,,,,,,,,0,,943421.22,100069726.06,0,0,13762622328.45,13220985827.54,,,,,,119007035.65,120896484.54,180917763.07,0,0,13641807110.8,0,0,120815217.65,49994108.6,5044946.58,94400,,,,0,0,55133455.18,29407756.47,25896298.4,,,,76547.94,0,0,55380602.81,0,0,-247147.63,12290000,12290000,1990033036.81,,,0,0,2002323036.81,1839747969.77,99888445.56,20876333.91,,,0,0,0,1939636415.33,0,0,62686621.48,-219208.87,0,0,183035482.63,468927132.37,,0,651962615,172227044.59,33513153.97,14629740.29,14629740.29,,3935998.67,204233.95,,,,-1829771.57,,,69086503.67,-58047074.16,-3033183.45,-3033183.45,,,-266335891.48,-214061585.41,370526048.58,,0,0,120815217.65,,,,0,651962615,468927132.37,,,,,183035482.63,标准无保留意见,,,,000938,RPT_F10_FINANCE_GCASHFLOW,eastmoney RPT_F10_FINANCE_GCASHFLOW,2026-09-10T08:40:32+00:00
000938.SZ,000938,紫光股份,10005803,通用,2013-12-31,年报,2013年报,058001001,2014-04-02,2015-04-10,CNY,10173750486.1,,,,,,,,,,0,,311864.39,38779293.23,0,0,10212841643.72,9759609247.24,,,,,,82448769.18,108081872.42,138870613.07,0,0,10089010501.91,0,0,123831141.81,4341281.56,23046574.53,358446.45,,,,0,0,27746302.54,31390593.21,500000,,,,,0,0,31890593.21,0,0,-4144290.67,5000000,5000000,707360000,,,0,0,712360000,745026656,75141862.48,13631759.74,,,0,0,0,820168518.48,0,0,-107808518.48,-14016.35,0,0,11864316.31,457062816.06,,0,468927132.37,140428235.57,11872094.79,12659110.92,12659110.92,,3409268.31,37888.64,,,,-10683.98,,,51633310.21,-23049054.9,-2286672.29,-2286672.29,,,-72000804.15,-452114988.34,453253437.03,,0,0,123831141.81,,,,0,468927132.37,457062816.06,,,,,11864316.31,标准无保留意见,,,,000938,RPT_F10_FINANCE_GCASHFLOW,eastmoney RPT_F10_FINANCE_GCASHFLOW,2026-09-10T08:40:32+00:00
000938.SZ,000938,紫光股份,10005803,通用,2012-12-31,年报,2012年报,058001001,2013-04-02,2014-04-02,CNY,7436576757.91,,,,,,,,,,,,3617433.1,38863743.87,0,0,7479057934.88,7342275963.97,,,,,,63110275.95,69289908.25,134269173.86,0,0,7608945322.03,,0,-129887387.15,27791488,25817213.74,514705.74,-4000716.08,,,0,0,50122691.4,37682250.7,32666000,,15135875.2,,,0,0,85484125.9,,0,-35361434.5,232554000,232554000,421000000,,,,0,653554000,403166656,48836435.6,4428970.38,,,,0,0,452003091.6,,0,201550908.4,1185.49,,0,36303272.24,420759543.82,,0,457062816.06,89097324.95,27142162.8,11396765.95,11396765.95,,2371428.19,,,,,78627.73,,,34998754.37,-39958537.92,3276104.23,3276104.23,,,-139822704,-375420866.09,256953552.64,,0,0,-129887387.15,,,,,457062816.06,420759543.82,,,,,36303272.24,标准无保留意见,,,,000938,RPT_F10_FINANCE_GCASHFLOW,eastmoney RPT_F10_FINANCE_GCASHFLOW,2026-09-10T08:40:32+00:00
000938.SZ,000938,紫光股份,10005803,通用,2011-12-31,年报,2011年报,058001001,2012-04-06,2013-04-02,CNY,6110875490.44,,,,,,,,,,,,129036.97,103850547.02,0,0,6214855074.43,5796622361.54,,,,,,47254108.68,61577323.52,155646171.9,0,0,6061099965.64,,0,153755108.79,12923213,10215594.07,275213,257968653.48,,,0,0,281382673.55,78603628.38,106819213,,2811390.2,,,0,0,188234231.58,,0,93148441.97,13361928.39,,428000000,,,,0,441361928.39,477166657,51340962.53,2093639.88,,,,0,0,528507619.53,,0,-87145691.14,-158038.45,,0,159599821.17,261159722.65,,0,420759543.82,44381480.47,35215095.38,16719110.38,16719110.38,,8164616.36,,,,,-432735.14,,,32989554.34,-33014833.43,-2734286.78,-2734286.78,,,-54323735.52,-69183249.35,175974092.08,,0,0,153755108.79,,,,,420759543.82,261159722.65,,,,,159599821.17,标准无保留意见,,1350290.55,,000938,RPT_F10_FINANCE_GCASHFLOW,eastmoney RPT_F10_FINANCE_GCASHFLOW,2026-09-10T08:40:32+00:00
000938.SZ,000938,紫光股份,10005803,通用,2010-12-31,年报,2010年报,058001001,2011-03-31,2012-04-06,CNY,4903344510.58,,,,,,,,,,,,493413.71,81060772.25,,,4984898696.54,4639595351.49,,,,,,47417287.48,60120292.21,80549476.52,,,4827682407.7,,,157216288.84,38028956.32,2708700,247889,9993728.73,,,,,50979274.05,52940435.34,31064560,,22349088.46,,,,,106354083.8,,,-55374809.75,,,293000000,,,,,293000000,356393400,48777173.42,,,,,,,405170573.42,,,-112170573.42,-90248.73,,,-10419343.06,271579065.71,,,261159722.65,35660032.42,28343759.97,6217434.49,6217434.49,,10398124.51,,,,,-6682.67,98439.39,,28703019.41,-49270315.15,-5687578.4,-2002307,-3685271.4,,54082442.65,-83941070.55,132618682.77,,,,157216288.84,,,,,261159722.65,271579065.71,,,,,-10419343.06,标准无保留意见,,2438471.73,,000938,RPT_F10_FINANCE_GCASHFLOW,eastmoney RPT_F10_FINANCE_GCASHFLOW,2026-09-10T08:40:32+00:00
000938.SZ,000938,紫光股份,10005803,通用,2009-12-31,年报,2009年报,058001001,2011-03-31,2011-03-31,CNY,4660140743.44,,,,,,,,,,,,2406040.68,495893394.72,,,5158440178.84,4375446927.81,,,,,,62086738.24,62434543.23,250309397.65,,,4750277606.93,,,408162571.91,73700000,11652084.93,1339112.61,20567103.4,,,,,107258300.94,193076900.18,90205000,,186218357.49,,,,,469500257.67,,,-362241956.73,81750000,200000,576620000,,,,,658370000,666310000,39629328.8,14464672.75,,,,,,705939328.8,,,-47569328.8,-114678.54,,,-1763392.16,273342457.87,,,271579065.71,34929138.82,33077807.14,14567331.3,14567331.3,,16571199.49,693526.14,,,,721947.43,101142.22,,24823286.31,-100207997.84,2783286.67,2783286.67,,,-89534590.8,611620966.96,-141984471.93,,,,408162571.91,,,,,271579065.71,273342457.87,,,,,-1763392.16,标准无保留意见,,2940946.02,,000938,RPT_F10_FINANCE_GCASHFLOW,eastmoney RPT_F10_FINANCE_GCASHFLOW,2026-09-10T08:40:32+00:00
000938.SZ,000938,紫光股份,10005803,通用,2008-12-31,年报,2008年报,058001001,2010-03-20,2010-03-20,CNY,4266673403.33,,,,,,,,,,,,13329036.7,192390159.86,,,4472392599.89,3885210174.65,,,,,,60307795.9,69000681.74,325038223.17,,,4339556875.46,,,132835724.43,48722575.87,5774910.57,4598003.35,4830842.48,,,,,63926332.27,184938811.04,71050000,,,,13418.88,,,256002229.92,,,-192075897.65,130513468,11903468,738800000,,498697.5,,,869812165.5,743800000,68942247.52,7045698.56,,,,,,812742247.52,,,57069917.98,-92256.53,,,-2262511.77,275604969.64,,,273342457.87,41916617.11,45551508.89,16879380.67,16879380.67,,23271122.83,336667.25,,,,324284.12,69093.69,,34608933.6,-57404666.9,-1852719.67,-1852719.67,,,2014205.67,5886887.25,20990847.38,243562.54,,,132835724.43,,,,,273342457.87,275604969.64,,,,,-2262511.77,标准无保留意见,,11308114.52,,000938,RPT_F10_FINANCE_GCASHFLOW,eastmoney RPT_F10_FINANCE_GCASHFLOW,2026-09-10T08:40:32+00:00
000938.SZ,000938,紫光股份,10005803,通用,2007-12-31,年报,2007年报,058001001,2009-02-27,2009-02-27,CNY,4709869174.8,,,,,,,,,,,,3089484.39,274804175.83,,,4987762835.02,4471378873.66,,,,,,49453201.83,44055254.07,325184942.49,,,4890072272.05,,,97690562.97,62173246.56,5743670.57,5687888.8,,,351,,,73605156.93,253005371.05,12610000,,,,494460.19,,,266109831.24,,,-192504674.31,71990000,,706221051.15,,,,,778211051.15,560000000,37506017.18,,,266000,,,,597772017.18,,,180439033.97,26588.04,,,85651510.67,189953458.97,,,275604969.64,22298298.32,31842382.3,16133183.9,16133183.9,,19113962.74,783761.22,,,,370220.91,1102737.46,,40740821.46,-22179828.02,-2679838.91,-2679838.91,,,-40541415.06,86982322.91,-56356038.37,79992.11,,,97690562.97,,,,,275604969.64,189953458.97,,,,,85651510.67,标准无保留意见,,7294677.22,,000938,RPT_F10_FINANCE_GCASHFLOW,eastmoney RPT_F10_FINANCE_GCASHFLOW,2026-09-10T08:40:32+00:00
000938.SZ,000938,紫光股份,10005803,通用,2006-12-31,年报,2006年报,058001001,2008-03-31,2008-03-31,CNY,4026771028.82,,,,,,,,,,,,4269097.97,235176462.45,,,4266216589.24,3652449625.09,,,,,,58512146.4,64516876.06,265900793.11,,,4041379440.66,,,224837148.58,9968789.56,3297213,3255646.4,,,,,,16521648.96,177695609.34,75444000,,,,,,,253139609.34,,,-236617960.38,3400000,,838460000,,1960952.01,,,843820952.01,773947094,35538658.37,,,585828.85,,,,810071581.22,,,33749370.79,-122895.67,,,21845663.32,168107795.65,,,189953458.97,22795817.59,22919916.92,7727134.53,7727134.53,,5071966.98,548611.51,,,,-311055.66,205354.78,,33723812.95,-13437158.73,-1257890.1,-1257890.1,,,157391840.28,-35811947.14,24806877.18,463867.49,,,224837148.58,,,,,189953458.97,168107795.65,,,,,21845663.32,标准无保留意见,,11515698.4,,000938,RPT_F10_FINANCE_GCASHFLOW,eastmoney RPT_F10_FINANCE_GCASHFLOW,2026-09-10T08:40:32+00:00
000938.SZ,000938,紫光股份,10005803,通用,2005-12-31,年报,2005年报,058001001,2006-04-15,2006-04-15,CNY,3631132467.08,,,,,,,,,,,,2315609.01,302448761.51,,0,3935896837.6,3352981074.98,,,,,,51431495.9,46765868.74,444076938.67,,0,3895255378.29,,0,40641459.31,11650905.88,2513708.8,160999,,,,,0,14325613.68,6357668.25,2561308,,,,,,0,8918976.25,,0,5406637.43,300666,,700450000,,5055048.32,,0,705805714.32,821450000,38160428.39,,,215443.48,,,0,859825871.87,,0,-154020157.55,-11741.6,,0,-107983802.41,,,,,9135362.37,34324346.03,8117412.82,8117412.82,,1992992.82,454996.41,,-228143.02,-210543.97,-119850.91,52749.8,,23106246.88,-12163394.65,0,,,,105600329.68,-181969345.82,53095294.88,-546994.01,,0,40641459.31,,,,,167343952.1,275327754.51,,,,0,-107983802.41,标准无保留意见,,6856479.44,,000938,RPT_F10_FINANCE_GCASHFLOW,eastmoney RPT_F10_FINANCE_GCASHFLOW,2026-09-10T08:40:32+00:00
000938.SZ,000938,紫光股份,10005803,通用,2004-12-31,年报,2004年报,058001001,2005-03-18,2005-03-18,CNY,3697044383.07,,,,,,,,,,,,3558161.84,281148283.03,,0,3981750827.94,3553480666.97,,,,,,63075931.86,34239355.84,360656125.38,,0,4011452080.05,,0,-29701252.11,24924786.43,4567339.72,221327.29,,,,,0,29713453.44,10667578.32,35320000,,,,,,0,45987578.32,,0,-16274124.88,,,896035829.78,,1632799.23,,0,897668629.01,873887489.78,36816916.47,,,2194178.47,,,0,912898584.72,,0,-15229955.71,-1056.96,,0,-61206389.66,,,,,31885244.8,4854408.88,7176267.06,7176267.06,,2070364.5,387839.35,,824667.82,-155848.42,23629.12,46204.95,,13346838.8,-16848049.42,0,,,,-178640872.9,44858299.15,58904866.24,1564887.96,,0,-29701252.11,,,,,275327754.51,336534144.17,,,,0,-61206389.66,标准无保留意见,,6071467.45,,000938,RPT_F10_FINANCE_GCASHFLOW,eastmoney RPT_F10_FINANCE_GCASHFLOW,2026-09-10T08:40:32+00:00
000938.SZ,000938,紫光股份,10005803,通用,2003-12-31,年报,2003年报,058001001,2004-03-13,2004-03-13,CNY,2616059509.79,,,,,,,,,,,,1800488.32,1080200981.96,,0,3698060980.07,2621833171.01,,,,,,54901945.42,26869665.67,877164927.51,,0,3580769709.61,,0,117291270.46,41878851.18,2016239.72,761267.25,,,,,0,44656358.15,66190704.93,9929429.5,,,,32184290.57,,0,108304425,,0,-63648066.85,,,967000000,,5349598.65,,0,972349598.65,940700000,19292619.66,,,1224544.06,,,0,961217163.72,,0,11132434.93,12450.64,,0,64788089.18,,,,,25296940.19,1977740.55,6411414.35,6411414.35,,1404309.9,281745.57,,-964508.11,-870325.15,51332.12,44654.18,,18829717.34,-4420530.05,0,,,,-148749037.89,-69040520.93,286271944.63,766393.76,,0,117291270.46,,,,,336534144.17,271746054.99,,,,0,64788089.18,标准无保留意见,,4178362.34,,000938,RPT_F10_FINANCE_GCASHFLOW,eastmoney RPT_F10_FINANCE_GCASHFLOW,2026-09-10T08:40:32+00:00
000938.SZ,000938,紫光股份,10005803,通用,2002-12-31,年报,2002年报,058001001,2003-03-07,2003-03-07,CNY,2083274902.31,,,,,,,,,,,,5213638.09,406354698.75,,0,2494843239.15,2028813326.53,,,,,,55127895.48,29107587.07,658611290.93,,0,2771660100.01,,0,-276816860.86,71073464.84,2486195.7,144900,,,23676839.91,,0,97381400.45,10329152.61,68290082.57,,,,9438848.34,,0,88058083.52,,0,9323316.93,5600000,,867502009.41,,,,0,873102009.41,617684601,9737703.44,,,22859.61,,,0,627445164.05,,0,245656845.36,5017514.92,,0,-16819183.65,,,,,12716949.89,3982003.17,6648680.85,6648680.85,,2086244.43,1544936.54,,-2241417.97,684998.96,-903519.57,46283.94,,6836055.14,-1256739.89,0,,,,-221810481.24,-118353926.86,34289344.97,-1086273.22,,0,-276816860.86,,,,,271746054.99,288565238.64,,,,0,-16819183.65,标准无保留意见,,2696568.64,,000938,RPT_F10_FINANCE_GCASHFLOW,eastmoney RPT_F10_FINANCE_GCASHFLOW,2026-09-10T08:40:32+00:00
000938.SZ,000938,紫光股份,10005803,通用,2001-12-31,年报,2001年报,058001001,2002-03-15,2002-03-15,CNY,1702738106.25,,,,,,,,,,,,1214703.95,5646176.65,,0,1709598986.85,1252030735.71,,,,,,51341637.42,49099577.3,155721639.28,,0,1508193589.71,,0,201405397.14,20000000,2477796.38,80779.27,,,1522348.9,,0,24080924.55,9642615.31,106300967.24,,,,48854984.67,,0,164798567.22,,0,-140717642.67,39258532.24,,829777000,,,,0,869035532.24,883645478.09,71022348.61,,,,,,0,954667826.7,,0,-85632294.46,9104.93,,0,-24935435.06,,,,,-28156482.05,7092672.41,7121009.37,7121009.37,,2383071.73,1591157.04,,-110247.59,-1032946.2,4556.01,,,9540261.95,-3518909.08,0,,,,55152854.11,45325947.92,104751970.5,,,1260481.02,201405397.14,,,,,288565238.64,313500673.7,,,,0,-24935435.06,标准无保留意见,,-4534769.25,,000938,RPT_F10_FINANCE_GCASHFLOW,eastmoney RPT_F10_FINANCE_GCASHFLOW,2026-09-10T08:40:32+00:00
000938.SZ,000938,紫光股份,10005803,通用,2000-12-31,年报,2000年报,058001001,2001-03-20,2001-03-20,CNY,861280397.11,,,,,,,,,,,,386674.02,22003439.48,,11200777.75,894871288.36,797879926.18,,,,,,36688117.67,37532053.55,53061664.02,,7890330.21,933052091.63,,0,-38180803.27,267607616.38,,,,,104590.19,,0,267712206.57,92204159.65,313190500,,,,37480620,,0,442875279.65,,0,-175163073.08,,,427960000,,,,65863000,493823000,409518000,9710938.79,,,,,,0,419228938.79,,0,74594061.21,,,0,-138749815.14,,,,,80178339.82,,6999578.19,6999578.19,,3020936.9,2152939.39,,-173604.48,1372909.9,-96055.69,,,1847358.94,-6792266.64,0,,,,-100544383.67,-132114561.67,110908162.23,,,-4940156.49,-38180803.27,,,,,313500673.7,452250488.84,,,,0,-138749815.14,标准无保留意见,,-3145233.58,,000938,RPT_F10_FINANCE_GCASHFLOW,eastmoney RPT_F10_FINANCE_GCASHFLOW,2026-09-10T08:40:32+00:00
000938.SZ,000938,紫光股份,10005803,通用,1999-12-31,年报,1999年报,058001001,2001-03-20,2001-03-20,CNY,515530874.54,,,,,,,,,,,,,13123839.53,,435795.5,529090509.57,439930347.43,,,,,,14214670.77,12998157.19,37441173.54,,8672824.89,513257173.82,,0,15833335.75,,,,,,,,750000,750000,20064614.25,55600000,,,,,,0,75664614.25,,0,-74914614.25,,,48800000,,10513237.33,,476985005.16,536298242.49,,42006692.34,,,,,,3450302,45456994.34,,0,490841248.15,,,0,431759969.65,,,,,56074272.07,,1860035.26,1860035.26,,1160405.28,,,1249352.54,-1490349.79,,,,1423934.31,-555127.41,0,,,,-39910196.69,-7578446.55,3208798.34,-2176377.74,,2567036.13,15833335.75,,,,,452250488.84,20490519.19,,,,0,431759969.65,标准无保留意见,,340244.55,,000938,RPT_F10_FINANCE_GCASHFLOW,eastmoney RPT_F10_FINANCE_GCASHFLOW,2026-09-10T08:40:32+00:00
300919.SZ,300919,中伟新材,10000067708,通用,2025-12-31,年报,2025年报,058001001,2026-03-31,2026-03-31,CNY,46201747686.09,,,,,,,,,,,,1469575549.77,332416005.62,,0,48003739241.48,41703469250.97,,,,,,2809079594.22,1019508721.78,1098066249.55,,0,46630123816.52,,0,1373615424.96,10917817017.17,86875979.83,106191654.33,,,1172709124.03,,0,12283593775.36,3984606251.92,9987647043.49,,1407811498.74,,2300527182.24,,0,17680591976.39,,0,-5396998201.03,3859078430.34,620471762.1,18453004118.47,,5791904173.32,,0,28103986722.13,18842276528.29,1832983328.83,328503510.24,,4653384637.1,,,0,25328644494.22,,0,2775342227.91,-268353224.43,,0,-1516393772.59,10083955589.63,,0,8567561817.04,1611331183.07,284367587.19,1984790935.22,1984790935.22,,62898201.72,36856566.4,,,,-1191911.01,44406653.76,47086003.94,1334265929.98,-58869039.32,17214235.26,-23680028.54,40894263.8,,-4981418454.56,-3143459021.39,4091149327.24,15635573.97,,0,1373615424.96,,,,,8567561817.04,10083955589.63,,,,,-1516393772.59,标准无保留意见,,,28551653.49,300919,RPT_F10_FINANCE_GCASHFLOW,eastmoney RPT_F10_FINANCE_GCASHFLOW,2026-09-10T08:40:32+00:00
300919.SZ,300919,中伟新材,10000067708,通用,2024-12-31,年报,2024年报,058001001,2025-04-12,2026-03-31,CNY,40603132434.93,,,,,,,,,,,,1195965460.28,702158991.39,,0,42501256886.6,34547948132.07,,,,,,2275779309.91,1304772048.15,429794207.92,,0,38558293698.05,,0,3942963188.55,4093973175.84,42670173.57,29409088.77,,,773970121.85,,0,4940022560.03,6471983165.87,7605704512.87,,107742624.83,,727044983.91,,0,14912475287.48,,0,-9972452727.45,2391895183,2338441743.2,15764926347.69,,3142025924.3,,0,21298847454.99,9547809023.03,2611560656.02,265151244.66,,3583200430.58,,,0,15742570109.63,,0,5556277345.36,159701754.42,,0,-313510439.12,10397466028.75,,0,10083955589.63,1787440907.03,80426689.78,1365495732.42,1365495732.42,,35595390.92,26112460.26,,,,9635813.6,2436765.43,-24454693.68,1086626816.13,-92953526.15,20547494.71,5429015.89,15118478.82,,-1882211365.64,-66005911.49,1496756763.51,80023018.33,,0,3942963188.55,,,,,10083955589.63,10397466028.75,,,,,-313510439.12,标准无保留意见,,,17490833.39,300919,RPT_F10_FINANCE_GCASHFLOW,eastmoney RPT_F10_FINANCE_GCASHFLOW,2026-09-10T08:40:32+00:00
300919.SZ,300919,中伟新材,10000067708,通用,2023-12-31,年报,2023年报,058001001,2024-04-24,2025-04-12,CNY,32377798289.56,,,,,,,,,,,,1483389236.27,1792606993.36,,0,35653794519.19,27886502659.25,,,,,,1695348390.73,942684691.78,744069557.83,,0,31268605299.59,,0,4385189219.6,71051687.17,1596562.84,3231578.42,,,68899677.25,,0,144779505.68,6936249142.1,967497137.13,,1400552252.13,,484733636.68,,0,9789032168.04,,0,-9644252662.36,4418573520,4418573520,13256969915.73,,2397412604.9,,0,20072956040.63,12915224415.8,1181406639.28,78353386.9,,3457005718.2,,,0,17553636773.28,,0,2519319267.35,157960887.54,,0,-2581783287.87,12979249316.62,,0,10397466028.75,2099493727.87,218960005.77,814330141.76,814330141.76,,37289152.93,29258542.64,,,,335977.38,15629216.8,-5423821.43,803217881.69,14182509.1,42221327.83,23273163.14,18948164.69,,1488454364.31,-1481648194.18,211577527.21,78344554.67,,0,4385189219.6,,,,,10397466028.75,12979249316.62,,,,,-2581783287.87,标准无保留意见,,,18966305.25,300919,RPT_F10_FINANCE_GCASHFLOW,eastmoney RPT_F10_FINANCE_GCASHFLOW,2026-09-10T08:40:32+00:00
300919.SZ,300919,中伟新材,10000067708,通用,2022-12-31,年报,2022年报,058001001,2023-04-27,2024-04-24,CNY,27577842545.39,0,0,0,0,0,0,,0,0,,0,2525837046.06,797586537.96,0,0,30901266129.41,33743129245.74,0,0,0,0,0,1084041768.87,662609101.15,365053132.17,0,0,35854833247.93,,0,-4953567118.52,653185731.8,12740889.46,2523673.88,0,,2329061.4,,0,670779356.54,9540933540.24,1947695487.58,0,957548674.18,,0,,0,12446177702,,0,-11775398345.46,9540286097.21,3335703732.83,26242392849.21,,1273112210.39,,0,37055791156.81,10759491758.72,590089460.18,,,2313515229.01,,,0,13663096447.91,,0,23392694708.9,-21695645.97,,0,6642033598.95,6337215717.67,,0,12979249316.62,1533801327.92,128075152.33,480917069.87,480917069.87,,18447473.04,16618223.16,,,,91840.14,2829946.24,-4715929.19,572198449.96,-7375695.83,-40232739.8,-132942880.56,92710140.76,,-4878289119.74,-3745170805.09,879681453.25,69525064.4,,0,-4953567118.52,,,,,12979249316.62,6337215717.67,,,,,6642033598.95,标准无保留意见,,,20031170.82,300919,RPT_F10_FINANCE_GCASHFLOW,eastmoney RPT_F10_FINANCE_GCASHFLOW,2026-09-10T08:40:32+00:00
300919.SZ,300919,中伟新材,10000067708,通用,2021-12-31,年报,2021年报,058001001,2022-03-16,2023-04-27,CNY,15487240429.01,0,0,0,0,0,0,,0,0,,0,528935730.9,445420514.06,0,0,16461596673.97,16290970143.42,0,0,0,0,0,563348639.85,252135793.63,1013880691.65,0,0,18120335268.55,,0,-1658738594.58,115000000,1498142.41,180783.19,0,,19790400,,0,136469325.6,4995661434.71,269664241.59,0,0,,42565607.29,,0,5307891283.59,,0,-5171421957.99,5865526000.91,913446850.51,8511592354.76,,2048642732.86,,0,16425761088.53,3644326161.63,157720274.38,0,,1359142079.17,,,0,5161188515.18,,0,11264572573.35,-1984013.82,,0,4432428006.96,1904787710.71,,0,6337215717.67,938199239.97,62459676.13,213830485.13,213830485.13,,15577309.29,5411920.41,,,,19324.37,227165.29,5288680.2,110693061.91,-1977425.56,74988825.51,-27230361.43,102219186.94,,-3396869311.62,-6750501569.85,6991462723.48,28323334.98,,0,-1658738594.58,,,,,6337215717.67,1904787710.71,,,,,4432428006.96,标准无保留意见,,,44127965.78,300919,RPT_F10_FINANCE_GCASHFLOW,eastmoney RPT_F10_FINANCE_GCASHFLOW,2026-09-10T08:40:32+00:00
