group,arm,metric,paired_delta_median
A,EBFIX160,最大回撤,0.0
A,EBFIX160,Sharpe,0.0
A,EBFIX160,Calmar,0.0
A,EBFIX160,平均仓位,0.0
A,EBFIX160,年均换手,0.0
A,EBFIX160,持仓数中位,0.0
A,EBFIX160,单票权重中位,0.0
A,EBFIX160,单票权重P90,0.0
A,EBFIX160,单票权重最大,0.0
A,EBFIX160,前三权重中位,0.0
A,EBFIX160,单票超60%天数占比,0.0
A,EBFIX160,滚动3年年化中位,0.0
A,EBFIX160,滚动3年回撤中位,0.0
A,EBFIX160,滚动3年Calmar中位,0.0
A,EBFIX160,滚动3年Sharpe中位,0.0
A,EBFIX160,滚动3年为负的窗口占比,0.0
A,EBFIX160,滚动5年年化中位,0.0
A,EBFIX160,滚动5年年化P25,0.0
A,EBFIX160,滚动5年年化最差,0.0
A,EBFIX160,滚动5年回撤中位,0.0
A,EBFIX160,滚动5年Calmar中位,0.0
A,EBFIX160,滚动5年Sharpe中位,0.0
A,EBFIX160,滚动5年为负的窗口占比,0.0
A,EBFIX160,滚动5年窗口数,0.0
A,EBFIX160,互不重叠5年块中位,0.0
A,EBFIX160,滚动10年年化中位,0.0
A,EBFIX160,滚动10年窗口数,0.0
A,EBFIX160,逐年收益中位,0.0
A,EBFIX160,逐年为正比例,0.0
A,EBFIX160,逐年最差,0.0
A,EBFIX160,完整自然年数,0.0
A,EBFIX160,强平次数,0.0
A,EBFIX160,最低担保比例,0.0
A,EBFIX160,最低股票同跌缓冲,0.0
A,EBFIX160,最低总资产冲击缓冲,0.0
A,EBFIX160,rf覆盖率,0.0
A,EBFIX160,年化_交易日口径,0.0
A,EBFIX160,最低担保比例日,0.0
A,EBFIX160,最低股票同跌缓冲日,0.0
A,EBFIX160,滚动5年年化最差窗口末日,0.0
A,EBFIX160,最大回撤起日,0.0
A,EBFIX160,最大回撤止日,0.0
A,EBFIX160,末次净值日,0.0
full,EBFIX100,年化,-0.10306691864053519
full,EBFIX100,最大回撤,-0.2083632250303965
full,EBFIX100,Sharpe,-0.056880575636448716
full,EBFIX100,Calmar,0.0006808651544430999
full,EBFIX100,平均仓位,-0.5772640449819986
full,EBFIX100,年均换手,-3.8091133422083896
full,EBFIX100,持仓数中位,-2.0
full,EBFIX100,单票权重中位,-0.018930131095107994
full,EBFIX100,单票权重P90,0.002345246409441726
full,EBFIX100,单票权重最大,0.005595817305756257
full,EBFIX100,前三权重中位,-0.35922242173375435
full,EBFIX100,单票超60%天数占比,-0.10906094564031743
full,EBFIX100,滚动3年年化中位,-0.13146357449305723
full,EBFIX100,滚动3年回撤中位,-0.10581807721164382
full,EBFIX100,滚动3年Calmar中位,-0.1631426109109591
full,EBFIX100,滚动3年Sharpe中位,-0.08297571043523572
full,EBFIX100,滚动3年为负的窗口占比,-0.008338544923910778
full,EBFIX100,滚动5年年化中位,-0.09391424439140206
full,EBFIX100,滚动5年年化P25,-0.11332369927073127
full,EBFIX100,滚动5年年化最差,-0.02059867477167654
full,EBFIX100,滚动5年回撤中位,-0.09846913081404535
full,EBFIX100,滚动5年Calmar中位,-0.12172265354532413
full,EBFIX100,滚动5年Sharpe中位,-0.034804169790764616
full,EBFIX100,滚动5年为负的窗口占比,0.0
full,EBFIX100,滚动5年窗口数,0.0
full,EBFIX100,互不重叠5年块中位,-0.1830533512511771
full,EBFIX100,滚动10年年化中位,-0.09885160342877397
full,EBFIX100,滚动10年窗口数,0.0
full,EBFIX100,逐年收益中位,-0.10661771966827888
full,EBFIX100,逐年为正比例,0.08012820512820518
full,EBFIX100,逐年最差,0.038059039743405354
full,EBFIX100,完整自然年数,0.0
full,EBFIX100,强平次数,0.0
full,EBFIX100,最低担保比例,448.5533397987022
full,EBFIX100,最低股票同跌缓冲,0.5360102731230878
full,EBFIX100,最低总资产冲击缓冲,0.5360102731230878
full,EBFIX100,rf覆盖率,0.0
full,EBFIX100,年化_交易日口径,-0.10339079864289646
full,EBFIX100,最低担保比例日,40402.0
full,EBFIX100,最低股票同跌缓冲日,40402.0
full,EBFIX100,滚动5年年化最差窗口末日,0.0
full,EBFIX100,最大回撤起日,0.0
full,EBFIX100,最大回撤止日,-410.0
full,EBFIX100,末次净值日,0.0
A,EBFIX100,年化,-0.10861079613281288
A,EBFIX100,最大回撤,-0.151040673771216
A,EBFIX100,Sharpe,-0.007540951468668178
A,EBFIX100,Calmar,-0.04581420709652795
A,EBFIX100,平均仓位,-0.5381484640833198
A,EBFIX100,年均换手,-3.4421351723880798
A,EBFIX100,持仓数中位,-1.0
A,EBFIX100,单票权重中位,-0.055121314521313136
A,EBFIX100,单票权重P90,-0.015354269078156957
A,EBFIX100,单票权重最大,-0.022654838875754757
A,EBFIX100,前三权重中位,-0.342524781487784
A,EBFIX100,单票超60%天数占比,-0.17953210165817995
A,EBFIX100,滚动3年年化中位,-0.11918143736883524
A,EBFIX100,滚动3年回撤中位,-0.10209018774583845
A,EBFIX100,滚动3年Calmar中位,-0.05232234631655208
A,EBFIX100,滚动3年Sharpe中位,-0.04088902462499988
A,EBFIX100,滚动3年为负的窗口占比,0.0
A,EBFIX100,滚动5年年化中位,-0.12529879843203673
A,EBFIX100,滚动5年年化P25,-0.11587189175721235
A,EBFIX100,滚动5年年化最差,-0.05044511991254208
A,EBFIX100,滚动5年回撤中位,-0.07502663243340191
A,EBFIX100,滚动5年Calmar中位,-0.1330133055765319
A,EBFIX100,滚动5年Sharpe中位,-0.041716145386103465
A,EBFIX100,滚动5年为负的窗口占比,0.0
A,EBFIX100,滚动5年窗口数,0.0
A,EBFIX100,互不重叠5年块中位,-0.15083785119633397
A,EBFIX100,滚动10年年化中位,-0.12073638603674464
A,EBFIX100,滚动10年窗口数,0.0
A,EBFIX100,逐年收益中位,-0.09989051151998074
A,EBFIX100,逐年为正比例,-0.03125
A,EBFIX100,逐年最差,0.09143220897249166
A,EBFIX100,完整自然年数,0.0
A,EBFIX100,强平次数,0.0
A,EBFIX100,最低担保比例,18.75953953507384
A,EBFIX100,最低股票同跌缓冲,0.4687014973494077
A,EBFIX100,最低总资产冲击缓冲,0.4687018095911988
A,EBFIX100,rf覆盖率,0.0
A,EBFIX100,年化_交易日口径,-0.10896656735925447
A,EBFIX100,最低担保比例日,31119.0
A,EBFIX100,最低股票同跌缓冲日,31119.0
A,EBFIX100,滚动5年年化最差窗口末日,0.0
A,EBFIX100,最大回撤起日,0.0
A,EBFIX100,最大回撤止日,0.0
A,EBFIX100,末次净值日,0.0
full,EBQ20,年化,-0.037372002695219786
full,EBQ20,最大回撤,-0.09058877351219807
full,EBQ20,Sharpe,-0.034946318751087446
full,EBQ20,Calmar,0.012956134883648524
full,EBQ20,平均仓位,-0.11104780624288602
full,EBQ20,年均换手,-0.03441221446322151
full,EBQ20,持仓数中位,0.0
full,EBQ20,单票权重中位,-0.00957109348172347
full,EBQ20,单票权重P90,-0.011288768479367661
full,EBQ20,单票权重最大,-0.00381950130301989
full,EBQ20,前三权重中位,-0.03670766786079516
full,EBQ20,单票超60%天数占比,-0.0862664231750638
full,EBQ20,滚动3年年化中位,-0.06313592157395598
full,EBQ20,滚动3年回撤中位,-0.00152034048986599
full,EBQ20,滚动3年Calmar中位,-0.14329205932916378
full,EBQ20,滚动3年Sharpe中位,-0.07454256784909652
full,EBQ20,滚动3年为负的窗口占比,-0.00666933440042683
full,EBQ20,滚动5年年化中位,-0.061605901436290855
full,EBQ20,滚动5年年化P25,-0.045466345147535336
full,EBQ20,滚动5年年化最差,0.014720990942666434
full,EBQ20,滚动5年回撤中位,-0.0015706662663450555
full,EBQ20,滚动5年Calmar中位,-0.12129274052919042
full,EBQ20,滚动5年Sharpe中位,-0.06327761232912121
full,EBQ20,滚动5年为负的窗口占比,0.0
full,EBQ20,滚动5年窗口数,0.0
full,EBQ20,互不重叠5年块中位,-0.08447599867018823
full,EBQ20,滚动10年年化中位,-0.04421102559660306
full,EBQ20,滚动10年窗口数,0.0
full,EBQ20,逐年收益中位,-0.012708723505109432
full,EBQ20,逐年为正比例,0.0
full,EBQ20,逐年最差,0.03937505048359957
full,EBQ20,完整自然年数,0.0
full,EBQ20,强平次数,0.0
full,EBQ20,最低担保比例,0.009751229972531528
full,EBQ20,最低股票同跌缓冲,0.0021813372676346143
full,EBQ20,最低总资产冲击缓冲,0.002181337267634642
full,EBQ20,rf覆盖率,0.0
full,EBQ20,年化_交易日口径,-0.037519643151578075
full,EBQ20,最低担保比例日,-705.0
full,EBQ20,最低股票同跌缓冲日,-705.0
full,EBQ20,滚动5年年化最差窗口末日,0.0
full,EBQ20,最大回撤起日,0.0
full,EBQ20,最大回撤止日,0.0
full,EBQ20,末次净值日,0.0
A,EBQ20,年化,-0.06758900170247595
A,EBQ20,最大回撤,-0.049794868744466314
A,EBQ20,Sharpe,-0.10244797298775599
A,EBQ20,Calmar,-0.07529988321074535
A,EBQ20,平均仓位,-0.10566356857693282
A,EBQ20,年均换手,0.22948477802959077
A,EBQ20,持仓数中位,0.0
A,EBQ20,单票权重中位,-0.009822887647738698
A,EBQ20,单票权重P90,-0.007974511074445911
A,EBQ20,单票权重最大,0.000929507796820439
A,EBQ20,前三权重中位,-0.07660567159941567
A,EBQ20,单票超60%天数占比,-0.06474082808686119
A,EBQ20,滚动3年年化中位,-0.07999061038107602
A,EBQ20,滚动3年回撤中位,-0.009902459290162036
A,EBQ20,滚动3年Calmar中位,-0.23043979555479294
A,EBQ20,滚动3年Sharpe中位,-0.1566398758989727
A,EBQ20,滚动3年为负的窗口占比,0.0031446540880503138
A,EBQ20,滚动5年年化中位,-0.10019226104955892
A,EBQ20,滚动5年年化P25,-0.08920315111641419
A,EBQ20,滚动5年年化最差,-0.05207276379407433
A,EBQ20,滚动5年回撤中位,-0.0050414779217718975
A,EBQ20,滚动5年Calmar中位,-0.1866626453203602
A,EBQ20,滚动5年Sharpe中位,-0.16538384980928328
A,EBQ20,滚动5年为负的窗口占比,0.0
A,EBQ20,滚动5年窗口数,0.0
A,EBQ20,互不重叠5年块中位,-0.11838718315565205
A,EBQ20,滚动10年年化中位,-0.09058336816640389
A,EBQ20,滚动10年窗口数,0.0
A,EBQ20,逐年收益中位,-0.0935963198350322
A,EBQ20,逐年为正比例,0.0
A,EBQ20,逐年最差,0.01797400553453865
A,EBQ20,完整自然年数,0.0
A,EBQ20,强平次数,0.0
A,EBQ20,最低担保比例,0.0029657099119504426
A,EBQ20,最低股票同跌缓冲,0.0006397479890068447
A,EBQ20,最低总资产冲击缓冲,0.0006400119687491324
A,EBQ20,rf覆盖率,0.0
A,EBQ20,年化_交易日口径,-0.06784564076680921
A,EBQ20,最低担保比例日,20048.0
A,EBQ20,最低股票同跌缓冲日,20048.0
A,EBQ20,滚动5年年化最差窗口末日,0.0
A,EBQ20,最大回撤起日,0.0
A,EBQ20,最大回撤止日,0.0
A,EBQ20,末次净值日,0.0
full,EBQ30,年化,-0.05739039711565641
full,EBQ30,最大回撤,-0.11652448771853163
full,EBQ30,Sharpe,-0.05673850340740427
full,EBQ30,Calmar,0.0032322818090254057
full,EBQ30,平均仓位,-0.17181639589699826
full,EBQ30,年均换手,-1.0622331209922047
full,EBQ30,持仓数中位,0.0
full,EBQ30,单票权重中位,-0.02578009312878482
full,EBQ30,单票权重P90,-0.018829456552530988
full,EBQ30,单票权重最大,-0.018401994616085493
full,EBQ30,前三权重中位,-0.054562114436935705
full,EBQ30,单票超60%天数占比,-0.17041710090056356
full,EBQ30,滚动3年年化中位,-0.09274634226457434
full,EBQ30,滚动3年回撤中位,-0.008889843794927799
full,EBQ30,滚动3年Calmar中位,-0.21160160737273714
full,EBQ30,滚动3年Sharpe中位,-0.12972030721077193
full,EBQ30,滚动3年为负的窗口占比,-0.010334110334110332
full,EBQ30,滚动5年年化中位,-0.09486130342353705
full,EBQ30,滚动5年年化P25,-0.06146875532945406
full,EBQ30,滚动5年年化最差,0.01744727159919457
full,EBQ30,滚动5年回撤中位,-0.004954772883949132
full,EBQ30,滚动5年Calmar中位,-0.21812089122956463
full,EBQ30,滚动5年Sharpe中位,-0.1232317087339882
full,EBQ30,滚动5年为负的窗口占比,0.0
full,EBQ30,滚动5年窗口数,0.0
full,EBQ30,互不重叠5年块中位,-0.12812781564415177
full,EBQ30,滚动10年年化中位,-0.06911245318096493
full,EBQ30,滚动10年窗口数,0.0
full,EBQ30,逐年收益中位,-0.09129146893764001
full,EBQ30,逐年为正比例,-0.03125
full,EBQ30,逐年最差,0.033070831545275625
full,EBQ30,完整自然年数,0.0
full,EBQ30,强平次数,0.0
full,EBQ30,最低担保比例,0.009751229972531528
full,EBQ30,最低股票同跌缓冲,0.0021813372676346143
full,EBQ30,最低总资产冲击缓冲,0.002181337267634642
full,EBQ30,rf覆盖率,0.0
full,EBQ30,年化_交易日口径,-0.057622179739504786
full,EBQ30,最低担保比例日,-705.0
full,EBQ30,最低股票同跌缓冲日,-705.0
full,EBQ30,滚动5年年化最差窗口末日,0.0
full,EBQ30,最大回撤起日,0.0
full,EBQ30,最大回撤止日,0.0
full,EBQ30,末次净值日,0.0
A,EBQ30,年化,-0.08466795317527531
A,EBQ30,最大回撤,-0.08785278875522695
A,EBQ30,Sharpe,-0.09565956059021674
A,EBQ30,Calmar,-0.05861491174132938
A,EBQ30,平均仓位,-0.15822193038894272
A,EBQ30,年均换手,-1.3246744423522285
A,EBQ30,持仓数中位,0.0
A,EBQ30,单票权重中位,-0.015653241458604028
A,EBQ30,单票权重P90,-0.007481778644263026
A,EBQ30,单票权重最大,-0.017734891464033342
A,EBQ30,前三权重中位,-0.12729087793007798
A,EBQ30,单票超60%天数占比,-0.09397939438023623
A,EBQ30,滚动3年年化中位,-0.09030287264010706
A,EBQ30,滚动3年回撤中位,-0.016210000302028682
A,EBQ30,滚动3年Calmar中位,-0.24801808914811946
A,EBQ30,滚动3年Sharpe中位,-0.15508713303036287
A,EBQ30,滚动3年为负的窗口占比,0.0
A,EBQ30,滚动5年年化中位,-0.10988807295298386
A,EBQ30,滚动5年年化P25,-0.07641053440715428
A,EBQ30,滚动5年年化最差,-0.048467453723218146
A,EBQ30,滚动5年回撤中位,-0.005008522056991427
A,EBQ30,滚动5年Calmar中位,-0.20595827449790843
A,EBQ30,滚动5年Sharpe中位,-0.15958695272024748
A,EBQ30,滚动5年为负的窗口占比,0.0
A,EBQ30,滚动5年窗口数,0.0
A,EBQ30,互不重叠5年块中位,-0.14174104839914003
A,EBQ30,滚动10年年化中位,-0.09019157267252764
A,EBQ30,滚动10年窗口数,0.0
A,EBQ30,逐年收益中位,-0.09056495368633044
A,EBQ30,逐年为正比例,0.0
A,EBQ30,逐年最差,0.015415526206335517
A,EBQ30,完整自然年数,0.0
A,EBQ30,强平次数,0.0
A,EBQ30,最低担保比例,0.005317220425176128
A,EBQ30,最低股票同跌缓冲,0.0011456052923287663
A,EBQ30,最低总资产冲击缓冲,0.0011461735621542402
A,EBQ30,rf覆盖率,0.0
A,EBQ30,年化_交易日口径,-0.08500990740198933
A,EBQ30,最低担保比例日,70252.0
A,EBQ30,最低股票同跌缓冲日,70252.0
A,EBQ30,滚动5年年化最差窗口末日,0.0
A,EBQ30,最大回撤起日,0.0
A,EBQ30,最大回撤止日,0.0
A,EBQ30,末次净值日,0.0
full,EBQ40,年化,-0.060458041641296756
full,EBQ40,最大回撤,-0.14758445721503838
full,EBQ40,Sharpe,-0.07691894544803185
full,EBQ40,Calmar,-0.0008078952016090657
full,EBQ40,平均仓位,-0.22207937385551502
full,EBQ40,年均换手,-2.0935068810670296
full,EBQ40,持仓数中位,-1.0
full,EBQ40,单票权重中位,-0.01523555164604723
full,EBQ40,单票权重P90,-0.018284322088410965
full,EBQ40,单票权重最大,-0.015356063061196024
full,EBQ40,前三权重中位,-0.09732523314358832
full,EBQ40,单票超60%天数占比,-0.1420995398288361
full,EBQ40,滚动3年年化中位,-0.0789655977514564
full,EBQ40,滚动3年回撤中位,-0.003138646981416804
full,EBQ40,滚动3年Calmar中位,-0.22083689577860288
full,EBQ40,滚动3年Sharpe中位,-0.11305516334919802
full,EBQ40,滚动3年为负的窗口占比,-0.01722099039172209
full,EBQ40,滚动5年年化中位,-0.09416329555986092
full,EBQ40,滚动5年年化P25,-0.05201413944446265
full,EBQ40,滚动5年年化最差,0.012451765450423924
full,EBQ40,滚动5年回撤中位,-0.003720621945636715
full,EBQ40,滚动5年Calmar中位,-0.2147009039541769
full,EBQ40,滚动5年Sharpe中位,-0.11245670808873026
full,EBQ40,滚动5年为负的窗口占比,0.0
full,EBQ40,滚动5年窗口数,0.0
full,EBQ40,互不重叠5年块中位,-0.1681415978573329
full,EBQ40,滚动10年年化中位,-0.07398696389946824
full,EBQ40,滚动10年窗口数,0.0
full,EBQ40,逐年收益中位,-0.07924742408254531
full,EBQ40,逐年为正比例,-0.07417582417582419
full,EBQ40,逐年最差,0.0
full,EBQ40,完整自然年数,0.0
full,EBQ40,强平次数,0.0
full,EBQ40,最低担保比例,0.01859870868063207
full,EBQ40,最低股票同跌缓冲,0.004160753653603244
full,EBQ40,最低总资产冲击缓冲,0.0041607303566316145
full,EBQ40,rf覆盖率,0.0
full,EBQ40,年化_交易日口径,-0.06069399015397292
full,EBQ40,最低担保比例日,99583.0
full,EBQ40,最低股票同跌缓冲日,99583.0
full,EBQ40,滚动5年年化最差窗口末日,0.0
full,EBQ40,最大回撤起日,0.0
full,EBQ40,最大回撤止日,0.0
full,EBQ40,末次净值日,0.0
A,EBQ40,年化,-0.061334926193382655
A,EBQ40,最大回撤,-0.1315056933926952
A,EBQ40,Sharpe,-0.05469343655109865
A,EBQ40,Calmar,0.021103268855132362
A,EBQ40,平均仓位,-0.18764664145721455
A,EBQ40,年均换手,-1.6680494162799913
A,EBQ40,持仓数中位,0.0
A,EBQ40,单票权重中位,-0.018962277786858828
A,EBQ40,单票权重P90,-0.006149864889670509
A,EBQ40,单票权重最大,-0.005916071438147985
A,EBQ40,前三权重中位,-0.1675198520744311
A,EBQ40,单票超60%天数占比,-0.07944901600418552
A,EBQ40,滚动3年年化中位,-0.06609738492470363
A,EBQ40,滚动3年回撤中位,-0.03777320118385302
A,EBQ40,滚动3年Calmar中位,-0.18666920150205724
A,EBQ40,滚动3年Sharpe中位,-0.09374404302453676
A,EBQ40,滚动3年为负的窗口占比,0.0
A,EBQ40,滚动5年年化中位,-0.07990062395723119
A,EBQ40,滚动5年年化P25,-0.052509260851900774
A,EBQ40,滚动5年年化最差,-0.022114202000456773
A,EBQ40,滚动5年回撤中位,-2.2835549230992847e-06
A,EBQ40,滚动5年Calmar中位,-0.14076254909015445
A,EBQ40,滚动5年Sharpe中位,-0.11789466764185907
A,EBQ40,滚动5年为负的窗口占比,0.0
A,EBQ40,滚动5年窗口数,0.0
A,EBQ40,互不重叠5年块中位,-0.1349104175848247
A,EBQ40,滚动10年年化中位,-0.06331457805584828
A,EBQ40,滚动10年窗口数,0.0
A,EBQ40,逐年收益中位,-0.06566490267448005
A,EBQ40,逐年为正比例,0.0
A,EBQ40,逐年最差,0.02344846073856044
A,EBQ40,完整自然年数,0.0
A,EBQ40,强平次数,0.0
A,EBQ40,最低担保比例,0.0014649473034817895
A,EBQ40,最低股票同跌缓冲,0.000315862700262598
A,EBQ40,最低总资产冲击缓冲,0.0003160655789864464
A,EBQ40,rf覆盖率,0.0
A,EBQ40,年化_交易日口径,-0.06158919961073317
A,EBQ40,最低担保比例日,49830.5
A,EBQ40,最低股票同跌缓冲日,49830.5
A,EBQ40,滚动5年年化最差窗口末日,0.0
A,EBQ40,最大回撤起日,0.0
A,EBQ40,最大回撤止日,6.5
A,EBQ40,末次净值日,0.0
full,EBS02,年化,0.0
full,EBS02,最大回撤,0.0
full,EBS02,Sharpe,0.0
full,EBS02,Calmar,0.0
full,EBS02,平均仓位,0.0
full,EBS02,年均换手,0.0
full,EBS02,持仓数中位,0.0
full,EBS02,单票权重中位,0.0
full,EBS02,单票权重P90,0.0
full,EBS02,单票权重最大,0.0
full,EBS02,前三权重中位,0.0
full,EBS02,单票超60%天数占比,0.0
full,EBS02,滚动3年年化中位,0.0
full,EBS02,滚动3年回撤中位,0.0
full,EBS02,滚动3年Calmar中位,0.0
full,EBS02,滚动3年Sharpe中位,0.0
full,EBS02,滚动3年为负的窗口占比,0.0
full,EBS02,滚动5年年化中位,0.0
full,EBS02,滚动5年年化P25,0.0
full,EBS02,滚动5年年化最差,0.0
full,EBS02,滚动5年回撤中位,0.0
full,EBS02,滚动5年Calmar中位,0.0
full,EBS02,滚动5年Sharpe中位,0.0
full,EBS02,滚动5年为负的窗口占比,0.0
full,EBS02,滚动5年窗口数,0.0
full,EBS02,互不重叠5年块中位,0.0
full,EBS02,滚动10年年化中位,0.0
full,EBS02,滚动10年窗口数,0.0
full,EBS02,逐年收益中位,0.0
full,EBS02,逐年为正比例,0.0
full,EBS02,逐年最差,0.0
full,EBS02,完整自然年数,0.0
full,EBS02,强平次数,0.0
full,EBS02,最低担保比例,0.0
full,EBS02,最低股票同跌缓冲,0.0
full,EBS02,最低总资产冲击缓冲,0.0
full,EBS02,rf覆盖率,0.0
full,EBS02,年化_交易日口径,0.0
full,EBS02,最低担保比例日,0.0
full,EBS02,最低股票同跌缓冲日,0.0
full,EBS02,滚动5年年化最差窗口末日,0.0
full,EBS02,最大回撤起日,0.0
full,EBS02,最大回撤止日,0.0
full,EBS02,末次净值日,0.0
A,EBS02,年化,0.0
A,EBS02,最大回撤,0.0
A,EBS02,Sharpe,0.0
A,EBS02,Calmar,0.0
A,EBS02,平均仓位,0.0
A,EBS02,年均换手,0.0
A,EBS02,持仓数中位,0.0
A,EBS02,单票权重中位,0.0
A,EBS02,单票权重P90,0.0
A,EBS02,单票权重最大,0.0
A,EBS02,前三权重中位,0.0
A,EBS02,单票超60%天数占比,0.0
A,EBS02,滚动3年年化中位,0.0
