snapshot,sample,arm,reference,metric,level,paired_delta,positive,n
原快照,剔除A,SB1_BUY6,BASE,滚动5年Calmar中位,0.783485,-0.008237499999999953,6,14
原快照,剔除A,SB1_BUY6,BASE,滚动5年Sharpe中位,0.9662985,-0.014744499999999994,5,14
原快照,剔除A,SB1_BUY6,BASE,滚动5年为负的窗口占比,0.0,0.0,1,14
原快照,剔除A,SB1_BUY6,BASE,滚动5年窗口数,102.0,0.0,0,14
原快照,剔除A,SB1_BUY6,BASE,互不重叠5年块中位,0.5844715,-0.00606599999999996,4,14
原快照,剔除A,SB1_BUY6,BASE,滚动10年年化中位,0.412621,-0.005557499999999993,6,14
原快照,剔除A,SB1_BUY6,BASE,滚动10年窗口数,42.0,0.0,0,14
原快照,剔除A,SB1_BUY6,BASE,逐年收益中位,0.4414595,-0.0004230000000000067,6,14
原快照,剔除A,SB1_BUY6,BASE,逐年为正比例,0.7482519999999999,0.0,1,14
原快照,剔除A,SB1_BUY6,BASE,逐年最差,-0.2149805,0.0,3,14
原快照,剔除A,SB1_BUY6,BASE,完整自然年数,12.5,0.0,0,14
原快照,剔除A,SB1_BUY6,SB1,年化,0.449983,-0.0015879999999999783,4,14
原快照,剔除A,SB1_BUY6,SB1,最大回撤,0.657206,0.0,3,14
原快照,剔除A,SB1_BUY6,SB1,Sharpe,0.982821,-0.0027790000000000314,5,14
原快照,剔除A,SB1_BUY6,SB1,Calmar,0.686094,-0.002410499999999982,5,14
原快照,剔除A,SB1_BUY6,SB1,平均仓位,1.579371,-9.80000000000425e-05,5,14
原快照,剔除A,SB1_BUY6,SB1,年均换手,5.8883185000000005,-0.13149799999999967,3,14
原快照,剔除A,SB1_BUY6,SB1,持仓数中位,7.0,0.0,2,14
原快照,剔除A,SB1_BUY6,SB1,单票权重中位,0.6138745,2.799999999997249e-05,7,14
原快照,剔除A,SB1_BUY6,SB1,单票权重P90,0.7074039999999999,0.0,3,14
原快照,剔除A,SB1_BUY6,SB1,单票权重最大,0.9507235,0.0,0,14
原快照,剔除A,SB1_BUY6,SB1,前三权重中位,1.354635,-0.0003615000000000146,7,14
原快照,剔除A,SB1_BUY6,SB1,单票超60%天数占比,0.607855,0.00014849999999999586,7,14
原快照,剔除A,SB1_BUY6,SB1,滚动3年年化中位,0.41486,-2.000000000002e-06,4,14
原快照,剔除A,SB1_BUY6,SB1,滚动3年回撤中位,0.4679915,0.0,3,14
原快照,剔除A,SB1_BUY6,SB1,滚动3年Calmar中位,0.9262809999999999,0.0,4,14
原快照,剔除A,SB1_BUY6,SB1,滚动3年Sharpe中位,1.015041,0.0,3,14
原快照,剔除A,SB1_BUY6,SB1,滚动3年为负的窗口占比,0.003546,0.0,0,14
原快照,剔除A,SB1_BUY6,SB1,滚动5年年化中位,0.43003749999999996,0.0,5,14
原快照,剔除A,SB1_BUY6,SB1,滚动5年年化P25,0.3475865,0.0,2,14
原快照,剔除A,SB1_BUY6,SB1,滚动5年年化最差,0.0991925,0.0,2,14
原快照,剔除A,SB1_BUY6,SB1,滚动5年回撤中位,0.544925,0.0,1,14
原快照,剔除A,SB1_BUY6,SB1,滚动5年Calmar中位,0.783485,0.0,6,14
原快照,剔除A,SB1_BUY6,SB1,滚动5年Sharpe中位,0.9662985,0.0,6,14
原快照,剔除A,SB1_BUY6,SB1,滚动5年为负的窗口占比,0.0,0.0,0,14
原快照,剔除A,SB1_BUY6,SB1,滚动5年窗口数,102.0,0.0,0,14
原快照,剔除A,SB1_BUY6,SB1,互不重叠5年块中位,0.5844715,0.0,5,14
原快照,剔除A,SB1_BUY6,SB1,滚动10年年化中位,0.412621,0.0,6,14
原快照,剔除A,SB1_BUY6,SB1,滚动10年窗口数,42.0,0.0,0,14
原快照,剔除A,SB1_BUY6,SB1,逐年收益中位,0.4414595,0.0,4,14
原快照,剔除A,SB1_BUY6,SB1,逐年为正比例,0.7482519999999999,0.0,0,14
原快照,剔除A,SB1_BUY6,SB1,逐年最差,-0.2149805,0.0,2,14
原快照,剔除A,SB1_BUY6,SB1,完整自然年数,12.5,0.0,0,14
截至2026-08-07,全样本,BASE,BASE,年化,0.455696,0.0,0,14
截至2026-08-07,全样本,BASE,BASE,最大回撤,0.691542,0.0,0,14
截至2026-08-07,全样本,BASE,BASE,Sharpe,0.8699865,0.0,0,14
截至2026-08-07,全样本,BASE,BASE,Calmar,0.598742,0.0,0,14
截至2026-08-07,全样本,BASE,BASE,平均仓位,1.6460225,0.0,0,14
截至2026-08-07,全样本,BASE,BASE,年均换手,7.209652500000001,0.0,0,14
截至2026-08-07,全样本,BASE,BASE,持仓数中位,6.0,0.0,0,14
截至2026-08-07,全样本,BASE,BASE,单票权重中位,0.6510275,0.0,0,14
截至2026-08-07,全样本,BASE,BASE,单票权重P90,0.8877729999999999,0.0,0,14
截至2026-08-07,全样本,BASE,BASE,单票权重最大,1.082745,0.0,0,14
截至2026-08-07,全样本,BASE,BASE,前三权重中位,1.4517449999999998,0.0,0,14
截至2026-08-07,全样本,BASE,BASE,单票超60%天数占比,0.796405,0.0,0,14
截至2026-08-07,全样本,BASE,BASE,滚动3年年化中位,0.485012,0.0,0,14
截至2026-08-07,全样本,BASE,BASE,滚动3年回撤中位,0.437839,0.0,0,14
截至2026-08-07,全样本,BASE,BASE,滚动3年Calmar中位,1.084862,0.0,0,14
截至2026-08-07,全样本,BASE,BASE,滚动3年Sharpe中位,0.9416850000000001,0.0,0,14
截至2026-08-07,全样本,BASE,BASE,滚动3年为负的窗口占比,0.027798999999999997,0.0,0,14
截至2026-08-07,全样本,BASE,BASE,滚动5年年化中位,0.512038,0.0,0,14
截至2026-08-07,全样本,BASE,BASE,滚动5年年化P25,0.383942,0.0,0,14
截至2026-08-07,全样本,BASE,BASE,滚动5年年化最差,0.1151375,0.0,0,14
截至2026-08-07,全样本,BASE,BASE,滚动5年回撤中位,0.4642035,0.0,0,14
截至2026-08-07,全样本,BASE,BASE,滚动5年Calmar中位,1.0603585,0.0,0,14
截至2026-08-07,全样本,BASE,BASE,滚动5年Sharpe中位,0.974829,0.0,0,14
截至2026-08-07,全样本,BASE,BASE,滚动5年为负的窗口占比,0.0,0.0,0,14
截至2026-08-07,全样本,BASE,BASE,滚动5年窗口数,102.0,0.0,0,14
截至2026-08-07,全样本,BASE,BASE,互不重叠5年块中位,0.6147625,0.0,0,14
截至2026-08-07,全样本,BASE,BASE,滚动10年年化中位,0.425867,0.0,0,14
截至2026-08-07,全样本,BASE,BASE,滚动10年窗口数,42.0,0.0,0,14
截至2026-08-07,全样本,BASE,BASE,逐年收益中位,0.3872645,0.0,0,14
截至2026-08-07,全样本,BASE,BASE,逐年为正比例,0.792857,0.0,0,14
截至2026-08-07,全样本,BASE,BASE,逐年最差,-0.271551,0.0,0,14
截至2026-08-07,全样本,BASE,BASE,完整自然年数,12.5,0.0,0,14
截至2026-08-07,全样本,BASE,SB1,年化,0.455696,-0.003179000000000015,6,14
截至2026-08-07,全样本,BASE,SB1,最大回撤,0.691542,-0.00011700000000003374,7,14
截至2026-08-07,全样本,BASE,SB1,Sharpe,0.8699865,-0.0023420000000000107,7,14
截至2026-08-07,全样本,BASE,SB1,Calmar,0.598742,-0.010392499999999999,6,14
截至2026-08-07,全样本,BASE,SB1,平均仓位,1.6460225,0.0011124999999999607,9,14
截至2026-08-07,全样本,BASE,SB1,年均换手,7.209652500000001,-0.1911195000000001,4,14
截至2026-08-07,全样本,BASE,SB1,持仓数中位,6.0,0.0,5,14
截至2026-08-07,全样本,BASE,SB1,单票权重中位,0.6510275,-0.0015419999999999878,6,14
截至2026-08-07,全样本,BASE,SB1,单票权重P90,0.8877729999999999,-0.0019124999999999837,6,14
截至2026-08-07,全样本,BASE,SB1,单票权重最大,1.082745,9.94999999999191e-05,7,14
截至2026-08-07,全样本,BASE,SB1,前三权重中位,1.4517449999999998,-0.012773000000000034,4,14
截至2026-08-07,全样本,BASE,SB1,单票超60%天数占比,0.796405,-0.007448999999999983,5,14
截至2026-08-07,全样本,BASE,SB1,滚动3年年化中位,0.485012,0.0033350000000000046,8,14
截至2026-08-07,全样本,BASE,SB1,滚动3年回撤中位,0.437839,0.0006899999999999962,9,14
截至2026-08-07,全样本,BASE,SB1,滚动3年Calmar中位,1.084862,-0.0028335000000000443,7,14
截至2026-08-07,全样本,BASE,SB1,滚动3年Sharpe中位,0.9416850000000001,0.0009275000000000255,7,14
截至2026-08-07,全样本,BASE,SB1,滚动3年为负的窗口占比,0.027798999999999997,0.0,3,14
截至2026-08-07,全样本,BASE,SB1,滚动5年年化中位,0.512038,0.0019264999999999977,7,14
截至2026-08-07,全样本,BASE,SB1,滚动5年年化P25,0.383942,0.0018780000000000185,7,14
截至2026-08-07,全样本,BASE,SB1,滚动5年年化最差,0.1151375,0.000559500000000001,7,14
截至2026-08-07,全样本,BASE,SB1,滚动5年回撤中位,0.4642035,0.002921499999999966,8,14
截至2026-08-07,全样本,BASE,SB1,滚动5年Calmar中位,1.0603585,0.002799500000000066,7,14
截至2026-08-07,全样本,BASE,SB1,滚动5年Sharpe中位,0.974829,0.007638999999999951,8,14
截至2026-08-07,全样本,BASE,SB1,滚动5年为负的窗口占比,0.0,0.0,0,14
截至2026-08-07,全样本,BASE,SB1,滚动5年窗口数,102.0,0.0,0,14
截至2026-08-07,全样本,BASE,SB1,互不重叠5年块中位,0.6147625,-8.749999999996261e-05,7,14
截至2026-08-07,全样本,BASE,SB1,滚动10年年化中位,0.425867,-0.004518500000000009,7,14
截至2026-08-07,全样本,BASE,SB1,滚动10年窗口数,42.0,0.0,0,14
截至2026-08-07,全样本,BASE,SB1,逐年收益中位,0.3872645,0.017755500000000007,9,14
截至2026-08-07,全样本,BASE,SB1,逐年为正比例,0.792857,0.0,4,14
截至2026-08-07,全样本,BASE,SB1,逐年最差,-0.271551,0.0,6,14
截至2026-08-07,全样本,BASE,SB1,完整自然年数,12.5,0.0,0,14
截至2026-08-07,全样本,SB1,BASE,年化,0.464077,0.003179000000000015,8,14
截至2026-08-07,全样本,SB1,BASE,最大回撤,0.6938015,0.00011700000000003374,7,14
截至2026-08-07,全样本,SB1,BASE,Sharpe,0.875512,0.0023420000000000107,7,14
截至2026-08-07,全样本,SB1,BASE,Calmar,0.6225965,0.010392499999999999,8,14
截至2026-08-07,全样本,SB1,BASE,平均仓位,1.6486465,-0.0011124999999999607,5,14
截至2026-08-07,全样本,SB1,BASE,年均换手,7.270474,0.1911195000000001,10,14
截至2026-08-07,全样本,SB1,BASE,持仓数中位,6.0,0.0,1,14
截至2026-08-07,全样本,SB1,BASE,单票权重中位,0.64961,0.0015419999999999878,8,14
截至2026-08-07,全样本,SB1,BASE,单票权重P90,0.9058955,0.0019124999999999837,8,14
截至2026-08-07,全样本,SB1,BASE,单票权重最大,1.1132304999999998,-9.94999999999191e-05,6,14
截至2026-08-07,全样本,SB1,BASE,前三权重中位,1.456369,0.012773000000000034,10,14
截至2026-08-07,全样本,SB1,BASE,单票超60%天数占比,0.768095,0.007448999999999983,9,14
截至2026-08-07,全样本,SB1,BASE,滚动3年年化中位,0.4822015,-0.0033350000000000046,6,14
截至2026-08-07,全样本,SB1,BASE,滚动3年回撤中位,0.439189,-0.0006899999999999962,5,14
截至2026-08-07,全样本,SB1,BASE,滚动3年Calmar中位,1.0765255,0.0028335000000000443,7,14
截至2026-08-07,全样本,SB1,BASE,滚动3年Sharpe中位,0.957849,-0.0009275000000000255,7,14
截至2026-08-07,全样本,SB1,BASE,滚动3年为负的窗口占比,0.022415499999999998,0.0,4,14
截至2026-08-07,全样本,SB1,BASE,滚动5年年化中位,0.48752249999999997,-0.0019264999999999977,7,14
截至2026-08-07,全样本,SB1,BASE,滚动5年年化P25,0.4010095,-0.0018780000000000185,7,14
截至2026-08-07,全样本,SB1,BASE,滚动5年年化最差,0.115007,-0.000559500000000001,7,14
截至2026-08-07,全样本,SB1,BASE,滚动5年回撤中位,0.46463699999999997,-0.002921499999999966,6,14
截至2026-08-07,全样本,SB1,BASE,滚动5年Calmar中位,1.0654785,-0.002799500000000066,7,14
截至2026-08-07,全样本,SB1,BASE,滚动5年Sharpe中位,0.9609445,-0.007638999999999951,6,14
截至2026-08-07,全样本,SB1,BASE,滚动5年为负的窗口占比,0.0,0.0,1,14
截至2026-08-07,全样本,SB1,BASE,滚动5年窗口数,102.0,0.0,0,14
截至2026-08-07,全样本,SB1,BASE,互不重叠5年块中位,0.6152785,8.749999999996261e-05,7,14
截至2026-08-07,全样本,SB1,BASE,滚动10年年化中位,0.44985050000000004,0.004518500000000009,7,14
截至2026-08-07,全样本,SB1,BASE,滚动10年窗口数,42.0,0.0,0,14
截至2026-08-07,全样本,SB1,BASE,逐年收益中位,0.3822125,-0.017755500000000007,5,14
截至2026-08-07,全样本,SB1,BASE,逐年为正比例,0.7774725,0.0,1,14
截至2026-08-07,全样本,SB1,BASE,逐年最差,-0.271802,0.0,6,14
截至2026-08-07,全样本,SB1,BASE,完整自然年数,12.5,0.0,0,14
截至2026-08-07,全样本,SB1,SB1,年化,0.464077,0.0,0,14
截至2026-08-07,全样本,SB1,SB1,最大回撤,0.6938015,0.0,0,14
截至2026-08-07,全样本,SB1,SB1,Sharpe,0.875512,0.0,0,14
截至2026-08-07,全样本,SB1,SB1,Calmar,0.6225965,0.0,0,14
截至2026-08-07,全样本,SB1,SB1,平均仓位,1.6486465,0.0,0,14
截至2026-08-07,全样本,SB1,SB1,年均换手,7.270474,0.0,0,14
截至2026-08-07,全样本,SB1,SB1,持仓数中位,6.0,0.0,0,14
截至2026-08-07,全样本,SB1,SB1,单票权重中位,0.64961,0.0,0,14
截至2026-08-07,全样本,SB1,SB1,单票权重P90,0.9058955,0.0,0,14
截至2026-08-07,全样本,SB1,SB1,单票权重最大,1.1132304999999998,0.0,0,14
截至2026-08-07,全样本,SB1,SB1,前三权重中位,1.456369,0.0,0,14
截至2026-08-07,全样本,SB1,SB1,单票超60%天数占比,0.768095,0.0,0,14
截至2026-08-07,全样本,SB1,SB1,滚动3年年化中位,0.4822015,0.0,0,14
截至2026-08-07,全样本,SB1,SB1,滚动3年回撤中位,0.439189,0.0,0,14
截至2026-08-07,全样本,SB1,SB1,滚动3年Calmar中位,1.0765255,0.0,0,14
截至2026-08-07,全样本,SB1,SB1,滚动3年Sharpe中位,0.957849,0.0,0,14
截至2026-08-07,全样本,SB1,SB1,滚动3年为负的窗口占比,0.022415499999999998,0.0,0,14
截至2026-08-07,全样本,SB1,SB1,滚动5年年化中位,0.48752249999999997,0.0,0,14
截至2026-08-07,全样本,SB1,SB1,滚动5年年化P25,0.4010095,0.0,0,14
截至2026-08-07,全样本,SB1,SB1,滚动5年年化最差,0.115007,0.0,0,14
截至2026-08-07,全样本,SB1,SB1,滚动5年回撤中位,0.46463699999999997,0.0,0,14
截至2026-08-07,全样本,SB1,SB1,滚动5年Calmar中位,1.0654785,0.0,0,14
截至2026-08-07,全样本,SB1,SB1,滚动5年Sharpe中位,0.9609445,0.0,0,14
截至2026-08-07,全样本,SB1,SB1,滚动5年为负的窗口占比,0.0,0.0,0,14
截至2026-08-07,全样本,SB1,SB1,滚动5年窗口数,102.0,0.0,0,14
截至2026-08-07,全样本,SB1,SB1,互不重叠5年块中位,0.6152785,0.0,0,14
截至2026-08-07,全样本,SB1,SB1,滚动10年年化中位,0.44985050000000004,0.0,0,14
截至2026-08-07,全样本,SB1,SB1,滚动10年窗口数,42.0,0.0,0,14
截至2026-08-07,全样本,SB1,SB1,逐年收益中位,0.3822125,0.0,0,14
截至2026-08-07,全样本,SB1,SB1,逐年为正比例,0.7774725,0.0,0,14
截至2026-08-07,全样本,SB1,SB1,逐年最差,-0.271802,0.0,0,14
截至2026-08-07,全样本,SB1,SB1,完整自然年数,12.5,0.0,0,14
截至2026-08-07,全样本,BUY1,BASE,年化,0.395548,-0.04151800000000003,3,14
截至2026-08-07,全样本,BUY1,BASE,最大回撤,0.6805669999999999,-0.014638499999999943,5,14
截至2026-08-07,全样本,BUY1,BASE,Sharpe,0.768959,-0.07686149999999997,3,14
截至2026-08-07,全样本,BUY1,BASE,Calmar,0.547579,-0.04219800000000001,4,14
截至2026-08-07,全样本,BUY1,BASE,平均仓位,1.594335,-0.049436500000000105,0,14
截至2026-08-07,全样本,BUY1,BASE,年均换手,7.9317554999999995,0.9125320000000001,13,14
截至2026-08-07,全样本,BUY1,BASE,持仓数中位,5.0,-2.0,0,14
截至2026-08-07,全样本,BUY1,BASE,单票权重中位,0.6442595,-0.005284000000000011,4,14
截至2026-08-07,全样本,BUY1,BASE,单票权重P90,0.8983380000000001,-0.022082999999999964,4,14
截至2026-08-07,全样本,BUY1,BASE,单票权重最大,1.0695204999999999,-0.06892499999999996,4,14
截至2026-08-07,全样本,BUY1,BASE,前三权重中位,1.5057515000000001,0.04839150000000014,14,14
截至2026-08-07,全样本,BUY1,BASE,单票超60%天数占比,0.777111,-0.014063499999999951,6,14
截至2026-08-07,全样本,BUY1,BASE,滚动3年年化中位,0.4715195,-0.01001100000000002,5,14
截至2026-08-07,全样本,BUY1,BASE,滚动3年回撤中位,0.4400655,0.003629000000000021,10,14
截至2026-08-07,全样本,BUY1,BASE,滚动3年Calmar中位,1.039443,-0.04718249999999996,4,14
截至2026-08-07,全样本,BUY1,BASE,滚动3年Sharpe中位,0.992855,-0.004082999999999948,7,14
截至2026-08-07,全样本,BUY1,BASE,滚动3年为负的窗口占比,0.0259135,0.0,4,14
截至2026-08-07,全样本,BUY1,BASE,滚动5年年化中位,0.513197,-0.0031879999999999686,7,14
截至2026-08-07,全样本,BUY1,BASE,滚动5年年化P25,0.3354705,-0.05662849999999997,4,14
截至2026-08-07,全样本,BUY1,BASE,滚动5年年化最差,0.11148,-0.001838499999999993,7,14
截至2026-08-07,全样本,BUY1,BASE,滚动5年回撤中位,0.44981550000000003,-0.004389500000000018,6,14
截至2026-08-07,全样本,BUY1,BASE,滚动5年Calmar中位,1.0151940000000002,0.00843550000000004,7,14
截至2026-08-07,全样本,BUY1,BASE,滚动5年Sharpe中位,0.9945059999999999,0.05491100000000004,8,14
截至2026-08-07,全样本,BUY1,BASE,滚动5年为负的窗口占比,0.0,0.0,2,14
截至2026-08-07,全样本,BUY1,BASE,滚动5年窗口数,102.0,0.0,0,14
截至2026-08-07,全样本,BUY1,BASE,互不重叠5年块中位,0.5578725,-0.05023950000000005,4,14
截至2026-08-07,全样本,BUY1,BASE,滚动10年年化中位,0.4142905,-0.02119399999999999,6,14
截至2026-08-07,全样本,BUY1,BASE,滚动10年窗口数,42.0,0.0,0,14
截至2026-08-07,全样本,BUY1,BASE,逐年收益中位,0.323275,-0.07446350000000002,0,14
截至2026-08-07,全样本,BUY1,BASE,逐年为正比例,0.7596155,0.0,0,14
截至2026-08-07,全样本,BUY1,BASE,逐年最差,-0.2344215,0.004838000000000009,8,14
截至2026-08-07,全样本,BUY1,BASE,完整自然年数,12.5,0.0,0,14
截至2026-08-07,全样本,BUY1,SB1,年化,0.395548,-0.045264000000000026,3,14
截至2026-08-07,全样本,BUY1,SB1,最大回撤,0.6805669999999999,-0.015348000000000028,6,14
截至2026-08-07,全样本,BUY1,SB1,Sharpe,0.768959,-0.06659999999999994,3,14
截至2026-08-07,全样本,BUY1,SB1,Calmar,0.547579,-0.047681500000000016,4,14
截至2026-08-07,全样本,BUY1,SB1,平均仓位,1.594335,-0.053585000000000105,0,14
截至2026-08-07,全样本,BUY1,SB1,年均换手,7.9317554999999995,0.5885035000000007,12,14
截至2026-08-07,全样本,BUY1,SB1,持仓数中位,5.0,-1.0,0,14
截至2026-08-07,全样本,BUY1,SB1,单票权重中位,0.6442595,-0.004386500000000015,4,14
截至2026-08-07,全样本,BUY1,SB1,单票权重P90,0.8983380000000001,-0.023104499999999972,4,14
截至2026-08-07,全样本,BUY1,SB1,单票权重最大,1.0695204999999999,-0.07183849999999992,4,14
截至2026-08-07,全样本,BUY1,SB1,前三权重中位,1.5057515000000001,0.04002399999999995,14,14
截至2026-08-07,全样本,BUY1,SB1,单票超60%天数占比,0.777111,-0.017345499999999958,6,14
截至2026-08-07,全样本,BUY1,SB1,滚动3年年化中位,0.4715195,-0.01639099999999999,5,14
截至2026-08-07,全样本,BUY1,SB1,滚动3年回撤中位,0.4400655,0.0036420000000000063,8,14
截至2026-08-07,全样本,BUY1,SB1,滚动3年Calmar中位,1.039443,-0.06404700000000002,3,14
截至2026-08-07,全样本,BUY1,SB1,滚动3年Sharpe中位,0.992855,-0.023413499999999976,7,14
截至2026-08-07,全样本,BUY1,SB1,滚动3年为负的窗口占比,0.0259135,0.0,5,14
截至2026-08-07,全样本,BUY1,SB1,滚动5年年化中位,0.513197,-0.03118499999999999,6,14
截至2026-08-07,全样本,BUY1,SB1,滚动5年年化P25,0.3354705,-0.03259000000000001,5,14
截至2026-08-07,全样本,BUY1,SB1,滚动5年年化最差,0.11148,-0.01058350000000001,6,14
截至2026-08-07,全样本,BUY1,SB1,滚动5年回撤中位,0.44981550000000003,0.005425999999999986,8,14
截至2026-08-07,全样本,BUY1,SB1,滚动5年Calmar中位,1.0151940000000002,0.01715,8,14
截至2026-08-07,全样本,BUY1,SB1,滚动5年Sharpe中位,0.9945059999999999,-0.013519000000000003,7,14
截至2026-08-07,全样本,BUY1,SB1,滚动5年为负的窗口占比,0.0,0.0,2,14
截至2026-08-07,全样本,BUY1,SB1,滚动5年窗口数,102.0,0.0,0,14
截至2026-08-07,全样本,BUY1,SB1,互不重叠5年块中位,0.5578725,-0.051260999999999945,4,14
截至2026-08-07,全样本,BUY1,SB1,滚动10年年化中位,0.4142905,-0.021154000000000006,6,14
截至2026-08-07,全样本,BUY1,SB1,滚动10年窗口数,42.0,0.0,0,14
截至2026-08-07,全样本,BUY1,SB1,逐年收益中位,0.323275,-0.05806699999999998,1,14
截至2026-08-07,全样本,BUY1,SB1,逐年为正比例,0.7596155,0.0,1,14
截至2026-08-07,全样本,BUY1,SB1,逐年最差,-0.2344215,0.00576500000000002,10,14
截至2026-08-07,全样本,BUY1,SB1,完整自然年数,12.5,0.0,0,14
截至2026-08-07,全样本,SB1_BUY1,BASE,年化,0.39492,-0.044741,2,14
截至2026-08-07,全样本,SB1_BUY1,BASE,最大回撤,0.678926,-0.01909099999999997,2,14
截至2026-08-07,全样本,SB1_BUY1,BASE,Sharpe,0.7627105000000001,-0.05964950000000002,5,14
截至2026-08-07,全样本,SB1_BUY1,BASE,Calmar,0.549713,-0.028693999999999997,4,14
截至2026-08-07,全样本,SB1_BUY1,BASE,平均仓位,1.589273,-0.059926000000000035,0,14
截至2026-08-07,全样本,SB1_BUY1,BASE,年均换手,7.6652275,0.5063475,13,14
截至2026-08-07,全样本,SB1_BUY1,BASE,持仓数中位,5.0,-2.0,0,14
截至2026-08-07,全样本,SB1_BUY1,BASE,单票权重中位,0.6422805,-0.009754500000000055,4,14
截至2026-08-07,全样本,SB1_BUY1,BASE,单票权重P90,0.871049,-0.03198700000000004,2,14
截至2026-08-07,全样本,SB1_BUY1,BASE,单票权重最大,1.0692650000000001,-0.07240399999999991,3,14
截至2026-08-07,全样本,SB1_BUY1,BASE,前三权重中位,1.511517,0.052650000000000086,14,14
截至2026-08-07,全样本,SB1_BUY1,BASE,单票超60%天数占比,0.7819115000000001,-0.012314500000000006,5,14
截至2026-08-07,全样本,SB1_BUY1,BASE,滚动3年年化中位,0.457801,-0.020121500000000014,4,14
截至2026-08-07,全样本,SB1_BUY1,BASE,滚动3年回撤中位,0.4399095,0.003711999999999993,11,14
截至2026-08-07,全样本,SB1_BUY1,BASE,滚动3年Calmar中位,0.987222,-0.07329749999999996,2,14
截至2026-08-07,全样本,SB1_BUY1,BASE,滚动3年Sharpe中位,0.9582765,-0.03646000000000005,6,14
截至2026-08-07,全样本,SB1_BUY1,BASE,滚动3年为负的窗口占比,0.021749499999999998,0.0,3,14
截至2026-08-07,全样本,SB1_BUY1,BASE,滚动5年年化中位,0.500449,0.0036279999999999923,8,14
截至2026-08-07,全样本,SB1_BUY1,BASE,滚动5年年化P25,0.352141,-0.037407000000000024,4,14
截至2026-08-07,全样本,SB1_BUY1,BASE,滚动5年年化最差,0.1207795,0.0034485,8,14
截至2026-08-07,全样本,SB1_BUY1,BASE,滚动5年回撤中位,0.46236900000000003,-0.0005269999999999997,6,14
截至2026-08-07,全样本,SB1_BUY1,BASE,滚动5年Calmar中位,1.0337015,-0.0021535000000000304,7,14
截至2026-08-07,全样本,SB1_BUY1,BASE,滚动5年Sharpe中位,0.972369,0.039783999999999986,8,14
截至2026-08-07,全样本,SB1_BUY1,BASE,滚动5年为负的窗口占比,0.0,0.0,1,14
截至2026-08-07,全样本,SB1_BUY1,BASE,滚动5年窗口数,102.0,0.0,0,14
截至2026-08-07,全样本,SB1_BUY1,BASE,互不重叠5年块中位,0.551743,-0.04996250000000002,4,14
截至2026-08-07,全样本,SB1_BUY1,BASE,滚动10年年化中位,0.400817,-0.018096999999999974,5,14
截至2026-08-07,全样本,SB1_BUY1,BASE,滚动10年窗口数,42.0,0.0,0,14
截至2026-08-07,全样本,SB1_BUY1,BASE,逐年收益中位,0.3135595,-0.07808899999999999,2,14
截至2026-08-07,全样本,SB1_BUY1,BASE,逐年为正比例,0.769231,0.0,1,14
截至2026-08-07,全样本,SB1_BUY1,BASE,逐年最差,-0.218704,0.005118000000000011,8,14
截至2026-08-07,全样本,SB1_BUY1,BASE,完整自然年数,12.5,0.0,0,14
截至2026-08-07,全样本,SB1_BUY1,SB1,年化,0.39492,-0.03694049999999999,3,14
截至2026-08-07,全样本,SB1_BUY1,SB1,最大回撤,0.678926,-0.02118150000000002,2,14
截至2026-08-07,全样本,SB1_BUY1,SB1,Sharpe,0.7627105000000001,-0.050966500000000026,4,14
截至2026-08-07,全样本,SB1_BUY1,SB1,Calmar,0.549713,-0.020944499999999977,4,14
截至2026-08-07,全样本,SB1_BUY1,SB1,平均仓位,1.589273,-0.05855549999999987,0,14
截至2026-08-07,全样本,SB1_BUY1,SB1,年均换手,7.6652275,0.4005000000000001,10,14
截至2026-08-07,全样本,SB1_BUY1,SB1,持仓数中位,5.0,-1.0,0,14
截至2026-08-07,全样本,SB1_BUY1,SB1,单票权重中位,0.6422805,-0.008477999999999986,2,14
截至2026-08-07,全样本,SB1_BUY1,SB1,单票权重P90,0.871049,-0.0360935,3,14
截至2026-08-07,全样本,SB1_BUY1,SB1,单票权重最大,1.0692650000000001,-0.07250350000000005,2,14
截至2026-08-07,全样本,SB1_BUY1,SB1,前三权重中位,1.511517,0.04063800000000006,13,14
截至2026-08-07,全样本,SB1_BUY1,SB1,单票超60%天数占比,0.7819115000000001,-0.020603999999999956,4,14
截至2026-08-07,全样本,SB1_BUY1,SB1,滚动3年年化中位,0.457801,-0.032913000000000026,5,14
截至2026-08-07,全样本,SB1_BUY1,SB1,滚动3年回撤中位,0.4399095,0.0040070000000000106,9,14
截至2026-08-07,全样本,SB1_BUY1,SB1,滚动3年Calmar中位,0.987222,-0.07285000000000003,2,14
截至2026-08-07,全样本,SB1_BUY1,SB1,滚动3年Sharpe中位,0.9582765,-0.040363999999999955,5,14
截至2026-08-07,全样本,SB1_BUY1,SB1,滚动3年为负的窗口占比,0.021749499999999998,0.0,4,14
截至2026-08-07,全样本,SB1_BUY1,SB1,滚动5年年化中位,0.500449,-0.0517715,6,14
截至2026-08-07,全样本,SB1_BUY1,SB1,滚动5年年化P25,0.352141,0.0030514999999999987,8,14
截至2026-08-07,全样本,SB1_BUY1,SB1,滚动5年年化最差,0.1207795,0.005719999999999999,7,14
截至2026-08-07,全样本,SB1_BUY1,SB1,滚动5年回撤中位,0.46236900000000003,0.009288500000000005,8,14
截至2026-08-07,全样本,SB1_BUY1,SB1,滚动5年Calmar中位,1.0337015,0.007270500000000013,8,14
