group,arm,metric,level_median,paired_delta_median,positive_starts,starts
full,MC050M14SEP09,Sharpe,0.8694785546702302,-0.05979894074457992,3,14
full,MC050M14SEP09,Calmar,0.5482011521547424,-0.06879361873843573,3,14
full,MC050M14SEP09,平均仓位,1.665486922851321,0.020687573098557954,13,14
full,MC050M14SEP09,年均换手,6.487732724680554,-0.47626460847974617,3,14
full,MC050M14SEP09,持仓数中位,6.0,0.0,3,14
full,MC050M14SEP09,单票权重中位,0.655162082888699,0.005515507406009423,9,14
full,MC050M14SEP09,单票权重P90,0.9935440627060894,0.07714454166732831,13,14
full,MC050M14SEP09,单票权重最大,1.2286527606929676,0.09599072159311894,9,14
full,MC050M14SEP09,前三权重中位,1.4572741996546328,0.015531314598879908,8,14
full,MC050M14SEP09,单票超60%天数占比,0.8091835755165115,0.03866969204277665,12,14
full,MC050M14SEP09,滚动3年年化中位,0.41824420367843207,-0.03417105442974022,2,14
full,MC050M14SEP09,滚动3年回撤中位,0.44621356007879337,0.00730799857367348,7,14
full,MC050M14SEP09,滚动3年Calmar中位,0.9854277121873725,-0.08299667395894816,2,14
full,MC050M14SEP09,滚动3年Sharpe中位,0.9314134586319189,-0.02352100362859344,2,14
full,MC050M14SEP09,滚动3年为负的窗口占比,0.04783512951408583,0.029809725158562367,9,14
full,MC050M14SEP09,滚动5年年化中位,0.45211244720047705,-0.01717034919034255,4,14
full,MC050M14SEP09,滚动5年年化P25,0.3050511602838035,-0.05795016476589443,3,14
full,MC050M14SEP09,滚动5年年化最差,0.07484515514190127,-0.029096411706119985,3,14
full,MC050M14SEP09,滚动5年回撤中位,0.49006754763994936,0.03016464764242366,11,14
full,MC050M14SEP09,滚动5年Calmar中位,1.0415687756181176,-0.03788673919382618,2,14
full,MC050M14SEP09,滚动5年Sharpe中位,0.9517420580767642,-0.02567024191940781,3,14
full,MC050M14SEP09,滚动5年为负的窗口占比,0.0,0.0,5,14
full,MC050M14SEP09,滚动5年窗口数,102.0,0.0,0,14
full,MC050M14SEP09,互不重叠5年块中位,0.5807311130971307,-0.03096576529175038,4,14
full,MC050M14SEP09,滚动10年年化中位,0.3897029887494726,-0.028127293514354945,4,14
full,MC050M14SEP09,滚动10年窗口数,42.0,0.0,0,14
full,MC050M14SEP09,逐年收益中位,0.37264674723059665,-0.011503348907154987,5,14
full,MC050M14SEP09,逐年为正比例,0.75,-0.03333333333333338,5,14
full,MC050M14SEP09,逐年最差,-0.2910061230294995,-0.061739714716234295,0,14
full,MC050M14SEP09,完整自然年数,12.5,0.0,0,14
full,MC050M14SEP09,强平次数,0.0,0.0,0,14
full,MC050M14SEP09,最低担保比例,1.6609449259461817,-0.18919573002778567,1,14
full,MC050M14SEP09,最低股票同跌缓冲,0.21729462439731967,-0.0944439319877336,1,14
full,MC050M14SEP09,最低总资产冲击缓冲,0.21729462439731967,-0.09444393198773371,1,14
full,MC050M14SEP09,rf覆盖率,1.0,0.0,0,14
full,MC050M14SEP09,年化_交易日口径,0.396702709605647,-0.04010241397910763,4,14
full,MC050M14SEP09,最低担保比例日,20150825.0,0.0,4,14
full,MC050M14SEP09,最低股票同跌缓冲日,20150825.0,0.0,4,14
full,MC050M14SEP09,滚动5年年化最差窗口末日,20181179.0,0.0,4,14
full,MC050M14SEP09,最大回撤起日,20150609.0,0.0,1,14
full,MC050M14SEP09,最大回撤止日,20160225.0,0.0,5,14
full,MC050M14SEP09,末次净值日,20260828.0,0.0,0,14
full,MC050M15SEP09,年化,0.4099894829130849,-0.014805973019463292,5,14
full,MC050M15SEP09,最大回撤,0.7453693451977372,0.03008633897780172,10,14
full,MC050M15SEP09,Sharpe,0.8858823702059753,-0.03026251698593052,4,14
full,MC050M15SEP09,Calmar,0.5587695522851168,-0.017456978473824214,5,14
full,MC050M15SEP09,平均仓位,1.6662350703657292,0.02065795896429723,13,14
full,MC050M15SEP09,年均换手,6.501946378442572,-0.4667590504972785,3,14
full,MC050M15SEP09,持仓数中位,6.5,0.0,4,14
full,MC050M15SEP09,单票权重中位,0.6525079715562748,0.006568381033890236,11,14
full,MC050M15SEP09,单票权重P90,1.023315061632801,0.08490064732161967,11,14
full,MC050M15SEP09,单票权重最大,1.257794191447788,0.06631629414165674,8,14
full,MC050M15SEP09,前三权重中位,1.4493471492126002,-0.0018237595371853876,6,14
full,MC050M15SEP09,单票超60%天数占比,0.8194894394289676,0.019058943499750736,10,14
full,MC050M15SEP09,滚动3年年化中位,0.4632240966605051,-0.030099687157330135,3,14
full,MC050M15SEP09,滚动3年回撤中位,0.4445739480061839,0.004512719888276118,10,14
full,MC050M15SEP09,滚动3年Calmar中位,1.0477283584557573,-0.02998642711527083,5,14
full,MC050M15SEP09,滚动3年Sharpe中位,1.0028024838164693,-0.017028622851260833,6,14
full,MC050M15SEP09,滚动3年为负的窗口占比,0.05965210814898847,0.0367003367003367,9,14
full,MC050M15SEP09,滚动5年年化中位,0.5174605797573287,-0.00809100094753712,7,14
full,MC050M15SEP09,滚动5年年化P25,0.28834476301144774,-0.05896224065857225,4,14
full,MC050M15SEP09,滚动5年年化最差,0.06813623581515671,-0.05183545354278157,4,14
full,MC050M15SEP09,滚动5年回撤中位,0.4817989906055162,0.007138639217459886,7,14
full,MC050M15SEP09,滚动5年Calmar中位,1.124876178167077,0.04393031696588512,9,14
full,MC050M15SEP09,滚动5年Sharpe中位,1.0224849692342701,-0.027378328151498876,6,14
full,MC050M15SEP09,滚动5年为负的窗口占比,0.0,0.0,5,14
full,MC050M15SEP09,滚动5年窗口数,102.0,0.0,0,14
full,MC050M15SEP09,互不重叠5年块中位,0.5970459427919911,-0.023671302200998723,5,14
full,MC050M15SEP09,滚动10年年化中位,0.394817010151601,-0.027197516333606897,5,14
full,MC050M15SEP09,滚动10年窗口数,42.0,0.0,0,14
full,MC050M15SEP09,逐年收益中位,0.38417431598210544,-0.028444668630357606,6,14
full,MC050M15SEP09,逐年为正比例,0.75,-0.03333333333333338,5,14
full,MC050M15SEP09,逐年最差,-0.29380868879869676,-0.04419346317401718,0,14
full,MC050M15SEP09,完整自然年数,12.5,0.0,0,14
full,MC050M15SEP09,强平次数,0.0,0.0,0,14
full,MC050M15SEP09,最低担保比例,1.6452108268148185,-0.1395440766396736,1,14
full,MC050M15SEP09,最低股票同跌缓冲,0.20982577099565702,-0.05885138385568944,1,14
full,MC050M15SEP09,最低总资产冲击缓冲,0.20982577099565708,-0.05885138385568944,1,14
full,MC050M15SEP09,rf覆盖率,1.0,0.0,0,14
full,MC050M15SEP09,年化_交易日口径,0.4116014030743752,-0.014873430363409379,5,14
full,MC050M15SEP09,最低担保比例日,20150825.0,0.0,4,14
full,MC050M15SEP09,最低股票同跌缓冲日,20150825.0,0.0,4,14
full,MC050M15SEP09,滚动5年年化最差窗口末日,20181179.0,0.0,2,14
full,MC050M15SEP09,最大回撤起日,20150609.0,0.0,1,14
full,MC050M15SEP09,最大回撤止日,20160225.0,0.0,5,14
full,MC050M15SEP09,末次净值日,20260828.0,0.0,0,14
full,MC050M16SEP09,年化,0.4139283042823009,-0.025349294115147525,6,14
full,MC050M16SEP09,最大回撤,0.7351260123968821,0.029138966815702994,11,14
full,MC050M16SEP09,Sharpe,0.8913063400564842,-0.039206276188433975,4,14
full,MC050M16SEP09,Calmar,0.5572728179914794,-0.02620005552350385,4,14
full,MC050M16SEP09,平均仓位,1.6690946953284709,0.017118345459140705,13,14
full,MC050M16SEP09,年均换手,6.622987302965853,-0.44242808314760174,2,14
full,MC050M16SEP09,持仓数中位,6.5,0.0,5,14
full,MC050M16SEP09,单票权重中位,0.645269694783148,0.0014052038006552303,8,14
full,MC050M16SEP09,单票权重P90,1.0178495460140324,0.0794319237214034,11,14
full,MC050M16SEP09,单票权重最大,1.2292408572677085,0.050808244800536584,9,14
full,MC050M16SEP09,前三权重中位,1.4501079499143197,0.01112667554568958,9,14
full,MC050M16SEP09,单票超60%天数占比,0.7799771231852926,0.0034993536310596873,9,14
full,MC050M16SEP09,滚动3年年化中位,0.4496635912424669,-0.03718159476487937,3,14
full,MC050M16SEP09,滚动3年回撤中位,0.4551344338559701,0.01922988420922389,10,14
full,MC050M16SEP09,滚动3年Calmar中位,1.0293324176302943,-0.011782084883950716,6,14
full,MC050M16SEP09,滚动3年Sharpe中位,0.9989662420310983,-0.03880260108869771,4,14
full,MC050M16SEP09,滚动3年为负的窗口占比,0.05152202684817546,0.03477868112014453,9,14
full,MC050M16SEP09,滚动5年年化中位,0.5164446738014369,-0.028326225205984712,3,14
full,MC050M16SEP09,滚动5年年化P25,0.2905367442348269,-0.06111067545370363,1,14
full,MC050M16SEP09,滚动5年年化最差,0.07476827768303163,-0.0403691786643231,2,14
full,MC050M16SEP09,滚动5年回撤中位,0.47998580785057626,0.013599528438971609,9,14
full,MC050M16SEP09,滚动5年Calmar中位,1.1273283777087744,0.00885850916220532,8,14
full,MC050M16SEP09,滚动5年Sharpe中位,1.026765433553222,-0.0314099109622854,5,14
full,MC050M16SEP09,滚动5年为负的窗口占比,0.0,0.0,5,14
full,MC050M16SEP09,滚动5年窗口数,102.0,0.0,0,14
full,MC050M16SEP09,互不重叠5年块中位,0.6248105360202352,-0.027413016052121153,7,14
full,MC050M16SEP09,滚动10年年化中位,0.40452324311001,-0.05100952459170771,5,14
full,MC050M16SEP09,滚动10年窗口数,42.0,0.0,0,14
full,MC050M16SEP09,逐年收益中位,0.3982726013403851,-0.027801070339606937,4,14
full,MC050M16SEP09,逐年为正比例,0.7416666666666667,-0.06458333333333338,4,14
full,MC050M16SEP09,逐年最差,-0.2964630042294752,-0.051320828004664754,0,14
full,MC050M16SEP09,完整自然年数,12.5,0.0,0,14
full,MC050M16SEP09,强平次数,0.0,0.0,0,14
full,MC050M16SEP09,最低担保比例,1.7090891203348142,-0.13493623946511857,2,14
full,MC050M16SEP09,最低股票同跌缓冲,0.23922274885215772,-0.055365399746464566,2,14
full,MC050M16SEP09,最低总资产冲击缓冲,0.23922274885215772,-0.05536539974646454,2,14
full,MC050M16SEP09,rf覆盖率,1.0,0.0,0,14
full,MC050M16SEP09,年化_交易日口径,0.4155373192444912,-0.02547387692138614,6,14
full,MC050M16SEP09,最低担保比例日,20150825.0,0.0,3,14
full,MC050M16SEP09,最低股票同跌缓冲日,20150825.0,0.0,3,14
full,MC050M16SEP09,滚动5年年化最差窗口末日,20181179.0,0.0,2,14
full,MC050M16SEP09,最大回撤起日,20150609.0,0.0,1,14
full,MC050M16SEP09,最大回撤止日,20160420.5,0.0,5,14
full,MC050M16SEP09,末次净值日,20260828.0,0.0,0,14
full,MC100M14SEP09,年化,0.38138191880878436,-0.01760382201738775,3,14
full,MC100M14SEP09,最大回撤,0.7206644145615866,0.00975211339284654,9,14
full,MC100M14SEP09,Sharpe,0.8541664022280959,-0.028866945028107882,4,14
full,MC100M14SEP09,Calmar,0.5522830509379025,-0.04573570098924634,5,14
full,MC100M14SEP09,平均仓位,1.661389888877078,0.011388426566736776,12,14
full,MC100M14SEP09,年均换手,6.525808257505608,-0.4452378347099528,3,14
full,MC100M14SEP09,持仓数中位,6.5,0.0,2,14
full,MC100M14SEP09,单票权重中位,0.6505313838352763,-3.1847028685860757e-06,7,14
full,MC100M14SEP09,单票权重P90,0.9227274999522782,0.01071318445044328,8,14
full,MC100M14SEP09,单票权重最大,1.2065783754141668,0.09200741802938589,8,14
full,MC100M14SEP09,前三权重中位,1.4666978985836254,0.00846431064465114,11,14
full,MC100M14SEP09,单票超60%天数占比,0.7783362424264578,0.013603363848341044,9,14
full,MC100M14SEP09,滚动3年年化中位,0.41391791874552697,-0.031512434938508416,3,14
full,MC100M14SEP09,滚动3年回撤中位,0.43933556605417107,0.003338457475126899,7,14
full,MC100M14SEP09,滚动3年Calmar中位,0.9686896961666582,-0.01179584446835874,6,14
full,MC100M14SEP09,滚动3年Sharpe中位,0.923326043503307,-0.016561204669722773,5,14
full,MC100M14SEP09,滚动3年为负的窗口占比,0.043770088863679335,0.014895880832953332,8,14
full,MC100M14SEP09,滚动5年年化中位,0.44356391704554965,-0.02677071109056628,4,14
full,MC100M14SEP09,滚动5年年化P25,0.30244917858386766,-0.057384046844521475,3,14
full,MC100M14SEP09,滚动5年年化最差,0.06509295173785701,-0.027581834487588386,1,14
full,MC100M14SEP09,滚动5年回撤中位,0.4916263973799293,0.011985075820674762,10,14
full,MC100M14SEP09,滚动5年Calmar中位,1.0020378586412237,-0.034490536322219545,4,14
full,MC100M14SEP09,滚动5年Sharpe中位,0.9503861202458821,-0.021910366568844486,3,14
full,MC100M14SEP09,滚动5年为负的窗口占比,0.0,0.0,4,14
full,MC100M14SEP09,滚动5年窗口数,102.0,0.0,0,14
full,MC100M14SEP09,互不重叠5年块中位,0.5828198950372393,-0.029149834049781775,3,14
full,MC100M14SEP09,滚动10年年化中位,0.3812457108755566,-0.03308079634397709,2,14
full,MC100M14SEP09,滚动10年窗口数,42.0,0.0,0,14
full,MC100M14SEP09,逐年收益中位,0.3819361652914953,0.003036030072623319,8,14
full,MC100M14SEP09,逐年为正比例,0.7774725274725275,0.0,1,14
full,MC100M14SEP09,逐年最差,-0.28821623397358515,-0.031120625812155966,2,14
full,MC100M14SEP09,完整自然年数,12.5,0.0,0,14
full,MC100M14SEP09,强平次数,0.0,0.0,0,14
full,MC100M14SEP09,最低担保比例,1.721693741692036,-0.11204556634502993,1,14
full,MC100M14SEP09,最低股票同跌缓冲,0.2449295866239814,-0.04459958813183741,1,14
full,MC100M14SEP09,最低总资产冲击缓冲,0.2449295866239815,-0.04459958813183751,1,14
full,MC100M14SEP09,rf覆盖率,1.0,0.0,0,14
full,MC100M14SEP09,年化_交易日口径,0.3828494256965703,-0.01768189321621949,3,14
full,MC100M14SEP09,最低担保比例日,20150825.5,0.0,6,14
full,MC100M14SEP09,最低股票同跌缓冲日,20150825.5,0.0,6,14
full,MC100M14SEP09,滚动5年年化最差窗口末日,20181179.0,0.0,2,14
full,MC100M14SEP09,最大回撤起日,20150609.0,0.0,2,14
full,MC100M14SEP09,最大回撤止日,20160561.5,0.0,4,14
full,MC100M14SEP09,末次净值日,20260828.0,0.0,0,14
full,MC100M15SEP09,年化,0.39253394554038556,-0.04233445504814137,4,14
full,MC100M15SEP09,最大回撤,0.7223317708920822,0.024031562987849975,11,14
full,MC100M15SEP09,Sharpe,0.8759851979762993,-0.060488050021483775,4,14
full,MC100M15SEP09,Calmar,0.5542677803013307,-0.08447112725123623,4,14
full,MC100M15SEP09,平均仓位,1.6625678322749042,0.010493832517800006,12,14
full,MC100M15SEP09,年均换手,6.415692956542578,-0.6204959824708141,2,14
full,MC100M15SEP09,持仓数中位,6.5,0.0,3,14
full,MC100M15SEP09,单票权重中位,0.648984055576946,0.0015359786032723144,9,14
full,MC100M15SEP09,单票权重P90,0.9605029266471377,0.058907889554445036,10,14
full,MC100M15SEP09,单票权重最大,1.2065783754141668,0.06059566647017883,10,14
full,MC100M15SEP09,前三权重中位,1.4570562449877245,-0.002350164829320378,6,14
full,MC100M15SEP09,单票超60%天数占比,0.7888048228733686,0.002864341206356258,8,14
full,MC100M15SEP09,滚动3年年化中位,0.42028775276287356,-0.04979835092404228,2,14
full,MC100M15SEP09,滚动3年回撤中位,0.44631884470644684,0.010300007896300922,10,14
full,MC100M15SEP09,滚动3年Calmar中位,0.8949978962166159,-0.0442417065731644,3,14
full,MC100M15SEP09,滚动3年Sharpe中位,0.9121281417275269,-0.0333542032055269,3,14
full,MC100M15SEP09,滚动3年为负的窗口占比,0.0517110985063339,0.016625716625716627,9,14
full,MC100M15SEP09,滚动5年年化中位,0.4711903646371891,-0.04196044268946375,3,14
full,MC100M15SEP09,滚动5年年化P25,0.3043685669192471,-0.05704411753707539,1,14
full,MC100M15SEP09,滚动5年年化最差,0.0625328736527695,-0.034671994863287536,2,14
full,MC100M15SEP09,滚动5年回撤中位,0.48782647758410913,0.0130735120360021,9,14
full,MC100M15SEP09,滚动5年Calmar中位,1.001803062058637,-0.06939486329929939,5,14
full,MC100M15SEP09,滚动5年Sharpe中位,0.9611458315499515,-0.0330479095135886,3,14
full,MC100M15SEP09,滚动5年为负的窗口占比,0.0,0.0,3,14
full,MC100M15SEP09,滚动5年窗口数,102.0,0.0,0,14
full,MC100M15SEP09,互不重叠5年块中位,0.5917099481432638,-0.05172423975340168,3,14
full,MC100M15SEP09,滚动10年年化中位,0.37915792589543673,-0.06501417945515742,3,14
full,MC100M15SEP09,滚动10年窗口数,42.0,0.0,0,14
full,MC100M15SEP09,逐年收益中位,0.37595206355032895,-0.015592824694260599,5,14
full,MC100M15SEP09,逐年为正比例,0.75,0.0,1,14
full,MC100M15SEP09,逐年最差,-0.28821623397358515,-0.04457976604333885,2,14
full,MC100M15SEP09,完整自然年数,12.5,0.0,0,14
full,MC100M15SEP09,强平次数,0.0,0.0,0,14
full,MC100M15SEP09,最低担保比例,1.7207880206831285,-0.10656692138891433,1,14
full,MC100M15SEP09,最低股票同跌缓冲,0.24453199006962956,-0.04078449423247828,1,14
full,MC100M15SEP09,最低总资产冲击缓冲,0.24453199006962956,-0.040784494232478374,1,14
full,MC100M15SEP09,rf覆盖率,1.0,0.0,0,14
full,MC100M15SEP09,年化_交易日口径,0.3938166477367797,-0.04253677486707852,4,14
full,MC100M15SEP09,最低担保比例日,20150826.0,0.5,7,14
full,MC100M15SEP09,最低股票同跌缓冲日,20150826.0,0.5,7,14
full,MC100M15SEP09,滚动5年年化最差窗口末日,20181179.0,0.0,3,14
full,MC100M15SEP09,最大回撤起日,20150609.0,0.0,1,14
full,MC100M15SEP09,最大回撤止日,20160520.0,0.0,6,14
full,MC100M15SEP09,末次净值日,20260828.0,0.0,0,14
full,MC100M16SEP09,年化,0.3859134236768178,-0.018544184259406404,4,14
full,MC100M16SEP09,最大回撤,0.7192443344656898,0.01594156367582944,10,14
full,MC100M16SEP09,Sharpe,0.8675220692151835,-0.0378260095461182,4,14
full,MC100M16SEP09,Calmar,0.5594249427194513,-0.040300252281489785,4,14
full,MC100M16SEP09,平均仓位,1.6644924956997444,0.012341366844876966,13,14
full,MC100M16SEP09,年均换手,5.778709421722002,-1.061333033687124,2,14
full,MC100M16SEP09,持仓数中位,6.5,0.0,3,14
full,MC100M16SEP09,单票权重中位,0.6474484300120427,-0.0026032805631004963,6,14
full,MC100M16SEP09,单票权重P90,0.9507562738741786,0.046796605500390887,9,14
full,MC100M16SEP09,单票权重最大,1.2065783754141668,0.04586610563994786,10,14
full,MC100M16SEP09,前三权重中位,1.4476884244907149,-0.006043781618246813,7,14
full,MC100M16SEP09,单票超60%天数占比,0.7768632063092145,-0.0018975530359621184,7,14
full,MC100M16SEP09,滚动3年年化中位,0.41020632059443185,-0.04074821768296555,3,14
full,MC100M16SEP09,滚动3年回撤中位,0.45368070732829713,0.013178419211408332,11,14
full,MC100M16SEP09,滚动3年Calmar中位,0.926368506036702,-0.02109543541289316,6,14
full,MC100M16SEP09,滚动3年Sharpe中位,0.9205936604744577,-0.027002814242759854,4,14
full,MC100M16SEP09,滚动3年为负的窗口占比,0.042547425474254746,0.011911911911911911,9,14
full,MC100M16SEP09,滚动5年年化中位,0.4595742986245094,-0.020846065474692144,5,14
full,MC100M16SEP09,滚动5年年化P25,0.30231255645916266,-0.03956533263650064,2,14
full,MC100M16SEP09,滚动5年年化最差,0.07400511889509465,-0.030398978466303406,2,14
full,MC100M16SEP09,滚动5年回撤中位,0.4822722517938736,0.011130258565224982,9,14
full,MC100M16SEP09,滚动5年Calmar中位,1.0102929030405443,0.012605945560330789,7,14
full,MC100M16SEP09,滚动5年Sharpe中位,0.9610543228945698,-0.01106037543693228,4,14
full,MC100M16SEP09,滚动5年为负的窗口占比,0.0,0.0,4,14
full,MC100M16SEP09,滚动5年窗口数,102.0,0.0,0,14
full,MC100M16SEP09,互不重叠5年块中位,0.6138287376343201,-0.026930025407573777,6,14
full,MC100M16SEP09,滚动10年年化中位,0.3846120766179909,-0.052371721146126426,4,14
full,MC100M16SEP09,滚动10年窗口数,42.0,0.0,0,14
full,MC100M16SEP09,逐年收益中位,0.37595607430505806,-0.013680427018543773,4,14
full,MC100M16SEP09,逐年为正比例,0.7416666666666667,-0.03333333333333338,1,14
full,MC100M16SEP09,逐年最差,-0.28821623397358515,-0.023515146706663548,4,14
full,MC100M16SEP09,完整自然年数,12.5,0.0,0,14
full,MC100M16SEP09,强平次数,0.0,0.0,0,14
full,MC100M16SEP09,最低担保比例,1.7262507204069095,-0.1225021864549648,3,14
full,MC100M16SEP09,最低股票同跌缓冲,0.2468883924354959,-0.051409857999414374,3,14
full,MC100M16SEP09,最低总资产冲击缓冲,0.24688839243549593,-0.05140985799941444,3,14
full,MC100M16SEP09,rf覆盖率,1.0,0.0,0,14
full,MC100M16SEP09,年化_交易日口径,0.3871665683996408,-0.01863132901105491,4,14
full,MC100M16SEP09,最低担保比例日,20150825.0,0.0,5,14
full,MC100M16SEP09,最低股票同跌缓冲日,20150825.0,0.0,5,14
full,MC100M16SEP09,滚动5年年化最差窗口末日,20181179.0,0.0,1,14
full,MC100M16SEP09,最大回撤起日,20150609.0,0.0,1,14
full,MC100M16SEP09,最大回撤止日,20160571.5,0.0,6,14
full,MC100M16SEP09,末次净值日,20260828.0,0.0,0,14
full,MC150M14SEP09,年化,0.3866913677503929,-0.03443695387320067,6,14
full,MC150M14SEP09,最大回撤,0.7197898890789187,0.013544321500159162,9,14
