arm,security_code,security_name,report_date,available_at,base_status,arm_status,base_value,arm_value,change,wc_control_value,change_vs_wc,base_path,cash_ratio,cash_raw_ratio,proxy_status,intervals,positive_intervals,net_reinvestment,growth_allowance,nopat_total,rejection_reason,cash_blocked
WCREP,300395,菲利华,2026-06-30,2026-08-21,ok,ok,9.8157,9.8157,0.0,9.8157,0.0,growth,0.000000,,off,0,0,,,,,
WCREP,300408,三环集团,2026-06-30,2026-08-28,ok,ok,20.0524,20.1532,0.005026829706169744,20.1532,0.0,growth,0.000000,,off,0,0,,,,,
WCREP,300415,伊之密,2026-06-30,2026-08-25,ok,ok,19.1484,18.3685,-0.04072925153015383,18.3685,0.0,growth,0.000000,,off,0,0,,,,,
WCREP,300470,中密控股,2026-06-30,2026-08-25,ok,ok,18.7697,18.6978,-0.0038306419388695057,18.6978,0.0,growth,0.000000,,off,0,0,,,,,
WCREP,300487,蓝晓科技,2026-06-30,2026-08-20,ok,ok,22.3231,21.0897,-0.055252182716558185,21.0897,0.0,growth,0.000000,,off,0,0,,,,,
WCREP,300502,新易盛,2026-06-30,2026-08-25,ok,ok,54.6119,56.5953,0.03631809184445145,56.5953,0.0,growth,0.000000,,off,0,0,,,,,
WCREP,300529,健帆生物,2026-06-30,2026-08-07,ok,ok,8.3875,8.3875,0.0,8.3875,0.0,growth,0.000000,,off,0,0,,,,,
WCREP,300604,长川科技,2026-06-30,2026-08-28,ok,ok,20.8697,20.8697,0.0,20.8697,0.0,growth,0.000000,,off,0,0,,,,,
WCREP,300627,华测导航,2026-06-30,2026-08-14,ok,ok,11.8458,10.4938,-0.11413327930574557,10.4938,0.0,growth,0.000000,,off,0,0,,,,,
WCREP,300628,亿联网络,2026-06-30,2026-08-19,ok,ok,22.1532,21.4915,-0.029869273964935106,21.4915,0.0,growth,0.000000,,off,0,0,,,,,
WCREP,300661,圣邦股份,2026-06-30,2026-08-29,ok,ok,20.6138,20.6138,0.0,20.6138,0.0,growth,0.000000,,off,0,0,,,,,
WCREP,300685,艾德生物,2026-06-30,2026-08-25,ok,ok,11.9455,10.464,-0.1240215980913314,10.464,0.0,growth,0.000000,,off,0,0,,,,,
WCREP,300699,光威复材,2026-06-30,2026-08-25,ok,ok,9.4561,9.4561,0.0,9.4561,0.0,growth,0.000000,,off,0,0,,,,,
WCREP,300750,宁德时代,2026-06-30,2026-07-25,ok,ok,210.9911,210.9911,0.0,210.9911,0.0,growth,0.000000,,off,0,0,,,,,
WCREP,300759,康龙化成,2026-06-30,2026-08-21,ok,ok,14.9058,14.9058,0.0,14.9058,0.0,growth,0.000000,,off,0,0,,,,,
WCREP,300760,迈瑞医疗,2026-06-30,2026-08-29,ok,ok,92.4423,92.3336,-0.001175868622913967,92.3336,0.0,growth,0.000000,,off,0,0,,,,,
WCREP,300776,帝尔激光,2026-06-30,2026-08-20,ok,ok,32.6377,30.3573,-0.06987011952435385,30.3573,0.0,growth,0.000000,,off,0,0,,,,,
WCREP,300811,铂科新材,2026-06-30,2026-08-26,ok,ok,16.152,15.2653,-0.054897226349678085,15.2653,0.0,growth,0.000000,,off,0,0,,,,,
WCREP,300832,新产业,2026-06-30,2026-08-14,ok,ok,23.708,22.95,-0.031972330015184736,22.95,0.0,growth,0.000000,,off,0,0,,,,,
WCREP,300866,安克创新,2026-06-30,2026-08-31,ok,ok,65.7544,70.6211,0.07401329796941347,70.6211,0.0,growth,0.000000,,off,0,0,,,,,
WCREP,300896,爱美客,2026-06-30,2026-08-21,ok,ok,64.226,64.1751,-0.000792513935166439,64.1751,0.0,growth,0.000000,,off,0,0,,,,,
WCREP,300910,瑞丰新材,2026-06-30,2026-08-26,ok,ok,30.6948,29.4753,-0.03972985652292893,29.4753,0.0,growth,0.000000,,off,0,0,,,,,
WCREP,301589,诺瓦星云,2026-06-30,2026-08-22,ok,ok,106.0506,97.8946,-0.07690668416774638,97.8946,0.0,growth,0.000000,,off,0,0,,,,,
WCREP,600007,中国国贸,2026-06-30,2026-08-31,ok,ok,14.5559,14.5559,0.0,14.5559,0.0,growth,0.000000,,off,0,0,,,,,
WCREP,600031,三一重工,2026-06-30,2026-08-31,ok,ok,16.6152,16.6152,0.0,16.6152,0.0,growth,0.000000,,off,0,0,,,,,
WCREP,600036,招商银行,2026-06-30,2026-08-29,ok,ok,83.7817,83.7817,0.0,83.7817,0.0,equity_fallback,0.000000,,off,0,0,,,,,
WCREP,600066,宇通客车,2026-06-30,2026-08-11,ok,ok,9.649,9.649,0.0,9.649,0.0,growth,0.000000,,off,0,0,,,,,
WCREP,600085,同仁堂,2026-06-30,2026-08-31,ok,ok,15.007,15.007,0.0,15.007,0.0,growth,0.000000,,off,0,0,,,,,
WCREP,600132,重庆啤酒,2026-06-30,2026-08-20,ok,ok,17.7382,17.7814,0.0024354218579112352,17.7814,0.0,growth,0.000000,,off,0,0,,,,,
WCREP,600160,巨化股份,2026-06-30,2026-08-26,ok,ok,12.5195,14.496,0.15787371700147768,14.496,0.0,growth,0.000000,,off,0,0,,,,,
WCREP,600176,中国巨石,2026-06-30,2026-08-21,ok,ok,12.5922,12.5922,0.0,12.5922,0.0,growth,0.000000,,off,0,0,,,,,
WCREP,600183,生益科技,2026-06-30,2026-08-15,ok,ok,13.0203,12.8204,-0.015352948856785287,12.8204,0.0,growth,0.000000,,off,0,0,,,,,
WCREP,600276,恒瑞医药,2026-06-30,2026-08-20,ok,ok,17.4406,17.6276,0.010722108184351598,17.6276,0.0,growth,0.000000,,off,0,0,,,,,
WCREP,600285,羚锐制药,2026-06-30,2026-08-12,ok,ok,11.0214,10.6678,-0.032083038452465185,10.6678,0.0,growth,0.000000,,off,0,0,,,,,
WCREP,600298,安琪酵母,2026-06-30,2026-08-15,ok,ok,28.271,28.271,0.0,28.271,0.0,growth,0.000000,,off,0,0,,,,,
WCREP,600309,万华化学,2026-06-30,2026-08-25,ok,ok,65.8233,65.8233,0.0,65.8233,0.0,growth,0.000000,,off,0,0,,,,,
WCREP,600406,国电南瑞,2026-06-30,2026-08-27,ok,ok,14.879,13.5938,-0.08637677263256938,13.5938,0.0,growth,0.000000,,off,0,0,,,,,
WCREP,600415,小商品城,2026-06-30,2026-08-26,ok,ok,8.9512,9.6125,0.07387836267762982,9.6125,0.0,growth,0.000000,,off,0,0,,,,,
WCREP,600426,华鲁恒升,2026-06-30,2026-08-20,ok,ok,23.0825,23.0825,0.0,23.0825,0.0,growth,0.000000,,off,0,0,,,,,
WCREP,600436,片仔癀,2026-06-30,2026-08-29,ok,ok,44.4188,44.4188,0.0,44.4188,0.0,growth,0.000000,,off,0,0,,,,,
WCREP,600486,扬农化工,2026-06-30,2026-08-25,ok,ok,37.9224,37.9814,0.0015558087040903334,37.9814,0.0,growth,0.000000,,off,0,0,,,,,
WCREP,600519,贵州茅台,2026-06-30,2026-08-15,ok,ok,585.5146,588.7351,0.005500289830518312,588.7351,0.0,growth,0.000000,,off,0,0,,,,,
WCREP,600563,法拉电子,2026-06-30,2026-08-22,ok,ok,50.0223,51.5519,0.030578362050525554,51.5519,0.0,growth,0.000000,,off,0,0,,,,,
WCREP,600570,恒生电子,2026-06-30,2026-08-26,ok,ok,6.8697,6.8697,0.0,6.8697,0.0,growth,0.000000,,off,0,0,,,,,
WCREP,600600,青岛啤酒,2026-06-30,2026-08-27,ok,ok,42.0269,41.9068,-0.0028576935248614266,41.9068,0.0,growth,0.000000,,off,0,0,,,,,
WCREP,600660,福耀玻璃,2026-06-30,2026-08-19,ok,ok,51.9498,51.4177,-0.010242580337171625,51.4177,0.0,growth,0.000000,,off,0,0,,,,,
WCREP,600690,海尔智家,2026-06-30,2026-08-28,ok,ok,22.1223,22.5006,0.017100391912233226,22.5006,0.0,growth,0.000000,,off,0,0,,,,,
WCREP,600750,华润江中,2026-06-30,2026-08-22,ok,ok,12.0014,11.9595,-0.003491259353075482,11.9595,0.0,growth,0.000000,,off,0,0,,,,,
WCREP,600803,新奥股份,2026-06-30,2026-08-29,ok,ok,16.9778,16.9778,0.0,16.9778,0.0,growth,0.000000,,off,0,0,,,,,
WCREP,600809,山西汾酒,2026-06-30,2026-08-31,ok,ok,80.056,81.5391,0.018525781952633213,81.5391,0.0,growth,0.000000,,off,0,0,,,,,
WCREP,600862,中航高科,2026-06-30,2026-08-28,ok,ok,11.9983,10.7788,-0.1016393989148463,10.7788,0.0,growth,0.000000,,off,0,0,,,,,
WCREP,600885,宏发股份,2026-06-30,2026-07-30,ok,ok,17.0947,16.9158,-0.010465231913984963,16.9158,0.0,growth,0.000000,,off,0,0,,,,,
WCREP,600887,伊利股份,2026-06-30,2026-08-27,ok,ok,18.3802,18.232,-0.008063024341410818,18.232,0.0,growth,0.000000,,off,0,0,,,,,
WCREP,600900,长江电力,2026-06-30,2026-08-31,ok,ok,19.8247,19.8247,0.0,19.8247,0.0,growth,0.000000,,off,0,0,,,,,
WCREP,600938,中国海油,2026-06-30,2026-08-27,ok,ok,38.1757,38.3776,0.0052887045948077915,38.3776,0.0,growth,0.000000,,off,0,0,,,,,
WCREP,600970,中材国际,2026-06-30,2026-08-26,ok,ok,14.7905,14.9247,0.009073391704134348,14.9247,0.0,growth,0.000000,,off,0,0,,,,,
WCREP,600989,宝丰能源,2026-06-30,2026-08-13,ok,ok,25.5243,25.5279,0.00014104206579612644,25.5279,0.0,growth,0.000000,,off,0,0,,,,,
WCREP,600993,马应龙,2026-06-30,2026-08-26,ok,ok,16.8794,16.774,-0.006244297783096542,16.774,0.0,growth,0.000000,,off,0,0,,,,,
WCREP,601088,中国神华,2026-06-30,2026-08-29,ok,ok,28.7031,28.7031,0.0,28.7031,0.0,growth,0.000000,,off,0,0,,,,,
WCREP,601100,恒立液压,2026-06-30,2026-08-25,ok,ok,23.0485,23.0287,-0.0008590580731935304,23.0287,0.0,growth,0.000000,,off,0,0,,,,,
WCREP,601138,工业富联,2026-06-30,2026-08-12,ok,ok,22.8041,26.4135,0.1582785551720962,26.4135,0.0,growth,0.000000,,off,0,0,,,,,
WCREP,601225,陕西煤业,2026-06-30,2026-08-28,ok,ok,21.5317,21.5317,0.0,21.5317,0.0,growth,0.000000,,off,0,0,,,,,
WCREP,601288,农业银行,2026-06-30,2026-08-29,ok,ok,10.1577,10.1577,0.0,10.1577,0.0,equity_fallback,0.000000,,off,0,0,,,,,
WCREP,601318,中国平安,2026-06-30,2026-08-21,ok,ok,116.7951,116.7951,0.0,116.7951,0.0,equity_fallback,0.000000,,off,0,0,,,,,
WCREP,601398,工商银行,2026-06-30,2026-08-29,ok,ok,13.3033,13.3033,0.0,13.3033,0.0,equity_fallback,0.000000,,off,0,0,,,,,
WCREP,601717,中创智领,2026-06-30,2026-08-31,ok,ok,30.2804,27.2736,-0.09929855616174166,27.2736,0.0,growth,0.000000,,off,0,0,,,,,
WCREP,601838,成都银行,2026-06-30,2026-08-27,ok,ok,43.7429,43.7429,0.0,43.7429,0.0,equity_fallback,0.000000,,off,0,0,,,,,
WCREP,601899,紫金矿业,2026-06-30,2026-08-22,ok,ok,26.291,27.5885,0.04935148910273468,27.5885,0.0,growth,0.000000,,off,0,0,,,,,
WCREP,601939,建设银行,2026-06-30,2026-08-29,ok,ok,18.7974,18.7974,0.0,18.7974,0.0,equity_fallback,0.000000,,off,0,0,,,,,
WCREP,601965,中国汽研,2026-06-30,2026-08-26,ok,ok,13.4884,12.8112,-0.05020610302185591,12.8112,0.0,growth,0.000000,,off,0,0,,,,,
WCREP,603067,振华股份,2026-06-30,2026-08-28,ok,ok,13.0042,12.665,-0.02608388059242417,12.665,0.0,growth,0.000000,,off,0,0,,,,,
WCREP,603129,春风动力,2026-06-30,2026-08-18,ok,ok,142.2778,142.2778,0.0,142.2778,0.0,growth,0.000000,,off,0,0,,,,,
WCREP,603156,养元饮品,2026-06-30,2026-08-22,ok,ok,11.8122,11.8122,0.0,11.8122,0.0,growth,0.000000,,off,0,0,,,,,
WCREP,603195,公牛集团,2026-06-30,2026-08-28,ok,ok,22.5982,22.5982,0.0,22.5982,0.0,growth,0.000000,,off,0,0,,,,,
WCREP,603259,药明康德,2026-06-30,2026-08-04,ok,ok,81.4642,78.9256,-0.031162154664257424,78.9256,0.0,growth,0.000000,,off,0,0,,,,,
WCREP,603279,景津装备,2026-06-30,2026-08-26,ok,ok,17.0682,17.0682,0.0,17.0682,0.0,growth,0.000000,,off,0,0,,,,,
WCREP,603288,海天味业,2026-06-30,2026-08-27,ok,ok,13.1807,13.1807,0.0,13.1807,0.0,growth,0.000000,,off,0,0,,,,,
WCREP,603338,浙江鼎力,2026-06-30,2026-08-28,ok,ok,45.9416,48.4777,0.055202692113465845,48.4777,0.0,growth,0.000000,,off,0,0,,,,,
WCREP,603369,今世缘,2026-06-30,2026-08-18,ok,ok,28.9339,29.3834,0.015535410020771412,29.3834,0.0,growth,0.000000,,off,0,0,,,,,
WCREP,603501,豪威集团,2026-06-30,2026-08-25,ok,ok,40.5691,40.5691,0.0,40.5691,0.0,growth,0.000000,,off,0,0,,,,,
WCREP,603505,金石资源,2026-06-30,2026-08-21,ok,ok,5.6206,5.8649,0.043465110486424985,5.8649,0.0,growth,0.000000,,off,0,0,,,,,
WCREP,603508,思维列控,2026-06-30,2026-08-08,ok,ok,16.4165,15.696,-0.04388877044437001,15.696,0.0,growth,0.000000,,off,0,0,,,,,
WCREP,603529,爱玛科技,2026-06-30,2026-08-25,ok,ok,24.8924,30.6994,0.2332840545708732,30.6994,0.0,growth,0.000000,,off,0,0,,,,,
WCREP,603596,伯特利,2026-06-30,2026-08-28,ok,ok,18.1006,19.5934,0.08247240422969404,19.5934,0.0,growth,0.000000,,off,0,0,,,,,
WCREP,603606,东方电缆,2026-06-30,2026-08-05,ok,ok,17.6653,17.7856,0.006809960770550294,17.7856,0.0,growth,0.000000,,off,0,0,,,,,
WCREP,603806,福斯特,2026-06-30,2026-08-20,ok,ok,9.2889,9.2889,0.0,9.2889,0.0,growth,0.000000,,off,0,0,,,,,
WCREP,603855,华荣股份,2026-06-30,2026-08-27,ok,ok,12.5217,12.5217,0.0,12.5217,0.0,growth,0.000000,,off,0,0,,,,,
WCREP,603993,洛阳钼业,2026-06-30,2026-08-20,ok,ok,10.7425,10.8221,0.00740982080521313,10.8221,0.0,growth,0.000000,,off,0,0,,,,,
WCREP,605117,德业股份,2026-06-30,2026-08-27,ok,ok,31.095,33.9612,0.09217559093101779,33.9612,0.0,growth,0.000000,,off,0,0,,,,,
WCREP,605305,中际联合,2026-06-30,2026-08-26,ok,ok,38.359,35.6255,-0.07126098177741857,35.6255,0.0,growth,0.000000,,off,0,0,,,,,
WCREP,605499,东鹏饮料,2026-06-30,2026-07-31,ok,ok,86.8046,86.8046,0.0,86.8046,0.0,growth,0.000000,,off,0,0,,,,,
WCREP,688008,澜起科技,2026-06-30,2026-08-29,ok,ok,41.8829,40.031,-0.044216135940921,40.031,0.0,growth,0.000000,,off,0,0,,,,,
WCREP,688012,中微公司,2026-06-30,2026-08-20,ok,ok,48.6808,48.6808,0.0,48.6808,0.0,growth,0.000000,,off,0,0,,,,,
WCREP,688018,乐鑫科技,2026-06-30,2026-07-31,ok,ok,34.7267,34.7575,0.0008869256220718214,34.7575,0.0,growth,0.000000,,off,0,0,,,,,
WCREP,688019,安集科技,2026-06-30,2026-08-27,ok,ok,66.8956,66.8956,0.0,66.8956,0.0,growth,0.000000,,off,0,0,,,,,
WCREP,688041,海光信息,2026-06-30,2026-08-14,ok,ok,15.447,14.8463,-0.03888780993073082,14.8463,0.0,growth,0.000000,,off,0,0,,,,,
WCREP,688072,拓荆科技,2026-06-30,2026-08-21,ok,ok,81.3958,95.3356,0.17125945073333027,95.3356,0.0,growth,0.000000,,off,0,0,,,,,
WCREP,688082,盛美上海,2026-06-30,2026-08-08,ok,ok,53.0572,53.0572,0.0,53.0572,0.0,growth,0.000000,,off,0,0,,,,,
WCREP,688111,金山办公,2026-06-30,2026-08-20,ok,ok,44.7947,44.7947,0.0,44.7947,0.0,growth,0.000000,,off,0,0,,,,,
WCREP,688120,华海清科,2026-06-30,2026-08-22,ok,ok,27.9821,29.3422,0.04860607316820387,29.3422,0.0,growth,0.000000,,off,0,0,,,,,
WCREP,688122,西部超导,2026-06-30,2026-08-27,ok,ok,17.3852,17.5434,0.00909969399259114,17.5434,0.0,growth,0.000000,,off,0,0,,,,,
WCREP,688188,柏楚电子,2026-06-30,2026-08-18,ok,ok,37.8962,36.8306,-0.028118914297475817,36.8306,0.0,growth,0.000000,,off,0,0,,,,,
WCREP,688190,云路股份,2026-06-30,2026-08-29,ok,ok,37.3753,35.593,-0.047686573753254136,35.593,0.0,growth,0.000000,,off,0,0,,,,,
WCREP,688200,华峰测控,2026-06-30,2026-08-31,ok,ok,62.2231,60.7001,-0.024476440421644097,60.7001,0.0,growth,0.000000,,off,0,0,,,,,
WCREP,688208,道通科技,2026-06-30,2026-08-25,ok,ok,17.3942,16.7627,-0.03630520518333713,16.7627,0.0,growth,0.000000,,off,0,0,,,,,
WCREP,688235,百济神州,2026-06-30,2026-08-27,ok,ok,65.1895,65.1895,0.0,65.1895,0.0,zero_growth,0.000000,,off,0,0,,,,,
WCREP,688271,联影医疗,2026-06-30,2026-08-20,ok,ok,33.5254,33.5254,0.0,33.5254,0.0,growth,0.000000,,off,0,0,,,,,
WCREP,688278,特宝生物,2026-06-30,2026-08-19,ok,ok,36.8563,36.514,-0.009287421689100461,36.514,0.0,growth,0.000000,,off,0,0,,,,,
WCREP,688281,华秦科技,2026-06-30,2026-08-20,ok,ok,15.83,15.83,0.0,15.83,0.0,growth,0.000000,,off,0,0,,,,,
