security_code,security_name,activation_date,activation_close,activation_ma20,activation_ma60,anchor_date,original_anchor,last_adjusted_anchor,reset_date,reset_close,reset_stop_line
000708,中信特钢,2023-07-25,16.0,15.847000000000024,15.801166666666722,2023-07-26,15.81083333333339,15.81083333333339,2023-08-11,15.61,15.81083333333339
000708,中信特钢,2024-02-22,14.7,13.810500000000001,13.78500000000006,2024-02-23,13.793333333333393,13.228659333333393,2024-07-08,13.15,13.228659333333393
000733,振华科技,2024-10-16,43.08,38.40550000000018,38.29183333333337,2024-10-17,38.398833333333364,38.398833333333364,2025-01-08,38.31,38.398833333333364
000733,振华科技,2025-02-28,43.62,42.50000000000019,42.4396666666667,2025-03-03,42.413833333333365,41.85383333333336,2026-07-16,41.42,41.85383333333336
000786,北新建材,2022-11-30,26.24,24.85800000000004,24.57233333333335,2022-12-01,24.57383333333335,24.57383333333335,2023-05-23,24.54,24.57383333333335
000786,北新建材,2023-07-07,24.86,24.809750000000015,24.758750000000042,2023-07-10,24.71616666666671,24.71616666666671,2023-07-10,24.59,24.71616666666671
000786,北新建材,2023-07-19,25.32,24.552500000000023,24.465916666666708,2023-07-20,24.466000000000044,24.466000000000044,2023-10-30,24.24,24.466000000000044
000786,北新建材,2024-01-15,27.51,24.239000000000026,24.055666666666696,2024-01-16,24.08100000000003,23.24600000000003,2024-09-13,23.2,23.24600000000003
000786,北新建材,2024-10-09,29.3,26.06799999999999,25.957666666666693,2024-10-10,26.018000000000026,25.153000000000027,2025-09-18,24.85,25.153000000000027
000792,盐湖股份,2012-07-11,34.04,32.709000000000046,32.59650000000001,2012-07-12,32.61100000000002,32.61100000000002,2012-08-24,31.5,32.61100000000002
000792,盐湖股份,2013-01-07,26.01,25.570500000000028,25.559166666666663,2013-01-08,25.509499999999996,25.509499999999996,2013-04-23,24.6,25.509499999999996
000792,盐湖股份,2013-09-04,18.49,17.661000000000033,17.645333333333333,2013-09-05,17.60866666666667,17.60866666666667,2013-10-15,17.58,17.60866666666667
000792,盐湖股份,2014-05-30,15.8,15.095500000000046,15.074000000000021,2014-06-03,15.075833333333357,15.075833333333357,2014-06-19,14.67,15.075833333333357
000792,盐湖股份,2014-07-22,15.45,15.002250000000048,14.981250000000017,2014-07-23,14.99503333333335,14.878033333333349,2017-05-10,14.65,14.878033333333349
000792,盐湖股份,2022-11-30,25.29,25.150000000000063,24.866166666666615,2022-12-01,24.82333333333328,24.82333333333328,2022-12-13,24.47,24.554999999999954
000792,盐湖股份,2023-02-09,25.4,24.473500000000058,24.389833333333296,2023-02-10,24.386999999999965,24.386999999999965,2023-03-07,23.8,24.386999999999965
000792,盐湖股份,2023-08-04,19.85,19.511500000000034,19.497333333333305,2023-08-07,19.487999999999975,19.487999999999975,2023-08-11,19.16,19.427999999999972
000792,盐湖股份,2024-03-06,16.57,15.341500000000021,15.325333333333294,2024-03-07,15.34149999999996,15.34149999999996,2024-07-29,15.29,15.34149999999996
000792,盐湖股份,2024-09-30,18.56,15.201000000000041,15.079166666666627,2024-10-08,15.11499999999996,15.11499999999996,2025-04-07,15.1,15.11499999999996
000792,盐湖股份,2025-06-23,16.4,16.248500000000035,16.247666666666618,2025-06-24,16.24566666666662,16.24566666666662,,,
000858,五 粮 液,2013-05-31,23.75,23.431999999999995,23.03816666666667,2013-06-03,23.031333333333336,22.231333333333335,2013-06-13,21.48,22.108
000858,五 粮 液,2014-03-05,16.17,15.44499999999999,15.441166666666653,2014-03-06,15.430499999999984,-17.727185000000016,,,
000869,张  裕Ａ,2014-03-13,26.72,26.11850000000003,25.914499999999947,2014-03-14,25.873166666666613,25.873166666666613,2014-03-20,25.32,25.73533333333328
000869,张  裕Ａ,2014-03-21,26.03,25.90100000000003,25.709666666666614,2014-03-24,25.701666666666615,25.701666666666615,2014-03-27,25.59,25.654999999999948
000869,张  裕Ａ,2014-04-02,26.19,25.803500000000028,25.58416666666661,2014-04-03,25.57116666666661,25.57116666666661,2014-04-25,25.05,25.57116666666661
000893,亚钾国际,2024-09-24,16.24,16.026000000000057,15.891666666666712,2024-09-25,15.878333333333376,15.768333333333377,,,
000933,神火股份,2010-08-05,19.78,18.89749999999999,18.88644047619048,2010-08-06,18.899095238095242,11.686934523809526,2011-11-28,11.5,11.686934523809526
000933,神火股份,2012-02-14,10.87,10.593499999999999,10.591499999999975,2012-02-15,10.563333333333308,10.563333333333308,2012-03-28,10.09,10.563333333333308
000933,神火股份,2012-05-22,11.22,10.932499999999997,10.885166666666645,2012-05-23,10.888999999999978,10.888999999999978,2012-06-04,10.49,10.838666666666645
000933,神火股份,2013-01-14,7.58,7.303499999999996,7.261833333333316,2013-01-15,7.253833333333317,7.253833333333317,2013-01-25,7.1,7.217499999999983
000933,神火股份,2013-01-29,7.59,7.564999999999996,7.203833333333318,2013-01-30,7.202499999999984,7.202499999999984,2013-03-04,7.0,7.202499999999984
000933,神火股份,2013-08-21,5.9,5.274999999999999,5.2221666666666495,2013-08-22,5.209999999999983,5.209999999999983,2013-10-28,5.15,5.209999999999983
000933,神火股份,2014-07-28,4.38,3.653499999999998,3.641466666666652,2014-07-29,3.6544333333333183,-0.4605666666666821,,,
000951,中国重汽,2024-05-15,17.21,16.98599999999995,16.58400000000001,2024-05-16,16.620666666666676,16.620666666666676,2024-05-17,16.48,16.620666666666676
000951,中国重汽,2024-08-15,15.25,14.64549999999995,14.64156666666667,2024-08-16,14.634766666666671,14.634766666666671,2024-08-21,14.6,14.607833333333335
000951,中国重汽,2024-08-23,15.0,14.887999999999952,14.587833333333334,2024-08-26,14.567833333333335,14.567833333333335,2024-08-26,14.22,14.567833333333335
000951,中国重汽,2024-09-30,17.38,14.512499999999946,14.467500000000003,2024-10-08,14.527500000000003,13.004500000000004,,,
000999,华润三九,2021-05-24,25.52,25.103499999999954,25.025166666666724,2021-05-25,25.01716666666672,25.01716666666672,2021-06-16,24.82,25.01716666666672
001872,招商港口,2012-02-23,10.27,9.934500000000025,9.91433333333337,2012-02-24,9.908166666666704,9.908166666666704,2012-03-26,9.9,9.908166666666704
001872,招商港口,2012-11-26,9.08,8.803500000000026,8.79800000000004,2012-11-27,8.797333333333372,1.5423333333333713,,,
002001,新 和 成,2012-05-29,21.06,20.975000000000023,20.919999999999987,2012-05-30,20.908833333333323,20.30883333333332,2012-07-04,19.99,20.30883333333332
002001,新 和 成,2013-01-15,18.83,18.064500000000024,18.004999999999985,2013-01-16,18.002166666666653,18.002166666666653,2013-02-27,17.88,18.002166666666653
002001,新 和 成,2013-03-05,19.3,18.437000000000022,18.07466666666665,2013-03-06,18.116166666666654,18.116166666666654,2013-04-17,18.0,18.116166666666654
002001,新 和 成,2023-02-20,19.48,19.42800000000004,19.408666666666676,2023-02-21,19.40800000000001,19.40800000000001,2023-02-24,19.29,19.37533333333334
002001,新 和 成,2025-05-09,22.09,21.735000000000046,21.725333333333342,2025-05-12,21.720166666666675,20.220166666666675,,,
002024,ST易购,2012-10-09,7.01,6.638000000000001,6.605666666666676,2012-10-10,6.583166666666675,6.583166666666675,2012-11-13,6.37,6.583166666666675
002024,ST易购,2013-01-09,6.94,6.559499999999999,6.535333333333342,2013-01-10,6.540166666666676,6.540166666666676,2013-03-04,6.27,6.540166666666676
002024,ST易购,2013-08-06,6.79,5.704499999999999,5.682666666666675,2013-08-07,5.694166666666675,5.2441666666666755,2021-09-22,5.18,5.2441666666666755
002128,电投能源,2012-02-16,15.07,14.663000000000004,14.655333333333378,2012-02-17,14.60433333333338,14.60433333333338,2012-03-30,14.59,14.60433333333338
002128,电投能源,2012-04-13,15.59,15.489500000000003,15.209666666666713,2012-04-16,15.221500000000049,15.221500000000049,2012-04-17,15.2,15.221500000000049
002128,电投能源,2012-04-18,15.73,15.4465,15.253500000000049,2012-04-19,15.281500000000047,15.281500000000047,2012-06-14,15.16,15.281500000000047
002128,电投能源,2012-11-05,13.2,12.989500000000001,12.988833333333382,2012-11-06,12.975666666666715,12.975666666666715,2012-11-08,12.89,12.947333333333383
002128,电投能源,2012-11-12,13.19,12.982,12.931000000000049,2012-11-13,12.92100000000005,12.92100000000005,2012-11-13,12.9,12.92100000000005
002128,电投能源,2012-12-31,13.42,12.805000000000001,12.77033333333338,2013-01-04,12.77333333333338,12.77333333333338,2013-02-26,12.6,12.77333333333338
002128,电投能源,2013-03-07,13.66,13.387500000000003,13.219666666666711,2013-03-08,13.24616666666671,13.24616666666671,2013-03-11,13.2,13.24616666666671
002128,电投能源,2013-09-03,9.11,8.988999999999999,8.960500000000046,2013-09-04,8.928000000000047,8.928000000000047,2013-09-26,8.82,8.848500000000048
002128,电投能源,2013-10-21,9.05,8.9795,8.905500000000048,2013-10-22,8.921000000000047,8.921000000000047,2013-10-25,8.82,8.921000000000047
002128,电投能源,2014-05-13,7.52,6.721499999999999,6.6900000000000475,2014-05-14,6.690666666666715,6.590666666666715,2014-06-06,6.56,6.590666666666715
002128,电投能源,2014-06-13,6.8,6.769499999999999,6.675833333333381,2014-06-16,6.682833333333381,6.682833333333381,2014-06-17,6.6,6.682833333333381
002128,电投能源,2014-07-22,6.93,6.723,6.720166666666715,2014-07-23,6.732500000000048,0.9025000000000476,,,
002142,宁波银行,2026-04-27,32.84,31.11399999999998,31.096999999999962,2026-04-28,31.16816666666663,31.16816666666663,2026-05-18,31.08,31.16816666666663
002142,宁波银行,2026-06-02,31.6,31.561499999999967,31.28749999999997,2026-06-03,31.2798333333333,31.2798333333333,2026-06-03,31.24,31.2798333333333
002142,宁波银行,2026-06-10,32.7,31.277999999999967,31.275166666666635,2026-06-11,31.303499999999968,31.303499999999968,2026-06-18,30.78,31.303499999999968
002142,宁波银行,2026-07-27,31.89,30.716999999999974,30.692666666666636,2026-07-28,30.678833333333298,30.678833333333298,,,
002152,广电运通,2013-01-07,13.8,13.106500000000002,13.105500000000013,2013-01-08,13.091000000000014,1.741543209876547,,,
002158,汉钟精机,2024-04-30,20.65,20.494999999999973,19.96916666666669,2024-05-06,20.004333333333356,20.004333333333356,2024-05-16,19.79,20.004333333333356
002158,汉钟精机,2024-08-15,17.4,17.394999999999975,17.311500000000017,2024-08-16,17.284166666666685,17.284166666666685,2024-08-16,17.15,17.284166666666685
002158,汉钟精机,2024-08-30,17.34,17.22099999999998,17.00166666666668,2024-09-02,16.984000000000012,16.984000000000012,2024-09-02,16.69,16.984000000000012
002158,汉钟精机,2024-09-05,17.07,17.033999999999985,16.934333333333342,2024-09-06,16.91400000000001,16.91400000000001,2024-09-06,16.7,16.91400000000001
002158,汉钟精机,2024-09-30,20.18,16.939499999999985,16.92550000000001,2024-10-08,17.01533333333334,17.01533333333334,2025-04-08,16.75,17.01533333333334
002158,汉钟精机,2025-07-15,17.51,17.310999999999982,17.286333333333328,2025-07-16,17.30416666666666,17.30416666666666,2025-07-31,17.05,17.30416666666666
002236,大华股份,2022-06-20,16.1,15.813499999999983,15.797999999999984,2022-06-21,15.795333333333318,15.795333333333318,2022-06-22,15.68,15.783999999999981
002236,大华股份,2022-06-24,16.28,15.92799999999998,15.763833333333316,2022-06-27,15.76916666666665,15.76916666666665,2022-07-07,15.68,15.76566666666665
002236,大华股份,2023-02-03,13.05,12.105499999999992,12.080333333333318,2023-02-06,12.091833333333316,9.961695333333317,,,
002304,洋河股份,2014-02-13,45.95,41.03300000000013,41.03233333333326,2014-02-14,41.14099999999993,-6.642465000000052,,,
002460,赣锋锂业,2024-04-08,39.11,38.68000000000014,38.67799999999996,2024-04-09,38.69016666666663,38.69016666666663,2024-04-16,36.65,38.33716666666663
002466,天齐锂业,2019-04-02,37.33,37.119000000000085,33.20766666666667,2019-04-03,33.344833333333334,33.344833333333334,2019-04-25,33.26,33.344833333333334
002466,天齐锂业,2019-09-25,28.89,24.745000000000076,24.58016666666667,2019-09-26,24.59283333333334,20.936794871794874,2020-03-23,20.9,20.936794871794874
002466,天齐锂业,2020-06-12,23.41,20.16700000000008,19.84116666666667,2020-06-15,19.83833333333334,19.83833333333334,2020-09-10,19.17,19.83833333333334
002466,天齐锂业,2020-11-13,24.58,22.05050000000007,22.000166666666665,2020-11-16,21.951833333333333,21.951833333333333,2020-11-19,21.16,21.811666666666667
002466,天齐锂业,2020-11-20,23.28,22.54650000000008,21.78966666666667,2020-11-23,21.79766666666667,17.44766666666667,,,
002532,天山铝业,2023-08-01,7.03,6.496999999999989,6.463833333333332,2023-08-02,6.461166666666664,6.461166666666664,2023-08-21,6.35,6.461166666666664
002532,天山铝业,2023-09-01,6.81,6.55149999999999,6.467166666666664,2023-09-04,6.479999999999997,6.479999999999997,2023-10-11,6.47,6.479999999999997
002532,天山铝业,2024-03-11,5.94,5.688999999999991,5.679500000000003,2024-03-12,5.678333333333336,4.578333333333336,,,
002648,卫星化学,2023-10-25,16.18,15.643000000000006,15.537500000000007,2023-10-26,15.536333333333339,15.536333333333339,2023-12-05,15.33,15.536333333333339
002648,卫星化学,2024-02-28,16.01,14.918500000000012,14.899666666666675,2024-02-29,14.91600000000001,13.516000000000009,,,
002714,牧原股份,2017-07-19,28.3,27.241849999999992,25.658616666666678,2017-07-20,25.706133333333344,0.7939772822906965,,,
002807,江阴银行,2024-04-01,3.86,3.708999999999995,3.6981666666666593,2024-04-02,3.703333333333326,3.513333333333326,2024-09-11,3.46,3.513333333333326
002807,江阴银行,2024-10-11,4.06,3.733999999999994,3.7269999999999923,2024-10-14,3.734833333333326,3.013484848484841,,,
002833,弘亚数控,2022-06-20,23.26,21.525999999999996,21.41816666666664,2022-06-21,21.42416666666664,14.9315476190476,2022-07-25,14.87,14.9315476190476
002833,弘亚数控,2022-07-28,15.89,15.653999999999995,15.241499999999974,2022-07-29,15.271952380952355,15.271952380952355,2022-08-31,14.76,15.271952380952355
002833,弘亚数控,2022-11-09,15.78,15.014000000000001,14.97599999999997,2022-11-10,14.952166666666637,14.952166666666637,2022-11-23,13.61,14.7303333333333
002833,弘亚数控,2023-02-03,15.01,14.058499999999995,14.05783333333331,2023-02-06,14.041166666666644,10.841166666666643,,,
002839,张家港行,2024-02-19,4.05,3.9539999999999904,3.949666666666655,2024-02-20,3.949666666666655,3.7496666666666547,2024-09-04,3.74,3.7496666666666547
002839,张家港行,2024-10-11,4.26,3.925499999999988,3.922833333333321,2024-10-14,3.9291666666666543,3.509166666666654,,,
002841,视源股份,2024-08-30,31.47,29.216999999999928,29.199833333333256,2024-09-02,29.201333333333256,27.801333333333258,,,
002948,青岛银行,2022-09-28,3.44,3.423499999999996,3.419500000000003,2022-09-29,3.415833333333336,3.415833333333336,2022-09-29,3.35,3.415833333333336
002948,青岛银行,2023-05-16,3.49,3.398499999999996,3.3595000000000033,2023-05-17,3.36116666666667,3.36116666666667,2023-05-23,3.34,3.36116666666667
002948,青岛银行,2023-06-08,3.4,3.369499999999996,3.341666666666671,2023-06-09,3.3433333333333373,3.3433333333333373,2023-06-14,3.34,3.3433333333333373
002948,青岛银行,2023-08-14,3.38,3.368499999999998,3.2250000000000028,2023-08-15,3.2276666666666696,3.2276666666666696,2023-08-30,3.2,3.2276666666666696
002948,青岛银行,2023-09-04,3.43,3.373999999999998,3.271833333333335,2023-09-05,3.274000000000002,3.274000000000002,2023-10-30,3.25,3.274000000000002
002948,青岛银行,2024-02-06,3.18,3.1074999999999973,3.1065000000000045,2024-02-07,3.1075000000000044,2.607500000000004,,,
002958,青农商行,2025-04-25,3.14,3.016499999999999,3.007666666666668,2025-04-28,3.0113333333333347,2.8913333333333346,2026-05-21,2.89,2.8913333333333346
002966,苏州银行,2025-04-29,8.24,7.940999999999994,7.798833333333331,2025-04-30,7.800666666666665,7.240666666666664,2026-06-26,7.12,7.240666666666664
002966,苏州银行,2026-07-31,8.49,7.8979999999999935,7.886666666666658,2026-08-03,7.890999999999991,7.890999999999991,,,
300059,东方财富,2024-03-08,13.56,13.488499999999993,13.463499999999998,2024-03-11,13.452333333333332,13.452333333333332,2024-03-25,13.17,13.367333333333333
300059,东方财富,2024-09-23,10.73,10.494500000000002,10.487333333333327,2024-09-24,10.51066666666666,10.35066666666666,,,
300274,阳光电源,2025-06-23,63.95,61.55900000000017,61.53199999999998,2025-06-24,61.43716666666665,59.79716666666665,,,
300316,晶盛机电,2024-10-15,33.38,27.205499999999954,26.888166666666617,2024-10-16,26.950166666666618,26.55016666666662,2025-06-16,26.41,26.55016666666662
300316,晶盛机电,2025-07-21,28.11,27.403499999999944,27.36333333333326,2025-07-22,27.37066666666659,27.22066666666659,,,
300360,炬华科技,2025-07-01,15.8,15.582500000000001,15.552833333333302,2025-07-02,15.517999999999969,15.517999999999969,2025-09-02,15.49,15.517999999999969
300360,炬华科技,2025-11-20,16.75,16.652500000000007,16.108333333333302,2025-11-21,16.096499999999967,15.796499999999966,2026-04-03,15.63,15.796499999999966
300435,中泰股份,2024-04-30,13.48,13.405500000000023,12.993333333333313,2024-05-06,13.012666666666645,12.862666666666644,2024-06-03,12.8,12.862666666666644
300435,中泰股份,2024-10-14,11.24,10.45100000000002,10.428333333333311,2024-10-15,10.42583333333331,9.975833333333311,,,
600000,浦发银行,2013-08-29,8.92,8.376499999999997,8.36416666666666,2013-08-30,8.351666666666661,0.9244312354312321,,,
600009,上海机场,2014-05-06,13.27,13.030000000000022,13.004499999999936,2014-05-07,13.004333333333271,13.004333333333271,2014-06-04,12.9,13.004333333333271
600009,上海机场,2014-07-30,13.7,13.191500000000023,13.167333333333257,2014-07-31,13.174166666666594,8.633826666666593,,,
600015,华夏银行,2021-10-11,5.72,5.673000000000007,5.633000000000008,2021-10-12,5.631000000000007,5.631000000000007,2021-10-28,5.57,5.61533333333334
600015,华夏银行,2021-12-10,5.67,5.6440000000000055,5.63633333333334,2021-12-13,5.6340000000000074,5.6340000000000074,2021-12-13,5.63,5.6340000000000074
600015,华夏银行,2022-01-12,5.77,5.630500000000007,5.62533333333334,2022-01-13,5.62783333333334,5.62783333333334,2022-03-07,5.6,5.62783333333334
600015,华夏银行,2022-06-28,5.17,5.106500000000006,5.104666666666674,2022-06-29,5.106800000000007,5.106800000000007,2022-07-14,5.07,5.0791000000000075
600015,华夏银行,2022-07-19,5.14,5.137500000000006,5.071000000000007,2022-07-20,5.070300000000007,5.070300000000007,2022-08-02,5.05,5.070300000000007
600015,华夏银行,2022-08-09,5.11,5.101500000000007,5.090166666666674,2022-08-10,5.0929666666666735,5.0929666666666735,2022-08-23,5.09,5.0929666666666735
600015,华夏银行,2022-09-06,5.2,5.133500000000007,5.131166666666674,2022-09-07,5.1305000000000085,5.1305000000000085,2022-09-16,5.13,5.1305000000000085
600015,华夏银行,2022-12-05,5.32,5.057500000000007,5.047000000000007,2022-12-06,5.0491666666666735,3.4571666666666734,,,
600016,民生银行,2019-04-01,6.46,6.447499999999991,6.129666666666661,2019-04-02,6.141666666666661,6.141666666666661,2019-05-09,6.12,6.141666666666661
600016,民生银行,2019-07-03,6.46,6.3289999999999935,6.315166666666659,2019-07-04,6.3131666666666595,5.96816666666666,2019-08-05,5.85,5.935666666666659
600016,民生银行,2019-09-18,6.05,5.960499999999992,5.955749999999995,2019-09-19,5.957166666666662,5.957166666666662,2020-02-03,5.69,5.957166666666662
600016,民生银行,2020-05-13,5.79,5.773999999999993,5.77233333333333,2020-05-14,5.770333333333331,5.770333333333331,2020-05-14,5.77,5.770333333333331
600016,民生银行,2020-05-18,5.78,5.777499999999992,5.764999999999997,2020-05-19,5.763499999999997,5.763499999999997,2020-05-22,5.68,5.755666666666665
600016,民生银行,2020-06-02,5.78,5.766499999999991,5.745166666666663,2020-06-03,5.742166666666664,5.742166666666664,2020-06-11,5.69,5.734499999999997
600016,民生银行,2020-07-07,6.52,5.78499999999999,5.770499999999997,2020-07-08,5.782833333333331,5.412833333333331,2020-09-23,5.41,5.412833333333331
600016,民生银行,2021-03-11,5.23,5.19949999999999,5.182499999999996,2021-03-12,5.181833333333328,5.181833333333328,2021-03-19,5.13,5.181833333333328
600016,民生银行,2021-03-22,5.22,5.21499999999999,5.185333333333329,2021-03-23,5.186333333333328,5.186333333333328,2021-03-25,5.18,5.186333333333328
600016,民生银行,2021-03-29,5.24,5.2159999999999895,5.190499999999996,2021-03-30,5.192333333333329,5.192333333333329,2021-03-31,5.05,5.190499999999995
600016,民生银行,2022-01-06,3.92,3.9054999999999875,3.9049999999999945,2022-01-07,3.9054999999999946,3.9054999999999946,2022-01-25,3.9,3.9054999999999946
600016,民生银行,2022-02-08,3.99,3.9454999999999876,3.9174999999999964,2022-02-09,3.9193333333333293,3.9193333333333293,2022-02-24,3.91,3.9193333333333293
600016,民生银行,2022-06-07,3.81,3.7664999999999877,3.7573333333333285,2022-06-08,3.756666666666662,3.543666666666662,2022-09-19,3.51,3.543666666666662
600016,民生银行,2022-12-02,3.49,3.4529999999999883,3.4526666666666603,2022-12-05,3.451499999999994,3.451499999999994,2022-12-20,3.42,3.437666666666662
600016,民生银行,2023-01-04,3.47,3.468999999999988,3.435833333333328,2023-01-05,3.4366666666666617,3.4366666666666617,2023-01-10,3.43,3.4366666666666617
600016,民生银行,2023-01-13,3.45,3.441499999999988,3.4408333333333285,2023-01-16,3.4426666666666614,3.4426666666666614,2023-02-06,3.43,3.4426666666666614
600031,三一重工,2013-09-03,7.57,7.180000000000019,7.135333333333334,2013-09-04,7.1175000000000015,7.1175000000000015,2013-10-29,7.05,7.1175000000000015
600031,三一重工,2014-07-29,5.6,5.204500000000022,5.184000000000004,2014-07-30,5.189500000000003,5.021500000000003,2016-01-26,5.01,5.021500000000003
600031,三一重工,2016-03-28,5.65,5.49050000000002,5.452666666666671,2016-03-29,5.43766666666667,5.43766666666667,2016-04-29,5.4,5.410666666666672
600031,三一重工,2022-11-21,15.38,15.143000000000017,15.100833333333325,2022-11-22,15.086999999999993,15.086999999999993,2023-05-30,15.05,15.086999999999993
600031,三一重工,2023-07-04,16.65,16.198500000000013,16.153666666666656,2023-07-05,16.139333333333322,16.139333333333322,2023-08-11,15.9,16.139333333333322
600031,三一重工,2024-02-21,14.02,13.422500000000026,13.395666666666655,2024-02-22,13.391999999999987,12.321999999999987,,,
600036,招商银行,2014-05-12,10.03,10.022500000000072,9.955833333333336,2014-05-13,9.946833333333336,9.946833333333336,2014-05-19,9.86,9.9135
600036,招商银行,2014-05-23,10.07,9.973500000000072,9.899666666666668,2014-05-26,9.90066666666667,-6.300333333333329,,,
600066,宇通客车,2012-08-31,23.21,22.93600000000014,22.92699999999995,2012-09-03,22.914333333333282,22.914333333333282,2012-09-26,22.69,22.914333333333282
600066,宇通客车,2012-12-24,23.56,21.545500000000136,21.46099999999995,2012-12-25,21.474166666666616,-5.305864197530883,,,
600176,中国巨石,2020-05-20,9.36,8.743999999999991,8.706333333333342,2020-05-21,8.69550000000001,5.366782152230979,,,
600188,兖矿能源,2012-10-18,19.13,18.431999999999963,18.423499999999976,2012-10-19,18.420999999999975,18.420999999999975,2012-10-24,18.38,18.420999999999975
