signal_date,security_code,security_name,pv,signal_close,intrinsic_value,ma20,ma60,band_available_at,activation_date,anchor_date,stop_anchor,stop_line,qualification,rank,eligible_count,execution_date,execution_close,price_history_end,target_1y,end_1y,status_1y,end_close_1y,return_1y,target_3y,end_3y,status_3y,end_close_3y,return_3y
2012-04-18,002128,电投能源,0.7915,15.73,19.8744,15.4465,15.253500000000049,2011-10-20,2012-04-18,,,,initial,2,2,2012-04-19,15.67,2026-08-07,2013-04-19,2013-04-19,endpoint_quote_missing,,,2015-04-19,2015-04-20,complete,11.98,-0.18272858817392001
2012-05-02,600585,海螺水泥,0.5449,17.7,32.4826,17.12949999999997,17.058833333333325,2012-04-20,2012-05-02,,,,initial,1,3,2012-05-03,17.26,2026-08-07,2013-05-03,2013-05-03,complete,17.73,0.049885329892864094,2015-05-03,2015-05-04,complete,24.63,0.5162227105415149
2012-05-09,600309,万华化学,1.0238,14.83,14.4859,13.864500000000046,13.84866666666668,2012-04-17,2012-05-09,,,,initial,3,3,2012-05-10,14.79,2026-08-07,2013-05-10,2013-05-10,complete,18.52,0.298996053306533,2015-05-10,2015-05-11,complete,24.56,0.7980554660414425
2012-05-18,600660,福耀玻璃,0.7267,8.77,12.0676,8.591999999999967,8.568499999999991,2012-04-25,2012-05-18,,,,initial,2,5,2012-05-21,8.78,2026-08-07,2013-05-21,2013-05-21,complete,8.82,0.05653799797847059,2015-05-21,2015-05-21,complete,16.18,1.2857920499385878
2012-05-25,000933,神火股份,0.9027,11.0,12.1853,11.020999999999999,10.883333333333312,2012-04-20,2012-05-22,2012-05-23,10.888999999999978,10.883333333333312,continued_below_ma20,1,3,2012-05-28,11.34,2026-08-07,2013-05-28,2013-05-28,complete,6.64,-0.4144620811287485,2015-05-28,2015-05-28,complete,7.65,-0.32066669200579667
2012-05-29,600660,福耀玻璃,0.735,8.87,12.0676,8.749999999999964,8.562833333333323,2012-04-25,2012-05-29,,,,initial,2,8,2012-05-30,8.8,2026-08-07,2013-05-30,2013-05-30,complete,9.0,0.07564977066917522,2015-05-30,2015-06-01,complete,17.25,1.4314152919109504
2012-06-01,000338,潍柴动力,0.8213,33.39,40.6556,32.876999999999995,32.87016666666664,2012-04-24,2012-05-29,2012-05-30,32.92816666666664,32.87016666666664,continued,3,8,2012-06-04,32.4,2026-08-07,2013-06-04,2013-06-04,complete,22.52,-0.15823727789878306,2015-06-04,2015-06-04,complete,34.73,0.33730474367524144
2012-06-04,002001,新 和 成,0.8617,21.65,25.1235,21.153000000000024,20.906666666666652,2012-04-24,2012-05-29,2012-05-30,20.908833333333323,20.906666666666652,continued,2,4,2012-06-05,22.35,2026-08-07,2013-06-05,2013-06-05,complete,18.3,-0.13336611366079942,2015-06-05,2015-06-05,complete,26.9,0.9600421840403415
2012-07-11,000792,盐湖股份,0.966,34.04,35.2378,32.709000000000046,32.59650000000001,2012-04-30,2012-07-11,,,,initial,1,1,2012-07-12,34.9,2026-08-07,2013-07-12,2013-07-12,complete,18.58,-0.45748727135744405,2015-07-12,2015-07-13,endpoint_quote_missing,,
2012-08-31,600066,宇通客车,0.6879,23.21,33.7388,22.93600000000014,22.92699999999995,2012-08-21,2012-08-31,,,,initial,1,1,2012-09-03,22.96,2026-08-07,2013-09-03,2013-09-03,complete,18.58,0.4868961799108702,2015-09-03,2015-09-07,complete,17.53,1.2345026672082358
2012-09-26,600585,海螺水泥,0.6021,15.22,25.2777,14.529999999999973,14.490499999999992,2012-08-15,2012-09-26,,,,initial,1,1,2012-09-27,15.71,2026-08-07,2013-09-27,2013-09-27,complete,15.1,-0.0222110116540013,2015-09-27,2015-09-28,complete,17.62,0.19957064408637581
2012-10-08,600309,万华化学,1.0266,14.25,13.8804,13.156500000000038,13.13283333333334,2012-08-21,2012-10-08,,,,initial,2,2,2012-10-09,14.33,2026-08-07,2013-10-09,2013-10-09,complete,16.6,0.20170237879232134,2015-10-09,2015-10-09,complete,16.48,0.25950093935695695
2012-10-09,601088,中国神华,0.6627,22.99,34.6894,22.182499999999955,22.160333333333334,2012-08-25,2012-10-09,,,,initial,2,4,2012-10-10,22.94,2026-08-07,2013-10-10,2013-10-10,complete,16.39,-0.24175633112990236,2015-10-10,2015-10-12,complete,15.71,-0.20090124799860354
2012-10-09,002024,ST易购,0.8427,7.01,8.3189,6.638000000000001,6.605666666666676,2012-08-31,2012-10-09,,,,initial,3,4,2012-10-10,7.15,2026-08-07,2013-10-10,2013-10-10,complete,13.99,0.9724227385517727,2015-10-10,2015-10-12,complete,13.9,0.9648855859042067
2012-10-17,000338,潍柴动力,0.5347,19.83,37.0885,19.099999999999998,19.08977777777776,2012-08-31,2012-10-17,,,,initial,1,6,2012-10-18,20.58,2026-08-07,2013-10-18,2013-10-18,complete,20.39,0.007978179713862277,2015-10-18,2015-10-19,complete,9.45,-0.047972938231788054
2012-11-22,600660,福耀玻璃,0.5817,7.13,12.2576,7.097499999999966,7.0966666666666525,2012-10-26,2012-11-22,,,,initial,3,5,2012-11-23,7.13,2026-08-07,2013-11-23,2013-11-25,complete,8.42,0.2526708464056697,2015-11-23,2015-11-23,complete,14.22,1.352078062817546
2012-11-30,600660,福耀玻璃,0.5866,7.19,12.2576,7.107999999999965,7.094666666666651,2012-10-26,2012-11-30,,,,initial,3,7,2012-12-03,7.1,2026-08-07,2013-12-03,2013-12-03,complete,8.87,0.3251946673968489,2015-12-03,2015-12-03,complete,14.99,1.4899174506493296
2012-12-24,600066,宇通客车,0.6461,23.56,36.4636,21.545500000000136,21.46099999999995,2012-10-23,2012-12-24,,,,initial,3,7,2012-12-25,23.81,2026-08-07,2013-12-25,2013-12-25,complete,17.75,0.369764106588526,2015-12-25,2015-12-25,complete,22.49,1.764400132124575
2013-01-07,000792,盐湖股份,0.6796,26.01,38.2728,25.570500000000028,25.559166666666663,2012-10-31,2013-01-07,,,,initial,3,12,2013-01-08,26.24,2026-08-07,2014-01-08,2014-01-08,complete,15.71,-0.3898986248748568,2016-01-08,2016-01-08,complete,20.0,-0.21774517304837626
2013-01-15,601088,中国神华,0.6897,24.8,35.9559,24.315999999999956,23.071166666666667,2012-10-27,2012-12-25,2012-12-26,22.690833333333334,22.690833333333334,continued,3,15,2013-01-16,24.53,2026-08-07,2014-01-16,2014-01-16,complete,14.5,-0.3726733944682037,2016-01-16,2016-01-18,complete,13.42,-0.36162973649320285
2013-03-18,002001,新 和 成,0.7263,18.5,25.4723,18.76100000000002,18.403166666666653,2012-10-29,2013-03-05,2013-03-06,18.116166666666654,18.116166666666654,continued_below_ma20,3,6,2013-03-19,18.73,2026-08-07,2014-03-19,2014-03-19,complete,20.13,0.10626388577924106,2016-03-19,2016-03-21,complete,20.2,0.7317596510411359
2013-03-25,600309,万华化学,0.8874,16.99,19.1458,16.63500000000004,16.272833333333345,2013-03-26,2012-12-20,2012-12-21,13.650500000000012,13.650500000000012,continued,3,4,2013-03-26,18.0,2026-08-07,2014-03-26,2014-03-26,complete,16.92,-0.024869193806726808,2016-03-26,2016-03-28,complete,14.51,-0.11715921936052098
2013-03-26,600897,厦门空港,1.0165,14.02,13.7926,13.768500000000014,13.604333333333335,2012-10-30,2012-12-27,2012-12-28,12.51333333333333,12.51333333333333,continued,3,3,2013-03-27,13.99,2026-08-07,2014-03-27,2014-03-27,complete,14.17,0.04221387172115154,2016-03-27,2016-03-28,complete,19.26,0.48542559352681547
2013-05-10,601939,建设银行,0.9829,4.85,4.9343,4.710500000000003,4.700166666666661,2013-04-27,2012-10-18,2012-10-19,3.991833333333328,3.991833333333328,continued,3,3,2013-05-13,4.82,2026-08-07,2014-05-13,2014-05-13,complete,3.98,-0.1200349849483352,2016-05-13,2016-05-13,complete,4.69,0.16954982026479737
2013-05-24,601398,工商银行,0.9454,4.16,4.4003,4.1114999999999995,4.110500000000001,2013-04-27,2013-05-24,,,,initial,3,5,2013-05-27,4.13,2026-08-07,2014-05-27,2014-05-27,complete,3.53,-0.09065854384897154,2016-05-27,2016-05-27,complete,4.29,0.2418513692079549
2013-06-28,601398,工商银行,0.9813,4.02,4.0966,3.88635,3.865450000000001,2013-04-27,2013-06-28,,,,initial,2,2,2013-07-01,4.03,2026-08-07,2014-07-01,2014-07-01,complete,3.39,-0.09500032365950917,2016-07-01,2016-07-01,complete,4.47,0.24641457844382453
2013-08-06,002024,ST易购,0.7797,6.79,8.708,5.704499999999999,5.682666666666675,2013-04-27,2013-08-06,,,,initial,2,3,2013-08-07,6.74,2026-08-07,2014-08-07,2014-08-07,complete,7.05,0.045994065281897534,2016-08-07,2016-08-08,complete,11.33,0.6945383794713076
2013-08-14,600585,海螺水泥,0.8059,16.33,20.2631,14.932499999999974,14.834333333333324,2013-04-23,2013-08-14,,,,initial,2,3,2013-08-15,16.17,2026-08-07,2014-08-15,2014-08-15,complete,18.06,0.1413761676919585,2016-08-15,2016-08-15,complete,17.3,0.1587508983421284
2013-08-21,000933,神火股份,0.4404,5.9,13.3968,5.274999999999999,5.2221666666666495,2013-08-06,2013-08-21,,,,initial,1,5,2013-08-22,5.77,2026-08-07,2014-08-22,2014-08-22,complete,4.38,-0.2392419808506403,2016-08-22,2016-08-22,complete,4.89,-0.15066056766201563
2013-08-29,000338,潍柴动力,0.4783,18.68,39.0547,18.625999999999998,18.44533333333331,2013-08-30,2013-08-29,,,,initial,2,10,2013-08-30,19.17,2026-08-07,2014-08-30,2014-09-01,complete,20.57,0.0862767271575744,2016-08-30,2016-08-30,complete,8.87,-0.031506730223141766
2013-09-02,601088,中国神华,0.5402,16.72,30.9491,16.614999999999952,16.554333333333332,2013-08-24,2013-09-02,,,,initial,3,10,2013-09-03,16.97,2026-08-07,2014-09-03,2014-09-03,complete,15.44,-0.030335750610563594,2016-09-03,2016-09-05,complete,15.16,0.004222099079150832
2013-09-03,600031,三一重工,0.4911,7.57,15.4133,7.180000000000019,7.135333333333334,2013-08-31,2013-09-03,,,,initial,2,12,2013-09-04,7.52,2026-08-07,2014-09-04,2014-09-04,complete,5.63,-0.23548491500619073,2016-09-04,2016-09-05,complete,5.31,-0.2749422350963012
2013-10-25,600188,兖矿能源,0.5222,10.57,20.2398,10.651499999999965,10.48316666666664,2013-10-26,2013-09-03,2013-09-04,10.238833333333307,10.238833333333307,continued_below_ma20,3,9,2013-10-28,10.31,2026-08-07,2014-10-28,2014-10-28,complete,8.38,-0.18471505467899862,2016-10-28,2016-10-28,complete,12.81,0.24884412670708467
2013-11-25,600585,海螺水泥,0.6696,16.69,24.9248,15.783999999999974,15.733666666666657,2013-10-29,2013-11-25,,,,initial,2,5,2013-11-26,16.79,2026-08-07,2014-11-26,2014-11-26,complete,17.69,0.0767086716194918,2016-11-26,2016-11-28,complete,18.47,0.19143457750371073
2013-12-10,601088,中国神华,0.53,16.82,31.7353,16.745999999999952,16.73316666666667,2013-10-26,2013-12-10,,,,initial,2,8,2013-12-11,16.49,2026-08-07,2014-12-11,2014-12-11,complete,17.62,0.13878353319755932,2016-12-11,2016-12-12,complete,17.24,0.1752466479583612
2014-02-13,002304,洋河股份,0.5232,45.95,87.8214,41.03300000000013,41.03233333333326,2013-10-29,2014-02-13,,,,initial,1,2,2014-02-14,49.92,2026-08-07,2015-02-14,2015-02-16,complete,81.6,0.6988303923709411,2017-02-14,2017-02-14,complete,81.15,1.4701926204476794
2014-02-17,600519,贵州茅台,0.8974,149.98,167.1214,132.62849999999963,132.39400000000072,2013-10-16,2014-02-17,,,,initial,2,3,2014-02-18,147.01,2026-08-07,2015-02-18,2015-02-25,complete,183.96,0.41496036274847015,2017-02-18,2017-02-20,complete,361.29,2.177126864093932
2014-02-27,600897,厦门空港,0.8298,14.39,17.3408,14.992500000000017,14.98949999999999,2013-10-25,2013-08-27,2013-08-28,12.287166666666664,12.287166666666664,continued_below_ma20,2,4,2014-02-28,14.47,2026-08-07,2015-02-28,2015-03-02,complete,24.19,0.7264459383049591,2017-02-28,2017-02-28,complete,23.92,0.7660630036784826
2014-03-05,000858,五 粮 液,0.7026,16.17,23.013,15.44499999999999,15.441166666666653,2013-10-28,2014-03-05,,,,initial,2,5,2014-03-06,16.11,2026-08-07,2015-03-06,2015-03-06,complete,20.92,0.3520115052634507,2017-03-06,2017-03-06,complete,40.55,1.738202531924812
2014-03-14,000869,张  裕Ａ,0.9565,26.37,27.5686,26.13700000000003,25.873166666666613,2013-10-22,2014-03-13,2014-03-14,25.873166666666613,25.873166666666613,continued,3,4,2014-03-17,26.56,2026-08-07,2015-03-17,2015-03-17,complete,36.19,0.3913945757649897,2017-03-17,2017-03-17,complete,36.86,0.4479153775349627
2014-03-21,000869,张  裕Ａ,0.9442,26.03,27.5686,25.90100000000003,25.709666666666614,2013-10-22,2014-03-21,,,,initial,3,4,2014-03-24,26.49,2026-08-07,2015-03-24,2015-03-24,complete,36.76,0.4170440079230493,2017-03-24,2017-03-24,complete,38.65,0.5222411587007931
2014-03-24,601857,中国石油,0.837,7.7,9.2001,7.64350000000002,7.634833333333339,2014-03-21,2014-03-24,,,,initial,3,5,2014-03-25,7.68,2026-08-07,2015-03-25,2015-03-25,complete,11.33,0.5381466744281354,2017-03-25,2017-03-27,complete,7.92,0.09819746726842382
2014-03-26,000568,泸州老窖,0.6808,18.06,26.5267,17.938500000000005,17.932833333333395,2013-10-24,2014-03-26,,,,initial,2,5,2014-03-27,17.98,2026-08-07,2015-03-27,2015-03-27,complete,24.29,0.44096051998074115,2017-03-27,2017-03-27,complete,40.89,1.5745635141745833
2014-04-09,600585,海螺水泥,0.6596,17.36,26.3208,15.801499999999974,15.732999999999992,2014-03-25,2014-04-09,,,,initial,2,9,2014-04-10,19.1,2026-08-07,2015-04-10,2015-04-10,complete,23.9,0.278749885184167,2017-04-10,2017-04-10,complete,22.06,0.2509102221281365
2014-04-11,000568,泸州老窖,0.6882,18.29,26.5763,18.095,17.631666666666728,2014-04-12,2014-04-11,,,,initial,2,11,2014-04-14,18.11,2026-08-07,2015-04-14,2015-04-14,complete,25.43,0.4977597811997039,2017-04-14,2017-04-14,complete,41.16,1.572960404734033
2014-04-15,601088,中国神华,0.4406,14.51,32.9318,13.991999999999955,13.929666666666662,2014-03-29,2014-04-15,,,,initial,1,15,2014-04-16,14.6,2026-08-07,2015-04-16,2015-04-16,complete,21.49,0.5686985311584454,2017-04-16,2017-04-17,complete,19.3,0.48599335902204355
2014-04-18,000338,潍柴动力,0.5192,17.96,34.5887,17.414499999999997,17.35933333333331,2014-03-31,2014-04-18,,,,initial,2,15,2014-04-21,17.51,2026-08-07,2015-04-21,2015-04-21,complete,34.53,0.996804082619831,2017-04-21,2017-04-21,complete,11.51,0.38420622586559183
2014-05-12,601088,中国神华,0.4326,14.78,34.1649,14.258499999999955,13.91366666666666,2014-04-26,2014-05-12,,,,initial,1,16,2014-05-13,14.44,2026-08-07,2015-05-13,2015-05-13,complete,20.85,0.5388447112228403,2017-05-13,2017-05-15,complete,20.27,0.5779708303636322
2014-05-12,000338,潍柴动力,0.5395,17.68,32.7694,17.530499999999996,17.200999999999976,2014-04-30,2014-05-12,,,,initial,3,16,2014-05-13,17.45,2026-08-07,2015-05-13,2015-05-13,complete,31.04,0.8011558997596657,2017-05-13,2017-05-15,complete,10.78,0.3008731509946114
2014-05-13,002128,电投能源,0.4295,7.52,17.5075,6.721499999999999,6.6900000000000475,2014-04-25,2014-05-13,,,,initial,2,17,2014-05-14,7.25,2026-08-07,2015-05-14,2015-05-14,complete,13.76,0.9260069373597242,2017-05-14,2017-05-15,endpoint_quote_missing,,
2014-05-28,000333,美的集团,0.4614,17.33,37.5613,17.085099999999997,16.794033333333328,2014-04-29,2014-05-28,,,,initial,3,18,2014-05-29,17.32,2026-08-07,2015-05-29,2015-05-29,complete,37.0,1.1940422326073028,2017-05-29,2017-05-31,complete,36.12,2.4340861817561437
2014-06-13,002128,电投能源,0.3906,6.8,17.4075,6.769499999999999,6.675833333333381,2014-04-25,2014-06-13,,,,initial,1,17,2014-06-16,6.8,2026-08-07,2015-06-16,2015-06-16,complete,17.68,1.613970983342293,2017-06-16,2017-06-16,endpoint_quote_missing,,
2014-07-17,600188,兖矿能源,0.5632,6.73,11.95,6.843499999999956,6.7448333333333075,2014-04-28,2014-05-16,2014-05-19,6.487166666666641,6.487166666666641,continued_below_ma20,3,19,2014-07-18,6.74,2026-08-07,2015-07-18,2015-07-20,complete,11.45,0.7007578910179213,2017-07-18,2017-07-18,complete,13.67,1.0510993675130225
2014-07-22,002128,电投能源,0.3981,6.93,17.4075,6.723,6.720166666666715,2014-04-25,2014-07-22,,,,initial,1,21,2014-07-23,7.0,2026-08-07,2015-07-23,2015-07-23,complete,13.95,1.0035656712980772,2017-07-23,2017-07-24,endpoint_quote_missing,,
2014-07-28,000933,神火股份,0.3254,4.38,13.4615,3.653499999999998,3.641466666666652,2013-10-23,2014-07-28,,,,initial,1,22,2014-07-29,4.35,2026-08-07,2015-07-29,2015-07-29,complete,6.11,0.4045977011494253,2017-07-29,2017-07-31,complete,11.52,1.657496878301795
2014-08-04,600031,三一重工,0.5478,5.68,10.3694,5.318000000000022,5.210333333333337,2014-04-30,2014-07-29,2014-07-30,5.189500000000003,5.189500000000003,continued,3,24,2014-08-05,,2026-08-07,2015-08-05,2015-08-05,execution_quote_missing,8.61,,2017-08-05,2017-08-07,execution_quote_missing,8.89,
2015-03-11,000568,泸州老窖,0.7765,20.8,26.7859,20.041999999999987,20.00133333333338,2014-10-22,2014-07-15,2014-07-16,15.079666666666721,15.079666666666721,continued,3,7,2015-03-12,21.0,2026-08-07,2016-03-12,2016-03-14,complete,22.54,0.11066666666666802,2018-03-12,2018-03-12,complete,59.06,2.0434237829661854
2015-04-29,000792,盐湖股份,0.7915,29.32,37.0448,29.15650000000002,27.86333333333335,2015-04-30,2014-07-22,2014-07-23,14.99503333333335,14.99503333333335,continued,1,3,2015-04-30,28.68,2026-08-07,2016-04-30,2016-05-03,complete,18.17,-0.36474140941587374,2018-04-30,2018-05-02,complete,12.39,-0.34842031933437634
2015-11-04,601398,工商银行,0.9516,4.56,4.792,4.5379999999999985,4.52416666666667,2015-10-31,2014-04-14,2014-04-15,2.8747333333333347,2.8747333333333347,continued,1,3,2015-11-05,4.64,2026-08-07,2016-11-05,2016-11-07,complete,4.41,0.0021176452857487593,2018-11-05,2018-11-05,complete,5.56,0.381332456427504
2015-11-17,000338,潍柴动力,0.6464,10.33,15.9806,9.478500000000007,9.419916666666651,2015-10-30,2015-11-17,,,,initial,1,11,2015-11-18,10.05,2026-08-07,2016-11-18,2016-11-18,complete,9.97,0.014378336128628266,2018-11-18,2018-11-19,complete,7.69,0.7113319419691384
2015-12-24,601288,农业银行,0.9566,3.28,3.4288,3.248,3.1941666666666673,2015-10-24,2014-04-08,2014-04-09,2.0168333333333335,2.0168333333333335,continued,3,7,2015-12-25,3.27,2026-08-07,2016-12-25,2016-12-26,complete,3.13,0.008689355825194367,2018-12-25,2018-12-25,complete,3.56,0.2625818297587179
2016-03-18,600585,海螺水泥,0.6425,16.03,24.9505,15.186499999999974,15.141499999999999,2015-10-27,2016-03-18,,,,initial,1,4,2016-03-21,16.06,2026-08-07,2017-03-21,2017-03-21,complete,21.45,0.37589098733885273,2019-03-21,2019-03-21,complete,38.07,1.5873792023855708
2016-03-28,600031,三一重工,0.6591,5.65,8.5722,5.49050000000002,5.452666666666671,2015-10-31,2016-03-28,,,,initial,3,8,2016-03-29,5.54,2026-08-07,2017-03-29,2017-03-29,complete,7.49,0.3544892365289489,2019-03-29,2019-03-29,complete,12.78,1.3607810883481362
2016-03-30,000338,潍柴动力,0.6007,8.14,13.5509,7.990000000000007,7.933999999999984,2016-03-31,2016-03-30,,,,initial,2,10,2016-03-31,8.08,2026-08-07,2017-03-31,2017-03-31,complete,11.25,0.4236788413327006,2019-03-31,2019-04-01,complete,12.18,2.3713970774134436
2016-05-09,601225,陕西煤业,0.6171,4.5,7.2918,4.7550000000000034,4.519333333333333,2015-10-27,2016-05-03,2016-05-04,4.483333333333333,4.483333333333333,continued_below_ma20,2,12,2016-05-10,4.4,2026-08-07,2017-05-10,2017-05-10,complete,5.5,0.24999999999999978,2019-05-10,2019-05-10,complete,8.7,1.1128101357927767
2016-05-18,601009,南京银行,0.9212,16.95,18.4,16.712499999999988,16.087666666666664,2016-04-28,2014-05-30,2014-06-03,6.825666666666662,6.825666666666662,continued,3,4,2016-05-19,17.04,2026-08-07,2017-05-19,2017-05-19,complete,10.52,0.13662164637379304,2019-05-19,2019-05-20,complete,7.98,0.29290219254694505
2016-05-19,600690,海尔智家,0.9353,8.84,9.4516,8.505499999999989,8.460833333333333,2016-04-29,2016-05-18,2016-05-19,8.460833333333333,8.460833333333333,continued,3,3,2016-05-20,9.14,2026-08-07,2017-05-20,2017-05-22,complete,13.49,0.5061615873317877,2019-05-20,2019-05-20,complete,15.82,0.8282329949908513
2016-06-27,601225,陕西煤业,0.7419,5.41,7.2918,4.6235000000000035,4.590500000000001,2015-10-27,2016-06-27,,,,initial,1,10,2016-06-28,5.32,2026-08-07,2017-06-28,2017-06-28,complete,7.04,0.3233082706766921,2019-06-28,2019-06-28,complete,9.24,0.8558985584822223
2016-07-06,601988,中国银行,0.9448,3.25,3.4399,3.1802500000000027,3.1564166666666678,2016-04-27,2014-04-04,2014-04-08,1.960000000000001,1.960000000000001,continued,3,11,2016-07-07,3.26,2026-08-07,2017-07-07,2017-07-07,complete,3.69,0.13190184049079656,2019-07-07,2019-07-08,complete,3.71,0.31092522710175463
2016-07-15,000338,潍柴动力,0.6004,8.19,13.6415,7.9080000000000075,7.892499999999984,2016-04-30,2016-07-15,,,,initial,2,12,2016-07-18,8.13,2026-08-07,2017-07-18,2017-07-18,complete,13.68,0.7205465247440779,2019-07-18,2019-07-18,complete,12.07,2.320402276764807
2016-07-15,600585,海螺水泥,0.63,15.68,24.8878,14.748999999999974,14.707833333333332,2016-04-27,2016-07-15,,,,initial,3,12,2016-07-18,15.69,2026-08-07,2017-07-18,2017-07-18,complete,23.58,0.5389253641511571,2019-07-18,2019-07-18,complete,40.17,1.8287467060907234
