signal_date,security_code,security_name,pv,signal_close,intrinsic_value,ma20,ma60,band_available_at,activation_date,anchor_date,stop_anchor,stop_line,qualification,rank,eligible_count,execution_date,execution_close,price_history_end,target_1y,end_1y,status_1y,end_close_1y,return_1y,target_3y,end_3y,status_3y,end_close_3y,return_3y
2009-11-19,000022,深赤湾A,0.9924,15.14,15.2553,14.354500000000026,13.548833333333375,2009-10-31,2009-11-05,2009-11-06,13.532500000000047,13.532500000000047,continued,1,1,2009-11-20,15.12,2018-12-20,2010-11-20,2010-11-22,complete,13.98,-0.07539682539682346,2012-11-20,2012-11-20,complete,8.83,-0.41600529100529016
2009-11-20,000022,深赤湾A,0.9911,15.12,15.2553,14.430500000000027,13.587833333333377,2009-10-31,2009-11-05,2009-11-06,13.532500000000047,13.532500000000047,continued,1,1,2009-11-23,15.27,2018-12-20,2010-11-23,2010-11-23,complete,13.8,-0.09626719056974253,2012-11-23,2012-11-23,complete,9.02,-0.40929927963326695
2009-11-23,000022,深赤湾A,1.001,15.27,15.2553,14.501500000000025,13.622500000000041,2009-10-31,2009-11-05,2009-11-06,13.532500000000047,13.532500000000047,continued,1,1,2009-11-24,14.47,2018-12-20,2010-11-24,2010-11-24,complete,14.21,-0.017968210089838843,2012-11-24,2012-11-26,complete,9.08,-0.3724948168624732
2009-11-24,000022,深赤湾A,0.9485,14.47,15.2553,14.520500000000027,13.641000000000043,2009-10-31,2009-11-05,2009-11-06,13.532500000000047,13.532500000000047,continued_below_ma20,1,1,2009-11-25,14.9,2018-12-20,2010-11-25,2010-11-25,complete,14.65,-0.016778523489930697,2012-11-25,2012-11-26,complete,9.08,-0.39060402684563666
2009-11-25,000022,深赤湾A,0.9767,14.9,15.2553,14.588500000000025,13.666666666666709,2009-10-31,2009-11-05,2009-11-06,13.532500000000047,13.532500000000047,continued,1,1,2009-11-26,14.61,2018-12-20,2010-11-26,2010-11-26,complete,14.56,-0.0034223134839128644,2012-11-26,2012-11-26,complete,9.08,-0.37850787132101205
2009-11-26,000022,深赤湾A,0.9577,14.61,15.2553,14.633000000000024,13.69916666666671,2009-10-31,2009-11-05,2009-11-06,13.532500000000047,13.532500000000047,continued_below_ma20,1,1,2009-11-27,14.08,2018-12-20,2010-11-27,2010-11-29,complete,14.37,0.02059659090909327,2012-11-27,2012-11-27,complete,9.05,-0.3572443181818171
2009-11-27,000022,深赤湾A,0.923,14.08,15.2553,14.659500000000023,13.71666666666671,2009-10-31,2009-11-05,2009-11-06,13.532500000000047,13.532500000000047,continued_below_ma20,1,1,2009-11-30,14.53,2018-12-20,2010-11-30,2010-11-30,complete,14.04,-0.03372333103922709,2012-11-30,2012-11-30,complete,9.05,-0.37715072264280725
2009-11-30,000022,深赤湾A,0.9525,14.53,15.2553,14.694000000000022,13.73916666666671,2009-10-31,2009-11-05,2009-11-06,13.532500000000047,13.532500000000047,continued_below_ma20,1,1,2009-12-01,15.04,2018-12-20,2010-12-01,2010-12-01,complete,14.12,-0.06117021276595558,2012-12-01,2012-12-03,complete,8.94,-0.4055851063829782
2009-12-01,000022,深赤湾A,0.9859,15.04,15.2553,14.742500000000025,13.775833333333376,2009-10-31,2009-11-05,2009-11-06,13.532500000000047,13.532500000000047,continued,1,1,2009-12-02,15.2,2018-12-20,2010-12-02,2010-12-02,complete,14.33,-0.05723684210526159,2012-12-02,2012-12-03,complete,8.94,-0.41184210526315734
2009-12-02,000022,深赤湾A,0.9964,15.2,15.2553,14.789000000000025,13.826000000000043,2009-10-31,2009-11-05,2009-11-06,13.532500000000047,13.532500000000047,continued,1,1,2009-12-03,15.22,2018-12-20,2010-12-03,2010-12-03,complete,14.35,-0.05716162943495273,2012-12-03,2012-12-03,complete,8.94,-0.41261498028909294
2009-12-03,000022,深赤湾A,0.9977,15.22,15.2553,14.827000000000027,13.876166666666709,2009-10-31,2009-11-05,2009-11-06,13.532500000000047,13.532500000000047,continued,1,1,2009-12-04,15.23,2018-12-20,2010-12-04,2010-12-06,complete,14.12,-0.07288246881155491,2012-12-04,2012-12-04,complete,8.88,-0.4169402495075505
2009-12-04,000022,深赤湾A,0.9983,15.23,15.2553,14.878500000000027,13.926666666666708,2009-10-31,2009-11-05,2009-11-06,13.532500000000047,13.532500000000047,continued,1,1,2009-12-07,15.28,2018-12-20,2010-12-07,2010-12-07,complete,14.2,-0.07068062827224997,2012-12-07,2012-12-07,complete,9.33,-0.38939790575916167
2009-12-07,000022,深赤湾A,1.0016,15.28,15.2553,14.906500000000026,13.96816666666671,2009-10-31,2009-11-05,2009-11-06,13.532500000000047,13.532500000000047,continued,1,1,2009-12-08,15.23,2018-12-20,2010-12-08,2010-12-08,complete,14.69,-0.03545633617859356,2012-12-08,2012-12-10,complete,9.33,-0.3873933026920545
2009-12-08,000022,深赤湾A,0.9983,15.23,15.2553,14.934000000000026,14.007333333333376,2009-10-31,2009-11-05,2009-11-06,13.532500000000047,13.532500000000047,continued,1,1,2009-12-09,14.8,2018-12-20,2010-12-09,2010-12-09,complete,14.48,-0.02162162162162029,2012-12-09,2012-12-10,complete,9.33,-0.3695945945945941
2009-12-09,000022,深赤湾A,0.9702,14.8,15.2553,14.947000000000026,14.038666666666709,2009-10-31,2009-11-05,2009-11-06,13.532500000000047,13.532500000000047,continued_below_ma20,1,1,2009-12-10,14.86,2018-12-20,2010-12-10,2010-12-10,complete,14.68,-0.012113055181694476,2012-12-10,2012-12-10,complete,9.33,-0.372139973082099
2009-12-10,000022,深赤湾A,0.9741,14.86,15.2553,14.957500000000028,14.068333333333376,2009-10-31,2009-11-05,2009-11-06,13.532500000000047,13.532500000000047,continued_below_ma20,1,1,2009-12-11,15.04,2018-12-20,2010-12-11,2010-12-13,complete,15.15,0.007313829787235271,2012-12-11,2012-12-11,complete,9.29,-0.3823138297872337
2009-12-11,000022,深赤湾A,0.9859,15.04,15.2553,14.966000000000028,14.096833333333374,2009-10-31,2009-11-05,2009-11-06,13.532500000000047,13.532500000000047,continued,1,1,2009-12-14,15.48,2018-12-20,2010-12-14,2010-12-14,complete,15.24,-0.015503875968990943,2012-12-14,2012-12-14,complete,9.58,-0.38113695090439226
2009-12-14,000022,深赤湾A,1.0147,15.48,15.2553,14.98850000000003,14.135333333333374,2009-10-31,2009-11-05,2009-11-06,13.532500000000047,13.532500000000047,continued,1,1,2009-12-15,15.59,2018-12-20,2010-12-15,2010-12-15,complete,15.15,-0.0282232200128274,2012-12-15,2012-12-17,complete,9.48,-0.3919178960872348
2009-12-15,000022,深赤湾A,1.0219,15.59,15.2553,15.012000000000029,14.173166666666708,2009-10-31,2009-11-05,2009-11-06,13.532500000000047,13.532500000000047,continued,1,1,2009-12-16,15.6,2018-12-20,2010-12-16,2010-12-16,complete,14.96,-0.04102564102563955,2012-12-16,2012-12-17,complete,9.48,-0.3923076923076916
2009-12-16,000022,深赤湾A,1.0226,15.6,15.2553,15.034500000000032,14.206666666666708,2009-10-31,2009-11-05,2009-11-06,13.532500000000047,13.532500000000047,continued,1,1,2009-12-17,15.2,2018-12-20,2010-12-17,2010-12-17,complete,14.98,-0.014473684210524862,2012-12-17,2012-12-17,complete,9.48,-0.3763157894736835
2009-12-17,000022,深赤湾A,0.9964,15.2,15.2553,15.037500000000032,14.235166666666709,2009-10-31,2009-11-05,2009-11-06,13.532500000000047,13.532500000000047,continued,1,1,2009-12-18,14.7,2018-12-20,2010-12-18,2010-12-20,complete,14.63,-0.004761904761903191,2012-12-18,2012-12-18,complete,9.66,-0.3428571428571421
2009-12-18,000022,深赤湾A,0.9636,14.7,15.2553,15.01650000000003,14.25716666666671,2009-10-31,2009-11-05,2009-11-06,13.532500000000047,13.532500000000047,continued_below_ma20,1,1,2009-12-21,14.6,2018-12-20,2010-12-21,2010-12-21,complete,15.08,0.032876712328768765,2012-12-21,2012-12-21,complete,9.7,-0.3356164383561637
2009-12-21,000022,深赤湾A,0.957,14.6,15.2553,14.983000000000033,14.270166666666709,2009-10-31,2009-11-05,2009-11-06,13.532500000000047,13.532500000000047,continued_below_ma20,1,1,2009-12-22,14.19,2018-12-20,2010-12-22,2010-12-22,complete,14.95,0.053558844256520244,2012-12-22,2012-12-24,complete,9.99,-0.29598308668076023
2009-12-22,000022,深赤湾A,0.9302,14.19,15.2553,14.969000000000031,14.27516666666671,2009-10-31,2009-11-05,2009-11-06,13.532500000000047,13.532500000000047,continued_below_ma20,1,1,2009-12-23,14.33,2018-12-20,2010-12-23,2010-12-23,complete,14.76,0.030006978367063564,2012-12-23,2012-12-24,complete,9.99,-0.30286113049546326
2009-12-23,000022,深赤湾A,0.9393,14.33,15.2553,14.940500000000032,14.282333333333378,2009-10-31,2009-11-05,2009-11-06,13.532500000000047,13.532500000000047,continued_below_ma20,1,1,2009-12-24,14.65,2018-12-20,2010-12-24,2010-12-24,complete,14.89,0.01638225255972836,2012-12-24,2012-12-24,complete,9.99,-0.31808873720136444
2009-12-24,000022,深赤湾A,0.9603,14.65,15.2553,14.94250000000003,14.301333333333378,2009-10-31,2009-11-05,2009-11-06,13.532500000000047,13.532500000000047,continued_below_ma20,1,1,2009-12-25,14.67,2018-12-20,2010-12-25,2010-12-27,complete,14.76,0.006134969325154893,2012-12-25,2012-12-25,complete,10.16,-0.3074301295160182
2009-12-25,000022,深赤湾A,0.9616,14.67,15.2553,14.972000000000032,14.32916666666671,2009-10-31,2009-11-05,2009-11-06,13.532500000000047,13.532500000000047,continued_below_ma20,1,1,2009-12-28,15.05,2018-12-20,2010-12-28,2010-12-28,complete,14.08,-0.06445182724252352,2012-12-28,2012-12-28,complete,10.15,-0.32558139534883657
2009-12-28,000022,深赤湾A,0.9865,15.05,15.2553,14.998000000000033,14.36616666666671,2009-10-31,2009-11-05,2009-11-06,13.532500000000047,13.532500000000047,continued,1,1,2009-12-29,15.14,2018-12-20,2010-12-29,2010-12-29,complete,13.89,-0.08256274768824168,2012-12-29,2012-12-31,complete,10.17,-0.32826948480845386
2009-12-29,000022,深赤湾A,0.9924,15.14,15.2553,15.003000000000032,14.405500000000043,2009-10-31,2009-11-05,2009-11-06,13.532500000000047,13.532500000000047,continued,1,1,2009-12-30,15.22,2018-12-20,2010-12-30,2010-12-30,complete,13.87,-0.0886990801576859,2012-12-30,2012-12-31,complete,10.17,-0.33180026281208874
2009-12-30,000022,深赤湾A,0.9977,15.22,15.2553,15.004000000000033,14.450333333333377,2009-10-31,2009-11-05,2009-11-06,13.532500000000047,13.532500000000047,continued,1,1,2009-12-31,15.13,2018-12-20,2010-12-31,2010-12-31,complete,14.03,-0.0727032385988089,2012-12-31,2012-12-31,complete,10.17,-0.3278255122273622
2009-12-31,000022,深赤湾A,0.9918,15.13,15.2553,14.999500000000031,14.494500000000043,2009-10-31,2009-11-05,2009-11-06,13.532500000000047,13.532500000000047,continued,1,1,2010-01-04,15.22,2018-12-20,2011-01-04,2011-01-04,complete,14.18,-0.06833114323258738,2013-01-04,2013-01-04,complete,10.03,-0.3409986859395526
2010-01-04,000022,深赤湾A,0.9977,15.22,15.2553,14.999000000000033,14.539166666666711,2009-10-31,2009-11-05,2009-11-06,13.532500000000047,13.532500000000047,continued,1,1,2010-01-05,15.29,2018-12-20,2011-01-05,2011-01-05,complete,14.32,-0.06344015696533545,2013-01-05,2013-01-07,complete,10.15,-0.3361674296926088
2010-01-05,000022,深赤湾A,1.0023,15.29,15.2553,14.999500000000035,14.575333333333377,2009-10-31,2009-11-05,2009-11-06,13.532500000000047,13.532500000000047,continued,1,1,2010-01-06,15.61,2018-12-20,2011-01-06,2011-01-06,complete,14.16,-0.09288917360666116,2013-01-06,2013-01-07,complete,10.15,-0.3497757847533626
2010-01-06,000022,深赤湾A,1.0233,15.61,15.2553,15.018500000000035,14.61916666666671,2009-10-31,2009-11-05,2009-11-06,13.532500000000047,13.532500000000047,continued,1,1,2010-01-07,15.13,2018-12-20,2011-01-07,2011-01-07,complete,14.46,-0.04428288169200145,2013-01-07,2013-01-07,complete,10.15,-0.3291473892927951
2010-01-07,000022,深赤湾A,0.9918,15.13,15.2553,15.035000000000034,14.649166666666709,2009-10-31,2009-11-05,2009-11-06,13.532500000000047,13.532500000000047,continued,1,1,2010-01-08,15.29,2018-12-20,2011-01-08,2011-01-10,complete,14.18,-0.07259646827992039,2013-01-08,2013-01-08,complete,10.08,-0.3407455853499013
2010-01-08,000022,深赤湾A,1.0023,15.29,15.2553,15.056500000000034,14.677833333333375,2009-10-31,2009-11-05,2009-11-06,13.532500000000047,13.532500000000047,continued,1,1,2010-01-11,15.14,2018-12-20,2011-01-11,2011-01-11,complete,14.43,-0.04689564068692076,2013-01-11,2013-01-11,complete,9.84,-0.35006605019814985
2010-01-11,000022,深赤湾A,0.9924,15.14,15.2553,15.061500000000033,14.705333333333375,2009-10-31,2009-11-05,2009-11-06,13.532500000000047,13.532500000000047,continued,1,1,2010-01-12,16.11,2018-12-20,2011-01-12,2011-01-12,complete,14.4,-0.10614525139664677,2013-01-12,2013-01-14,complete,10.02,-0.37802607076350025
2010-01-22,000022,深赤湾A,1.0423,15.9,15.2553,15.756500000000031,15.110666666666706,2009-10-31,2009-11-05,2009-11-06,13.532500000000047,13.532500000000047,continued,1,1,2010-01-25,15.66,2018-12-20,2011-01-25,2011-01-25,complete,14.76,-0.0574712643678148,2013-01-25,2013-01-25,complete,13.04,-0.16730523627075278
2010-01-25,000022,深赤湾A,1.0265,15.66,15.2553,15.806000000000031,15.145833333333373,2009-10-31,2009-11-05,2009-11-06,13.532500000000047,13.532500000000047,continued_below_ma20,1,1,2010-01-26,14.99,2018-12-20,2011-01-26,2011-01-26,complete,14.9,-0.006004002668444142,2013-01-26,2013-01-28,endpoint_quote_missing,,
2010-01-26,000022,深赤湾A,0.9826,14.99,15.2553,15.803000000000031,15.16500000000004,2009-10-31,2009-11-05,2009-11-06,13.532500000000047,13.532500000000047,continued_below_ma20,1,1,2010-01-27,14.8,2018-12-20,2011-01-27,2011-01-27,complete,15.18,0.0256756756756773,2013-01-27,2013-01-28,endpoint_quote_missing,,
2010-01-27,000022,深赤湾A,0.9702,14.8,15.2553,15.786000000000033,15.177166666666704,2009-10-31,2009-11-05,2009-11-06,13.532500000000047,13.532500000000047,continued_below_ma20,1,1,2010-01-28,15.0,2018-12-20,2011-01-28,2011-01-28,complete,15.05,0.0033333333333349646,2013-01-28,2013-01-28,endpoint_quote_missing,,
2010-01-28,000022,深赤湾A,0.9833,15.0,15.2553,15.77500000000003,15.189333333333371,2009-10-31,2009-11-05,2009-11-06,13.532500000000047,13.532500000000047,continued_below_ma20,1,1,2010-01-29,15.23,2018-12-20,2011-01-29,2011-01-31,complete,15.39,0.010505581089955696,2013-01-29,2013-01-29,endpoint_quote_missing,,
2010-01-29,000022,深赤湾A,0.9983,15.23,15.2553,15.780000000000033,15.202166666666704,2009-10-31,2009-11-05,2009-11-06,13.532500000000047,13.532500000000047,continued_below_ma20,1,1,2010-02-01,15.18,2018-12-20,2011-02-01,2011-02-01,complete,15.2,0.0013175230566553342,2013-02-01,2013-02-01,complete,14.65,-0.034914361001316174
2010-02-01,000022,深赤湾A,0.9951,15.18,15.2553,15.77800000000003,15.218500000000036,2009-10-31,2009-11-05,2009-11-06,13.532500000000047,13.532500000000047,continued_below_ma20,1,1,2010-02-02,15.44,2018-12-20,2011-02-02,2011-02-09,complete,15.48,0.0025906735751315413,2013-02-02,2013-02-04,complete,13.71,-0.11204663212435106
2010-02-02,000022,深赤湾A,1.0121,15.44,15.2553,15.785500000000031,15.230500000000037,2009-10-31,2009-11-05,2009-11-06,13.532500000000047,13.532500000000047,continued_below_ma20,1,1,2010-02-03,15.9,2018-12-20,2011-02-03,2011-02-09,complete,15.48,-0.02641509433962097,2013-02-03,2013-02-04,complete,13.71,-0.13773584905660274
2010-02-03,000022,深赤湾A,1.0423,15.9,15.2553,15.80000000000003,15.25083333333337,2009-10-31,2009-11-05,2009-11-06,13.532500000000047,13.532500000000047,continued,1,1,2010-02-04,15.75,2018-12-20,2011-02-04,2011-02-09,complete,15.48,-0.01714285714285546,2013-02-04,2013-02-04,complete,13.71,-0.1295238095238086
2010-02-04,000022,深赤湾A,1.0324,15.75,15.2553,15.831000000000028,15.271000000000038,2009-10-31,2009-11-05,2009-11-06,13.532500000000047,13.532500000000047,continued_below_ma20,1,1,2010-02-05,14.96,2018-12-20,2011-02-05,2011-02-09,complete,15.48,0.03475935828877175,2013-02-05,2013-02-05,complete,14.16,-0.05347593582887611
2010-02-05,000022,深赤湾A,0.9806,14.96,15.2553,15.814500000000027,15.276166666666706,2009-10-31,2009-11-05,2009-11-06,13.532500000000047,13.532500000000047,continued_below_ma20,1,1,2010-02-08,14.79,2018-12-20,2011-02-08,2011-02-09,complete,15.48,0.046653144016229,2013-02-08,2013-02-08,complete,13.75,-0.07031778228532681
2010-02-08,000022,深赤湾A,0.9695,14.79,15.2553,15.797000000000029,15.27483333333337,2009-10-31,2009-11-05,2009-11-06,13.532500000000047,13.532500000000047,continued_below_ma20,1,1,2010-02-09,14.88,2018-12-20,2011-02-09,2011-02-09,complete,15.48,0.04032258064516281,2013-02-09,2013-02-18,complete,13.87,-0.06787634408602072
2010-02-09,000022,深赤湾A,0.9754,14.88,15.2553,15.735500000000027,15.272333333333371,2009-10-31,2009-11-05,2009-11-06,13.532500000000047,13.532500000000047,continued_below_ma20,1,1,2010-02-10,15.05,2018-12-20,2011-02-10,2011-02-10,complete,15.85,0.053156146179403674,2013-02-10,2013-02-18,complete,13.87,-0.07840531561461705
2010-02-10,000022,深赤湾A,0.9865,15.05,15.2553,15.680500000000029,15.271166666666705,2009-10-31,2009-11-05,2009-11-06,13.532500000000047,13.532500000000047,continued_below_ma20,1,1,2010-02-11,14.97,2018-12-20,2011-02-11,2011-02-11,complete,15.72,0.0501002004008031,2013-02-11,2013-02-18,complete,13.87,-0.07348029392117483
2010-02-11,000022,深赤湾A,0.9813,14.97,15.2553,15.602500000000031,15.268166666666705,2009-10-31,2009-11-05,2009-11-06,13.532500000000047,13.532500000000047,continued_below_ma20,1,1,2010-02-12,15.13,2018-12-20,2011-02-12,2011-02-14,complete,16.06,0.06146728354263198,2013-02-12,2013-02-18,complete,13.87,-0.08327825512227272
2010-02-12,000022,深赤湾A,0.9918,15.13,15.2553,15.536000000000033,15.268000000000038,2009-10-31,2009-11-05,2009-11-06,13.532500000000047,13.532500000000047,continued_below_ma20,1,1,2010-02-22,14.97,2018-12-20,2011-02-22,2011-02-22,complete,18.27,0.22044088176352883,2013-02-22,2013-02-22,complete,13.34,-0.10888443553774119
2010-02-22,000022,深赤湾A,0.9813,14.97,15.2553,15.439000000000032,15.265500000000038,2009-10-31,2009-11-05,2009-11-06,13.532500000000047,13.532500000000047,continued_below_ma20,1,1,2010-02-23,15.03,2018-12-20,2011-02-23,2011-02-23,complete,18.17,0.20891550232867773,2013-02-23,2013-02-25,complete,13.52,-0.100465735196273
2010-02-23,000022,深赤湾A,0.9852,15.03,15.2553,15.34050000000003,15.261500000000039,2009-10-31,2009-11-05,2009-11-06,13.532500000000047,13.532500000000047,continued_below_ma20,1,1,2010-02-24,15.33,2018-12-20,2011-02-24,2011-02-24,complete,18.21,0.18786692759295676,2013-02-24,2013-02-25,complete,13.52,-0.11806914546640468
2010-02-24,000022,深赤湾A,1.0049,15.33,15.2553,15.27800000000003,15.275833333333372,2009-10-31,2009-11-05,2009-11-06,13.532500000000047,13.532500000000047,continued,1,1,2010-02-25,15.72,2018-12-20,2011-02-25,2011-02-25,complete,18.17,0.15585241730280086,2013-02-25,2013-02-25,complete,13.52,-0.13994910941475724
2010-03-05,000022,深赤湾A,1.039,15.85,15.2553,15.393500000000031,15.391000000000039,2009-10-31,2009-11-05,2009-11-06,13.532500000000047,13.532500000000047,continued,1,1,2010-03-08,15.92,2018-12-20,2011-03-08,2011-03-08,complete,18.58,0.1670854271356801,2013-03-08,2013-03-08,complete,13.31,-0.16394472361808898
2010-03-08,000022,深赤湾A,1.0436,15.92,15.2553,15.430500000000032,15.402500000000037,2009-10-31,2009-11-05,2009-11-06,13.532500000000047,13.532500000000047,continued,1,1,2010-03-09,15.89,2018-12-20,2011-03-09,2011-03-09,complete,18.51,0.16488357457520664,2013-03-09,2013-03-11,complete,13.33,-0.16110761485210678
2010-03-09,000022,深赤湾A,1.0416,15.89,15.2553,15.453000000000031,15.412666666666704,2009-10-31,2009-11-05,2009-11-06,13.532500000000047,13.532500000000047,continued,1,1,2010-03-10,16.07,2018-12-20,2011-03-10,2011-03-10,complete,18.0,0.120099564405727,2013-03-10,2013-03-11,complete,13.33,-0.17050404480398107
2010-03-12,000022,深赤湾A,1.0364,15.81,15.2553,15.534000000000034,15.468333333333371,2009-10-31,2009-11-05,2009-11-06,13.532500000000047,13.532500000000047,continued,1,1,2010-03-15,15.64,2018-12-20,2011-03-15,2011-03-15,complete,17.39,0.11189258312020622,2013-03-15,2013-03-15,complete,12.75,-0.184782608695651
2010-03-15,000022,深赤湾A,1.0252,15.64,15.2553,15.576500000000033,15.478333333333373,2009-10-31,2009-11-05,2009-11-06,13.532500000000047,13.532500000000047,continued,1,1,2010-03-16,15.72,2018-12-20,2011-03-16,2011-03-16,complete,17.45,0.11005089058524309,2013-03-16,2013-03-18,complete,12.73,-0.19020356234096591
2010-03-16,000022,深赤湾A,1.0305,15.72,15.2553,15.618500000000035,15.482333333333372,2009-10-31,2009-11-05,2009-11-06,13.532500000000047,13.532500000000047,continued,1,1,2010-03-17,16.13,2018-12-20,2011-03-17,2011-03-17,complete,17.49,0.08431494110353488,2013-03-17,2013-03-18,complete,12.73,-0.21078735275883353
2010-03-25,000022,深赤湾A,1.0167,15.51,15.2553,15.927500000000029,15.618500000000033,2009-10-31,2009-11-05,2009-11-06,13.532500000000047,13.532500000000047,continued_below_ma20,1,1,2010-03-26,15.8,2018-12-20,2011-03-26,2011-03-28,complete,16.86,0.06708860759493751,2013-03-26,2013-03-26,complete,13.66,-0.1354430379746827
2010-03-26,000022,深赤湾A,1.0357,15.8,15.2553,15.937500000000028,15.637666666666698,2009-10-31,2009-11-05,2009-11-06,13.532500000000047,13.532500000000047,continued_below_ma20,1,1,2010-03-29,15.97,2018-12-20,2011-03-29,2011-03-29,complete,16.6,0.0394489668127751,2013-03-29,2013-03-29,complete,12.87,-0.1941139636819028
2010-03-30,000022,深赤湾A,1.0449,15.94,15.2553,15.95500000000003,15.674166666666702,2009-10-31,2009-11-05,2009-11-06,13.532500000000047,13.532500000000047,continued_below_ma20,1,1,2010-03-31,16.07,2018-12-20,2011-03-31,2011-03-31,complete,16.27,0.012445550715620257,2013-03-31,2013-04-01,complete,13.25,-0.17548226509022946
2010-04-08,000022,深赤湾A,1.0423,15.9,15.2553,16.002500000000026,15.754666666666704,2009-10-31,2009-11-05,2009-11-06,13.532500000000047,13.532500000000047,continued_below_ma20,1,1,2010-04-09,16.01,2018-12-20,2011-04-09,2011-04-11,complete,16.81,0.04996876951905138,2013-04-09,2013-04-09,complete,13.6,-0.15053091817613917
2010-04-12,000022,深赤湾A,1.037,15.82,15.2553,15.986000000000024,15.778166666666705,2009-10-31,2009-11-05,2009-11-06,13.532500000000047,13.532500000000047,continued_below_ma20,1,1,2010-04-13,15.53,2018-12-20,2011-04-13,2011-04-13,complete,17.56,0.13071474565357444,2013-04-13,2013-04-15,complete,13.08,-0.15775917578879528
2010-04-13,000022,深赤湾A,1.018,15.53,15.2553,15.980500000000024,15.784666666666705,2009-10-31,2009-11-05,2009-11-06,13.532500000000047,13.532500000000047,continued_below_ma20,1,1,2010-04-14,15.62,2018-12-20,2011-04-14,2011-04-14,complete,17.31,0.1081946222791299,2013-04-14,2013-04-15,complete,13.08,-0.162612035851472
2010-04-14,000022,深赤湾A,1.0239,15.62,15.2553,15.975500000000022,15.776500000000038,2009-10-31,2009-11-05,2009-11-06,13.532500000000047,13.532500000000047,continued_below_ma20,1,1,2010-04-15,15.67,2018-12-20,2011-04-15,2011-04-15,complete,17.07,0.08934269304403375,2013-04-15,2013-04-15,complete,13.08,-0.165283982131461
