period,signal_date,security_code,security_name,pv,signal_close,intrinsic_value,ma20,ma60,band_available_at,activation_date,anchor_date,stop_anchor,stop_line,qualification,rank,eligible_count,execution_date,execution_close,price_history_end,target_1y,end_1y,status_1y,end_close_1y,return_1y,target_3y,end_3y,status_3y,end_close_3y,return_3y
2014,2014-01-02,600660,福耀玻璃,0.6634,8.19,12.3462,8.583999999999968,8.480833333333319,2013-10-29,2012-11-30,2012-12-03,6.593999999999984,6.593999999999984,continued_below_ma20,3,6,2014-01-03,8.03,2026-08-07,2015-01-03,2015-01-05,complete,13.0,0.719859752859447,2017-01-03,2017-01-03,complete,18.67,1.7239501544503262
2015,2015-01-05,000933,神火股份,0.4895,6.59,13.4615,5.849499999999997,5.100666666666652,2013-10-23,2014-07-28,2014-07-29,3.6544333333333183,3.6544333333333183,continued,1,13,2015-01-06,6.32,2026-08-07,2016-01-06,2016-01-06,complete,4.84,-0.23417721518987178,2018-01-06,2018-01-08,complete,10.9,0.7306887098480315
2015,2015-01-05,601088,中国神华,0.6458,22.32,34.5614,18.74599999999996,16.483833333333333,2014-10-25,2014-05-12,2014-05-13,13.010333333333328,13.010333333333328,continued,2,13,2015-01-06,22.86,2026-08-07,2016-01-06,2016-01-06,complete,15.75,-0.2892075108069774,2018-01-06,2018-01-08,complete,25.08,0.18224825126335098
2015,2015-01-05,600585,海螺水泥,0.6655,22.69,34.0941,19.546499999999977,17.957333333333327,2014-10-21,2014-04-09,2014-04-10,15.449499999999993,15.449499999999993,continued,3,13,2015-01-06,22.07,2026-08-07,2016-01-06,2016-01-06,complete,16.68,-0.22245708312396384,2018-01-06,2018-01-08,complete,33.97,0.670409075017272
2016,2016-01-04,000792,盐湖股份,0.6098,23.11,37.8992,24.33100000000004,22.691166666666653,2015-10-31,2014-07-22,2014-07-23,14.90903333333335,14.90903333333335,continued_below_ma20,1,9,2016-01-05,22.15,2026-08-07,2017-01-05,2017-01-05,complete,19.73,-0.10798609497410627,2019-01-05,2019-01-07,complete,6.68,-0.5463683595632434
2016,2016-01-04,600309,万华化学,0.7476,16.85,22.5397,17.89450000000004,17.830166666666678,2015-10-27,2012-12-20,2012-12-21,11.950500000000012,11.950500000000012,continued_below_ma20,2,9,2016-01-05,16.86,2026-08-07,2017-01-05,2017-01-05,complete,23.47,0.4089665589970437,2019-01-05,2019-01-07,complete,28.75,1.1864299368748261
2016,2016-01-04,000651,格力电器,0.8338,20.21,24.2375,21.840500000000034,19.56399999999998,2015-10-31,2010-07-28,2010-07-29,3.5721666666666767,3.5721666666666767,continued_below_ma20,3,9,2016-01-05,20.85,2026-08-07,2017-01-05,2017-01-05,complete,25.26,0.3047517450380368,2019-01-05,2019-01-07,complete,36.48,0.9706886693598302
2017,2017-01-03,600585,海螺水泥,0.6639,17.39,26.1918,17.536999999999974,17.5225,2016-10-28,2016-07-15,2016-07-18,14.687999999999999,14.687999999999999,continued_below_ma20,1,5,2017-01-04,17.32,2026-08-07,2018-01-04,2018-01-04,complete,32.1,0.8978148701422488,2020-01-04,2020-01-06,complete,53.32,2.4013977975903265
2017,2017-01-03,000338,潍柴动力,0.7392,9.97,13.488,10.261000000000006,10.027333333333317,2016-10-28,2016-07-15,2016-07-18,7.687333333333318,7.687333333333318,continued_below_ma20,2,5,2017-01-04,10.3,2026-08-07,2018-01-04,2018-01-04,complete,8.61,0.7363121573386364,2020-01-04,2020-01-06,complete,15.19,2.3410585992436475
2017,2017-01-03,000651,格力电器,0.7825,25.06,32.0265,25.091000000000033,23.762166666666648,2016-10-31,2010-07-28,2010-07-29,2.0721666666666767,2.0721666666666767,continued_below_ma20,3,5,2017-01-04,25.14,2026-08-07,2018-01-04,2018-01-04,complete,46.58,0.9377728226769628,2020-01-04,2020-01-06,complete,65.88,1.8581270183464995
2018,2018-01-02,,无合格标的,,,,,,,,,,,,1,0,,,,,,,,,,,,,
2018,2018-01-02,,无合格标的,,,,,,,,,,,,2,0,,,,,,,,,,,,,
2018,2018-01-02,,无合格标的,,,,,,,,,,,,3,0,,,,,,,,,,,,,
2019,2019-01-02,000338,潍柴动力,0.5293,7.56,14.2823,7.687000000000004,7.64816666666666,2018-10-31,2016-07-15,2016-07-18,3.138666666666659,3.138666666666659,continued_below_ma20,1,3,2019-01-03,7.49,2026-08-07,2020-01-03,2020-01-03,complete,16.42,1.2706582210949833,2022-01-03,2022-01-04,complete,17.69,1.54620083055398
2019,2019-01-02,600066,宇通客车,0.6646,11.9,17.9053,11.838500000000048,11.78783333333331,2018-10-29,2012-12-24,2012-12-25,3.694135802469117,3.694135802469117,continued,2,3,2019-01-03,11.98,2026-08-07,2020-01-03,2020-01-03,complete,14.4,0.24668747789066026,2022-01-03,2022-01-04,complete,11.01,0.07054642142754597
2019,2019-01-02,600690,海尔智家,1.0142,13.53,13.3403,13.989500000000003,13.774333333333342,2018-10-31,2016-05-18,2016-05-19,7.658833333333335,7.658833333333335,continued_below_ma20,3,3,2019-01-03,13.45,2026-08-07,2020-01-03,2020-01-03,complete,19.1,0.4529750818948095,2022-01-03,2022-01-04,complete,29.4,1.3178669843430795
2020,2020-01-02,002128,电投能源,0.5293,8.67,16.3814,8.343500000000002,8.174166666666725,2019-10-23,2014-07-22,2014-07-23,5.532500000000049,5.532500000000049,continued,1,8,2020-01-03,8.61,2026-08-07,2021-01-03,2021-01-04,complete,11.23,0.371013304579523,2023-01-03,2023-01-03,complete,12.38,0.6289230906901793
2020,2020-01-02,002466,天齐锂业,0.6027,30.69,50.9187,25.4156538461539,23.63765384615384,2019-10-23,2019-09-25,2019-09-26,20.936794871794874,20.936794871794874,continued,2,8,2020-01-03,30.95,2026-08-07,2021-01-03,2021-01-04,complete,42.0,0.35702746365104976,2023-01-03,2023-01-03,complete,81.36,1.62875605815832
2020,2020-01-02,601225,陕西煤业,0.6878,9.02,13.1143,8.703500000000005,8.568166666666668,2019-10-31,2016-06-27,2016-06-28,3.7486666666666677,3.7486666666666677,continued,3,8,2020-01-03,9.0,2026-08-07,2021-01-03,2021-01-04,complete,9.59,0.11429761400536864,2023-01-03,2023-01-03,complete,18.68,1.4953453928553153
2021,2021-01-04,002128,电投能源,0.5887,11.23,19.077,10.958000000000002,10.865166666666731,2020-10-27,2014-07-22,2014-07-23,5.132500000000048,5.132500000000048,continued,1,5,2021-01-05,10.93,2026-08-07,2022-01-05,2022-01-05,complete,14.11,0.34263174427858956,2024-01-05,2024-01-05,complete,14.9,0.52456921432925
2021,2021-01-04,601088,中国神华,0.6494,17.99,27.7039,18.218499999999956,17.82633333333333,2020-10-26,2014-05-12,2014-05-13,8.440333333333326,8.440333333333326,continued_below_ma20,2,5,2021-01-05,17.65,2026-08-07,2022-01-05,2022-01-05,complete,22.4,0.39949130687828815,2024-01-05,2024-01-05,complete,33.45,1.4738070939433516
2021,2021-01-04,002466,天齐锂业,0.8248,42.0,50.9187,34.224000000000075,26.84766666666666,2019-10-23,2020-11-20,2020-11-23,21.79766666666667,21.79766666666667,continued,3,5,2021-01-05,41.8,2026-08-07,2022-01-05,2022-01-05,complete,95.97,1.2959330143540657,2024-01-05,2024-01-05,complete,54.0,0.34730299174810786
2022,2022-01-04,600585,海螺水泥,0.5185,41.67,80.3702,40.48799999999991,39.05316666666674,2021-10-29,2016-07-15,2016-07-18,7.178,7.178,continued,1,8,2022-01-05,42.26,2026-08-07,2023-01-05,2023-01-05,complete,28.38,-0.2821421109404396,2025-01-05,2025-01-06,complete,23.58,-0.34097754213110776
2022,2022-01-04,002128,电投能源,0.7131,14.56,20.417,15.782999999999992,13.620500000000067,2021-10-26,2014-07-22,2014-07-23,4.732500000000048,4.732500000000048,continued_below_ma20,2,8,2022-01-05,14.11,2026-08-07,2023-01-05,2023-01-05,complete,12.42,-0.08785780840377244,2025-01-05,2025-01-06,complete,19.72,0.5506792561841194
2022,2022-01-04,601169,北京银行,0.7455,4.46,5.9822,4.43949999999999,4.431000000000003,2021-10-30,2020-06-19,2020-06-22,4.261500000000004,4.261500000000004,continued,3,8,2022-01-05,4.49,2026-08-07,2023-01-05,2023-01-05,complete,4.3,0.028237737107690064,2025-01-05,2025-01-06,complete,5.97,0.6187396411727173
2023,2023-01-03,601825,沪农商行,0.523,5.9,11.2815,5.874500000000004,5.646166666666664,2022-10-29,2022-11-23,2022-11-24,5.496666666666664,5.496666666666664,continued,1,25,2023-01-04,5.96,2026-08-07,2024-01-04,2024-01-04,complete,5.87,0.046590825282104564,2026-01-04,2026-01-05,complete,9.36,0.9192772111142031
2023,2023-01-03,000338,潍柴动力,0.5445,10.27,18.8604,10.57150000000003,10.16969999999996,2022-10-31,2016-07-15,2016-07-18,1.723666666666659,1.723666666666659,continued_below_ma20,2,25,2023-01-04,10.39,2026-08-07,2024-01-04,2024-01-04,complete,14.12,0.39989025658255395,2026-01-04,2026-01-05,complete,17.4,0.8913407074013813
2023,2023-01-03,600176,中国巨石,0.6535,13.94,21.3313,14.070999999999973,13.484166666666667,2022-10-22,2020-05-20,2020-05-21,6.7627821522309794,6.7627821522309794,continued_below_ma20,3,25,2023-01-04,13.88,2026-08-07,2024-01-04,2024-01-04,complete,9.58,-0.28333799857073994,2026-01-04,2026-01-05,complete,17.5,0.3810958965549065
2024,2024-01-02,002128,电投能源,0.4549,14.7,32.3179,14.482999999999969,13.958000000000064,2023-10-26,2014-07-22,2014-07-23,3.732500000000048,3.732500000000048,continued,1,8,2024-01-03,14.85,2026-08-07,2025-01-03,2025-01-03,complete,19.61,0.36258072274204833,2027-01-03,,forward_incomplete,,
2024,2024-01-02,002466,天齐锂业,0.4897,55.42,113.182,53.788499999999935,53.77400000000005,2023-10-27,2020-11-20,2020-11-23,18.79766666666667,18.79766666666667,continued,2,8,2024-01-03,55.32,2026-08-07,2025-01-03,2025-01-03,complete,31.63,-0.40553331419335614,2027-01-03,,forward_incomplete,,
2024,2024-01-02,600938,中国海油,0.5718,20.92,36.5837,19.9165,19.689723333333326,2023-10-25,2023-02-13,2023-02-14,14.612026666666665,14.612026666666665,continued,3,8,2024-01-03,21.09,2026-08-07,2025-01-03,2025-01-03,complete,29.09,0.43762789780760625,2027-01-03,,forward_incomplete,,
2025,2025-01-02,000001,平安银行,0.6146,11.43,18.5986,11.696999999999981,11.645000000000023,2024-10-19,2024-03-15,2024-03-18,8.727666666666686,8.727666666666686,continued_below_ma20,1,32,2025-01-03,11.38,2026-08-07,2026-01-03,2026-01-05,complete,11.5,0.06343321205064045,2028-01-03,,forward_incomplete,,
2025,2025-01-02,601187,厦门银行,0.6834,5.45,7.9749,5.639999999999997,5.358333333333336,2024-10-31,2024-10-23,2024-10-24,4.887666666666664,4.887666666666664,continued_below_ma20,2,32,2025-01-03,5.37,2026-08-07,2026-01-03,2026-01-05,complete,7.33,0.42335455285601586,2028-01-03,,forward_incomplete,,
2025,2025-01-02,601166,兴业银行,0.6941,18.92,27.2578,18.74250000000003,18.670333333333332,2024-10-31,2024-01-18,2024-01-19,13.729333333333322,13.729333333333322,continued,3,32,2025-01-03,18.92,2026-08-07,2026-01-03,2026-01-05,complete,21.05,0.16350043999459696,2028-01-03,,forward_incomplete,,
2026,2026-01-05,000933,神火股份,0.5671,28.47,50.203,26.52549999999999,25.226666666666734,2025-10-21,2014-07-28,2014-07-29,0.33943333333331793,0.33943333333331793,continued,1,24,2026-01-06,29.79,2026-08-07,2027-01-06,,forward_incomplete,,,2029-01-06,,forward_incomplete,,
2026,2026-01-05,600970,中材国际,0.657,10.27,15.6328,9.9315,9.619500000000002,2025-10-24,2025-11-24,2025-11-25,9.212000000000003,9.212000000000003,continued,2,24,2026-01-06,10.35,2026-08-07,2027-01-06,,forward_incomplete,,,2029-01-06,,forward_incomplete,,
2026,2026-01-05,000651,格力电器,0.6783,40.76,60.0907,40.751500000000064,40.553500000000035,2025-10-31,2010-07-28,2010-07-29,-17.407833333333322,-17.407833333333322,continued,3,24,2026-01-06,40.82,2026-08-07,2027-01-06,,forward_incomplete,,,2029-01-06,,forward_incomplete,,
