arm,code,base,candidate,delta
WJ_FLAT,601328,0.340197,0.35337500000000005,0.013178000000000023
WJ_FLAT,688516,0.528339,0.516199,-0.01214000000000004
WJ_FLAT,000001,0.015288000000000001,0.0034480000000000014,-0.01184
WJ_FLAT,600938,0.030672,0.041558,0.010885999999999996
WJ_FLAT,601187,0.035086,0.044795,0.009709000000000002
WJ_FLAT,002152,-0.017509,-0.009215000000000001,0.008294
WJ_FLAT,002304,0.107149,0.114373,0.007224000000000008
WJ_FLAT,601939,0.009222999999999999,0.002148999999999999,-0.0070739999999999996
WJ_FLAT,600970,-0.06285,-0.055931,0.0069190000000000015
WJ_FLAT,002128,1.0304900000000001,1.036625,0.0061349999999997795
WJ_FLAT,601988,0.141347,0.135678,-0.005669000000000007
WJ_FLAT,002648,0.080044,0.085609,0.0055650000000000005
WJ_FLAT,000792,-0.202873,-0.197396,0.00547700000000001
WJ_FLAT,601825,-0.004502,-0.009042999999999999,-0.004540999999999999
WJ_FLAT,002001,-0.007454999999999996,-0.011569999999999997,-0.004115000000000001
WJ_FLAT,600066,-0.0073170000000000015,-0.0035320000000000004,0.003785000000000001
WJ_FLAT,600897,-0.04300099999999999,-0.039892000000000004,0.0031089999999999868
WJ_FLAT,002714,0.073449,0.076295,0.0028460000000000013
WJ_FLAT,600031,0.0028519999999999995,0.0007779999999999998,-0.0020739999999999995
WJ_FLAT,600000,-0.005595,-0.003619,0.0019760000000000003
WJ_FLAT,600176,-0.005507,-0.003614,0.0018929999999999997
WJ_FLAT,601818,-0.002607,-0.000877,0.00173
WJ_FLAT,600188,-0.006021,-0.004384000000000001,0.0016369999999999996
WJ_FLAT,601088,1.065887,1.0644740000000001,-0.0014129999999998866
WJ_FLAT,600660,0.326366,0.325573,-0.0007929999999999882
WJ_FLAT,000858,-0.001462,-0.000737,0.000725
WJ_FLAT,603156,0.000942,0.001529,0.000587
WJ_FLAT,000568,-0.041608,-0.041064,0.0005439999999999959
WJ_FLAT,601288,-0.0005859999999999999,-0.000105,0.00048099999999999993
WJ_FLAT,000333,0.036804,0.036446,-0.00035800000000000415
WJ_FLAT,603369,0,-0.000357,-0.000357
WJ_FLAT,600016,-1.3000000000000001e-05,-0.00035400000000000004,-0.00034100000000000005
WJ_FLAT,601838,-0.001525,-0.001798,-0.0002729999999999998
WJ_FLAT,600036,-0.0046429999999999996,-0.004906,-0.0002630000000000002
WJ_FLAT,601916,-0.0004919999999999999,-0.000638,-0.00014600000000000008
WJ_FLAT,601998,-0.002862,-0.0027329999999999993,0.00012900000000000064
WJ_FLAT,300059,0.099053,0.09897199999999999,-8.100000000001162e-05
WJ_FLAT,600519,0.000692,0.000614,-7.800000000000005e-05
WJ_FLAT,601398,-0.001691,-0.001643,4.800000000000008e-05
WJ_FLAT,000661,0.000451,0.000499,4.7999999999999974e-05
WJ_FLAT,601665,-0.000297,-0.000321,-2.3999999999999987e-05
WJ_FLAT,600566,0,-1.4e-05,-1.4e-05
WJ_FLAT,002966,-0.005198,-0.005188,1.000000000000046e-05
WJ_FLAT,002142,-0.001321,-0.001329,-8.000000000000194e-06
WJ_FLAT,002807,0.0,3e-06,3e-06
WJ_FLAT,601963,-0.008335,-0.008338,-2.999999999999531e-06
WJ_FLAT,601857,0,-2e-06,-2e-06
WJ_FLAT,601658,0.0,1e-06,1e-06
WJ_FLAT,603993,1e-06,0,-1e-06
WJ_FLAT,002833,0.000334,0.000333,-9.9999999999997e-07
WJ_FLAT,002948,0,0.0,0.0
WJ_FLAT,601997,0,0.0,0.0
WJ_FLAT,000022,4.3e-05,4.3e-05,0.0
WJ_FLAT,002024,0.013792999999999998,0.013792999999999998,0.0
WJ_FLAT,002839,0.0,0.0,0.0
WJ_FLAT,600926,0.0,0,0.0
WJ_FS04,002466,-0.18778099999999998,-0.047639000000000015,0.14014199999999996
WJ_FS04,000651,0.6874479999999998,0.555669,-0.13177899999999987
WJ_FS04,600309,0.04563099999999999,0.15795,0.11231900000000002
WJ_FS04,000338,0.6731839999999999,0.5773489999999999,-0.095835
WJ_FS04,601225,0.37962999999999997,0.298962,-0.08066799999999996
WJ_FS04,601166,0.07285100000000001,-0.0030480000000000004,-0.07589900000000001
WJ_FS04,002532,0.092117,0.020085,-0.07203200000000001
WJ_FS04,601229,0.050457,0.0943,0.04384299999999999
WJ_FS04,601169,0.077455,0.120976,0.043521000000000004
WJ_FS04,600919,0.064248,0.08983100000000001,0.02558300000000001
WJ_FS04,000933,0.752016,0.731468,-0.02054800000000001
WJ_FS04,600585,0.39278899999999994,0.4090990000000001,0.016310000000000158
WJ_FS04,601009,0.000626,0.016509,0.015882999999999998
WJ_FS04,000423,0,0.014631,0.014631
WJ_FS04,601328,0.340197,0.3534380000000001,0.013241000000000058
WJ_FS04,000001,0.015288000000000001,0.003263000000000002,-0.012025
WJ_FS04,600938,0.030672,0.041567,0.010894999999999998
WJ_FS04,688516,0.528339,0.51767,-0.01066900000000004
WJ_FS04,601187,0.035086,0.044793,0.009707
WJ_FS04,002001,-0.007454999999999996,-0.016716999999999996,-0.009262
WJ_FS04,601939,0.009222999999999999,0.0006849999999999988,-0.008538
WJ_FS04,002152,-0.017509,-0.009215000000000001,0.008294
WJ_FS04,002304,0.107149,0.114373,0.007224000000000008
WJ_FS04,601988,0.141347,0.13480599999999998,-0.006541000000000019
WJ_FS04,600970,-0.06285,-0.056581,0.006269000000000004
WJ_FS04,601665,-0.000297,-0.00622,-0.0059229999999999994
WJ_FS04,000792,-0.202873,-0.19735599999999998,0.005517000000000022
WJ_FS04,601825,-0.004502,-0.008943,-0.004441
WJ_FS04,600066,-0.0073170000000000015,-0.0035320000000000004,0.003785000000000001
WJ_FS04,002648,0.080044,0.076799,-0.003244999999999998
WJ_FS04,600897,-0.04300099999999999,-0.039892000000000004,0.0031089999999999868
WJ_FS04,002714,0.073449,0.076295,0.0028460000000000013
WJ_FS04,300059,0.099053,0.09621299999999999,-0.002840000000000009
WJ_FS04,603369,0,-0.00262,-0.00262
WJ_FS04,600031,0.0028519999999999995,0.0007779999999999998,-0.0020739999999999995
WJ_FS04,600000,-0.005595,-0.003619,0.0019760000000000003
WJ_FS04,601398,-0.001691,0.00021000000000000012,0.0019010000000000001
WJ_FS04,600176,-0.005507,-0.003614,0.0018929999999999997
WJ_FS04,601818,-0.002607,-0.0008759999999999999,0.001731
WJ_FS04,600188,-0.006021,-0.004384000000000001,0.0016369999999999996
WJ_FS04,601088,1.065887,1.0644740000000001,-0.0014129999999998866
WJ_FS04,600660,0.326366,0.325573,-0.0007929999999999882
WJ_FS04,000858,-0.001462,-0.000737,0.000725
WJ_FS04,601963,-0.008335,-0.008945,-0.0006099999999999994
WJ_FS04,603156,0.000942,0.001529,0.000587
WJ_FS04,000568,-0.041608,-0.041064,0.0005439999999999959
WJ_FS04,601288,-0.0005859999999999999,-0.000105,0.00048099999999999993
WJ_FS04,000333,0.036804,0.036446,-0.00035800000000000415
WJ_FS04,600016,-1.3000000000000001e-05,-0.00035400000000000004,-0.00034100000000000005
WJ_FS04,601838,-0.001525,-0.001798,-0.0002729999999999998
WJ_FS04,601998,-0.002862,-0.0026320000000000007,0.0002299999999999993
WJ_FS04,601916,-0.0004919999999999999,-0.000638,-0.00014600000000000008
WJ_FS04,600036,-0.0046429999999999996,-0.004768,-0.0001250000000000001
WJ_FS04,002966,-0.005198,-0.005118,8.000000000000021e-05
WJ_FS04,600519,0.000692,0.000614,-7.800000000000005e-05
WJ_FS04,000661,0.000451,0.000499,4.7999999999999974e-05
WJ_FS04,002128,1.0304900000000001,1.030467,-2.300000000010627e-05
WJ_FS04,002142,-0.001321,-0.001341,-2.0000000000000052e-05
WJ_FS04,600566,0,-1.4e-05,-1.4e-05
WJ_FS04,002807,0.0,5e-06,5e-06
WJ_FS04,601857,0,-2e-06,-2e-06
WJ_FS04,603993,1e-06,0,-1e-06
WJ_FS04,002833,0.000334,0.000333,-9.9999999999997e-07
WJ_FS04,601658,0.0,0.0,0.0
WJ_FS04,002948,0,0.0,0.0
WJ_FS04,000022,4.3e-05,4.3e-05,0.0
WJ_FS04,002024,0.013792999999999998,0.013792999999999998,0.0
WJ_FS04,002839,0.0,0.0,0.0
WJ_FS04,600926,0.0,0,0.0
WJ_FS06,600660,0.326366,0.48102200000000006,0.15465600000000007
WJ_FS06,688516,0.528339,0.392047,-0.13629200000000002
WJ_FS06,000651,0.6874479999999998,0.5638510000000001,-0.12359699999999973
WJ_FS06,600309,0.04563099999999999,0.155271,0.10964
WJ_FS06,000792,-0.202873,-0.09425499999999998,0.10861800000000002
WJ_FS06,000933,0.752016,0.664069,-0.087947
WJ_FS06,002128,1.0304900000000001,1.109809,0.07931899999999992
WJ_FS06,600585,0.39278899999999994,0.44325100000000006,0.05046200000000012
WJ_FS06,000338,0.6731839999999999,0.625325,-0.047858999999999874
WJ_FS06,002304,0.107149,0.061827,-0.045321999999999994
WJ_FS06,601088,1.065887,1.0271139999999999,-0.03877300000000017
WJ_FS06,601229,0.050457,0.012556999999999999,-0.0379
WJ_FS06,002532,0.092117,0.057385000000000005,-0.034732
WJ_FS06,002648,0.080044,0.049632,-0.030412
WJ_FS06,601166,0.07285100000000001,0.045539,-0.02731200000000001
WJ_FS06,600938,0.030672,0.056554,0.025882
WJ_FS06,601187,0.035086,0.010445,-0.024641
WJ_FS06,000001,0.015288000000000001,-0.009127999999999997,-0.024416
WJ_FS06,002001,-0.007454999999999996,-0.030468,-0.023013000000000002
WJ_FS06,601009,0.000626,0.020582,0.019955999999999998
WJ_FS06,000423,0,0.015604,0.015604
WJ_FS06,600970,-0.06285,-0.077178,-0.014327999999999994
WJ_FS06,600188,-0.006021,-0.016477,-0.010455999999999998
WJ_FS06,002152,-0.017509,-0.007777,0.009732000000000001
WJ_FS06,600066,-0.0073170000000000015,0.0023169999999999987,0.009634
WJ_FS06,002466,-0.18778099999999998,-0.196738,-0.00895700000000002
WJ_FS06,601998,-0.002862,-0.011383,-0.008521
WJ_FS06,601328,0.340197,0.33280200000000004,-0.007394999999999985
WJ_FS06,601225,0.37962999999999997,0.372332,-0.007297999999999971
WJ_FS06,300059,0.099053,0.09236000000000001,-0.006692999999999991
WJ_FS06,601169,0.077455,0.083744,0.006289000000000003
WJ_FS06,000568,-0.041608,-0.036102,0.005505999999999997
WJ_FS06,601939,0.009222999999999999,0.004912,-0.004310999999999999
WJ_FS06,002714,0.073449,0.077409,0.003960000000000005
WJ_FS06,600919,0.064248,0.06746300000000001,0.0032150000000000095
WJ_FS06,601988,0.141347,0.143963,0.002616000000000007
WJ_FS06,601818,-0.002607,9e-06,0.002616
WJ_FS06,600897,-0.04300099999999999,-0.040619999999999996,0.0023809999999999942
WJ_FS06,600000,-0.005595,-0.003944,0.0016510000000000006
WJ_FS06,600176,-0.005507,-0.004248,0.0012589999999999997
WJ_FS06,000858,-0.001462,-0.000223,0.001239
WJ_FS06,601838,-0.001525,-0.000379,0.001146
WJ_FS06,600036,-0.0046429999999999996,-0.003575,0.0010679999999999995
WJ_FS06,601825,-0.004502,-0.0034809999999999997,0.0010210000000000002
WJ_FS06,600519,0.000692,0,-0.000692
WJ_FS06,601288,-0.0005859999999999999,-0.001247,-0.0006610000000000001
WJ_FS06,603156,0.000942,0.001557,0.000615
WJ_FS06,000333,0.036804,0.03624,-0.000564000000000002
WJ_FS06,601916,-0.0004919999999999999,-2.1e-05,0.0004709999999999999
WJ_FS06,600031,0.0028519999999999995,0.0024509999999999996,-0.0004009999999999999
WJ_FS06,002833,0.000334,0.0,-0.000334
WJ_FS06,601963,-0.008335,-0.008025,0.00031000000000000125
WJ_FS06,002966,-0.005198,-0.00502,0.0001780000000000002
WJ_FS06,600016,-1.3000000000000001e-05,-0.000127,-0.00011399999999999999
WJ_FS06,601665,-0.000297,-0.000188,0.00010900000000000002
WJ_FS06,002024,0.013792999999999998,0.013684,-0.00010899999999999799
WJ_FS06,601398,-0.001691,-0.001745,-5.400000000000001e-05
WJ_FS06,000661,0.000451,0.000413,-3.8e-05
WJ_FS06,601857,0,-2.3e-05,-2.3e-05
WJ_FS06,600566,0,-1.3e-05,-1.3e-05
WJ_FS06,002142,-0.001321,-0.001333,-1.2000000000000075e-05
WJ_FS06,002236,0,-3e-06,-3e-06
WJ_FS06,002807,0.0,1e-06,1e-06
WJ_FS06,601658,0.0,0.0,0.0
WJ_FS06,002948,0,0.0,0.0
WJ_FS06,000022,4.3e-05,4.3e-05,0.0
WJ_FS06,002839,0.0,0,0.0
WJ_FS06,603993,1e-06,1e-06,0.0
WJ_FS06,600926,0.0,0.0,0.0
WJ_FX3,688516,0.528339,0.244682,-0.283657
WJ_FX3,601225,0.37962999999999997,0.17235400000000003,-0.20727599999999993
WJ_FX3,601988,0.141347,0.29099800000000003,0.14965100000000003
WJ_FX3,000933,0.752016,0.618054,-0.13396200000000003
WJ_FX3,600660,0.326366,0.43847200000000003,0.11210600000000004
WJ_FX3,002466,-0.18778099999999998,-0.08477799999999999,0.10300299999999998
WJ_FX3,000792,-0.202873,-0.10386499999999996,0.09900800000000004
WJ_FX3,600309,0.04563099999999999,0.143448,0.097817
WJ_FX3,000338,0.6731839999999999,0.57891,-0.09427399999999986
WJ_FX3,002128,1.0304900000000001,1.11781,0.08731999999999984
WJ_FX3,601088,1.065887,0.9815340000000001,-0.0843529999999999
WJ_FX3,002648,0.080044,0.001968,-0.078076
WJ_FX3,601169,0.077455,0.0020849999999999996,-0.07536999999999999
WJ_FX3,601166,0.07285100000000001,-0.0014030000000000002,-0.07425400000000001
WJ_FX3,600585,0.39278899999999994,0.318677,-0.07411199999999996
WJ_FX3,601229,0.050457,-0.01785,-0.068307
WJ_FX3,002532,0.092117,0.030453,-0.061664000000000004
WJ_FX3,600938,0.030672,0.082762,0.05209
WJ_FX3,000651,0.6874479999999998,0.636612,-0.05083599999999988
WJ_FX3,601187,0.035086,0.002513,-0.032573
WJ_FX3,002001,-0.007454999999999996,-0.035316999999999994,-0.027861999999999998
WJ_FX3,600919,0.064248,0.040726,-0.023522
WJ_FX3,600970,-0.06285,-0.08367400000000001,-0.02082400000000001
WJ_FX3,002833,0.000334,-0.018311,-0.018645000000000002
WJ_FX3,601288,-0.0005859999999999999,0.013926999999999998,0.014512999999999998
WJ_FX3,002304,0.107149,0.093752,-0.013396999999999992
WJ_FX3,601328,0.340197,0.351128,0.010930999999999969
WJ_FX3,601825,-0.004502,0.005336000000000001,0.009838000000000001
WJ_FX3,600897,-0.04300099999999999,-0.033164,0.009836999999999992
WJ_FX3,600176,-0.005507,0.004038999999999999,0.009545999999999999
WJ_FX3,002152,-0.017509,-0.008697000000000002,0.008811999999999999
WJ_FX3,000001,0.015288000000000001,0.023485999999999996,0.008197999999999995
WJ_FX3,601009,0.000626,0.008783,0.008157
WJ_FX3,601998,-0.002862,-0.01081,-0.007948
WJ_FX3,600188,-0.006021,-0.0003560000000000004,0.005665
WJ_FX3,600000,-0.005595,6.000000000000002e-06,0.005601
WJ_FX3,601939,0.009222999999999999,0.0063100000000000005,-0.002912999999999998
WJ_FX3,000568,-0.041608,-0.038912,0.002695999999999997
WJ_FX3,601398,-0.001691,0.000997,0.0026880000000000003
WJ_FX3,600566,0,0.002303,0.002303
WJ_FX3,601963,-0.008335,-0.006067,0.002268
WJ_FX3,600066,-0.0073170000000000015,-0.005161000000000001,0.002156000000000001
WJ_FX3,601818,-0.002607,-0.000465,0.002142
WJ_FX3,300059,0.099053,0.097161,-0.0018920000000000048
WJ_FX3,601838,-0.001525,-0.000445,0.0010800000000000002
WJ_FX3,600031,0.0028519999999999995,0.0018229999999999998,-0.0010289999999999997
WJ_FX3,603156,0.000942,0.0019100000000000002,0.0009680000000000002
WJ_FX3,002714,0.073449,0.074313,0.0008640000000000037
WJ_FX3,000423,0,0.000845,0.000845
WJ_FX3,000858,-0.001462,-0.000636,0.000826
WJ_FX3,600036,-0.0046429999999999996,-0.00543,-0.0007870000000000004
WJ_FX3,600016,-1.3000000000000001e-05,-0.000492,-0.00047900000000000004
WJ_FX3,000661,0.000451,7e-06,-0.000444
WJ_FX3,002966,-0.005198,-0.004774,0.00042400000000000077
WJ_FX3,601916,-0.0004919999999999999,-9.199999999999999e-05,0.00039999999999999996
WJ_FX3,601665,-0.000297,0.0,0.000297
WJ_FX3,601077,0,-0.000208,-0.000208
WJ_FX3,601857,0,0.00012900000000000002,0.00012900000000000002
WJ_FX3,600750,0,0.000116,0.000116
WJ_FX3,600519,0.000692,0.000583,-0.00010900000000000005
WJ_FX3,000333,0.036804,0.036819,1.4999999999994185e-05
WJ_FX3,002142,-0.001321,-0.001335,-1.4000000000000123e-05
WJ_FX3,601658,0.0,1e-06,1e-06
WJ_FX3,603993,1e-06,2e-06,1e-06
WJ_FX3,002948,0,0.0,0.0
WJ_FX3,601997,0,0.0,0.0
WJ_FX3,000022,4.3e-05,4.3e-05,0.0
WJ_FX3,002024,0.013792999999999998,0.013792999999999998,0.0
WJ_FX3,002839,0.0,0.0,0.0
WJ_FX3,002807,0.0,0.0,0.0
WJ_FX3,600928,0,0.0,0.0
WJ_FX3,600926,0.0,0,0.0
WJ_FX5,000651,0.6874479999999998,0.560788,-0.12665999999999988
WJ_FX5,600309,0.04563099999999999,0.159964,0.114333
WJ_FX5,000338,0.6731839999999999,0.5773489999999999,-0.095835
WJ_FX5,601225,0.37962999999999997,0.298962,-0.08066799999999996
WJ_FX5,601166,0.07285100000000001,-0.0037070000000000002,-0.07655800000000001
WJ_FX5,601169,0.077455,0.121066,0.043611
WJ_FX5,002466,-0.18778099999999998,-0.150681,0.037099999999999966
WJ_FX5,002532,0.092117,0.062545,-0.029572
WJ_FX5,601229,0.050457,0.07736900000000001,0.026912000000000005
WJ_FX5,688516,0.528339,0.552208,0.02386900000000003
WJ_FX5,000933,0.752016,0.7282169999999999,-0.023799000000000126
WJ_FX5,600919,0.064248,0.088017,0.023769
WJ_FX5,600938,0.030672,0.053420999999999996,0.022748999999999995
WJ_FX5,601328,0.340197,0.36040900000000003,0.020212000000000008
WJ_FX5,601187,0.035086,0.054917,0.019831
WJ_FX5,600585,0.39278899999999994,0.4090990000000001,0.016310000000000158
WJ_FX5,601009,0.000626,0.016499,0.015872999999999998
WJ_FX5,000423,0,0.014631,0.014631
WJ_FX5,000001,0.015288000000000001,0.003755999999999999,-0.011532000000000002
WJ_FX5,002001,-0.007454999999999996,-0.016536999999999996,-0.009082
WJ_FX5,002152,-0.017509,-0.009215000000000001,0.008294
WJ_FX5,002128,1.0304900000000001,1.038229,0.00773899999999994
WJ_FX5,002304,0.107149,0.114373,0.007224000000000008
WJ_FX5,002648,0.080044,0.086863,0.006818999999999992
WJ_FX5,601988,0.141347,0.135683,-0.005664000000000002
WJ_FX5,601825,-0.004502,-0.010037999999999998,-0.005535999999999998
WJ_FX5,600970,-0.06285,-0.057581999999999994,0.005268000000000009
WJ_FX5,000792,-0.202873,-0.19768499999999997,0.005188000000000026
WJ_FX5,601939,0.009222999999999999,0.005037999999999999,-0.0041849999999999995
WJ_FX5,600066,-0.0073170000000000015,-0.0035320000000000004,0.003785000000000001
WJ_FX5,600897,-0.04300099999999999,-0.039892000000000004,0.0031089999999999868
WJ_FX5,002714,0.073449,0.076295,0.0028460000000000013
WJ_FX5,600031,0.0028519999999999995,0.0007779999999999998,-0.0020739999999999995
WJ_FX5,600000,-0.005595,-0.003619,0.0019760000000000003
WJ_FX5,600176,-0.005507,-0.003614,0.0018929999999999997
WJ_FX5,601818,-0.002607,-0.000875,0.001732
WJ_FX5,600188,-0.006021,-0.004384000000000001,0.0016369999999999996
WJ_FX5,601088,1.065887,1.0644740000000001,-0.0014129999999998866
WJ_FX5,600660,0.326366,0.325573,-0.0007929999999999882
WJ_FX5,601838,-0.001525,-0.0022849999999999997,-0.0007599999999999996
WJ_FX5,601658,0.0,-0.000746,-0.000746
WJ_FX5,000858,-0.001462,-0.000737,0.000725
WJ_FX5,603156,0.000942,0.001529,0.000587
WJ_FX5,601997,0,0.000568,0.000568
WJ_FX5,000568,-0.041608,-0.041064,0.0005439999999999959
WJ_FX5,601288,-0.0005859999999999999,-4.9000000000000005e-05,0.0005369999999999999
WJ_FX5,000333,0.036804,0.036446,-0.00035800000000000415
WJ_FX5,600016,-1.3000000000000001e-05,-0.00035400000000000004,-0.00034100000000000005
WJ_FX5,300059,0.099053,0.09937599999999999,0.00032299999999998996
WJ_FX5,600036,-0.0046429999999999996,-0.004449,0.00019399999999999973
WJ_FX5,601916,-0.0004919999999999999,-0.000638,-0.00014600000000000008
WJ_FX5,601998,-0.002862,-0.0027770000000000017,8.499999999999827e-05
WJ_FX5,601665,-0.000297,-0.000217,8.000000000000002e-05
WJ_FX5,600519,0.000692,0.000614,-7.800000000000005e-05
WJ_FX5,601398,-0.001691,-0.0016359999999999999,5.5000000000000144e-05
WJ_FX5,601963,-0.008335,-0.008283,5.199999999999996e-05
WJ_FX5,000661,0.000451,0.000473,2.1999999999999993e-05
WJ_FX5,002966,-0.005198,-0.00518,1.8000000000000654e-05
WJ_FX5,600566,0,-1.4e-05,-1.4e-05
WJ_FX5,002807,0.0,2e-06,2e-06
WJ_FX5,601857,0,-2e-06,-2e-06
WJ_FX5,002142,-0.001321,-0.001322,-1.0000000000001327e-06
WJ_FX5,603993,1e-06,2e-06,1e-06
WJ_FX5,002833,0.000334,0.000333,-9.9999999999997e-07
WJ_FX5,002948,0,0.0,0.0
WJ_FX5,000022,4.3e-05,4.3e-05,0.0
WJ_FX5,002024,0.013792999999999998,0.013792999999999998,0.0
WJ_FX5,002839,0.0,0,0.0
WJ_FX5,600926,0.0,0,0.0
WJ_FD15,002466,-0.18778099999999998,-0.05667300000000003,0.13110799999999995
WJ_FD15,000651,0.6874479999999998,0.556711,-0.13073699999999988
WJ_FD15,600309,0.04563099999999999,0.15795,0.11231900000000002
WJ_FD15,000338,0.6731839999999999,0.5773489999999999,-0.095835
WJ_FD15,601225,0.37962999999999997,0.298962,-0.08066799999999996
