code,date,entry_price,price_20,old_adjusted_return20,corrected_return20,corrected_class,flat_protected,amount
601988,2014-07-24,2.59,2.69,0.662690523525514,0.038610038610038755,假摔,True,259
601398,2014-08-11,3.56,3.59,0.10159160176092041,0.008426966292134797,假摔,False,712
000651,2014-08-13,29.53,29.43,0.005425935973955687,-0.0033863867253640656,中间,False,165368
000651,2014-08-14,29.34,29.2,0.007518796992481258,-0.0047716428084526585,中间,False,161370
000651,2014-08-15,29.57,28.93,0.034801522566612286,-0.021643557659790313,中间,False,162635
000651,2014-08-18,29.62,28.51,0.06052344601962911,-0.03747467927076298,中间,False,162910
000651,2014-08-19,29.36,28.74,0.03333333333333344,-0.021117166212534122,中间,False,164416
601939,2014-08-20,4.09,4.11,0.4056795131845963,0.004889975550122383,假摔,False,126790
000651,2014-08-21,29.25,28.69,0.02993051843933725,-0.019145299145299055,中间,False,160875
601988,2014-08-22,2.71,2.67,-0.14765596160945005,-0.014760147601476037,中间,False,813
000651,2014-09-15,28.93,27.75,0.062007356805044545,-0.04078810922917386,走坏,False,167794
600660,2014-09-17,10.03,10.58,-0.1791530944625409,0.054835493519441725,假摔,False,160480
600660,2014-09-18,9.96,10.3,-0.10828025477707004,0.034136546184738936,假摔,False,161352
600660,2014-09-19,10.15,10.25,-0.03389830508474567,0.009852216748768461,假摔,False,164430
601988,2014-09-23,2.68,2.64,-0.16604400166043998,-0.014925373134328401,中间,False,536
601398,2014-09-24,3.54,3.54,0.0,0.0,假摔,False,708
600660,2014-09-25,10.3,10.56,-0.09285714285714286,0.025242718446601975,假摔,False,165830
601288,2014-09-30,2.49,2.54,0.49652432969214977,0.02008032128514059,假摔,True,249
601398,2014-09-30,3.53,3.64,0.4146249528835295,0.031161473087818692,中间,True,353
601818,2014-11-21,2.93,4.35,1.8635170603674536,0.48464163822525586,假摔,False,293
600031,2015-01-12,8.88,7.88,-0.17630465444287724,-0.11261261261261268,走坏,False,41736
601288,2015-01-20,3.57,3.31,-0.220208350978233,-0.07282913165266103,走坏,False,357
601398,2015-01-20,4.64,4.49,-0.10906711262997126,-0.032327586206896464,中间,False,928
600031,2015-04-30,10.38,13.57,0.4447852760736195,0.30732177263969174,中间,False,9342
601398,2015-11-16,4.65,4.65,0.0,0.0,假摔,False,102765
002304,2015-11-19,64.98,65.16,0.005658064313330824,0.0027700831024930483,假摔,False,175446
600519,2015-11-19,215.03,215.86,-0.01986490429065213,0.00385992652188083,假摔,False,172024
002304,2015-11-20,64.68,67.0,0.07362041062418667,0.035868893011750114,假摔,False,174636
600519,2015-11-20,213.72,216.88,-0.07333108544162126,0.014785700917087752,假摔,False,170976
002304,2015-11-23,64.75,70.74,0.1896589937624671,0.09250965250965248,假摔,False,174825
600519,2015-11-23,212.62,227.03,-0.3260754209506965,0.06777349261593457,假摔,False,127572
002304,2015-11-24,63.99,68.98,0.1618920935664927,0.07798093452101895,假摔,False,112622
601288,2015-11-25,3.23,3.3,0.06844626967830236,0.021671826625387025,假摔,False,969
600660,2015-12-29,15.24,13.07,-0.750865051903114,-0.1423884514435696,走坏,False,164592
601288,2016-03-29,3.15,3.12,-0.03182348573247029,-0.00952380952380949,中间,False,315
002128,2016-03-30,7.95,7.95,0.0,0.0,假摔,False,132765
002128,2016-03-31,8.0,7.97,-0.011673151750972832,-0.003750000000000031,中间,False,132000
601288,2016-05-03,3.14,3.19,0.05360780529645104,0.015923566878980777,中间,False,628
601288,2016-05-04,3.13,3.16,0.03251327625447087,0.009584664536741228,中间,False,313
601009,2016-06-28,9.26,10.54,0.39757923940606643,0.13822894168466515,假摔,False,56671
601398,2016-07-25,4.29,4.47,0.11889035667106995,0.04195804195804187,假摔,False,429
002128,2016-07-28,8.05,8.28,0.08455882352941124,0.02857142857142847,假摔,False,143290
601288,2016-07-29,3.11,3.2,0.08415147265077172,0.02893890675241173,假摔,False,622
002128,2016-08-01,8.23,8.23,0.0,0.0,假摔,False,146494
601939,2017-06-19,6.13,6.52,0.2507225162331568,0.10897226753670486,假摔,False,79077
601225,2018-10-22,8.65,8.06,-31.052631578947153,-0.06820809248554915,走坏,False,354650
601225,2018-11-05,8.41,7.82,2.6696832579185505,-0.07015457788347201,走坏,False,329672
601225,2018-11-09,8.16,7.86,0.6369426751592351,-0.03676470588235292,中间,False,266016
601288,2018-11-13,3.65,3.56,-0.04596996628869132,-0.024657534246575352,走坏,False,2555
000651,2019-05-17,54.8,50.74,-0.11693548387096764,-0.07408759124087583,走坏,False,460320
600066,2019-09-26,14.01,14.3,0.052631578947368585,0.020699500356887945,中间,False,367062
000338,2019-09-27,11.33,12.69,0.18718234783686594,0.13327449249779355,假摔,False,514382
600016,2020-01-17,6.29,5.86,-0.09182148195601103,-0.06836248012718593,走坏,False,1887
600585,2020-05-29,56.8,52.91,-0.04082073434125266,-0.03327464788732393,中间,False,658880
600585,2020-06-01,58.35,55.39,-0.02006269592476495,-0.01645244215938302,中间,False,682695
603156,2020-06-04,22.01,23.4,0.11075697211155355,0.06315311222171727,假摔,False,680109
603156,2020-06-05,21.44,25.74,0.35893155258764575,0.2005597014925371,假摔,False,644486
601818,2020-06-15,3.7,3.97,0.20613287904599664,0.1308108108108108,假摔,False,740
601818,2020-11-16,4.01,4.05,0.013927576601671321,0.009975062344139696,假摔,False,802
601818,2020-12-08,4.12,3.92,-0.06706908115358823,-0.04854368932038844,走坏,False,412
601916,2021-03-24,4.1,4.0,-0.026675914316963145,-0.024390243902438935,走坏,False,673630
000338,2021-09-02,19.85,17.24,-0.15125173852573037,-0.13148614609571807,走坏,False,1304145
601225,2021-10-19,14.85,11.48,-0.4371513815021403,-0.22693602693602688,走坏,False,1467180
601225,2021-10-20,13.79,11.82,-0.29628515566250546,-0.1428571428571428,走坏,False,1326598
601328,2021-12-24,4.55,4.78,0.08384062989829788,0.05054945054945059,假摔,False,1464190
002128,2022-02-08,16.16,15.45,-0.05758313057583142,-0.04393564356435653,中间,False,1588528
601088,2022-04-21,29.22,32.51,0.18693181818181803,0.11259411362080773,假摔,False,1744434
601088,2022-04-22,29.69,33.13,0.19037078029883792,0.1158639272482318,假摔,False,1775462
601225,2022-04-22,16.57,18.51,0.20574822356559563,0.11707905853952938,假摔,False,1774647
601088,2022-04-25,28.7,33.33,0.27107728337236536,0.16132404181184667,假摔,False,1647380
601225,2022-04-25,15.9,19.2,0.3767553373672792,0.2075471698113207,假摔,False,1647240
601088,2022-04-27,28.97,33.96,0.2876080691642653,0.17224715222644127,假摔,False,1665775
600016,2022-07-27,3.65,3.59,-0.021134202183867523,-0.016438356164383605,中间,False,730
601225,2022-07-28,19.47,23.6,0.3019226551648515,0.21212121212121215,假摔,False,1843809
601225,2022-08-02,19.17,21.94,0.2070408849689811,0.1444966092853417,假摔,False,1767474
601225,2022-09-19,22.93,21.06,-0.10910788260691995,-0.08155255124291327,走坏,False,1891725
601225,2022-09-20,22.95,20.72,-0.12996095343551495,-0.09716775599128546,走坏,False,1888785
601225,2022-09-21,22.95,20.51,-0.14219942887114623,-0.10631808278867094,走坏,False,1895670
601225,2022-09-22,23.77,21.12,-0.14739418210134037,-0.11148506520824564,走坏,False,972193
600031,2022-11-29,16.19,16.18,-0.0006684491978610207,-0.0006176652254479276,中间,False,1619
603156,2023-01-04,21.53,20.93,-0.03929273084479379,-0.027868091035764153,中间,False,77508
601088,2023-08-04,27.8,28.75,0.04466384579219529,0.03417266187050361,假摔,False,1125900
601169,2023-08-08,4.57,4.57,0.0,0.0,中间,False,2476940
601328,2023-08-09,5.62,5.56,-0.013212075837315429,-0.01067615658362997,中间,False,2467180
601328,2023-08-10,5.62,5.57,-0.011010063197762543,-0.008896797153024827,中间,False,2491346
601825,2023-08-24,5.85,6.06,0.04561251086012175,0.03589743589743599,假摔,False,2260440
601988,2024-01-19,3.97,4.46,0.1500811663450643,0.12342569269521397,假摔,False,2624964
601988,2024-01-22,4.0,4.46,0.1396096998391454,0.11499999999999999,假摔,False,2556800
601988,2024-01-23,3.98,4.46,0.14656936089651618,0.12060301507537696,假摔,False,2582622
601988,2024-03-13,4.36,4.49,0.03556868860981144,0.029816513761467878,假摔,False,3276104
601988,2024-03-14,4.37,4.59,0.060028923026549164,0.05034324942791746,假摔,False,3308527
601988,2024-03-18,4.35,4.66,0.08505034431671654,0.07126436781609202,假摔,False,3252930
601988,2024-03-19,4.29,4.69,0.11157912354598465,0.09324009324009341,假摔,False,33891
601288,2024-03-22,4.18,4.5,0.09254706886080344,0.07655502392344515,假摔,False,15048
600938,2024-04-23,28.36,28.34,-0.0007894803324660638,-0.0007052186177715081,中间,False,3984580
600938,2024-04-24,28.68,29.07,0.015202829129556283,0.013598326359832713,假摔,False,1680648
601288,2024-08-30,4.52,4.76,0.05957404557414492,0.053097345132743445,中间,False,452
601988,2024-10-28,4.88,4.91,0.006800716342121538,0.006147540983606703,中间,False,976
601398,2024-10-28,6.07,6.07,0.0,0.0,中间,False,3642
601328,2024-10-28,7.26,7.13,-0.019828256791178056,-0.017906336088154284,中间,False,4312440
601939,2024-10-29,8.01,7.98,-0.004156103237604292,-0.0037453183520598232,中间,False,337221
000651,2024-10-29,46.59,41.18,-0.1332840601133285,-0.11611933891393011,走坏,False,4202418
000651,2024-10-30,45.78,42.09,-0.092760180995475,-0.08060288335517685,走坏,False,4161402
601328,2024-10-30,7.21,7.47,0.039961268309177234,0.03606102635228847,中间,False,4161612
601825,2024-11-01,7.81,8.32,0.07101086048454475,0.0653008962868118,假摔,False,2464055
601328,2024-11-05,7.27,7.35,0.012183421409317274,0.011004126547455195,假摔,False,4630990
601328,2024-11-07,7.29,7.31,0.0030366062888116385,0.00274348422496562,假摔,False,4875552
601328,2024-11-08,7.22,7.37,0.023019198011141384,0.020775623268698196,假摔,False,2054090
601166,2024-11-11,18.38,18.54,0.009843730773963388,0.008705114254624613,中间,False,4718146
600919,2024-11-12,8.84,9.24,0.051577630781530104,0.045248868778280604,假摔,False,861016
601818,2024-11-13,3.47,3.69,0.07083065035415315,0.06340057636887608,假摔,False,347
601166,2024-11-20,18.22,18.6,0.023611283708214303,0.02085620197585092,假摔,False,4442036
601187,2024-12-16,5.67,5.28,-0.07414448669201512,-0.06878306878306872,走坏,False,567
601818,2025-03-11,3.75,3.65,-0.028653295128939993,-0.026666666666666727,中间,False,750
601229,2025-03-18,9.31,10.36,0.12252042007001163,0.11278195488721798,假摔,False,4489282
601229,2025-03-19,9.36,10.49,0.13109048723897931,0.12072649572649574,假摔,False,4468464
601229,2025-03-24,9.31,10.48,0.1365227537922986,0.12567132116004287,假摔,True,4458559
601229,2025-03-25,9.43,10.39,0.11047180667433842,0.10180275715800646,假摔,True,3807834
601818,2025-03-27,3.84,3.81,-0.008379888268156499,-0.0078125,中间,True,384
000338,2025-03-28,16.3,15.15,-0.07555351159582158,-0.07055214723926384,走坏,False,1630
000651,2025-06-10,44.65,46.6,0.049180327868852514,0.043673012318029114,中间,False,4161380
601658,2025-06-16,5.42,5.71,0.05575100447930481,0.053505535055350606,假摔,True,542
000651,2025-06-17,44.45,47.95,0.08871989860583018,0.07874015748031504,假摔,False,1102360
601998,2025-06-30,8.5,8.18,-0.018598681230180714,-0.017388235294117704,中间,False,4260200
601998,2025-07-03,8.57,8.19,-0.025920566809699674,-0.024247374562427093,中间,False,137120
601328,2025-07-14,8.14,7.67,-0.06013844638081722,-0.057739557739557856,走坏,False,4604798
601009,2025-07-15,11.58,12.02,0.03981594176013603,0.03799654576856648,假摔,False,332346
600919,2025-07-16,11.7,11.2,-0.04489982848265517,-0.042735042735042694,中间,False,1343160
603993,2025-07-17,8.09,10.67,0.33059969246540244,0.31891223733003704,假摔,False,809
601818,2025-07-18,4.3,3.93,-0.0705445544554455,-0.06627906976744169,走坏,False,2580
601328,2025-07-18,8.05,7.43,-0.08025578294694069,-0.07701863354037275,走坏,False,2488255
601166,2025-07-22,23.85,22.55,-0.0570575842696629,-0.05450733752620551,走坏,False,5053815
601166,2025-07-23,23.79,22.59,-0.05280760429501841,-0.05044136191677173,走坏,False,4981626
601166,2025-07-24,23.32,22.61,-0.03190437674126001,-0.030445969125214467,走坏,False,5072100
601187,2025-07-25,7.12,6.84,-0.040756914119359555,-0.0393258426966292,中间,False,5044520
601166,2025-07-25,23.17,22.77,-0.018096272167933525,-0.017263703064307356,走坏,False,5044109
601187,2025-07-28,7.19,6.85,-0.04899135446685887,-0.04728789986091808,中间,False,4907894
601166,2025-07-28,22.96,22.95,-0.0004567461404951789,-0.00043554006968649084,中间,False,2149056
601187,2025-07-29,7.0,6.76,-0.03555555555555556,-0.034285714285714364,中间,False,4431700
601658,2025-07-29,5.61,6.27,0.12241037149693024,0.11764705882352922,假摔,False,2805
000001,2025-08-04,12.3,11.89,-0.0350307587149693,-0.033333333333333326,中间,False,4714590
000001,2025-08-06,12.46,11.75,-0.05984490896830752,-0.05698234349919751,走坏,False,4855662
000001,2025-08-07,12.47,11.74,-0.06147886137780023,-0.05854049719326382,走坏,False,1053715
601658,2025-08-28,6.0,5.98,-0.0034591902035732147,-0.0033333333333332993,中间,False,600
601288,2025-09-16,7.04,8.09,0.15462778882261974,0.1491477272727273,中间,False,704
601658,2025-09-17,6.21,6.0,-0.03504848373583458,-0.033816425120772986,中间,False,621
002839,2025-11-24,4.54,4.59,0.011312217194570096,0.011013215859030812,假摔,False,454
601665,2025-11-25,5.94,5.6,-0.05974555422787675,-0.05723905723905731,走坏,False,1188
002466,2025-11-26,54.16,56.26,0.03877400295420985,0.03877400295420985,中间,False,7208696
002466,2025-11-27,53.75,55.53,0.03311627906976744,0.03311627906976744,中间,False,7234750
601988,2025-12-04,5.88,5.67,-0.01779365725100379,-0.01710884353741493,中间,False,588
002128,2025-12-05,28.6,30.04,0.05274725274725256,0.05034965034965033,假摔,False,8153860
002466,2025-12-09,52.25,58.62,0.12191387559808597,0.12191387559808597,假摔,False,7780025
002466,2025-12-12,51.64,62.36,0.20759101471727348,0.20759101471727348,假摔,False,981160
002128,2025-12-17,26.93,30.04,0.12134217713616846,0.11548458967694009,假摔,False,7858174
002128,2025-12-30,27.94,30.39,0.09196696696696693,0.08768790264853243,假摔,False,8935212
600309,2026-03-16,79.43,90.68,0.14389869531849575,0.14163414327080437,中间,False,1294709
000792,2026-03-18,35.6,38.51,0.08174157303370766,0.08174157303370766,假摔,False,11331480
002001,2026-03-23,34.62,35.08,0.013601419278533422,0.013287117273252491,假摔,False,13536420
000933,2026-03-24,29.18,33.17,0.14059196617336167,0.13673749143248815,假摔,False,13799222
000933,2026-03-25,29.51,32.78,0.11389759665621724,0.11080989495086402,假摔,False,13922818
600926,2026-03-25,16.67,17.23,0.03416717510677225,0.033593281343731185,假摔,False,3334
600938,2026-03-26,40.93,38.38,-0.06303893655538928,-0.06230149034937693,走坏,False,4485928
000933,2026-03-26,29.36,32.84,0.12184873949579855,0.11852861035422357,假摔,False,13951872
000933,2026-03-27,30.52,32.12,0.053835800807537026,0.05242463958060273,假摔,False,14204008
000933,2026-03-30,31.8,32.23,0.013870967741935303,0.013522012578616183,假摔,False,14965080
000933,2026-03-31,30.8,33.05,0.07499999999999996,0.07305194805194803,假摔,False,14574560
000933,2026-04-01,31.07,32.13,0.03501816980508754,0.03411651110395897,假摔,False,14574937
000933,2026-04-02,31.56,32.69,0.03673602080624194,0.03580481622306708,假摔,False,14826888
000933,2026-04-03,30.76,31.75,0.033044058744993166,0.032184655396618966,假摔,False,14595620
000933,2026-04-08,34.14,31.12,-0.09058188362327546,-0.08845928529584068,走坏,False,15861444
002648,2026-04-20,26.26,24.85,-0.05473602484472051,-0.053693830921553665,走坏,False,14892046
002001,2026-04-21,35.08,31.59,-0.10180863477246216,-0.09948688711516529,走坏,False,15007224
002001,2026-04-22,34.2,30.61,-0.10748502994011999,-0.10497076023391827,走坏,False,9100620
000933,2026-04-27,32.12,29.73,-0.07630906768837797,-0.07440846824408465,走坏,False,14765564
000933,2026-04-28,32.23,29.05,-0.07572383073496647,-0.07384424449270854,走坏,False,15025626
000933,2026-04-29,33.05,30.25,-0.06201550387596899,-0.06051437216338873,走坏,False,14664285
000933,2026-04-30,32.13,30.88,-0.014363230130865046,-0.01400560224089642,中间,False,2959173
601665,2026-06-03,6.1,5.91,-0.03181620281992026,-0.031147540983606503,中间,False,13216260
601988,2026-06-18,5.78,5.96,0.052427115890590015,0.05136678200692035,假摔,False,12306198
