group,arm,metric,level_median,base_level_median,paired_delta_median,positive_starts,negative_flips
full,MA60_1M10,滚动5年窗口年化,,,-0.005286588099999989,7,0
full,MA60_1M11,年化,0.4614176419297429,0.4522173275500333,0.007077396521978363,8,0
full,MA60_1M11,最大回撤,0.4649819406271226,0.46234257954981917,0.00905504076992697,9,0
full,MA60_1M11,Sharpe,1.0091279475388615,1.0162630653408953,-0.010900027663496292,6,0
full,MA60_1M11,Calmar,0.9345879401133096,0.9826680682561915,-0.029553262591857032,5,0
full,MA60_1M11,平均仓位,1.5718843263804865,1.5750076773458161,-0.008041765666977563,3,0
full,MA60_1M11,年均换手,7.053487682130093,6.442062708227521,0.6469478583461976,12,0
full,MA60_1M11,持仓数中位,7.0,7.0,0.0,2,0
full,MA60_1M11,单票权重中位,0.6236952088558274,0.6282212248030954,-0.004962424655037434,2,0
full,MA60_1M11,单票权重P90,0.7218844713449666,0.7294064572020779,-0.00016285262760162844,7,0
full,MA60_1M11,单票权重最大,0.8604564944412707,0.917860452009332,-0.030731291432760488,0,0
full,MA60_1M11,前三权重中位,1.4063777453533872,1.4311572389585825,-0.020490224484969954,2,0
full,MA60_1M11,单票超60%天数占比,0.6792114695340502,0.6958091602579974,-0.016484890133594998,2,0
full,MA60_1M11,滚动3年年化中位,0.48714354331583753,0.47045772367160477,0.013476306371879021,8,0
full,MA60_1M11,滚动3年回撤中位,0.4456952854510255,0.42909517248183904,0.01871207767790417,14,0
full,MA60_1M11,滚动3年Calmar中位,1.0790793624658397,1.1553612522201917,-0.09467424118635859,2,0
full,MA60_1M11,滚动3年Sharpe中位,1.0027126447600654,1.0084958386776646,-0.00823311470355026,5,0
full,MA60_1M11,滚动3年为负的窗口占比,0.0,0.0,0.0,0,0
full,MA60_1M11,滚动5年年化中位,0.500613321726589,0.503280507009283,0.015356573494588077,8,0
full,MA60_1M11,滚动5年年化P25,0.41649962459226053,0.4212344192134505,-0.019161727965544606,6,0
full,MA60_1M11,滚动5年年化最差,0.3042334926248492,0.2594033733764016,-0.005514521774567793,6,0
full,MA60_1M11,滚动5年回撤中位,0.45433109695882296,0.43893119595986746,0.014792161999860498,12,0
full,MA60_1M11,滚动5年Calmar中位,1.0841737947104413,1.1511262460601799,-0.07233500072164178,5,0
full,MA60_1M11,滚动5年Sharpe中位,1.049319029708372,1.0623193539646845,-0.013546574853725235,6,0
full,MA60_1M11,滚动5年为负的窗口占比,0.0,0.0,0.0,0,0
full,MA60_1M11,滚动5年窗口数,102.0,102.0,0.0,0,0
full,MA60_1M11,互不重叠5年块中位,0.6281155992870842,0.612813208179275,0.023959579640639328,10,0
full,MA60_1M11,滚动10年年化中位,0.48894236537572866,0.4852973371698348,0.011338362962684534,7,0
full,MA60_1M11,滚动10年窗口数,42.0,42.0,0.0,0,0
full,MA60_1M11,逐年收益中位,0.4063405060978364,0.418879880907686,-0.0494394561083204,4,0
full,MA60_1M11,逐年为正比例,0.8,0.8,0.0,2,0
full,MA60_1M11,逐年最差,-0.18077128534429343,-0.1660505656082219,-0.01205933804939513,3,0
full,MA60_1M11,完整自然年数,12.5,12.5,0.0,0,0
full,MA60_1M11,强平次数,0.0,0.0,0.0,0,0
full,MA60_1M11,最低担保比例,1.8574346270901279,1.8695022054402162,-0.015342409022984005,3,0
full,MA60_1M11,最低股票同跌缓冲,0.3001097657237032,0.30462771323534105,-0.005751260728678459,3,0
full,MA60_1M11,最低总资产冲击缓冲,0.3001097657237032,0.30462771323534105,-0.005751260728678487,3,0
full,MA60_1M11,rf覆盖率,1.0,1.0,0.0,0,0
full,MA60_1M11,年化_交易日口径,0.4632544051654499,0.4540042265768597,0.007114098583764994,8,0
full,MA60_1M11,最低担保比例日,20200323.0,20200323.0,10793.0,8,0
full,MA60_1M11,最低股票同跌缓冲日,20200323.0,20200323.0,10793.0,8,0
full,MA60_1M11,滚动5年年化最差窗口末日,20205679.5,20181228.0,49.5,7,0
full,MA60_1M11,最大回撤起日,20210922.0,20140317.5,90102.0,12,0
full,MA60_1M11,最大回撤止日,20211116.0,20145577.5,80436.0,12,0
full,MA60_1M11,末次净值日,20260828.0,20260828.0,0.0,0,0
full,MA60_1M11,最低现金,0.0,-5.684341886080802e-14,0.0,4,0
full,MA60_1M11,负现金日数,0.0,0.0,0.0,0,0
full,MA60_1M11,最低现金日,20155612.5,20145812.5,0.0,4,0
full,MA60_1M11,滚动5年窗口年化,,,0.004003323499999989,7,0
full,MA60_1M12,年化,0.4889541770269358,0.4522173275500333,0.0027690106950968296,7,0
full,MA60_1M12,最大回撤,0.47457469243498684,0.46234257954981917,0.010379343749944037,10,0
full,MA60_1M12,Sharpe,1.0487544180293753,1.0162630653408953,-0.018472436617512078,6,0
full,MA60_1M12,Calmar,0.9985942163663444,0.9826680682561915,-0.035434886747221006,5,0
full,MA60_1M12,平均仓位,1.56760619434254,1.5750076773458161,-0.00949690894696631,3,0
full,MA60_1M12,年均换手,6.729428564653714,6.442062708227521,0.5962572200305476,11,0
full,MA60_1M12,持仓数中位,7.0,7.0,0.0,5,0
full,MA60_1M12,单票权重中位,0.6225366987095938,0.6282212248030954,-0.006396919176814286,2,0
full,MA60_1M12,单票权重P90,0.713302945964821,0.7294064572020779,-0.004604535523507924,5,0
full,MA60_1M12,单票权重最大,0.8606657010845833,0.917860452009332,-0.0366202355919264,0,0
full,MA60_1M12,前三权重中位,1.410809198152303,1.4311572389585825,-0.02006337473559383,2,0
full,MA60_1M12,单票超60%天数占比,0.6579734592892488,0.6958091602579974,-0.031211813733388105,2,0
full,MA60_1M12,滚动3年年化中位,0.5043144023026345,0.47045772367160477,0.020641446309476175,10,0
full,MA60_1M12,滚动3年回撤中位,0.4426962605583816,0.42909517248183904,0.01468387071315963,13,0
full,MA60_1M12,滚动3年Calmar中位,1.1298029016900824,1.1553612522201917,-0.04423925353773561,5,0
full,MA60_1M12,滚动3年Sharpe中位,1.0270582288229513,1.0084958386776646,-0.0008399056617123257,7,0
full,MA60_1M12,滚动3年为负的窗口占比,0.0,0.0,0.0,0,0
full,MA60_1M12,滚动5年年化中位,0.5032695620869204,0.503280507009283,0.01051694179264595,8,0
full,MA60_1M12,滚动5年年化P25,0.4212401345837087,0.4212344192134505,-0.002079243070226555,7,0
full,MA60_1M12,滚动5年年化最差,0.31194998322348577,0.2594033733764016,0.001827458045814745,8,0
full,MA60_1M12,滚动5年回撤中位,0.4516337179844107,0.43893119595986746,0.01020178999764143,10,0
full,MA60_1M12,滚动5年Calmar中位,1.0946705348769,1.1511262460601799,-0.04029098523657426,6,0
full,MA60_1M12,滚动5年Sharpe中位,1.0470931191391057,1.0623193539646845,-0.014152865460268726,6,0
full,MA60_1M12,滚动5年为负的窗口占比,0.0,0.0,0.0,0,0
full,MA60_1M12,滚动5年窗口数,102.0,102.0,0.0,0,0
full,MA60_1M12,互不重叠5年块中位,0.6406964511694694,0.612813208179275,0.0153582555574584,8,0
full,MA60_1M12,滚动10年年化中位,0.5000522567514892,0.4852973371698348,0.010935440262368923,7,0
full,MA60_1M12,滚动10年窗口数,42.0,42.0,0.0,0,0
full,MA60_1M12,逐年收益中位,0.41904071675551635,0.418879880907686,-0.029796723748580556,4,0
full,MA60_1M12,逐年为正比例,0.80625,0.8,0.0,2,0
full,MA60_1M12,逐年最差,-0.1825162025678917,-0.1660505656082219,-0.013766233914049908,3,0
full,MA60_1M12,完整自然年数,12.5,12.5,0.0,0,0
full,MA60_1M12,强平次数,0.0,0.0,0.0,0,0
full,MA60_1M12,最低担保比例,1.863211057622742,1.8695022054402162,-0.008110778637403615,1,0
full,MA60_1M12,最低股票同跌缓冲,0.30227979556687246,0.30462771323534105,-0.0030142067444441367,1,0
full,MA60_1M12,最低总资产冲击缓冲,0.3022797955668724,0.30462771323534105,-0.003014206744444081,1,0
full,MA60_1M12,rf覆盖率,1.0,1.0,0.0,0,0
full,MA60_1M12,年化_交易日口径,0.4904631312058769,0.4540042265768597,0.0027764071678455515,7,0
full,MA60_1M12,最低担保比例日,20200323.0,20200323.0,0.0,6,0
full,MA60_1M12,最低股票同跌缓冲日,20200323.0,20200323.0,0.0,6,0
full,MA60_1M12,滚动5年年化最差窗口末日,20181228.0,20181228.0,0.0,4,0
full,MA60_1M12,最大回撤起日,20210922.0,20140317.5,65195.0,11,0
full,MA60_1M12,最大回撤止日,20211116.0,20145577.5,60142.0,12,0
full,MA60_1M12,末次净值日,20260828.0,20260828.0,0.0,0,0
full,MA60_1M12,最低现金,0.0,-5.684341886080802e-14,5.684341886080802e-14,7,0
full,MA60_1M12,负现金日数,0.0,0.0,0.0,0,0
full,MA60_1M12,最低现金日,20135812.5,20145812.5,-4804.5,3,0
full,MA60_1M12,滚动5年窗口年化,,,-0.004509554550000017,7,0
full,MA60_1M13,年化,0.4914442477158889,0.4522173275500333,0.0063220463034227015,8,0
full,MA60_1M13,最大回撤,0.4938730060242306,0.46234257954981917,0.02557282913843506,12,0
full,MA60_1M13,Sharpe,1.0554597329170825,1.0162630653408953,-0.01587303059959222,6,0
full,MA60_1M13,Calmar,1.0189663361262764,0.9826680682561915,-0.08421534380488027,4,0
full,MA60_1M13,平均仓位,1.571375557042238,1.5750076773458161,-0.007418415247369192,3,0
full,MA60_1M13,年均换手,5.948700299335755,6.442062708227521,-0.3291407201184118,3,0
full,MA60_1M13,持仓数中位,7.0,7.0,0.0,5,0
full,MA60_1M13,单票权重中位,0.624570943258389,0.6282212248030954,-0.005002173847625191,4,0
full,MA60_1M13,单票权重P90,0.7201055368818315,0.7294064572020779,0.0023870436158723862,8,0
full,MA60_1M13,单票权重最大,0.860592048679993,0.917860452009332,-0.031118469841813268,1,0
full,MA60_1M13,前三权重中位,1.4278031893505976,1.4311572389585825,0.0020074945831869417,7,0
full,MA60_1M13,单票超60%天数占比,0.6729480511314128,0.6958091602579974,-0.018830239555081008,1,0
full,MA60_1M13,滚动3年年化中位,0.5175423617294792,0.47045772367160477,0.04287008326202468,8,0
full,MA60_1M13,滚动3年回撤中位,0.44777149636112873,0.42909517248183904,0.019318602155756814,14,0
full,MA60_1M13,滚动3年Calmar中位,1.1343611136836798,1.1553612522201917,-0.02387795957083938,7,0
full,MA60_1M13,滚动3年Sharpe中位,1.0745557804264834,1.0084958386776646,0.06240437883857508,8,0
full,MA60_1M13,滚动3年为负的窗口占比,0.0,0.0,0.0,0,0
full,MA60_1M13,滚动5年年化中位,0.5276101775900068,0.503280507009283,0.04216922518319344,8,0
full,MA60_1M13,滚动5年年化P25,0.4530148950003887,0.4212344192134505,0.008915125518858424,8,0
full,MA60_1M13,滚动5年年化最差,0.31405544625917736,0.2594033733764016,-0.0017596075563053315,6,0
full,MA60_1M13,滚动5年回撤中位,0.45448681405205993,0.43893119595986746,0.014966759812500952,11,0
full,MA60_1M13,滚动5年Calmar中位,1.1331932457139438,1.1511262460601799,-0.04560181603111291,6,0
full,MA60_1M13,滚动5年Sharpe中位,1.0802423601422269,1.0623193539646845,0.018866327121721094,8,0
full,MA60_1M13,滚动5年为负的窗口占比,0.0,0.0,0.0,0,0
full,MA60_1M13,滚动5年窗口数,102.0,102.0,0.0,0,0
full,MA60_1M13,互不重叠5年块中位,0.621966604768186,0.612813208179275,0.022389979556926176,8,0
full,MA60_1M13,滚动10年年化中位,0.5079364885707789,0.4852973371698348,0.03746263435308217,8,0
full,MA60_1M13,滚动10年窗口数,42.0,42.0,0.0,0,0
full,MA60_1M13,逐年收益中位,0.3433023965154814,0.418879880907686,-0.08093667882083894,1,0
full,MA60_1M13,逐年为正比例,0.8,0.8,0.0,2,0
full,MA60_1M13,逐年最差,-0.182535968469271,-0.1660505656082219,-0.013786788746785572,3,0
full,MA60_1M13,完整自然年数,12.5,12.5,0.0,0,0
full,MA60_1M13,强平次数,0.0,0.0,0.0,0,0
full,MA60_1M13,最低担保比例,1.8615333158146088,1.8695022054402162,-0.012191352132402411,1,0
full,MA60_1M13,最低股票同跌缓冲,0.30165096216049403,0.30462771323534105,-0.004585237263494413,1,0
full,MA60_1M13,最低总资产冲击缓冲,0.3016509621604941,0.30462771323534105,-0.004585237263494357,1,0
full,MA60_1M13,rf覆盖率,1.0,1.0,0.0,0,0
full,MA60_1M13,年化_交易日口径,0.4929626663759451,0.4540042265768597,0.006351939202493662,8,0
full,MA60_1M13,最低担保比例日,20200323.0,20200323.0,0.0,5,0
full,MA60_1M13,最低股票同跌缓冲日,20200323.0,20200323.0,0.0,5,0
full,MA60_1M13,滚动5年年化最差窗口末日,20181228.0,20181228.0,0.0,3,0
full,MA60_1M13,最大回撤起日,20240529.0,20140317.5,90102.0,11,0
full,MA60_1M13,最大回撤止日,20240911.0,20145577.5,80339.5,13,0
full,MA60_1M13,末次净值日,20260828.0,20260828.0,0.0,0,0
full,MA60_1M13,最低现金,-4.547473508864641e-13,-5.684341886080802e-14,0.0,4,0
full,MA60_1M13,负现金日数,0.0,0.0,0.0,0,0
full,MA60_1M13,最低现金日,20151118.0,20145812.5,4.5,8,0
full,MA60_1M13,滚动5年窗口年化,,,0.035720840150000044,8,0
full,MA60_1M14,年化,0.4850681745830455,0.4522173275500333,0.02772681432786428,8,0
full,MA60_1M14,最大回撤,0.4651457279653401,0.46234257954981917,0.002067027011448508,9,0
full,MA60_1M14,Sharpe,1.0555903890738674,1.0162630653408953,0.017728324127700368,8,0
full,MA60_1M14,Calmar,1.0272131991965434,0.9826680682561915,0.024953987401157507,8,0
full,MA60_1M14,平均仓位,1.5707639514414606,1.5750076773458161,-0.006923460301922146,4,0
full,MA60_1M14,年均换手,5.975258812756992,6.442062708227521,-0.3604131985095673,3,0
full,MA60_1M14,持仓数中位,7.0,7.0,1.0,8,0
full,MA60_1M14,单票权重中位,0.6205392723187529,0.6282212248030954,-0.009072509427231201,3,0
full,MA60_1M14,单票权重P90,0.7160960133024454,0.7294064572020779,0.006043676254845032,8,0
full,MA60_1M14,单票权重最大,0.8607680197638897,0.917860452009332,-0.01592567030752029,1,0
full,MA60_1M14,前三权重中位,1.3854669280656926,1.4311572389585825,-0.0372584000431051,0,0
full,MA60_1M14,单票超60%天数占比,0.6506653465626113,0.6958091602579974,-0.04742309593672961,0,0
full,MA60_1M14,滚动3年年化中位,0.4966955454268043,0.47045772367160477,0.031293220658789034,11,0
full,MA60_1M14,滚动3年回撤中位,0.44379697326873935,0.42909517248183904,0.017020799159740974,12,0
full,MA60_1M14,滚动3年Calmar中位,1.1197188083992562,1.1553612522201917,0.01284762394212724,7,0
full,MA60_1M14,滚动3年Sharpe中位,1.0511456647990383,1.0084958386776646,0.040722672980705366,10,0
full,MA60_1M14,滚动3年为负的窗口占比,0.0,0.0,0.0,2,0
full,MA60_1M14,滚动5年年化中位,0.516893743135236,0.503280507009283,0.04779341004728699,8,0
full,MA60_1M14,滚动5年年化P25,0.4350885368717189,0.4212344192134505,0.006590524350290616,8,0
full,MA60_1M14,滚动5年年化最差,0.30621139986269696,0.2594033733764016,-0.0016590988673702567,7,0
full,MA60_1M14,滚动5年回撤中位,0.456281056229694,0.43893119595986746,0.010677183290148329,12,0
full,MA60_1M14,滚动5年Calmar中位,1.1445486389096267,1.1511262460601799,0.016767449026080627,7,0
full,MA60_1M14,滚动5年Sharpe中位,1.0702862847471515,1.0623193539646845,0.026879543919237636,8,0
full,MA60_1M14,滚动5年为负的窗口占比,0.0,0.0,0.0,0,0
full,MA60_1M14,滚动5年窗口数,102.0,102.0,0.0,0,0
full,MA60_1M14,互不重叠5年块中位,0.6387513363202364,0.612813208179275,0.04466405074805013,8,0
full,MA60_1M14,滚动10年年化中位,0.5075861597177246,0.4852973371698348,0.03497935836876376,9,0
full,MA60_1M14,滚动10年窗口数,42.0,42.0,0.0,0,0
full,MA60_1M14,逐年收益中位,0.4038432855292758,0.418879880907686,-0.040816173549872714,4,0
full,MA60_1M14,逐年为正比例,0.8,0.8,0.0,2,0
full,MA60_1M14,逐年最差,-0.18124044963511632,-0.1660505656082219,-0.015977473211614412,3,0
full,MA60_1M14,完整自然年数,12.5,12.5,0.0,0,0
full,MA60_1M14,强平次数,0.0,0.0,0.0,0,0
full,MA60_1M14,最低担保比例,1.8621456176104783,1.8695022054402162,-0.010545934787488553,1,0
full,MA60_1M14,最低股票同跌缓冲,0.3018805308991923,0.30462771323534105,-0.003940554361541393,1,0
full,MA60_1M14,最低总资产冲击缓冲,0.3018805308991923,0.30462771323534105,-0.003940554361541337,1,0
full,MA60_1M14,rf覆盖率,1.0,1.0,0.0,0,0
full,MA60_1M14,年化_交易日口径,0.48656909405293525,0.4540042265768597,0.02785252409808614,8,0
full,MA60_1M14,最低担保比例日,20200323.0,20200323.0,0.0,6,0
full,MA60_1M14,最低股票同跌缓冲日,20200323.0,20200323.0,0.0,6,0
full,MA60_1M14,滚动5年年化最差窗口末日,20181228.0,20181228.0,0.0,2,0
full,MA60_1M14,最大回撤起日,20210922.0,20140317.5,44652.0,8,0
full,MA60_1M14,最大回撤止日,20211116.0,20145577.5,40149.0,10,0
full,MA60_1M14,末次净值日,20260828.0,20260828.0,0.0,0,0
full,MA60_1M14,最低现金,0.0,-5.684341886080802e-14,5.684341886080802e-14,7,0
full,MA60_1M14,负现金日数,0.0,0.0,0.0,0,0
full,MA60_1M14,最低现金日,20151118.0,20145812.5,1.0,7,0
full,MA60_1M14,滚动5年窗口年化,,,0.03920529365000003,8,0
full,MA60_1M15,年化,0.4673226361922943,0.4522173275500333,0.012260214427760596,8,0
full,MA60_1M15,最大回撤,0.463854100803295,0.46234257954981917,0.006382183625934124,13,0
full,MA60_1M15,Sharpe,1.0347210318693354,1.0162630653408953,0.00756945455720498,8,0
full,MA60_1M15,Calmar,0.9939708044690724,0.9826680682561915,0.004617184987911194,8,0
full,MA60_1M15,平均仓位,1.5717489676556506,1.5750076773458161,-0.005295639146864706,3,0
full,MA60_1M15,年均换手,5.802274481058213,6.442062708227521,-0.5422724209312042,2,0
full,MA60_1M15,持仓数中位,7.0,7.0,1.0,9,0
full,MA60_1M15,单票权重中位,0.6193605453763154,0.6282212248030954,-0.009331290443493345,1,0
full,MA60_1M15,单票权重P90,0.7250920503451093,0.7294064572020779,0.001398460476522756,7,0
full,MA60_1M15,单票权重最大,0.8654507356915986,0.917860452009332,-0.01632735112233108,2,0
full,MA60_1M15,前三权重中位,1.3900663721441802,1.4311572389585825,-0.0378251131782501,1,0
full,MA60_1M15,单票超60%天数占比,0.624517067664051,0.6958091602579974,-0.06857040943822951,0,0
full,MA60_1M15,滚动3年年化中位,0.501268698879269,0.47045772367160477,0.022801851177828514,10,0
full,MA60_1M15,滚动3年回撤中位,0.43690346152656684,0.42909517248183904,0.011841816885835188,12,0
full,MA60_1M15,滚动3年Calmar中位,1.1084987278008536,1.1553612522201917,-0.02417717575857259,6,0
full,MA60_1M15,滚动3年Sharpe中位,1.064632136745863,1.0084958386776646,0.03915036038852199,8,0
full,MA60_1M15,滚动3年为负的窗口占比,0.0,0.0,0.0,0,0
full,MA60_1M15,滚动5年年化中位,0.5173551084744659,0.503280507009283,0.031070422493718275,8,0
full,MA60_1M15,滚动5年年化P25,0.4361724745217447,0.4212344192134505,-0.0034590587290109776,6,0
full,MA60_1M15,滚动5年年化最差,0.27886089108083445,0.2594033733764016,-0.0037891014366929765,6,0
full,MA60_1M15,滚动5年回撤中位,0.4635674925026648,0.43893119595986746,0.01547445094227684,13,0
full,MA60_1M15,滚动5年Calmar中位,1.1170327605199475,1.1511262460601799,-0.010451277944019233,7,0
full,MA60_1M15,滚动5年Sharpe中位,1.0711212591642276,1.0623193539646845,0.017510468734265094,8,0
full,MA60_1M15,滚动5年为负的窗口占比,0.0,0.0,0.0,0,0
full,MA60_1M15,滚动5年窗口数,102.0,102.0,0.0,0,0
full,MA60_1M15,互不重叠5年块中位,0.6189211256784108,0.612813208179275,0.014534978215856642,8,0
full,MA60_1M15,滚动10年年化中位,0.489626987471799,0.4852973371698348,0.020548770191575638,8,0
full,MA60_1M15,滚动10年窗口数,42.0,42.0,0.0,0,0
full,MA60_1M15,逐年收益中位,0.3939597696985683,0.418879880907686,-0.037173160087000556,4,0
full,MA60_1M15,逐年为正比例,0.8,0.8,0.0,2,0
full,MA60_1M15,逐年最差,-0.1808037145067945,-0.1660505656082219,-0.013437056033046013,4,0
full,MA60_1M15,完整自然年数,12.5,12.5,0.0,0,0
full,MA60_1M15,强平次数,0.0,0.0,0.0,0,0
full,MA60_1M15,最低担保比例,1.8700001117946798,1.8695022054402162,-0.003457913725949502,6,0
full,MA60_1M15,最低股票同跌缓冲,0.304812875706713,0.30462771323534105,-0.001287453939912614,6,0
full,MA60_1M15,最低总资产冲击缓冲,0.304812875706713,0.30462771323534105,-0.0012874539399125307,6,0
full,MA60_1M15,rf覆盖率,1.0,1.0,0.0,0,0
full,MA60_1M15,年化_交易日口径,0.46875621828230507,0.4540042265768597,0.012297408403654786,8,0
full,MA60_1M15,最低担保比例日,20200323.0,20200323.0,0.0,3,0
full,MA60_1M15,最低股票同跌缓冲日,20200323.0,20200323.0,0.0,3,0
full,MA60_1M15,滚动5年年化最差窗口末日,20190878.5,20181228.0,0.0,5,0
full,MA60_1M15,最大回撤起日,20210922.0,20140317.5,0.0,6,0
full,MA60_1M15,最大回撤止日,20211116.0,20145577.5,4894.5,8,0
full,MA60_1M15,末次净值日,20260828.0,20260828.0,0.0,0,0
full,MA60_1M15,最低现金,0.0,-5.684341886080802e-14,0.0,4,0
full,MA60_1M15,负现金日数,0.0,0.0,0.0,0,0
full,MA60_1M15,最低现金日,20146112.5,20145812.5,0.0,5,0
full,MA60_1M15,滚动5年窗口年化,,,0.012651791799999978,8,0
full,MA60_1M16,年化,0.48443997827049934,0.4522173275500333,0.010515840962400436,8,0
full,MA60_1M16,最大回撤,0.4725943522805017,0.46234257954981917,0.010921544527293492,13,0
full,MA60_1M16,Sharpe,1.0492401582896864,1.0162630653408953,-0.006074420067815056,7,0
full,MA60_1M16,Calmar,1.0205383472489227,0.9826680682561915,0.006139151697145628,7,0
full,MA60_1M16,平均仓位,1.5717500770696726,1.5750076773458161,-0.004337569880221048,3,0
full,MA60_1M16,年均换手,5.694255806505117,6.442062708227521,-0.6477968132272767,3,0
full,MA60_1M16,持仓数中位,7.0,7.0,1.0,11,0
full,MA60_1M16,单票权重中位,0.6163906054416226,0.6282212248030954,-0.012833906069544265,0,0
full,MA60_1M16,单票权重P90,0.7275027430772585,0.7294064572020779,0.00712203034899217,9,0
full,MA60_1M16,单票权重最大,0.8639204651838377,0.917860452009332,-0.015549514468295944,2,0
full,MA60_1M16,前三权重中位,1.3831822956139899,1.4311572389585825,-0.044345700023585954,0,0
full,MA60_1M16,单票超60%天数占比,0.5974792391023247,0.6958091602579974,-0.09620824676281692,0,0
full,MA60_1M16,滚动3年年化中位,0.4974673979697254,0.47045772367160477,0.035546319769530044,10,0
full,MA60_1M16,滚动3年回撤中位,0.44508626222951736,0.42909517248183904,0.023237334472079985,13,0
full,MA60_1M16,滚动3年Calmar中位,1.1088410102535282,1.1553612522201917,-0.017640600803096596,6,0
full,MA60_1M16,滚动3年Sharpe中位,1.06227731312105,1.0084958386776646,0.050168065828964103,10,0
full,MA60_1M16,滚动3年为负的窗口占比,0.0,0.0,0.0,2,0
full,MA60_1M16,滚动5年年化中位,0.519057075630084,0.503280507009283,0.035636342089054196,8,0
full,MA60_1M16,滚动5年年化P25,0.439141417134311,0.4212344192134505,0.0033484706987237933,7,0
