臂名,台账,计量版本,批次,起点数,行数,剔除赢家行数,策略示例
NONET,archive,m1,,14,28,14,trend_x5_w-0.0454_x1c_dtax_sma20_swap_corr0.7_tranche_slmin_gs1.25_ma60stop_addma_swk20_cap0.6_sp_lot100_lrc2
NORIGHTS,archive,m1,,14,28,14,trend_x5_w-0.0454_x1c_dtax_norights_sma20_swap_corr0.7_tranche_slmin_gs1.25_ma60stop_addma_swk20_cap0.6_sp_lot100_lrc2
NOSELLMA,archive,m1,,5,5,0,trend_x5_w0.0507_x1c_swap_corr0.7_tranche_sl2.5548_addma_swk20_sp_lot100_lrc
NOSPA,archive,m1,,14,28,14,trend_x5_w-0.0454_x1c_dtax_sma20_swap_corr0.7_tranche_slmin_gs1.25_ma60stop_addma_swk20_cap0.6_sp_lot100_lrc2
NOSTOP,archive,m1,,23,23,0,trend_x1_w0_x1c_sma20_swap_nostop_corr0.85_tranche_sl2.5_cap0.15_sp_lot100_lrc
NOSWAP,archive,m1,,23,51,14,trend_x5_w0.0507_x1c_sma20_corr0.75_tranche_sl2.5548_addma_swk20_sp_lot100_lrc
NOSWAPPART,archive,m1,,14,28,14,trend_x5_w-0.0454_x1c_dtax_sma20_swap_corr0.7_tranche_slmin_gs1.25_ma60stop_addma_swk20_cap0.6_lot100_lrc2
NOSWK,archive,m1,,23,23,0,trend_x5_w0.0484_x1c_sma20_swap_corr0.7_tranche_slmin_skipma60_sl2.5312_addma_sp_lot100_lrc
NOTAX,archive,m1,,14,28,14,trend_x5_w-0.0454_x1c_sma20_swap_corr0.7_tranche_slmin_gs1.25_ma60stop_addma_swk20_cap0.6_sp_lot100_lrc2
NOTOP3,archive,m1,,23,23,0,trend_x2_w0.0507_x1c_sma20_swap_corr0.75_tranche_sl2.5548_addma_swk20_sp_lot100_lrc
NOTQ,archive,m1,,23,23,0,trend_x2_w0.0507_x1c_sma20_swap_corr0.75_tranche_sl2.5548_addma_swk20_sp_lot100_lrc
NOWEAK,archive,m1,,14,28,14,trend_x5_w-0.0454_x1c_dtax_sma20_swap_corr0.7_tranche_slmin_gs1.25_ma60stop_addma_cap0.6_sp_lot100_lrc2
NOWIN2,archive,m1,,23,23,0,trend_x5_w0.0484_x1c_sma20_swap_corr0.7_tranche_slmin_skipma60_sl2.5312_addma_swk20_sp_lot100_lrc
NOWIN2NOLEV,archive,m1,,23,23,0,trend_x5_w0.0484_x1c_sma20_swap_corr0.7_tranche_slmin_skipma60_sl2.5312_addma_swk20_sp_lot100_lrc
NOWIN2U,archive,m1,,23,23,0,trend_x5_w0.0593_x1c_sma20_swap_corr0.7_tranche_slmin_skipma60_sl2.5236_addma_swk20_sp_lot100_lrc
NOWIN3,archive,m1,,23,23,0,trend_x5_w0.046_x1c_sma20_swap_corr0.7_tranche_slmin_skipma60_sl2.537_addma_swk20_sp_lot100_lrc
NOWIN3R,archive,m1,,23,23,0,trend_x5_w0.0379_x1c_sma20_swap_corr0.7_tranche_slmin_skipma60_sl2.5446_addma_swk20_sp_lot100_lrc
NPMEDIAN,archive,m1,,14,28,14,trend_x5_w-0.0517_x1c_dtax_sma20_swap_corr0.7_tranche_slmin_gs1.25_ma60stop_addma_swk20_cap0.6_sp_lot100_lrc2
NPONESIDED,archive,m1,,14,28,14,trend_x5_w-0.0041_x1c_dtax_sma20_swap_corr0.7_tranche_slmin_gs1.25_ma60stop_addma_swk20_cap0.6_sp_lot100_lrc2
NSLOG,archive,m1,,0,1,0,trend_x1_w0_x1c_sma20_swap_nostop_corr0.85_tranche_sl2.5_sp_lot100_lrc_NSLOG
NSWK,archive,m1,,23,23,0,trend_x1.5_w-0.0059_x1c_sma20_swap_corr0.85_tranche_sl2.8967_addma_cap0.2_sp_lot100_lrc
NVS,archive,m1,,23,23,0,trend_x1.5_w-0.0059_x1c_sma20_swap_corr0.85_tranche_sl2.8967_addma_nvs_swk20_cap0.2_sp_lot100_lrc
Nma60,archive,m1,,23,23,0,trend_x1_w0_x1c_sma20_swap_corr0.85_tranche_sl2.5_sp_lot100_lrc
Nmin20,archive,m1,,23,23,0,trend_x1_w0_x1c_sma20_swap_corr0.85_tranche_smd20_sl2.5_sp_lot100_lrc
Nmin60,archive,m1,,23,23,0,trend_x1_w0_x1c_sma20_swap_corr0.85_tranche_smd60_sl2.5_sp_lot100_lrc
Noff,archive,m1,,23,23,0,trend_x1_w0_x1c_sma20_swap_nostop_corr0.85_tranche_sl2.5_sp_lot100_lrc
Noffcap10,archive,m1,,23,23,0,trend_x1_w0_x1c_sma20_swap_nostop_corr0.85_tranche_sl2.5_cap0.1_sp_lot100_lrc
Noffcap15,archive,m1,,23,23,0,trend_x1_w0_x1c_sma20_swap_nostop_corr0.85_tranche_sl2.5_cap0.15_sp_lot100_lrc
Noffcap20,archive,m1,,23,23,0,trend_x1_w0_x1c_sma20_swap_nostop_corr0.85_tranche_sl2.5_cap0.2_sp_lot100_lrc
Noffcap30,archive,m1,,23,23,0,trend_x1_w0_x1c_sma20_swap_nostop_corr0.85_tranche_sl2.5_cap0.3_sp_lot100_lrc
Npart,archive,m1,,23,23,0,trend_x1_w0_x1c_sma20_swap_corr0.85_tranche_stp1_sl2.5_sp_lot100_lrc
OFF,archive,m1,TROUGH20260905,14,28,14,trend_x5_w-0.0757_x1c_dtax_sma20_swap_corr1_tranche_slmin_gs1.1u_ma60stop_addma_swk20_cap0.6_sp_gso_lot100_lrc2
OFFBUY1,archive,m1,TROUGH20260905,14,28,14,trend_x5_w-0.0757_x1c_dtax_sma20_swap_corr1_tranche_slmin_gs1.1u_ma60stop_addma_swk20_cap0.6_sp_gso_lot100_lrc2
OFFBUY2,archive,m1,TROUGH20260905,14,28,14,trend_x5_w-0.0757_x1c_dtax_sma20_swap_corr1_tranche_slmin_gs1.1u_ma60stop_addma_swk20_cap0.6_sp_gso_lot100_lrc2
OFFBUY3,archive,m1,TROUGH20260905,14,28,14,trend_x5_w-0.0757_x1c_dtax_sma20_swap_corr1_tranche_slmin_gs1.1u_ma60stop_addma_swk20_cap0.6_sp_gso_lot100_lrc2
OFFBUY4,archive,m1,TROUGH20260905,14,28,14,trend_x5_w-0.0757_x1c_dtax_sma20_swap_corr1_tranche_slmin_gs1.1u_ma60stop_addma_swk20_cap0.6_sp_gso_lot100_lrc2
OFFBUY5,archive,m1,TROUGH20260905,14,28,14,trend_x5_w-0.0757_x1c_dtax_sma20_swap_corr1_tranche_slmin_gs1.1u_ma60stop_addma_swk20_cap0.6_sp_gso_lot100_lrc2
OFFBUY6,archive,m1,TROUGH20260905,14,28,14,trend_x5_w-0.0757_x1c_dtax_sma20_swap_corr1_tranche_slmin_gs1.1u_ma60stop_addma_swk20_cap0.6_sp_gso_lot100_lrc2
OFFFIXEDLINE,archive,m1,TROUGH20260905,14,28,14,trend_x5_w-0.0454_x1c_dtax_sma20_swap_corr1_tranche_slmin_gs1.1u_ma60stop_addma_swk20_cap0.6_sp_gso_lot100_lrc2
OFFM10,archive,m1,TROUGH20260905,14,28,14,trend_x5_w-0.0757_x1c_dtax_sma20_swap_corr1_tranche_slmin_gs1.1u_ma60stop_addma_swk20_cap0.6_sp_gso_lot100_lrc2
OFFM11,archive,m1,TROUGH20260905,14,28,14,trend_x5_w-0.0757_x1c_dtax_sma20_swap_corr1_tranche_slmin_gs1.1u_ma60stop_addma_swk20_cap0.6_sp_gso_lot100_lrc2
OFFM12,archive,m1,TROUGH20260905,14,28,14,trend_x5_w-0.0757_x1c_dtax_sma20_swap_corr1_tranche_slmin_gs1.1u_ma60stop_addma_swk20_cap0.6_sp_gso_lot100_lrc2
OFFM13,archive,m1,TROUGH20260905,14,28,14,trend_x5_w-0.0757_x1c_dtax_sma20_swap_corr1_tranche_slmin_gs1.1u_ma60stop_addma_swk20_cap0.6_sp_gso_lot100_lrc2
OFFM14,archive,m1,TROUGH20260905,14,28,14,trend_x5_w-0.0757_x1c_dtax_sma20_swap_corr1_tranche_slmin_gs1.1u_ma60stop_addma_swk20_cap0.6_sp_gso_lot100_lrc2
OFFM16,archive,m1,TROUGH20260905,14,28,14,trend_x5_w-0.0757_x1c_dtax_sma20_swap_corr1_tranche_slmin_gs1.1u_ma60stop_addma_swk20_cap0.6_sp_gso_lot100_lrc2
OFFM17,archive,m1,TROUGH20260905,14,28,14,trend_x5_w-0.0757_x1c_dtax_sma20_swap_corr1_tranche_slmin_gs1.1u_ma60stop_addma_swk20_cap0.6_sp_gso_lot100_lrc2
OFFM18,archive,m1,TROUGH20260905,14,28,14,trend_x5_w-0.0757_x1c_dtax_sma20_swap_corr1_tranche_slmin_gs1.1u_ma60stop_addma_swk20_cap0.6_sp_gso_lot100_lrc2
OFFM19,archive,m1,TROUGH20260905,14,28,14,trend_x5_w-0.0757_x1c_dtax_sma20_swap_corr1_tranche_slmin_gs1.1u_ma60stop_addma_swk20_cap0.6_sp_gso_lot100_lrc2
OFFM20,archive,m1,TROUGH20260905,14,28,14,trend_x5_w-0.0757_x1c_dtax_sma20_swap_corr1_tranche_slmin_gs1.1u_ma60stop_addma_swk20_cap0.6_sp_gso_lot100_lrc2
OI114ABS,archive,m1,,0,1,0,trend_x5_w0.0657_x1c_dtax_sma20_swap_corr0.7_tranche_slmin_gs1.25_ma60stop_addma_swk20_cap0.6_sp_lot100_lrc_OI114ABS
OI114REL,archive,m1,,0,1,0,trend_x5_w0.0657_x1c_dtax_sma20_swap_corr0.7_tranche_slmin_gs1.25_ma60stop_addma_swk20_cap0.6_sp_relm_lot100_lrc_OI114REL
OLDEX,archive,m1,,23,23,0,trend_x1_w-0.5884_x1c_sma20_swap_corr0.85_tranche_sl1.1044_sp_lot100_lrc
OLDnocap,archive,m1,,23,23,0,trend_x1_w0_x1c_sma20_swap_corr0.85_tranche_sl2.5_sp_lot100_lrc
ON3,archive,m1,,23,23,0,trend_x1_w-0.3198_x1c_sma20_swap_corr0.85_tranche_sl0.9338_sp_lot100_lrc
ON4,archive,m1,,23,23,0,trend_x1_w-0.2531_x1c_sma20_swap_corr0.85_tranche_sl0.8845_sp_lot100_lrc
ONBUY1,archive,m1,TROUGH20260905,14,28,14,trend_x5_w-0.0454_x1c_dtax_sma20_swap_corr1_tranche_slmin_gs1.1u_ma60stop_addma_swk20_cap0.6_sp_gso_lot100_lrc2
ONBUY2,archive,m1,TROUGH20260905,14,28,14,trend_x5_w-0.0454_x1c_dtax_sma20_swap_corr1_tranche_slmin_gs1.1u_ma60stop_addma_swk20_cap0.6_sp_gso_lot100_lrc2
ONBUY3,archive,m1,TROUGH20260905,14,28,14,trend_x5_w-0.0454_x1c_dtax_sma20_swap_corr1_tranche_slmin_gs1.1u_ma60stop_addma_swk20_cap0.6_sp_gso_lot100_lrc2
ONBUY4,archive,m1,TROUGH20260905,14,28,14,trend_x5_w-0.0454_x1c_dtax_sma20_swap_corr1_tranche_slmin_gs1.1u_ma60stop_addma_swk20_cap0.6_sp_gso_lot100_lrc2
ONBUY5,archive,m1,TROUGH20260905,14,28,14,trend_x5_w-0.0454_x1c_dtax_sma20_swap_corr1_tranche_slmin_gs1.1u_ma60stop_addma_swk20_cap0.6_sp_gso_lot100_lrc2
ONBUY6,archive,m1,TROUGH20260905,14,28,14,trend_x5_w-0.0454_x1c_dtax_sma20_swap_corr1_tranche_slmin_gs1.1u_ma60stop_addma_swk20_cap0.6_sp_gso_lot100_lrc2
ONOFFLINE,archive,m1,TROUGH20260905,14,28,14,trend_x5_w-0.0757_x1c_dtax_sma20_swap_corr1_tranche_slmin_gs1.1u_ma60stop_addma_swk20_cap0.6_sp_gso_lot100_lrc2
OPT,archive,m1,,0,1,0,trend_x1_w-0.5853_x1c_sma20_swap_corr0.85_tranche_sl1.1_sp_lot100_lrc_OPT
P2,archive,m1,,0,1,0,trend_x1_w-0.5853_x1c_sma20_swap_corr0.85_tranche_sl1.1_sp_lot100_lrc_P2
P75B98,archive,m1,,23,23,0,trend_x2_w0.02_x1c_sma20_swap_corr0.75_tranche_sl2.8967_addma_swk20_cap0.25_sp_lot100_lrc
P75B98C22,archive,m1,,23,23,0,trend_x2_w0.02_x1c_sma20_swap_corr0.75_tranche_sl2.8967_addma_swk20_cap0.22_sp_lot100_lrc
P75B98LONG,archive,m1,,0,1,0,trend_x2_w0.02_x1c_sma20_swap_corr0.75_tranche_sl2.8967_addma_swk20_cap0.25_sp_lot100_lrc_P75B98LONG
P75C22,archive,m1,,23,23,0,trend_x2_w0.04_x1c_sma20_swap_corr0.75_tranche_sl2.8967_addma_swk20_cap0.22_sp_lot100_lrc
PC020,archive,m1,,14,28,14,trend_x5_w0.0024_x1c_dtax_sma20_swap_corr0.7_tranche_slmin_gs1.25_ma60stop_addma_swk20_cap0.2_sp_lot100_lrc
PC025,archive,m1,,14,28,14,trend_x5_w0.0024_x1c_dtax_sma20_swap_corr0.7_tranche_slmin_gs1.25_ma60stop_addma_swk20_cap0.25_sp_lot100_lrc
PC030,archive,m1,,14,28,14,trend_x5_w0.0024_x1c_dtax_sma20_swap_corr0.7_tranche_slmin_gs1.25_ma60stop_addma_swk20_cap0.3_sp_lot100_lrc
PC035,archive,m1,,14,28,14,trend_x5_w0.0024_x1c_dtax_sma20_swap_corr0.7_tranche_slmin_gs1.25_ma60stop_addma_swk20_cap0.35_sp_lot100_lrc
PC040,archive,m1,,14,28,14,trend_x5_w0.0024_x1c_dtax_sma20_swap_corr0.7_tranche_slmin_gs1.25_ma60stop_addma_swk20_cap0.4_sp_lot100_lrc
PC045,archive,m1,,14,28,14,trend_x5_w0.0024_x1c_dtax_sma20_swap_corr0.7_tranche_slmin_gs1.25_ma60stop_addma_swk20_cap0.45_sp_lot100_lrc
PC050,archive,m1,,14,28,14,trend_x5_w0.0024_x1c_dtax_sma20_swap_corr0.7_tranche_slmin_gs1.25_ma60stop_addma_swk20_cap0.5_sp_lot100_lrc
PC055,archive,m1,,14,28,14,trend_x5_w0.0024_x1c_dtax_sma20_swap_corr0.7_tranche_slmin_gs1.25_ma60stop_addma_swk20_cap0.55_sp_lot100_lrc
PC065,archive,m1,,14,28,14,trend_x5_w0.0024_x1c_dtax_sma20_swap_corr0.7_tranche_slmin_gs1.25_ma60stop_addma_swk20_cap0.65_sp_lot100_lrc
PC070,archive,m1,,14,28,14,trend_x5_w0.0024_x1c_dtax_sma20_swap_corr0.7_tranche_slmin_gs1.25_ma60stop_addma_swk20_cap0.7_sp_lot100_lrc
PC075,archive,m1,,14,28,14,trend_x5_w0.0024_x1c_dtax_sma20_swap_corr0.7_tranche_slmin_gs1.25_ma60stop_addma_swk20_cap0.75_sp_lot100_lrc
PC080,archive,m1,,14,28,14,trend_x5_w0.0024_x1c_dtax_sma20_swap_corr0.7_tranche_slmin_gs1.25_ma60stop_addma_swk20_cap0.8_sp_lot100_lrc
PC085,archive,m1,,14,28,14,trend_x5_w0.0024_x1c_dtax_sma20_swap_corr0.7_tranche_slmin_gs1.25_ma60stop_addma_swk20_cap0.85_sp_lot100_lrc
PC090,archive,m1,,14,28,14,trend_x5_w0.0024_x1c_dtax_sma20_swap_corr0.7_tranche_slmin_gs1.25_ma60stop_addma_swk20_cap0.9_sp_lot100_lrc
PC095,archive,m1,,14,28,14,trend_x5_w0.0024_x1c_dtax_sma20_swap_corr0.7_tranche_slmin_gs1.25_ma60stop_addma_swk20_cap0.95_sp_lot100_lrc
PC100,archive,m1,,14,28,14,trend_x5_w0.0024_x1c_dtax_sma20_swap_corr0.7_tranche_slmin_gs1.25_ma60stop_addma_swk20_cap1_sp_lot100_lrc
PEAKK14,archive,m1,,14,28,14,trend_x5_w-0.0462_x1c_dtax_sma20_swap_corr0.7_tranche_slmin_gs1.25_ma60stop_addma_swk20_cap0.6_sp_lot100_lrc2
PEAKK18,archive,m1,,14,28,14,trend_x5_w-0.0424_x1c_dtax_sma20_swap_corr0.7_tranche_slmin_gs1.25_ma60stop_addma_swk20_cap0.6_sp_lot100_lrc2
PIT,archive,m1,,14,28,14,trend_x5_w-0.0138_x1c_dtax_sma20_swap_corr0.7_tranche_slmin_gs1.25_ma60stop_addma_swk20_cap0.6_sp_lot100_lrc
PK13,archive,m1,,23,23,0,trend_x5_w0.0566_x1c_sma20_swap_corr0.7_tranche_slmin_skipma60_sl2.5008_addma_swk20_sp_lot100_lrc
PK14,archive,m1,,23,23,0,trend_x5_w0.0566_x1c_sma20_swap_corr0.7_tranche_slmin_skipma60_sl2.5008_addma_swk20_sp_lot100_lrc
PK15,archive,m1,,23,23,0,trend_x5_w0.0566_x1c_sma20_swap_corr0.7_tranche_slmin_skipma60_sl2.5008_addma_swk20_sp_lot100_lrc
PK18,archive,m1,,23,23,0,trend_x5_w0.0566_x1c_sma20_swap_corr0.7_tranche_slmin_skipma60_sl2.5008_addma_swk20_sp_lot100_lrc
PK20,archive,m1,,23,23,0,trend_x5_w0.0566_x1c_sma20_swap_corr0.7_tranche_slmin_skipma60_sl2.5008_addma_swk20_sp_lot100_lrc
PL100,archive,m1,,14,28,14,trend_x5_w-0.0454_x1c_dtax_sma20_swap_corr0.7_tranche_slmin_pl1.0at1.2_gs1.25_ma60stop_addma_swk20_cap0.6_sp_lot100_lrc2
PL100e12,archive,m1,,23,23,0,trend_x5_w0.0657_x1c_sma20_swap_corr0.7_tranche_slmin_pl1.0at1.2_gs1.25_skipma60_sl2.4671_addma_swk20_cap0.6_sp_lot100_lrc
PL100e15,archive,m1,,23,23,0,trend_x5_w0.0657_x1c_sma20_swap_corr0.7_tranche_slmin_pl1.0at1.5_gs1.25_skipma60_sl2.4671_addma_swk20_cap0.6_sp_lot100_lrc
PL200,archive,m1,,14,28,14,trend_x5_w-0.0454_x1c_dtax_sma20_swap_corr0.7_tranche_slmin_pl2.0at2.0_gs1.25_ma60stop_addma_swk20_cap0.6_sp_lot100_lrc2
PL200e15,archive,m1,,23,23,0,trend_x5_w0.0657_x1c_sma20_swap_corr0.7_tranche_slmin_pl2.0at1.5_gs1.25_skipma60_sl2.4671_addma_swk20_cap0.6_sp_lot100_lrc
PL200e20,archive,m1,,23,23,0,trend_x5_w0.0657_x1c_sma20_swap_corr0.7_tranche_slmin_pl2.0at2.0_gs1.25_skipma60_sl2.4671_addma_swk20_cap0.6_sp_lot100_lrc
PL300e20,archive,m1,,23,23,0,trend_x5_w0.0657_x1c_sma20_swap_corr0.7_tranche_slmin_pl3.0at2.0_gs1.25_skipma60_sl2.4671_addma_swk20_cap0.6_sp_lot100_lrc
PL50e10,archive,m1,,23,23,0,trend_x5_w0.0657_x1c_sma20_swap_corr0.7_tranche_slmin_pl0.5at1.0_gs1.25_skipma60_sl2.4671_addma_swk20_cap0.6_sp_lot100_lrc
PL50e12,archive,m1,,23,23,0,trend_x5_w0.0657_x1c_sma20_swap_corr0.7_tranche_slmin_pl0.5at1.2_gs1.25_skipma60_sl2.4671_addma_swk20_cap0.6_sp_lot100_lrc
PVDEC,archive,m1,,0,1,0,trend_x1_w-0.5853_x1c_sma20_swap_corr0.85_tranche_sl1.1_sp_lot100_lrc_PVDEC
PW005A,archive,m1,,14,28,14,trend_x5_w-0.0454_x1c_dtax_sma20_swap_corr1_tranche_slmin_gs1.1u_pairall_ma60stop_addma_swk20_cap0.6_sp_lot100_lrc2
PW005W,archive,m1,,14,28,14,trend_x5_w-0.0454_x1c_dtax_sma20_swap_corr1_tranche_slmin_gs1.1u_pairweak_ma60stop_addma_swk20_cap0.6_sp_lot100_lrc2
PW010A,archive,m1,,14,28,14,trend_x5_w-0.0454_x1c_dtax_sma20_swap_corr1_tranche_slmin_gs1.1u_pairall_ma60stop_addma_swk20_cap0.6_sp_lot100_lrc2
PW010W,archive,m1,,14,28,14,trend_x5_w-0.0454_x1c_dtax_sma20_swap_corr1_tranche_slmin_gs1.1u_pairweak_ma60stop_addma_swk20_cap0.6_sp_lot100_lrc2
PW015A,archive,m1,,14,28,14,trend_x5_w-0.0454_x1c_dtax_sma20_swap_corr1_tranche_slmin_gs1.1u_pairall_ma60stop_addma_swk20_cap0.6_sp_lot100_lrc2
PW015W,archive,m1,,14,28,14,trend_x5_w-0.0454_x1c_dtax_sma20_swap_corr1_tranche_slmin_gs1.1u_pairweak_ma60stop_addma_swk20_cap0.6_sp_lot100_lrc2
PW020A,archive,m1,,14,28,14,trend_x5_w-0.0454_x1c_dtax_sma20_swap_corr1_tranche_slmin_gs1.1u_pairall_ma60stop_addma_swk20_cap0.6_sp_lot100_lrc2
PW020W,archive,m1,,14,28,14,trend_x5_w-0.0454_x1c_dtax_sma20_swap_corr1_tranche_slmin_gs1.1u_pairweak_ma60stop_addma_swk20_cap0.6_sp_lot100_lrc2
PW025A,archive,m1,,14,28,14,trend_x5_w-0.0454_x1c_dtax_sma20_swap_corr1_tranche_slmin_gs1.1u_pairall_ma60stop_addma_swk20_cap0.6_sp_lot100_lrc2
PW025W,archive,m1,,14,28,14,trend_x5_w-0.0454_x1c_dtax_sma20_swap_corr1_tranche_slmin_gs1.1u_pairweak_ma60stop_addma_swk20_cap0.6_sp_lot100_lrc2
PW030A,archive,m1,,14,28,14,trend_x5_w-0.0454_x1c_dtax_sma20_swap_corr1_tranche_slmin_gs1.1u_pairall_ma60stop_addma_swk20_cap0.6_sp_lot100_lrc2
PW030W,archive,m1,,14,28,14,trend_x5_w-0.0454_x1c_dtax_sma20_swap_corr1_tranche_slmin_gs1.1u_pairweak_ma60stop_addma_swk20_cap0.6_sp_lot100_lrc2
PW040A,archive,m1,,14,28,14,trend_x5_w-0.0454_x1c_dtax_sma20_swap_corr1_tranche_slmin_gs1.1u_pairall_ma60stop_addma_swk20_cap0.6_sp_lot100_lrc2
PW040W,archive,m1,,14,28,14,trend_x5_w-0.0454_x1c_dtax_sma20_swap_corr1_tranche_slmin_gs1.1u_pairweak_ma60stop_addma_swk20_cap0.6_sp_lot100_lrc2
Ppb3x4,archive,m1,,1,1,0,trend_x4_w0_x1c_sma20_swap_corr0.85_tranche_sl2.5_q750b0.1s0.6nr_sp_lot100_lrc
Ppbroe3x4,archive,m1,,1,1,0,trend_x4_w0_x1c_sma20_swap_corr0.85_tranche_sl2.5_q750b0.1s0.6nr_sp_lot100_lrc
Ppe3x4,archive,m1,,1,1,0,trend_x4_w0_x1c_sma20_swap_corr0.85_tranche_sl2.5_q750b0.1s0.6nr_sp_lot100_lrc
Ppv3b05x4,archive,m1,,1,1,0,trend_x4_w0_x1c_sma20_swap_corr0.85_tranche_sl2.5_q750b0.05s0.6nr_sp_lot100_lrc
Ppv3b20x4,archive,m1,,1,1,0,trend_x4_w0_x1c_sma20_swap_corr0.85_tranche_sl2.5_q750b0.2s0.6nr_sp_lot100_lrc
Ppv3x1,archive,m1,,1,1,0,trend_x1_w0_x1c_sma20_swap_corr0.85_tranche_sl2.5_q750b0.1s0.6nr_sp_lot100_lrc
Ppv3x4,archive,m1,,1,1,0,trend_x4_w0_x1c_sma20_swap_corr0.85_tranche_sl2.5_q750b0.1s0.6nr_sp_lot100_lrc
PpvALLx4,archive,m1,,1,1,0,trend_x4_w0_x1c_sma20_swap_corr0.85_tranche_sl2.5_qallb0.1s0.6nr_sp_lot100_lrc
Q010,archive,m1,,0,1,0,trend_x1_w0_x1c_sma20_swap_corr0.85_tranche_sl2.5_sp_lot100_lrc_Q010
Q020,archive,m1,,0,1,0,trend_x1_w0_x1c_sma20_swap_corr0.85_tranche_sl2.5_sp_lot100_lrc_Q020
Q03,archive,m1,,23,23,0,trend_x1_w0_x1c_sma20_swap_corr0.85_tranche_sl2.5_sp_lot100_lrc
Q05,archive,m1,,23,23,0,trend_x1_w0_x1c_sma20_swap_corr0.85_tranche_sl2.5_sp_lot100_lrc
Q10,archive,m1,,23,23,0,trend_x1_w0_x1c_sma20_swap_corr0.85_tranche_sl2.5_sp_lot100_lrc
Q10SW,archive,m1,,23,23,0,trend_x1_w0_x1c_sma20_swap_corr0.85_tranche_sl2.5_sp_lot100_lrc
Q15,archive,m1,,23,23,0,trend_x1_w0_x1c_sma20_swap_corr0.85_tranche_sl2.5_sp_lot100_lrc
Q20,archive,m1,,23,24,0,trend_x1_w0_x1c_sma20_swap_corr0.85_tranche_sl2.5_sp_lot100_lrc_Q20
Q30,archive,m1,,23,23,0,trend_x1_w0_x1c_sma20_swap_corr0.85_tranche_sl2.5_sp_lot100_lrc
Q50,archive,m1,,23,23,0,trend_x1_w0_x1c_sma20_swap_corr0.85_tranche_sl2.5_sp_lot100_lrc
QEX,archive,m1,,23,24,0,trend_x1_w0_x1c_sma20_swap_corr0.85_tranche_sl2.5_sp_lot100_lrc_QEX
QEXEMPT,archive,m1,,23,23,0,trend_x5_w0.0507_x1c_sma20_swap_corr0.7_tranche_sl2.5548_addma_swk20_sp_lot100_lrc
QUOTA5,archive,m1,,23,23,0,trend_x5_w0.0507_x1c_sma20_swap_corr0.7_tranche_sl2.5548_addma_swk20_sp_lot100_lrc
R005,archive,m1,,23,46,23,trend_x5_w0.0657_x1c_dtax_sma20_swap_corr0.7_tranche_slmin_gs1.25_ma60stop_addma_swk20_cap0.6_sp_relm_lot100_lrc
R010,archive,m1,,23,46,23,trend_x5_w0.0657_x1c_dtax_sma20_swap_corr0.7_tranche_slmin_gs1.25_ma60stop_addma_swk20_cap0.6_sp_relm_lot100_lrc
R020,archive,m1,,23,46,23,trend_x5_w0.0657_x1c_dtax_sma20_swap_corr0.7_tranche_slmin_gs1.25_ma60stop_addma_swk20_cap0.6_sp_relm_lot100_lrc
R025,archive,m1,,23,46,23,trend_x5_w0.0657_x1c_dtax_sma20_swap_corr0.7_tranche_slmin_gs1.25_ma60stop_addma_swk20_cap0.6_sp_relm_lot100_lrc
R035,archive,m1,,23,46,23,trend_x5_w0.0657_x1c_dtax_sma20_swap_corr0.7_tranche_slmin_gs1.25_ma60stop_addma_swk20_cap0.6_sp_relm_lot100_lrc
R10,archive,m1,,0,1,0,trend_x1_w0_x1c_sma20_swap_corr0.85_tranche_sl2.5_addma_nvs_swk20_cap0.15_sp_lot100_lrc_R10
R100,archive,m1,,23,23,0,trend_x5_w0.0566_x1c_sma20_swap_corr0.7_tranche_slmin_skipma60_sl2.5008_addma_swk20_sp_lot100_lrc
R120,archive,m1,,23,23,0,trend_x5_w0.0566_x1c_sma20_swap_corr0.7_tranche_slmin_skipma60_sl2.5008_addma_swk20_sp_lot100_lrc
R1437,archive,m1,,23,46,23,trend_x5_w0.0657_x1c_dtax_sma20_swap_corr0.7_tranche_slmin_gs1.25_ma60stop_addma_swk20_cap0.6_sp_relm_lot100_lrc
R20,archive,m1,,23,23,0,trend_x5_w0.0566_x1c_sma20_swap_corr0.7_tranche_slmin_skipma60_sl2.5008_addma_swk20_sp_lot100_lrc
R2L,archive,m1,,23,23,0,trend_x1.5_w0_x1c_sma20_swap_corr0.85_tranche_sl2.5786_addma_swk20_cap0.2_sp_lot100_lrc
R2SUB,archive,m1,,23,23,0,trend_x1.5_w0_x1c_sma20_swap_corr0.85_tranche_sl2.5786_addma_swk20_cap0.2_sp_lot100_lrc
R30,archive,m1,,23,23,0,trend_x5_w0.0566_x1c_sma20_swap_corr0.7_tranche_slmin_skipma60_sl2.5008_addma_swk20_sp_lot100_lrc
R40,archive,m1,,23,23,0,trend_x5_w0.0566_x1c_sma20_swap_corr0.7_tranche_slmin_skipma60_sl2.5008_addma_swk20_sp_lot100_lrc
R50,archive,m1,,23,23,0,trend_x5_w0.0566_x1c_sma20_swap_corr0.7_tranche_slmin_skipma60_sl2.5008_addma_swk20_sp_lot100_lrc
R60,archive,m1,,23,23,0,trend_x5_w0.0566_x1c_sma20_swap_corr0.7_tranche_slmin_skipma60_sl2.5008_addma_swk20_sp_lot100_lrc
R63,archive,m1,,23,23,0,trend_x5_w0.0566_x1c_sma20_swap_corr0.7_tranche_slmin_skipma60_sl2.5008_addma_swk20_sp_lot100_lrc
