market_type,security_code,symbol,exchange,security_name,listed_company_name,industry,current_attention_class,current_quality_tier,current_quality_tier_label,current_strategy_tag,latest_report_date,latest_report_type,last_quality_review_date,queue_priority,queue_reasons,required_authoritative_sources,as_of,generated_at_utc
A_SHARE,000951,000951.SZ,SZSE,中国重汽,中国重汽,C 制造业,worth_attention,L2,,C-GARP成长型,2026-06-30,中报,2026-08-30,high,l1_l2_routine_quarterly_review;revenue_yoy_abs_ge_30pct,latest_annual_report;latest_interim_or_quarterly_report;official_announcement_or_ir;reputable_research_report_when_available,2026-08-31,2026-08-30T17:32:17+00:00
A_SHARE,000975,000975.SZ,SZSE,山金国际,山金国际,B 采矿业,worth_attention,L2,,F 资源NAV型,2026-06-30,中报,2026-08-23,high,l1_l2_routine_quarterly_review;profit_yoy_abs_ge_50pct;high_net_margin,latest_annual_report;latest_interim_or_quarterly_report;official_announcement_or_ir;reputable_research_report_when_available,2026-08-31,2026-08-30T17:32:17+00:00
A_SHARE,000999,000999.SZ,SZSE,华润三九,华润三九,C 制造业,worth_attention,L2,,C-GARP成长型,2026-06-30,中报,2026-08-30,high,l1_l2_routine_quarterly_review;high_gross_margin,latest_annual_report;latest_interim_or_quarterly_report;official_announcement_or_ir;reputable_research_report_when_available,2026-08-31,2026-08-30T17:32:17+00:00
A_SHARE,001232,001232.SZ,SZSE,嘉立创,嘉立创,C 制造业,worth_attention,L2,,C-GARP成长型,2026-06-30,中报,2026-08-30,high,l1_l2_routine_quarterly_review;revenue_yoy_abs_ge_30pct;profit_yoy_abs_ge_50pct,latest_annual_report;latest_interim_or_quarterly_report;official_announcement_or_ir;reputable_research_report_when_available,2026-08-31,2026-08-30T17:32:17+00:00
A_SHARE,002001,002001.SZ,SZSE,新 和 成,新 和 成,C 制造业,worth_attention,L2,,C-GARP成长型,2026-06-30,中报,2026-08-30,high,l1_l2_routine_quarterly_review;high_net_margin,latest_annual_report;latest_interim_or_quarterly_report;official_announcement_or_ir;reputable_research_report_when_available,2026-08-31,2026-08-30T17:32:17+00:00
A_SHARE,002003,002003.SZ,SZSE,伟星股份,伟星股份,C 制造业,worth_attention,L2,,A 现金流复利型,2026-06-30,中报,2026-08-30,high,l1_l2_routine_quarterly_review,latest_annual_report;latest_interim_or_quarterly_report;official_announcement_or_ir;reputable_research_report_when_available,2026-08-31,2026-08-30T17:32:17+00:00
A_SHARE,002027,002027.SZ,SZSE,分众传媒,分众传媒,L 商务服务,worth_attention,L2,,A-DCF/现金流复利型,2026-06-30,中报,2026-08-30,high,l1_l2_routine_quarterly_review;high_gross_margin;high_net_margin,latest_annual_report;latest_interim_or_quarterly_report;official_announcement_or_ir;reputable_research_report_when_available,2026-08-31,2026-08-30T17:32:17+00:00
A_SHARE,002032,002032.SZ,SZSE,苏 泊 尔,苏 泊 尔,C 制造业,worth_attention,L2,,K-稳态现金分配型,2026-06-30,中报,2026-08-30,high,l1_l2_routine_quarterly_review,latest_annual_report;latest_interim_or_quarterly_report;official_announcement_or_ir;reputable_research_report_when_available,2026-08-31,2026-08-30T17:32:17+00:00
A_SHARE,002050,002050.SZ,SZSE,三花智控,三花智控,C 制造业,worth_attention,L2,,C-GARP成长型,2026-06-30,中报,2026-08-30,high,l1_l2_routine_quarterly_review,latest_annual_report;latest_interim_or_quarterly_report;official_announcement_or_ir;reputable_research_report_when_available,2026-08-31,2026-08-30T17:32:17+00:00
A_SHARE,002128,002128.SZ,SZSE,电投能源,电投能源,B 采矿业,worth_attention,L2,,F-垄断资源型,2026-06-30,中报,2026-08-30,high,l1_l2_routine_quarterly_review;high_net_margin,latest_annual_report;latest_interim_or_quarterly_report;official_announcement_or_ir;reputable_research_report_when_available,2026-08-31,2026-08-30T17:32:17+00:00
A_SHARE,002130,002130.SZ,SZSE,沃尔核材,沃尔核材,C 制造业,worth_attention,L2,,D-产业链爆发/关键瓶颈型,2026-06-30,中报,2026-08-30,high,l1_l2_routine_quarterly_review,latest_annual_report;latest_interim_or_quarterly_report;official_announcement_or_ir;reputable_research_report_when_available,2026-08-31,2026-08-30T17:32:17+00:00
A_SHARE,002138,002138.SZ,SZSE,顺络电子,顺络电子,C 制造业,worth_attention,L2,,C-GARP成长型,2026-06-30,中报,2026-08-01,high,l1_l2_routine_quarterly_review,latest_annual_report;latest_interim_or_quarterly_report;official_announcement_or_ir;reputable_research_report_when_available,2026-08-31,2026-08-30T17:32:17+00:00
A_SHARE,002142,002142.SZ,SZSE,宁波银行,宁波银行,J 金融业,worth_attention,L2,,J-金融资本型,2026-06-30,中报,2026-08-30,high,l1_l2_routine_quarterly_review;high_net_margin,latest_annual_report;latest_interim_or_quarterly_report;official_announcement_or_ir;reputable_research_report_when_available,2026-08-31,2026-08-30T17:32:17+00:00
A_SHARE,002158,002158.SZ,SZSE,汉钟精机,汉钟精机,C 制造业,worth_attention,L2,,C-GARP成长型,2026-06-30,中报,2026-08-30,high,l1_l2_routine_quarterly_review,latest_annual_report;latest_interim_or_quarterly_report;official_announcement_or_ir;reputable_research_report_when_available,2026-08-31,2026-08-30T17:32:17+00:00
A_SHARE,002179,002179.SZ,SZSE,中航光电,中航光电,C 制造业,worth_attention,L2,,D-产业链爆发/关键瓶颈型,2026-06-30,中报,2026-08-30,high,l1_l2_routine_quarterly_review,latest_annual_report;latest_interim_or_quarterly_report;official_announcement_or_ir;reputable_research_report_when_available,2026-08-31,2026-08-30T17:32:17+00:00
A_SHARE,002222,002222.SZ,SZSE,福晶科技,福晶科技,C 制造业,worth_attention,L2,,C-GARP成长型,2026-06-30,中报,2026-08-30,high,l1_l2_routine_quarterly_review;revenue_yoy_abs_ge_30pct;high_gross_margin;high_net_margin,latest_annual_report;latest_interim_or_quarterly_report;official_announcement_or_ir;reputable_research_report_when_available,2026-08-31,2026-08-30T17:32:17+00:00
A_SHARE,002223,002223.SZ,SZSE,鱼跃医疗,鱼跃医疗,C 制造业,worth_attention,L2,,C-GARP成长型,2026-06-30,中报,2026-08-30,high,l1_l2_routine_quarterly_review;high_gross_margin,latest_annual_report;latest_interim_or_quarterly_report;official_announcement_or_ir;reputable_research_report_when_available,2026-08-31,2026-08-30T17:32:17+00:00
A_SHARE,002262,002262.SZ,SZSE,恩华药业,恩华药业,C 制造业,worth_attention,L2,,C-GARP成长型,2026-06-30,中报,2026-08-30,high,l1_l2_routine_quarterly_review;high_gross_margin;high_net_margin,latest_annual_report;latest_interim_or_quarterly_report;official_announcement_or_ir;reputable_research_report_when_available,2026-08-31,2026-08-30T17:32:17+00:00
A_SHARE,002270,002270.SZ,SZSE,华明装备,华明装备,C 制造业,worth_attention,L2,,C-GARP成长型,2026-06-30,中报,2026-08-30,high,l1_l2_routine_quarterly_review;high_gross_margin;high_net_margin,latest_annual_report;latest_interim_or_quarterly_report;official_announcement_or_ir;reputable_research_report_when_available,2026-08-31,2026-08-30T17:32:17+00:00
A_SHARE,002273,002273.SZ,SZSE,水晶光电,水晶光电,C 制造业,worth_attention,L2,,D-产业链爆发/关键瓶颈型,2026-06-30,中报,2026-08-30,high,l1_l2_routine_quarterly_review,latest_annual_report;latest_interim_or_quarterly_report;official_announcement_or_ir;reputable_research_report_when_available,2026-08-31,2026-08-30T17:32:17+00:00
A_SHARE,002287,002287.SZ,SZSE,奇正藏药,奇正藏药,C 制造业,worth_attention,L2,,C-品牌与临床资产型,2026-06-30,中报,2026-08-30,high,l1_l2_routine_quarterly_review;high_gross_margin;high_net_margin,latest_annual_report;latest_interim_or_quarterly_report;official_announcement_or_ir;reputable_research_report_when_available,2026-08-31,2026-08-30T17:32:17+00:00
A_SHARE,002311,002311.SZ,SZSE,海大集团,海大集团,C 制造业,worth_attention,L2,,C-GARP成长型,2026-06-30,中报,2026-08-30,high,l1_l2_routine_quarterly_review,latest_annual_report;latest_interim_or_quarterly_report;official_announcement_or_ir;reputable_research_report_when_available,2026-08-31,2026-08-30T17:32:17+00:00
A_SHARE,002352,002352.SZ,SZSE,顺丰控股,顺丰控股,G 运输仓储,worth_attention,L2,,C-GARP成长型,2026-06-30,中报,2026-08-30,high,l1_l2_routine_quarterly_review,latest_annual_report;latest_interim_or_quarterly_report;official_announcement_or_ir;reputable_research_report_when_available,2026-08-31,2026-08-30T17:32:17+00:00
A_SHARE,002371,002371.SZ,SZSE,北方华创,北方华创,C 制造业,worth_attention,L1,,D-产业链爆发/关键瓶颈型,2026-06-30,中报,2026-08-30,high,l1_l2_routine_quarterly_review,latest_annual_report;latest_interim_or_quarterly_report;official_announcement_or_ir;reputable_research_report_when_available,2026-08-31,2026-08-30T17:32:17+00:00
A_SHARE,002372,002372.SZ,SZSE,伟星新材,伟星新材,C 制造业,worth_attention,L2,,A-DCF/现金流复利型,2026-06-30,中报,2026-08-30,high,l1_l2_routine_quarterly_review;high_net_margin,latest_annual_report;latest_interim_or_quarterly_report;official_announcement_or_ir;reputable_research_report_when_available,2026-08-31,2026-08-30T17:32:17+00:00
A_SHARE,002379,002379.SZ,SZSE,宏桥控股,宏桥控股,C 制造业,worth_attention,L2,,A 现金流复利型,2026-06-30,中报,2026-08-23,high,l1_l2_routine_quarterly_review;profit_yoy_abs_ge_50pct,latest_annual_report;latest_interim_or_quarterly_report;official_announcement_or_ir;reputable_research_report_when_available,2026-08-31,2026-08-30T17:32:17+00:00
A_SHARE,002409,002409.SZ,SZSE,雅克科技,雅克科技,C 制造业,worth_attention,L2,,D-产业链爆发/关键瓶颈型,2026-06-30,中报,2026-08-30,high,l1_l2_routine_quarterly_review,latest_annual_report;latest_interim_or_quarterly_report;official_announcement_or_ir;reputable_research_report_when_available,2026-08-31,2026-08-30T17:32:17+00:00
A_SHARE,002415,002415.SZ,SZSE,海康威视,海康威视,C 制造业,worth_attention,L2,,C-GARP成长型,2026-06-30,中报,2026-08-01,high,l1_l2_routine_quarterly_review;high_gross_margin,latest_annual_report;latest_interim_or_quarterly_report;official_announcement_or_ir;reputable_research_report_when_available,2026-08-31,2026-08-30T17:32:17+00:00
A_SHARE,002463,002463.SZ,SZSE,沪电股份,沪电股份,C 制造业,worth_attention,L2,,D-产业链爆发/关键瓶颈型,2026-06-30,中报,2026-08-30,high,l1_l2_routine_quarterly_review;revenue_yoy_abs_ge_30pct;profit_yoy_abs_ge_50pct;high_net_margin,latest_annual_report;latest_interim_or_quarterly_report;official_announcement_or_ir;reputable_research_report_when_available,2026-08-31,2026-08-30T17:32:17+00:00
A_SHARE,002466,002466.SZ,SZSE,天齐锂业,天齐锂业,C 制造业,worth_attention,L2,,F-垄断资源型,2026-06-30,中报,2026-08-30,high,l1_l2_routine_quarterly_review;revenue_yoy_abs_ge_30pct;profit_yoy_abs_ge_50pct;high_gross_margin;high_net_margin,latest_annual_report;latest_interim_or_quarterly_report;official_announcement_or_ir;reputable_research_report_when_available,2026-08-31,2026-08-30T17:32:17+00:00
A_SHARE,002475,002475.SZ,SZSE,立讯精密,立讯精密,C 制造业,worth_attention,L2,,D-产业链爆发/关键瓶颈型,2026-06-30,中报,2026-08-30,high,l1_l2_routine_quarterly_review;revenue_yoy_abs_ge_30pct,latest_annual_report;latest_interim_or_quarterly_report;official_announcement_or_ir;reputable_research_report_when_available,2026-08-31,2026-08-30T17:32:17+00:00
A_SHARE,002484,002484.SZ,SZSE,江海股份,江海股份,C 制造业,worth_attention,L2,,D-产业链爆发/关键瓶颈型,2026-06-30,中报,2026-08-30,high,l1_l2_routine_quarterly_review,latest_annual_report;latest_interim_or_quarterly_report;official_announcement_or_ir;reputable_research_report_when_available,2026-08-31,2026-08-30T17:32:17+00:00
A_SHARE,002532,002532.SZ,SZSE,天山铝业,天山铝业,C 制造业,worth_attention,L2,,F-垄断资源型,2026-06-30,中报,2026-08-30,high,l1_l2_routine_quarterly_review;profit_yoy_abs_ge_50pct;high_net_margin,latest_annual_report;latest_interim_or_quarterly_report;official_announcement_or_ir;reputable_research_report_when_available,2026-08-31,2026-08-30T17:32:17+00:00
A_SHARE,002568,002568.SZ,SZSE,百润股份,百润股份,C 制造业,worth_attention,L2,,x,2026-06-30,中报,2026-08-09,high,l1_l2_routine_quarterly_review;high_gross_margin;high_net_margin,latest_annual_report;latest_interim_or_quarterly_report;official_announcement_or_ir;reputable_research_report_when_available,2026-08-31,2026-08-30T17:32:17+00:00
A_SHARE,002594,002594.SZ,SZSE,比亚迪,比亚迪,C 制造业,worth_attention,L2,,D-产业链爆发/关键瓶颈型,2026-06-30,中报,2026-08-30,high,l1_l2_routine_quarterly_review,latest_annual_report;latest_interim_or_quarterly_report;official_announcement_or_ir;reputable_research_report_when_available,2026-08-31,2026-08-30T17:32:17+00:00
A_SHARE,002595,002595.SZ,SZSE,豪迈科技,豪迈科技,C 制造业,worth_attention,L2,,C-GARP成长型,2026-06-30,中报,2026-08-30,high,l1_l2_routine_quarterly_review,latest_annual_report;latest_interim_or_quarterly_report;official_announcement_or_ir;reputable_research_report_when_available,2026-08-31,2026-08-30T17:32:17+00:00
A_SHARE,002648,002648.SZ,SZSE,卫星化学,卫星化学,C 制造业,worth_attention,L2,,F-垄断资源型,2026-06-30,中报,2026-08-30,high,l1_l2_routine_quarterly_review;revenue_yoy_abs_ge_30pct;profit_yoy_abs_ge_50pct;high_net_margin,latest_annual_report;latest_interim_or_quarterly_report;official_announcement_or_ir;reputable_research_report_when_available,2026-08-31,2026-08-30T17:32:17+00:00
A_SHARE,002683,002683.SZ,SZSE,广东宏大,广东宏大,B 采矿业,worth_attention,L2,,F-垄断资源型,2026-06-30,中报,2026-08-24,high,l1_l2_routine_quarterly_review;negative_cashflow_to_revenue,latest_annual_report;latest_interim_or_quarterly_report;official_announcement_or_ir;reputable_research_report_when_available,2026-08-31,2026-08-30T17:32:17+00:00
A_SHARE,002690,002690.SZ,SZSE,美亚光电,美亚光电,C 制造业,worth_attention,L2,,C-GARP成长型,2026-06-30,中报,2026-08-30,high,l1_l2_routine_quarterly_review;high_gross_margin;high_net_margin,latest_annual_report;latest_interim_or_quarterly_report;official_announcement_or_ir;reputable_research_report_when_available,2026-08-31,2026-08-30T17:32:17+00:00
A_SHARE,002714,002714.SZ,SZSE,牧原股份,牧原股份,A 农林牧渔,worth_attention,L2,,F-垄断资源型,2026-06-30,中报,2026-08-20,high,l1_l2_routine_quarterly_review;profit_yoy_abs_ge_50pct,latest_annual_report;latest_interim_or_quarterly_report;official_announcement_or_ir;reputable_research_report_when_available,2026-08-31,2026-08-30T17:32:17+00:00
A_SHARE,002837,002837.SZ,SZSE,英维克,英维克,C 制造业,worth_attention,L2,,D-产业链爆发/关键瓶颈型,2026-06-30,中报,2026-08-30,high,l1_l2_routine_quarterly_review,latest_annual_report;latest_interim_or_quarterly_report;official_announcement_or_ir;reputable_research_report_when_available,2026-08-31,2026-08-30T17:32:17+00:00
A_SHARE,002906,002906.SZ,SZSE,华阳集团,华阳集团,C 制造业,worth_attention,L2,,C-GARP成长型,2026-06-30,中报,2026-08-30,high,l1_l2_routine_quarterly_review;revenue_yoy_abs_ge_30pct,latest_annual_report;latest_interim_or_quarterly_report;official_announcement_or_ir;reputable_research_report_when_available,2026-08-31,2026-08-30T17:32:17+00:00
A_SHARE,002916,002916.SZ,SZSE,深南电路,深南电路,C 制造业,worth_attention,L2,,D-产业链爆发/关键瓶颈型,2026-06-30,中报,2026-08-30,high,l1_l2_routine_quarterly_review;revenue_yoy_abs_ge_30pct;profit_yoy_abs_ge_50pct,latest_annual_report;latest_interim_or_quarterly_report;official_announcement_or_ir;reputable_research_report_when_available,2026-08-31,2026-08-30T17:32:17+00:00
A_SHARE,002920,002920.SZ,SZSE,德赛西威,德赛西威,C 制造业,worth_attention,L2,,C-GARP成长型,2026-06-30,中报,2026-08-30,high,l1_l2_routine_quarterly_review,latest_annual_report;latest_interim_or_quarterly_report;official_announcement_or_ir;reputable_research_report_when_available,2026-08-31,2026-08-30T17:32:17+00:00
A_SHARE,002938,002938.SZ,SZSE,鹏鼎控股,鹏鼎控股,C 制造业,worth_attention,L2,,D-产业链爆发/关键瓶颈型,2026-06-30,中报,2026-08-30,high,l1_l2_routine_quarterly_review,latest_annual_report;latest_interim_or_quarterly_report;official_announcement_or_ir;reputable_research_report_when_available,2026-08-31,2026-08-30T17:32:17+00:00
A_SHARE,300015,300015.SZ,SZSE,爱尔眼科,爱尔眼科,Q 卫生,worth_attention,L2,,C-GARP成长型,2026-06-30,中报,2026-08-30,high,l1_l2_routine_quarterly_review;high_gross_margin,latest_annual_report;latest_interim_or_quarterly_report;official_announcement_or_ir;reputable_research_report_when_available,2026-08-31,2026-08-30T17:32:17+00:00
A_SHARE,300033,300033.SZ,SZSE,同花顺,同花顺,J 金融业,worth_attention,L2,,C-GARP成长型,2026-06-30,中报,2026-08-30,high,l1_l2_routine_quarterly_review;revenue_yoy_abs_ge_30pct;profit_yoy_abs_ge_50pct;high_gross_margin;high_net_margin,latest_annual_report;latest_interim_or_quarterly_report;official_announcement_or_ir;reputable_research_report_when_available,2026-08-31,2026-08-30T17:32:17+00:00
A_SHARE,300054,300054.SZ,SZSE,鼎龙股份,鼎龙股份,C 制造业,worth_attention,L2,,D-产业链爆发/关键瓶颈型,2026-06-30,中报,2026-08-30,high,l1_l2_routine_quarterly_review;profit_yoy_abs_ge_50pct;high_gross_margin;high_net_margin,latest_annual_report;latest_interim_or_quarterly_report;official_announcement_or_ir;reputable_research_report_when_available,2026-08-31,2026-08-30T17:32:17+00:00
A_SHARE,300059,300059.SZ,SZSE,东方财富,东方财富,J 金融业,worth_attention,L2,,C-GARP成长型,2026-06-30,中报,2026-08-30,high,l1_l2_routine_quarterly_review;revenue_yoy_abs_ge_30pct;high_gross_margin;high_net_margin,latest_annual_report;latest_interim_or_quarterly_report;official_announcement_or_ir;reputable_research_report_when_available,2026-08-31,2026-08-30T17:32:17+00:00
A_SHARE,300124,300124.SZ,SZSE,汇川技术,汇川技术,C 制造业,worth_attention,L2,,C-GARP成长型,2026-06-30,中报,2026-08-30,high,l1_l2_routine_quarterly_review,latest_annual_report;latest_interim_or_quarterly_report;official_announcement_or_ir;reputable_research_report_when_available,2026-08-31,2026-08-30T17:32:17+00:00
A_SHARE,300274,300274.SZ,SZSE,阳光电源,阳光电源,C 制造业,worth_attention,L2,,C-GARP成长型,2026-06-30,中报,2026-08-30,high,l1_l2_routine_quarterly_review,latest_annual_report;latest_interim_or_quarterly_report;official_announcement_or_ir;reputable_research_report_when_available,2026-08-31,2026-08-30T17:32:17+00:00
A_SHARE,300308,300308.SZ,SZSE,中际旭创,中际旭创,C 制造业,worth_attention,L2,,D-产业链爆发/关键瓶颈型,2026-06-30,中报,2026-08-30,high,l1_l2_routine_quarterly_review;revenue_yoy_abs_ge_30pct;profit_yoy_abs_ge_50pct;high_gross_margin;high_net_margin,latest_annual_report;latest_interim_or_quarterly_report;official_announcement_or_ir;reputable_research_report_when_available,2026-08-31,2026-08-30T17:32:17+00:00
A_SHARE,300316,300316.SZ,SZSE,晶盛机电,晶盛机电,C 制造业,worth_attention,L2,,E-落难白马型,2026-06-30,中报,2026-08-30,high,l1_l2_routine_quarterly_review;revenue_yoy_abs_ge_30pct;profit_yoy_abs_ge_50pct,latest_annual_report;latest_interim_or_quarterly_report;official_announcement_or_ir;reputable_research_report_when_available,2026-08-31,2026-08-30T17:32:17+00:00
A_SHARE,300346,300346.SZ,SZSE,南大光电,南大光电,C 制造业,worth_attention,L2,,D-产业链爆发/关键瓶颈型,2026-06-30,中报,2026-08-30,high,l1_l2_routine_quarterly_review,latest_annual_report;latest_interim_or_quarterly_report;official_announcement_or_ir;reputable_research_report_when_available,2026-08-31,2026-08-30T17:32:17+00:00
A_SHARE,300357,300357.SZ,SZSE,我武生物,我武生物,C 制造业,worth_attention,L2,,C-GARP成长型,2026-06-30,中报,2026-08-30,high,l1_l2_routine_quarterly_review;high_gross_margin;high_net_margin,latest_annual_report;latest_interim_or_quarterly_report;official_announcement_or_ir;reputable_research_report_when_available,2026-08-31,2026-08-30T17:32:17+00:00
A_SHARE,300394,300394.SZ,SZSE,天孚通信,天孚通信,C 制造业,worth_attention,L2,,D-产业链爆发/关键瓶颈型,2026-06-30,中报,2026-08-30,high,l1_l2_routine_quarterly_review;high_gross_margin;high_net_margin,latest_annual_report;latest_interim_or_quarterly_report;official_announcement_or_ir;reputable_research_report_when_available,2026-08-31,2026-08-30T17:32:17+00:00
A_SHARE,300408,300408.SZ,SZSE,三环集团,三环集团,C 制造业,worth_attention,L2,,C-GARP成长型,2026-06-30,中报,2026-08-30,high,l1_l2_routine_quarterly_review;revenue_yoy_abs_ge_30pct;profit_yoy_abs_ge_50pct;high_net_margin,latest_annual_report;latest_interim_or_quarterly_report;official_announcement_or_ir;reputable_research_report_when_available,2026-08-31,2026-08-30T17:32:17+00:00
A_SHARE,300415,300415.SZ,SZSE,伊之密,伊之密,C 制造业,worth_attention,L2,,C-GARP成长型,2026-06-30,中报,2026-08-30,high,l1_l2_routine_quarterly_review,latest_annual_report;latest_interim_or_quarterly_report;official_announcement_or_ir;reputable_research_report_when_available,2026-08-31,2026-08-30T17:32:17+00:00
