security_code,security_name,quality_tier,n_fwd3,spearman_fwd3,fair_pv_fwd3,median_pv,share_below_buy
002714,牧原股份,L2,101,-0.054,26.453,2.048,0.022
002807,,NA,24,-0.917,2.171,0.963,0.472
002812,,NA,28,-0.889,,2.962,0.189
002833,,NA,63,-0.367,1.140,1.611,0.226
002837,,NA,0,,,10.501,0.000
002839,,NA,5,,,0.898,0.714
002841,,NA,76,0.212,,3.036,0.037
002901,,NA,40,-0.910,1.428,1.956,0.000
002906,,NA,0,,,1.818,0.000
002916,深南电路,L2,0,,,4.405,0.000
002920,德赛西威,L2,16,-0.559,,2.499,0.000
002936,,NA,26,-0.268,,1.892,0.000
002938,鹏鼎控股,L2,0,,,2.427,0.000
002948,,NA,41,-0.856,1.125,1.135,0.128
002958,,NA,37,-0.388,0.811,1.443,0.000
002966,,NA,24,-0.824,1.577,1.445,0.415
300015,爱尔眼科,L2,101,-0.478,9.154,6.200,0.000
300033,同花顺,L2,136,-0.790,7.938,4.053,0.000
300034,,NA,0,,,2.996,0.000
300054,鼎龙股份,L2,0,,,7.198,0.000
300059,东方财富,L2,29,-0.779,1.480,1.278,0.246
300124,汇川技术,L2,135,-0.466,6.121,3.250,0.000
300144,,NA,84,-0.147,,2.806,0.000
300146,,NA,63,-0.570,2.927,2.849,0.000
300274,阳光电源,L2,16,-0.071,,2.102,0.077
300308,中际旭创,L2,16,-0.674,,4.438,0.000
300316,晶盛机电,L2,16,-0.609,,1.569,0.231
300346,,NA,0,,,5.438,0.000
300357,我武生物,L2,53,-0.477,1.999,5.090,0.000
300360,,NA,0,,,0.945,0.471
300394,天孚通信,L2,29,-0.102,,5.259,0.000
300395,菲利华,L3,29,-0.577,4.080,3.886,0.000
300408,三环集团,L2,88,-0.345,3.083,2.755,0.000
300415,伊之密,L2,0,,,1.158,0.000
300435,,NA,0,,,1.102,0.379
300470,中密控股,L2,16,-0.897,,1.763,0.000
300476,,NA,0,,,9.142,0.000
300487,蓝晓科技,L2,16,-0.629,,3.604,0.000
300502,新易盛,L2,4,,,4.597,0.000
300529,健帆生物,L2,53,-0.539,,2.429,0.000
300573,,NA,0,,,4.532,0.000
300595,,NA,40,-0.200,,3.627,0.000
300604,长川科技,L2,0,,,6.007,0.000
300627,华测导航,L2,29,-0.594,3.479,2.871,0.000
300628,亿联网络,L2,77,-0.673,3.611,2.664,0.000
300661,圣邦股份,L2,29,-0.946,5.667,7.242,0.000
300685,艾德生物,L2,16,-0.291,,2.241,0.000
300699,光威复材,L2,53,-0.637,1.876,3.395,0.000
300750,宁德时代,L1,53,-0.917,5.344,2.728,0.000
300759,康龙化成,L3,29,-0.954,1.453,2.469,0.000
300760,迈瑞医疗,L2,53,-0.119,2.282,4.713,0.000
300776,帝尔激光,L2,16,-0.865,,2.798,0.000
300782,,NA,40,-0.288,,2.393,0.000
300811,铂科新材,L2,0,,,3.843,0.000
300832,新产业,L2,16,-0.782,,2.651,0.000
300866,安克创新,L2,29,-0.840,2.700,2.184,0.000
300896,爱美客,L2,29,0.293,,4.537,0.000
300910,瑞丰新材,L2,4,,,1.582,0.025
301498,,NA,0,,,3.181,0.000
301589,诺瓦星云,L2,0,,,1.560,0.000
600000,,NA,162,-0.323,1.288,1.399,0.180
600007,中国国贸,L2,0,,,1.295,0.000
600009,,NA,181,-0.551,1.552,1.895,0.033
600015,,NA,160,-0.543,1.364,1.782,0.113
600016,,NA,158,0.270,,1.858,0.203
600031,三一重工,L2,124,0.026,,1.349,0.244
600036,招商银行,L2,164,-0.623,2.086,1.407,0.205
600066,宇通客车,L2,136,-0.443,1.268,1.069,0.395
600085,同仁堂,L2,224,-0.561,2.890,2.693,0.000
600132,重庆啤酒,L2,4,,,2.877,0.000
600160,巨化股份,L1,4,,,4.002,0.000
600176,中国巨石,L2,41,-0.847,0.931,0.888,0.506
600183,生益科技,L2,0,,,5.310,0.000
600188,,NA,135,-0.123,0.736,1.101,0.407
600271,,NA,122,-0.412,1.659,1.915,0.000
600276,恒瑞医药,L2,224,-0.608,5.659,3.759,0.000
600285,羚锐制药,L2,16,-0.912,,1.922,0.000
600298,安琪酵母,L2,29,-0.833,1.164,1.658,0.000
600309,万华化学,L2,162,-0.515,1.206,0.956,0.475
600315,,NA,69,-0.645,1.179,2.329,0.000
600406,国电南瑞,L1,161,-0.349,4.176,2.112,0.000
600415,小商品城,L1,173,-0.791,2.214,1.815,0.010
600426,华鲁恒升,L2,29,-0.425,,1.096,0.323
600436,片仔癀,L1,151,-0.409,6.538,4.342,0.000
600486,扬农化工,L2,16,-0.374,,1.425,0.038
600519,贵州茅台,L1,223,-0.694,4.511,2.729,0.050
600563,法拉电子,L2,16,-0.868,,2.317,0.000
600566,,NA,60,-0.789,0.924,1.636,0.283
600570,恒生电子,L2,172,-0.314,7.544,5.264,0.000
600585,,NA,208,0.005,,0.847,0.577
600588,,NA,107,-0.535,5.677,3.869,0.000
600600,青岛啤酒,L2,161,-0.355,2.037,2.021,0.000
600660,福耀玻璃,L1,223,-0.563,1.767,1.160,0.278
600690,海尔智家,L2,98,-0.639,1.502,1.251,0.142
600717,,NA,16,-0.050,,1.517,0.000
600750,华润江中,L2,155,-0.712,1.629,1.810,0.010
600763,,NA,49,-0.411,,10.550,0.000
600809,山西汾酒,L1,126,-0.612,3.475,3.258,0.000
600862,中航高科,L1,41,-0.256,,3.457,0.000
600885,宏发股份,L2,113,-0.753,2.631,2.116,0.000
600887,伊利股份,L2,196,-0.399,3.816,1.880,0.000
600897,,NA,169,-0.734,0.944,1.150,0.343
600900,长江电力,L1,76,-0.106,3.413,1.593,0.000
600908,,NA,77,-0.793,1.208,1.579,0.061
600919,,NA,78,-0.907,1.324,0.953,0.474
600926,,NA,76,-0.230,2.737,1.837,0.071
600928,,NA,40,-0.951,0.773,1.171,0.115
600938,中国海油,L2,13,0.236,,0.690,0.878
600970,中材国际,L2,0,,,0.609,1.000
600988,,NA,0,,,2.950,0.000
600989,宝丰能源,L2,16,0.285,,1.267,0.077
600993,马应龙,L2,173,-0.516,1.920,2.136,0.000
601009,,NA,152,-0.299,2.195,1.205,0.233
601077,,NA,37,-0.933,0.971,0.892,0.568
601088,中国神华,L1,155,-0.448,0.684,0.826,0.621
601100,恒立液压,L2,15,-0.571,,2.590,0.000
601128,,NA,77,-0.796,1.561,1.845,0.009
601138,工业富联,L2,0,,,1.803,0.000
601166,,NA,163,-0.003,,1.419,0.255
601169,,NA,162,-0.270,0.970,1.327,0.339
601187,,NA,28,-0.903,1.209,0.939,0.508
601225,陕西煤业,L2,87,-0.696,1.724,0.892,0.605
601229,,NA,76,-0.650,0.978,0.894,0.549
601288,农业银行,L3,137,-0.795,1.042,0.952,0.454
601318,中国平安,L2,146,0.293,,3.936,0.007
601328,,NA,163,-0.582,1.044,1.051,0.397
601398,工商银行,L3,163,-0.853,1.059,0.996,0.405
601515,,NA,120,-0.434,1.049,1.434,0.000
601528,,NA,17,-0.885,,1.274,0.111
601577,,NA,53,-0.944,1.148,1.054,0.256
601658,,NA,41,-0.721,0.948,0.900,0.551
601665,,NA,16,-0.794,,1.011,0.340
601818,,NA,148,-0.165,,1.070,0.400
601825,,NA,15,-0.682,,0.783,0.981
601838,成都银行,L2,52,-0.366,2.053,1.034,0.494
601857,,NA,109,-0.652,0.521,1.174,0.248
601860,,NA,41,-0.891,1.141,1.554,0.000
601888,,NA,63,-0.722,3.789,3.487,0.000
601899,紫金矿业,L2,75,-0.750,5.416,1.786,0.054
601916,,NA,31,-0.175,,0.906,0.564
601939,建设银行,L3,163,-0.855,1.107,1.016,0.390
601958,,NA,0,,,2.130,0.000
601963,,NA,16,-0.209,,0.913,0.642
601965,中国汽研,L2,0,,,1.449,0.000
601988,,NA,163,-0.864,1.043,0.982,0.425
601997,,NA,76,-0.671,,1.124,0.380
601998,,NA,142,-0.715,1.266,1.185,0.335
603067,振华股份,L2,3,,,1.194,0.150
603129,春风动力,L2,3,,,1.982,0.000
603156,养元饮品,L3,52,-0.393,0.586,1.304,0.090
603160,,NA,48,-0.725,1.231,3.092,0.000
603195,公牛集团,L2,40,-0.453,,2.533,0.000
603259,药明康德,L2,52,-0.848,2.805,1.962,0.045
603279,景津装备,L2,15,-0.100,,1.368,0.077
603288,海天味业,L2,112,-0.670,5.433,4.043,0.000
603323,,NA,55,-0.764,0.991,1.490,0.054
603369,今世缘,L2,52,-0.140,1.604,2.371,0.067
603392,,NA,15,0.421,,2.838,0.000
603501,豪威集团,L2,15,-0.932,,2.736,0.000
603505,金石资源,L1,28,-0.912,3.409,4.024,0.000
603508,思维列控,L2,15,0.314,,1.387,0.077
603529,爱玛科技,L2,3,,,1.353,0.200
603556,,NA,0,,,1.292,0.000
603605,,NA,28,0.166,,3.321,0.000
603606,东方电缆,L3,28,-0.611,1.928,2.504,0.000
603806,福斯特,L2,87,-0.840,2.671,1.931,0.000
603868,,NA,75,-0.907,2.452,2.882,0.000
603899,,NA,87,-0.184,3.461,3.444,0.000
603993,洛阳钼业,L2,52,-0.754,4.560,1.622,0.236
605305,中际联合,L2,15,-0.793,,1.352,0.000
605499,东鹏饮料,L2,25,-0.366,6.272,3.785,0.000
688008,澜起科技,L1,28,-0.724,4.625,4.291,0.000
688012,中微公司,L2,3,,,3.568,0.000
688018,乐鑫科技,L2,0,,,5.587,0.000
688019,安集科技,L2,3,,,3.475,0.000
688041,海光信息,L2,0,,,13.015,0.000
688072,拓荆科技,L2,0,,,9.237,0.000
688082,盛美上海,L2,3,,,3.377,0.000
688100,,NA,0,,,2.260,0.000
688111,金山办公,L1,15,-0.961,,7.233,0.000
688120,华海清科,L1,0,,,3.115,0.000
688122,西部超导,L1,3,,,2.325,0.000
688188,柏楚电子,L2,15,-0.700,,3.131,0.000
688190,云路股份,L2,0,,,2.472,0.000
688200,华峰测控,L2,15,-0.025,,2.726,0.000
688208,道通科技,L2,0,,,2.740,0.000
688235,百济神州,L2,0,,,5.157,0.000
688256,,NA,0,,,19.091,0.000
688271,联影医疗,L2,0,,,2.978,0.000
688278,特宝生物,L2,15,-0.071,,5.048,0.000
688281,华秦科技,L3,0,,,2.411,0.000
688300,联瑞新材,L2,0,,,3.883,0.000
688301,奕瑞科技,L2,3,,,2.355,0.000
688516,奥特维,L2,3,,,0.955,0.475
688563,,NA,0,,,1.567,0.000
688617,惠泰医疗,L2,3,,,4.439,0.000
688630,,NA,0,,,5.865,0.000
688692,达梦数据,L2,0,,,4.324,0.000
688708,佳驰科技,L2,0,,,2.306,0.000
688775,,NA,0,,,3.759,0.000
688777,中控技术,L3,3,,,2.240,0.000
688981,中芯国际,L3,15,-0.375,,8.389,0.000
689009,,NA,0,,,2.962,0.000
920394,民士达,L2,0,,,3.924,0.000
920982,,NA,0,,,8.040,0.000
