group,arm,metric,level_median,paired_delta_median,positive_starts,finite_starts
full,REPEAT,持仓数中位,6.5,0.0,1,14
full,REPEAT,单票权重中位,0.6326725,0.002682999999999991,9,14
full,REPEAT,单票权重P90,0.738091,0.004605999999999999,11,14
full,REPEAT,单票权重最大,0.9251324999999999,7.550000000000612e-05,7,14
full,REPEAT,前三权重中位,1.4305919999999999,0.007213499999999984,8,14
full,REPEAT,单票超60%天数占比,0.7154105,0.014352000000000031,11,14
full,REPEAT,滚动3年年化中位,0.44860849999999997,-0.016185000000000005,2,14
full,REPEAT,滚动3年回撤中位,0.4316145,0.0013104999999999922,8,14
full,REPEAT,滚动3年Calmar中位,1.065828,-0.04272799999999999,2,14
full,REPEAT,滚动3年Sharpe中位,0.963902,-0.018542999999999976,2,14
full,REPEAT,滚动3年为负的窗口占比,0.0,0.0,2,14
full,REPEAT,滚动5年年化中位,0.45265900000000003,-0.015828499999999995,3,14
full,REPEAT,滚动5年年化P25,0.3917755,-0.013348500000000013,4,14
full,REPEAT,滚动5年年化最差,0.256195,-0.005568999999999991,3,14
full,REPEAT,滚动5年回撤中位,0.4469015,0.0014514999999999945,8,14
full,REPEAT,滚动5年Calmar中位,1.0369355,-0.04523099999999991,2,14
full,REPEAT,滚动5年Sharpe中位,0.9835605,-0.040531500000000054,3,14
full,REPEAT,滚动5年为负的窗口占比,0.0,0.0,0,14
full,REPEAT,滚动5年窗口数,102.0,0.0,0,14
full,REPEAT,互不重叠5年块中位,0.5673079999999999,-0.02755350000000001,3,14
full,REPEAT,滚动10年年化中位,0.43318650000000003,-0.018349999999999977,2,14
full,REPEAT,滚动10年窗口数,42.0,0.0,0,14
full,REPEAT,逐年收益中位,0.398457,-0.014283999999999991,6,14
full,REPEAT,逐年为正比例,0.8,0.0,0,14
full,REPEAT,逐年最差,-0.16848849999999999,-0.0020994999999999903,5,14
full,REPEAT,完整自然年数,12.5,0.0,0,14
full,REPEAT,强平次数,0.0,0.0,0,14
full,REPEAT,最低担保比例,1.8696575,0.00020900000000001473,7,14
full,REPEAT,最低股票同跌缓冲,0.304685,7.80000000000225e-05,7,14
full,REPEAT,最低总资产冲击缓冲,0.304685,7.80000000000225e-05,7,14
full,REPEAT,rf覆盖率,1.0,0.0,0,14
full,REPEAT,年化_交易日口径,0.4323215,-0.022215500000000027,2,14
full,REPEAT,最低担保比例日,20200323.0,0.0,1,14
full,REPEAT,最低股票同跌缓冲日,20200323.0,0.0,1,14
full,REPEAT,滚动5年年化最差窗口末日,20181228.0,0.0,2,14
full,REPEAT,最大回撤起日,20150826.0,0.0,3,14
full,REPEAT,最大回撤止日,20160613.0,0.0,3,14
full,REPEAT,末次净值日,20260828.0,0.0,0,14
full,REPEAT,最低现金,0.0,0.0,0,14
full,REPEAT,负现金日数,0.0,0.0,0,14
full,REPEAT,最低现金日,20135819.5,0.0,2,14
full,REPEAT,滚动5年窗口年化,,-0.017902210799999985,4,14
A,BASE,年化,0.5487055000000001,0.0,0,14
A,BASE,最大回撤,0.4950715,0.0,0,14
A,BASE,Sharpe,1.257836,0.0,0,14
A,BASE,Calmar,1.09753,0.0,0,14
A,BASE,平均仓位,1.5203535000000001,0.0,0,14
A,BASE,年均换手,5.982939,0.0,0,14
A,BASE,持仓数中位,6.75,0.0,0,14
A,BASE,单票权重中位,0.6066940000000001,0.0,0,14
A,BASE,单票权重P90,0.7238640000000001,0.0,0,14
A,BASE,单票权重最大,0.964394,0.0,0,14
A,BASE,前三权重中位,1.345876,0.0,0,14
A,BASE,单票超60%天数占比,0.5593795,0.0,0,14
A,BASE,滚动3年年化中位,0.5175734999999999,0.0,0,14
A,BASE,滚动3年回撤中位,0.41131249999999997,0.0,0,14
A,BASE,滚动3年Calmar中位,1.252142,0.0,0,14
A,BASE,滚动3年Sharpe中位,1.2531185,0.0,0,14
A,BASE,滚动3年为负的窗口占比,0.0,0.0,0,14
A,BASE,滚动5年年化中位,0.6023054999999999,0.0,0,14
A,BASE,滚动5年年化P25,0.43432950000000003,0.0,0,14
A,BASE,滚动5年年化最差,0.241812,0.0,0,14
A,BASE,滚动5年回撤中位,0.487803,0.0,0,14
A,BASE,滚动5年Calmar中位,1.276531,0.0,0,14
A,BASE,滚动5年Sharpe中位,1.2823775,0.0,0,14
A,BASE,滚动5年为负的窗口占比,0.0,0.0,0,14
A,BASE,滚动5年窗口数,102.0,0.0,0,14
A,BASE,互不重叠5年块中位,0.7013294999999999,0.0,0,14
A,BASE,滚动10年年化中位,0.516955,0.0,0,14
A,BASE,滚动10年窗口数,42.0,0.0,0,14
A,BASE,逐年收益中位,0.484476,0.0,0,14
A,BASE,逐年为正比例,0.8,0.0,0,14
A,BASE,逐年最差,-0.259924,0.0,0,14
A,BASE,完整自然年数,12.5,0.0,0,14
A,BASE,强平次数,0.0,0.0,0,14
A,BASE,最低担保比例,1.8840344999999998,0.0,0,14
A,BASE,最低股票同跌缓冲,0.3099915,0.0,0,14
A,BASE,最低总资产冲击缓冲,0.3099915,0.0,0,14
A,BASE,rf覆盖率,1.0,0.0,0,14
A,BASE,年化_交易日口径,0.55043,0.0,0,14
A,BASE,最低担保比例日,20200323.0,0.0,0,14
A,BASE,最低股票同跌缓冲日,20200323.0,0.0,0,14
A,BASE,滚动5年年化最差窗口末日,20190779.5,0.0,0,14
A,BASE,最大回撤起日,20180730.0,0.0,0,14
A,BASE,最大回撤止日,20190103.0,0.0,0,14
A,BASE,末次净值日,20260828.0,0.0,0,14
A,BASE,最低现金,0.0,0.0,0,14
A,BASE,负现金日数,0.0,0.0,0,14
A,BASE,最低现金日,20135814.0,0.0,0,14
A,BASE,滚动5年窗口年化,,0.0,0,14
A,REPEAT,年化,0.5542549999999999,0.003894500000000023,11,14
A,REPEAT,最大回撤,0.495714,-0.0010015000000000163,6,14
A,REPEAT,Sharpe,1.2588965,0.0010605000000000198,9,14
A,REPEAT,Calmar,1.112692,0.010093999999999936,10,14
A,REPEAT,平均仓位,1.520641,-0.0005114999999999981,6,14
A,REPEAT,年均换手,6.333425999999999,0.26187400000000016,13,14
A,REPEAT,持仓数中位,6.25,0.0,3,14
A,REPEAT,单票权重中位,0.607016,0.0009235000000000215,11,14
A,REPEAT,单票权重P90,0.7288030000000001,0.003853000000000051,9,14
A,REPEAT,单票权重最大,0.9592655,-0.0046339999999999715,6,14
A,REPEAT,前三权重中位,1.344289,-0.003037999999999985,4,14
A,REPEAT,单票超60%天数占比,0.5628725,0.0061430000000000096,11,14
A,REPEAT,滚动3年年化中位,0.5271215,0.0018825000000000092,8,14
A,REPEAT,滚动3年回撤中位,0.41777450000000005,0.004136000000000001,9,14
A,REPEAT,滚动3年Calmar中位,1.3115160000000001,-0.003894499999999912,7,14
A,REPEAT,滚动3年Sharpe中位,1.2665585,0.00019800000000003148,7,14
A,REPEAT,滚动3年为负的窗口占比,0.0,0.0,2,14
A,REPEAT,滚动5年年化中位,0.600446,0.0013230000000000464,7,14
A,REPEAT,滚动5年年化P25,0.43930199999999997,-0.002989500000000034,5,14
A,REPEAT,滚动5年年化最差,0.24543150000000002,-0.0015169999999999975,5,14
A,REPEAT,滚动5年回撤中位,0.48267400000000005,-0.0016510000000000136,5,14
A,REPEAT,滚动5年Calmar中位,1.264214,0.010328500000000074,9,14
A,REPEAT,滚动5年Sharpe中位,1.2840815,0.0031129999999999214,9,14
A,REPEAT,滚动5年为负的窗口占比,0.0,0.0,0,14
A,REPEAT,滚动5年窗口数,102.0,0.0,0,14
A,REPEAT,互不重叠5年块中位,0.7119085,0.010836500000000027,10,14
A,REPEAT,滚动10年年化中位,0.523007,0.0030494999999999828,9,14
A,REPEAT,滚动10年窗口数,42.0,0.0,0,14
A,REPEAT,逐年收益中位,0.479491,-0.00652400000000003,5,14
A,REPEAT,逐年为正比例,0.8,0.0,0,14
A,REPEAT,逐年最差,-0.2537185,0.0012604999999999977,7,14
A,REPEAT,完整自然年数,12.5,0.0,0,14
A,REPEAT,强平次数,0.0,0.0,0,14
A,REPEAT,最低担保比例,1.8920685000000002,-0.010382000000000002,6,14
A,REPEAT,最低股票同跌缓冲,0.312921,-0.0038259999999999683,6,14
A,REPEAT,最低总资产冲击缓冲,0.312921,-0.0038259999999999683,6,14
A,REPEAT,rf覆盖率,1.0,0.0,0,14
A,REPEAT,年化_交易日口径,0.5559995,0.003907000000000049,11,14
A,REPEAT,最低担保比例日,20200323.0,0.0,0,14
A,REPEAT,最低股票同跌缓冲日,20200323.0,0.0,0,14
A,REPEAT,滚动5年年化最差窗口末日,20181228.0,0.0,0,14
A,REPEAT,最大回撤起日,20180730.0,0.0,2,14
A,REPEAT,最大回撤止日,20190103.0,0.0,2,14
A,REPEAT,末次净值日,20260828.0,0.0,0,14
A,REPEAT,最低现金,-0.0,0.0,0,14
A,REPEAT,负现金日数,0.0,0.0,0,14
A,REPEAT,最低现金日,20146108.0,0.0,4,14
A,REPEAT,滚动5年窗口年化,,0.0017908346500000172,8,14
U,BASE,年化,0.5247185,0.0,0,14
U,BASE,最大回撤,0.4703125,0.0,0,14
U,BASE,Sharpe,1.2536740000000002,0.0,0,14
U,BASE,Calmar,1.120905,0.0,0,14
U,BASE,平均仓位,1.4891605,0.0,0,14
U,BASE,年均换手,5.8003599999999995,0.0,0,14
U,BASE,持仓数中位,6.0,0.0,0,14
U,BASE,单票权重中位,0.5974945,0.0,0,14
U,BASE,单票权重P90,0.7105635,0.0,0,14
U,BASE,单票权重最大,0.889113,0.0,0,14
U,BASE,前三权重中位,1.3209870000000001,0.0,0,14
U,BASE,单票超60%天数占比,0.480985,0.0,0,14
U,BASE,滚动3年年化中位,0.4787285,0.0,0,14
U,BASE,滚动3年回撤中位,0.4328775,0.0,0,14
U,BASE,滚动3年Calmar中位,1.31175,0.0,0,14
U,BASE,滚动3年Sharpe中位,1.236637,0.0,0,14
U,BASE,滚动3年为负的窗口占比,0.0,0.0,0,14
U,BASE,滚动5年年化中位,0.539996,0.0,0,14
U,BASE,滚动5年年化P25,0.39655050000000003,0.0,0,14
U,BASE,滚动5年年化最差,0.1433835,0.0,0,14
U,BASE,滚动5年回撤中位,0.4650415,0.0,0,14
U,BASE,滚动5年Calmar中位,1.1640735,0.0,0,14
U,BASE,滚动5年Sharpe中位,1.2341715,0.0,0,14
U,BASE,滚动5年为负的窗口占比,0.0,0.0,0,14
U,BASE,滚动5年窗口数,102.0,0.0,0,14
U,BASE,互不重叠5年块中位,0.637183,0.0,0,14
U,BASE,滚动10年年化中位,0.483787,0.0,0,14
U,BASE,滚动10年窗口数,42.0,0.0,0,14
U,BASE,逐年收益中位,0.5854275,0.0,0,14
U,BASE,逐年为正比例,0.809091,0.0,0,14
U,BASE,逐年最差,-0.283617,0.0,0,14
U,BASE,完整自然年数,12.5,0.0,0,14
U,BASE,强平次数,0.0,0.0,0,14
U,BASE,最低担保比例,1.7983315,0.0,0,14
U,BASE,最低股票同跌缓冲,0.2771075,0.0,0,14
U,BASE,最低总资产冲击缓冲,0.2771075,0.0,0,14
U,BASE,rf覆盖率,1.0,0.0,0,14
U,BASE,年化_交易日口径,0.5263549999999999,0.0,0,14
U,BASE,最低担保比例日,20200323.0,0.0,0,14
U,BASE,最低股票同跌缓冲日,20200323.0,0.0,0,14
U,BASE,滚动5年年化最差窗口末日,20200529.0,0.0,0,14
U,BASE,最大回撤起日,20175669.5,0.0,0,14
U,BASE,最大回撤止日,20180424.5,0.0,0,14
U,BASE,末次净值日,20260828.0,0.0,0,14
U,BASE,最低现金,-0.0,0.0,0,14
U,BASE,负现金日数,0.0,0.0,0,14
U,BASE,最低现金日,20165565.5,0.0,0,14
U,BASE,滚动5年窗口年化,,0.0,0,14
U,REPEAT,年化,0.535131,0.017180499999999987,11,14
U,REPEAT,最大回撤,0.47344200000000003,0.0024249999999999827,11,14
U,REPEAT,Sharpe,1.248861,0.03095900000000007,10,14
U,REPEAT,Calmar,1.130493,0.030013500000000026,8,14
U,REPEAT,平均仓位,1.4901365,-0.0024285000000000556,5,14
U,REPEAT,年均换手,6.2087675,0.4024844999999999,10,14
U,REPEAT,持仓数中位,7.0,0.0,6,14
U,REPEAT,单票权重中位,0.5979645,0.0016454999999999664,9,14
U,REPEAT,单票权重P90,0.7072050000000001,-0.0009689999999999976,6,14
U,REPEAT,单票权重最大,0.8853405000000001,-0.0023424999999999696,2,14
U,REPEAT,前三权重中位,1.3138235,-0.00441949999999991,6,14
U,REPEAT,单票超60%天数占比,0.4863265,0.009441499999999992,11,14
U,REPEAT,滚动3年年化中位,0.4727805,0.011934499999999987,10,14
U,REPEAT,滚动3年回撤中位,0.43759499999999996,0.0020399999999999863,11,14
U,REPEAT,滚动3年Calmar中位,1.3661735,0.08352150000000003,8,14
U,REPEAT,滚动3年Sharpe中位,1.252148,0.03742650000000003,10,14
U,REPEAT,滚动3年为负的窗口占比,0.0,0.0,0,14
U,REPEAT,滚动5年年化中位,0.5720784999999999,0.01767949999999996,10,14
U,REPEAT,滚动5年年化P25,0.3984275,0.023075500000000027,10,14
U,REPEAT,滚动5年年化最差,0.1423415,0.003810000000000001,10,14
U,REPEAT,滚动5年回撤中位,0.468072,0.002839000000000008,9,14
U,REPEAT,滚动5年Calmar中位,1.2161455,0.06964399999999993,9,14
U,REPEAT,滚动5年Sharpe中位,1.2742145,0.04086000000000001,10,14
U,REPEAT,滚动5年为负的窗口占比,0.0,0.0,0,14
U,REPEAT,滚动5年窗口数,102.0,0.0,0,14
U,REPEAT,互不重叠5年块中位,0.65647,0.01607249999999999,10,14
U,REPEAT,滚动10年年化中位,0.495087,0.020109000000000016,11,14
U,REPEAT,滚动10年窗口数,42.0,0.0,0,14
U,REPEAT,逐年收益中位,0.59643,-9.599999999998499e-05,7,14
U,REPEAT,逐年为正比例,0.809091,0.0,0,14
U,REPEAT,逐年最差,-0.2226525,-0.00334050000000001,6,14
U,REPEAT,完整自然年数,12.5,0.0,0,14
U,REPEAT,强平次数,0.0,0.0,0,14
U,REPEAT,最低担保比例,1.788002,-0.008174000000000015,1,14
U,REPEAT,最低股票同跌缓冲,0.2729315,-0.0033259999999999956,1,14
U,REPEAT,最低总资产冲击缓冲,0.2729315,-0.0033259999999999956,1,14
U,REPEAT,rf覆盖率,1.0,0.0,0,14
U,REPEAT,年化_交易日口径,0.5368035,0.01725850000000001,11,14
U,REPEAT,最低担保比例日,20200323.0,0.0,0,14
U,REPEAT,最低股票同跌缓冲日,20200323.0,0.0,0,14
U,REPEAT,滚动5年年化最差窗口末日,20200529.0,0.0,2,14
U,REPEAT,最大回撤起日,20200114.0,0.0,5,14
U,REPEAT,最大回撤止日,20200323.0,0.0,4,14
U,REPEAT,末次净值日,20260828.0,0.0,0,14
U,REPEAT,最低现金,0.0,0.0,0,14
U,REPEAT,负现金日数,0.0,0.0,0,14
U,REPEAT,最低现金日,20131069.0,-24547.0,2,14
U,REPEAT,滚动5年窗口年化,,0.027244124200000053,10,14
