cohort,arm,method,horizon,code,signal_date,exec_date,end_date,break_date,pv,forward_return,complete
old_rank1_filter,BASE,daily,750,000001,2024-12-16,2024-12-17,,,0.6470,,False
old_rank1_filter,BASE,daily,750,000001,2024-12-17,2024-12-18,,,0.6447,,False
old_rank1_filter,BASE,daily,750,000001,2024-12-30,2024-12-31,,,0.6682,,False
old_rank1_filter,BASE,daily,750,000001,2024-12-31,2025-01-02,,,0.5981,,False
old_rank1_filter,BASE,daily,750,000001,2026-04-14,2026-04-15,,,0.7154,,False
old_rank1_filter,BASE,daily,750,000001,2026-04-15,2026-04-16,,,0.7179,,False
old_rank1_filter,BASE,daily,750,000001,2026-04-16,2026-04-17,,,0.7103,,False
old_rank1_filter,BASE,daily,750,000001,2026-04-20,2026-04-21,,,0.7083,,False
old_rank1_filter,BASE,daily,750,000001,2026-04-27,2026-04-28,,,0.7288,,False
old_rank1_filter,BASE,daily,750,000001,2026-04-28,2026-04-29,,,0.7340,,False
old_rank1_filter,BASE,daily,750,000001,2026-04-29,2026-04-30,,,0.7378,,False
old_rank1_filter,BASE,daily,750,000001,2026-04-30,2026-05-06,,,0.7224,,False
old_rank1_filter,BASE,daily,750,000001,2026-05-06,2026-05-07,,,0.7143,,False
old_rank1_filter,BASE,daily,750,000001,2026-05-07,2026-05-08,,,0.7149,,False
old_rank1_filter,BASE,daily,750,000001,2026-05-08,2026-05-11,,,0.7105,,False
old_rank1_filter,BASE,ma60_episode,750,000001,2024-08-28,2024-08-29,,2024-08-29,0.5962,,False
old_rank1_filter,BASE,ma60_episode,750,000001,2024-12-16,2024-12-17,,2025-01-02,0.6470,,False
old_rank1_filter,BASE,ma60_episode,750,000001,2026-04-14,2026-04-15,,2026-05-15,0.7154,,False
old_rank1_filter,BASE,ma60_nonoverlap,750,000001,2024-08-28,2024-08-29,,2024-08-29,0.5962,,False
old_rank1_filter,BASE,stop_episode,750,000001,2024-08-28,2024-08-29,,2024-08-29,0.5962,,False
old_rank1_filter,BASE,stop_episode,750,000001,2024-12-16,2024-12-17,,2025-01-02,0.6470,,False
old_rank1_filter,BASE,stop_episode,750,000001,2026-04-14,2026-04-15,,2026-05-18,0.7154,,False
old_rank1_filter,BOTH1,daily,250,000001,2024-08-28,2024-08-29,2025-09-10,,0.5962,0.22250423133179065,True
old_rank1_filter,BOTH1,daily,250,000001,2026-04-27,2026-04-28,,,0.7288,,False
old_rank1_filter,BOTH1,daily,250,000001,2026-04-28,2026-04-29,,,0.7340,,False
old_rank1_filter,BOTH1,daily,250,000001,2026-04-29,2026-04-30,,,0.7378,,False
old_rank1_filter,BOTH1,daily,250,000001,2026-04-30,2026-05-06,,,0.7224,,False
old_rank1_filter,BOTH1,daily,250,000001,2026-05-06,2026-05-07,,,0.7143,,False
old_rank1_filter,BOTH1,daily,250,000001,2026-05-07,2026-05-08,,,0.7149,,False
old_rank1_filter,BOTH1,daily,250,000001,2026-05-08,2026-05-11,,,0.7105,,False
old_rank1_filter,BOTH1,ma60_episode,250,000001,2024-08-28,2024-08-29,2025-09-10,2024-08-29,0.5962,0.22250423133179065,True
old_rank1_filter,BOTH1,ma60_episode,250,000001,2026-04-27,2026-04-28,,2026-05-15,0.7288,,False
old_rank1_filter,BOTH1,ma60_nonoverlap,250,000001,2024-08-28,2024-08-29,2025-09-10,2024-08-29,0.5962,0.22250423133179065,True
old_rank1_filter,BOTH1,ma60_nonoverlap,250,000001,2026-04-27,2026-04-28,,2026-05-15,0.7288,,False
old_rank1_filter,BOTH1,stop_episode,250,000001,2024-08-28,2024-08-29,2025-09-10,2024-08-29,0.5962,0.22250423133179065,True
old_rank1_filter,BOTH1,stop_episode,250,000001,2026-04-27,2026-04-28,,2026-05-18,0.7288,,False
old_rank1_filter,BOTH1,daily,750,000001,2024-08-28,2024-08-29,,,0.5962,,False
old_rank1_filter,BOTH1,daily,750,000001,2026-04-27,2026-04-28,,,0.7288,,False
old_rank1_filter,BOTH1,daily,750,000001,2026-04-28,2026-04-29,,,0.7340,,False
old_rank1_filter,BOTH1,daily,750,000001,2026-04-29,2026-04-30,,,0.7378,,False
old_rank1_filter,BOTH1,daily,750,000001,2026-04-30,2026-05-06,,,0.7224,,False
old_rank1_filter,BOTH1,daily,750,000001,2026-05-06,2026-05-07,,,0.7143,,False
old_rank1_filter,BOTH1,daily,750,000001,2026-05-07,2026-05-08,,,0.7149,,False
old_rank1_filter,BOTH1,daily,750,000001,2026-05-08,2026-05-11,,,0.7105,,False
old_rank1_filter,BOTH1,ma60_episode,750,000001,2024-08-28,2024-08-29,,2024-08-29,0.5962,,False
old_rank1_filter,BOTH1,ma60_episode,750,000001,2026-04-27,2026-04-28,,2026-05-15,0.7288,,False
old_rank1_filter,BOTH1,ma60_nonoverlap,750,000001,2024-08-28,2024-08-29,,2024-08-29,0.5962,,False
old_rank1_filter,BOTH1,stop_episode,750,000001,2024-08-28,2024-08-29,,2024-08-29,0.5962,,False
old_rank1_filter,BOTH1,stop_episode,750,000001,2026-04-27,2026-04-28,,2026-05-18,0.7288,,False
old_rank1_filter,BASE,daily,250,000022,2012-03-07,2012-03-08,2013-03-28,,0.6140,0.14362657091561926,True
old_rank1_filter,BASE,daily,250,000022,2012-03-08,2012-03-09,2013-03-29,,0.6375,0.15116279069767447,True
old_rank1_filter,BASE,daily,250,000022,2012-03-12,2012-03-13,2013-04-02,,0.6255,0.23421774931381534,True
old_rank1_filter,BASE,daily,250,000022,2012-11-28,2012-11-29,2013-12-19,,0.6727,0.7443181818181817,True
old_rank1_filter,BASE,ma60_episode,250,000022,2012-03-07,2012-03-08,2013-03-28,2012-03-26,0.6140,0.14362657091561926,True
old_rank1_filter,BASE,ma60_episode,250,000022,2012-11-28,2012-11-29,2013-12-19,2013-05-07,0.6727,0.7443181818181817,True
old_rank1_filter,BASE,ma60_nonoverlap,250,000022,2012-03-07,2012-03-08,2013-03-28,2012-03-26,0.6140,0.14362657091561926,True
old_rank1_filter,BASE,stop_episode,250,000022,2012-03-07,2012-03-08,2013-03-28,2012-03-26,0.6140,0.14362657091561926,True
old_rank1_filter,BASE,stop_episode,250,000022,2012-11-28,2012-11-29,2013-12-19,,0.6727,0.7443181818181817,True
old_rank1_filter,BASE,daily,750,000022,2012-03-07,2012-03-08,2015-04-22,,0.6140,1.395870736086176,True
old_rank1_filter,BASE,daily,750,000022,2012-03-08,2012-03-09,2015-10-21,,0.6375,1.1225402504472273,True
old_rank1_filter,BASE,daily,750,000022,2012-03-12,2012-03-13,2015-10-23,,0.6255,1.1500457456541628,True
old_rank1_filter,BASE,daily,750,000022,2012-11-28,2012-11-29,2016-07-05,,0.6727,0.8477272727272727,True
old_rank1_filter,BASE,ma60_episode,750,000022,2012-03-07,2012-03-08,2015-04-22,2012-03-26,0.6140,1.395870736086176,True
old_rank1_filter,BASE,ma60_episode,750,000022,2012-11-28,2012-11-29,2016-07-05,2013-05-07,0.6727,0.8477272727272727,True
old_rank1_filter,BASE,ma60_nonoverlap,750,000022,2012-03-07,2012-03-08,2015-04-22,2012-03-26,0.6140,1.395870736086176,True
old_rank1_filter,BASE,stop_episode,750,000022,2012-03-07,2012-03-08,2015-04-22,2012-03-26,0.6140,1.395870736086176,True
old_rank1_filter,BASE,stop_episode,750,000022,2012-11-28,2012-11-29,2016-07-05,,0.6727,0.8477272727272727,True
old_rank1_filter,BOTH1,daily,250,000022,2012-03-07,2012-03-08,2013-03-28,,0.6140,0.14362657091561926,True
old_rank1_filter,BOTH1,daily,250,000022,2012-03-08,2012-03-09,2013-03-29,,0.6375,0.15116279069767447,True
old_rank1_filter,BOTH1,daily,250,000022,2012-03-12,2012-03-13,2013-04-02,,0.6255,0.23421774931381534,True
old_rank1_filter,BOTH1,ma60_episode,250,000022,2012-03-07,2012-03-08,2013-03-28,2012-03-26,0.6140,0.14362657091561926,True
old_rank1_filter,BOTH1,ma60_nonoverlap,250,000022,2012-03-07,2012-03-08,2013-03-28,2012-03-26,0.6140,0.14362657091561926,True
old_rank1_filter,BOTH1,stop_episode,250,000022,2012-03-07,2012-03-08,2013-03-28,2012-03-26,0.6140,0.14362657091561926,True
old_rank1_filter,BOTH1,daily,750,000022,2012-03-07,2012-03-08,2015-04-22,,0.6140,1.395870736086176,True
old_rank1_filter,BOTH1,daily,750,000022,2012-03-08,2012-03-09,2015-10-21,,0.6375,1.1225402504472273,True
old_rank1_filter,BOTH1,daily,750,000022,2012-03-12,2012-03-13,2015-10-23,,0.6255,1.1500457456541628,True
old_rank1_filter,BOTH1,ma60_episode,750,000022,2012-03-07,2012-03-08,2015-04-22,2012-03-26,0.6140,1.395870736086176,True
old_rank1_filter,BOTH1,ma60_nonoverlap,750,000022,2012-03-07,2012-03-08,2015-04-22,2012-03-26,0.6140,1.395870736086176,True
old_rank1_filter,BOTH1,stop_episode,750,000022,2012-03-07,2012-03-08,2015-04-22,2012-03-26,0.6140,1.395870736086176,True
old_rank1_filter,BASE,daily,250,000063,2024-07-11,2024-07-12,2025-07-24,,0.6257,0.26560149598753013,True
old_rank1_filter,BASE,daily,250,000063,2024-07-12,2024-07-15,2025-07-25,,0.6150,0.26230490651656946,True
old_rank1_filter,BASE,daily,250,000063,2024-07-15,2024-07-16,2025-07-28,,0.6058,0.23631392137492058,True
old_rank1_filter,BASE,daily,250,000063,2024-07-16,2024-07-17,2025-07-29,,0.6200,0.27833537040170997,True
old_rank1_filter,BASE,daily,250,000063,2024-07-17,2024-07-18,2025-07-30,,0.6104,0.2695560747529462,True
old_rank1_filter,BASE,daily,250,000063,2024-07-18,2024-07-19,2025-07-31,,0.6060,0.2438584916740283,True
old_rank1_filter,BASE,daily,250,000063,2024-07-19,2024-07-22,2025-08-01,,0.6130,0.24030091865341974,True
old_rank1_filter,BASE,daily,250,000063,2024-07-22,2024-07-23,2025-08-04,,0.6078,0.2744131428874095,True
old_rank1_filter,BASE,ma60_episode,250,000063,2024-07-11,2024-07-12,2025-07-24,2024-07-23,0.6257,0.26560149598753013,True
old_rank1_filter,BASE,ma60_nonoverlap,250,000063,2024-07-11,2024-07-12,2025-07-24,2024-07-23,0.6257,0.26560149598753013,True
old_rank1_filter,BASE,stop_episode,250,000063,2024-07-11,2024-07-12,2025-07-24,2024-07-23,0.6257,0.26560149598753013,True
old_rank1_filter,BASE,daily,750,000063,2024-07-11,2024-07-12,,,0.6257,,False
old_rank1_filter,BASE,daily,750,000063,2024-07-12,2024-07-15,,,0.6150,,False
old_rank1_filter,BASE,daily,750,000063,2024-07-15,2024-07-16,,,0.6058,,False
old_rank1_filter,BASE,daily,750,000063,2024-07-16,2024-07-17,,,0.6200,,False
old_rank1_filter,BASE,daily,750,000063,2024-07-17,2024-07-18,,,0.6104,,False
old_rank1_filter,BASE,daily,750,000063,2024-07-18,2024-07-19,,,0.6060,,False
old_rank1_filter,BASE,daily,750,000063,2024-07-19,2024-07-22,,,0.6130,,False
old_rank1_filter,BASE,daily,750,000063,2024-07-22,2024-07-23,,,0.6078,,False
old_rank1_filter,BASE,ma60_episode,750,000063,2024-07-11,2024-07-12,,2024-07-23,0.6257,,False
old_rank1_filter,BASE,ma60_nonoverlap,750,000063,2024-07-11,2024-07-12,,2024-07-23,0.6257,,False
old_rank1_filter,BASE,stop_episode,750,000063,2024-07-11,2024-07-12,,2024-07-23,0.6257,,False
old_rank1_filter,BOTH1,daily,250,000063,2024-07-11,2024-07-12,2025-07-24,,0.6257,0.26560149598753013,True
old_rank1_filter,BOTH1,daily,250,000063,2024-07-12,2024-07-15,2025-07-25,,0.6150,0.26230490651656946,True
old_rank1_filter,BOTH1,daily,250,000063,2024-07-15,2024-07-16,2025-07-28,,0.6058,0.23631392137492058,True
old_rank1_filter,BOTH1,daily,250,000063,2024-07-16,2024-07-17,2025-07-29,,0.6200,0.27833537040170997,True
old_rank1_filter,BOTH1,daily,250,000063,2024-07-17,2024-07-18,2025-07-30,,0.6104,0.2695560747529462,True
old_rank1_filter,BOTH1,daily,250,000063,2024-07-18,2024-07-19,2025-07-31,,0.6060,0.2438584916740283,True
old_rank1_filter,BOTH1,daily,250,000063,2024-07-19,2024-07-22,2025-08-01,,0.6130,0.24030091865341974,True
old_rank1_filter,BOTH1,daily,250,000063,2024-07-22,2024-07-23,2025-08-04,,0.6078,0.2744131428874095,True
old_rank1_filter,BOTH1,ma60_episode,250,000063,2024-07-11,2024-07-12,2025-07-24,2024-07-23,0.6257,0.26560149598753013,True
old_rank1_filter,BOTH1,ma60_nonoverlap,250,000063,2024-07-11,2024-07-12,2025-07-24,2024-07-23,0.6257,0.26560149598753013,True
old_rank1_filter,BOTH1,stop_episode,250,000063,2024-07-11,2024-07-12,2025-07-24,2024-07-23,0.6257,0.26560149598753013,True
old_rank1_filter,BOTH1,daily,750,000063,2024-07-11,2024-07-12,,,0.6257,,False
old_rank1_filter,BOTH1,daily,750,000063,2024-07-12,2024-07-15,,,0.6150,,False
old_rank1_filter,BOTH1,daily,750,000063,2024-07-15,2024-07-16,,,0.6058,,False
old_rank1_filter,BOTH1,daily,750,000063,2024-07-16,2024-07-17,,,0.6200,,False
old_rank1_filter,BOTH1,daily,750,000063,2024-07-17,2024-07-18,,,0.6104,,False
old_rank1_filter,BOTH1,daily,750,000063,2024-07-18,2024-07-19,,,0.6060,,False
old_rank1_filter,BOTH1,daily,750,000063,2024-07-19,2024-07-22,,,0.6130,,False
old_rank1_filter,BOTH1,daily,750,000063,2024-07-22,2024-07-23,,,0.6078,,False
old_rank1_filter,BOTH1,ma60_episode,750,000063,2024-07-11,2024-07-12,,2024-07-23,0.6257,,False
old_rank1_filter,BOTH1,ma60_nonoverlap,750,000063,2024-07-11,2024-07-12,,2024-07-23,0.6257,,False
old_rank1_filter,BOTH1,stop_episode,750,000063,2024-07-11,2024-07-12,,2024-07-23,0.6257,,False
old_rank1_filter,BASE,daily,250,000333,2014-04-29,2014-04-30,2015-05-22,,0.2541,1.267000943972632,True
old_rank1_filter,BASE,daily,250,000333,2014-05-28,2014-05-29,2015-06-17,,0.2368,1.1928562638329185,True
old_rank1_filter,BASE,daily,250,000333,2014-05-29,2014-05-30,2015-06-18,,0.2367,1.1171830139993109,True
old_rank1_filter,BASE,daily,250,000333,2014-05-30,2014-06-03,2015-06-19,,0.2380,1.0401165360578886,True
old_rank1_filter,BASE,daily,250,000333,2014-06-03,2014-06-04,2015-06-23,,0.2409,1.2533406713264172,True
old_rank1_filter,BASE,daily,250,000333,2014-06-04,2014-06-05,2015-06-24,,0.2367,1.2807650973476408,True
old_rank1_filter,BASE,daily,250,000333,2014-06-05,2014-06-06,2015-06-25,,0.2390,1.1544552726148618,True
old_rank1_filter,BASE,daily,250,000333,2014-06-06,2014-06-09,2015-06-26,,0.2391,1.0114259912319494,True
old_rank1_filter,BASE,daily,250,000333,2014-06-09,2014-06-10,2015-06-29,,0.2401,0.9292321621302133,True
old_rank1_filter,BASE,daily,250,000333,2014-06-10,2014-06-11,2015-06-30,,0.2495,1.0876982103146502,True
old_rank1_filter,BASE,daily,250,000333,2014-06-11,2014-06-12,2015-07-01,,0.2506,0.9838818733964909,True
old_rank1_filter,BASE,daily,250,000333,2014-06-12,2014-06-13,2015-07-02,,0.2518,0.9383058217387104,True
old_rank1_filter,BASE,daily,250,000333,2014-06-13,2014-06-16,2015-07-03,,0.2606,0.7915521383909168,True
old_rank1_filter,BASE,daily,250,000333,2014-06-16,2014-06-17,2015-07-06,,0.2609,0.9399197815179852,True
old_rank1_filter,BASE,daily,250,000333,2014-06-17,2014-06-18,2015-07-07,,0.2532,0.9179424906380058,True
old_rank1_filter,BASE,daily,250,000333,2014-06-18,2014-06-19,2015-07-08,,0.2505,0.7123040267819818,True
old_rank1_filter,BASE,daily,250,000333,2014-06-19,2014-06-20,2015-07-09,,0.2525,0.8947571697041652,True
old_rank1_filter,BASE,daily,250,000333,2014-06-20,2014-06-23,2015-07-10,,0.2510,1.1254207615784573,True
old_rank1_filter,BASE,daily,250,000333,2014-06-23,2014-06-24,2015-07-13,,0.2460,1.1412312443157586,True
old_rank1_filter,BASE,daily,250,000333,2014-06-24,2014-06-25,2015-07-14,,0.2497,1.024882082521223,True
old_rank1_filter,BASE,daily,250,000333,2014-06-25,2014-06-26,2015-07-15,,0.2498,0.9803836373938597,True
old_rank1_filter,BASE,daily,250,000333,2014-06-26,2014-06-27,2015-07-16,,0.2551,0.904319944098819,True
old_rank1_filter,BASE,daily,250,000333,2014-06-27,2014-06-30,2015-07-17,,0.2624,0.9360829747806263,True
old_rank1_filter,BASE,daily,250,000333,2014-06-30,2014-07-01,2015-07-20,,0.2640,0.9372024560855361,True
old_rank1_filter,BASE,daily,250,000333,2014-07-01,2014-07-02,2015-07-21,,0.2581,0.8641204673723688,True
old_rank1_filter,BASE,daily,250,000333,2014-07-02,2014-07-03,2015-07-22,,0.2637,0.8046867437423699,True
old_rank1_filter,BASE,daily,250,000333,2014-07-03,2014-07-04,2015-07-23,,0.2673,0.8298903991685076,True
old_rank1_filter,BASE,daily,250,000333,2014-07-04,2014-07-07,2015-07-24,,0.2673,0.8360771185231324,True
old_rank1_filter,BASE,daily,250,000333,2014-07-07,2014-07-08,2015-07-27,,0.2626,0.6702138459667235,True
old_rank1_filter,BASE,daily,250,000333,2014-07-08,2014-07-09,2015-07-28,,0.2647,0.7782711826890085,True
old_rank1_filter,BASE,daily,250,000333,2014-07-09,2014-07-10,2015-07-29,,0.2595,0.8209005940008707,True
old_rank1_filter,BASE,daily,250,000333,2014-07-11,2014-07-14,2015-07-31,,0.2596,0.7816155404547536,True
old_rank1_filter,BASE,daily,250,000333,2014-07-14,2014-07-15,2015-08-03,,0.2611,0.809309046264931,True
old_rank1_filter,BASE,daily,250,000333,2014-07-15,2014-07-16,2015-08-04,,0.2637,0.839184412746061,True
old_rank1_filter,BASE,daily,250,000333,2014-07-16,2014-07-17,2015-08-05,,0.2599,0.8590612659624068,True
old_rank1_filter,BASE,daily,250,000333,2014-07-17,2014-07-18,2015-08-06,,0.2598,0.8034681090530869,True
old_rank1_filter,BASE,daily,250,000333,2014-07-18,2014-07-21,2015-08-07,,0.2632,0.8285960126851453,True
old_rank1_filter,BASE,daily,250,000333,2014-07-21,2014-07-22,2015-08-10,,0.2626,0.8589001089382455,True
old_rank1_filter,BASE,daily,250,000333,2014-07-22,2014-07-23,2015-08-11,,0.2639,0.8355317132273878,True
old_rank1_filter,BASE,daily,250,000333,2014-07-23,2014-07-24,2015-08-12,,0.2646,0.7122592339896403,True
old_rank1_filter,BASE,daily,250,000333,2014-07-24,2014-07-25,2015-08-13,,0.2747,0.7098839840705737,True
old_rank1_filter,BASE,daily,250,000333,2014-07-25,2014-07-28,2015-08-14,,0.2760,0.6262829444547122,True
old_rank1_filter,BASE,daily,250,000333,2014-07-28,2014-07-29,2015-08-17,,0.2874,0.6051630783137851,True
old_rank1_filter,BASE,daily,250,000333,2014-07-29,2014-07-30,2015-08-18,,0.2857,0.5301842143528339,True
old_rank1_filter,BASE,daily,250,000333,2014-07-30,2014-07-31,2015-08-19,,0.2837,0.5021431681896151,True
old_rank1_filter,BASE,daily,250,000333,2014-07-31,2014-08-01,2015-08-20,,0.2922,0.43624134427022154,True
old_rank1_filter,BASE,daily,250,000333,2014-08-01,2014-08-04,2015-08-21,,0.2933,0.315072264382664,True
old_rank1_filter,BASE,daily,250,000333,2014-08-04,2014-08-05,2015-08-24,,0.2997,0.1937378240822787,True
old_rank1_filter,BASE,daily,250,000333,2014-08-05,2014-08-06,2015-08-25,,0.2972,0.1456658805959914,True
old_rank1_filter,BASE,daily,250,000333,2014-08-06,2014-08-07,2015-08-26,,0.2911,0.2386446092666732,True
old_rank1_filter,BASE,daily,250,000333,2014-08-07,2014-08-08,2015-08-27,,0.2859,0.28514282704594884,True
old_rank1_filter,BASE,daily,250,000333,2014-08-08,2014-08-11,2015-08-28,,0.2898,0.3187694374705541,True
old_rank1_filter,BASE,daily,250,000333,2014-08-11,2014-08-12,2015-08-31,,0.2911,0.40803521516802554,True
old_rank1_filter,BASE,daily,250,000333,2014-08-12,2014-08-13,2015-09-01,,0.2870,0.4046404875177012,True
old_rank1_filter,BASE,daily,250,000333,2014-08-13,2014-08-14,2015-09-02,,0.2881,0.4034057775752822,True
old_rank1_filter,BASE,daily,250,000333,2014-08-14,2014-08-15,2015-09-07,,0.2875,0.30432789732394383,True
old_rank1_filter,BASE,daily,250,000333,2014-08-15,2014-08-18,2015-09-08,,0.2890,0.3070664870438251,True
old_rank1_filter,BASE,daily,250,000333,2014-08-20,2014-08-21,2015-09-11,,0.3436,0.28087341520646625,True
old_rank1_filter,BASE,daily,250,000333,2014-08-21,2014-08-22,2015-09-14,,0.3425,0.17888541101405897,True
old_rank1_filter,BASE,daily,250,000333,2014-08-22,2014-08-25,2015-09-15,,0.3552,0.14728435948960383,True
old_rank1_filter,BASE,daily,250,000333,2014-08-25,2014-08-26,2015-09-16,,0.3508,0.2493417469180863,True
old_rank1_filter,BASE,daily,250,000333,2014-08-26,2014-08-27,2015-09-17,,0.3433,0.18452050857914415,True
old_rank1_filter,BASE,daily,250,000333,2014-08-27,2014-08-28,2015-09-18,,0.3466,0.21926729582378957,True
old_rank1_filter,BASE,daily,250,000333,2014-08-28,2014-08-29,2015-09-21,,0.3417,0.2385276760026558,True
old_rank1_filter,BASE,daily,250,000333,2014-08-29,2014-09-01,2015-09-22,,0.3449,0.23181164478362892,True
old_rank1_filter,BASE,daily,250,000333,2014-09-01,2014-09-02,2015-09-23,,0.3483,0.18689378759454445,True
old_rank1_filter,BASE,daily,250,000333,2014-09-02,2014-09-03,2015-09-24,,0.3505,0.2029040470018999,True
old_rank1_filter,BASE,daily,250,000333,2014-11-21,2014-11-24,2015-12-14,,0.3557,0.3952450816629094,True
old_rank1_filter,BASE,daily,250,000333,2014-11-25,2014-11-26,2015-12-16,,0.3635,0.36542491015881606,True
old_rank1_filter,BASE,daily,250,000333,2014-11-26,2014-11-27,2015-12-17,,0.3655,0.3930938234158885,True
old_rank1_filter,BASE,daily,250,000333,2014-11-27,2014-11-28,2015-12-18,,0.3631,0.3805470398028301,True
old_rank1_filter,BASE,daily,250,000333,2014-11-28,2014-12-01,2015-12-21,,0.3608,0.40180086985280616,True
old_rank1_filter,BASE,daily,250,000333,2014-12-01,2014-12-02,2015-12-22,,0.3810,0.3586522098271412,True
old_rank1_filter,BASE,daily,250,000333,2014-12-04,2014-12-05,2015-12-25,,0.4185,0.3368268833795649,True
old_rank1_filter,BASE,daily,250,000333,2014-12-05,2014-12-08,,,0.4030,,False
old_rank1_filter,BASE,daily,250,000333,2014-12-16,2014-12-17,2015-12-30,,0.4220,0.3480269606008075,True
old_rank1_filter,BASE,daily,250,000333,2014-12-17,2014-12-18,2015-12-31,,0.4156,0.2081629685214108,True
old_rank1_filter,BASE,daily,250,000333,2014-12-22,2014-12-23,2016-01-06,,0.4544,0.14442598245681815,True
old_rank1_filter,BASE,daily,250,000333,2014-12-30,2014-12-31,2016-01-14,,0.4380,0.10789537809791416,True
old_rank1_filter,BASE,daily,250,000333,2015-01-15,2015-01-16,2016-01-28,,0.5230,-0.1350994951433886,True
old_rank1_filter,BASE,daily,250,000333,2015-01-16,2015-01-19,2016-01-29,,0.5137,-0.04822846760168997,True
old_rank1_filter,BASE,daily,250,000333,2015-01-20,2015-01-21,2016-02-02,,0.4977,-0.09054452381774458,True
old_rank1_filter,BASE,daily,250,000333,2015-01-21,2015-01-22,2016-02-03,,0.5088,-0.09575760837420322,True
old_rank1_filter,BASE,daily,250,000333,2015-01-22,2015-01-23,2016-02-04,,0.5036,-0.08104373506210183,True
old_rank1_filter,BASE,daily,250,000333,2015-01-23,2015-01-26,2016-02-05,,0.4977,-0.08565966086929022,True
old_rank1_filter,BASE,daily,250,000333,2015-01-26,2015-01-27,2016-02-15,,0.5026,-0.10245575610168822,True
old_rank1_filter,BASE,daily,250,000333,2015-01-27,2015-01-28,2016-02-16,,0.5034,-0.062200852140135376,True
old_rank1_filter,BASE,daily,250,000333,2015-02-10,2015-02-11,2016-03-01,,0.4969,-0.08827000578653543,True
old_rank1_filter,BASE,daily,250,000333,2015-02-11,2015-02-12,2016-03-02,,0.4956,-0.013843744245198408,True
old_rank1_filter,BASE,daily,250,000333,2015-02-12,2015-02-13,2016-03-03,,0.4959,-0.03153312837482125,True
old_rank1_filter,BASE,daily,250,000333,2015-02-13,2015-02-16,2016-03-04,,0.4949,-0.009023668824668096,True
old_rank1_filter,BASE,daily,250,000333,2015-02-16,2015-02-17,2016-03-07,,0.4925,-0.04967897878065286,True
old_rank1_filter,BASE,daily,250,000333,2015-03-02,2015-03-03,2016-03-14,,0.5133,0.000306418163348976,True
old_rank1_filter,BASE,daily,250,000333,2015-03-03,2015-03-04,2016-03-15,,0.4951,-0.01163210606002052,True
old_rank1_filter,BASE,daily,250,000333,2015-03-04,2015-03-05,2016-03-16,,0.5026,0.011833418487462222,True
