cohort,arm,method,horizon,code,n,median
current_rank1_rerank,BASE,ma60_episode,250,000651,18,0.27573138735141645
current_rank1_rerank,BASE,ma60_episode,250,000792,11,-0.12441158590802248
current_rank1_rerank,BASE,ma60_episode,250,000858,1,0.335950432329958
current_rank1_rerank,BASE,ma60_episode,250,000933,12,0.1645738973562766
current_rank1_rerank,BASE,ma60_episode,250,002001,3,-0.055137740074564956
current_rank1_rerank,BASE,ma60_episode,250,002128,38,0.37239328570579255
current_rank1_rerank,BASE,ma60_episode,250,002152,5,0.44120080013235263
current_rank1_rerank,BASE,ma60_episode,250,002236,2,0.15557834010015148
current_rank1_rerank,BASE,ma60_episode,250,002304,5,0.24848221360803535
current_rank1_rerank,BASE,ma60_episode,250,002466,8,0.7060293442745843
current_rank1_rerank,BASE,ma60_episode,250,002532,2,0.7095607839319221
current_rank1_rerank,BASE,ma60_episode,250,002714,1,0.6904270359882501
current_rank1_rerank,BASE,ma60_episode,250,002833,2,0.203761610081454
current_rank1_rerank,BASE,ma60_episode,250,002841,1,0.24612912212938753
current_rank1_rerank,BASE,ma60_episode,250,300059,1,1.1878793814025754
current_rank1_rerank,BASE,ma60_episode,250,600000,1,-0.13886582014402904
current_rank1_rerank,BASE,ma60_episode,250,600009,1,1.0710910679250452
current_rank1_rerank,BASE,ma60_episode,250,600015,1,0.18460966542750912
current_rank1_rerank,BASE,ma60_episode,250,600016,4,-0.17003470972362444
current_rank1_rerank,BASE,ma60_episode,250,600031,4,0.11819606798466764
current_rank1_rerank,BASE,ma60_episode,250,600036,2,0.43220299074653423
current_rank1_rerank,BASE,ma60_episode,250,600066,9,0.11168843208893287
current_rank1_rerank,BASE,ma60_episode,250,600176,3,-0.08075060877085183
current_rank1_rerank,BASE,ma60_episode,250,600188,3,-0.03776893655150371
current_rank1_rerank,BASE,ma60_episode,250,600309,14,0.2801802930223086
current_rank1_rerank,BASE,ma60_episode,250,600426,1,0.7940149073425664
current_rank1_rerank,BASE,ma60_episode,250,600519,2,0.4377069170093051
current_rank1_rerank,BASE,ma60_episode,250,600566,1,-0.16009683007510156
current_rank1_rerank,BASE,ma60_episode,250,600585,26,0.2062032194006186
current_rank1_rerank,BASE,ma60_episode,250,600660,6,0.12392829693714047
current_rank1_rerank,BASE,ma60_episode,250,600750,1,0.3052891770077564
current_rank1_rerank,BASE,ma60_episode,250,600897,9,-0.0030393936789633313
current_rank1_rerank,BASE,ma60_episode,250,600919,5,0.18510904218937707
current_rank1_rerank,BASE,ma60_episode,250,600938,10,0.37618168377387773
current_rank1_rerank,BASE,ma60_episode,250,600970,1,0.1021106798656839
current_rank1_rerank,BASE,ma60_episode,250,601009,4,0.16763002763436385
current_rank1_rerank,BASE,ma60_episode,250,601077,3,0.06298070537043388
current_rank1_rerank,BASE,ma60_episode,250,601088,28,0.33459464238236036
current_rank1_rerank,BASE,ma60_episode,250,601166,8,0.237936273870602
current_rank1_rerank,BASE,ma60_episode,250,601169,8,0.01589530174869347
current_rank1_rerank,BASE,ma60_episode,250,601187,2,0.3339087396998076
current_rank1_rerank,BASE,ma60_episode,250,601225,11,0.39310409203467533
current_rank1_rerank,BASE,ma60_episode,250,601229,3,0.36275497662378875
current_rank1_rerank,BASE,ma60_episode,250,601288,6,0.30590774229956774
current_rank1_rerank,BASE,ma60_episode,250,601328,17,0.30358589668370906
current_rank1_rerank,BASE,ma60_episode,250,601398,7,0.19169718653439616
current_rank1_rerank,BASE,ma60_episode,250,601818,6,-0.027449134157189636
current_rank1_rerank,BASE,ma60_episode,250,601825,4,0.1632512146996793
current_rank1_rerank,BASE,ma60_episode,250,601838,4,0.13994864310356325
current_rank1_rerank,BASE,ma60_episode,250,601857,2,0.08123517631569022
current_rank1_rerank,BASE,ma60_episode,250,601939,4,0.24684896133859768
current_rank1_rerank,BASE,ma60_episode,250,601988,6,0.34989248557576047
current_rank1_rerank,BASE,ma60_episode,250,603156,1,0.18598979193706322
current_rank1_rerank,BASE,ma60_episode,250,603993,1,1.71115961677522
current_rank1_rerank,BASE,ma60_episode,250,688516,1,0.17049759600509828
current_rank1_rerank,BASE,ma60_episode,750,000022,1,0.8477272727272727
current_rank1_rerank,BASE,ma60_episode,750,000333,4,2.386610032582313
current_rank1_rerank,BASE,ma60_episode,750,000338,29,0.1813295690189396
current_rank1_rerank,BASE,ma60_episode,750,000568,3,2.123812220172876
current_rank1_rerank,BASE,ma60_episode,750,000651,16,1.1544072859437644
current_rank1_rerank,BASE,ma60_episode,750,000792,6,-0.4432712548949268
current_rank1_rerank,BASE,ma60_episode,750,000858,1,2.304369815837074
current_rank1_rerank,BASE,ma60_episode,750,000933,5,0.13161292783642797
current_rank1_rerank,BASE,ma60_episode,750,002001,3,0.6277431007993419
current_rank1_rerank,BASE,ma60_episode,750,002128,32,0.7071317882720802
current_rank1_rerank,BASE,ma60_episode,750,002152,5,0.9727926761693502
current_rank1_rerank,BASE,ma60_episode,750,002304,5,1.0766366923606165
current_rank1_rerank,BASE,ma60_episode,750,002466,5,1.4613466070050776
current_rank1_rerank,BASE,ma60_episode,750,002714,1,9.034423091469238
current_rank1_rerank,BASE,ma60_episode,750,002833,2,0.23329596072251058
current_rank1_rerank,BASE,ma60_episode,750,600000,1,-0.21078270938584487
current_rank1_rerank,BASE,ma60_episode,750,600009,1,1.9162990993486897
current_rank1_rerank,BASE,ma60_episode,750,600015,1,0.5973179727382545
current_rank1_rerank,BASE,ma60_episode,750,600016,4,-0.1540584512501585
current_rank1_rerank,BASE,ma60_episode,750,600031,4,0.4147913058922382
current_rank1_rerank,BASE,ma60_episode,750,600066,9,0.0024826162505016125
current_rank1_rerank,BASE,ma60_episode,750,600176,2,0.8158649741839196
current_rank1_rerank,BASE,ma60_episode,750,600188,3,0.18148972288396203
current_rank1_rerank,BASE,ma60_episode,750,600309,14,1.0970595459536194
current_rank1_rerank,BASE,ma60_episode,750,600519,2,1.960021971780193
current_rank1_rerank,BASE,ma60_episode,750,600566,1,0.33537793429607365
current_rank1_rerank,BASE,ma60_episode,750,600585,26,0.2343256963840873
current_rank1_rerank,BASE,ma60_episode,750,600660,6,1.0958327661641745
current_rank1_rerank,BASE,ma60_episode,750,600750,1,1.8674839278563633
current_rank1_rerank,BASE,ma60_episode,750,600897,9,0.5030569387368298
current_rank1_rerank,BASE,ma60_episode,750,600919,2,0.8097851423634921
current_rank1_rerank,BASE,ma60_episode,750,600938,5,1.0002435156360567
current_rank1_rerank,BASE,ma60_episode,750,601009,1,0.3771246150378149
current_rank1_rerank,BASE,ma60_episode,750,601077,3,1.1995287396525462
current_rank1_rerank,BASE,ma60_episode,750,601088,28,0.519291990990122
current_rank1_rerank,BASE,ma60_episode,750,601166,1,0.32586085186145164
current_rank1_rerank,BASE,ma60_episode,750,601169,7,0.5790884299164267
current_rank1_rerank,BASE,ma60_episode,750,601225,11,1.6454650502048036
current_rank1_rerank,BASE,ma60_episode,750,601288,5,1.7834015542676465
current_rank1_rerank,BASE,ma60_episode,750,601328,11,0.8728920705083156
current_rank1_rerank,BASE,ma60_episode,750,601398,4,0.32483786104937284
current_rank1_rerank,BASE,ma60_episode,750,601818,3,0.2529429033672175
current_rank1_rerank,BASE,ma60_episode,750,601825,2,0.9233341507875371
current_rank1_rerank,BASE,ma60_episode,750,601857,2,-0.15047229280104585
current_rank1_rerank,BASE,ma60_episode,750,601939,2,0.5049844945402368
current_rank1_rerank,BASE,ma60_episode,750,601988,5,1.1329037242818334
current_rank1_rerank,BASE,ma60_episode,750,603156,1,0.7228438284271999
current_rank1_rerank,BASE,ma60_nonoverlap,250,000001,1,0.16373614812729542
current_rank1_rerank,BASE,ma60_nonoverlap,250,000022,1,0.7443181818181817
current_rank1_rerank,BASE,ma60_nonoverlap,250,000333,3,0.47556647556647547
current_rank1_rerank,BASE,ma60_nonoverlap,250,000338,11,0.04829302103408706
current_rank1_rerank,BASE,ma60_nonoverlap,250,000568,1,0.4830799917463373
current_rank1_rerank,BASE,ma60_nonoverlap,250,000651,7,0.5208590803942073
current_rank1_rerank,BASE,ma60_nonoverlap,250,000792,5,-0.22089187632033802
current_rank1_rerank,BASE,ma60_nonoverlap,250,000858,1,0.335950432329958
current_rank1_rerank,BASE,ma60_nonoverlap,250,000933,4,-0.036204473688532524
current_rank1_rerank,BASE,ma60_nonoverlap,250,002001,1,-0.26184603689410346
current_rank1_rerank,BASE,ma60_nonoverlap,250,002128,9,0.12654620594129096
current_rank1_rerank,BASE,ma60_nonoverlap,250,002152,1,0.284110417331328
current_rank1_rerank,BASE,ma60_nonoverlap,250,002236,1,0.13981381825589523
current_rank1_rerank,BASE,ma60_nonoverlap,250,002304,2,0.4289496964385885
current_rank1_rerank,BASE,ma60_nonoverlap,250,002466,4,0.35449240801371373
current_rank1_rerank,BASE,ma60_nonoverlap,250,002532,1,1.0458232776214973
current_rank1_rerank,BASE,ma60_nonoverlap,250,002714,1,0.6904270359882501
current_rank1_rerank,BASE,ma60_nonoverlap,250,002833,1,0.18184578090998227
current_rank1_rerank,BASE,ma60_nonoverlap,250,002841,1,0.24612912212938753
current_rank1_rerank,BASE,ma60_nonoverlap,250,300059,1,1.1878793814025754
current_rank1_rerank,BASE,ma60_nonoverlap,250,600000,1,-0.13886582014402904
current_rank1_rerank,BASE,ma60_nonoverlap,250,600009,1,1.0710910679250452
current_rank1_rerank,BASE,ma60_nonoverlap,250,600015,1,0.18460966542750912
current_rank1_rerank,BASE,ma60_nonoverlap,250,600016,2,-0.15321330667460625
current_rank1_rerank,BASE,ma60_nonoverlap,250,600031,3,0.12976640048711485
current_rank1_rerank,BASE,ma60_nonoverlap,250,600036,1,0.45857523904047115
current_rank1_rerank,BASE,ma60_nonoverlap,250,600066,4,0.36532227108454873
current_rank1_rerank,BASE,ma60_nonoverlap,250,600176,2,0.09937506609850277
current_rank1_rerank,BASE,ma60_nonoverlap,250,600188,2,-0.06226897467064685
current_rank1_rerank,BASE,ma60_nonoverlap,250,600309,7,0.2362397229976052
current_rank1_rerank,BASE,ma60_nonoverlap,250,600426,1,0.7940149073425664
current_rank1_rerank,BASE,ma60_nonoverlap,250,600519,2,0.4377069170093051
current_rank1_rerank,BASE,ma60_nonoverlap,250,600566,1,-0.16009683007510156
current_rank1_rerank,BASE,ma60_nonoverlap,250,600585,7,0.09815441894583299
current_rank1_rerank,BASE,ma60_nonoverlap,250,600660,3,0.09313047319938916
current_rank1_rerank,BASE,ma60_nonoverlap,250,600750,1,0.3052891770077564
current_rank1_rerank,BASE,ma60_nonoverlap,250,600897,5,-0.08084495140410242
current_rank1_rerank,BASE,ma60_nonoverlap,250,600919,2,0.2319662274006583
current_rank1_rerank,BASE,ma60_nonoverlap,250,600938,3,0.3906067397539017
current_rank1_rerank,BASE,ma60_nonoverlap,250,600970,1,0.1021106798656839
current_rank1_rerank,BASE,ma60_nonoverlap,250,601009,3,0.19249077589859542
current_rank1_rerank,BASE,ma60_nonoverlap,250,601077,2,0.12399289794775886
current_rank1_rerank,BASE,ma60_nonoverlap,250,601088,8,0.3506797775694446
current_rank1_rerank,BASE,ma60_nonoverlap,250,601166,2,0.28186254963819213
current_rank1_rerank,BASE,ma60_nonoverlap,250,601169,3,0.008673145036781404
current_rank1_rerank,BASE,ma60_nonoverlap,250,601187,1,0.3261359040239875
current_rank1_rerank,BASE,ma60_nonoverlap,250,601225,4,0.2983646634399083
current_rank1_rerank,BASE,ma60_nonoverlap,250,601229,1,0.3448591785103057
current_rank1_rerank,BASE,ma60_nonoverlap,250,601288,3,0.2687669280114042
current_rank1_rerank,BASE,ma60_nonoverlap,250,601328,4,0.19274908301103844
current_rank1_rerank,BASE,ma60_nonoverlap,250,601398,3,-0.00015473032714385937
current_rank1_rerank,BASE,ma60_nonoverlap,250,601818,3,0.026103204439670735
current_rank1_rerank,BASE,ma60_nonoverlap,250,601825,2,0.13886349136256487
current_rank1_rerank,BASE,ma60_nonoverlap,250,601838,2,0.13496840464558535
current_rank1_rerank,BASE,ma60_nonoverlap,250,601857,1,0.0834507630280219
current_rank1_rerank,BASE,ma60_nonoverlap,250,601939,2,0.24945074956516444
current_rank1_rerank,BASE,ma60_nonoverlap,250,601988,3,0.10173638344226577
current_rank1_rerank,BASE,ma60_nonoverlap,250,603156,1,0.18598979193706322
current_rank1_rerank,BASE,ma60_nonoverlap,250,603993,1,1.71115961677522
current_rank1_rerank,BASE,ma60_nonoverlap,250,688516,1,0.17049759600509828
current_rank1_rerank,BASE,ma60_nonoverlap,750,000022,1,0.8477272727272727
current_rank1_rerank,BASE,ma60_nonoverlap,750,000333,2,1.9641979628762083
current_rank1_rerank,BASE,ma60_nonoverlap,750,000338,4,0.12464677050735506
current_rank1_rerank,BASE,ma60_nonoverlap,750,000568,1,1.9731203017687413
current_rank1_rerank,BASE,ma60_nonoverlap,750,000651,3,0.9523546099119369
current_rank1_rerank,BASE,ma60_nonoverlap,750,000792,2,-0.4562361032210943
current_rank1_rerank,BASE,ma60_nonoverlap,750,000858,1,2.304369815837074
current_rank1_rerank,BASE,ma60_nonoverlap,750,000933,1,-0.16455569129944791
current_rank1_rerank,BASE,ma60_nonoverlap,750,002001,1,0.396093639977541
current_rank1_rerank,BASE,ma60_nonoverlap,750,002128,4,0.3384551746048138
current_rank1_rerank,BASE,ma60_nonoverlap,750,002152,1,0.8251902803734186
current_rank1_rerank,BASE,ma60_nonoverlap,750,002304,1,1.5934739527066224
current_rank1_rerank,BASE,ma60_nonoverlap,750,002466,1,1.3495859397548604
current_rank1_rerank,BASE,ma60_nonoverlap,750,002714,1,9.034423091469238
current_rank1_rerank,BASE,ma60_nonoverlap,750,002833,1,0.25152916577177087
current_rank1_rerank,BASE,ma60_nonoverlap,750,600000,1,-0.21078270938584487
current_rank1_rerank,BASE,ma60_nonoverlap,750,600009,1,1.9162990993486897
current_rank1_rerank,BASE,ma60_nonoverlap,750,600015,1,0.5973179727382545
current_rank1_rerank,BASE,ma60_nonoverlap,750,600016,1,-0.34641723204769104
current_rank1_rerank,BASE,ma60_nonoverlap,750,600031,1,-0.21013553642245264
current_rank1_rerank,BASE,ma60_nonoverlap,750,600066,2,0.8632299561069986
current_rank1_rerank,BASE,ma60_nonoverlap,750,600176,1,-0.20388045425645296
current_rank1_rerank,BASE,ma60_nonoverlap,750,600188,1,0.18148972288396203
current_rank1_rerank,BASE,ma60_nonoverlap,750,600309,3,1.0953364127068586
current_rank1_rerank,BASE,ma60_nonoverlap,750,600519,1,2.1240252993979043
current_rank1_rerank,BASE,ma60_nonoverlap,750,600566,1,0.33537793429607365
current_rank1_rerank,BASE,ma60_nonoverlap,750,600585,3,0.62210590429431
current_rank1_rerank,BASE,ma60_nonoverlap,750,600660,2,0.9405155035564281
current_rank1_rerank,BASE,ma60_nonoverlap,750,600750,1,1.8674839278563633
current_rank1_rerank,BASE,ma60_nonoverlap,750,600897,2,0.5722728608380916
current_rank1_rerank,BASE,ma60_nonoverlap,750,600919,1,0.7120369223747971
current_rank1_rerank,BASE,ma60_nonoverlap,750,600938,1,0.945282381742196
current_rank1_rerank,BASE,ma60_nonoverlap,750,601009,1,0.3771246150378149
current_rank1_rerank,BASE,ma60_nonoverlap,750,601077,1,0.5850463605834779
current_rank1_rerank,BASE,ma60_nonoverlap,750,601088,3,0.08432073653501915
current_rank1_rerank,BASE,ma60_nonoverlap,750,601166,1,0.32586085186145164
current_rank1_rerank,BASE,ma60_nonoverlap,750,601169,1,0.27260197072794723
current_rank1_rerank,BASE,ma60_nonoverlap,750,601225,2,1.3172199173448051
current_rank1_rerank,BASE,ma60_nonoverlap,750,601288,2,0.7188818151909361
current_rank1_rerank,BASE,ma60_nonoverlap,750,601328,1,0.8417410812425803
current_rank1_rerank,BASE,ma60_nonoverlap,750,601398,1,0.3254847162069108
current_rank1_rerank,BASE,ma60_nonoverlap,750,601818,1,-0.09624790719098819
current_rank1_rerank,BASE,ma60_nonoverlap,750,601825,1,0.9130948784929693
current_rank1_rerank,BASE,ma60_nonoverlap,750,601857,1,-0.13275114430273272
current_rank1_rerank,BASE,ma60_nonoverlap,750,601939,1,0.27810955845315655
current_rank1_rerank,BASE,ma60_nonoverlap,750,601988,2,0.7659369509200233
current_rank1_rerank,BASE,ma60_nonoverlap,750,603156,1,0.7228438284271999
current_rank1_rerank,BASE,stop_episode,250,000001,1,0.16373614812729542
current_rank1_rerank,BASE,stop_episode,250,000022,1,0.7443181818181817
current_rank1_rerank,BASE,stop_episode,250,000333,2,1.2738830206601364
current_rank1_rerank,BASE,stop_episode,250,000338,9,-0.0009758945892039961
current_rank1_rerank,BASE,stop_episode,250,000568,3,0.4830799917463373
current_rank1_rerank,BASE,stop_episode,250,000651,1,0.5208590803942073
current_rank1_rerank,BASE,stop_episode,250,000792,8,-0.17265173111418025
current_rank1_rerank,BASE,stop_episode,250,000858,1,0.335950432329958
current_rank1_rerank,BASE,stop_episode,250,000933,2,0.13197562226927007
current_rank1_rerank,BASE,stop_episode,250,002001,3,-0.055137740074564956
current_rank1_rerank,BASE,stop_episode,250,002128,4,0.9425506694552223
current_rank1_rerank,BASE,stop_episode,250,002152,5,0.44120080013235263
current_rank1_rerank,BASE,stop_episode,250,002236,1,0.13981381825589523
current_rank1_rerank,BASE,stop_episode,250,002304,1,0.6834243324401266
current_rank1_rerank,BASE,stop_episode,250,002466,5,1.4518142801404608
current_rank1_rerank,BASE,stop_episode,250,002532,2,0.7095607839319221
current_rank1_rerank,BASE,stop_episode,250,002714,1,0.6904270359882501
current_rank1_rerank,BASE,stop_episode,250,002833,2,0.203761610081454
current_rank1_rerank,BASE,stop_episode,250,002841,1,0.24612912212938753
current_rank1_rerank,BASE,stop_episode,250,300059,1,1.1878793814025754
current_rank1_rerank,BASE,stop_episode,250,600000,1,-0.13886582014402904
current_rank1_rerank,BASE,stop_episode,250,600009,1,1.0710910679250452
current_rank1_rerank,BASE,stop_episode,250,600015,1,0.18460966542750912
current_rank1_rerank,BASE,stop_episode,250,600016,4,-0.17003470972362444
current_rank1_rerank,BASE,stop_episode,250,600031,4,0.11819606798466764
current_rank1_rerank,BASE,stop_episode,250,600036,2,0.43220299074653423
current_rank1_rerank,BASE,stop_episode,250,600066,2,0.278390067581078
current_rank1_rerank,BASE,stop_episode,250,600176,3,-0.08075060877085183
current_rank1_rerank,BASE,stop_episode,250,600188,2,-0.07886574438118177
current_rank1_rerank,BASE,stop_episode,250,600309,6,0.2801802930223086
current_rank1_rerank,BASE,stop_episode,250,600426,1,0.7940149073425664
current_rank1_rerank,BASE,stop_episode,250,600519,1,0.3615331542244409
current_rank1_rerank,BASE,stop_episode,250,600566,1,-0.16009683007510156
current_rank1_rerank,BASE,stop_episode,250,600585,6,0.02620244603486932
current_rank1_rerank,BASE,stop_episode,250,600660,3,0.07929788682381167
current_rank1_rerank,BASE,stop_episode,250,600750,1,0.3052891770077564
current_rank1_rerank,BASE,stop_episode,250,600897,9,-0.0030393936789633313
current_rank1_rerank,BASE,stop_episode,250,600919,4,0.23680950041912785
current_rank1_rerank,BASE,stop_episode,250,600938,4,0.3452332231171713
current_rank1_rerank,BASE,stop_episode,250,600970,1,0.1021106798656839
current_rank1_rerank,BASE,stop_episode,250,601009,1,0.14276927937013228
current_rank1_rerank,BASE,stop_episode,250,601077,3,0.06298070537043388
current_rank1_rerank,BASE,stop_episode,250,601088,4,0.1714897767500559
current_rank1_rerank,BASE,stop_episode,250,601166,2,0.2634006962427241
current_rank1_rerank,BASE,stop_episode,250,601169,7,0.023117458460605533
current_rank1_rerank,BASE,stop_episode,250,601187,2,0.3339087396998076
current_rank1_rerank,BASE,stop_episode,250,601225,2,0.3538787087479177
current_rank1_rerank,BASE,stop_episode,250,601229,2,0.4291706845168174
current_rank1_rerank,BASE,stop_episode,250,601288,1,0.20868854574390294
current_rank1_rerank,BASE,stop_episode,250,601328,2,0.081566043746374
current_rank1_rerank,BASE,stop_episode,250,601398,6,0.09577122810362615
current_rank1_rerank,BASE,stop_episode,250,601818,3,-0.08100147275405001
current_rank1_rerank,BASE,stop_episode,250,601825,2,-0.008352213781840978
current_rank1_rerank,BASE,stop_episode,250,601838,3,0.16389246528614887
current_rank1_rerank,BASE,stop_episode,250,601857,2,0.08123517631569022
current_rank1_rerank,BASE,stop_episode,250,601939,2,0.19947108132421465
