group,arm,year,signal_days,company_days,selected_company_days,weighted_share,daily_share_min,daily_share_median,daily_share_max,cutoff_min,cutoff_p10,cutoff_median,cutoff_p90,cutoff_max,days_cutoff_above_base,execution_members_and_price,potential_new_entry_company_days,potential_addon_company_days
full,PCT21OP09,ALL,4088,488150,100541,0.2059633309433576,0.19148936170212766,0.20555555555555555,0.21,0.7174,0.87526,1.11185,1.5882200000000002,2.023,2520,100380,28765,49754
full,PCT21OP09,2009,44,1532,308,0.2010443864229765,0.2,0.2,0.20588235294117646,1.6143,1.6635,1.75115,1.8792200000000001,1.9106,44,307,190,284
full,PCT22OP09,ALL,4088,488150,105422,0.21596230666803237,0.2,0.21621621621621623,0.22,0.7239,0.89781,1.1376,1.6179299999999999,2.0534,2670,105251,30177,52115
full,PCT22OP09,2009,44,1532,308,0.2010443864229765,0.2,0.2,0.20588235294117646,1.6143,1.6635,1.75115,1.8792200000000001,1.9106,44,307,190,284
full,PCT23OP09,ALL,4088,488150,110317,0.22598996210181296,0.20588235294117646,0.22608695652173913,0.23,0.7981,0.9149700000000001,1.1685500000000002,1.67029,2.0805,2820,110138,31639,54582
full,PCT23OP09,2009,44,1532,344,0.2245430809399478,0.20588235294117646,0.22857142857142856,0.22857142857142856,1.6454,1.7015900000000002,1.807,1.9076199999999999,1.9358,44,343,209,308
full,PCT24OP09,ALL,4088,488150,115305,0.23620813274608216,0.2222222222222222,0.23543552036199095,0.24,0.814,0.93077,1.1928,1.69219,2.0843,2975,115117,33107,57158
full,PCT24OP09,2009,44,1532,352,0.2297650130548303,0.22857142857142856,0.22857142857142856,0.23529411764705882,1.6454,1.7015900000000002,1.81235,1.9076199999999999,1.9358,44,350,211,312
full,BASE,2010,242,12800,780,0.0609375,0.0,0.05263157894736842,0.1320754716981132,1.0454,1.0454,1.0454,1.0454,1.0454,0,774,143,320
full,FIX110FR09,2010,242,12800,932,0.0728125,0.0,0.0847457627118644,0.14285714285714285,1.1,1.1,1.1,1.1,1.1,242,925,213,414
full,PCT16OP09,2010,242,12800,1910,0.14921875,0.14285714285714285,0.14583333333333334,0.16,1.0481,1.15176,1.41475,1.6754499999999999,1.8512,242,1896,487,862
full,PCT17OP09,2010,242,12800,2051,0.160234375,0.14285714285714285,0.16071428571428573,0.16981132075471697,1.2173,1.2857500000000002,1.4341,1.70225,1.8512,242,2035,510,914
full,PCT18OP09,2010,242,12800,2216,0.173125,0.16326530612244897,0.17391304347826086,0.18,1.2173,1.31284,1.4469500000000002,1.7275,1.8911,242,2199,543,996
full,PCT19OP09,2010,242,12800,2322,0.18140625,0.1702127659574468,0.17857142857142858,0.1896551724137931,1.2274,1.32247,1.5038,1.77329,1.8957,242,2304,577,1059
full,PCT20OP09,2010,242,12800,2463,0.192421875,0.17647058823529413,0.19298245614035087,0.2,1.2508,1.3624100000000001,1.5165,1.82005,1.9014,242,2443,603,1111
full,PCT21OP09,2010,242,12800,2564,0.2003125,0.19148936170212766,0.2,0.20833333333333334,1.2587,1.3654199999999999,1.5634000000000001,1.86254,2.023,242,2544,637,1167
full,PCT22OP09,2010,242,12800,2694,0.21046875,0.2,0.21052631578947367,0.22,1.3186,1.39642,1.5918,1.87075,2.0534,242,2672,664,1215
full,PCT23OP09,2010,242,12800,2827,0.220859375,0.20588235294117646,0.22033898305084745,0.22916666666666666,1.3186,1.40449,1.6507,1.9379,2.0805,242,2803,695,1271
full,PCT24OP09,2010,242,12800,2954,0.23078125,0.2222222222222222,0.23214285714285715,0.24,1.331,1.4540899999999999,1.6649500000000002,1.96688,2.0805,242,2927,717,1316
full,BASE,2011,244,14605,1273,0.08716193084560082,0.016666666666666666,0.06779661016949153,0.22950819672131148,1.0454,1.0454,1.0454,1.0454,1.0454,0,1261,108,271
full,FIX110FR09,2011,244,14605,1478,0.10119821978774392,0.03278688524590164,0.0847457627118644,0.23728813559322035,1.1,1.1,1.1,1.1,1.1,244,1465,142,320
full,PCT16OP09,2011,244,14605,2193,0.15015405682985278,0.14285714285714285,0.15,0.15789473684210525,0.8787,1.0334800000000002,1.33,1.50601,1.5742,217,2174,379,700
full,PCT17OP09,2011,244,14605,2413,0.16521739130434782,0.15517241379310345,0.16666666666666666,0.1694915254237288,0.9054,1.07928,1.34605,1.5295,1.6281,225,2389,416,762
full,PCT18OP09,2011,244,14605,2441,0.1671345429647381,0.16393442622950818,0.16666666666666666,0.17857142857142858,0.9054,1.07928,1.34665,1.53321,1.6434,225,2417,424,774
full,PCT19OP09,2011,244,14605,2675,0.18315645326942828,0.17543859649122806,0.18333333333333332,0.1896551724137931,0.9233,1.09176,1.3942,1.58278,1.7147,226,2649,459,852
full,PCT20OP09,2011,244,14605,2846,0.19486477233824032,0.1864406779661017,0.19672131147540983,0.2,0.9843,1.10844,1.4344,1.6093300000000001,1.7463,228,2819,487,918
full,PCT21OP09,2011,244,14605,2920,0.1999315302978432,0.19298245614035087,0.2,0.20967741935483872,0.9843,1.1245,1.4487,1.6275000000000002,1.7463,231,2892,491,948
full,PCT22OP09,2011,244,14605,3090,0.21157137966449846,0.2033898305084746,0.21311475409836064,0.21666666666666667,1.0123,1.14874,1.48835,1.6805700000000001,1.8919,238,3060,518,1014
full,PCT23OP09,2011,244,14605,3254,0.22280041081821295,0.21428571428571427,0.22033898305084745,0.22950819672131148,1.032,1.1711099999999999,1.54305,1.71488,1.8996,241,3222,548,1090
full,PCT24OP09,2011,244,14605,3389,0.23204382060938034,0.22413793103448276,0.23333333333333334,0.23728813559322035,1.032,1.18793,1.5569,1.7565300000000001,2.0119,243,3357,571,1144
full,BASE,2012,243,16012,3618,0.2259555333499875,0.11666666666666667,0.23529411764705882,0.31343283582089554,1.0454,1.0454,1.0454,1.0454,1.0454,0,3594,638,1165
full,FIX110FR09,2012,243,16012,4303,0.2687359480389708,0.14754098360655737,0.2835820895522388,0.3382352941176471,1.1,1.1,1.1,1.1,1.1,243,4272,764,1406
full,PCT16OP09,2012,243,16012,2435,0.15207344491631278,0.14516129032258066,0.14925373134328357,0.15942028985507245,0.7397,0.79766,0.893,1.01866,1.0948,10,2418,473,855
full,PCT17OP09,2012,243,16012,2598,0.16225331001748688,0.15873015873015872,0.16176470588235295,0.1694915254237288,0.772,0.80442,0.8961,1.04778,1.1137,29,2576,517,940
full,PCT18OP09,2012,243,16012,2769,0.17293280039970021,0.16393442622950818,0.17391304347826086,0.1791044776119403,0.7723,0.8252799999999999,0.9461,1.06054,1.1137,37,2747,552,1001
full,PCT19OP09,2012,243,16012,2919,0.1823007744191856,0.1746031746031746,0.18032786885245902,0.18840579710144928,0.7723,0.8397600000000001,0.9751,1.07062,1.1253,50,2895,580,1052
full,PCT20OP09,2012,243,16012,3074,0.1919810142393205,0.1864406779661017,0.19117647058823528,0.2,0.7914,0.88662,0.9819,1.086,1.1997,73,3050,600,1096
full,PCT21OP09,2012,243,16012,3255,0.20328503622283287,0.19672131147540983,0.2028985507246377,0.20967741935483872,0.8555,0.90886,0.9939,1.1024,1.1997,81,3231,620,1141
full,PCT22OP09,2012,243,16012,3395,0.21202847864101923,0.2033898305084746,0.21311475409836064,0.21739130434782608,0.8555,0.91242,1.0191,1.1217400000000002,1.2138,93,3370,645,1189
full,PCT23OP09,2012,243,16012,3538,0.2209592805395953,0.2153846153846154,0.22058823529411764,0.22950819672131148,0.8664,0.9263,1.0268,1.14626,1.2377,97,3512,679,1237
full,PCT24OP09,2012,243,16012,3730,0.2329502872845366,0.22580645161290322,0.2318840579710145,0.23880597014925373,0.8934,0.9412999999999999,1.0354,1.1673000000000002,1.2459,109,3703,722,1304
full,BASE,2013,238,17185,4843,0.2818155368053535,0.17647058823529413,0.28378378378378377,0.4444444444444444,1.0454,1.0454,1.0454,1.0454,1.0454,0,4838,1024,1913
full,FIX110FR09,2013,238,17185,5453,0.31731160896130345,0.19117647058823528,0.3239268680445151,0.47297297297297297,1.1,1.1,1.1,1.1,1.1,238,5448,1143,2111
full,PCT16OP09,2013,238,17185,2612,0.15199301716613325,0.14705882352941177,0.14864864864864866,0.16,0.6362,0.6808500000000001,0.77735,0.8965700000000001,0.9457,0,2609,628,1157
full,PCT17OP09,2013,238,17185,2782,0.16188536514402094,0.15942028985507245,0.16216216216216217,0.16901408450704225,0.6742,0.70933,0.8069,0.92416,1.0119,0,2779,662,1210
full,PCT18OP09,2013,238,17185,3009,0.17509455920861217,0.16666666666666666,0.17567567567567569,0.1791044776119403,0.6868,0.74934,0.8294,0.97911,1.0332,0,3006,717,1293
full,PCT19OP09,2013,238,17185,3169,0.18440500436427118,0.17647058823529413,0.18666666666666668,0.1891891891891892,0.743,0.76369,0.8487,0.98956,1.0332,0,3166,751,1344
full,PCT20OP09,2013,238,17185,3310,0.19260983415769567,0.18840579710144928,0.19117647058823528,0.2,0.7473,0.77374,0.8632500000000001,1.0005,1.0902,6,3307,788,1403
full,PCT21OP09,2013,238,17185,3493,0.20325865580448066,0.19696969696969696,0.20270270270270271,0.208955223880597,0.7535,0.79759,0.8928,1.0195400000000001,1.1111,11,3490,832,1477
full,PCT22OP09,2013,238,17185,3667,0.21338376491125982,0.20588235294117646,0.2147747747747748,0.2191780821917808,0.7937,0.84059,0.9097,1.0316400000000001,1.1281,17,3663,862,1544
full,PCT23OP09,2013,238,17185,3867,0.22502182135583357,0.21739130434782608,0.22666666666666666,0.22972972972972974,0.8127,0.86712,0.9254,1.0918100000000002,1.18,37,3863,925,1649
full,PCT24OP09,2013,238,17185,4022,0.23404131510037823,0.22727272727272727,0.2328767123287671,0.24,0.8316,0.8775000000000001,0.93695,1.1407100000000001,1.2106,48,4018,973,1738
full,BASE,2014,245,19071,6334,0.3321273137224057,0.1875,0.3287671232876712,0.425,1.0454,1.0454,1.0454,1.0454,1.0454,0,6324,2495,3702
full,FIX110FR09,2014,245,19071,6790,0.3560379633999266,0.2,0.35135135135135137,0.4375,1.1,1.1,1.1,1.1,1.1,245,6779,2643,3902
full,PCT16OP09,2014,245,19071,2872,0.15059514446017513,0.14814814814814814,0.15,0.16,0.5816,0.62074,0.6794,0.80162,0.9697,0,2863,1043,1524
full,PCT17OP09,2014,245,19071,3107,0.1629175187457396,0.15853658536585366,0.1625,0.16901408450704225,0.6153,0.6388,0.7053,0.81262,0.9836,0,3098,1111,1641
full,PCT18OP09,2014,245,19071,3322,0.17419118032614966,0.16666666666666666,0.175,0.1794871794871795,0.6657,0.6863400000000001,0.7301,0.83992,1.031,0,3313,1175,1747
full,PCT19OP09,2014,245,19071,3551,0.1861989408001678,0.1780821917808219,0.1875,0.189873417721519,0.679,0.70996,0.7651,0.8578,1.0324,0,3542,1286,1912
full,PCT20OP09,2014,245,19071,3729,0.19553248387604216,0.1891891891891892,0.19753086419753085,0.2,0.679,0.72492,0.8023,0.8584,1.0491,1,3720,1388,2046
full,PCT21OP09,2014,245,19071,3889,0.20392218551727753,0.19718309859154928,0.20270270270270271,0.20987654320987653,0.7174,0.7496,0.8202,0.8786,1.0525,3,3880,1461,2155
full,PCT22OP09,2014,245,19071,4060,0.21288867914634785,0.2077922077922078,0.2125,0.21951219512195122,0.7239,0.79984,0.8425,0.89558,1.1085,7,4051,1519,2249
full,PCT23OP09,2014,245,19071,4286,0.22473913271459284,0.21794871794871795,0.225,0.22972972972972974,0.7981,0.8175800000000001,0.8623,0.9162,1.1606,10,4277,1614,2394
full,PCT24OP09,2014,245,19071,4464,0.2340726757904672,0.22784810126582278,0.2345679012345679,0.24,0.814,0.8327800000000001,0.8698,0.92236,1.1606,11,4455,1706,2532
full,BASE,2015,244,19352,2863,0.1479433650268706,0.025,0.1635284810126582,0.2564102564102564,1.0454,1.0454,1.0454,1.0454,1.0454,0,2858,721,1367
full,FIX110FR09,2015,244,19352,3390,0.17517569243489045,0.037037037037037035,0.2,0.3076923076923077,1.1,1.1,1.1,1.1,1.1,244,3385,919,1708
full,PCT16OP09,2015,244,19352,2926,0.15119884249689955,0.14516129032258066,0.15,0.16,0.8727,0.95214,1.01165,1.2173,1.3072,102,2921,908,1627
full,PCT17OP09,2015,244,19352,3158,0.163187267465895,0.15789473684210525,0.1625,0.16883116883116883,0.8786,0.96575,1.02645,1.23192,1.3317,110,3153,996,1774
full,PCT18OP09,2015,244,19352,3390,0.17517569243489045,0.16666666666666666,0.175,0.1794871794871795,0.8822,0.9766,1.04705,1.24736,1.37,123,3384,1090,1936
full,PCT19OP09,2015,244,19352,3582,0.1850971475816453,0.1774193548387097,0.18518518518518517,0.189873417721519,0.8822,0.9840300000000001,1.0715,1.2664300000000002,1.37,149,3576,1178,2082
full,PCT20OP09,2015,244,19352,3782,0.19543199669284828,0.1891891891891892,0.19753086419753085,0.2,0.8852,0.99136,1.0878,1.28684,1.3917,170,3776,1255,2204
full,PCT21OP09,2015,244,19352,3968,0.20504340636626706,0.19736842105263158,0.20512820512820512,0.20987654320987653,0.8946,0.99564,1.09925,1.30644,1.4101,182,3962,1316,2302
full,PCT22OP09,2015,244,19352,4129,0.21336295990078544,0.2077922077922078,0.2125,0.21951219512195122,0.8957,1.01172,1.1226,1.3139300000000003,1.462,190,4122,1370,2375
full,PCT23OP09,2015,244,19352,4314,0.2229226953286482,0.21666666666666667,0.2222222222222222,0.22972972972972974,0.8957,1.02776,1.1553,1.3351899999999999,1.5019,209,4307,1451,2502
full,PCT24OP09,2015,244,19352,4511,0.23310252170318313,0.22580645161290322,0.2345679012345679,0.24,0.9112,1.04251,1.18195,1.3527500000000001,1.6025,218,4504,1525,2619
full,BASE,2016,244,21619,3795,0.1755400342291503,0.10752688172043011,0.17204301075268819,0.2962962962962963,1.0454,1.0454,1.0454,1.0454,1.0454,0,3786,1104,2013
full,FIX110FR09,2016,244,21619,4230,0.1956612239234007,0.11956521739130435,0.17486860965121837,0.3125,1.1,1.1,1.1,1.1,1.1,244,4221,1295,2287
full,PCT16OP09,2016,244,21619,3278,0.15162588463851243,0.14814814814814814,0.15217391304347827,0.15853658536585366,0.8099,0.867,0.99615,1.07985,1.1485,67,3270,1146,1942
full,PCT17OP09,2016,244,21619,3507,0.16221841898330172,0.15853658536585366,0.1625,0.1686746987951807,0.821,0.8796,1.0157500000000002,1.12102,1.1863,86,3499,1210,2076
full,PCT18OP09,2016,244,21619,3746,0.17327350941301634,0.1686746987951807,0.17391304347826086,0.17777777777777778,0.8425,0.8962399999999999,1.0332,1.16351,1.2316,117,3738,1320,2235
full,PCT19OP09,2016,244,21619,3990,0.18455987788519357,0.18072289156626506,0.18478260869565216,0.189873417721519,0.8543,0.92055,1.1126,1.19551,1.2685,160,3982,1377,2353
full,PCT20OP09,2016,244,21619,4233,0.1957999907488783,0.189873417721519,0.1956521739130435,0.2,0.8704,0.95691,1.1625,1.24757,1.3107,165,4224,1457,2496
full,PCT21OP09,2016,244,21619,4460,0.20630001387668254,0.2,0.20652173913043478,0.20987654320987653,0.8704,0.96757,1.1813,1.27065,1.3241,179,4451,1540,2643
full,PCT22OP09,2016,244,21619,4661,0.21559739118368101,0.20987654320987653,0.21686746987951808,0.21978021978021978,0.9246,0.97818,1.224,1.3017400000000001,1.3726,187,4650,1633,2794
full,PCT23OP09,2016,244,21619,4869,0.2252185577501272,0.21951219512195122,0.22580645161290322,0.2289156626506024,0.9423,1.00329,1.2647,1.31575,1.4001,201,4858,1710,2932
full,PCT24OP09,2016,244,21619,5107,0.23622739257134928,0.22784810126582278,0.23655913978494625,0.2391304347826087,0.943,1.01238,1.2862,1.34479,1.42,210,5095,1814,3090
full,BASE,2017,244,24072,899,0.037346294449983386,0.0,0.02912621359223301,0.11827956989247312,1.0454,1.0454,1.0454,1.0454,1.0454,0,896,403,611
full,FIX110FR09,2017,244,24072,1210,0.050265869059488204,0.00980392156862745,0.0297029702970297,0.14130434782608695,1.1,1.1,1.1,1.1,1.1,244,1207,566,866
full,PCT16OP09,2017,244,24072,3752,0.15586573612495846,0.15053763440860216,0.1568627450980392,0.16,1.1105,1.19413,1.53065,1.59747,1.6716,244,3746,1802,2718
full,PCT17OP09,2017,244,24072,3990,0.16575274177467597,0.1595744680851064,0.16666666666666666,0.17,1.1314,1.21592,1.57405,1.6635000000000002,1.729,244,3984,1920,2898
full,PCT18OP09,2017,244,24072,4234,0.17588899966766366,0.1702127659574468,0.17647058823529413,0.18,1.1333,1.2266,1.5975000000000001,1.6928100000000001,1.7481,244,4228,2041,3075
full,PCT19OP09,2017,244,24072,4478,0.18602525756065139,0.18085106382978725,0.18627450980392157,0.19,1.1413,1.23755,1.61585,1.7281,1.7766,244,4472,2126,3211
full,PCT20OP09,2017,244,24072,4722,0.19616151545363908,0.19148936170212766,0.19607843137254902,0.2,1.1535,1.2678,1.6273,1.74606,1.8113,244,4715,2225,3360
full,PCT21OP09,2017,244,24072,4961,0.20609006314390163,0.2,0.20588235294117646,0.21,1.1783,1.2745600000000001,1.6644,1.77034,1.8275,244,4954,2322,3515
full,PCT22OP09,2017,244,24072,5205,0.21622632103688932,0.21052631578947367,0.21568627450980393,0.22,1.2295,1.2918500000000002,1.6935,1.7882000000000002,1.8857,244,5198,2417,3652
full,PCT23OP09,2017,244,24072,5446,0.22623795280824194,0.21978021978021978,0.22580645161290322,0.23,1.2623,1.3177999999999999,1.70215,1.80232,1.8915,244,5439,2509,3788
full,PCT24OP09,2017,244,24072,5690,0.23637421070122963,0.23076923076923078,0.23655913978494625,0.24,1.3426,1.435,1.7147,1.83145,1.9115,244,5683,2599,3924
full,BASE,2018,243,24566,1184,0.04819669461857852,0.01,0.049019607843137254,0.10679611650485436,1.0454,1.0454,1.0454,1.0454,1.0454,0,1180,130,307
full,FIX110FR09,2018,243,24566,1335,0.05434340144915737,0.01,0.05825242718446602,0.1262135922330097,1.1,1.1,1.1,1.1,1.1,243,1331,140,330
full,PCT16OP09,2018,243,24566,3830,0.155906537490841,0.15151515151515152,0.1553398058252427,0.16,1.1347,1.2023,1.322,1.65056,1.7443,243,3824,507,1084
full,PCT17OP09,2018,243,24566,4073,0.1657982577546202,0.16161616161616163,0.1650485436893204,0.17,1.1417,1.21378,1.3463,1.7021400000000002,1.7918,243,4067,531,1138
full,PCT18OP09,2018,243,24566,4316,0.17568997801839942,0.1717171717171717,0.17475728155339806,0.18,1.1477,1.23016,1.3497,1.73614,1.8978,243,4310,561,1199
full,PCT19OP09,2018,243,24566,4559,0.18558169828217863,0.18181818181818182,0.18446601941747573,0.19,1.167,1.2383,1.3636,1.76342,1.9144,243,4553,605,1274
full,PCT20OP09,2018,243,24566,4802,0.19547341854595782,0.1919191919191919,0.1941747572815534,0.2,1.1724,1.2491800000000002,1.4148,1.78706,1.9527,243,4796,648,1350
full,PCT21OP09,2018,243,24566,5045,0.20536513880973703,0.20192307692307693,0.20408163265306123,0.21,1.1815,1.2609599999999999,1.441,1.81266,1.9801,243,5039,685,1437
full,PCT22OP09,2018,243,24566,5288,0.21525685907351624,0.21153846153846154,0.21428571428571427,0.22,1.1888,1.27074,1.4706,1.83242,2.0151,243,5282,718,1516
full,PCT23OP09,2018,243,24566,5531,0.22514857933729546,0.22115384615384615,0.22448979591836735,0.23,1.1997,1.28214,1.5104,1.8678000000000001,2.0438,243,5525,770,1620
full,PCT24OP09,2018,243,24566,5774,0.23504029960107464,0.23076923076923078,0.23469387755102042,0.24,1.2047,1.2918800000000001,1.5356,1.90852,2.0843,243,5768,821,1707
full,BASE,2019,244,27506,2670,0.09706973024067476,0.057692307692307696,0.08695652173913043,0.1452991452991453,1.0454,1.0454,1.0454,1.0454,1.0454,0,2668,902,1484
full,FIX110FR09,2019,244,27506,3366,0.12237330037082818,0.06666666666666667,0.125,0.16379310344827586,1.1,1.1,1.1,1.1,1.1,244,3364,1041,1749
full,PCT16OP09,2019,244,27506,4236,0.15400276303351995,0.1509433962264151,0.15384615384615385,0.1568627450980392,1.0465,1.07917,1.1344,1.2671000000000001,1.3411,244,4234,1405,2357
full,PCT17OP09,2019,244,27506,4484,0.16301897767759763,0.1619047619047619,0.1623931623931624,0.16981132075471697,1.0599,1.10971,1.14805,1.2850000000000001,1.3568,244,4482,1494,2521
full,PCT18OP09,2019,244,27506,4850,0.17632516541845417,0.17142857142857143,0.1793662312530237,0.1794871794871795,1.1105,1.13739,1.177,1.29923,1.3782,244,4848,1603,2714
full,PCT19OP09,2019,244,27506,5131,0.1865411183014615,0.18095238095238095,0.18803418803418803,0.1896551724137931,1.1205,1.15263,1.1978499999999999,1.31725,1.3806,244,5128,1695,2887
full,PCT20OP09,2019,244,27506,5413,0.19679342688867885,0.19230769230769232,0.19658119658119658,0.2,1.1262,1.16615,1.2196500000000001,1.33711,1.402,244,5410,1789,3049
full,PCT21OP09,2019,244,27506,5657,0.20566421871591653,0.20192307692307693,0.20512820512820512,0.20952380952380953,1.1348,1.1883,1.2382499999999999,1.35924,1.4188,244,5654,1881,3200
full,PCT22OP09,2019,244,27506,5901,0.21453501054315421,0.21153846153846154,0.21367521367521367,0.21904761904761905,1.1463,1.20188,1.2507,1.3973200000000001,1.4727,244,5897,1965,3336
full,PCT23OP09,2019,244,27506,6145,0.22340580237039193,0.22115384615384615,0.2222222222222222,0.22857142857142856,1.1566,1.21614,1.2694,1.41598,1.5101,244,6140,2066,3480
full,PCT24OP09,2019,244,27506,6511,0.23671199011124847,0.23076923076923078,0.2387057387057387,0.23931623931623933,1.1792,1.23181,1.30225,1.44049,1.5469,244,6506,2186,3701
full,BASE,2020,243,31198,5206,0.1668696711327649,0.09401709401709402,0.15037593984962405,0.264,1.0454,1.0454,1.0454,1.0454,1.0454,0,5206,1224,2298
full,FIX110FR09,2020,243,31198,5923,0.1898519135842041,0.11965811965811966,0.18045112781954886,0.28,1.1,1.1,1.1,1.1,1.1,243,5923,1384,2638
full,PCT16OP09,2020,243,31198,4892,0.15680492339252516,0.15254237288135594,0.15789473684210525,0.16,0.8407,0.86702,1.0471,1.1254199999999999,1.1578,125,4892,1203,2328
full,PCT17OP09,2020,243,31198,5143,0.1648503109173665,0.1623931623931624,0.16541353383458646,0.1694915254237288,0.8581,0.88096,1.0648,1.1380400000000002,1.2013,147,5143,1256,2441
full,PCT18OP09,2020,243,31198,5451,0.17472273863709212,0.1721311475409836,0.17293233082706766,0.1794871794871795,0.8743,0.8922599999999999,1.0822,1.15778,1.2323,157,5451,1339,2606
full,PCT19OP09,2020,243,31198,5858,0.187768446695301,0.18181818181818182,0.18796992481203006,0.1893939393939394,0.8907,0.90828,1.1083,1.18294,1.2563,164,5857,1453,2814
full,PCT20OP09,2020,243,31198,6111,0.19587794089364702,0.19327731092436976,0.19548872180451127,0.2,0.8983,0.92618,1.1294,1.19842,1.2687,171,6110,1522,2939
full,PCT21OP09,2020,243,31198,6356,0.20373100839797423,0.20168067226890757,0.20300751879699247,0.20967741935483872,0.9144,0.9571799999999999,1.1479,1.22208,1.2914,176,6355,1575,3047
full,PCT22OP09,2020,243,31198,6772,0.2170651964869543,0.211864406779661,0.21804511278195488,0.2196969696969697,0.9413,0.97564,1.1714,1.2416800000000001,1.2986,179,6771,1677,3231
full,PCT23OP09,2020,243,31198,7027,0.22523879735880506,0.2222222222222222,0.22556390977443608,0.22950819672131148,0.9494,1.0074,1.183,1.25226,1.3292,184,7026,1754,3350
full,PCT24OP09,2020,243,31198,7326,0.23482274504775946,0.23308270676691728,0.23308270676691728,0.24,0.9515,1.03264,1.2031,1.27756,1.4016,207,7325,1859,3514
full,BASE,2021,243,35534,4766,0.13412506331963753,0.08552631578947369,0.13725490196078433,0.16541353383458646,1.0454,1.0454,1.0454,1.0454,1.0454,0,4765,784,1618
full,FIX110FR09,2021,243,35534,5536,0.15579445038554623,0.11842105263157894,0.1568627450980392,0.20300751879699247,1.1,1.1,1.1,1.1,1.1,243,5535,925,1896
full,PCT16OP09,2021,243,35534,5598,0.15753925817526876,0.15483870967741936,0.15789473684210525,0.16,0.9544,1.02486,1.095,1.16602,1.2324,210,5597,951,1951
full,PCT17OP09,2021,243,35534,5935,0.16702313277424438,0.16296296296296298,0.16541353383458646,0.16993464052287582,1.0366,1.0697400000000001,1.128,1.21626,1.2681,241,5934,994,2028
full,PCT18OP09,2021,243,35534,6252,0.1759441661507289,0.17293233082706766,0.17647058823529413,0.18,1.0502,1.09412,1.1447,1.2553,1.3016,243,6251,1036,2127
full,PCT19OP09,2021,243,35534,6664,0.18753869533404627,0.18421052631578946,0.18796992481203006,0.1895424836601307,1.075,1.12182,1.1741,1.27136,1.3226,243,6663,1076,2238
full,PCT20OP09,2021,243,35534,6982,0.1964878707716553,0.19548872180451127,0.19607843137254902,0.2,1.0773,1.13966,1.1876,1.29394,1.3498,243,6980,1126,2331
full,PCT21OP09,2021,243,35534,7318,0.2059436033095064,0.20300751879699247,0.20394736842105263,0.20915032679738563,1.0773,1.15032,1.2118,1.3147199999999999,1.3666,243,7316,1194,2464
full,PCT22OP09,2021,243,35534,7708,0.21691900714808351,0.21481481481481482,0.21710526315789475,0.22,1.1331,1.1819600000000001,1.2493,1.348,1.4759,243,7706,1298,2643
