group,arm,year,signal_days,company_days,selected_company_days,weighted_share,daily_share_min,daily_share_median,daily_share_max,cutoff_min,cutoff_p10,cutoff_median,cutoff_p90,cutoff_max,days_cutoff_above_base,execution_members_and_price,potential_new_entry_company_days,potential_addon_company_days
U2,PCT17OP09,2013,238,16018,2544,0.15882132600824073,0.15625,0.15873015873015872,0.16417910447761194,0.8068,0.8408,0.9116500000000001,1.0632,1.18,32,2543,593,1055
U2,PCT18OP09,2013,238,16018,2780,0.17355475090523162,0.16393442622950818,0.17391304347826086,0.1791044776119403,0.8146,0.87164,0.92985,1.1407100000000001,1.2106,48,2779,658,1165
U2,PCT19OP09,2013,238,16018,2946,0.18391809214633537,0.1746031746031746,0.18571428571428572,0.18840579710144928,0.835,0.8822,0.9458,1.14678,1.2106,50,2945,698,1238
U2,PCT20OP09,2013,238,16018,3073,0.19184667249344486,0.1875,0.19047619047619047,0.2,0.8497,0.8932599999999999,0.97035,1.1728200000000002,1.2399,61,3072,742,1297
U2,PCT21OP09,2013,238,16018,3256,0.20327131976526408,0.19672131147540983,0.2028985507246377,0.208955223880597,0.859,0.92373,1.0059,1.1955,1.247,64,3255,771,1361
U2,PCT22OP09,2013,238,16018,3422,0.21363466100636783,0.20588235294117646,0.21428571428571427,0.21875,0.859,0.93427,1.0182,1.20098,1.247,78,3421,792,1403
U2,PCT23OP09,2013,238,16018,3549,0.22156324135347732,0.21739130434782608,0.22058823529411764,0.22950819672131148,0.8725,0.9357,1.0208,1.2048400000000001,1.2673,92,3548,826,1475
U2,PCT24OP09,2013,238,16018,3732,0.23298788862529654,0.22857142857142856,0.2318840579710145,0.23880597014925373,0.8877,0.94378,1.0383499999999999,1.2277600000000002,1.2765,113,3731,855,1538
U2,BASE,2014,245,17847,5111,0.2863786630806298,0.13333333333333333,0.28,0.38666666666666666,1.0454,1.0454,1.0454,1.0454,1.0454,0,5102,2031,3025
U2,FIX110FR09,2014,245,17847,5566,0.3118731439457612,0.14666666666666667,0.30434782608695654,0.4,1.1,1.1,1.1,1.1,1.1,245,5556,2178,3224
U2,PCT16OP09,2014,245,17847,2780,0.15576847649464895,0.14705882352941177,0.15789473684210525,0.16,0.7174,0.7853,0.8402,0.8925,1.1085,3,2772,1027,1529
U2,PCT17OP09,2014,245,17847,2865,0.16053118171121197,0.15714285714285714,0.16,0.16883116883116883,0.7833,0.80754,0.8485,0.89558,1.1085,7,2857,1060,1583
U2,PCT18OP09,2014,245,17847,3096,0.1734745335350479,0.16666666666666666,0.17333333333333334,0.1791044776119403,0.8106,0.823,0.8646,0.9162,1.1606,10,3088,1154,1738
U2,PCT19OP09,2014,245,17847,3306,0.1852412170112624,0.17647058823529413,0.18666666666666668,0.1891891891891892,0.8156,0.8337,0.8725,0.94616,1.168,12,3298,1272,1898
U2,PCT20OP09,2014,245,17847,3484,0.1952148820530061,0.18840579710144928,0.19736842105263158,0.2,0.8196,0.8397,0.8851,0.96092,1.2044,12,3476,1368,2031
U2,PCT21OP09,2014,245,17847,3592,0.201266319269345,0.19696969696969696,0.2,0.208955223880597,0.8259,0.8412999999999999,0.8969,0.9764999999999999,1.2044,13,3584,1415,2092
U2,PCT22OP09,2014,245,17847,3799,0.21286490726732785,0.20588235294117646,0.21333333333333335,0.2191780821917808,0.8271,0.8495,0.9243,1.0077,1.2344,20,3791,1518,2240
U2,PCT23OP09,2014,245,17847,4010,0.22468762256961955,0.21739130434782608,0.22388059701492538,0.22972972972972974,0.8453,0.85808,0.9402,1.01462,1.2515,21,4002,1641,2410
U2,PCT24OP09,2014,245,17847,4204,0.23555779682859865,0.22727272727272727,0.23684210526315788,0.24,0.8471,0.8648399999999999,0.9608,1.04382,1.2613,24,4196,1727,2538
U2,BASE,2015,244,18323,2024,0.11046226054685368,0.013157894736842105,0.12,0.21621621621621623,1.0454,1.0454,1.0454,1.0454,1.0454,0,2020,496,934
U2,FIX110FR09,2015,244,18323,2506,0.1367679965071222,0.025974025974025976,0.14666666666666667,0.2702702702702703,1.1,1.1,1.1,1.1,1.1,244,2502,663,1237
U2,PCT16OP09,2015,244,18323,2852,0.1556513671342029,0.14285714285714285,0.1564935064935065,0.16,0.8822,0.9952599999999999,1.10725,1.27955,1.37,176,2847,959,1671
U2,PCT17OP09,2015,244,18323,2972,0.16220051301642743,0.15517241379310345,0.16,0.16901408450704225,0.8852,0.99692,1.11205,1.2925,1.3917,183,2967,993,1731
U2,PCT18OP09,2015,244,18323,3158,0.17235168913387547,0.16666666666666666,0.17333333333333334,0.17857142857142858,0.8946,1.0179,1.138,1.30644,1.4101,202,3153,1048,1827
U2,PCT19OP09,2015,244,18323,3391,0.18506794738852808,0.17647058823529413,0.18421052631578946,0.189873417721519,0.9112,1.0342200000000001,1.17235,1.3258,1.462,213,3385,1130,1962
U2,PCT20OP09,2015,244,18323,3582,0.1954920045844021,0.1891891891891892,0.19727575982209045,0.2,0.9112,1.0446,1.2,1.34249,1.5019,219,3576,1206,2098
U2,PCT21OP09,2015,244,18323,3701,0.20198657425094144,0.19642857142857142,0.2,0.20833333333333334,0.948,1.06948,1.2096,1.3570799999999998,1.5019,224,3695,1239,2151
U2,PCT22OP09,2015,244,18323,3886,0.21208317415270425,0.20588235294117646,0.21333333333333335,0.2191780821917808,1.0296,1.12502,1.23235,1.37749,1.6025,242,3879,1312,2262
U2,PCT23OP09,2015,244,18323,4120,0.22485400862304208,0.21428571428571427,0.2236842105263158,0.22972972972972974,1.0604,1.15484,1.26695,1.42767,1.6533,244,4112,1391,2397
U2,PCT24OP09,2015,244,18323,4310,0.23522348960323092,0.22413793103448276,0.23684210526315788,0.24,1.0604,1.16725,1.3054999999999999,1.4861400000000002,1.6606,244,4301,1466,2533
U2,BASE,2016,244,20795,2971,0.14287088242365953,0.06741573033707865,0.14444444444444443,0.2597402597402597,1.0454,1.0454,1.0454,1.0454,1.0454,0,2966,808,1505
U2,FIX110FR09,2016,244,20795,3406,0.16378937244529934,0.0898876404494382,0.15081148564294633,0.2857142857142857,1.1,1.1,1.1,1.1,1.1,244,3401,999,1779
U2,PCT16OP09,2016,244,20795,3256,0.15657610002404423,0.14942528735632185,0.15730337078651685,0.1590909090909091,0.8543,0.93398,1.1009,1.2173100000000001,1.2763,160,3251,1103,1889
U2,PCT17OP09,2016,244,20795,3450,0.16590526568886751,0.15789473684210525,0.16853932584269662,0.16883116883116883,0.8704,0.9668100000000001,1.16635,1.24498,1.3155,169,3445,1168,2008
U2,PCT18OP09,2016,244,20795,3655,0.17576340466458285,0.16883116883116883,0.17777777777777778,0.1797752808988764,0.8704,0.96757,1.19065,1.28319,1.3368,179,3650,1246,2146
U2,PCT19OP09,2016,244,20795,3783,0.18191873046405385,0.1794871794871795,0.18181818181818182,0.189873417721519,0.9246,0.9929100000000001,1.2219,1.2973,1.3368,188,3776,1297,2233
U2,PCT20OP09,2016,244,20795,4018,0.1932195239240202,0.189873417721519,0.19230769230769232,0.2,0.943,1.00811,1.25575,1.31039,1.3779,204,4011,1383,2374
U2,PCT21OP09,2016,244,20795,4233,0.2035585477278192,0.19736842105263158,0.20253164556962025,0.2077922077922078,0.9522,1.03371,1.26955,1.33726,1.4001,211,4226,1467,2524
U2,PCT22OP09,2016,244,20795,4438,0.2134166867035345,0.2077922077922078,0.21348314606741572,0.21839080459770116,0.9522,1.03371,1.2894,1.38971,1.4492,211,4430,1572,2680
U2,PCT23OP09,2016,244,20795,4657,0.22394806443856696,0.21794871794871795,0.2247191011235955,0.22988505747126436,0.977,1.03834,1.3204500000000001,1.42762,1.4666,214,4649,1638,2804
U2,PCT24OP09,2016,244,20795,4890,0.23515268093291658,0.22784810126582278,0.23595505617977527,0.23863636363636365,0.9852,1.05382,1.34275,1.4912,1.5239,223,4882,1723,2946
U2,BASE,2017,244,23262,473,0.020333591264723585,0.0,0.020202020202020204,0.07865168539325842,1.0454,1.0454,1.0454,1.0454,1.0454,0,471,159,277
U2,FIX110FR09,2017,244,23262,734,0.031553606740607,0.0,0.02040816326530612,0.10227272727272728,1.1,1.1,1.1,1.1,1.1,244,732,285,488
U2,PCT16OP09,2017,244,23262,3581,0.1539420514143238,0.14942528735632185,0.15306122448979592,0.1595744680851064,1.1535,1.2678,1.5971,1.73042,1.7766,244,3578,1675,2527
U2,PCT17OP09,2017,244,23262,3805,0.16357148998366436,0.1590909090909091,0.16326530612244897,0.16853932584269662,1.1783,1.2678,1.6164999999999998,1.75056,1.8113,244,3801,1761,2668
U2,PCT18OP09,2017,244,23262,4049,0.17406069985383887,0.1702127659574468,0.17346938775510204,0.1797752808988764,1.1926,1.27814,1.64235,1.77312,1.8275,244,4045,1846,2805
U2,PCT19OP09,2017,244,23262,4265,0.18334622990284585,0.1797752808988764,0.18181818181818182,0.18947368421052632,1.2295,1.2918500000000002,1.6569,1.79138,1.8857,244,4261,1927,2929
U2,PCT20OP09,2017,244,23262,4509,0.19383543977302037,0.19101123595505617,0.19318181818181818,0.2,1.2623,1.3197699999999999,1.6795499999999999,1.8041800000000001,1.8915,244,4505,2011,3060
U2,PCT21OP09,2017,244,23262,4728,0.20324993551715242,0.2,0.20224719101123595,0.2087912087912088,1.3717,1.43686,1.69695,1.82519,1.9115,244,4724,2088,3178
U2,PCT22OP09,2017,244,23262,4972,0.21373914538732697,0.21052631578947367,0.21348314606741572,0.21978021978021978,1.3755,1.4792500000000002,1.711,1.8519400000000001,1.9129,244,4968,2156,3294
U2,PCT23OP09,2017,244,23262,5210,0.2239704238672513,0.21978021978021978,0.22448979591836735,0.22988505747126436,1.3816,1.50164,1.74,1.8698000000000001,1.9306,244,5206,2246,3438
U2,PCT24OP09,2017,244,23262,5451,0.23433066804230074,0.22988505747126436,0.23469387755102042,0.23958333333333334,1.4046,1.516,1.75685,1.89081,1.9591,244,5446,2353,3593
U2,BASE,2018,243,23799,620,0.02605151476952813,0.0,0.020202020202020204,0.08,1.0454,1.0454,1.0454,1.0454,1.0454,0,618,83,169
U2,FIX110FR09,2018,243,23799,746,0.03134585486785159,0.0,0.03,0.1,1.1,1.1,1.1,1.1,1.1,243,744,89,187
U2,PCT16OP09,2018,243,23799,3726,0.1565612000504223,0.15151515151515152,0.15789473684210525,0.16,1.167,1.2359,1.3579,1.7709,1.9144,243,3723,478,997
U2,PCT17OP09,2018,243,23799,3959,0.16635152737509978,0.1595744680851064,0.16831683168316833,0.17,1.1724,1.2444600000000001,1.3712,1.8056,1.9527,243,3956,515,1067
U2,PCT18OP09,2018,243,23799,4202,0.17656204042186646,0.1702127659574468,0.1782178217821782,0.18,1.1815,1.25716,1.4149,1.8298,1.9801,243,4199,547,1149
U2,PCT19OP09,2018,243,23799,4445,0.18677255346863314,0.18085106382978725,0.18811881188118812,0.19,1.1888,1.2677,1.4421,1.8461,2.0151,243,4442,578,1238
U2,PCT20OP09,2018,243,23799,4688,0.19698306651539982,0.19148936170212766,0.19801980198019803,0.2,1.1997,1.2779200000000002,1.4728,1.8944200000000002,2.0438,243,4685,626,1335
U2,PCT21OP09,2018,243,23799,4885,0.20526072524055633,0.2,0.20618556701030927,0.21,1.2047,1.2896,1.5104,1.90852,2.0843,243,4882,677,1405
U2,PCT22OP09,2018,243,23799,5128,0.215471238287323,0.21052631578947367,0.21649484536082475,0.22,1.2222,1.2952,1.5392,1.92832,2.1107,243,5125,731,1499
U2,PCT23OP09,2018,243,23799,5371,0.22568175133408966,0.22105263157894736,0.2268041237113402,0.23,1.2323,1.31924,1.5645,1.94754,2.1168,243,5368,777,1604
U2,PCT24OP09,2018,243,23799,5614,0.23589226438085634,0.23157894736842105,0.23711340206185566,0.24,1.2406,1.33624,1.5893,1.9686400000000002,2.1447,243,5610,822,1709
U2,BASE,2019,244,26780,2114,0.0789395070948469,0.0297029702970297,0.07079646017699115,0.13157894736842105,1.0454,1.0454,1.0454,1.0454,1.0454,0,2113,628,1110
U2,FIX110FR09,2019,244,26780,2808,0.10485436893203884,0.0392156862745098,0.10666877370417194,0.1504424778761062,1.1,1.1,1.1,1.1,1.1,244,2807,765,1373
U2,PCT16OP09,2019,244,26780,4227,0.15784167289021658,0.15151515151515152,0.15789473684210525,0.16,1.1009,1.1319299999999999,1.1714,1.31222,1.3782,244,4226,1318,2305
U2,PCT17OP09,2019,244,26780,4478,0.16721433905899924,0.16161616161616163,0.16666666666666666,0.17,1.1205,1.14926,1.1875,1.32635,1.4006,244,4477,1411,2450
U2,PCT18OP09,2019,244,26780,4722,0.17632561613144138,0.1717171717171717,0.17543859649122806,0.18,1.1315,1.16213,1.2053500000000001,1.3462100000000001,1.402,244,4721,1494,2595
U2,PCT19OP09,2019,244,26780,4966,0.18543689320388348,0.18181818181818182,0.18421052631578946,0.19,1.1463,1.1822,1.2284000000000002,1.37218,1.4392,244,4965,1585,2742
U2,PCT20OP09,2019,244,26780,5210,0.19454817027632562,0.1919191919191919,0.19298245614035087,0.2,1.1566,1.2034500000000001,1.24705,1.40114,1.4727,244,5208,1662,2869
U2,PCT21OP09,2019,244,26780,5454,0.20365944734876773,0.20175438596491227,0.20175438596491227,0.21,1.1792,1.21723,1.26725,1.42798,1.5101,244,5451,1749,2998
U2,PCT22OP09,2019,244,26780,5821,0.21736370425690815,0.21212121212121213,0.21929824561403508,0.22,1.1844,1.23346,1.3022,1.4644,1.5555,244,5818,1861,3212
U2,PCT23OP09,2019,244,26780,6065,0.22647498132935026,0.22123893805309736,0.22807017543859648,0.23,1.1909,1.2555,1.3235999999999999,1.48569,1.5619,244,6062,1951,3371
U2,PCT24OP09,2019,244,26780,6345,0.23693054518297238,0.23214285714285715,0.23684210526315788,0.24,1.2245,1.2882399999999998,1.35115,1.51137,1.5768,244,6342,2037,3522
U2,BASE,2020,243,30282,4495,0.14843801598309225,0.07894736842105263,0.13178294573643412,0.24031007751937986,1.0454,1.0454,1.0454,1.0454,1.0454,0,4495,974,1848
U2,FIX110FR09,2020,243,30282,5126,0.16927547718116373,0.10077519379844961,0.16279069767441862,0.256198347107438,1.1,1.1,1.1,1.1,1.1,243,5126,1114,2150
U2,PCT16OP09,2020,243,30282,4721,0.15590119542962816,0.15254237288135594,0.15503875968992248,0.15966386554621848,0.8743,0.8922599999999999,1.0859,1.16302,1.23,154,4721,1092,2164
U2,PCT17OP09,2020,243,30282,4971,0.16415692490588468,0.1623931623931624,0.16279069767441862,0.1694915254237288,0.8879,0.90366,1.0962,1.1741,1.2333,163,4970,1155,2282
U2,PCT18OP09,2020,243,30282,5374,0.1774651608216102,0.1724137931034483,0.17829457364341086,0.1796875,0.8983,0.92242,1.137,1.20208,1.2563,168,5373,1268,2476
U2,PCT19OP09,2020,243,30282,5623,0.18568786737996168,0.18181818181818182,0.18604651162790697,0.1896551724137931,0.9101,0.9571799999999999,1.1483,1.21902,1.2687,176,5622,1320,2593
U2,PCT20OP09,2020,243,30282,5873,0.1939435968562182,0.19298245614035087,0.1937984496124031,0.2,0.9327,0.9667,1.1668,1.23616,1.2914,181,5872,1376,2687
U2,PCT21OP09,2020,243,30282,6266,0.20692160359289347,0.20168067226890757,0.20930232558139536,0.20930232558139536,0.9494,0.9852,1.196,1.25644,1.299,183,6265,1502,2889
U2,PCT22OP09,2020,243,30282,6582,0.2173568456508817,0.211864406779661,0.21705426356589147,0.21929824561403508,0.9515,1.02618,1.2287,1.29446,1.4016,207,6580,1601,3041
U2,PCT23OP09,2020,243,30282,6836,0.22574466679875835,0.2222222222222222,0.2248062015503876,0.2288135593220339,0.9549,1.0544200000000001,1.253,1.3286000000000002,1.4124,220,6834,1681,3167
U2,PCT24OP09,2020,243,30282,7084,0.2339343504392048,0.23255813953488372,0.23255813953488372,0.2396694214876033,0.9718,1.08226,1.2807,1.37032,1.4619,225,7082,1752,3308
U2,BASE,2021,243,34562,3983,0.11524217348533071,0.06756756756756757,0.12080536912751678,0.14728682170542637,1.0454,1.0454,1.0454,1.0454,1.0454,0,3982,585,1264
U2,FIX110FR09,2021,243,34562,4688,0.13564029859383137,0.10135135135135136,0.1342281879194631,0.18604651162790697,1.1,1.1,1.1,1.1,1.1,243,4687,713,1522
U2,PCT16OP09,2021,243,34562,5356,0.15496788380302065,0.15267175572519084,0.15503875968992248,0.15894039735099338,1.0502,1.08726,1.1469,1.2553,1.3016,243,5355,819,1743
U2,PCT17OP09,2021,243,34562,5752,0.16642555407673168,0.16279069767441862,0.16778523489932887,0.16891891891891891,1.0643,1.1053,1.1749,1.27922,1.3461,243,5751,857,1843
U2,PCT18OP09,2021,243,34562,6085,0.1760604131705341,0.174496644295302,0.17567567567567569,0.1796875,1.0773,1.14164,1.1983,1.29394,1.3498,243,6083,924,1948
U2,PCT19OP09,2021,243,34562,6478,0.18743128291186853,0.183206106870229,0.18791946308724833,0.1891891891891892,1.0773,1.15474,1.2294,1.3303,1.3817,243,6476,1009,2107
U2,PCT20OP09,2021,243,34562,6739,0.1949829292286326,0.1937984496124031,0.19463087248322147,0.1986754966887417,1.1037,1.17144,1.2493,1.348,1.4759,243,6737,1067,2220
