arm,kind,value,group,exclusion_group,start,end,cagr,base_cagr,delta_pp
PCT17OP09,fraction,0.17,A,A,2013-05-01,2026-08-28,0.46895228754074303,0.5273589932880105,-5.840670574726747
PCT17OP09,fraction,0.17,A,A,2013-11-01,2026-08-28,0.4692422123208366,0.5092937156190205,-4.0051503298183855
PCT17OP09,fraction,0.17,A,A,2014-05-01,2026-08-28,0.5742304860994232,0.5759327684444389,-0.1702282345015682
PCT17OP09,fraction,0.17,A,A,2014-11-01,2026-08-28,0.5018469349113353,0.5567072004372051,-5.486026552586987
PCT17OP09,fraction,0.17,A,A,2015-05-01,2026-08-28,0.36843687236629985,0.470629288674965,-10.219241630866517
PCT17OP09,fraction,0.17,A,A,2015-11-01,2026-08-28,0.48356946293011793,0.5189473402580713,-3.537787732795339
PCT17OP09,fraction,0.17,A,A,2016-05-01,2026-08-28,0.633111232131037,0.6848724220753288,-5.17611899442918
PCT17OP09,fraction,0.17,U,U1,2009-11-01,2026-08-28,0.4096159784674631,0.32484186578832164,8.477411267914148
PCT17OP09,fraction,0.17,U,U1,2010-05-01,2026-08-28,0.4096990873270321,0.3577877601083479,5.191132721868419
PCT17OP09,fraction,0.17,U,U1,2010-11-01,2026-08-28,0.40890580993851255,0.39384145779326096,1.5064352145251592
PCT17OP09,fraction,0.17,U,U1,2011-05-01,2026-08-28,0.44564027658382277,0.4595414701476832,-1.3901193563860437
PCT17OP09,fraction,0.17,U,U1,2011-11-01,2026-08-28,0.36922979410459744,0.4343883464327476,-6.515855232815015
PCT17OP09,fraction,0.17,U,U1,2012-05-01,2026-08-28,0.4419981719866568,0.44367740634309305,-0.16792343564362433
PCT17OP09,fraction,0.17,U,U1,2012-11-01,2026-08-28,0.5199829143180685,0.5076581123683039,1.2324801949764597
PCT17OP09,fraction,0.17,U,U1,2013-05-01,2026-08-28,0.46895228754074303,0.5273589932880105,-5.840670574726747
PCT17OP09,fraction,0.17,U,U1,2013-11-01,2026-08-28,0.4692422123208366,0.5092937156190205,-4.0051503298183855
PCT17OP09,fraction,0.17,U,U1,2014-05-01,2026-08-28,0.5742304860994232,0.5759327684444389,-0.1702282345015682
PCT17OP09,fraction,0.17,U,U1,2014-11-01,2026-08-28,0.5018469349113353,0.5567072004372051,-5.486026552586987
PCT17OP09,fraction,0.17,U,U1,2015-05-01,2026-08-28,0.36843687236629985,0.470629288674965,-10.219241630866517
PCT17OP09,fraction,0.17,U,U1,2015-11-01,2026-08-28,0.48356946293011793,0.5189473402580713,-3.537787732795339
PCT17OP09,fraction,0.17,U,U1,2016-05-01,2026-08-28,0.633111232131037,0.6848724220753288,-5.17611899442918
PCT18OP09,fraction,0.18,full,full,2009-11-01,2026-08-28,0.34157424124346547,0.3171902906642554,2.4383950579210056
PCT18OP09,fraction,0.18,full,full,2010-05-01,2026-08-28,0.378247409263188,0.42150631552147355,-4.3258906258285545
PCT18OP09,fraction,0.18,full,full,2010-11-01,2026-08-28,0.3680705369049333,0.34762338931737813,2.044714758755517
PCT18OP09,fraction,0.18,full,full,2011-05-01,2026-08-28,0.3490922421425178,0.31325227361749697,3.5839968525020804
PCT18OP09,fraction,0.18,full,full,2011-11-01,2026-08-28,0.39014095653687675,0.3323652934000796,5.777566313679716
PCT18OP09,fraction,0.18,full,full,2012-05-01,2026-08-28,0.40915392649490845,0.39847921911522177,1.0674707379686676
PCT18OP09,fraction,0.18,full,full,2012-11-01,2026-08-28,0.4477600704193099,0.5003010251284332,-5.254095470912334
PCT18OP09,fraction,0.18,full,full,2013-05-01,2026-08-28,0.49783897503785446,0.4931181239971951,0.4720851040659335
PCT18OP09,fraction,0.18,full,full,2013-11-01,2026-08-28,0.4500931046543457,0.41697297508389597,3.312012957044974
PCT18OP09,fraction,0.18,full,full,2014-05-01,2026-08-28,0.47264040102234395,0.4929665032489996,-2.032610222665565
PCT18OP09,fraction,0.18,full,full,2014-11-01,2026-08-28,0.5274291282072083,0.5279156947520107,-0.04865665448023915
PCT18OP09,fraction,0.18,full,full,2015-05-01,2026-08-28,0.48920417445420283,0.4970778116275161,-0.7873637173313242
PCT18OP09,fraction,0.18,full,full,2015-11-01,2026-08-28,0.6143754141558402,0.5936193389038193,2.0756075252020834
PCT18OP09,fraction,0.18,full,full,2016-05-01,2026-08-28,0.6988156444084119,0.7061667460063654,-0.7351101597953491
PCT18OP09,fraction,0.18,A,A,2009-11-01,2026-08-28,0.35697691029837264,0.32484186578832164,3.2135044510051003
PCT18OP09,fraction,0.18,A,A,2010-05-01,2026-08-28,0.40102565662268996,0.3577877601083479,4.323789651434207
PCT18OP09,fraction,0.18,A,A,2010-11-01,2026-08-28,0.42489709231668127,0.39384145779326096,3.1055634523420306
PCT18OP09,fraction,0.18,A,A,2011-05-01,2026-08-28,0.41488389626901223,0.4595414701476832,-4.4657573878670975
PCT18OP09,fraction,0.18,A,A,2011-11-01,2026-08-28,0.44314005864187433,0.4343883464327476,0.8751712209126739
PCT18OP09,fraction,0.18,A,A,2012-05-01,2026-08-28,0.5560753978309725,0.44367740634309305,11.239799148787943
PCT18OP09,fraction,0.18,A,A,2012-11-01,2026-08-28,0.5399125865386636,0.5076581123683039,3.225447417035965
PCT18OP09,fraction,0.18,A,A,2013-05-01,2026-08-28,0.5024143423953895,0.5273589932880105,-2.494465089262099
PCT18OP09,fraction,0.18,A,A,2013-11-01,2026-08-28,0.5033688017727147,0.5092937156190205,-0.5924913846305779
PCT18OP09,fraction,0.18,A,A,2014-05-01,2026-08-28,0.5786964380476047,0.5759327684444389,0.2763669603165875
PCT18OP09,fraction,0.18,A,A,2014-11-01,2026-08-28,0.4849646210387699,0.5567072004372051,-7.17425793984352
PCT18OP09,fraction,0.18,A,A,2015-05-01,2026-08-28,0.4661178746789425,0.470629288674965,-0.45114139960225064
PCT18OP09,fraction,0.18,A,A,2015-11-01,2026-08-28,0.4718997794311861,0.5189473402580713,-4.7047560826885215
PCT18OP09,fraction,0.18,A,A,2016-05-01,2026-08-28,0.5661505975962959,0.6848724220753288,-11.87218244790329
PCT18OP09,fraction,0.18,U,U2,2009-11-01,2026-08-28,0.32714738858280534,0.297016684127815,3.013070445499033
PCT18OP09,fraction,0.18,U,U2,2010-05-01,2026-08-28,0.36725853229484584,0.3254120906730591,4.1846441621786745
PCT18OP09,fraction,0.18,U,U2,2010-11-01,2026-08-28,0.3885061478548195,0.36190675509102754,2.6599392763791974
PCT18OP09,fraction,0.18,U,U2,2011-05-01,2026-08-28,0.3786279751453232,0.4256749818504688,-4.704700670514561
PCT18OP09,fraction,0.18,U,U2,2011-11-01,2026-08-28,0.40613033499277584,0.39675730587595437,0.9373029116821474
PCT18OP09,fraction,0.18,U,U2,2012-05-01,2026-08-28,0.5154662305497715,0.4106576740093759,10.480855654039555
PCT18OP09,fraction,0.18,U,U2,2012-11-01,2026-08-28,0.4964035711130701,0.46767173320895816,2.8731837904111934
PCT18OP09,fraction,0.18,U,U2,2013-05-01,2026-08-28,0.46111805257815575,0.48741248213969923,-2.6294429561543486
PCT18OP09,fraction,0.18,U,U2,2013-11-01,2026-08-28,0.4577201982998991,0.4569234398487596,0.07967584511394676
PCT18OP09,fraction,0.18,U,U2,2014-05-01,2026-08-28,0.5292074605264654,0.5281135653137616,0.10938952127037549
PCT18OP09,fraction,0.18,U,U2,2014-11-01,2026-08-28,0.4370017465676965,0.5085671679834873,-7.156542141579081
PCT18OP09,fraction,0.18,U,U2,2015-05-01,2026-08-28,0.41668175450679534,0.4273098550923906,-1.0628100585595268
PCT18OP09,fraction,0.18,U,U2,2015-11-01,2026-08-28,0.4216751395067737,0.46632417376042645,-4.464903425365274
PCT18OP09,fraction,0.18,U,U2,2016-05-01,2026-08-28,0.5055333912999205,0.6226640041781661,-11.713061287824566
PCT19OP09,fraction,0.19,full,full,2009-11-01,2026-08-28,0.36029974837654066,0.3171902906642554,4.310945771228525
PCT19OP09,fraction,0.19,full,full,2010-05-01,2026-08-28,0.40539566426375573,0.42150631552147355,-1.6110651257717823
PCT19OP09,fraction,0.19,full,full,2010-11-01,2026-08-28,0.3822137822542033,0.34762338931737813,3.45903929368252
PCT19OP09,fraction,0.19,full,full,2011-05-01,2026-08-28,0.37421552206485353,0.31325227361749697,6.096324844735657
PCT19OP09,fraction,0.19,full,full,2011-11-01,2026-08-28,0.3094499706918403,0.3323652934000796,-2.291532270823926
PCT19OP09,fraction,0.19,full,full,2012-05-01,2026-08-28,0.3890399495907968,0.39847921911522177,-0.9439269524424976
PCT19OP09,fraction,0.19,full,full,2012-11-01,2026-08-28,0.45117832689015636,0.5003010251284332,-4.912269823827686
PCT19OP09,fraction,0.19,full,full,2013-05-01,2026-08-28,0.49240554898956757,0.4931181239971951,-0.07125750076275583
PCT19OP09,fraction,0.19,full,full,2013-11-01,2026-08-28,0.4727505411080062,0.41697297508389597,5.5777566024110214
PCT19OP09,fraction,0.19,full,full,2014-05-01,2026-08-28,0.47108174116666257,0.4929665032489996,-2.188476208233703
PCT19OP09,fraction,0.19,full,full,2014-11-01,2026-08-28,0.5092047565850824,0.5279156947520107,-1.871093816692837
PCT19OP09,fraction,0.19,full,full,2015-05-01,2026-08-28,0.4963383699412369,0.4970778116275161,-0.0739441686279152
PCT19OP09,fraction,0.19,full,full,2015-11-01,2026-08-28,0.5800987418277161,0.5936193389038193,-1.3520597076103202
PCT19OP09,fraction,0.19,full,full,2016-05-01,2026-08-28,0.6454516810854571,0.7061667460063654,-6.071506492090828
PCT19OP09,fraction,0.19,A,A,2009-11-01,2026-08-28,0.3809663678358912,0.32484186578832164,5.612450204756958
PCT19OP09,fraction,0.19,A,A,2010-05-01,2026-08-28,0.40067182060496886,0.3577877601083479,4.288406049662097
PCT19OP09,fraction,0.19,A,A,2010-11-01,2026-08-28,0.3538244552836065,0.39384145779326096,-4.001700250965445
PCT19OP09,fraction,0.19,A,A,2011-05-01,2026-08-28,0.4251817927853483,0.4595414701476832,-3.4359677362334917
PCT19OP09,fraction,0.19,A,A,2011-11-01,2026-08-28,0.3854645737613147,0.4343883464327476,-4.892377267143289
PCT19OP09,fraction,0.19,A,A,2012-05-01,2026-08-28,0.47150292890819534,0.44367740634309305,2.782552256510229
PCT19OP09,fraction,0.19,A,A,2012-11-01,2026-08-28,0.5573124881930065,0.5076581123683039,4.965437582470256
PCT19OP09,fraction,0.19,A,A,2013-05-01,2026-08-28,0.445545465071963,0.5273589932880105,-8.181352821604747
