arm,method,horizon,year,n,median
TREND_FIXED,ma60_nonoverlap,250,2025,9,0.30286881037516133
TREND_FIXED,ma60_nonoverlap,750,2011,2,0.4522643079590385
TREND_FIXED,ma60_nonoverlap,750,2012,10,0.8587211585005841
TREND_FIXED,ma60_nonoverlap,750,2013,5,0.18148972288396203
TREND_FIXED,ma60_nonoverlap,750,2014,7,1.9731203017687409
TREND_FIXED,ma60_nonoverlap,750,2015,4,0.4479590170241592
TREND_FIXED,ma60_nonoverlap,750,2016,6,0.9298210233541797
TREND_FIXED,ma60_nonoverlap,750,2017,1,-0.2511677731193255
TREND_FIXED,ma60_nonoverlap,750,2018,3,0.8251902803734186
TREND_FIXED,ma60_nonoverlap,750,2019,8,0.6312975403170509
TREND_FIXED,ma60_nonoverlap,750,2020,2,0.9152552017721478
TREND_FIXED,ma60_nonoverlap,750,2021,7,0.25294290336721703
TREND_FIXED,ma60_nonoverlap,750,2022,10,0.8816247133472037
TREND_FIXED,ma60_nonoverlap,750,2023,2,0.7442297826593413
TREND_FIXED,stop_episode,250,2011,2,-0.14233007187921864
TREND_FIXED,stop_episode,250,2012,20,-0.04369494506159244
TREND_FIXED,stop_episode,250,2013,19,0.012605504860294436
TREND_FIXED,stop_episode,250,2014,19,0.5085844555105439
TREND_FIXED,stop_episode,250,2015,3,-0.08985566599427375
TREND_FIXED,stop_episode,250,2016,12,0.4289563886334048
TREND_FIXED,stop_episode,250,2017,1,0.8036073191494701
TREND_FIXED,stop_episode,250,2018,8,0.4582630084856667
TREND_FIXED,stop_episode,250,2019,3,-0.1325044675107412
TREND_FIXED,stop_episode,250,2020,5,1.4518142801404608
TREND_FIXED,stop_episode,250,2021,8,-0.009460922948964001
TREND_FIXED,stop_episode,250,2022,14,0.271283464005702
TREND_FIXED,stop_episode,250,2023,9,0.16389246528614887
TREND_FIXED,stop_episode,250,2024,29,0.3284161829216772
TREND_FIXED,stop_episode,250,2025,7,0.12315101856010391
TREND_FIXED,stop_episode,750,2011,2,0.4522643079590385
TREND_FIXED,stop_episode,750,2012,20,0.4339857931749894
TREND_FIXED,stop_episode,750,2013,19,0.29610203256288026
TREND_FIXED,stop_episode,750,2014,19,1.5709976294824473
TREND_FIXED,stop_episode,750,2015,3,-0.2083701176020113
TREND_FIXED,stop_episode,750,2016,12,0.9336327000964384
TREND_FIXED,stop_episode,750,2017,1,2.1431612924579224
TREND_FIXED,stop_episode,750,2018,8,0.8181590908951856
TREND_FIXED,stop_episode,750,2019,3,1.825180565850221
TREND_FIXED,stop_episode,750,2020,5,1.2691523396418316
TREND_FIXED,stop_episode,750,2021,8,0.5020932970824227
TREND_FIXED,stop_episode,750,2022,14,1.1224333246098643
TREND_FIXED,stop_episode,750,2023,3,0.9075333623521868
