arm,method,horizon,code,signal_date,exec_date,end_date,break_date,complete,forward_return
OLD,daily,750,000001,2026-04-15,2026-04-16,,,False,
OLD,daily,750,000001,2026-04-16,2026-04-17,,,False,
OLD,daily,750,000001,2026-04-20,2026-04-21,,,False,
OLD,daily,750,000001,2026-04-27,2026-04-28,,,False,
OLD,daily,750,000001,2026-04-28,2026-04-29,,,False,
OLD,daily,750,000001,2026-04-29,2026-04-30,,,False,
OLD,daily,750,000001,2026-04-30,2026-05-06,,,False,
OLD,daily,750,000001,2026-05-06,2026-05-07,,,False,
OLD,daily,750,000001,2026-05-07,2026-05-08,,,False,
OLD,daily,750,000001,2026-05-08,2026-05-11,,,False,
OLD,ma60_episode,750,000001,2024-08-28,2024-08-29,,2024-08-29,False,
OLD,ma60_episode,750,000001,2024-12-16,2024-12-17,,2025-01-02,False,
OLD,ma60_episode,750,000001,2026-04-14,2026-04-15,,2026-05-15,False,
OLD,ma60_nonoverlap,750,000001,2024-08-28,2024-08-29,,2024-08-29,False,
OLD,stop_episode,750,000001,2024-08-28,2024-08-29,,2024-08-29,False,
OLD,stop_episode,750,000001,2024-12-16,2024-12-17,,2025-01-02,False,
OLD,stop_episode,750,000001,2026-04-14,2026-04-15,,2026-05-18,False,
RETURN_FIX,daily,250,000001,2024-08-28,2024-08-29,2025-09-10,,True,0.22250423133179065
RETURN_FIX,daily,250,000001,2024-12-16,2024-12-17,2025-12-26,,True,0.05324921195514509
RETURN_FIX,daily,250,000001,2024-12-17,2024-12-18,2025-12-29,,True,0.04420687933013778
RETURN_FIX,daily,250,000001,2024-12-30,2024-12-31,2026-01-13,,True,0.031649560479174665
RETURN_FIX,daily,250,000001,2024-12-31,2025-01-02,2026-01-14,,True,0.0458917620877779
RETURN_FIX,daily,250,000001,2026-04-14,2026-04-15,,,False,
RETURN_FIX,daily,250,000001,2026-04-15,2026-04-16,,,False,
RETURN_FIX,daily,250,000001,2026-04-16,2026-04-17,,,False,
RETURN_FIX,daily,250,000001,2026-04-20,2026-04-21,,,False,
RETURN_FIX,daily,250,000001,2026-04-27,2026-04-28,,,False,
RETURN_FIX,daily,250,000001,2026-04-28,2026-04-29,,,False,
RETURN_FIX,daily,250,000001,2026-04-29,2026-04-30,,,False,
RETURN_FIX,daily,250,000001,2026-04-30,2026-05-06,,,False,
RETURN_FIX,daily,250,000001,2026-05-06,2026-05-07,,,False,
RETURN_FIX,daily,250,000001,2026-05-07,2026-05-08,,,False,
RETURN_FIX,daily,250,000001,2026-05-08,2026-05-11,,,False,
RETURN_FIX,ma60_episode,250,000001,2024-08-28,2024-08-29,2025-09-10,2024-08-29,True,0.22250423133179065
RETURN_FIX,ma60_episode,250,000001,2024-12-16,2024-12-17,2025-12-26,2025-01-02,True,0.05324921195514509
RETURN_FIX,ma60_episode,250,000001,2026-04-14,2026-04-15,,2026-05-15,False,
RETURN_FIX,ma60_nonoverlap,250,000001,2024-08-28,2024-08-29,2025-09-10,2024-08-29,True,0.22250423133179065
RETURN_FIX,ma60_nonoverlap,250,000001,2026-04-14,2026-04-15,,2026-05-15,False,
RETURN_FIX,stop_episode,250,000001,2024-08-28,2024-08-29,2025-09-10,2024-08-29,True,0.22250423133179065
RETURN_FIX,stop_episode,250,000001,2024-12-16,2024-12-17,2025-12-26,2025-01-02,True,0.05324921195514509
RETURN_FIX,stop_episode,250,000001,2026-04-14,2026-04-15,,2026-05-18,False,
RETURN_FIX,daily,750,000001,2024-08-28,2024-08-29,,,False,
RETURN_FIX,daily,750,000001,2024-12-16,2024-12-17,,,False,
RETURN_FIX,daily,750,000001,2024-12-17,2024-12-18,,,False,
RETURN_FIX,daily,750,000001,2024-12-30,2024-12-31,,,False,
RETURN_FIX,daily,750,000001,2024-12-31,2025-01-02,,,False,
RETURN_FIX,daily,750,000001,2026-04-14,2026-04-15,,,False,
RETURN_FIX,daily,750,000001,2026-04-15,2026-04-16,,,False,
RETURN_FIX,daily,750,000001,2026-04-16,2026-04-17,,,False,
RETURN_FIX,daily,750,000001,2026-04-20,2026-04-21,,,False,
RETURN_FIX,daily,750,000001,2026-04-27,2026-04-28,,,False,
RETURN_FIX,daily,750,000001,2026-04-28,2026-04-29,,,False,
RETURN_FIX,daily,750,000001,2026-04-29,2026-04-30,,,False,
RETURN_FIX,daily,750,000001,2026-04-30,2026-05-06,,,False,
RETURN_FIX,daily,750,000001,2026-05-06,2026-05-07,,,False,
RETURN_FIX,daily,750,000001,2026-05-07,2026-05-08,,,False,
RETURN_FIX,daily,750,000001,2026-05-08,2026-05-11,,,False,
RETURN_FIX,ma60_episode,750,000001,2024-08-28,2024-08-29,,2024-08-29,False,
RETURN_FIX,ma60_episode,750,000001,2024-12-16,2024-12-17,,2025-01-02,False,
RETURN_FIX,ma60_episode,750,000001,2026-04-14,2026-04-15,,2026-05-15,False,
RETURN_FIX,ma60_nonoverlap,750,000001,2024-08-28,2024-08-29,,2024-08-29,False,
RETURN_FIX,stop_episode,750,000001,2024-08-28,2024-08-29,,2024-08-29,False,
RETURN_FIX,stop_episode,750,000001,2024-12-16,2024-12-17,,2025-01-02,False,
RETURN_FIX,stop_episode,750,000001,2026-04-14,2026-04-15,,2026-05-18,False,
MA_FIX,daily,250,000001,2024-08-28,2024-08-29,2025-09-10,,True,0.22250423133179065
MA_FIX,daily,250,000001,2024-12-16,2024-12-17,2025-12-26,,True,0.053249211955145315
MA_FIX,daily,250,000001,2024-12-17,2024-12-18,2025-12-29,,True,0.044206879330138005
MA_FIX,daily,250,000001,2024-12-30,2024-12-31,2026-01-13,,True,0.03164956047917511
MA_FIX,daily,250,000001,2024-12-31,2025-01-02,2026-01-14,,True,0.0458917620877779
MA_FIX,daily,250,000001,2026-04-14,2026-04-15,,,False,
MA_FIX,daily,250,000001,2026-04-15,2026-04-16,,,False,
MA_FIX,daily,250,000001,2026-04-16,2026-04-17,,,False,
MA_FIX,daily,250,000001,2026-04-20,2026-04-21,,,False,
MA_FIX,daily,250,000001,2026-04-27,2026-04-28,,,False,
MA_FIX,daily,250,000001,2026-04-28,2026-04-29,,,False,
MA_FIX,daily,250,000001,2026-04-29,2026-04-30,,,False,
MA_FIX,daily,250,000001,2026-04-30,2026-05-06,,,False,
MA_FIX,daily,250,000001,2026-05-06,2026-05-07,,,False,
MA_FIX,daily,250,000001,2026-05-07,2026-05-08,,,False,
MA_FIX,daily,250,000001,2026-05-08,2026-05-11,,,False,
MA_FIX,ma60_episode,250,000001,2024-08-28,2024-08-29,2025-09-10,2024-08-29,True,0.22250423133179065
MA_FIX,ma60_episode,250,000001,2024-12-16,2024-12-17,2025-12-26,2025-01-02,True,0.053249211955145315
MA_FIX,ma60_episode,250,000001,2026-04-14,2026-04-15,,2026-05-15,False,
MA_FIX,ma60_nonoverlap,250,000001,2024-08-28,2024-08-29,2025-09-10,2024-08-29,True,0.22250423133179065
MA_FIX,ma60_nonoverlap,250,000001,2026-04-14,2026-04-15,,2026-05-15,False,
MA_FIX,stop_episode,250,000001,2024-08-28,2024-08-29,2025-09-10,2024-08-29,True,0.22250423133179065
MA_FIX,stop_episode,250,000001,2024-12-16,2024-12-17,2025-12-26,2025-01-02,True,0.053249211955145315
MA_FIX,stop_episode,250,000001,2026-04-14,2026-04-15,,2026-05-18,False,
MA_FIX,daily,750,000001,2024-08-28,2024-08-29,,,False,
MA_FIX,daily,750,000001,2024-12-16,2024-12-17,,,False,
MA_FIX,daily,750,000001,2024-12-17,2024-12-18,,,False,
MA_FIX,daily,750,000001,2024-12-30,2024-12-31,,,False,
MA_FIX,daily,750,000001,2024-12-31,2025-01-02,,,False,
MA_FIX,daily,750,000001,2026-04-14,2026-04-15,,,False,
MA_FIX,daily,750,000001,2026-04-15,2026-04-16,,,False,
MA_FIX,daily,750,000001,2026-04-16,2026-04-17,,,False,
MA_FIX,daily,750,000001,2026-04-20,2026-04-21,,,False,
MA_FIX,daily,750,000001,2026-04-27,2026-04-28,,,False,
MA_FIX,daily,750,000001,2026-04-28,2026-04-29,,,False,
MA_FIX,daily,750,000001,2026-04-29,2026-04-30,,,False,
MA_FIX,daily,750,000001,2026-04-30,2026-05-06,,,False,
MA_FIX,daily,750,000001,2026-05-06,2026-05-07,,,False,
MA_FIX,daily,750,000001,2026-05-07,2026-05-08,,,False,
MA_FIX,daily,750,000001,2026-05-08,2026-05-11,,,False,
MA_FIX,ma60_episode,750,000001,2024-08-28,2024-08-29,,2024-08-29,False,
MA_FIX,ma60_episode,750,000001,2024-12-16,2024-12-17,,2025-01-02,False,
MA_FIX,ma60_episode,750,000001,2026-04-14,2026-04-15,,2026-05-15,False,
MA_FIX,ma60_nonoverlap,750,000001,2024-08-28,2024-08-29,,2024-08-29,False,
MA_FIX,stop_episode,750,000001,2024-08-28,2024-08-29,,2024-08-29,False,
MA_FIX,stop_episode,750,000001,2024-12-16,2024-12-17,,2025-01-02,False,
MA_FIX,stop_episode,750,000001,2026-04-14,2026-04-15,,2026-05-18,False,
FIXED,daily,250,000001,2024-08-28,2024-08-29,2025-09-10,,True,0.22250423133179065
FIXED,daily,250,000001,2024-12-16,2024-12-17,2025-12-26,,True,0.05324921195514509
FIXED,daily,250,000001,2024-12-17,2024-12-18,2025-12-29,,True,0.04420687933013778
FIXED,daily,250,000001,2024-12-30,2024-12-31,2026-01-13,,True,0.031649560479174665
FIXED,daily,250,000001,2024-12-31,2025-01-02,2026-01-14,,True,0.0458917620877779
FIXED,daily,250,000001,2026-04-14,2026-04-15,,,False,
FIXED,daily,250,000001,2026-04-15,2026-04-16,,,False,
FIXED,daily,250,000001,2026-04-16,2026-04-17,,,False,
FIXED,daily,250,000001,2026-04-20,2026-04-21,,,False,
FIXED,daily,250,000001,2026-04-27,2026-04-28,,,False,
FIXED,daily,250,000001,2026-04-28,2026-04-29,,,False,
FIXED,daily,250,000001,2026-04-29,2026-04-30,,,False,
FIXED,daily,250,000001,2026-04-30,2026-05-06,,,False,
FIXED,daily,250,000001,2026-05-06,2026-05-07,,,False,
FIXED,daily,250,000001,2026-05-07,2026-05-08,,,False,
FIXED,daily,250,000001,2026-05-08,2026-05-11,,,False,
FIXED,ma60_episode,250,000001,2024-08-28,2024-08-29,2025-09-10,2024-08-29,True,0.22250423133179065
FIXED,ma60_episode,250,000001,2024-12-16,2024-12-17,2025-12-26,2025-01-02,True,0.05324921195514509
FIXED,ma60_episode,250,000001,2026-04-14,2026-04-15,,2026-05-15,False,
FIXED,ma60_nonoverlap,250,000001,2024-08-28,2024-08-29,2025-09-10,2024-08-29,True,0.22250423133179065
FIXED,ma60_nonoverlap,250,000001,2026-04-14,2026-04-15,,2026-05-15,False,
FIXED,stop_episode,250,000001,2024-08-28,2024-08-29,2025-09-10,2024-08-29,True,0.22250423133179065
FIXED,stop_episode,250,000001,2024-12-16,2024-12-17,2025-12-26,2025-01-02,True,0.05324921195514509
FIXED,stop_episode,250,000001,2026-04-14,2026-04-15,,2026-05-18,False,
FIXED,daily,750,000001,2024-08-28,2024-08-29,,,False,
FIXED,daily,750,000001,2024-12-16,2024-12-17,,,False,
FIXED,daily,750,000001,2024-12-17,2024-12-18,,,False,
FIXED,daily,750,000001,2024-12-30,2024-12-31,,,False,
FIXED,daily,750,000001,2024-12-31,2025-01-02,,,False,
FIXED,daily,750,000001,2026-04-14,2026-04-15,,,False,
FIXED,daily,750,000001,2026-04-15,2026-04-16,,,False,
FIXED,daily,750,000001,2026-04-16,2026-04-17,,,False,
FIXED,daily,750,000001,2026-04-20,2026-04-21,,,False,
FIXED,daily,750,000001,2026-04-27,2026-04-28,,,False,
FIXED,daily,750,000001,2026-04-28,2026-04-29,,,False,
FIXED,daily,750,000001,2026-04-29,2026-04-30,,,False,
FIXED,daily,750,000001,2026-04-30,2026-05-06,,,False,
FIXED,daily,750,000001,2026-05-06,2026-05-07,,,False,
FIXED,daily,750,000001,2026-05-07,2026-05-08,,,False,
FIXED,daily,750,000001,2026-05-08,2026-05-11,,,False,
FIXED,ma60_episode,750,000001,2024-08-28,2024-08-29,,2024-08-29,False,
FIXED,ma60_episode,750,000001,2024-12-16,2024-12-17,,2025-01-02,False,
FIXED,ma60_episode,750,000001,2026-04-14,2026-04-15,,2026-05-15,False,
FIXED,ma60_nonoverlap,750,000001,2024-08-28,2024-08-29,,2024-08-29,False,
FIXED,stop_episode,750,000001,2024-08-28,2024-08-29,,2024-08-29,False,
FIXED,stop_episode,750,000001,2024-12-16,2024-12-17,,2025-01-02,False,
FIXED,stop_episode,750,000001,2026-04-14,2026-04-15,,2026-05-18,False,
TREND_FIXED,daily,250,000001,2024-08-28,2024-08-29,2025-09-10,,True,0.22250423133179065
TREND_FIXED,daily,250,000001,2024-12-16,2024-12-17,2025-12-26,,True,0.05324921195514509
TREND_FIXED,daily,250,000001,2024-12-17,2024-12-18,2025-12-29,,True,0.04420687933013778
TREND_FIXED,daily,250,000001,2024-12-30,2024-12-31,2026-01-13,,True,0.031649560479174665
TREND_FIXED,daily,250,000001,2024-12-31,2025-01-02,2026-01-14,,True,0.0458917620877779
TREND_FIXED,daily,250,000001,2026-04-14,2026-04-15,,,False,
TREND_FIXED,daily,250,000001,2026-04-15,2026-04-16,,,False,
TREND_FIXED,daily,250,000001,2026-04-16,2026-04-17,,,False,
TREND_FIXED,daily,250,000001,2026-04-20,2026-04-21,,,False,
TREND_FIXED,daily,250,000001,2026-04-27,2026-04-28,,,False,
TREND_FIXED,daily,250,000001,2026-04-28,2026-04-29,,,False,
TREND_FIXED,daily,250,000001,2026-04-29,2026-04-30,,,False,
TREND_FIXED,daily,250,000001,2026-04-30,2026-05-06,,,False,
TREND_FIXED,daily,250,000001,2026-05-06,2026-05-07,,,False,
TREND_FIXED,daily,250,000001,2026-05-07,2026-05-08,,,False,
TREND_FIXED,daily,250,000001,2026-05-08,2026-05-11,,,False,
TREND_FIXED,ma60_episode,250,000001,2024-08-28,2024-08-29,2025-09-10,2024-08-29,True,0.22250423133179065
TREND_FIXED,ma60_episode,250,000001,2024-12-16,2024-12-17,2025-12-26,2025-01-02,True,0.05324921195514509
TREND_FIXED,ma60_episode,250,000001,2026-04-14,2026-04-15,,2026-05-15,False,
TREND_FIXED,ma60_nonoverlap,250,000001,2024-08-28,2024-08-29,2025-09-10,2024-08-29,True,0.22250423133179065
TREND_FIXED,ma60_nonoverlap,250,000001,2026-04-14,2026-04-15,,2026-05-15,False,
TREND_FIXED,stop_episode,250,000001,2024-08-28,2024-08-29,2025-09-10,2024-08-29,True,0.22250423133179065
TREND_FIXED,stop_episode,250,000001,2024-12-16,2024-12-17,2025-12-26,2025-01-02,True,0.05324921195514509
TREND_FIXED,stop_episode,250,000001,2026-04-14,2026-04-15,,2026-05-18,False,
TREND_FIXED,daily,750,000001,2024-08-28,2024-08-29,,,False,
TREND_FIXED,daily,750,000001,2024-12-16,2024-12-17,,,False,
TREND_FIXED,daily,750,000001,2024-12-17,2024-12-18,,,False,
TREND_FIXED,daily,750,000001,2024-12-30,2024-12-31,,,False,
TREND_FIXED,daily,750,000001,2024-12-31,2025-01-02,,,False,
TREND_FIXED,daily,750,000001,2026-04-14,2026-04-15,,,False,
TREND_FIXED,daily,750,000001,2026-04-15,2026-04-16,,,False,
TREND_FIXED,daily,750,000001,2026-04-16,2026-04-17,,,False,
TREND_FIXED,daily,750,000001,2026-04-20,2026-04-21,,,False,
TREND_FIXED,daily,750,000001,2026-04-27,2026-04-28,,,False,
TREND_FIXED,daily,750,000001,2026-04-28,2026-04-29,,,False,
TREND_FIXED,daily,750,000001,2026-04-29,2026-04-30,,,False,
TREND_FIXED,daily,750,000001,2026-04-30,2026-05-06,,,False,
TREND_FIXED,daily,750,000001,2026-05-06,2026-05-07,,,False,
TREND_FIXED,daily,750,000001,2026-05-07,2026-05-08,,,False,
TREND_FIXED,daily,750,000001,2026-05-08,2026-05-11,,,False,
TREND_FIXED,ma60_episode,750,000001,2024-08-28,2024-08-29,,2024-08-29,False,
TREND_FIXED,ma60_episode,750,000001,2024-12-16,2024-12-17,,2025-01-02,False,
TREND_FIXED,ma60_episode,750,000001,2026-04-14,2026-04-15,,2026-05-15,False,
TREND_FIXED,ma60_nonoverlap,750,000001,2024-08-28,2024-08-29,,2024-08-29,False,
TREND_FIXED,stop_episode,750,000001,2024-08-28,2024-08-29,,2024-08-29,False,
TREND_FIXED,stop_episode,750,000001,2024-12-16,2024-12-17,,2025-01-02,False,
TREND_FIXED,stop_episode,750,000001,2026-04-14,2026-04-15,,2026-05-18,False,
OLD_BOTH1,daily,250,000001,2024-08-28,2024-08-29,2025-09-10,,True,0.22250423133179065
OLD_BOTH1,daily,250,000001,2026-04-27,2026-04-28,,,False,
OLD_BOTH1,daily,250,000001,2026-04-28,2026-04-29,,,False,
OLD_BOTH1,daily,250,000001,2026-04-29,2026-04-30,,,False,
OLD_BOTH1,daily,250,000001,2026-04-30,2026-05-06,,,False,
OLD_BOTH1,daily,250,000001,2026-05-06,2026-05-07,,,False,
OLD_BOTH1,daily,250,000001,2026-05-07,2026-05-08,,,False,
OLD_BOTH1,daily,250,000001,2026-05-08,2026-05-11,,,False,
OLD_BOTH1,ma60_episode,250,000001,2024-08-28,2024-08-29,2025-09-10,2024-08-29,True,0.22250423133179065
OLD_BOTH1,ma60_episode,250,000001,2026-04-27,2026-04-28,,2026-05-15,False,
OLD_BOTH1,ma60_nonoverlap,250,000001,2024-08-28,2024-08-29,2025-09-10,2024-08-29,True,0.22250423133179065
OLD_BOTH1,ma60_nonoverlap,250,000001,2026-04-27,2026-04-28,,2026-05-15,False,
OLD_BOTH1,stop_episode,250,000001,2024-08-28,2024-08-29,2025-09-10,2024-08-29,True,0.22250423133179065
OLD_BOTH1,stop_episode,250,000001,2026-04-27,2026-04-28,,2026-05-18,False,
OLD_BOTH1,daily,750,000001,2024-08-28,2024-08-29,,,False,
OLD_BOTH1,daily,750,000001,2026-04-27,2026-04-28,,,False,
OLD_BOTH1,daily,750,000001,2026-04-28,2026-04-29,,,False,
OLD_BOTH1,daily,750,000001,2026-04-29,2026-04-30,,,False,
OLD_BOTH1,daily,750,000001,2026-04-30,2026-05-06,,,False,
OLD_BOTH1,daily,750,000001,2026-05-06,2026-05-07,,,False,
OLD_BOTH1,daily,750,000001,2026-05-07,2026-05-08,,,False,
OLD_BOTH1,daily,750,000001,2026-05-08,2026-05-11,,,False,
OLD_BOTH1,ma60_episode,750,000001,2024-08-28,2024-08-29,,2024-08-29,False,
OLD_BOTH1,ma60_episode,750,000001,2026-04-27,2026-04-28,,2026-05-15,False,
OLD_BOTH1,ma60_nonoverlap,750,000001,2024-08-28,2024-08-29,,2024-08-29,False,
OLD_BOTH1,stop_episode,750,000001,2024-08-28,2024-08-29,,2024-08-29,False,
OLD_BOTH1,stop_episode,750,000001,2026-04-27,2026-04-28,,2026-05-18,False,
FIXED_BOTH1,daily,250,000001,2024-08-28,2024-08-29,2025-09-10,,True,0.22250423133179065
FIXED_BOTH1,daily,250,000001,2026-04-27,2026-04-28,,,False,
FIXED_BOTH1,daily,250,000001,2026-04-28,2026-04-29,,,False,
FIXED_BOTH1,daily,250,000001,2026-04-29,2026-04-30,,,False,
FIXED_BOTH1,daily,250,000001,2026-04-30,2026-05-06,,,False,
FIXED_BOTH1,daily,250,000001,2026-05-06,2026-05-07,,,False,
FIXED_BOTH1,daily,250,000001,2026-05-07,2026-05-08,,,False,
FIXED_BOTH1,daily,250,000001,2026-05-08,2026-05-11,,,False,
FIXED_BOTH1,ma60_episode,250,000001,2024-08-28,2024-08-29,2025-09-10,2024-08-29,True,0.22250423133179065
FIXED_BOTH1,ma60_episode,250,000001,2026-04-27,2026-04-28,,2026-05-15,False,
FIXED_BOTH1,ma60_nonoverlap,250,000001,2024-08-28,2024-08-29,2025-09-10,2024-08-29,True,0.22250423133179065
FIXED_BOTH1,ma60_nonoverlap,250,000001,2026-04-27,2026-04-28,,2026-05-15,False,
FIXED_BOTH1,stop_episode,250,000001,2024-08-28,2024-08-29,2025-09-10,2024-08-29,True,0.22250423133179065
FIXED_BOTH1,stop_episode,250,000001,2026-04-27,2026-04-28,,2026-05-18,False,
FIXED_BOTH1,daily,750,000001,2024-08-28,2024-08-29,,,False,
FIXED_BOTH1,daily,750,000001,2026-04-27,2026-04-28,,,False,
FIXED_BOTH1,daily,750,000001,2026-04-28,2026-04-29,,,False,
FIXED_BOTH1,daily,750,000001,2026-04-29,2026-04-30,,,False,
FIXED_BOTH1,daily,750,000001,2026-04-30,2026-05-06,,,False,
FIXED_BOTH1,daily,750,000001,2026-05-06,2026-05-07,,,False,
FIXED_BOTH1,daily,750,000001,2026-05-07,2026-05-08,,,False,
FIXED_BOTH1,daily,750,000001,2026-05-08,2026-05-11,,,False,
FIXED_BOTH1,ma60_episode,750,000001,2024-08-28,2024-08-29,,2024-08-29,False,
FIXED_BOTH1,ma60_episode,750,000001,2026-04-27,2026-04-28,,2026-05-15,False,
FIXED_BOTH1,ma60_nonoverlap,750,000001,2024-08-28,2024-08-29,,2024-08-29,False,
FIXED_BOTH1,stop_episode,750,000001,2024-08-28,2024-08-29,,2024-08-29,False,
FIXED_BOTH1,stop_episode,750,000001,2026-04-27,2026-04-28,,2026-05-18,False,
TREND_BOTH1,daily,250,000001,2024-08-28,2024-08-29,2025-09-10,,True,0.22250423133179065
TREND_BOTH1,daily,250,000001,2026-04-27,2026-04-28,,,False,
TREND_BOTH1,daily,250,000001,2026-04-28,2026-04-29,,,False,
TREND_BOTH1,daily,250,000001,2026-04-29,2026-04-30,,,False,
TREND_BOTH1,daily,250,000001,2026-04-30,2026-05-06,,,False,
TREND_BOTH1,daily,250,000001,2026-05-06,2026-05-07,,,False,
TREND_BOTH1,daily,250,000001,2026-05-07,2026-05-08,,,False,
TREND_BOTH1,daily,250,000001,2026-05-08,2026-05-11,,,False,
TREND_BOTH1,ma60_episode,250,000001,2024-08-28,2024-08-29,2025-09-10,2024-08-29,True,0.22250423133179065
TREND_BOTH1,ma60_episode,250,000001,2026-04-27,2026-04-28,,2026-05-15,False,
TREND_BOTH1,ma60_nonoverlap,250,000001,2024-08-28,2024-08-29,2025-09-10,2024-08-29,True,0.22250423133179065
TREND_BOTH1,ma60_nonoverlap,250,000001,2026-04-27,2026-04-28,,2026-05-15,False,
TREND_BOTH1,stop_episode,250,000001,2024-08-28,2024-08-29,2025-09-10,2024-08-29,True,0.22250423133179065
TREND_BOTH1,stop_episode,250,000001,2026-04-27,2026-04-28,,2026-05-18,False,
TREND_BOTH1,daily,750,000001,2024-08-28,2024-08-29,,,False,
TREND_BOTH1,daily,750,000001,2026-04-27,2026-04-28,,,False,
TREND_BOTH1,daily,750,000001,2026-04-28,2026-04-29,,,False,
TREND_BOTH1,daily,750,000001,2026-04-29,2026-04-30,,,False,
TREND_BOTH1,daily,750,000001,2026-04-30,2026-05-06,,,False,
TREND_BOTH1,daily,750,000001,2026-05-06,2026-05-07,,,False,
TREND_BOTH1,daily,750,000001,2026-05-07,2026-05-08,,,False,
TREND_BOTH1,daily,750,000001,2026-05-08,2026-05-11,,,False,
TREND_BOTH1,ma60_episode,750,000001,2024-08-28,2024-08-29,,2024-08-29,False,
TREND_BOTH1,ma60_episode,750,000001,2026-04-27,2026-04-28,,2026-05-15,False,
TREND_BOTH1,ma60_nonoverlap,750,000001,2024-08-28,2024-08-29,,2024-08-29,False,
TREND_BOTH1,stop_episode,750,000001,2024-08-28,2024-08-29,,2024-08-29,False,
TREND_BOTH1,stop_episode,750,000001,2026-04-27,2026-04-28,,2026-05-18,False,
CURRENT_OLD,daily,250,000001,2024-04-25,2024-04-26,2025-05-13,,True,0.16373614812729542
CURRENT_OLD,daily,250,000001,2024-04-30,2024-05-06,2025-05-16,,True,0.1417757905677226
CURRENT_OLD,daily,250,000001,2024-06-28,2024-07-01,2025-07-11,,True,0.3124091390654069
CURRENT_OLD,daily,250,000001,2024-07-01,2024-07-02,2025-07-14,,True,0.3131813514379427
CURRENT_OLD,daily,250,000001,2024-07-02,2024-07-03,2025-07-15,,True,0.2991314361090638
CURRENT_OLD,daily,250,000001,2024-07-03,2024-07-04,2025-07-16,,True,0.2962329790217535
CURRENT_OLD,daily,250,000001,2024-07-04,2024-07-05,2025-07-17,,True,0.3286601980972075
CURRENT_OLD,daily,250,000001,2024-08-28,2024-08-29,2025-09-10,,True,0.22250423133179065
CURRENT_OLD,daily,250,000001,2024-12-06,2024-12-09,2025-12-18,,True,0.04963128240010528
CURRENT_OLD,daily,250,000001,2024-12-16,2024-12-17,2025-12-26,,True,0.053249211955145315
CURRENT_OLD,daily,250,000001,2024-12-17,2024-12-18,2025-12-29,,True,0.044206879330138005
CURRENT_OLD,daily,250,000001,2024-12-30,2024-12-31,2026-01-13,,True,0.03164956047917511
CURRENT_OLD,daily,250,000001,2024-12-31,2025-01-02,2026-01-14,,True,0.0458917620877779
CURRENT_OLD,daily,250,000001,2025-11-18,2025-11-19,,,False,
CURRENT_OLD,daily,250,000001,2025-11-19,2025-11-20,,,False,
CURRENT_OLD,daily,250,000001,2025-11-20,2025-11-21,,,False,
CURRENT_OLD,daily,250,000001,2025-11-27,2025-11-28,,,False,
CURRENT_OLD,daily,250,000001,2026-04-14,2026-04-15,,,False,
CURRENT_OLD,daily,250,000001,2026-04-15,2026-04-16,,,False,
CURRENT_OLD,daily,250,000001,2026-04-16,2026-04-17,,,False,
