group,arm,reference,start,cagr,reference_cagr,delta_cagr,delta_roll5,delta_nonoverlap5
full,BASE,PC60SSEP08,2012-05-01,0.3631263206426567,0.4223481278640011,-0.0592218072213444,-0.061045612145879335,-0.08296946796621274
full,BASE,PC60SSEP08,2012-11-01,0.46003958605696127,0.46003958605696127,0.0,0.0,0.0
full,BASE,PC60SSEP08,2013-05-01,0.47077227598313964,0.47077227598313964,0.0,0.0,0.0
full,BASE,PC60SSEP08,2013-11-01,0.45307555049095805,0.45307555049095805,0.0,0.0,0.0
full,BASE,PC60SSEP08,2014-05-01,0.4601510201617345,0.4601510201617345,0.0,0.0,0.0
full,BASE,PC60SSEP08,2014-11-01,0.4791761673894679,0.4576098576781187,0.021566309711349207,0.013455190607704726,0.028480350335629012
full,BASE,PC60SSEP08,2015-05-01,0.4807762757549656,0.4807762757549656,0.0,0.0,0.0
full,BASE,PC60SSEP08,2015-11-01,0.6167599051697947,0.6167599051697947,0.0,0.0,0.0
full,BASE,PC60SSEP08,2016-05-01,0.6501413301128931,0.6274079712829959,0.022733358829897243,0.017672124014068924,0.0269661599990616
full,PC60SSEP08,BASE,2009-11-01,0.31415756991365784,0.31367085096878133,0.00048671894487650746,0.0014423211553848958,-1.8919734223965534e-05
full,PC60SSEP08,BASE,2010-05-01,0.38489175716636725,0.38489175716636725,0.0,0.0,0.0
full,PC60SSEP08,BASE,2010-11-01,0.35189308206209735,0.323746530123739,0.028146551938358355,0.09876220764642607,0.11045534681482305
full,PC60SSEP08,BASE,2011-05-01,0.3153620966159747,0.3153620966159747,0.0,0.0,0.0
full,PC60SSEP08,BASE,2011-11-01,0.3354637799991984,0.35929213628297796,-0.02382835628377955,-0.005954645664050462,-0.0359679827812186
full,PC60SSEP08,BASE,2012-05-01,0.4223481278640011,0.3631263206426567,0.0592218072213444,0.061045612145879335,0.08296946796621274
full,PC60SSEP08,BASE,2012-11-01,0.46003958605696127,0.46003958605696127,0.0,0.0,0.0
full,PC60SSEP08,BASE,2013-05-01,0.47077227598313964,0.47077227598313964,0.0,0.0,0.0
full,PC60SSEP08,BASE,2013-11-01,0.45307555049095805,0.45307555049095805,0.0,0.0,0.0
full,PC60SSEP08,BASE,2014-05-01,0.4601510201617345,0.4601510201617345,0.0,0.0,0.0
full,PC60SSEP08,BASE,2014-11-01,0.4576098576781187,0.4791761673894679,-0.021566309711349207,-0.013455190607704726,-0.028480350335629012
full,PC60SSEP08,BASE,2015-05-01,0.4807762757549656,0.4807762757549656,0.0,0.0,0.0
full,PC60SSEP08,BASE,2015-11-01,0.6167599051697947,0.6167599051697947,0.0,0.0,0.0
full,PC60SSEP08,BASE,2016-05-01,0.6274079712829959,0.6501413301128931,-0.022733358829897243,-0.017672124014068924,-0.0269661599990616
full,PC60SSEP08,PC60SSEP08,2009-11-01,0.31415756991365784,0.31415756991365784,0.0,0.0,0.0
full,PC60SSEP08,PC60SSEP08,2010-05-01,0.38489175716636725,0.38489175716636725,0.0,0.0,0.0
full,PC60SSEP08,PC60SSEP08,2010-11-01,0.35189308206209735,0.35189308206209735,0.0,0.0,0.0
full,PC60SSEP08,PC60SSEP08,2011-05-01,0.3153620966159747,0.3153620966159747,0.0,0.0,0.0
full,PC60SSEP08,PC60SSEP08,2011-11-01,0.3354637799991984,0.3354637799991984,0.0,0.0,0.0
full,PC60SSEP08,PC60SSEP08,2012-05-01,0.4223481278640011,0.4223481278640011,0.0,0.0,0.0
full,PC60SSEP08,PC60SSEP08,2012-11-01,0.46003958605696127,0.46003958605696127,0.0,0.0,0.0
full,PC60SSEP08,PC60SSEP08,2013-05-01,0.47077227598313964,0.47077227598313964,0.0,0.0,0.0
full,PC60SSEP08,PC60SSEP08,2013-11-01,0.45307555049095805,0.45307555049095805,0.0,0.0,0.0
full,PC60SSEP08,PC60SSEP08,2014-05-01,0.4601510201617345,0.4601510201617345,0.0,0.0,0.0
full,PC60SSEP08,PC60SSEP08,2014-11-01,0.4576098576781187,0.4576098576781187,0.0,0.0,0.0
full,PC60SSEP08,PC60SSEP08,2015-05-01,0.4807762757549656,0.4807762757549656,0.0,0.0,0.0
full,PC60SSEP08,PC60SSEP08,2015-11-01,0.6167599051697947,0.6167599051697947,0.0,0.0,0.0
full,PC60SSEP08,PC60SSEP08,2016-05-01,0.6274079712829959,0.6274079712829959,0.0,0.0,0.0
full,PC70SSEP08,BASE,2009-11-01,0.30466015065789676,0.31367085096878133,-0.009010700310884578,-0.03094987485185241,-0.06750054519834725
full,PC70SSEP08,BASE,2010-05-01,0.3248972163499766,0.38489175716636725,-0.05999454081639066,-0.09813302581382,-0.20757882142770523
full,PC70SSEP08,BASE,2010-11-01,0.3188308545873271,0.323746530123739,-0.004915675536411923,0.001543985978123441,0.04914781681174052
full,PC70SSEP08,BASE,2011-05-01,0.2843839381295208,0.3153620966159747,-0.03097815848645391,-0.07855151477973044,-0.07253216833058573
full,PC70SSEP08,BASE,2011-11-01,0.36779191527985167,0.35929213628297796,0.008499778996873708,0.07474616128578826,-0.0017893499785468503
full,PC70SSEP08,BASE,2012-05-01,0.3416754644403588,0.3631263206426567,-0.02145085620229792,0.0111747900538397,-0.02882738712160693
full,PC70SSEP08,BASE,2012-11-01,0.3664198854069074,0.46003958605696127,-0.09361970065005387,-0.1772645615522379,-0.128361269662714
full,PC70SSEP08,BASE,2013-05-01,0.4384360062696653,0.47077227598313964,-0.032336269713474364,-0.08542588929867767,-0.04670686315785888
full,PC70SSEP08,BASE,2013-11-01,0.4291777053266641,0.45307555049095805,-0.02389784516429394,-0.045714745817273306,-0.04395974478083009
full,PC70SSEP08,BASE,2014-05-01,0.3842321957317265,0.4601510201617345,-0.07591882443000797,-0.11943589551498235,-0.08390349954276566
full,PC70SSEP08,BASE,2014-11-01,0.393144888585919,0.4791761673894679,-0.08603127880354888,-0.1393332192193799,-0.08753752113912716
full,PC70SSEP08,BASE,2015-05-01,0.47610715724158026,0.4807762757549656,-0.004669118513385362,-0.136440468735604,-0.0086718365534314
full,PC70SSEP08,BASE,2015-11-01,0.5027028348530711,0.6167599051697947,-0.11405707031672363,-0.10825739757763198,-0.12488812972574992
full,PC70SSEP08,BASE,2016-05-01,0.5662115707887974,0.6501413301128931,-0.08392975932409574,-0.16043496502158217,-0.09240495858447417
full,PC70SSEP08,PC60SSEP08,2009-11-01,0.30466015065789676,0.31415756991365784,-0.009497419255761086,-0.032392196007237306,-0.06748162546412328
full,PC70SSEP08,PC60SSEP08,2010-05-01,0.3248972163499766,0.38489175716636725,-0.05999454081639066,-0.09813302581382,-0.20757882142770523
full,PC70SSEP08,PC60SSEP08,2010-11-01,0.3188308545873271,0.35189308206209735,-0.03306222747477028,-0.09721822166830263,-0.06130753000308253
full,PC70SSEP08,PC60SSEP08,2011-05-01,0.2843839381295208,0.3153620966159747,-0.03097815848645391,-0.07855151477973044,-0.07253216833058573
full,PC70SSEP08,PC60SSEP08,2011-11-01,0.36779191527985167,0.3354637799991984,0.03232813528065326,0.08070080694983872,0.03417863280267175
full,PC70SSEP08,PC60SSEP08,2012-05-01,0.3416754644403588,0.4223481278640011,-0.08067266342364232,-0.049870822092039635,-0.11179685508781967
full,PC70SSEP08,PC60SSEP08,2012-11-01,0.3664198854069074,0.46003958605696127,-0.09361970065005387,-0.1772645615522379,-0.128361269662714
full,PC70SSEP08,PC60SSEP08,2013-05-01,0.4384360062696653,0.47077227598313964,-0.032336269713474364,-0.08542588929867767,-0.04670686315785888
full,PC70SSEP08,PC60SSEP08,2013-11-01,0.4291777053266641,0.45307555049095805,-0.02389784516429394,-0.045714745817273306,-0.04395974478083009
full,PC70SSEP08,PC60SSEP08,2014-05-01,0.3842321957317265,0.4601510201617345,-0.07591882443000797,-0.11943589551498235,-0.08390349954276566
full,PC70SSEP08,PC60SSEP08,2014-11-01,0.393144888585919,0.4576098576781187,-0.06446496909219968,-0.12587802861167519,-0.05905717080349815
full,PC70SSEP08,PC60SSEP08,2015-05-01,0.47610715724158026,0.4807762757549656,-0.004669118513385362,-0.136440468735604,-0.0086718365534314
full,PC70SSEP08,PC60SSEP08,2015-11-01,0.5027028348530711,0.6167599051697947,-0.11405707031672363,-0.10825739757763198,-0.12488812972574992
full,PC70SSEP08,PC60SSEP08,2016-05-01,0.5662115707887974,0.6274079712829959,-0.0611964004941985,-0.14276284100751324,-0.06543879858541257
full,PC80SSEP08,BASE,2009-11-01,0.2791379567047081,0.31367085096878133,-0.034532894264073244,-0.05059124762859568,-0.04608112876415449
full,PC80SSEP08,BASE,2010-05-01,0.32660368582991217,0.38489175716636725,-0.05828807133645508,-0.08665086321847704,-0.16730337303638287
full,PC80SSEP08,BASE,2010-11-01,0.228647675625121,0.323746530123739,-0.09509885449861799,-0.09729927767417568,-0.09486401132022415
full,PC80SSEP08,BASE,2011-05-01,0.2549637842505039,0.3153620966159747,-0.060398312365470774,-0.08123151293323239,-0.07029699557668523
full,PC80SSEP08,BASE,2011-11-01,0.290357895019955,0.35929213628297796,-0.06893424126302294,-0.08431804293899359,-0.13169527980638773
full,PC80SSEP08,BASE,2012-05-01,0.3159533035833273,0.3631263206426567,-0.047173017059329414,-0.05722889606776116,-0.07773910608579526
full,PC80SSEP08,BASE,2012-11-01,0.33326256025095824,0.46003958605696127,-0.12677702580600303,-0.22012242668470816,-0.18265564854001026
full,PC80SSEP08,BASE,2013-05-01,0.3369248909973235,0.47077227598313964,-0.13384738498581616,-0.16383638497836772,-0.1892507334288297
full,PC80SSEP08,BASE,2013-11-01,0.3840930104883531,0.45307555049095805,-0.06898254000260495,-0.13582707227521262,-0.11267864282575835
full,PC80SSEP08,BASE,2014-05-01,0.3333398830194827,0.4601510201617345,-0.12681113714225178,-0.1630479018705029,-0.15662728336752718
full,PC80SSEP08,BASE,2014-11-01,0.35794892290014246,0.4791761673894679,-0.12122724448932543,-0.306064768990961,-0.12920486180886148
full,PC80SSEP08,BASE,2015-05-01,0.36164666443535753,0.4807762757549656,-0.11912961131960809,-0.2948951288733743,-0.14419157997104415
full,PC80SSEP08,BASE,2015-11-01,0.5121536020879018,0.6167599051697947,-0.10460630308189289,-0.19941923595251754,-0.11508422689573639
full,PC80SSEP08,BASE,2016-05-01,0.5225697777486638,0.6501413301128931,-0.12757155236422935,-0.1999911287791798,-0.12943007435923026
full,PC80SSEP08,PC60SSEP08,2009-11-01,0.2791379567047081,0.31415756991365784,-0.03501961320894975,-0.05203356878398058,-0.04606220902993052
full,PC80SSEP08,PC60SSEP08,2010-05-01,0.32660368582991217,0.38489175716636725,-0.05828807133645508,-0.08665086321847704,-0.16730337303638287
full,PC80SSEP08,PC60SSEP08,2010-11-01,0.228647675625121,0.35189308206209735,-0.12324540643697635,-0.19606148532060175,-0.2053193581350472
full,PC80SSEP08,PC60SSEP08,2011-05-01,0.2549637842505039,0.3153620966159747,-0.060398312365470774,-0.08123151293323239,-0.07029699557668523
full,PC80SSEP08,PC60SSEP08,2011-11-01,0.290357895019955,0.3354637799991984,-0.045105884979243394,-0.07836339727494313,-0.09572729702516913
full,PC80SSEP08,PC60SSEP08,2012-05-01,0.3159533035833273,0.4223481278640011,-0.10639482428067382,-0.1182745082136405,-0.160708574052008
full,PC80SSEP08,PC60SSEP08,2012-11-01,0.33326256025095824,0.46003958605696127,-0.12677702580600303,-0.22012242668470816,-0.18265564854001026
full,PC80SSEP08,PC60SSEP08,2013-05-01,0.3369248909973235,0.47077227598313964,-0.13384738498581616,-0.16383638497836772,-0.1892507334288297
full,PC80SSEP08,PC60SSEP08,2013-11-01,0.3840930104883531,0.45307555049095805,-0.06898254000260495,-0.13582707227521262,-0.11267864282575835
full,PC80SSEP08,PC60SSEP08,2014-05-01,0.3333398830194827,0.4601510201617345,-0.12681113714225178,-0.1630479018705029,-0.15662728336752718
full,PC80SSEP08,PC60SSEP08,2014-11-01,0.35794892290014246,0.4576098576781187,-0.09966093477797622,-0.2926095783832563,-0.10072451147323247
full,PC80SSEP08,PC60SSEP08,2015-05-01,0.36164666443535753,0.4807762757549656,-0.11912961131960809,-0.2948951288733743,-0.14419157997104415
full,PC80SSEP08,PC60SSEP08,2015-11-01,0.5121536020879018,0.6167599051697947,-0.10460630308189289,-0.19941923595251754,-0.11508422689573639
full,PC80SSEP08,PC60SSEP08,2016-05-01,0.5225697777486638,0.6274079712829959,-0.1048381935343321,-0.18231900476511087,-0.10246391436016866
full,PC90SSEP08,BASE,2009-11-01,0.2690683968946024,0.31367085096878133,-0.044602454074178954,-0.05736981627148885,-0.051700046396548904
full,PC90SSEP08,BASE,2010-05-01,0.252436864703133,0.38489175716636725,-0.13245489246323428,-0.14921175395033726,-0.21867652358726586
full,PC90SSEP08,BASE,2010-11-01,0.21557938793043396,0.323746530123739,-0.10816714219330503,-0.12111109321991931,-0.10933154300402648
full,PC90SSEP08,BASE,2011-05-01,0.22861861601483469,0.3153620966159747,-0.08674348060114001,-0.1525104009064644,-0.16617460384317284
full,PC90SSEP08,BASE,2011-11-01,0.2556365895210926,0.35929213628297796,-0.10365554676188538,-0.1643921811763671,-0.1956412764239165
full,PC90SSEP08,BASE,2012-05-01,0.25613291892543355,0.3631263206426567,-0.10699340171722316,-0.135150470870401,-0.17073413222924516
full,PC90SSEP08,BASE,2012-11-01,0.2949647642624553,0.46003958605696127,-0.16507482179450594,-0.2989627764720362,-0.2352607156493749
full,PC90SSEP08,BASE,2013-05-01,0.3307211388646323,0.47077227598313964,-0.14005113711850736,-0.15768622875837512,-0.17555791338078497
full,PC90SSEP08,BASE,2013-11-01,0.3346531106928845,0.45307555049095805,-0.11842243979807354,-0.13965845958674272,-0.1792912036313974
full,PC90SSEP08,BASE,2014-05-01,0.32136810406804184,0.4601510201617345,-0.13878291609369264,-0.21630920558458855,-0.18229453520670258
full,PC90SSEP08,BASE,2014-11-01,0.377798626225905,0.4791761673894679,-0.1013775411635629,-0.14560751231578517,-0.14637450410662778
full,PC90SSEP08,BASE,2015-05-01,0.34507884098677666,0.4807762757549656,-0.13569743476818896,-0.2598296837440648,-0.16513638138544873
full,PC90SSEP08,BASE,2015-11-01,0.37656996348052685,0.6167599051697947,-0.24018994168926788,-0.36081756834694967,-0.27313267639512806
full,PC90SSEP08,BASE,2016-05-01,0.44412939853261824,0.6501413301128931,-0.20601193158027487,-0.279969660061671,-0.21034315854320118
full,PC90SSEP08,PC60SSEP08,2009-11-01,0.2690683968946024,0.31415756991365784,-0.04508917301905546,-0.058812137426873745,-0.05168112666232494
full,PC90SSEP08,PC60SSEP08,2010-05-01,0.252436864703133,0.38489175716636725,-0.13245489246323428,-0.14921175395033726,-0.21867652358726586
full,PC90SSEP08,PC60SSEP08,2010-11-01,0.21557938793043396,0.35189308206209735,-0.1363136941316634,-0.21987330086634538,-0.21978688981884953
full,PC90SSEP08,PC60SSEP08,2011-05-01,0.22861861601483469,0.3153620966159747,-0.08674348060114001,-0.1525104009064644,-0.16617460384317284
full,PC90SSEP08,PC60SSEP08,2011-11-01,0.2556365895210926,0.3354637799991984,-0.07982719047810583,-0.15843753551231665,-0.1596732936426979
full,PC90SSEP08,PC60SSEP08,2012-05-01,0.25613291892543355,0.4223481278640011,-0.16621520893856756,-0.19619608301628033,-0.2537036001954579
full,PC90SSEP08,PC60SSEP08,2012-11-01,0.2949647642624553,0.46003958605696127,-0.16507482179450594,-0.2989627764720362,-0.2352607156493749
full,PC90SSEP08,PC60SSEP08,2013-05-01,0.3307211388646323,0.47077227598313964,-0.14005113711850736,-0.15768622875837512,-0.17555791338078497
full,PC90SSEP08,PC60SSEP08,2013-11-01,0.3346531106928845,0.45307555049095805,-0.11842243979807354,-0.13965845958674272,-0.1792912036313974
full,PC90SSEP08,PC60SSEP08,2014-05-01,0.32136810406804184,0.4601510201617345,-0.13878291609369264,-0.21630920558458855,-0.18229453520670258
full,PC90SSEP08,PC60SSEP08,2014-11-01,0.377798626225905,0.4576098576781187,-0.0798112314522137,-0.13215232170808044,-0.11789415377099877
full,PC90SSEP08,PC60SSEP08,2015-05-01,0.34507884098677666,0.4807762757549656,-0.13569743476818896,-0.2598296837440648,-0.16513638138544873
full,PC90SSEP08,PC60SSEP08,2015-11-01,0.37656996348052685,0.6167599051697947,-0.24018994168926788,-0.36081756834694967,-0.27313267639512806
full,PC90SSEP08,PC60SSEP08,2016-05-01,0.44412939853261824,0.6274079712829959,-0.18327857275037762,-0.2622975360476021,-0.18337699854413958
full,PC100SSEP08,BASE,2009-11-01,0.2559182137105598,0.31367085096878133,-0.05775263725822155,-0.0841957170912031,-0.19015577514397264
full,PC100SSEP08,BASE,2010-05-01,0.23691397746313347,0.38489175716636725,-0.14797777970323378,-0.19849800859275635,-0.3126521918048881
full,PC100SSEP08,BASE,2010-11-01,0.18502586497099904,0.323746530123739,-0.13872066515273995,-0.17773099941923198,-0.1960075640416783
full,PC100SSEP08,BASE,2011-05-01,0.24393041121144465,0.3153620966159747,-0.07143168540453004,-0.1340061267779027,-0.1296757253534946
full,PC100SSEP08,BASE,2011-11-01,0.24677279913501504,0.35929213628297796,-0.11251933714796292,-0.1713594165291885,-0.23168986191592578
full,PC100SSEP08,BASE,2012-05-01,0.25654860850481853,0.3631263206426567,-0.10657771213783818,-0.15988051503295475,-0.1680362516813667
full,PC100SSEP08,BASE,2012-11-01,0.24691564410568945,0.46003958605696127,-0.21312394195127182,-0.30682642568586305,-0.31156436741913884
full,PC100SSEP08,BASE,2013-05-01,0.22781149557062474,0.47077227598313964,-0.2429607804125149,-0.29590641748971125,-0.32516470473401615
full,PC100SSEP08,BASE,2013-11-01,0.3060463547495269,0.45307555049095805,-0.14702919574143114,-0.1729030142968031,-0.22888982468204744
full,PC100SSEP08,BASE,2014-05-01,0.3080213827656082,0.4601510201617345,-0.15212963739612628,-0.24257288765859886,-0.21121054733325761
full,PC100SSEP08,BASE,2014-11-01,0.32184260390996977,0.4791761673894679,-0.15733356347949812,-0.29054034919218363,-0.22080275206046407
full,PC100SSEP08,BASE,2015-05-01,0.35599720968401494,0.4807762757549656,-0.12477906607095068,-0.23489079338078467,-0.15472524286737355
full,PC100SSEP08,BASE,2015-11-01,0.39031118580254653,0.6167599051697947,-0.2264487193672482,-0.33540786372614173,-0.2512998756383936
full,PC100SSEP08,BASE,2016-05-01,0.34935838896419336,0.6501413301128931,-0.30078294114869975,-0.41781515481582154,-0.30683610012385054
full,PC100SSEP08,PC60SSEP08,2009-11-01,0.2559182137105598,0.31415756991365784,-0.05823935620309806,-0.085638038246588,-0.19013685540974867
full,PC100SSEP08,PC60SSEP08,2010-05-01,0.23691397746313347,0.38489175716636725,-0.14797777970323378,-0.19849800859275635,-0.3126521918048881
full,PC100SSEP08,PC60SSEP08,2010-11-01,0.18502586497099904,0.35189308206209735,-0.1668672170910983,-0.27649320706565805,-0.30646291085650135
full,PC100SSEP08,PC60SSEP08,2011-05-01,0.24393041121144465,0.3153620966159747,-0.07143168540453004,-0.1340061267779027,-0.1296757253534946
full,PC100SSEP08,PC60SSEP08,2011-11-01,0.24677279913501504,0.3354637799991984,-0.08869098086418337,-0.16540477086513805,-0.19572187913470718
full,PC100SSEP08,PC60SSEP08,2012-05-01,0.25654860850481853,0.4223481278640011,-0.16579951935918258,-0.2209261271788341,-0.25100571964757945
full,PC100SSEP08,PC60SSEP08,2012-11-01,0.24691564410568945,0.46003958605696127,-0.21312394195127182,-0.30682642568586305,-0.31156436741913884
full,PC100SSEP08,PC60SSEP08,2013-05-01,0.22781149557062474,0.47077227598313964,-0.2429607804125149,-0.29590641748971125,-0.32516470473401615
full,PC100SSEP08,PC60SSEP08,2013-11-01,0.3060463547495269,0.45307555049095805,-0.14702919574143114,-0.1729030142968031,-0.22888982468204744
full,PC100SSEP08,PC60SSEP08,2014-05-01,0.3080213827656082,0.4601510201617345,-0.15212963739612628,-0.24257288765859886,-0.21121054733325761
full,PC100SSEP08,PC60SSEP08,2014-11-01,0.32184260390996977,0.4576098576781187,-0.1357672537681489,-0.2770851585844789,-0.19232240172483506
full,PC100SSEP08,PC60SSEP08,2015-05-01,0.35599720968401494,0.4807762757549656,-0.12477906607095068,-0.23489079338078467,-0.15472524286737355
full,PC100SSEP08,PC60SSEP08,2015-11-01,0.39031118580254653,0.6167599051697947,-0.2264487193672482,-0.33540786372614173,-0.2512998756383936
full,PC100SSEP08,PC60SSEP08,2016-05-01,0.34935838896419336,0.6274079712829959,-0.2780495823188025,-0.4001430308017526,-0.27986994012478894
A,BASE,BASE,2009-11-01,0.3232108008631567,0.3232108008631567,0.0,0.0,0.0
A,BASE,BASE,2010-05-01,0.3468375831056316,0.3468375831056316,0.0,0.0,0.0
A,BASE,BASE,2010-11-01,0.3807199954694829,0.3807199954694829,0.0,0.0,0.0
A,BASE,BASE,2011-05-01,0.4009930055647246,0.4009930055647246,0.0,0.0,0.0
A,BASE,BASE,2011-11-01,0.42933291939613993,0.42933291939613993,0.0,0.0,0.0
A,BASE,BASE,2012-05-01,0.448898667159376,0.448898667159376,0.0,0.0,0.0
A,BASE,BASE,2012-11-01,0.4971799987441856,0.4971799987441856,0.0,0.0,0.0
A,BASE,BASE,2013-05-01,0.437021650121864,0.437021650121864,0.0,0.0,0.0
A,BASE,BASE,2013-11-01,0.4814036113823643,0.4814036113823643,0.0,0.0,0.0
A,BASE,BASE,2014-05-01,0.5144217278785495,0.5144217278785495,0.0,0.0,0.0
A,BASE,BASE,2014-11-01,0.4948981755848638,0.4948981755848638,0.0,0.0,0.0
A,BASE,BASE,2015-05-01,0.4591303356406189,0.4591303356406189,0.0,0.0,0.0
A,BASE,BASE,2015-11-01,0.4776687194764744,0.4776687194764744,0.0,0.0,0.0
A,BASE,BASE,2016-05-01,0.6224848722867689,0.6224848722867689,0.0,0.0,0.0
A,BASE,PC60SSEP08,2009-11-01,0.3232108008631567,0.3258849206195116,-0.002674119756354898,-0.011157850532451441,0.007826016455617202
A,BASE,PC60SSEP08,2010-05-01,0.3468375831056316,0.33800182155434366,0.008835761551287957,0.00502539641466937,-0.003116157336333192
A,BASE,PC60SSEP08,2010-11-01,0.3807199954694829,0.38536949466090853,-0.0046494991914256545,-0.00014814304194188388,-0.03201828414383501
A,BASE,PC60SSEP08,2011-05-01,0.4009930055647246,0.39823539469115676,0.0027576108735678506,-0.0005900432023449032,-0.0008066504845798406
A,BASE,PC60SSEP08,2011-11-01,0.42933291939613993,0.41713244988971265,0.01220046950642728,0.002101471370875796,0.013668807052574006
A,BASE,PC60SSEP08,2012-05-01,0.448898667159376,0.4314812241311923,0.01741744302818371,-0.01288031571279391,0.0244970577254483
A,BASE,PC60SSEP08,2012-11-01,0.4971799987441856,0.4971799987441856,0.0,0.0,0.0
A,BASE,PC60SSEP08,2013-05-01,0.437021650121864,0.437021650121864,0.0,0.0,0.0
A,BASE,PC60SSEP08,2013-11-01,0.4814036113823643,0.4661611310276732,0.015242480354691113,0.028992125313764383,0.018689296749521356
A,BASE,PC60SSEP08,2014-05-01,0.5144217278785495,0.5287256456485918,-0.014303917770042363,0.0027166883016640497,-0.018136816940789613
A,BASE,PC60SSEP08,2014-11-01,0.4948981755848638,0.4948981755848638,0.0,0.0,0.0
A,BASE,PC60SSEP08,2015-05-01,0.4591303356406189,0.4591303356406189,0.0,0.0,0.0
A,BASE,PC60SSEP08,2015-11-01,0.4776687194764744,0.4776687194764744,0.0,0.0,0.0
A,BASE,PC60SSEP08,2016-05-01,0.6224848722867689,0.6224848722867689,0.0,0.0,0.0
A,PC60SSEP08,BASE,2009-11-01,0.3258849206195116,0.3232108008631567,0.002674119756354898,0.011157850532451441,-0.007826016455617202
A,PC60SSEP08,BASE,2010-05-01,0.33800182155434366,0.3468375831056316,-0.008835761551287957,-0.00502539641466937,0.003116157336333192
A,PC60SSEP08,BASE,2010-11-01,0.38536949466090853,0.3807199954694829,0.0046494991914256545,0.00014814304194188388,0.03201828414383501
A,PC60SSEP08,BASE,2011-05-01,0.39823539469115676,0.4009930055647246,-0.0027576108735678506,0.0005900432023449032,0.0008066504845798406
A,PC60SSEP08,BASE,2011-11-01,0.41713244988971265,0.42933291939613993,-0.01220046950642728,-0.002101471370875796,-0.013668807052574006
A,PC60SSEP08,BASE,2012-05-01,0.4314812241311923,0.448898667159376,-0.01741744302818371,0.01288031571279391,-0.0244970577254483
A,PC60SSEP08,BASE,2012-11-01,0.4971799987441856,0.4971799987441856,0.0,0.0,0.0
A,PC60SSEP08,BASE,2013-05-01,0.437021650121864,0.437021650121864,0.0,0.0,0.0
A,PC60SSEP08,BASE,2013-11-01,0.4661611310276732,0.4814036113823643,-0.015242480354691113,-0.028992125313764383,-0.018689296749521356
A,PC60SSEP08,BASE,2014-05-01,0.5287256456485918,0.5144217278785495,0.014303917770042363,-0.0027166883016640497,0.018136816940789613
A,PC60SSEP08,BASE,2014-11-01,0.4948981755848638,0.4948981755848638,0.0,0.0,0.0
A,PC60SSEP08,BASE,2015-05-01,0.4591303356406189,0.4591303356406189,0.0,0.0,0.0
A,PC60SSEP08,BASE,2015-11-01,0.4776687194764744,0.4776687194764744,0.0,0.0,0.0
A,PC60SSEP08,BASE,2016-05-01,0.6224848722867689,0.6224848722867689,0.0,0.0,0.0
A,PC60SSEP08,PC60SSEP08,2009-11-01,0.3258849206195116,0.3258849206195116,0.0,0.0,0.0
A,PC60SSEP08,PC60SSEP08,2010-05-01,0.33800182155434366,0.33800182155434366,0.0,0.0,0.0
A,PC60SSEP08,PC60SSEP08,2010-11-01,0.38536949466090853,0.38536949466090853,0.0,0.0,0.0
A,PC60SSEP08,PC60SSEP08,2011-05-01,0.39823539469115676,0.39823539469115676,0.0,0.0,0.0
A,PC60SSEP08,PC60SSEP08,2011-11-01,0.41713244988971265,0.41713244988971265,0.0,0.0,0.0
