group,arm,reference,metric,median,paired_delta_median,positive_starts,starts
full,PC60SSEP08,PC60SSEP08,滚动5年年化中位,0.5120379561159653,0.0,0,14
full,PC60SSEP08,PC60SSEP08,滚动5年年化P25,0.3964545233757554,0.0,0,14
full,PC60SSEP08,PC60SSEP08,滚动5年年化最差,0.11513745634735473,0.0,0,14
full,PC60SSEP08,PC60SSEP08,滚动5年回撤中位,0.4664085434672546,0.0,0,14
full,PC60SSEP08,PC60SSEP08,滚动5年Calmar中位,1.0923921939285277,0.0,0,14
full,PC60SSEP08,PC60SSEP08,滚动5年Sharpe中位,1.026096436537976,0.0,0,14
full,PC60SSEP08,PC60SSEP08,滚动5年为负的窗口占比,0.0,0.0,0,14
full,PC60SSEP08,PC60SSEP08,年化,0.45534270408453836,0.0,0,14
full,PC60SSEP08,PC60SSEP08,最大回撤,0.6915421223446483,0.0,0,14
full,PC60SSEP08,PC60SSEP08,Calmar,0.6099680419849909,0.0,0,14
full,PC60SSEP08,PC60SSEP08,Sharpe,0.9556917169411325,0.0,0,14
full,PC60SSEP08,PC60SSEP08,互不重叠5年块中位,0.6249091104094153,0.0,0,14
full,PC60SSEP08,PC60SSEP08,滚动3年年化中位,0.485011664736288,0.0,0,14
full,PC60SSEP08,PC60SSEP08,滚动3年回撤中位,0.43818989836433914,0.0,0,14
full,PC60SSEP08,PC60SSEP08,逐年收益中位,0.392919101874457,0.0,0,14
full,PC60SSEP08,PC60SSEP08,逐年最差,-0.24757789535898533,0.0,0,14
full,PC60SSEP08,PC60SSEP08,年均换手,6.910518420903045,0.0,0,14
full,PC60SSEP08,PC60SSEP08,平均仓位,1.6463700361347207,0.0,0,14
full,PC60SSEP08,PC60SSEP08,持仓数中位,6.0,0.0,0,14
full,PC60SSEP08,PC60SSEP08,单票权重中位,0.6429540980982408,0.0,0,14
full,PC60SSEP08,PC60SSEP08,单票权重P90,0.8864146607682613,0.0,0,14
full,PC60SSEP08,PC60SSEP08,单票权重最大,1.0904269273996996,0.0,0,14
full,PC60SSEP08,PC60SSEP08,前三权重中位,1.447576819334442,0.0,0,14
full,PC60SSEP08,PC60SSEP08,单票超60%天数占比,0.7808336029592482,0.0,0,14
full,PC60SSEP08,PC60SSEP08,滚动10年年化中位,0.43664002637454125,0.0,0,14
full,PC70SSEP08,BASE,滚动5年年化中位,0.4439503182492296,-0.09177945755624883,3,14
full,PC70SSEP08,BASE,滚动5年年化P25,0.3088414649199144,-0.07308273066856497,4,14
full,PC70SSEP08,BASE,滚动5年年化最差,0.08821485857319211,0.011475694093439182,10,14
full,PC70SSEP08,BASE,滚动5年回撤中位,0.4500745944814864,-0.01360625613163291,4,14
full,PC70SSEP08,BASE,滚动5年Calmar中位,0.9073552590434604,-0.12356050886337289,2,14
full,PC70SSEP08,BASE,滚动5年Sharpe中位,0.9209170802531739,-0.12773055400650035,3,14
full,PC70SSEP08,BASE,滚动5年为负的窗口占比,0.0,0.0,0,14
full,PC70SSEP08,BASE,年化,0.3760120555057891,-0.03165721409996414,1,14
full,PC70SSEP08,BASE,最大回撤,0.6939696450962496,0.002162714181162928,9,14
full,PC70SSEP08,BASE,Calmar,0.512595744127686,-0.043881104519018554,3,14
full,PC70SSEP08,BASE,Sharpe,0.843696943793723,-0.05041040960998966,1,14
full,PC70SSEP08,BASE,互不重叠5年块中位,0.5449186636777654,-0.07001635676446649,1,14
full,PC70SSEP08,BASE,滚动3年年化中位,0.40920913456884433,-0.07877379005903384,1,14
full,PC70SSEP08,BASE,滚动3年回撤中位,0.4423977849398661,0.0008492211920820836,8,14
full,PC70SSEP08,BASE,逐年收益中位,0.36244967777253756,-0.049148861823015255,4,14
full,PC70SSEP08,BASE,逐年最差,-0.27778916485905214,-0.014599887857913663,3,14
full,PC70SSEP08,BASE,年均换手,6.995798581733627,-0.10250459548362523,6,14
full,PC70SSEP08,BASE,平均仓位,1.6615266775305861,0.010504115553480076,12,14
full,PC70SSEP08,BASE,持仓数中位,6.0,0.0,1,14
full,PC70SSEP08,BASE,单票权重中位,0.7358625541874244,0.0845893681799812,14,14
full,PC70SSEP08,BASE,单票权重P90,1.0201787356904517,0.11050610511367026,14,14
full,PC70SSEP08,BASE,单票权重最大,1.263511299153497,0.11724061933845131,11,14
full,PC70SSEP08,BASE,前三权重中位,1.5115901269340482,0.047628451126132676,13,14
full,PC70SSEP08,BASE,单票超60%天数占比,0.8963736914791516,0.1244438986742229,14,14
full,PC70SSEP08,BASE,滚动10年年化中位,0.3761253381284487,-0.04752380073037432,3,14
full,PC70SSEP08,PC60SSEP08,滚动5年年化中位,0.4439503182492296,-0.09767562374106131,1,14
full,PC70SSEP08,PC60SSEP08,滚动5年年化P25,0.3088414649199144,-0.07743828021198229,4,14
full,PC70SSEP08,PC60SSEP08,滚动5年年化最差,0.08821485857319211,0.013807648550112017,10,14
full,PC70SSEP08,PC60SSEP08,滚动5年回撤中位,0.4500745944814864,-0.013602084347931476,4,14
full,PC70SSEP08,PC60SSEP08,滚动5年Calmar中位,0.9073552590434604,-0.12749472590362454,1,14
full,PC70SSEP08,PC60SSEP08,滚动5年Sharpe中位,0.9209170802531739,-0.13665288948982646,1,14
full,PC70SSEP08,PC60SSEP08,滚动5年为负的窗口占比,0.0,0.0,0,14
full,PC70SSEP08,PC60SSEP08,年化,0.3760120555057891,-0.04652838414558047,1,14
full,PC70SSEP08,PC60SSEP08,最大回撤,0.6939696450962496,0.002162714181162928,9,14
full,PC70SSEP08,PC60SSEP08,Calmar,0.512595744127686,-0.0494774840315938,2,14
full,PC70SSEP08,PC60SSEP08,Sharpe,0.843696943793723,-0.07939091986724228,1,14
full,PC70SSEP08,PC60SSEP08,互不重叠5年块中位,0.5449186636777654,-0.06646021202476793,1,14
full,PC70SSEP08,PC60SSEP08,滚动3年年化中位,0.40920913456884433,-0.0813998097511952,1,14
full,PC70SSEP08,PC60SSEP08,滚动3年回撤中位,0.4423977849398661,0.0008492211920820836,8,14
full,PC70SSEP08,PC60SSEP08,逐年收益中位,0.36244967777253756,-0.036110244293434623,4,14
full,PC70SSEP08,PC60SSEP08,逐年最差,-0.27778916485905214,-0.014659672703006721,3,14
full,PC70SSEP08,PC60SSEP08,年均换手,6.995798581733627,0.04543761617213793,7,14
full,PC70SSEP08,PC60SSEP08,平均仓位,1.6615266775305861,0.010504115553480076,12,14
full,PC70SSEP08,PC60SSEP08,持仓数中位,6.0,0.0,1,14
full,PC70SSEP08,PC60SSEP08,单票权重中位,0.7358625541874244,0.08510514763596477,14,14
full,PC70SSEP08,PC60SSEP08,单票权重P90,1.0201787356904517,0.11050610511367026,14,14
full,PC70SSEP08,PC60SSEP08,单票权重最大,1.263511299153497,0.11031377651883278,11,14
full,PC70SSEP08,PC60SSEP08,前三权重中位,1.5115901269340482,0.04342273150066189,13,14
full,PC70SSEP08,PC60SSEP08,单票超60%天数占比,0.8963736914791516,0.1291774352062216,14,14
full,PC70SSEP08,PC60SSEP08,滚动10年年化中位,0.3761253381284487,-0.060281223340915124,2,14
full,PC80SSEP08,BASE,滚动5年年化中位,0.3456365686731404,-0.14943748707285776,0,14
full,PC80SSEP08,BASE,滚动5年年化P25,0.2679915959888949,-0.0958553152038617,2,14
full,PC80SSEP08,BASE,滚动5年年化最差,0.11402499639179353,-0.0003890790559826218,7,14
full,PC80SSEP08,BASE,滚动5年回撤中位,0.47828716680304506,-0.004434712242798511,6,14
full,PC80SSEP08,BASE,滚动5年Calmar中位,0.7002770811534432,-0.3175883965529506,0,14
full,PC80SSEP08,BASE,滚动5年Sharpe中位,0.789388038743799,-0.1906176594353024,0,14
full,PC80SSEP08,BASE,滚动5年为负的窗口占比,0.0,0.0,0,14
full,PC80SSEP08,BASE,年化,0.33330122163522047,-0.09985257879025544,0,14
full,PC80SSEP08,BASE,最大回撤,0.6994523130058865,0.009798150545200002,9,14
full,PC80SSEP08,BASE,Calmar,0.460933737789445,-0.10158218757420762,0,14
full,PC80SSEP08,BASE,Sharpe,0.7743005988777426,-0.16633094985752817,0,14
full,PC80SSEP08,BASE,互不重叠5年块中位,0.4680672980322047,-0.12931746808404587,0,14
full,PC80SSEP08,BASE,滚动3年年化中位,0.33675801055950794,-0.1422361617933886,0,14
full,PC80SSEP08,BASE,滚动3年回撤中位,0.46521710437594854,0.018707590380606764,11,14
full,PC80SSEP08,BASE,逐年收益中位,0.3224571372708699,-0.12005532437609012,2,14
full,PC80SSEP08,BASE,逐年最差,-0.26440179411783626,-0.04059438428675105,2,14
full,PC80SSEP08,BASE,年均换手,6.4528533132052885,-0.4214041844865637,2,14
full,PC80SSEP08,BASE,平均仓位,1.668068993141979,0.016669685547958002,13,14
full,PC80SSEP08,BASE,持仓数中位,6.0,0.0,0,14
full,PC80SSEP08,BASE,单票权重中位,0.8151145970036964,0.16835761161835094,14,14
full,PC80SSEP08,BASE,单票权重P90,1.148988240200358,0.2303269264643652,14,14
full,PC80SSEP08,BASE,单票权重最大,1.4034357195764051,0.30380872619393473,14,14
full,PC80SSEP08,BASE,前三权重中位,1.5479497832171836,0.10567180049566283,14,14
full,PC80SSEP08,BASE,单票超60%天数占比,0.9008430298943102,0.101221075488234,14,14
full,PC80SSEP08,BASE,滚动10年年化中位,0.3323241978020094,-0.09099350769701675,0,14
full,PC80SSEP08,PC60SSEP08,滚动5年年化中位,0.3456365686731404,-0.1634421434244353,0,14
full,PC80SSEP08,PC60SSEP08,滚动5年年化P25,0.2679915959888949,-0.10677325799387094,2,14
full,PC80SSEP08,PC60SSEP08,滚动5年年化最差,0.11402499639179353,0.00138391700526036,7,14
full,PC80SSEP08,PC60SSEP08,滚动5年回撤中位,0.47828716680304506,-0.0006709474674593818,7,14
full,PC80SSEP08,PC60SSEP08,滚动5年Calmar中位,0.7002770811534432,-0.29582449703024055,0,14
full,PC80SSEP08,PC60SSEP08,滚动5年Sharpe中位,0.789388038743799,-0.2203717756963034,0,14
full,PC80SSEP08,PC60SSEP08,滚动5年为负的窗口占比,0.0,0.0,0,14
full,PC80SSEP08,PC60SSEP08,年化,0.33330122163522047,-0.1047222483081125,0,14
full,PC80SSEP08,PC60SSEP08,最大回撤,0.6994523130058865,0.009798150545200002,9,14
full,PC80SSEP08,PC60SSEP08,Calmar,0.460933737789445,-0.1231152088772145,0,14
full,PC80SSEP08,PC60SSEP08,Sharpe,0.7743005988777426,-0.16756503648846138,0,14
full,PC80SSEP08,PC60SSEP08,互不重叠5年块中位,0.4680672980322047,-0.12963790343339027,0,14
full,PC80SSEP08,PC60SSEP08,滚动3年年化中位,0.33675801055950794,-0.14456534200006976,0,14
full,PC80SSEP08,PC60SSEP08,滚动3年回撤中位,0.46521710437594854,0.020675198684401375,11,14
full,PC80SSEP08,PC60SSEP08,逐年收益中位,0.3224571372708699,-0.11197597195202158,2,14
full,PC80SSEP08,PC60SSEP08,逐年最差,-0.26440179411783626,-0.046533498823817854,1,14
full,PC80SSEP08,PC60SSEP08,年均换手,6.4528533132052885,-0.42744691395624645,3,14
full,PC80SSEP08,PC60SSEP08,平均仓位,1.668068993141979,0.016669685547958002,13,14
full,PC80SSEP08,PC60SSEP08,持仓数中位,6.0,0.0,0,14
full,PC80SSEP08,PC60SSEP08,单票权重中位,0.8151145970036964,0.16938131263141293,14,14
full,PC80SSEP08,PC60SSEP08,单票权重P90,1.148988240200358,0.23032691403820582,14,14
full,PC80SSEP08,PC60SSEP08,单票权重最大,1.4034357195764051,0.29612693976135873,14,14
full,PC80SSEP08,PC60SSEP08,前三权重中位,1.5479497832171836,0.09588332984314529,14,14
full,PC80SSEP08,PC60SSEP08,单票超60%天数占比,0.9008430298943102,0.1317987320827867,14,14
full,PC80SSEP08,PC60SSEP08,滚动10年年化中位,0.3323241978020094,-0.10850993547563725,0,14
full,PC90SSEP08,BASE,滚动5年年化中位,0.29854231249532903,-0.15509831483241976,0,14
full,PC90SSEP08,BASE,滚动5年年化P25,0.23115638617059142,-0.13142401405998771,0,14
full,PC90SSEP08,BASE,滚动5年年化最差,0.09088809304986667,-0.01591922119959066,5,14
full,PC90SSEP08,BASE,滚动5年回撤中位,0.5033170011228898,0.03353299152586103,9,14
full,PC90SSEP08,BASE,滚动5年Calmar中位,0.5724928871676073,-0.4017526718033515,0,14
full,PC90SSEP08,BASE,滚动5年Sharpe中位,0.6979888826885341,-0.25837849049427375,0,14
full,PC90SSEP08,BASE,滚动5年为负的窗口占比,0.0,0.0,1,14
full,PC90SSEP08,BASE,年化,0.3081664341652486,-0.1254386661306539,0,14
full,PC90SSEP08,BASE,最大回撤,0.7138724019168351,0.011198369072830228,8,14
full,PC90SSEP08,BASE,Calmar,0.4245827345318238,-0.1765726696572219,0,14
full,PC90SSEP08,BASE,Sharpe,0.725682489233336,-0.20099965692105914,0,14
full,PC90SSEP08,BASE,互不重叠5年块中位,0.4115046973958681,-0.17742455850609118,0,14
full,PC90SSEP08,BASE,滚动3年年化中位,0.2858889791590027,-0.15178102008926675,0,14
full,PC90SSEP08,BASE,滚动3年回撤中位,0.4858749066539495,0.05164117456439571,12,14
full,PC90SSEP08,BASE,逐年收益中位,0.23516696000973475,-0.1477916058667802,0,14
full,PC90SSEP08,BASE,逐年最差,-0.3099411134937157,-0.05832157943690219,1,14
full,PC90SSEP08,BASE,年均换手,5.625067078142046,-1.2495513584409275,1,14
full,PC90SSEP08,BASE,平均仓位,1.6743613834217204,0.027945382484911185,14,14
full,PC90SSEP08,BASE,持仓数中位,6.0,-1.0,0,14
full,PC90SSEP08,BASE,单票权重中位,0.8811196528037847,0.23234986117328887,14,14
full,PC90SSEP08,BASE,单票权重P90,1.2499654174635244,0.29752563646833285,14,14
full,PC90SSEP08,BASE,单票权重最大,1.5805790837590954,0.36735505652712286,14,14
full,PC90SSEP08,BASE,前三权重中位,1.573399644220611,0.12071147603305898,14,14
full,PC90SSEP08,BASE,单票超60%天数占比,0.8905298990590401,0.11245296244670949,14,14
full,PC90SSEP08,BASE,滚动10年年化中位,0.2894009440500691,-0.12298856359343091,0,14
full,PC90SSEP08,PC60SSEP08,滚动5年年化中位,0.29854231249532903,-0.1773168092642985,0,14
full,PC90SSEP08,PC60SSEP08,滚动5年年化P25,0.23115638617059142,-0.14005179887442443,0,14
full,PC90SSEP08,PC60SSEP08,滚动5年年化最差,0.09088809304986667,-0.013721892179186956,5,14
full,PC90SSEP08,PC60SSEP08,滚动5年回撤中位,0.5033170011228898,0.03760184562063196,9,14
full,PC90SSEP08,PC60SSEP08,滚动5年Calmar中位,0.5724928871676073,-0.44020203991176277,0,14
full,PC90SSEP08,PC60SSEP08,滚动5年Sharpe中位,0.6979888826885341,-0.2827555759475294,0,14
full,PC90SSEP08,PC60SSEP08,滚动5年为负的窗口占比,0.0,0.0,1,14
full,PC90SSEP08,PC60SSEP08,年化,0.3081664341652486,-0.13600556444992618,0,14
full,PC90SSEP08,PC60SSEP08,最大回撤,0.7138724019168351,0.011165929288059095,8,14
full,PC90SSEP08,PC60SSEP08,Calmar,0.4245827345318238,-0.20281761062540493,0,14
full,PC90SSEP08,PC60SSEP08,Sharpe,0.725682489233336,-0.2224249467849741,0,14
full,PC90SSEP08,PC60SSEP08,互不重叠5年块中位,0.4115046973958681,-0.18079286941904998,0,14
full,PC90SSEP08,PC60SSEP08,滚动3年年化中位,0.2858889791590027,-0.17285217100702022,0,14
full,PC90SSEP08,PC60SSEP08,滚动3年回撤中位,0.4858749066539495,0.047189677763674,12,14
full,PC90SSEP08,PC60SSEP08,逐年收益中位,0.23516696000973475,-0.15340664947883031,0,14
full,PC90SSEP08,PC60SSEP08,逐年最差,-0.3099411134937157,-0.06744425498443507,1,14
full,PC90SSEP08,PC60SSEP08,年均换手,5.625067078142046,-1.3305507039279632,0,14
full,PC90SSEP08,PC60SSEP08,平均仓位,1.6743613834217204,0.02768261448734277,14,14
full,PC90SSEP08,PC60SSEP08,持仓数中位,6.0,-0.5,0,14
full,PC90SSEP08,PC60SSEP08,单票权重中位,0.8811196528037847,0.2345779753825165,14,14
full,PC90SSEP08,PC60SSEP08,单票权重P90,1.2499654174635244,0.29328097680365645,14,14
full,PC90SSEP08,PC60SSEP08,单票权重最大,1.5805790837590954,0.36735505652712286,14,14
full,PC90SSEP08,PC60SSEP08,前三权重中位,1.573399644220611,0.11671143185348287,14,14
full,PC90SSEP08,PC60SSEP08,单票超60%天数占比,0.8905298990590401,0.12004650413444312,14,14
full,PC90SSEP08,PC60SSEP08,滚动10年年化中位,0.2894009440500691,-0.1336924892423148,0,14
full,PC100SSEP08,BASE,滚动5年年化中位,0.2589347275012702,-0.2166944009867705,0,14
full,PC100SSEP08,BASE,滚动5年年化P25,0.19426331487346526,-0.18603732208375512,0,14
full,PC100SSEP08,BASE,滚动5年年化最差,0.06739793034830588,-0.009805259060903515,5,14
full,PC100SSEP08,BASE,滚动5年回撤中位,0.5247752280583373,0.04181995047285847,9,14
full,PC100SSEP08,BASE,滚动5年Calmar中位,0.4447392960991722,-0.5076445138859267,0,14
full,PC100SSEP08,BASE,滚动5年Sharpe中位,0.640811599086341,-0.33640230816103595,0,14
full,PC100SSEP08,BASE,滚动5年为负的窗口占比,0.0,0.0,1,14
full,PC100SSEP08,BASE,年化,0.25623341110768916,-0.14750348772233246,0,14
full,PC100SSEP08,BASE,最大回撤,0.7253489031698885,0.014759494162221165,9,14
full,PC100SSEP08,BASE,Calmar,0.35277224296454907,-0.20385226582136035,0,14
full,PC100SSEP08,BASE,Sharpe,0.6474960909095904,-0.240592360032095,0,14
full,PC100SSEP08,BASE,互不重叠5年块中位,0.35011302132484245,-0.22484628837125575,0,14
full,PC100SSEP08,BASE,滚动3年年化中位,0.24711650561421938,-0.20434885068002961,0,14
full,PC100SSEP08,BASE,滚动3年回撤中位,0.5100272199594347,0.06666133890790615,13,14
full,PC100SSEP08,BASE,逐年收益中位,0.2661063738290705,-0.16593550523684514,0,14
full,PC100SSEP08,BASE,逐年最差,-0.32286019192291404,-0.07164519567261679,1,14
full,PC100SSEP08,BASE,年均换手,5.17294355923346,-1.6667967426805395,0,14
full,PC100SSEP08,BASE,平均仓位,1.685211395560612,0.03383473136493542,14,14
full,PC100SSEP08,BASE,持仓数中位,5.0,-1.0,0,14
full,PC100SSEP08,BASE,单票权重中位,0.9498450385650601,0.31203036897359027,14,14
full,PC100SSEP08,BASE,单票权重P90,1.3623048997359688,0.4158438890683428,14,14
full,PC100SSEP08,BASE,单票权重最大,1.7548265730276453,0.5296358609063687,14,14
full,PC100SSEP08,BASE,前三权重中位,1.6039428025379197,0.15147309986683966,14,14
full,PC100SSEP08,BASE,单票超60%天数占比,0.9094026242434656,0.13639029803771274,14,14
full,PC100SSEP08,BASE,滚动10年年化中位,0.24109002198431628,-0.14778518764374748,0,14
full,PC100SSEP08,PC60SSEP08,滚动5年年化中位,0.2589347275012702,-0.23873184051969176,0,14
full,PC100SSEP08,PC60SSEP08,滚动5年年化P25,0.19426331487346526,-0.18603732208375512,0,14
full,PC100SSEP08,PC60SSEP08,滚动5年年化最差,0.06739793034830588,-0.009805259060903515,6,14
full,PC100SSEP08,PC60SSEP08,滚动5年回撤中位,0.5247752280583373,0.03874625780323021,9,14
full,PC100SSEP08,PC60SSEP08,滚动5年Calmar中位,0.4447392960991722,-0.5246539824592825,0,14
full,PC100SSEP08,PC60SSEP08,滚动5年Sharpe中位,0.640811599086341,-0.3525053279505169,0,14
full,PC100SSEP08,PC60SSEP08,滚动5年为负的窗口占比,0.0,0.0,1,14
full,PC100SSEP08,PC60SSEP08,年化,0.25623341110768916,-0.15005370854968003,0,14
full,PC100SSEP08,PC60SSEP08,最大回撤,0.7253489031698885,0.014759490137311315,9,14
full,PC100SSEP08,PC60SSEP08,Calmar,0.35277224296454907,-0.2293808383617724,0,14
full,PC100SSEP08,PC60SSEP08,Sharpe,0.6474960909095904,-0.2520387301296891,0,14
full,PC100SSEP08,PC60SSEP08,互不重叠5年块中位,0.35011302132484245,-0.23994777216481344,0,14
full,PC100SSEP08,PC60SSEP08,滚动3年年化中位,0.24711650561421938,-0.22130359683346346,0,14
full,PC100SSEP08,PC60SSEP08,滚动3年回撤中位,0.5100272199594347,0.06583138507656278,13,14
full,PC100SSEP08,PC60SSEP08,逐年收益中位,0.2661063738290705,-0.15951658362810606,0,14
full,PC100SSEP08,PC60SSEP08,逐年最差,-0.32286019192291404,-0.07463040818479921,1,14
full,PC100SSEP08,PC60SSEP08,年均换手,5.17294355923346,-1.8118997907654988,0,14
full,PC100SSEP08,PC60SSEP08,平均仓位,1.685211395560612,0.034125694518246874,14,14
full,PC100SSEP08,PC60SSEP08,持仓数中位,5.0,-1.0,0,14
full,PC100SSEP08,PC60SSEP08,单票权重中位,0.9498450385650601,0.3117891990316631,14,14
full,PC100SSEP08,PC60SSEP08,单票权重P90,1.3623048997359688,0.4145637787137883,14,14
full,PC100SSEP08,PC60SSEP08,单票权重最大,1.7548265730276453,0.5296358609063687,14,14
full,PC100SSEP08,PC60SSEP08,前三权重中位,1.6039428025379197,0.14705905001596142,14,14
full,PC100SSEP08,PC60SSEP08,单票超60%天数占比,0.9094026242434656,0.1416267028004754,14,14
full,PC100SSEP08,PC60SSEP08,滚动10年年化中位,0.24109002198431628,-0.17236480108493812,0,14
A,BASE,BASE,滚动5年年化中位,0.43955930349153793,0.0,0,14
A,BASE,BASE,滚动5年年化P25,0.35646122698970206,0.0,0,14
A,BASE,BASE,滚动5年年化最差,0.08026727371670117,0.0,0,14
A,BASE,BASE,滚动5年回撤中位,0.5449802849042681,0.0,0,14
A,BASE,BASE,滚动5年Calmar中位,0.8079992564951128,0.0,0,14
A,BASE,BASE,滚动5年Sharpe中位,1.01676057590887,0.0,0,14
A,BASE,BASE,滚动5年为负的窗口占比,0.0,0.0,0,14
A,BASE,BASE,年化,0.45401450139999744,0.0,0,14
A,BASE,BASE,最大回撤,0.6582000242328675,0.0,0,14
A,BASE,BASE,Calmar,0.6747463985677112,0.0,0,14
A,BASE,BASE,Sharpe,1.0370962320141566,0.0,0,14
