group,start,year,first,last,full_year,BASE_pct,C030R35_pct,delta_pp
full,2011-05-01,2015,2015-01-05,2015-12-31,True,7.869217987086552,43.225974136396125,35.356756149309575
full,2011-05-01,2016,2016-01-04,2016-12-30,True,-14.860307096822423,-17.66085800841991,-2.800550911597488
full,2011-05-01,2017,2017-01-03,2017-12-29,True,119.72649065757786,119.68741430461804,-0.03907635295981038
full,2011-05-01,2018,2018-01-02,2018-12-28,True,-13.52598432852552,-9.704327684738,3.821656643787519
full,2011-05-01,2019,2019-01-02,2019-12-31,True,193.7433711130156,189.26409945059234,-4.4792716624232565
full,2011-05-01,2020,2020-01-02,2020-12-31,True,1.9677306533952832,6.365283442093639,4.397552788698356
full,2011-05-01,2021,2021-01-04,2021-12-31,True,51.36489671577833,54.219079682866365,2.854182967088037
full,2011-05-01,2022,2022-01-04,2022-12-30,True,20.511101614409455,17.319429204997117,-3.1916724094123383
full,2011-05-01,2023,2023-01-03,2023-12-29,True,37.1236027218042,43.988490277121485,6.8648875553172894
full,2011-05-01,2024,2024-01-02,2024-12-31,True,39.915726286108026,38.1332575341407,-1.7824687519673255
full,2011-05-01,2025,2025-01-02,2025-12-31,True,97.64209505745254,93.63026945211641,-4.011825605336128
full,2011-05-01,2026,2026-01-05,2026-08-28,False,28.4412280555453,42.56514999948495,14.123921943939655
full,2011-11-01,2011,2011-11-01,2011-12-30,False,-3.366652753999988,-3.366652753999988,0.0
full,2011-11-01,2012,2012-01-04,2012-12-31,True,-1.1342934862946907,-1.1342934862946907,0.0
full,2011-11-01,2013,2013-01-04,2013-12-31,True,-2.9824058661249375,-2.9824058661249375,0.0
full,2011-11-01,2014,2014-01-02,2014-12-31,True,66.15702347957695,66.15702347957695,0.0
full,2011-11-01,2015,2015-01-05,2015-12-31,True,7.308631003007204,32.71645819186932,25.40782718886212
full,2011-11-01,2016,2016-01-04,2016-12-30,True,1.72360897932331,-17.73753501132418,-19.46114399064749
full,2011-11-01,2017,2017-01-03,2017-12-29,True,143.56591225689738,121.85774332820078,-21.7081689286966
full,2011-11-01,2018,2018-01-02,2018-12-28,True,-14.09268750074293,-7.8766784445308495,6.21600905621208
full,2011-11-01,2019,2019-01-02,2019-12-31,True,182.09254042249506,186.84998889248283,4.757448469987757
full,2011-11-01,2020,2020-01-02,2020-12-31,True,3.9800628821044404,5.078028521696321,1.0979656395918802
full,2011-11-01,2021,2021-01-04,2021-12-31,True,54.25267300686771,52.17631224913095,-2.0763607577367615
full,2011-11-01,2022,2022-01-04,2022-12-30,True,19.467230557708405,22.6447239823937,3.177493424685296
full,2011-11-01,2023,2023-01-03,2023-12-29,True,38.99498164428308,37.495996017074205,-1.4989856272088709
full,2011-11-01,2024,2024-01-02,2024-12-31,True,54.73511112801699,56.0144288320364,1.2793177040194115
full,2011-11-01,2025,2025-01-02,2025-12-31,True,102.186890067326,103.4653890897931,1.2784990224671056
full,2011-11-01,2026,2026-01-05,2026-08-28,False,41.443975895060035,47.59578979440175,6.151813899341718
full,2012-05-01,2012,2012-05-02,2012-12-31,False,-7.3083498623221494,-7.3083498623221494,0.0
full,2012-05-01,2013,2013-01-04,2013-12-31,True,-11.023028295928095,-11.023028295928095,0.0
full,2012-05-01,2014,2014-01-02,2014-12-31,True,61.69316063392185,61.69316063392185,0.0
full,2012-05-01,2015,2015-01-05,2015-12-31,True,10.54860318126767,41.255633934446934,30.707030753179264
full,2012-05-01,2016,2016-01-04,2016-12-30,True,-0.2566011036927218,-17.194462853599635,-16.93786174990691
full,2012-05-01,2017,2017-01-03,2017-12-29,True,135.7298536839978,122.22279393782833,-13.507059746169459
full,2012-05-01,2018,2018-01-02,2018-12-28,True,-10.191568996650012,-7.748946702623871,2.442622294026142
full,2012-05-01,2019,2019-01-02,2019-12-31,True,169.4264319095121,186.83629659055123,17.40986468103913
full,2012-05-01,2020,2020-01-02,2020-12-31,True,1.0184459600981022,5.177685467093851,4.159239506995749
full,2012-05-01,2021,2021-01-04,2021-12-31,True,96.89710449553834,51.67656448591862,-45.220540009619725
full,2012-05-01,2022,2022-01-04,2022-12-30,True,30.855018714719495,22.872664912533658,-7.982353802185838
full,2012-05-01,2023,2023-01-03,2023-12-29,True,38.13848718593835,37.40190355822111,-0.7365836277172466
full,2012-05-01,2024,2024-01-02,2024-12-31,True,67.42540165130988,54.99452401304112,-12.430877638268756
full,2012-05-01,2025,2025-01-02,2025-12-31,True,108.39873767685404,101.31483463012354,-7.0839030467305
full,2012-05-01,2026,2026-01-05,2026-08-28,False,67.27893948651567,43.97883001348839,-23.300109473027277
full,2012-11-01,2012,2012-11-01,2012-12-31,False,21.039587703401974,21.039587703401974,0.0
full,2012-11-01,2013,2013-01-04,2013-12-31,True,-9.29025673626347,-9.29025673626347,0.0
full,2012-11-01,2014,2014-01-02,2014-12-31,True,57.239394574801764,57.239394574801764,0.0
full,2012-11-01,2015,2015-01-05,2015-12-31,True,20.844958263146516,54.72502231052141,33.880064047374894
full,2012-11-01,2016,2016-01-04,2016-12-30,True,-12.615320546563813,-17.56353219035136,-4.948211643787548
full,2012-11-01,2017,2017-01-03,2017-12-29,True,115.98634641946424,120.16230392808134,4.175957508617101
full,2012-11-01,2018,2018-01-02,2018-12-28,True,-13.953740714143336,-9.58299454082593,4.370746173317408
full,2012-11-01,2019,2019-01-02,2019-12-31,True,187.04696711139442,189.26505662851633,2.2180895171219017
full,2012-11-01,2020,2020-01-02,2020-12-31,True,12.931117586242657,9.478645973765708,-3.4524716124769483
full,2012-11-01,2021,2021-01-04,2021-12-31,True,65.85477729214107,57.94305247053511,-7.911724821605959
full,2012-11-01,2022,2022-01-04,2022-12-30,True,26.256547489830375,26.319044498271182,0.06249700844080941
full,2012-11-01,2023,2023-01-03,2023-12-29,True,37.68880213693486,37.23777012401488,-0.45103201291998296
full,2012-11-01,2024,2024-01-02,2024-12-31,True,56.52729051391656,53.645254853420845,-2.8820356604957187
full,2012-11-01,2025,2025-01-02,2025-12-31,True,96.87098381483568,99.14831412802718,2.2773303131915057
full,2012-11-01,2026,2026-01-05,2026-08-28,False,41.63191248279381,40.68213257019049,-0.9497799126033213
full,2013-05-01,2013,2013-05-02,2013-12-31,False,-2.137793853609282,-2.137793853609282,0.0
full,2013-05-01,2014,2014-01-02,2014-12-31,True,41.54255801333851,41.54255801333851,0.0
full,2013-05-01,2015,2015-01-05,2015-12-31,True,13.164601219683991,34.1432938347016,20.978692615017614
full,2013-05-01,2016,2016-01-04,2016-12-30,True,2.6935157054102987,-18.35636548954611,-21.04988119495641
full,2013-05-01,2017,2017-01-03,2017-12-29,True,186.50786157983833,135.06203027511935,-51.44583130471898
full,2013-05-01,2018,2018-01-02,2018-12-28,True,-17.485720195025145,-6.620828376633048,10.864891818392097
full,2013-05-01,2019,2019-01-02,2019-12-31,True,208.34860346060287,201.26227407431116,-7.086329386291723
full,2013-05-01,2020,2020-01-02,2020-12-31,True,24.41555420293977,14.13199316928695,-10.283561033652822
full,2013-05-01,2021,2021-01-04,2021-12-31,True,82.0671804823682,55.837385446432464,-26.229795035935744
full,2013-05-01,2022,2022-01-04,2022-12-30,True,17.248504660642382,14.659139235703456,-2.5893654249389275
full,2013-05-01,2023,2023-01-03,2023-12-29,True,37.99694577464139,38.15089330641417,0.1539475317727801
full,2013-05-01,2024,2024-01-02,2024-12-31,True,51.200961331993035,49.18254666542738,-2.018414666565649
full,2013-05-01,2025,2025-01-02,2025-12-31,True,102.69455958613003,109.41809056054362,6.723530974413583
full,2013-05-01,2026,2026-01-05,2026-08-28,False,62.51117001642663,66.55729864053164,4.046128624105005
full,2013-11-01,2013,2013-11-01,2013-12-31,False,14.538323124905173,14.538323124905173,0.0
full,2013-11-01,2014,2014-01-02,2014-12-31,True,31.2904542924761,31.2904542924761,0.0
full,2013-11-01,2015,2015-01-05,2015-12-31,True,8.75491129441064,26.645044835321663,17.890133540911023
full,2013-11-01,2016,2016-01-04,2016-12-30,True,-16.66619954256323,-18.278067207530245,-1.611867664967015
full,2013-11-01,2017,2017-01-03,2017-12-29,True,135.1513959884299,136.26410218533428,1.1127061969043783
full,2013-11-01,2018,2018-01-02,2018-12-28,True,-10.63126024572293,-6.616525844723686,4.0147344009992425
full,2013-11-01,2019,2019-01-02,2019-12-31,True,190.96976642598867,200.8520120411968,9.882245615208118
full,2013-11-01,2020,2020-01-02,2020-12-31,True,27.703427155855763,13.110450736116652,-14.592976419739113
full,2013-11-01,2021,2021-01-04,2021-12-31,True,74.38580259835118,63.62578773341705,-10.76001486493412
full,2013-11-01,2022,2022-01-04,2022-12-30,True,29.86145707407266,9.70662334335688,-20.154833730715783
full,2013-11-01,2023,2023-01-03,2023-12-29,True,38.84305540506987,41.69674631208111,2.8536909070112415
full,2013-11-01,2024,2024-01-02,2024-12-31,True,64.62036333017124,56.93996477182539,-7.680398558345858
full,2013-11-01,2025,2025-01-02,2025-12-31,True,109.81469972921349,110.99157369894085,1.1768739697273656
full,2013-11-01,2026,2026-01-05,2026-08-28,False,60.3131024458651,58.124288786761234,-2.188813659103861
full,2014-05-01,2014,2014-05-05,2014-12-31,False,84.67208006655878,84.67208006655878,0.0
full,2014-05-01,2015,2015-01-05,2015-12-31,True,4.204964718696447,30.02161056374213,25.816645845045684
full,2014-05-01,2016,2016-01-04,2016-12-30,True,-2.252360957315225,-3.0136546788998353,-0.7612937215846105
full,2014-05-01,2017,2017-01-03,2017-12-29,True,207.11728051724583,222.45507006833566,15.33778955108982
full,2014-05-01,2018,2018-01-02,2018-12-28,True,-18.075138319756324,-16.909759450581795,1.165378869174527
full,2014-05-01,2019,2019-01-02,2019-12-31,True,209.6122883413691,212.46976253122338,2.857474189854292
full,2014-05-01,2020,2020-01-02,2020-12-31,True,21.962750600349267,24.894525238531063,2.9317746381817944
full,2014-05-01,2021,2021-01-04,2021-12-31,True,82.77690076436892,84.25768724647169,1.4807864821027694
full,2014-05-01,2022,2022-01-04,2022-12-30,True,19.095972083392066,15.741803343689753,-3.3541687397023123
full,2014-05-01,2023,2023-01-03,2023-12-29,True,38.33821793257921,38.275398986501074,-0.06281894607813587
full,2014-05-01,2024,2024-01-02,2024-12-31,True,50.72113979036135,43.88067070798747,-6.840469082373879
full,2014-05-01,2025,2025-01-02,2025-12-31,True,106.63255911441584,108.76416678190975,2.1316076674938955
full,2014-05-01,2026,2026-01-05,2026-08-28,False,62.3830764301819,60.663977926894844,-1.7190985032870643
full,2014-11-01,2014,2014-11-03,2014-12-31,False,60.14188941544474,60.14188941544474,0.0
full,2014-11-01,2015,2015-01-05,2015-12-31,True,-6.625760676842973,29.95973208364118,36.58549276048415
full,2014-11-01,2016,2016-01-04,2016-12-30,True,-15.670521266332871,-15.522110425648883,0.1484108406839879
full,2014-11-01,2017,2017-01-03,2017-12-29,True,164.41221589291519,164.14118377055772,-0.2710321223574841
full,2014-11-01,2018,2018-01-02,2018-12-28,True,-15.52783352194924,-15.000697277961983,0.5271362439872584
full,2014-11-01,2019,2019-01-02,2019-12-31,True,205.46816434909522,211.32222311283962,5.85405876374443
full,2014-11-01,2020,2020-01-02,2020-12-31,True,16.85826047075192,16.685950237490175,-0.172310233261741
full,2014-11-01,2021,2021-01-04,2021-12-31,True,104.0117667789667,96.58156688572413,-7.430199893242584
full,2014-11-01,2022,2022-01-04,2022-12-30,True,28.171908227765762,25.489252493652458,-2.682655734113304
full,2014-11-01,2023,2023-01-03,2023-12-29,True,36.73629593743437,41.95362871742818,5.217332779993811
full,2014-11-01,2024,2024-01-02,2024-12-31,True,68.04846090746042,53.530130951173916,-14.518329956286502
full,2014-11-01,2025,2025-01-02,2025-12-31,True,115.55447907272627,97.59619528012738,-17.958283792598895
full,2014-11-01,2026,2026-01-05,2026-08-28,False,58.84353962109512,56.191598413049526,-2.651941208045594
full,2015-05-01,2015,2015-05-04,2015-12-31,False,-8.787734742131414,4.071493096112144,12.859227838243559
full,2015-05-01,2016,2016-01-04,2016-12-30,True,-15.66003459853178,-15.462172988376322,0.19786161015545867
full,2015-05-01,2017,2017-01-03,2017-12-29,True,164.40211852071894,164.28620444766975,-0.11591407304920587
full,2015-05-01,2018,2018-01-02,2018-12-28,True,-15.574160253234904,-15.034819922577569,0.5393403306573341
full,2015-05-01,2019,2019-01-02,2019-12-31,True,205.45220000421133,211.3445028203443,5.892302816132977
full,2015-05-01,2020,2020-01-02,2020-12-31,True,20.870580726179668,29.462134716485757,8.591553990306089
full,2015-05-01,2021,2021-01-04,2021-12-31,True,111.29260826021068,100.14751332224425,-11.145094937966427
full,2015-05-01,2022,2022-01-04,2022-12-30,True,22.506573532718654,13.940353792764526,-8.566219739954128
full,2015-05-01,2023,2023-01-03,2023-12-29,True,41.825824007618316,41.74248739709068,-0.08333661052764008
full,2015-05-01,2024,2024-01-02,2024-12-31,True,78.77642963152354,49.695956202019346,-29.080473429504195
full,2015-05-01,2025,2025-01-02,2025-12-31,True,108.48358351890587,96.19960552777928,-12.283977991126594
full,2015-05-01,2026,2026-01-05,2026-08-28,False,52.45701057223753,59.79489131844389,7.33788074620636
full,2015-11-01,2015,2015-11-02,2015-12-31,False,6.055754797836355,6.055754797836355,0.0
full,2015-11-01,2016,2016-01-04,2016-12-30,True,-14.70210123330441,-14.70210123330441,0.0
full,2015-11-01,2017,2017-01-03,2017-12-29,True,164.02474134578836,164.02474134578836,0.0
full,2015-11-01,2018,2018-01-02,2018-12-28,True,-15.625202049466802,-15.106426833967001,0.5187752154998004
full,2015-11-01,2019,2019-01-02,2019-12-31,True,205.3720155606317,211.6339358535533,6.26192029292163
full,2015-11-01,2020,2020-01-02,2020-12-31,True,22.076671838745533,13.771783649801339,-8.304888188944194
full,2015-11-01,2021,2021-01-04,2021-12-31,True,109.90501922488356,89.77519002959721,-20.12982919528634
full,2015-11-01,2022,2022-01-04,2022-12-30,True,17.282897396909934,25.969629996090248,8.686732599180313
full,2015-11-01,2023,2023-01-03,2023-12-29,True,36.78270905316094,41.965091901973864,5.182382848812916
full,2015-11-01,2024,2024-01-02,2024-12-31,True,81.01412951036325,54.49043085489351,-26.52369865546973
full,2015-11-01,2025,2025-01-02,2025-12-31,True,110.90658043098726,99.77862999889578,-11.127950432091493
full,2015-11-01,2026,2026-01-05,2026-08-28,False,58.44965536695206,50.6720393254436,-7.777616041508462
full,2016-05-01,2016,2016-05-03,2016-12-30,False,38.89002360635225,38.89002360635225,0.0
full,2016-05-01,2017,2017-01-03,2017-12-29,True,146.39729257800047,146.39729257800047,0.0
full,2016-05-01,2018,2018-01-02,2018-12-28,True,-10.541494377853732,-6.278819096822863,4.2626752810308695
full,2016-05-01,2019,2019-01-02,2019-12-31,True,199.7456066749885,200.6660835131796,0.9204768381910977
full,2016-05-01,2020,2020-01-02,2020-12-31,True,29.310622386796602,17.94295294224657,-11.367669444550032
full,2016-05-01,2021,2021-01-04,2021-12-31,True,86.14132445112092,58.9243721853796,-27.216952265741323
full,2016-05-01,2022,2022-01-04,2022-12-30,True,22.385840649015808,15.231636092450284,-7.154204556565524
full,2016-05-01,2023,2023-01-03,2023-12-29,True,41.76908672306252,39.10663561299097,-2.662451110071551
full,2016-05-01,2024,2024-01-02,2024-12-31,True,79.23183353917962,54.43505239357555,-24.796781145604065
full,2016-05-01,2025,2025-01-02,2025-12-31,True,109.31063730613721,109.98218338876376,0.6715460826265396
full,2016-05-01,2026,2026-01-05,2026-08-28,False,57.927852736034154,65.54548795022235,7.61763521418819
A,2009-11-01,2009,2009-11-02,2009-12-31,False,1.1084441649999999,1.1998127513333179,0.09136858633331801
A,2009-11-01,2010,2010-01-04,2010-12-31,True,9.872984278360564,20.03892259803748,10.165938319676915
A,2009-11-01,2011,2011-01-04,2011-12-30,True,-20.59163410670488,-9.60673415379949,10.98489995290539
A,2009-11-01,2012,2012-01-04,2012-12-31,True,-16.94820748956456,-16.770862805997012,0.1773446835675485
A,2009-11-01,2013,2013-01-04,2013-12-31,True,-6.4525421350466345,-1.4981505680462526,4.954391567000382
A,2009-11-01,2014,2014-01-02,2014-12-31,True,82.26559203921143,84.32967410743501,2.064082068223594
A,2009-11-01,2015,2015-01-05,2015-12-31,True,43.96147306440798,52.02578622166052,8.064313157252535
A,2009-11-01,2016,2016-01-04,2016-12-30,True,-23.057897781377278,-25.01495009813177,-1.9570523167544929
A,2009-11-01,2017,2017-01-03,2017-12-29,True,147.3699592040194,151.05203401851708,3.682074814497671
A,2009-11-01,2018,2018-01-02,2018-12-28,True,-23.911723725970447,-22.99815150167864,0.9135722242918032
A,2009-11-01,2019,2019-01-02,2019-12-31,True,162.34490641526276,172.04353931994967,9.69863290468691
A,2009-11-01,2020,2020-01-02,2020-12-31,True,33.709182800531764,44.6679458997782,10.958763099246438
A,2009-11-01,2021,2021-01-04,2021-12-31,True,74.42802727093503,95.25351294981614,20.825485678881115
A,2009-11-01,2022,2022-01-04,2022-12-30,True,33.29035459284457,39.75953673072734,6.469182137882767
A,2009-11-01,2023,2023-01-03,2023-12-29,True,43.09979181356114,41.823184604649335,-1.2766072089118063
A,2009-11-01,2024,2024-01-02,2024-12-31,True,84.8661684073167,76.50556127283228,-8.360607134484432
A,2009-11-01,2025,2025-01-02,2025-12-31,True,95.5797868079008,81.92805960382947,-13.651727204071328
A,2009-11-01,2026,2026-01-05,2026-08-28,False,102.44209953190038,107.90784518654775,5.465745654647369
A,2010-05-01,2010,2010-05-04,2010-12-31,False,18.415898371941775,24.029366316308387,5.6134679443666124
A,2010-05-01,2011,2011-01-04,2011-12-30,True,-20.589287766983087,-9.622655433253957,10.966632333729132
A,2010-05-01,2012,2012-01-04,2012-12-31,True,-16.957389237328968,-16.762412484347877,0.19497675298109085
A,2010-05-01,2013,2013-01-04,2013-12-31,True,-6.376911894989723,-3.778836786653317,2.598075108336406
A,2010-05-01,2014,2014-01-02,2014-12-31,True,87.77954566228534,90.37666484222744,2.597119179942098
A,2010-05-01,2015,2015-01-05,2015-12-31,True,30.952731536013346,50.605565331278804,19.652833795265458
A,2010-05-01,2016,2016-01-04,2016-12-30,True,-23.32963039237368,-23.261022660360553,0.0686077320131262
A,2010-05-01,2017,2017-01-03,2017-12-29,True,147.61005846019626,150.98749158887236,3.3774331286760884
A,2010-05-01,2018,2018-01-02,2018-12-28,True,-23.922098085510346,-23.106135917356518,0.8159621681538276
A,2010-05-01,2019,2019-01-02,2019-12-31,True,162.37303782456877,172.46700223577344,10.09396441120467
A,2010-05-01,2020,2020-01-02,2020-12-31,True,30.7564035572629,43.29593739249824,12.53953383523534
A,2010-05-01,2021,2021-01-04,2021-12-31,True,67.14132690178056,90.19084369192984,23.049516790149283
A,2010-05-01,2022,2022-01-04,2022-12-30,True,33.412673549759276,39.76737968737738,6.354706137618105
A,2010-05-01,2023,2023-01-03,2023-12-29,True,43.08772657741393,43.506487698830874,0.418761121416944
A,2010-05-01,2024,2024-01-02,2024-12-31,True,76.73150568870413,83.79437267518493,7.062866986480798
A,2010-05-01,2025,2025-01-02,2025-12-31,True,87.5274322165618,75.45492920435744,-12.072503012204372
A,2010-05-01,2026,2026-01-05,2026-08-28,False,103.76102961164872,109.79314224252654,6.032112630877817
A,2010-11-01,2010,2010-11-01,2010-12-31,False,0.0,0.0,0.0
A,2010-11-01,2011,2011-01-04,2011-12-30,True,-8.593146153333354,-4.846202242999986,3.746943910333367
A,2010-11-01,2012,2012-01-04,2012-12-31,True,-16.765937373970708,-16.74858314811788,0.017354225852828087
A,2010-11-01,2013,2013-01-04,2013-12-31,True,-1.296325860954195,-4.7784698913689745,-3.48214403041478
A,2010-11-01,2014,2014-01-02,2014-12-31,True,79.69940145737533,85.34670914879206,5.647307691416725
A,2010-11-01,2015,2015-01-05,2015-12-31,True,46.02013439386623,53.386730397542806,7.366596003676573
A,2010-11-01,2016,2016-01-04,2016-12-30,True,-23.107850860600145,-27.60634915448813,-4.498498293887987
A,2010-11-01,2017,2017-01-03,2017-12-29,True,147.7074738840813,149.7175008058855,2.0100269218041866
A,2010-11-01,2018,2018-01-02,2018-12-28,True,-23.9226614629775,-22.8961783409126,1.0264831220649029
A,2010-11-01,2019,2019-01-02,2019-12-31,True,162.38985192004466,171.66250408005195,9.272652160007278
A,2010-11-01,2020,2020-01-02,2020-12-31,True,41.73233354261829,43.693608231611435,1.961274688993142
A,2010-11-01,2021,2021-01-04,2021-12-31,True,68.31420428766273,95.93108773699277,27.616883449330043
A,2010-11-01,2022,2022-01-04,2022-12-30,True,37.1736790910355,39.608331610053305,2.434652519017799
A,2010-11-01,2023,2023-01-03,2023-12-29,True,43.29353854117992,42.42640299967031,-0.8671355415096116
A,2010-11-01,2024,2024-01-02,2024-12-31,True,87.67124892760849,77.74995083627816,-9.921298091330332
A,2010-11-01,2025,2025-01-02,2025-12-31,True,98.42900005881843,82.20303996718532,-16.225960091633105
A,2010-11-01,2026,2026-01-05,2026-08-28,False,101.98020968101443,107.14003117904495,5.159821498030537
A,2011-05-01,2011,2011-05-03,2011-12-30,False,-2.3570209000000064,-2.3570209000000064,0.0
A,2011-05-01,2012,2012-01-04,2012-12-31,True,-16.76621510491526,-16.76621510491526,0.0
A,2011-05-01,2013,2013-01-04,2013-12-31,True,-1.0209618432153622,-1.0209618432153622,0.0
A,2011-05-01,2014,2014-01-02,2014-12-31,True,80.73321278584014,80.73321278584014,0.0
A,2011-05-01,2015,2015-01-05,2015-12-31,True,33.52136892450399,53.81803538203202,20.296666457528033
A,2011-05-01,2016,2016-01-04,2016-12-30,True,-29.311224137266358,-26.493773851846214,2.817450285420142
A,2011-05-01,2017,2017-01-03,2017-12-29,True,168.33647888864914,154.83535651240672,-13.501122376242414
A,2011-05-01,2018,2018-01-02,2018-12-28,True,-25.341801452145052,-25.042199850712045,0.2996016014330083
