arm,family,ref,verdict,reasons,U,U_excellent,U_inferior,full_cagr_delta_pp,full_P_delta_pp,full_mdd_delta_pp,full_p25_delta_pp,full_worst5_delta_pp,full_roll5dd_delta_pp,full_exposure_delta_pp,A_cagr_delta_pp,A_P_delta_pp,A_mdd_delta_pp,A_p25_delta_pp,A_worst5_delta_pp,A_roll5dd_delta_pp,A_exposure_delta_pp,U_cagr_delta_pp,U_P_delta_pp,U_mdd_delta_pp,U_p25_delta_pp,U_worst5_delta_pp,U_roll5dd_delta_pp,U_exposure_delta_pp
CM13,margin,BASE,不采纳,主读数 -2.09pp < −1pp；回撤通道未过：主读数 -2.09pp < −1pp；复利读数 -0.88pp < −0.15pp,U1,False,"[{""metric"": ""滚动5年回撤中位"", ""oriented_delta"": -1.2915566966573089, ""beyond_limit"": true}, {""metric"": ""逐年最差"", ""oriented_delta"": -1.1976304903230373, ""beyond_limit"": true}]",-0.8832251861548235,-2.0943161550000005,-7.563126204547077,-2.207450175583814,3.5511403321149104,-2.476189610990087,-4.646743699846157,2.4376328171257677,3.5794777674999994,-6.438914678987196,2.367308807606272,5.2187082237600375,1.2915566966573089,-5.470076836517823,2.4376328171257677,3.5794777674999994,-6.438914678987196,2.367308807606272,5.2187082237600375,1.2915566966573089,-5.470076836517823
BM14,margin_control,BASE,不采纳,主读数 -1.55pp < −1pp,A,False,"[{""metric"": ""滚动5年年化中位"", ""oriented_delta"": -0.9838346717716773, ""beyond_limit"": false}, {""metric"": ""滚动5年年化P25"", ""oriented_delta"": -2.0229989633538503, ""beyond_limit"": true}, {""metric"": ""滚动5年年化最差"", ""oriented_delta"": -0.3771108908441012, ""beyond_limit"": false}, {""metric"": ""滚动5年Calmar中位"", ""oriented_delta"": -0.06473392301296521, ""beyond_limit"": true}, {""metric"": ""滚动5年Sharpe中位"", ""oriented_delta"": -0.010626457088026564, ""beyond_limit"": false}, {""metric"": ""年化"", ""oriented_delta"": -1.5686775975998435, ""beyond_limit"": true}, {""metric"": ""Calmar"", ""oriented_delta"": -0.028266269002811817, ""beyond_limit"": false}, {""metric"": ""Sharpe"", ""oriented_delta"": -0.021460736791083956, ""beyond_limit"": false}, {""metric"": ""互不重叠5年块中位"", ""oriented_delta"": -1.6490607054696238, ""beyond_limit"": true}, {""metric"": ""滚动3年年化中位"", ""oriented_delta"": -2.199143357094091, ""beyond_limit"": true}, {""metric"": ""滚动3年回撤中位"", ""oriented_delta"": -0.2923479306281396, ""beyond_limit"": false}, {""metric"": ""逐年最差"", ""oriented_delta"": -0.30114400433521316, ""beyond_limit"": false}]",-0.10627055651912798,0.703791044999999,0.6436268248500632,-0.13410161919779062,0.7960624734132504,0.18679139062736105,-0.13841860948350382,-1.5686775975998435,-1.5519961350000027,-0.048037237276665756,-2.0229989633538503,-0.3771108908441012,-0.017444216025958026,-0.005504803195344188,-1.5686775975998435,-1.5519961350000027,-0.048037237276665756,-2.0229989633538503,-0.3771108908441012,-0.017444216025958026,-0.005504803195344188
CM14,margin,BASE,不采纳,主读数 -2.34pp < −1pp；回撤通道未过：主读数 -2.34pp < −1pp；复利读数 -0.82pp < −0.15pp,U1,False,"[{""metric"": ""滚动5年回撤中位"", ""oriented_delta"": -1.1439205166530797, ""beyond_limit"": true}, {""metric"": ""逐年最差"", ""oriented_delta"": -1.2634310497578682, ""beyond_limit"": true}]",-0.8244499290821272,-2.3371617299999983,-7.726063669486921,-2.1113528524971503,1.5424851867167744,-2.020016910391065,-4.614234416327145,4.118344752061898,4.169742100000004,-6.92460566810359,2.7971522768862167,5.821844823692746,1.1439205166530797,-5.005866211272803,4.118344752061898,4.169742100000004,-6.92460566810359,2.7971522768862167,5.821844823692746,1.1439205166530797,-5.005866211272803
BM16,margin_control,BASE,不采纳,主读数 -1.04pp < −1pp,A,False,"[{""metric"": ""滚动5年年化中位"", ""oriented_delta"": -1.3591136564822914, ""beyond_limit"": true}, {""metric"": ""滚动5年年化P25"", ""oriented_delta"": -1.1312321369927325, ""beyond_limit"": true}, {""metric"": ""滚动5年回撤中位"", ""oriented_delta"": -0.17375490330083787, ""beyond_limit"": false}, {""metric"": ""滚动5年Calmar中位"", ""oriented_delta"": -0.016334072033954206, ""beyond_limit"": false}, {""metric"": ""滚动5年Sharpe中位"", ""oriented_delta"": -0.012119235666394834, ""beyond_limit"": false}, {""metric"": ""年化"", ""oriented_delta"": -0.9121168202710361, ""beyond_limit"": false}, {""metric"": ""Calmar"", ""oriented_delta"": -0.006110567912248455, ""beyond_limit"": false}, {""metric"": ""Sharpe"", ""oriented_delta"": -0.012178740392647103, ""beyond_limit"": false}, {""metric"": ""互不重叠5年块中位"", ""oriented_delta"": -1.543561856617065, ""beyond_limit"": true}, {""metric"": ""滚动3年年化中位"", ""oriented_delta"": -1.1823835732403642, ""beyond_limit"": true}]",1.1847349144462616,0.9744301899999946,-0.2130475790535047,0.3045440434941038,0.6286772492377302,-0.1622155298059036,0.13026238466847806,-0.9121168202710361,-1.0366445450000068,-0.5158591736471374,-1.1312321369927325,-0.0417966361221378,0.17375490330083787,0.362771704042697,-0.9121168202710361,-1.0366445450000068,-0.5158591736471374,-1.1312321369927325,-0.0417966361221378,0.17375490330083787,0.362771704042697
CM16,margin,BASE,不采纳,主读数 -1.21pp < −1pp；回撤通道未过：主读数 -1.21pp < −1pp,U1,True,"[{""metric"": ""滚动5年回撤中位"", ""oriented_delta"": -0.7466480616783344, ""beyond_limit"": false}]",1.0357167595150818,-1.2063476699999964,-8.579937994940396,-0.245181625770452,1.9978098749759032,-2.6973617251476014,-4.281565725696734,3.378147146592425,4.078023665,-6.5690262179980525,2.941187419535296,4.101184062020035,0.7466480616783344,-5.022763110147377,3.378147146592425,4.078023665,-6.5690262179980525,2.941187419535296,4.101184062020035,0.7466480616783344,-5.022763110147377
BM17,margin_control,BASE,不采纳,复利读数一表 -0.24pp 而另一表不到 +1pp,A,False,"[{""metric"": ""滚动5年年化P25"", ""oriented_delta"": -0.46290835586592083, ""beyond_limit"": false}, {""metric"": ""滚动5年回撤中位"", ""oriented_delta"": -2.388547852374645, ""beyond_limit"": true}, {""metric"": ""滚动5年Calmar中位"", ""oriented_delta"": -0.0579094296939453, ""beyond_limit"": true}, {""metric"": ""年化"", ""oriented_delta"": -0.2418809890122109, ""beyond_limit"": false}, {""metric"": ""Sharpe"", ""oriented_delta"": -0.009942373265874549, ""beyond_limit"": false}, {""metric"": ""滚动3年回撤中位"", ""oriented_delta"": -0.5541592753526725, ""beyond_limit"": false}]",0.4169062947417701,0.8890773799999974,-0.0996483954634364,1.1356494741072698,0.12655064202748978,0.29282029836469325,0.20357408560398582,-0.2418809890122109,1.041527865,-0.022865180473086166,-0.46290835586592083,-0.060194823700426836,2.388547852374645,0.39270738665896365,-0.2418809890122109,1.041527865,-0.022865180473086166,-0.46290835586592083,-0.060194823700426836,2.388547852374645,0.39270738665896365
CM17,margin,BASE,可采纳·回撤通道,ΔMDD -8.8／-6.2pp；回撤段 2011-03~2014-03×2 -11.5、2015-06~2016-06×22 -8.6、2018-07~2019-01×1 +1.4、2020-01~2020-03×3 +0.1,U1,False,"[{""metric"": ""滚动5年回撤中位"", ""oriented_delta"": -1.2378878475859834, ""beyond_limit"": true}, {""metric"": ""互不重叠5年块中位"", ""oriented_delta"": -0.18129327673381823, ""beyond_limit"": false}]",0.43016872686637564,-0.794904804999999,-8.80800057475541,-0.4461336635134594,2.1457651564965152,-2.269547323699755,-4.3353124936456044,0.8311139641684617,0.46160568499999943,-6.1533091688403925,1.2752463001302505,3.0925008825351763,1.2378878475859834,-5.394420087868879,0.8311139641684617,0.46160568499999943,-6.1533091688403925,1.2752463001302505,3.0925008825351763,1.2378878475859834,-5.394420087868879
BM18,margin_control,BASE,不采纳,复利读数 -1.16pp < −1pp,A,False,"[{""metric"": ""滚动5年年化P25"", ""oriented_delta"": -1.572160583033344, ""beyond_limit"": true}, {""metric"": ""滚动5年年化最差"", ""oriented_delta"": -1.2549489282742465, ""beyond_limit"": true}, {""metric"": ""滚动5年回撤中位"", ""oriented_delta"": -5.58613689570554, ""beyond_limit"": true}, {""metric"": ""滚动5年Calmar中位"", ""oriented_delta"": -0.07803856611642351, ""beyond_limit"": true}, {""metric"": ""滚动5年Sharpe中位"", ""oriented_delta"": -0.005921655771419454, ""beyond_limit"": false}, {""metric"": ""年化"", ""oriented_delta"": -1.163576409696676, ""beyond_limit"": true}, {""metric"": ""最大回撤"", ""oriented_delta"": -0.5532574905884935, ""beyond_limit"": false}, {""metric"": ""Calmar"", ""oriented_delta"": -0.04128222721918218, ""beyond_limit"": true}, {""metric"": ""Sharpe"", ""oriented_delta"": -0.027027458656770587, ""beyond_limit"": false}, {""metric"": ""互不重叠5年块中位"", ""oriented_delta"": -1.9649566522585094, ""beyond_limit"": true}, {""metric"": ""滚动3年年化中位"", ""oriented_delta"": -1.0238122435590968, ""beyond_limit"": true}, {""metric"": ""滚动3年回撤中位"", ""oriented_delta"": -3.397531429583628, ""beyond_limit"": true}, {""metric"": ""逐年最差"", ""oriented_delta"": -1.0166687212562142, ""beyond_limit"": true}]",-0.863457145831592,0.7602096800000013,0.7816380510073662,1.8930492018976786,-0.43129423992179783,0.04884868927568231,0.14894655978830995,-1.163576409696676,0.06518179999999846,0.5532574905884935,-1.572160583033344,-1.2549489282742465,5.58613689570554,0.07759746737027173,-1.163576409696676,0.06518179999999846,0.5532574905884935,-1.572160583033344,-1.2549489282742465,5.58613689570554,0.07759746737027173
CM18,margin,BASE,可采纳,,U1,False,"[{""metric"": ""滚动5年回撤中位"", ""oriented_delta"": -1.3558692284514395, ""beyond_limit"": true}, {""metric"": ""互不重叠5年块中位"", ""oriented_delta"": -0.6190139953336615, ""beyond_limit"": false}]",1.9584056063507882,1.0399812100000017,-8.571965440654333,2.74377213202176,5.024334771070915,-2.3296684282998417,-4.569985429245504,0.6116359758382095,1.3556922949999994,-6.218165576580597,1.962782478439229,3.3495004850217835,1.3558692284514395,-5.475105336612818,0.6116359758382095,1.3556922949999994,-6.218165576580597,1.962782478439229,3.3495004850217835,1.3558692284514395,-5.475105336612818
BM19,margin_control,BASE,不采纳,复利读数 -1.12pp < −1pp,A,False,"[{""metric"": ""滚动5年年化P25"", ""oriented_delta"": -2.301083752265476, ""beyond_limit"": true}, {""metric"": ""滚动5年年化最差"", ""oriented_delta"": -0.96483493119357, ""beyond_limit"": false}, {""metric"": ""滚动5年回撤中位"", ""oriented_delta"": -5.798058250400601, ""beyond_limit"": true}, {""metric"": ""滚动5年Calmar中位"", ""oriented_delta"": -0.10783929069616388, ""beyond_limit"": true}, {""metric"": ""滚动5年Sharpe中位"", ""oriented_delta"": -0.018204381763142874, ""beyond_limit"": false}, {""metric"": ""年化"", ""oriented_delta"": -1.1214973149388463, ""beyond_limit"": true}, {""metric"": ""最大回撤"", ""oriented_delta"": -0.5892942081491048, ""beyond_limit"": false}, {""metric"": ""Calmar"", ""oriented_delta"": -0.0406826106474793, ""beyond_limit"": true}, {""metric"": ""Sharpe"", ""oriented_delta"": -0.02859941751435724, ""beyond_limit"": false}, {""metric"": ""互不重叠5年块中位"", ""oriented_delta"": -0.7463759998111219, ""beyond_limit"": false}, {""metric"": ""滚动3年年化中位"", ""oriented_delta"": -0.23433532510106492, ""beyond_limit"": false}, {""metric"": ""滚动3年回撤中位"", ""oriented_delta"": -3.6828934887982614, ""beyond_limit"": true}, {""metric"": ""逐年最差"", ""oriented_delta"": -2.098500273619308, ""beyond_limit"": true}]",-0.45130396861076116,0.5586544619999977,0.02542814350675049,-1.1032135068641202,-0.34769647914893453,-2.40436985217361,0.3603042686736835,-1.1214973149388463,0.18970791999999848,0.5892942081491048,-2.301083752265476,-0.96483493119357,5.798058250400601,0.05115424264926505,-1.1214973149388463,0.18970791999999848,0.5892942081491048,-2.301083752265476,-0.96483493119357,5.798058250400601,0.05115424264926505
CM19,margin,BASE,报用户裁定,主读数两表反向（+1.10／-0.16）；复利读数两表反向（+2.36／-0.98）；回撤通道未过：复利读数 -0.98pp < −0.15pp,U1,False,"[{""metric"": ""滚动5年回撤中位"", ""oriented_delta"": -1.3532326501092984, ""beyond_limit"": true}, {""metric"": ""年化"", ""oriented_delta"": -0.9827515683074606, ""beyond_limit"": false}, {""metric"": ""互不重叠5年块中位"", ""oriented_delta"": -1.6307466242579505, ""beyond_limit"": true}, {""metric"": ""逐年最差"", ""oriented_delta"": -0.8705443943508528, ""beyond_limit"": false}]",2.358906618294576,1.097574509999999,-8.589298066191054,0.9084367452503295,4.167836524444879,-2.627272571531958,-4.505582069247627,-0.9827515683074606,-0.15663294500000147,-6.17532215567228,-0.015037760705594039,3.3233412678975727,1.3532326501092984,-5.673749997504562,-0.9827515683074606,-0.15663294500000147,-6.17532215567228,-0.015037760705594039,3.3233412678975727,1.3532326501092984,-5.673749997504562
BM20,margin_control,BASE,不采纳,主读数 -5.30pp < −1pp,A,False,"[{""metric"": ""滚动5年年化P25"", ""oriented_delta"": -0.9815006938399873, ""beyond_limit"": false}, {""metric"": ""滚动5年年化最差"", ""oriented_delta"": -0.6093718739172194, ""beyond_limit"": false}, {""metric"": ""滚动5年回撤中位"", ""oriented_delta"": -1.1051186554582648, ""beyond_limit"": true}, {""metric"": ""滚动5年Calmar中位"", ""oriented_delta"": -0.05351393377034236, ""beyond_limit"": true}, {""metric"": ""年化"", ""oriented_delta"": -2.4684518156678714, ""beyond_limit"": true}, {""metric"": ""最大回撤"", ""oriented_delta"": -0.46789126234136336, ""beyond_limit"": false}, {""metric"": ""Calmar"", ""oriented_delta"": -0.03927862555750816, ""beyond_limit"": true}, {""metric"": ""Sharpe"", ""oriented_delta"": -0.042892251265374326, ""beyond_limit"": true}, {""metric"": ""互不重叠5年块中位"", ""oriented_delta"": -3.767661590924515, ""beyond_limit"": true}, {""metric"": ""滚动3年回撤中位"", ""oriented_delta"": -0.89062168387265, ""beyond_limit"": false}, {""metric"": ""逐年最差"", ""oriented_delta"": -0.22320574278304472, ""beyond_limit"": false}]",-2.4424460042156704,-5.2975290850000025,-0.004419554594681241,-5.511294114983201,-0.7559938864807214,-4.061235252794365,0.14071355331999325,-2.4684518156678714,-0.23153871000000104,0.46789126234136336,-0.9815006938399873,-0.6093718739172194,1.1051186554582648,0.25552017067155264,-2.4684518156678714,-0.23153871000000104,0.46789126234136336,-0.9815006938399873,-0.6093718739172194,1.1051186554582648,0.25552017067155264
CM20,margin,BASE,不采纳,主读数两表反向（-0.92／+2.01）；复利读数一表 -0.56pp 而另一表不到 +1pp；回撤通道未过：复利读数 -0.56pp < −0.15pp,U1,False,"[{""metric"": ""滚动5年回撤中位"", ""oriented_delta"": -0.7624920738744989, ""beyond_limit"": false}, {""metric"": ""年化"", ""oriented_delta"": -0.5563304655084034, ""beyond_limit"": false}, {""metric"": ""互不重叠5年块中位"", ""oriented_delta"": -2.235782628646732, ""beyond_limit"": true}]",-0.31503612914330903,-0.919678224999998,-8.939970787313356,-1.3923622932706436,1.7107188161352094,-3.580179738722522,-4.5616725990824225,-0.5563304655084034,2.0103354099999957,-6.18210141931288,2.259911451191865,3.91333889710338,0.7624920738744989,-4.81549927031727,-0.5563304655084034,2.0103354099999957,-6.18210141931288,2.259911451191865,3.91333889710338,0.7624920738744989,-4.81549927031727
BS10,slip_control,BASE,不采纳,主读数一表 -0.61pp 而另一表不到 +1pp,A,False,"[{""metric"": ""滚动5年年化中位"", ""oriented_delta"": -0.322020584523941, ""beyond_limit"": false}, {""metric"": ""滚动5年年化P25"", ""oriented_delta"": -0.5080580501201082, ""beyond_limit"": false}, {""metric"": ""滚动5年年化最差"", ""oriented_delta"": -1.0540300097705568, ""beyond_limit"": true}, {""metric"": ""滚动5年Calmar中位"", ""oriented_delta"": -0.036191002039975384, ""beyond_limit"": true}, {""metric"": ""滚动5年Sharpe中位"", ""oriented_delta"": -0.01280120935744733, ""beyond_limit"": false}, {""metric"": ""年化"", ""oriented_delta"": -0.5091420975469885, ""beyond_limit"": false}, {""metric"": ""Calmar"", ""oriented_delta"": -0.011812746524490048, ""beyond_limit"": false}, {""metric"": ""Sharpe"", ""oriented_delta"": -0.01102670652183435, ""beyond_limit"": false}, {""metric"": ""互不重叠5年块中位"", ""oriented_delta"": -0.2544384569028113, ""beyond_limit"": false}, {""metric"": ""滚动3年年化中位"", ""oriented_delta"": -1.5154879365657514, ""beyond_limit"": true}, {""metric"": ""逐年最差"", ""oriented_delta"": -0.849056129634912, ""beyond_limit"": false}]",-0.32628517175998795,0.08687873999999596,0.34335441483885343,-1.089551587891402,-0.7280036481446706,0.4311792575561524,-0.06127035990813878,-0.5091420975469885,-0.6054907064999997,0.04214175252427732,-0.5080580501201082,-1.0540300097705568,0.07988442069890578,0.11728460400091123,-0.5091420975469885,-0.6054907064999997,0.04214175252427732,-0.5080580501201082,-1.0540300097705568,0.07988442069890578,0.11728460400091123
CS10,slip,BS10,不采纳,主读数 -3.12pp < −1pp；回撤通道未过：主读数 -3.12pp < −1pp,U1,False,"[{""metric"": ""滚动5年回撤中位"", ""oriented_delta"": -1.0263519229578189, ""beyond_limit"": true}]",0.2565754828606326,-3.1152003550000003,-8.378691019038392,-0.9856225523201201,5.675170938646168,-3.177441777928908,-4.409986775902208,5.091176433351096,7.901937400000003,-6.9568130504509,5.885450490277854,7.28347018718058,1.0263519229578189,-5.345701205633924,5.091176433351096,7.901937400000003,-6.9568130504509,5.885450490277854,7.28347018718058,1.0263519229578189,-5.345701205633924
BS20,slip_control,BASE,不采纳,主读数 -1.23pp < −1pp,A,False,"[{""metric"": ""滚动5年年化中位"", ""oriented_delta"": -1.7127954894911923, ""beyond_limit"": true}, {""metric"": ""滚动5年年化P25"", ""oriented_delta"": -1.7272819237660997, ""beyond_limit"": true}, {""metric"": ""滚动5年年化最差"", ""oriented_delta"": -1.0685902122614443, ""beyond_limit"": true}, {""metric"": ""滚动5年回撤中位"", ""oriented_delta"": -0.15090760661764513, ""beyond_limit"": false}, {""metric"": ""滚动5年Calmar中位"", ""oriented_delta"": -0.03368446526098756, ""beyond_limit"": true}, {""metric"": ""滚动5年Sharpe中位"", ""oriented_delta"": -0.022009836856187293, ""beyond_limit"": false}, {""metric"": ""年化"", ""oriented_delta"": -1.255790875662588, ""beyond_limit"": true}, {""metric"": ""最大回撤"", ""oriented_delta"": -0.27490161383751377, ""beyond_limit"": false}, {""metric"": ""Calmar"", ""oriented_delta"": -0.02321991884502783, ""beyond_limit"": false}, {""metric"": ""Sharpe"", ""oriented_delta"": -0.0221335689852592, ""beyond_limit"": false}, {""metric"": ""互不重叠5年块中位"", ""oriented_delta"": -1.0992776052252462, ""beyond_limit"": true}, {""metric"": ""滚动3年年化中位"", ""oriented_delta"": -1.3388363456007024, ""beyond_limit"": true}, {""metric"": ""逐年收益中位"", ""oriented_delta"": -0.7609094965210839, ""beyond_limit"": false}, {""metric"": ""逐年最差"", ""oriented_delta"": -0.7678041730543927, ""beyond_limit"": false}]",0.4233204649240596,1.2135531899999996,0.7854559310544296,0.30441086104341375,-1.0604036426612284,-0.2721998284609839,-0.14919899312664242,-1.255790875662588,-1.2329938999999999,0.27490161383751377,-1.7272819237660997,-1.0685902122614443,0.15090760661764513,0.06942557465817734,-1.255790875662588,-1.2329938999999999,0.27490161383751377,-1.7272819237660997,-1.0685902122614443,0.15090760661764513,0.06942557465817734
CS20,slip,BS20,不采纳,主读数 -2.59pp < −1pp；回撤通道未过：主读数 -2.59pp < −1pp；复利读数 -0.53pp < −0.15pp,U1,False,"[{""metric"": ""滚动5年回撤中位"", ""oriented_delta"": -1.1560663196799215, ""beyond_limit"": true}, {""metric"": ""逐年最差"", ""oriented_delta"": -1.1634457317345526, ""beyond_limit"": true}]",-0.5323100823287019,-2.5875999699999985,-8.951201398279585,-0.661426006215915,4.537269157037061,-1.554634328494836,-4.039167246298636,3.41852754016867,4.496151179999999,-6.706711940151427,3.0923612736306727,5.555828203031465,1.1560663196799215,-5.245886956506373,3.41852754016867,4.496151179999999,-6.706711940151427,3.0923612736306727,5.555828203031465,1.1560663196799215,-5.245886956506373
BS30,slip_control,BASE,不采纳,主读数 -2.42pp < −1pp,A,False,"[{""metric"": ""滚动5年年化中位"", ""oriented_delta"": -2.225223495054629, ""beyond_limit"": true}, {""metric"": ""滚动5年年化P25"", ""oriented_delta"": -2.4781129371528654, ""beyond_limit"": true}, {""metric"": ""滚动5年年化最差"", ""oriented_delta"": -2.2248994212209605, ""beyond_limit"": true}, {""metric"": ""滚动5年回撤中位"", ""oriented_delta"": -0.18970607407474138, ""beyond_limit"": false}, {""metric"": ""滚动5年Calmar中位"", ""oriented_delta"": -0.04095492524798694, ""beyond_limit"": true}, {""metric"": ""滚动5年Sharpe中位"", ""oriented_delta"": -0.0302533549401523, ""beyond_limit"": false}, {""metric"": ""年化"", ""oriented_delta"": -2.6679236257358574, ""beyond_limit"": true}, {""metric"": ""最大回撤"", ""oriented_delta"": -1.258958606245364, ""beyond_limit"": true}, {""metric"": ""Calmar"", ""oriented_delta"": -0.058842386642966316, ""beyond_limit"": true}, {""metric"": ""Sharpe"", ""oriented_delta"": -0.042651906116824234, ""beyond_limit"": true}, {""metric"": ""互不重叠5年块中位"", ""oriented_delta"": -1.992335318057753, ""beyond_limit"": true}, {""metric"": ""滚动3年年化中位"", ""oriented_delta"": -1.9012486917304172, ""beyond_limit"": true}, {""metric"": ""滚动3年回撤中位"", ""oriented_delta"": -0.2305758367779409, ""beyond_limit"": false}, {""metric"": ""逐年收益中位"", ""oriented_delta"": -1.4604484905194892, ""beyond_limit"": true}, {""metric"": ""逐年最差"", ""oriented_delta"": -1.503832728062643, ""beyond_limit"": true}]",-0.13702375884115936,0.06747953499999793,1.180046949526553,-1.261739532907602,-1.9809594562666621,0.24863618561972167,-0.0008638310518671588,-2.6679236257358574,-2.4154723650000043,1.258958606245364,-2.4781129371528654,-2.2248994212209605,0.18970607407474138,0.13472486095198466,-2.6679236257358574,-2.4154723650000043,1.258958606245364,-2.4781129371528654,-2.2248994212209605,0.18970607407474138,0.13472486095198466
CS30,slip,BS30,不采纳,主读数 -2.33pp < −1pp；回撤通道未过：主读数 -2.33pp < −1pp；复利读数 -0.50pp < −0.15pp,U1,False,"[{""metric"": ""滚动5年回撤中位"", ""oriented_delta"": -1.4343899010060057, ""beyond_limit"": true}, {""metric"": ""逐年最差"", ""oriented_delta"": -1.2319664959030086, ""beyond_limit"": true}]",-0.4975778309978196,-2.3271108199999975,-8.325404563500733,-1.9396900993289834,4.440557939399042,-1.8144358100825042,-4.2374099796862685,3.9033922257070808,5.541531095000002,-7.1301555609454725,2.998239016218296,4.169434846070619,1.4343899010060057,-5.353255045558325,3.9033922257070808,5.541531095000002,-7.1301555609454725,2.998239016218296,4.169434846070619,1.4343899010060057,-5.353255045558325
