group,arm,ref,metric,level_median,paired_delta_median,positive_starts
full,C030R35,BASE,逐年为正比例,0.8,0.0,2
full,C030R35,BASE,逐年最差,-0.17612195099385636,-0.006464620007552602,6
full,C030R35,BASE,完整自然年数,12.5,0.0,0
full,C030R35,BASE,强平次数,0.0,0.0,0
full,C030R35,BASE,最低担保比例,1.869289473959752,0.0,5
full,C030R35,BASE,最低股票同跌缓冲,0.3045485898838479,0.0,5
full,C030R35,BASE,最低总资产冲击缓冲,0.304548589883848,0.0,5
full,C030R35,BASE,rf覆盖率,1.0,0.0,0
full,C030R35,BASE,年化_交易日口径,0.4520242698204201,0.0004299580384511392,7
full,C030R35,BASE,最低担保比例日,20200323.0,0.0,2
full,C030R35,BASE,最低股票同跌缓冲日,20200323.0,0.0,2
full,C030R35,BASE,滚动5年年化最差窗口末日,20181228.0,0.0,4
full,C030R35,BASE,最大回撤起日,20150518.0,-183.5,5
full,C030R35,BASE,最大回撤止日,20160530.0,0.0,5
full,C030R35,BASE,末次净值日,20260828.0,0.0,0
full,C030R35,BASE,最低现金,0.0,0.0,6
full,C030R35,BASE,负现金日数,0.0,0.0,0
full,C030R35,BASE,最低现金日,20146109.0,0.0,4
full,C030R35,BASE,滚动5年窗口年化,,-0.008533507100000032,5
full,N020R300,BASE,年化,0.5003428678924273,0.04260570020954102,11
full,N020R300,BASE,最大回撤,0.45633633909152477,-0.08684752753108727,0
full,N020R300,BASE,Sharpe,1.086260891515328,0.08502849006092211,11
full,N020R300,BASE,Calmar,1.0758757788606292,0.2598112600332056,13
full,N020R300,BASE,平均仓位,1.5773466947357937,-0.042844708321691405,0
full,N020R300,BASE,年均换手,6.506800153036291,-0.09343063514568595,4
full,N020R300,BASE,持仓数中位,7.0,0.0,0
full,N020R300,BASE,单票权重中位,0.6255288029714379,-0.007685926769499307,2
full,N020R300,BASE,单票权重P90,0.7366269041192772,-0.016999245721390333,6
full,N020R300,BASE,单票权重最大,0.9092256401429641,0.0,4
full,N020R300,BASE,前三权重中位,1.4157072183719877,-0.004064923255240216,6
full,N020R300,BASE,单票超60%天数占比,0.6826562464884758,-0.031733956093578986,1
full,N020R300,BASE,滚动3年年化中位,0.5175128549648952,0.03664027162647254,9
full,N020R300,BASE,滚动3年回撤中位,0.4258359427889909,-0.010396532773669365,3
full,N020R300,BASE,滚动3年Calmar中位,1.2062147427933112,0.0898446139407787,11
full,N020R300,BASE,滚动3年Sharpe中位,1.0695177093714276,0.049860246428023336,9
full,N020R300,BASE,滚动3年为负的窗口占比,0.0,0.0,0
full,N020R300,BASE,滚动5年年化中位,0.5306210865761714,0.020442138927975084,8
full,N020R300,BASE,滚动5年年化P25,0.44187832733023713,0.032312742533397,8
full,N020R300,BASE,滚动5年年化最差,0.2954509174581258,0.052248090417348514,12
full,N020R300,BASE,滚动5年回撤中位,0.4375881355789618,-0.032202819051785514,1
full,N020R300,BASE,滚动5年Calmar中位,1.2289587514567955,0.1718313339612112,12
full,N020R300,BASE,滚动5年Sharpe中位,1.10875434251927,0.075954144515052,10
full,N020R300,BASE,滚动5年为负的窗口占比,0.0,0.0,0
full,N020R300,BASE,滚动5年窗口数,102.0,0.0,0
full,N020R300,BASE,互不重叠5年块中位,0.6559946198437686,0.03523376973269449,8
full,N020R300,BASE,滚动10年年化中位,0.5169163499629497,0.04235405711583362,8
full,N020R300,BASE,滚动10年窗口数,42.0,0.0,0
full,N020R300,BASE,逐年收益中位,0.41752158308342785,0.04864701658481141,11
full,N020R300,BASE,逐年为正比例,0.8,0.0,2
full,N020R300,BASE,逐年最差,-0.15416342655439352,0.011515344912002956,9
full,N020R300,BASE,完整自然年数,12.5,0.0,0
full,N020R300,BASE,强平次数,0.0,0.0,0
full,N020R300,BASE,最低担保比例,1.8693068525726055,0.0,4
full,N020R300,BASE,最低股票同跌缓冲,0.3045550529978756,0.0,4
full,N020R300,BASE,最低总资产冲击缓冲,0.3045550529978756,0.0,4
full,N020R300,BASE,rf覆盖率,1.0,0.0,0
full,N020R300,BASE,年化_交易日口径,0.5020742846436794,0.04275545376624024,11
full,N020R300,BASE,最低担保比例日,20200323.0,0.0,1
full,N020R300,BASE,最低股票同跌缓冲日,20200323.0,0.0,1
full,N020R300,BASE,滚动5年年化最差窗口末日,20190878.5,0.0,6
full,N020R300,BASE,最大回撤起日,20151225.0,299.5,7
full,N020R300,BASE,最大回撤止日,20160530.0,0.0,5
full,N020R300,BASE,末次净值日,20260828.0,0.0,0
full,N020R300,BASE,最低现金,0.0,0.0,5
full,N020R300,BASE,负现金日数,0.0,0.0,0
full,N020R300,BASE,最低现金日,20145812.5,0.0,5
full,N020R300,BASE,滚动5年窗口年化,,0.018737888549999998,7
full,N020R325,BASE,年化,0.5003428678924273,0.053208080573524,11
full,N020R325,BASE,最大回撤,0.45572726269370684,-0.08400696853908446,0
full,N020R325,BASE,Sharpe,1.086260891515328,0.10027608363595208,11
full,N020R325,BASE,Calmar,1.0758757788606292,0.2779677369311674,13
full,N020R325,BASE,平均仓位,1.5773466947357937,-0.042844708321691405,0
full,N020R325,BASE,年均换手,6.484066052931666,-0.16248764820974548,3
full,N020R325,BASE,持仓数中位,7.0,0.0,0
full,N020R325,BASE,单票权重中位,0.6258743754476082,-0.007685926769499307,3
full,N020R325,BASE,单票权重P90,0.7366269041192772,-0.022604455112307964,6
full,N020R325,BASE,单票权重最大,0.9092256401429641,0.0,5
full,N020R325,BASE,前三权重中位,1.4121686996826615,-0.0010498223528332407,7
full,N020R325,BASE,单票超60%天数占比,0.6812358841503919,-0.04025382914421788,1
full,N020R325,BASE,滚动3年年化中位,0.5220717019015226,0.043551056773460495,9
full,N020R325,BASE,滚动3年回撤中位,0.42589490083643333,-0.007216098881973498,4
full,N020R325,BASE,滚动3年Calmar中位,1.2278497827778345,0.0898446139407787,11
full,N020R325,BASE,滚动3年Sharpe中位,1.0756799423481271,0.07410401039681985,9
full,N020R325,BASE,滚动3年为负的窗口占比,0.0,0.0,1
full,N020R325,BASE,滚动5年年化中位,0.5407407871212859,0.03800508140272496,8
full,N020R325,BASE,滚动5年年化P25,0.4506258712416463,0.032312742533397,8
full,N020R325,BASE,滚动5年年化最差,0.2954509174581258,0.04343838396119759,12
full,N020R325,BASE,滚动5年回撤中位,0.4393081218746986,-0.030678042969584707,2
full,N020R325,BASE,滚动5年Calmar中位,1.2436333936851085,0.1718313339612112,12
full,N020R325,BASE,滚动5年Sharpe中位,1.1158393064273515,0.10097371423739004,10
full,N020R325,BASE,滚动5年为负的窗口占比,0.0,0.0,0
full,N020R325,BASE,滚动5年窗口数,102.0,0.0,0
full,N020R325,BASE,互不重叠5年块中位,0.6654873952367553,0.04427108082950865,8
full,N020R325,BASE,滚动10年年化中位,0.52389582815769,0.06448395842394683,8
full,N020R325,BASE,滚动10年窗口数,42.0,0.0,0
full,N020R325,BASE,逐年收益中位,0.4081604512014204,0.04864701658481141,11
full,N020R325,BASE,逐年为正比例,0.8,0.0,2
full,N020R325,BASE,逐年最差,-0.15416342655439352,0.011515344912002956,9
full,N020R325,BASE,完整自然年数,12.5,0.0,0
full,N020R325,BASE,强平次数,0.0,0.0,0
full,N020R325,BASE,最低担保比例,1.8681692163583645,-0.000840088781422943,4
full,N020R325,BASE,最低股票同跌缓冲,0.3041315277103424,-0.00031277353170264255,4
full,N020R325,BASE,最低总资产冲击缓冲,0.30413152771034246,-0.0003127735317026703,4
full,N020R325,BASE,rf覆盖率,1.0,0.0,0
full,N020R325,BASE,年化_交易日口径,0.5020742846436794,0.05343061210078082,11
full,N020R325,BASE,最低担保比例日,20200323.0,0.0,2
full,N020R325,BASE,最低股票同跌缓冲日,20200323.0,0.0,2
full,N020R325,BASE,滚动5年年化最差窗口末日,20190878.5,0.0,6
full,N020R325,BASE,最大回撤起日,20151225.0,-10206.0,6
full,N020R325,BASE,最大回撤止日,20160530.0,-14788.0,4
full,N020R325,BASE,末次净值日,20260828.0,0.0,0
full,N020R325,BASE,最低现金,0.0,0.0,5
full,N020R325,BASE,负现金日数,0.0,0.0,0
full,N020R325,BASE,最低现金日,20145812.5,0.0,4
full,N020R325,BASE,滚动5年窗口年化,,0.018737888549999998,7
full,N020R350,BASE,年化,0.5017252104781162,0.0442350234903196,11
full,N020R350,BASE,最大回撤,0.45697548551342,-0.08620169609173506,0
full,N020R350,BASE,Sharpe,1.0941417487453098,0.0861157701621712,11
full,N020R350,BASE,Calmar,1.0768713014596791,0.2718323625732747,13
full,N020R350,BASE,平均仓位,1.5742694611880559,-0.048279119989998676,0
full,N020R350,BASE,年均换手,6.527773307630396,-0.06331253545767668,6
full,N020R350,BASE,持仓数中位,7.0,0.0,0
full,N020R350,BASE,单票权重中位,0.6276772229869363,-0.0034634006344000934,4
full,N020R350,BASE,单票权重P90,0.7333470607785134,-0.0034382995986829146,7
full,N020R350,BASE,单票权重最大,0.9164822419214449,0.0,5
full,N020R350,BASE,前三权重中位,1.4087798356920767,-0.004684001702347618,6
full,N020R350,BASE,单票超60%天数占比,0.6945772549087955,-0.02849558142279668,4
full,N020R350,BASE,滚动3年年化中位,0.526879321352682,0.02892109913549601,9
full,N020R350,BASE,滚动3年回撤中位,0.42604502250362064,-0.004952092854744794,5
full,N020R350,BASE,滚动3年Calmar中位,1.2338022247614637,0.09473878830127724,10
full,N020R350,BASE,滚动3年Sharpe中位,1.0711172229438444,0.06060675158674039,10
full,N020R350,BASE,滚动3年为负的窗口占比,0.0,0.0,1
full,N020R350,BASE,滚动5年年化中位,0.5381803875491135,0.03409142275464738,9
full,N020R350,BASE,滚动5年年化P25,0.45049596695818284,0.023098240042981333,8
full,N020R350,BASE,滚动5年年化最差,0.2998689617688969,0.050875327722366914,11
full,N020R350,BASE,滚动5年回撤中位,0.444330841542525,-0.029338974682716124,3
full,N020R350,BASE,滚动5年Calmar中位,1.2290495080650614,0.12840214708305941,12
full,N020R350,BASE,滚动5年Sharpe中位,1.109654513834218,0.07933217878578969,9
full,N020R350,BASE,滚动5年为负的窗口占比,0.0,0.0,0
full,N020R350,BASE,滚动5年窗口数,102.0,0.0,0
full,N020R350,BASE,互不重叠5年块中位,0.6580297079144697,0.032690767669550314,8
full,N020R350,BASE,滚动10年年化中位,0.5207356582154017,0.05608001137916396,9
full,N020R350,BASE,滚动10年窗口数,42.0,0.0,0
full,N020R350,BASE,逐年收益中位,0.40805565291762025,0.05457497413020629,9
full,N020R350,BASE,逐年为正比例,0.8,0.0,2
full,N020R350,BASE,逐年最差,-0.1646551476931729,0.002351459714949433,8
full,N020R350,BASE,完整自然年数,12.5,0.0,0
full,N020R350,BASE,强平次数,0.0,0.0,0
full,N020R350,BASE,最低担保比例,1.8641966080691752,-0.0050063978985801505,4
full,N020R350,BASE,最低股票同跌缓冲,0.30264865984750344,-0.0018723427114832047,4
full,N020R350,BASE,最低总资产冲击缓冲,0.3026486598475035,-0.001872342711483288,4
full,N020R350,BASE,rf覆盖率,1.0,0.0,0
full,N020R350,BASE,年化_交易日口径,0.5037438206439111,0.04440381808340366,11
full,N020R350,BASE,最低担保比例日,20200323.0,0.0,4
full,N020R350,BASE,最低股票同跌缓冲日,20200323.0,0.0,4
full,N020R350,BASE,滚动5年年化最差窗口末日,20190878.5,0.0,6
full,N020R350,BASE,最大回撤起日,20175664.0,302.5,7
full,N020R350,BASE,最大回撤止日,20180426.5,0.0,6
full,N020R350,BASE,末次净值日,20260828.0,0.0,0
full,N020R350,BASE,最低现金,0.0,0.0,5
full,N020R350,BASE,负现金日数,0.0,0.0,0
full,N020R350,BASE,最低现金日,20136109.0,0.0,3
full,N020R350,BASE,滚动5年窗口年化,,0.01247206665000003,7
full,N020R375,BASE,年化,0.503546173418897,0.02460688997046001,11
full,N020R375,BASE,最大回撤,0.4700763617576915,-0.08881947719054462,1
full,N020R375,BASE,Sharpe,1.097463087969968,0.05935690246073588,11
full,N020R375,BASE,Calmar,1.0353264530329946,0.23994721951437326,13
full,N020R375,BASE,平均仓位,1.5739658800801823,-0.04952389616954367,0
full,N020R375,BASE,年均换手,6.435380409763688,-0.14770940755134143,4
full,N020R375,BASE,持仓数中位,7.0,0.0,0
full,N020R375,BASE,单票权重中位,0.6252945570080175,-0.006064146241158641,3
full,N020R375,BASE,单票权重P90,0.7465013718769558,-0.013712673649399099,5
full,N020R375,BASE,单票权重最大,0.9094470182212331,-0.004279898335220023,4
full,N020R375,BASE,前三权重中位,1.411443941039653,-0.003980254111036974,5
full,N020R375,BASE,单票超60%天数占比,0.6841495152963977,-0.042976251126699894,3
full,N020R375,BASE,滚动3年年化中位,0.5312120679266319,0.018102800194061075,9
full,N020R375,BASE,滚动3年回撤中位,0.4261360690337384,-0.005681961061940577,5
full,N020R375,BASE,滚动3年Calmar中位,1.2091248651202435,0.08713069959227593,10
full,N020R375,BASE,滚动3年Sharpe中位,1.0831378152749,0.02785742222200066,9
full,N020R375,BASE,滚动3年为负的窗口占比,0.0,0.0,2
full,N020R375,BASE,滚动5年年化中位,0.5361058964287007,0.023274566054794832,8
full,N020R375,BASE,滚动5年年化P25,0.4492787286284138,0.00643073116679338,7
full,N020R375,BASE,滚动5年年化最差,0.2921980581544744,0.06413429332371978,12
full,N020R375,BASE,滚动5年回撤中位,0.4468958443330889,-0.0322464669124119,3
full,N020R375,BASE,滚动5年Calmar中位,1.226717862275804,0.14432792904688146,11
full,N020R375,BASE,滚动5年Sharpe中位,1.092395240861214,0.06506722523898639,9
full,N020R375,BASE,滚动5年为负的窗口占比,0.0,0.0,0
full,N020R375,BASE,滚动5年窗口数,102.0,0.0,0
full,N020R375,BASE,互不重叠5年块中位,0.654475910167333,0.026593290762378763,9
full,N020R375,BASE,滚动10年年化中位,0.5201246654736946,0.03453292175014233,9
full,N020R375,BASE,滚动10年窗口数,42.0,0.0,0
full,N020R375,BASE,逐年收益中位,0.41253224986769943,0.03717474113301933,8
full,N020R375,BASE,逐年为正比例,0.7846153846153847,0.0,1
full,N020R375,BASE,逐年最差,-0.1584573671781096,0.003579386139601737,9
full,N020R375,BASE,完整自然年数,12.5,0.0,0
full,N020R375,BASE,强平次数,0.0,0.0,0
full,N020R375,BASE,最低担保比例,1.8660531654324841,-0.0015107962476071934,4
full,N020R375,BASE,最低股票同跌缓冲,0.3033418959989155,-0.0005606841038194033,4
full,N020R375,BASE,最低总资产冲击缓冲,0.3033418959989155,-0.0005606841038193755,4
full,N020R375,BASE,rf覆盖率,1.0,0.0,0
full,N020R375,BASE,年化_交易日口径,0.5052059232917475,0.024694817697940352,11
full,N020R375,BASE,最低担保比例日,20200323.0,0.0,3
full,N020R375,BASE,最低股票同跌缓冲日,20200323.0,0.0,3
full,N020R375,BASE,滚动5年年化最差窗口末日,20190878.5,0.0,6
full,N020R375,BASE,最大回撤起日,20205512.5,20515.5,8
full,N020R375,BASE,最大回撤止日,20205719.5,20294.0,7
full,N020R375,BASE,末次净值日,20260828.0,0.0,0
full,N020R375,BASE,最低现金,-3.637978807091713e-12,-1.3642420526593924e-12,4
full,N020R375,BASE,负现金日数,0.0,0.0,0
full,N020R375,BASE,最低现金日,20180452.5,10037.5,7
full,N020R375,BASE,滚动5年窗口年化,,0.010605328999999997,7
full,N020R400,BASE,年化,0.503546173418897,0.02460688997046001,11
full,N020R400,BASE,最大回撤,0.4700763617576915,-0.08881947719054462,1
full,N020R400,BASE,Sharpe,1.097463087969968,0.05935690246073588,11
full,N020R400,BASE,Calmar,1.0353264530329946,0.23994721951437326,13
full,N020R400,BASE,平均仓位,1.5739658800801823,-0.04952389616954367,0
full,N020R400,BASE,年均换手,6.435380409763688,-0.14770940755134143,4
full,N020R400,BASE,持仓数中位,7.0,0.0,0
full,N020R400,BASE,单票权重中位,0.6252945570080175,-0.006064146241158641,3
full,N020R400,BASE,单票权重P90,0.7465013718769558,-0.013712673649399099,5
full,N020R400,BASE,单票权重最大,0.9094470182212331,-0.004279898335220023,4
full,N020R400,BASE,前三权重中位,1.411443941039653,-0.003980254111036974,5
full,N020R400,BASE,单票超60%天数占比,0.6841495152963977,-0.042976251126699894,3
full,N020R400,BASE,滚动3年年化中位,0.5312120679266319,0.018102800194061075,9
full,N020R400,BASE,滚动3年回撤中位,0.4261360690337384,-0.005681961061940577,5
full,N020R400,BASE,滚动3年Calmar中位,1.2091248651202435,0.08713069959227593,10
full,N020R400,BASE,滚动3年Sharpe中位,1.0831378152749,0.02785742222200066,9
full,N020R400,BASE,滚动3年为负的窗口占比,0.0,0.0,2
full,N020R400,BASE,滚动5年年化中位,0.5361058964287007,0.023274566054794832,8
full,N020R400,BASE,滚动5年年化P25,0.4492787286284138,0.00643073116679338,7
full,N020R400,BASE,滚动5年年化最差,0.2921980581544744,0.06413429332371978,12
full,N020R400,BASE,滚动5年回撤中位,0.4468958443330889,-0.0322464669124119,3
full,N020R400,BASE,滚动5年Calmar中位,1.226717862275804,0.14432792904688146,11
full,N020R400,BASE,滚动5年Sharpe中位,1.092395240861214,0.06506722523898639,9
full,N020R400,BASE,滚动5年为负的窗口占比,0.0,0.0,0
full,N020R400,BASE,滚动5年窗口数,102.0,0.0,0
full,N020R400,BASE,互不重叠5年块中位,0.654475910167333,0.026593290762378763,9
full,N020R400,BASE,滚动10年年化中位,0.5201246654736946,0.03453292175014233,9
full,N020R400,BASE,滚动10年窗口数,42.0,0.0,0
full,N020R400,BASE,逐年收益中位,0.41253224986769943,0.03717474113301933,8
full,N020R400,BASE,逐年为正比例,0.7846153846153847,0.0,1
full,N020R400,BASE,逐年最差,-0.1584573671781096,0.003579386139601737,9
full,N020R400,BASE,完整自然年数,12.5,0.0,0
full,N020R400,BASE,强平次数,0.0,0.0,0
full,N020R400,BASE,最低担保比例,1.8660531654324841,-0.0015107962476071934,4
full,N020R400,BASE,最低股票同跌缓冲,0.3033418959989155,-0.0005606841038194033,4
full,N020R400,BASE,最低总资产冲击缓冲,0.3033418959989155,-0.0005606841038193755,4
full,N020R400,BASE,rf覆盖率,1.0,0.0,0
full,N020R400,BASE,年化_交易日口径,0.5052059232917475,0.024694817697940352,11
full,N020R400,BASE,最低担保比例日,20200323.0,0.0,3
full,N020R400,BASE,最低股票同跌缓冲日,20200323.0,0.0,3
full,N020R400,BASE,滚动5年年化最差窗口末日,20190878.5,0.0,6
full,N020R400,BASE,最大回撤起日,20205512.5,20515.5,8
full,N020R400,BASE,最大回撤止日,20205719.5,20294.0,7
full,N020R400,BASE,末次净值日,20260828.0,0.0,0
full,N020R400,BASE,最低现金,-3.637978807091713e-12,-1.3642420526593924e-12,4
full,N020R400,BASE,负现金日数,0.0,0.0,0
full,N020R400,BASE,最低现金日,20180452.5,10037.5,7
full,N020R400,BASE,滚动5年窗口年化,,0.010605328999999997,7
full,N025R300,BASE,年化,0.4566693820365252,-0.016190998405803292,6
full,N025R300,BASE,最大回撤,0.4633210781776332,-0.08532860299454725,0
full,N025R300,BASE,Sharpe,1.0176761202929119,0.003648978024119842,7
full,N025R300,BASE,Calmar,0.9715027669769594,0.11591717135670332,12
full,N025R300,BASE,平均仓位,1.5772459517334099,-0.046378991043583784,0
full,N025R300,BASE,年均换手,6.216688100593279,-0.27453517467179367,4
full,N025R300,BASE,持仓数中位,7.0,0.0,1
full,N025R300,BASE,单票权重中位,0.6290360050305892,-0.0015758988513167593,6
full,N025R300,BASE,单票权重P90,0.7297863273041671,-0.013830485931281777,4
full,N025R300,BASE,单票权重最大,0.9270817977098227,0.0,4
full,N025R300,BASE,前三权重中位,1.422900190983181,0.006794539928786314,8
full,N025R300,BASE,单票超60%天数占比,0.7176194579244136,-0.013891428684566443,4
full,N025R300,BASE,滚动3年年化中位,0.4685237897417539,-0.03701573551403614,4
full,N025R300,BASE,滚动3年回撤中位,0.42788703502734704,-0.006750006517507179,4
full,N025R300,BASE,滚动3年Calmar中位,1.1116039137084641,-0.012294376345442393,6
full,N025R300,BASE,滚动3年Sharpe中位,1.0018725223983656,-0.029418988953650804,6
full,N025R300,BASE,滚动3年为负的窗口占比,0.0,0.0,1
full,N025R300,BASE,滚动5年年化中位,0.482788415808314,-0.03847476642651293,4
full,N025R300,BASE,滚动5年年化P25,0.41054685747162667,-0.032047078570181964,6
full,N025R300,BASE,滚动5年年化最差,0.2679588338942177,0.026043593830082867,9
full,N025R300,BASE,滚动5年回撤中位,0.4446816253876267,-0.026123077117811144,2
full,N025R300,BASE,滚动5年Calmar中位,1.1057929468461911,0.0014384068298470831,7
full,N025R300,BASE,滚动5年Sharpe中位,1.0334948186540704,-0.009694102322061138,7
full,N025R300,BASE,滚动5年为负的窗口占比,0.0,0.0,0
full,N025R300,BASE,滚动5年窗口数,102.0,0.0,0
full,N025R300,BASE,互不重叠5年块中位,0.6007190601846715,-0.05334140667720488,4
full,N025R300,BASE,滚动10年年化中位,0.4670851842199978,-0.03135335639485537,5
full,N025R300,BASE,滚动10年窗口数,42.0,0.0,0
full,N025R300,BASE,逐年收益中位,0.4233983444714102,0.052979915916464004,10
full,N025R300,BASE,逐年为正比例,0.8,0.0,2
full,N025R300,BASE,逐年最差,-0.18236113569487705,-0.009586739401428235,5
full,N025R300,BASE,完整自然年数,12.5,0.0,0
full,N025R300,BASE,强平次数,0.0,0.0,0
full,N025R300,BASE,最低担保比例,1.8739836686901388,0.0,5
full,N025R300,BASE,最低股票同跌缓冲,0.3062886838136939,0.0,5
full,N025R300,BASE,最低总资产冲击缓冲,0.3062886838136939,0.0,5
full,N025R300,BASE,rf覆盖率,1.0,0.0,0
full,N025R300,BASE,年化_交易日口径,0.4584676082625634,-0.016256789360594937,6
full,N025R300,BASE,最低担保比例日,20165470.0,0.0,0
full,N025R300,BASE,最低股票同跌缓冲日,20165470.0,0.0,0
full,N025R300,BASE,滚动5年年化最差窗口末日,20181228.0,0.0,4
full,N025R300,BASE,最大回撤起日,20175663.5,299.0,7
full,N025R300,BASE,最大回撤止日,20180468.0,206.0,7
full,N025R300,BASE,末次净值日,20260828.0,0.0,0
full,N025R300,BASE,最低现金,0.0,0.0,5
full,N025R300,BASE,负现金日数,0.0,0.0,0
full,N025R300,BASE,最低现金日,20136109.0,0.0,3
full,N025R300,BASE,滚动5年窗口年化,,-0.042253437350000006,4
full,N025R325,BASE,年化,0.4566693820365252,-0.007207084778467876,7
full,N025R325,BASE,最大回撤,0.45804091922318557,-0.0877171521344206,0
full,N025R325,BASE,Sharpe,1.0173059924973715,0.011245311772121513,7
