observed_on,pe_ttm,index_close,source
2007-08-31,42.64,5296.81,https://legulegu.com/stockdata/hs300-ttm-lyr
2007-09-28,45.73,5580.81,https://legulegu.com/stockdata/hs300-ttm-lyr
2007-10-31,47.84,5688.54,https://legulegu.com/stockdata/hs300-ttm-lyr
2007-11-30,40.32,4737.41,https://legulegu.com/stockdata/hs300-ttm-lyr
2007-12-28,43.17,5338.28,https://legulegu.com/stockdata/hs300-ttm-lyr
2008-01-31,35.92,4620.4,https://legulegu.com/stockdata/hs300-ttm-lyr
2008-02-29,35.24,4674.55,https://legulegu.com/stockdata/hs300-ttm-lyr
2008-03-31,26.89,3790.53,https://legulegu.com/stockdata/hs300-ttm-lyr
2008-04-30,27.41,3959.12,https://legulegu.com/stockdata/hs300-ttm-lyr
2008-05-30,25.3,3611.33,https://legulegu.com/stockdata/hs300-ttm-lyr
2008-06-30,20.19,2791.82,https://legulegu.com/stockdata/hs300-ttm-lyr
2008-07-31,20.38,2805.21,https://legulegu.com/stockdata/hs300-ttm-lyr
2008-08-29,16.98,2391.64,https://legulegu.com/stockdata/hs300-ttm-lyr
2008-09-26,16.15,2243.66,https://legulegu.com/stockdata/hs300-ttm-lyr
2008-10-31,12.07,1663.66,https://legulegu.com/stockdata/hs300-ttm-lyr
2008-11-28,12.96,1829.92,https://legulegu.com/stockdata/hs300-ttm-lyr
2008-12-31,12.42,1817.72,https://legulegu.com/stockdata/hs300-ttm-lyr
2009-01-23,13.65,2032.68,https://legulegu.com/stockdata/hs300-ttm-lyr
2009-02-27,14.26,2140.49,https://legulegu.com/stockdata/hs300-ttm-lyr
2009-03-31,17.09,2507.79,https://legulegu.com/stockdata/hs300-ttm-lyr
2009-04-30,19.13,2622.93,https://legulegu.com/stockdata/hs300-ttm-lyr
2009-05-27,20.33,2759.71,https://legulegu.com/stockdata/hs300-ttm-lyr
2009-06-30,23.42,3166.47,https://legulegu.com/stockdata/hs300-ttm-lyr
2009-07-31,26.96,3734.62,https://legulegu.com/stockdata/hs300-ttm-lyr
2009-08-31,19.88,2830.27,https://legulegu.com/stockdata/hs300-ttm-lyr
2009-09-30,20.96,3004.81,https://legulegu.com/stockdata/hs300-ttm-lyr
2009-10-30,22.01,3280.37,https://legulegu.com/stockdata/hs300-ttm-lyr
2009-11-30,23.21,3511.67,https://legulegu.com/stockdata/hs300-ttm-lyr
2009-12-31,23.99,3575.68,https://legulegu.com/stockdata/hs300-ttm-lyr
2010-01-29,21.6,3204.16,https://legulegu.com/stockdata/hs300-ttm-lyr
2010-02-26,21.76,3281.67,https://legulegu.com/stockdata/hs300-ttm-lyr
2010-03-31,21.38,3345.61,https://legulegu.com/stockdata/hs300-ttm-lyr
2010-04-30,17.14,3067.37,https://legulegu.com/stockdata/hs300-ttm-lyr
2010-05-31,15.56,2773.26,https://legulegu.com/stockdata/hs300-ttm-lyr
2010-06-30,14.51,2563.07,https://legulegu.com/stockdata/hs300-ttm-lyr
2010-07-30,15.89,2868.85,https://legulegu.com/stockdata/hs300-ttm-lyr
2010-08-31,14.7,2903.19,https://legulegu.com/stockdata/hs300-ttm-lyr
2010-09-30,14.7,2935.57,https://legulegu.com/stockdata/hs300-ttm-lyr
2010-10-29,16.02,3379.98,https://legulegu.com/stockdata/hs300-ttm-lyr
2010-11-30,14.82,3136.99,https://legulegu.com/stockdata/hs300-ttm-lyr
2010-12-31,14.99,3128.26,https://legulegu.com/stockdata/hs300-ttm-lyr
2011-01-31,15.03,3076.51,https://legulegu.com/stockdata/hs300-ttm-lyr
2011-02-28,15.45,3239.56,https://legulegu.com/stockdata/hs300-ttm-lyr
2011-03-31,15.02,3223.29,https://legulegu.com/stockdata/hs300-ttm-lyr
2011-04-29,14.16,3192.72,https://legulegu.com/stockdata/hs300-ttm-lyr
2011-05-31,13.35,3001.56,https://legulegu.com/stockdata/hs300-ttm-lyr
2011-06-30,13.43,3044.09,https://legulegu.com/stockdata/hs300-ttm-lyr
2011-07-29,13.18,2972.08,https://legulegu.com/stockdata/hs300-ttm-lyr
2011-08-31,11.99,2846.78,https://legulegu.com/stockdata/hs300-ttm-lyr
2011-09-30,11.13,2581.35,https://legulegu.com/stockdata/hs300-ttm-lyr
2011-10-31,11.22,2695.31,https://legulegu.com/stockdata/hs300-ttm-lyr
2011-11-30,10.64,2521.52,https://legulegu.com/stockdata/hs300-ttm-lyr
2011-12-30,10.26,2345.74,https://legulegu.com/stockdata/hs300-ttm-lyr
2012-01-31,10.82,2464.26,https://legulegu.com/stockdata/hs300-ttm-lyr
2012-02-29,11.35,2634.14,https://legulegu.com/stockdata/hs300-ttm-lyr
2012-03-30,10.73,2454.9,https://legulegu.com/stockdata/hs300-ttm-lyr
2012-04-27,11.23,2626.16,https://legulegu.com/stockdata/hs300-ttm-lyr
2012-05-31,10.84,2632.04,https://legulegu.com/stockdata/hs300-ttm-lyr
2012-06-29,10.2,2461.61,https://legulegu.com/stockdata/hs300-ttm-lyr
2012-07-31,9.91,2332.92,https://legulegu.com/stockdata/hs300-ttm-lyr
2012-08-31,9.47,2204.87,https://legulegu.com/stockdata/hs300-ttm-lyr
2012-09-28,9.68,2293.11,https://legulegu.com/stockdata/hs300-ttm-lyr
2012-10-31,9.46,2254.82,https://legulegu.com/stockdata/hs300-ttm-lyr
2012-11-30,9.17,2139.66,https://legulegu.com/stockdata/hs300-ttm-lyr
2012-12-31,10.49,2522.95,https://legulegu.com/stockdata/hs300-ttm-lyr
2013-01-31,11.1,2686.88,https://legulegu.com/stockdata/hs300-ttm-lyr
2013-02-28,10.91,2673.33,https://legulegu.com/stockdata/hs300-ttm-lyr
2013-03-29,10.1,2495.08,https://legulegu.com/stockdata/hs300-ttm-lyr
2013-04-26,9.75,2447.31,https://legulegu.com/stockdata/hs300-ttm-lyr
2013-05-31,10.05,2606.43,https://legulegu.com/stockdata/hs300-ttm-lyr
2013-06-28,8.68,2200.64,https://legulegu.com/stockdata/hs300-ttm-lyr
2013-07-31,8.76,2193.02,https://legulegu.com/stockdata/hs300-ttm-lyr
2013-08-30,8.76,2313.91,https://legulegu.com/stockdata/hs300-ttm-lyr
2013-09-30,9.02,2409.04,https://legulegu.com/stockdata/hs300-ttm-lyr
2013-10-31,8.64,2373.72,https://legulegu.com/stockdata/hs300-ttm-lyr
2013-11-29,8.89,2438.94,https://legulegu.com/stockdata/hs300-ttm-lyr
2013-12-31,8.62,2330.03,https://legulegu.com/stockdata/hs300-ttm-lyr
2014-01-30,8.2,2202.45,https://legulegu.com/stockdata/hs300-ttm-lyr
2014-02-28,8.19,2178.97,https://legulegu.com/stockdata/hs300-ttm-lyr
2014-03-31,8.11,2146.31,https://legulegu.com/stockdata/hs300-ttm-lyr
2014-04-30,7.96,2158.66,https://legulegu.com/stockdata/hs300-ttm-lyr
2014-05-30,8.02,2156.46,https://legulegu.com/stockdata/hs300-ttm-lyr
2014-06-30,8.15,2165.12,https://legulegu.com/stockdata/hs300-ttm-lyr
2014-07-31,8.72,2350.25,https://legulegu.com/stockdata/hs300-ttm-lyr
2014-08-29,8.45,2338.29,https://legulegu.com/stockdata/hs300-ttm-lyr
2014-09-30,8.74,2450.99,https://legulegu.com/stockdata/hs300-ttm-lyr
2014-10-31,8.79,2508.33,https://legulegu.com/stockdata/hs300-ttm-lyr
2014-11-28,9.83,2808.82,https://legulegu.com/stockdata/hs300-ttm-lyr
2014-12-31,12.74,3533.71,https://legulegu.com/stockdata/hs300-ttm-lyr
2015-01-30,12.46,3434.39,https://legulegu.com/stockdata/hs300-ttm-lyr
2015-02-27,12.81,3572.84,https://legulegu.com/stockdata/hs300-ttm-lyr
2015-03-31,14.46,4051.2,https://legulegu.com/stockdata/hs300-ttm-lyr
2015-04-30,16.58,4749.89,https://legulegu.com/stockdata/hs300-ttm-lyr
2015-05-29,16.34,4840.83,https://legulegu.com/stockdata/hs300-ttm-lyr
2015-06-30,16.11,4473.0,https://legulegu.com/stockdata/hs300-ttm-lyr
2015-07-31,13.82,3816.7,https://legulegu.com/stockdata/hs300-ttm-lyr
2015-08-31,11.69,3366.54,https://legulegu.com/stockdata/hs300-ttm-lyr
2015-09-30,11.22,3202.95,https://legulegu.com/stockdata/hs300-ttm-lyr
2015-10-30,12.44,3534.08,https://legulegu.com/stockdata/hs300-ttm-lyr
2015-11-30,12.41,3566.41,https://legulegu.com/stockdata/hs300-ttm-lyr
2015-12-31,13.01,3731.0,https://legulegu.com/stockdata/hs300-ttm-lyr
2016-01-29,10.47,2946.09,https://legulegu.com/stockdata/hs300-ttm-lyr
2016-02-29,10.26,2877.47,https://legulegu.com/stockdata/hs300-ttm-lyr
2016-03-31,11.44,3218.09,https://legulegu.com/stockdata/hs300-ttm-lyr
2016-04-29,11.32,3156.75,https://legulegu.com/stockdata/hs300-ttm-lyr
2016-05-31,11.36,3169.56,https://legulegu.com/stockdata/hs300-ttm-lyr
2016-06-30,11.37,3153.92,https://legulegu.com/stockdata/hs300-ttm-lyr
2016-07-29,11.7,3203.93,https://legulegu.com/stockdata/hs300-ttm-lyr
2016-08-31,12.36,3327.79,https://legulegu.com/stockdata/hs300-ttm-lyr
2016-09-30,12.05,3253.28,https://legulegu.com/stockdata/hs300-ttm-lyr
2016-10-31,12.08,3336.28,https://legulegu.com/stockdata/hs300-ttm-lyr
2016-11-30,12.75,3538.0,https://legulegu.com/stockdata/hs300-ttm-lyr
2016-12-30,12.31,3310.08,https://legulegu.com/stockdata/hs300-ttm-lyr
2017-01-26,12.78,3387.96,https://legulegu.com/stockdata/hs300-ttm-lyr
2017-02-28,12.97,3452.81,https://legulegu.com/stockdata/hs300-ttm-lyr
2017-03-31,12.85,3456.05,https://legulegu.com/stockdata/hs300-ttm-lyr
2017-04-28,12.69,3439.75,https://legulegu.com/stockdata/hs300-ttm-lyr
2017-05-31,12.85,3492.88,https://legulegu.com/stockdata/hs300-ttm-lyr
2017-06-30,13.39,3666.8,https://legulegu.com/stockdata/hs300-ttm-lyr
2017-07-31,13.78,3737.87,https://legulegu.com/stockdata/hs300-ttm-lyr
2017-08-31,13.88,3822.09,https://legulegu.com/stockdata/hs300-ttm-lyr
2017-09-29,13.83,3836.5,https://legulegu.com/stockdata/hs300-ttm-lyr
2017-10-31,13.84,4006.72,https://legulegu.com/stockdata/hs300-ttm-lyr
2017-11-30,13.81,4006.1,https://legulegu.com/stockdata/hs300-ttm-lyr
2017-12-29,14.05,4030.85,https://legulegu.com/stockdata/hs300-ttm-lyr
2018-01-31,15.19,4275.9,https://legulegu.com/stockdata/hs300-ttm-lyr
2018-02-28,14.12,4023.64,https://legulegu.com/stockdata/hs300-ttm-lyr
2018-03-30,13.37,3898.5,https://legulegu.com/stockdata/hs300-ttm-lyr
2018-04-27,12.74,3756.88,https://legulegu.com/stockdata/hs300-ttm-lyr
2018-05-31,12.55,3802.38,https://legulegu.com/stockdata/hs300-ttm-lyr
2018-06-29,11.81,3510.98,https://legulegu.com/stockdata/hs300-ttm-lyr
2018-07-31,11.93,3517.66,https://legulegu.com/stockdata/hs300-ttm-lyr
2018-08-31,11.09,3334.5,https://legulegu.com/stockdata/hs300-ttm-lyr
2018-09-28,11.58,3438.86,https://legulegu.com/stockdata/hs300-ttm-lyr
2018-10-31,10.6,3153.82,https://legulegu.com/stockdata/hs300-ttm-lyr
2018-11-30,10.44,3172.69,https://legulegu.com/stockdata/hs300-ttm-lyr
2018-12-28,10.09,3010.65,https://legulegu.com/stockdata/hs300-ttm-lyr
2019-01-31,10.74,3201.63,https://legulegu.com/stockdata/hs300-ttm-lyr
2019-02-28,12.06,3669.37,https://legulegu.com/stockdata/hs300-ttm-lyr
2019-03-29,12.5,3872.34,https://legulegu.com/stockdata/hs300-ttm-lyr
2019-04-30,12.27,3913.21,https://legulegu.com/stockdata/hs300-ttm-lyr
2019-05-31,11.48,3629.79,https://legulegu.com/stockdata/hs300-ttm-lyr
2019-06-28,12.22,3825.59,https://legulegu.com/stockdata/hs300-ttm-lyr
2019-07-31,12.14,3835.36,https://legulegu.com/stockdata/hs300-ttm-lyr
2019-08-30,11.7,3799.59,https://legulegu.com/stockdata/hs300-ttm-lyr
2019-09-30,11.72,3814.53,https://legulegu.com/stockdata/hs300-ttm-lyr
2019-10-31,11.67,3886.75,https://legulegu.com/stockdata/hs300-ttm-lyr
2019-11-29,11.46,3828.67,https://legulegu.com/stockdata/hs300-ttm-lyr
2019-12-31,12.3,4096.58,https://legulegu.com/stockdata/hs300-ttm-lyr
2020-01-23,11.96,4003.9,https://legulegu.com/stockdata/hs300-ttm-lyr
2020-02-28,11.57,3940.05,https://legulegu.com/stockdata/hs300-ttm-lyr
2020-03-31,10.85,3686.16,https://legulegu.com/stockdata/hs300-ttm-lyr
2020-04-30,11.77,3912.58,https://legulegu.com/stockdata/hs300-ttm-lyr
2020-05-29,11.6,3867.02,https://legulegu.com/stockdata/hs300-ttm-lyr
2020-06-30,12.38,4163.96,https://legulegu.com/stockdata/hs300-ttm-lyr
2020-07-31,13.67,4695.05,https://legulegu.com/stockdata/hs300-ttm-lyr
2020-08-31,14.45,4816.22,https://legulegu.com/stockdata/hs300-ttm-lyr
2020-09-30,13.87,4587.4,https://legulegu.com/stockdata/hs300-ttm-lyr
2020-10-30,13.92,4695.33,https://legulegu.com/stockdata/hs300-ttm-lyr
2020-11-30,14.71,4960.25,https://legulegu.com/stockdata/hs300-ttm-lyr
2020-12-31,15.66,5211.29,https://legulegu.com/stockdata/hs300-ttm-lyr
2021-01-29,15.95,5351.96,https://legulegu.com/stockdata/hs300-ttm-lyr
2021-02-26,15.87,5336.76,https://legulegu.com/stockdata/hs300-ttm-lyr
2021-03-31,14.61,5048.36,https://legulegu.com/stockdata/hs300-ttm-lyr
2021-04-30,13.52,5123.49,https://legulegu.com/stockdata/hs300-ttm-lyr
2021-05-31,14.09,5331.57,https://legulegu.com/stockdata/hs300-ttm-lyr
2021-06-30,14.32,5224.04,https://legulegu.com/stockdata/hs300-ttm-lyr
2021-07-30,13.12,4811.17,https://legulegu.com/stockdata/hs300-ttm-lyr
2021-08-31,12.41,4805.61,https://legulegu.com/stockdata/hs300-ttm-lyr
2021-09-30,12.61,4866.38,https://legulegu.com/stockdata/hs300-ttm-lyr
2021-10-29,12.67,4908.77,https://legulegu.com/stockdata/hs300-ttm-lyr
2021-11-30,12.25,4832.03,https://legulegu.com/stockdata/hs300-ttm-lyr
2021-12-31,13.37,4940.37,https://legulegu.com/stockdata/hs300-ttm-lyr
2022-01-28,12.44,4563.77,https://legulegu.com/stockdata/hs300-ttm-lyr
2022-02-28,12.57,4581.65,https://legulegu.com/stockdata/hs300-ttm-lyr
2022-03-31,11.72,4222.6,https://legulegu.com/stockdata/hs300-ttm-lyr
2022-04-29,11.21,4016.24,https://legulegu.com/stockdata/hs300-ttm-lyr
2022-05-31,11.32,4091.52,https://legulegu.com/stockdata/hs300-ttm-lyr
2022-06-30,12.31,4485.01,https://legulegu.com/stockdata/hs300-ttm-lyr
2022-07-29,11.44,4170.1,https://legulegu.com/stockdata/hs300-ttm-lyr
2022-08-31,11.02,4078.84,https://legulegu.com/stockdata/hs300-ttm-lyr
2022-09-30,10.47,3804.89,https://legulegu.com/stockdata/hs300-ttm-lyr
2022-10-31,9.61,3508.7,https://legulegu.com/stockdata/hs300-ttm-lyr
2022-11-30,10.57,3853.04,https://legulegu.com/stockdata/hs300-ttm-lyr
2022-12-30,10.59,3871.63,https://legulegu.com/stockdata/hs300-ttm-lyr
2023-01-31,11.26,4156.86,https://legulegu.com/stockdata/hs300-ttm-lyr
2023-02-28,11.17,4069.46,https://legulegu.com/stockdata/hs300-ttm-lyr
2023-03-31,11.27,4050.93,https://legulegu.com/stockdata/hs300-ttm-lyr
2023-04-28,11.47,4029.09,https://legulegu.com/stockdata/hs300-ttm-lyr
2023-05-31,10.93,3798.54,https://legulegu.com/stockdata/hs300-ttm-lyr
2023-06-30,10.97,3842.45,https://legulegu.com/stockdata/hs300-ttm-lyr
2023-07-31,11.36,4014.63,https://legulegu.com/stockdata/hs300-ttm-lyr
2023-08-31,10.99,3765.27,https://legulegu.com/stockdata/hs300-ttm-lyr
2023-09-28,10.87,3689.52,https://legulegu.com/stockdata/hs300-ttm-lyr
2023-10-31,10.64,3572.51,https://legulegu.com/stockdata/hs300-ttm-lyr
2023-11-30,10.48,3496.2,https://legulegu.com/stockdata/hs300-ttm-lyr
2023-12-29,10.38,3431.11,https://legulegu.com/stockdata/hs300-ttm-lyr
2024-01-31,10.16,3215.35,https://legulegu.com/stockdata/hs300-ttm-lyr
2024-02-29,10.91,3516.08,https://legulegu.com/stockdata/hs300-ttm-lyr
2024-03-29,11.21,3537.48,https://legulegu.com/stockdata/hs300-ttm-lyr
2024-04-30,11.63,3604.39,https://legulegu.com/stockdata/hs300-ttm-lyr
2024-05-31,11.57,3579.92,https://legulegu.com/stockdata/hs300-ttm-lyr
2024-06-28,11.48,3461.66,https://legulegu.com/stockdata/hs300-ttm-lyr
2024-07-31,11.32,3442.08,https://legulegu.com/stockdata/hs300-ttm-lyr
2024-08-30,10.86,3321.43,https://legulegu.com/stockdata/hs300-ttm-lyr
2024-09-30,12.65,4017.85,https://legulegu.com/stockdata/hs300-ttm-lyr
2024-10-31,11.65,3891.04,https://legulegu.com/stockdata/hs300-ttm-lyr
2024-11-29,11.75,3916.58,https://legulegu.com/stockdata/hs300-ttm-lyr
2024-12-31,12.19,3934.91,https://legulegu.com/stockdata/hs300-ttm-lyr
2025-01-27,11.74,3817.08,https://legulegu.com/stockdata/hs300-ttm-lyr
2025-02-28,11.82,3890.05,https://legulegu.com/stockdata/hs300-ttm-lyr
2025-03-31,11.78,3887.31,https://legulegu.com/stockdata/hs300-ttm-lyr
2025-04-30,11.49,3770.57,https://legulegu.com/stockdata/hs300-ttm-lyr
2025-05-30,11.73,3840.23,https://legulegu.com/stockdata/hs300-ttm-lyr
2025-06-30,12.34,3936.08,https://legulegu.com/stockdata/hs300-ttm-lyr
2025-07-31,12.44,4075.59,https://legulegu.com/stockdata/hs300-ttm-lyr
2025-08-29,13.23,4496.76,https://legulegu.com/stockdata/hs300-ttm-lyr
2025-09-30,13.32,4640.69,https://legulegu.com/stockdata/hs300-ttm-lyr
2025-10-31,13.19,4640.67,https://legulegu.com/stockdata/hs300-ttm-lyr
2025-11-28,13.04,4526.66,https://legulegu.com/stockdata/hs300-ttm-lyr
2025-12-31,13.34,4629.94,https://legulegu.com/stockdata/hs300-ttm-lyr
2026-01-30,13.37,4706.34,https://legulegu.com/stockdata/hs300-ttm-lyr
2026-02-27,13.33,4710.65,https://legulegu.com/stockdata/hs300-ttm-lyr
2026-03-31,13.3,4450.05,https://legulegu.com/stockdata/hs300-ttm-lyr
2026-04-30,13.85,4807.31,https://legulegu.com/stockdata/hs300-ttm-lyr
2026-05-29,13.8,4892.12,https://legulegu.com/stockdata/hs300-ttm-lyr
2026-06-30,13.77,4979.43,https://legulegu.com/stockdata/hs300-ttm-lyr
2026-07-31,13.68,4588.2,https://legulegu.com/stockdata/hs300-ttm-lyr
2026-08-31,13.04,4625.09,https://legulegu.com/stockdata/hs300-ttm-lyr
2026-09-10,12.88,4548.39,https://legulegu.com/stockdata/hs300-ttm-lyr
