group,bucket,code,n,median
pv_daily,"[0.6,0.8)",600970,184,-0.05279005788102159
pv_daily,"[0.6,0.8)",601009,375,0.2631931963713581
pv_daily,"[0.6,0.8)",601077,244,0.22343865521898276
pv_daily,"[0.6,0.8)",601088,964,0.2584079993321099
pv_daily,"[0.6,0.8)",601166,525,0.17054777045062108
pv_daily,"[0.6,0.8)",601169,930,0.16943972107151262
pv_daily,"[0.6,0.8)",601187,261,0.3793807808205891
pv_daily,"[0.6,0.8)",601225,739,0.4546198721640953
pv_daily,"[0.6,0.8)",601229,705,0.27297549526907194
pv_daily,"[0.6,0.8)",601288,427,0.36128431372548997
pv_daily,"[0.6,0.8)",601328,1066,0.14780525346590534
pv_daily,"[0.6,0.8)",601398,533,0.2753157263172725
pv_daily,"[0.6,0.8)",601577,14,0.3975710427450161
pv_daily,"[0.6,0.8)",601658,156,0.015624682346452423
pv_daily,"[0.6,0.8)",601818,650,0.13082040118278404
pv_daily,"[0.6,0.8)",601825,112,0.3467646266221478
pv_daily,"[0.6,0.8)",601838,413,0.2921150539310555
pv_daily,"[0.6,0.8)",601857,4,0.6601970060345224
pv_daily,"[0.6,0.8)",601899,1,1.2315439400819388
pv_daily,"[0.6,0.8)",601916,301,0.11022570366436502
pv_daily,"[0.6,0.8)",601939,429,0.2848717186305323
pv_daily,"[0.6,0.8)",601963,87,0.47586201189121824
pv_daily,"[0.6,0.8)",601988,447,0.31546128290314157
pv_daily,"[0.6,0.8)",601997,151,0.061708763989969384
pv_daily,"[0.6,0.8)",601998,257,0.3189732142857131
pv_daily,"[0.6,0.8)",603067,20,1.0128923092765465
pv_daily,"[0.6,0.8)",603508,12,0.9963117244377978
pv_daily,"[0.6,0.8)",603993,188,1.5616957749191396
pv_daily,"[0.6,0.8)",688516,127,0.022347348302198533
pv_daily,"[0.8,1.0454]",000001,1,-0.09592583828559165
pv_daily,"[0.8,1.0454]",000022,223,0.39608269858541845
pv_daily,"[0.8,1.0454]",000063,45,0.04190037613425335
pv_daily,"[0.8,1.0454]",000333,363,0.3432878268637547
pv_daily,"[0.8,1.0454]",000338,931,0.0285129585592665
pv_daily,"[0.8,1.0454]",000423,256,0.13674687326598955
pv_daily,"[0.8,1.0454]",000425,73,0.0975368572455948
pv_daily,"[0.8,1.0454]",000568,450,0.06922972448837339
pv_daily,"[0.8,1.0454]",000596,116,0.1606079528930438
pv_daily,"[0.8,1.0454]",000651,858,0.15988309632576025
pv_daily,"[0.8,1.0454]",000661,174,-0.2956729504654111
pv_daily,"[0.8,1.0454]",000708,195,-0.12370397621336748
pv_daily,"[0.8,1.0454]",000733,73,-0.012132225039521494
pv_daily,"[0.8,1.0454]",000786,492,0.043721731496085936
pv_daily,"[0.8,1.0454]",000792,369,-0.33287203299104917
pv_daily,"[0.8,1.0454]",000858,296,0.32317984229326213
pv_daily,"[0.8,1.0454]",000869,116,0.4073047359568954
pv_daily,"[0.8,1.0454]",000893,32,1.2029938057244844
pv_daily,"[0.8,1.0454]",000933,260,-0.38171946472738894
pv_daily,"[0.8,1.0454]",000951,262,0.2294413228219362
pv_daily,"[0.8,1.0454]",000999,114,0.667812828690988
pv_daily,"[0.8,1.0454]",001872,175,0.555075424395012
pv_daily,"[0.8,1.0454]",002001,368,-0.07412183513961318
pv_daily,"[0.8,1.0454]",002024,217,0.7671601615074006
pv_daily,"[0.8,1.0454]",002049,42,0.6454279804367118
pv_daily,"[0.8,1.0454]",002050,33,1.1099989744641592
pv_daily,"[0.8,1.0454]",002128,557,-0.12256887568095232
pv_daily,"[0.8,1.0454]",002142,18,0.3832249346185692
pv_daily,"[0.8,1.0454]",002152,243,0.4824361551634284
pv_daily,"[0.8,1.0454]",002158,275,0.3638260564615128
pv_daily,"[0.8,1.0454]",002236,254,0.352613243194951
pv_daily,"[0.8,1.0454]",002262,7,1.3093285205410679
pv_daily,"[0.8,1.0454]",002270,18,0.62783358135367
pv_daily,"[0.8,1.0454]",002304,100,-0.07302038346748291
pv_daily,"[0.8,1.0454]",002460,31,-0.48470335593377
pv_daily,"[0.8,1.0454]",002466,50,0.9097754791552074
pv_daily,"[0.8,1.0454]",002508,16,0.08927167634700572
pv_daily,"[0.8,1.0454]",002532,180,0.14587729638813285
pv_daily,"[0.8,1.0454]",002648,214,0.1573920638874854
pv_daily,"[0.8,1.0454]",002677,1,0.09200222361869992
pv_daily,"[0.8,1.0454]",002714,144,0.13056962292986818
pv_daily,"[0.8,1.0454]",002807,308,0.18382307455886804
pv_daily,"[0.8,1.0454]",002812,88,-0.40079219289141305
pv_daily,"[0.8,1.0454]",002833,549,0.10709902291761675
pv_daily,"[0.8,1.0454]",002839,406,0.12174572761317004
pv_daily,"[0.8,1.0454]",002841,219,0.1586552000519923
pv_daily,"[0.8,1.0454]",002948,523,0.3023030303030294
pv_daily,"[0.8,1.0454]",002958,7,0.36684368146243407
pv_daily,"[0.8,1.0454]",002966,39,-0.09114174351809134
pv_daily,"[0.8,1.0454]",300059,208,0.634367464985715
pv_daily,"[0.8,1.0454]",300274,56,0.639457561580189
pv_daily,"[0.8,1.0454]",300316,122,0.49156108608546445
pv_daily,"[0.8,1.0454]",300360,74,-0.20239025726514293
pv_daily,"[0.8,1.0454]",300435,159,0.8045655476283373
pv_daily,"[0.8,1.0454]",300782,11,0.5781525220814574
pv_daily,"[0.8,1.0454]",600000,996,0.011776128231526628
pv_daily,"[0.8,1.0454]",600009,148,1.116672349826752
pv_daily,"[0.8,1.0454]",600015,275,-0.008042815092318967
pv_daily,"[0.8,1.0454]",600016,619,-0.04026966799243836
pv_daily,"[0.8,1.0454]",600031,450,-0.0017347616590298598
pv_daily,"[0.8,1.0454]",600036,500,0.10531088852671855
pv_daily,"[0.8,1.0454]",600066,1017,0.10615235416011015
pv_daily,"[0.8,1.0454]",600176,308,0.7428819576263826
pv_daily,"[0.8,1.0454]",600188,181,-0.1998306076430374
pv_daily,"[0.8,1.0454]",600271,28,0.5887866307907939
pv_daily,"[0.8,1.0454]",600309,1035,0.11408493692227362
pv_daily,"[0.8,1.0454]",600415,39,0.79686641734354
pv_daily,"[0.8,1.0454]",600426,387,-0.11811512956501935
pv_daily,"[0.8,1.0454]",600486,148,-0.1093326948288526
pv_daily,"[0.8,1.0454]",600519,429,0.47874022957293727
pv_daily,"[0.8,1.0454]",600566,349,-0.10930807607177118
pv_daily,"[0.8,1.0454]",600585,703,0.05845105893075697
pv_daily,"[0.8,1.0454]",600660,556,0.3660351115633078
pv_daily,"[0.8,1.0454]",600690,522,0.5136168900561204
pv_daily,"[0.8,1.0454]",600750,244,0.2361343452654403
pv_daily,"[0.8,1.0454]",600809,17,0.9896743447180314
pv_daily,"[0.8,1.0454]",600887,98,0.2637664666245435
pv_daily,"[0.8,1.0454]",600897,1016,0.07931082597426897
pv_daily,"[0.8,1.0454]",600908,50,0.025802411363933575
pv_daily,"[0.8,1.0454]",600919,573,0.1376927980451894
pv_daily,"[0.8,1.0454]",600926,87,0.04894395630205195
pv_daily,"[0.8,1.0454]",600928,400,0.05334916441691373
pv_daily,"[0.8,1.0454]",600938,35,-0.1500708384352537
pv_daily,"[0.8,1.0454]",600970,10,-0.2830289343679468
pv_daily,"[0.8,1.0454]",600989,51,0.14865794137027266
pv_daily,"[0.8,1.0454]",601009,454,0.1672292221810815
pv_daily,"[0.8,1.0454]",601077,334,-0.02238821138211511
pv_daily,"[0.8,1.0454]",601088,517,0.15849306285716525
pv_daily,"[0.8,1.0454]",601128,2,0.19378940431131741
pv_daily,"[0.8,1.0454]",601138,3,2.833397727501802
pv_daily,"[0.8,1.0454]",601166,303,-0.06633534499630789
pv_daily,"[0.8,1.0454]",601169,384,-0.01462002026274939
pv_daily,"[0.8,1.0454]",601187,298,0.0992870788495579
pv_daily,"[0.8,1.0454]",601225,720,0.3314114491696679
pv_daily,"[0.8,1.0454]",601229,337,-0.10994761996495661
pv_daily,"[0.8,1.0454]",601288,1609,0.12717272356063658
pv_daily,"[0.8,1.0454]",601318,32,0.03398982876782064
pv_daily,"[0.8,1.0454]",601328,696,0.12237782452362567
pv_daily,"[0.8,1.0454]",601398,1471,0.10260858086858926
pv_daily,"[0.8,1.0454]",601515,36,0.3180420738110261
pv_daily,"[0.8,1.0454]",601528,41,0.021227579397728125
pv_daily,"[0.8,1.0454]",601577,581,0.20265175794184986
pv_daily,"[0.8,1.0454]",601658,622,0.11047770058270112
pv_daily,"[0.8,1.0454]",601665,344,0.2829192670448045
pv_daily,"[0.8,1.0454]",601818,902,0.02150545122583447
pv_daily,"[0.8,1.0454]",601825,431,0.26075619295958563
pv_daily,"[0.8,1.0454]",601838,215,0.2558090176398151
pv_daily,"[0.8,1.0454]",601857,754,0.08610568863455892
pv_daily,"[0.8,1.0454]",601899,221,0.8637516432529799
pv_daily,"[0.8,1.0454]",601916,211,-0.1108185274984429
pv_daily,"[0.8,1.0454]",601939,1491,0.1456724220839356
pv_daily,"[0.8,1.0454]",601963,690,0.14332405326151965
pv_daily,"[0.8,1.0454]",601988,1632,0.11951776021262506
pv_daily,"[0.8,1.0454]",601997,655,0.04358119438909447
pv_daily,"[0.8,1.0454]",601998,864,0.17507906994018851
pv_daily,"[0.8,1.0454]",603067,176,0.36295232063039473
pv_daily,"[0.8,1.0454]",603156,477,0.24315446879629898
pv_daily,"[0.8,1.0454]",603259,146,0.9352908482062141
pv_daily,"[0.8,1.0454]",603279,88,0.07169391964411631
pv_daily,"[0.8,1.0454]",603323,10,0.3526485333440015
pv_daily,"[0.8,1.0454]",603369,66,-0.24484207263806895
pv_daily,"[0.8,1.0454]",603508,128,0.4967419946353586
pv_daily,"[0.8,1.0454]",603556,1,0.11955579282274775
pv_daily,"[0.8,1.0454]",603606,2,0.5787935132600344
pv_daily,"[0.8,1.0454]",603993,428,0.30318690080407895
pv_daily,"[0.8,1.0454]",605305,28,0.5941189564189975
pv_daily,"[0.8,1.0454]",688301,25,0.7904333181024068
pv_daily,"[0.8,1.0454]",688516,43,-0.35850318988790975
pv_daily,all_cheap,000001,331,0.05904540256716362
pv_daily,all_cheap,000022,258,0.37090859703924994
pv_daily,all_cheap,000063,189,0.25060556017698277
pv_daily,all_cheap,000333,516,0.39189709554068064
pv_daily,all_cheap,000338,3179,0.1660862984390834
pv_daily,all_cheap,000423,284,0.1592578840065053
pv_daily,all_cheap,000425,73,0.0975368572455948
pv_daily,all_cheap,000568,763,0.16606099935107266
pv_daily,all_cheap,000596,116,0.1606079528930438
pv_daily,all_cheap,000651,2418,0.23289556177305282
pv_daily,all_cheap,000661,459,-0.12019795336353067
pv_daily,all_cheap,000708,195,-0.12370397621336748
pv_daily,all_cheap,000733,238,0.14474962971049243
pv_daily,all_cheap,000786,527,0.0591428209468563
pv_daily,all_cheap,000792,1599,-0.009523809523810156
pv_daily,all_cheap,000858,512,0.39229141535700085
pv_daily,all_cheap,000869,116,0.4073047359568954
pv_daily,all_cheap,000893,32,1.2029938057244844
pv_daily,all_cheap,000933,1389,0.026388759416633878
pv_daily,all_cheap,000951,265,0.23224699404177374
pv_daily,all_cheap,000999,114,0.667812828690988
pv_daily,all_cheap,001872,175,0.555075424395012
pv_daily,all_cheap,002001,600,0.010868731725028669
pv_daily,all_cheap,002024,435,0.45487382732152737
pv_daily,all_cheap,002049,42,0.6454279804367118
pv_daily,all_cheap,002050,33,1.1099989744641592
pv_daily,all_cheap,002128,2953,0.14442961100020946
pv_daily,all_cheap,002142,18,0.3832249346185692
pv_daily,all_cheap,002152,243,0.4824361551634284
pv_daily,all_cheap,002158,287,0.3668572418572422
pv_daily,all_cheap,002236,575,0.30846692085052796
pv_daily,all_cheap,002262,7,1.3093285205410679
pv_daily,all_cheap,002270,18,0.62783358135367
pv_daily,all_cheap,002304,574,0.37313197951165655
pv_daily,all_cheap,002460,185,-0.13295096137185192
pv_daily,all_cheap,002466,1079,0.36866943869531266
pv_daily,all_cheap,002508,16,0.08927167634700572
pv_daily,all_cheap,002532,557,0.4886074183625375
pv_daily,all_cheap,002648,447,0.22452556242629318
pv_daily,all_cheap,002677,1,0.09200222361869992
pv_daily,all_cheap,002714,144,0.13056962292986818
pv_daily,all_cheap,002807,320,0.18382307455886804
pv_daily,all_cheap,002812,151,-0.3620635799777533
pv_daily,all_cheap,002833,621,0.1348540299850678
pv_daily,all_cheap,002839,460,0.1268597563604148
pv_daily,all_cheap,002841,220,0.15689873959128242
pv_daily,all_cheap,002948,523,0.3023030303030294
pv_daily,all_cheap,002958,7,0.36684368146243407
pv_daily,all_cheap,002966,60,-0.03537784217211615
pv_daily,all_cheap,300059,307,0.7238503048722431
pv_daily,all_cheap,300274,71,1.0647060401437654
pv_daily,all_cheap,300316,328,0.3108266639217492
pv_daily,all_cheap,300360,74,-0.20239025726514293
pv_daily,all_cheap,300435,262,0.7406251385769685
pv_daily,all_cheap,300782,11,0.5781525220814574
pv_daily,all_cheap,600000,1020,0.013687683657264582
pv_daily,all_cheap,600009,148,1.116672349826752
pv_daily,all_cheap,600015,468,0.15450304714703433
pv_daily,all_cheap,600016,892,-0.06190268431745638
pv_daily,all_cheap,600031,1032,0.05191913854760766
pv_daily,all_cheap,600036,720,0.16383968994258946
pv_daily,all_cheap,600066,1618,0.24411512243223787
pv_daily,all_cheap,600176,859,0.040111947573317375
pv_daily,all_cheap,600188,896,-0.03574222175446251
pv_daily,all_cheap,600271,28,0.5887866307907939
pv_daily,all_cheap,600309,2212,0.2258255477495209
pv_daily,all_cheap,600415,58,0.754078051765977
pv_daily,all_cheap,600426,578,0.032019807978403314
pv_daily,all_cheap,600486,156,-0.10429071441476795
pv_daily,all_cheap,600519,474,0.5003695865535784
pv_daily,all_cheap,600566,404,-0.09038330284391527
pv_daily,all_cheap,600585,2395,0.1068777412280717
pv_daily,all_cheap,600660,1217,0.2869874580390066
pv_daily,all_cheap,600690,523,0.5141618231024108
pv_daily,all_cheap,600750,244,0.2361343452654403
pv_daily,all_cheap,600809,17,0.9896743447180314
pv_daily,all_cheap,600887,98,0.2637664666245435
pv_daily,all_cheap,600897,1446,0.0870131345480899
pv_daily,all_cheap,600908,50,0.025802411363933575
pv_daily,all_cheap,600919,1014,0.19077288251191615
pv_daily,all_cheap,600926,87,0.04894395630205195
pv_daily,all_cheap,600928,400,0.05334916441691373
pv_daily,all_cheap,600938,721,0.3517567834567583
pv_daily,all_cheap,600970,316,-0.022467692920283555
pv_daily,all_cheap,600989,51,0.14865794137027266
pv_daily,all_cheap,601009,829,0.20456881878698607
pv_daily,all_cheap,601077,578,0.0005568466267729111
pv_daily,all_cheap,601088,2289,0.22058971557466678
pv_daily,all_cheap,601128,2,0.19378940431131741
pv_daily,all_cheap,601138,3,2.833397727501802
pv_daily,all_cheap,601166,854,0.08926962986231513
pv_daily,all_cheap,601169,1314,0.06329001435950621
pv_daily,all_cheap,601187,559,0.2001870293149688
pv_daily,all_cheap,601225,1547,0.39647160373051493
pv_daily,all_cheap,601229,1042,0.12193160267624747
pv_daily,all_cheap,601288,2036,0.2305760873631153
pv_daily,all_cheap,601318,32,0.03398982876782064
pv_daily,all_cheap,601328,1762,0.1383388569822438
pv_daily,all_cheap,601398,2004,0.16899203220445136
pv_daily,all_cheap,601515,36,0.3180420738110261
pv_daily,all_cheap,601528,41,0.021227579397728125
pv_daily,all_cheap,601577,595,0.20358842102294616
pv_daily,all_cheap,601658,778,0.10155456264072282
pv_daily,all_cheap,601665,344,0.2829192670448045
pv_daily,all_cheap,601818,1552,0.08353143928896878
pv_daily,all_cheap,601825,785,0.19915110110258505
pv_daily,all_cheap,601838,628,0.28272402572918187
pv_daily,all_cheap,601857,758,0.08632830084044207
pv_daily,all_cheap,601899,222,0.8639193329811808
pv_daily,all_cheap,601916,512,0.035769094710907945
pv_daily,all_cheap,601939,1920,0.1897985284490492
pv_daily,all_cheap,601963,777,0.17702434677467593
pv_daily,all_cheap,601988,2079,0.1634608052463009
pv_daily,all_cheap,601997,806,0.04726833145329712
pv_daily,all_cheap,601998,1121,0.19759397018109048
pv_daily,all_cheap,603067,196,0.4322957953172193
pv_daily,all_cheap,603156,477,0.24315446879629898
pv_daily,all_cheap,603259,146,0.9352908482062141
pv_daily,all_cheap,603279,88,0.07169391964411631
pv_daily,all_cheap,603323,10,0.3526485333440015
pv_daily,all_cheap,603369,66,-0.24484207263806895
pv_daily,all_cheap,603508,140,0.5140074149422725
pv_daily,all_cheap,603556,1,0.11955579282274775
pv_daily,all_cheap,603606,2,0.5787935132600344
pv_daily,all_cheap,603993,618,0.4858164504797351
pv_daily,all_cheap,605305,28,0.5941189564189975
pv_daily,all_cheap,688301,25,0.7904333181024068
pv_daily,all_cheap,688516,298,0.2722713871215645
pv_monthly,"(0,0.6)",000333,5,0.9372024560855374
pv_monthly,"(0,0.6)",000338,44,0.38614657232268035
pv_monthly,"(0,0.6)",000651,10,0.4211552429722021
pv_monthly,"(0,0.6)",000661,2,0.30771379011984606
pv_monthly,"(0,0.6)",000792,36,0.04790219903958359
pv_monthly,"(0,0.6)",000933,52,0.17115426309682202
pv_monthly,"(0,0.6)",002024,1,0.28399999999999737
pv_monthly,"(0,0.6)",002128,63,0.3596382891651666
pv_monthly,"(0,0.6)",002236,1,0.43138464745892047
pv_monthly,"(0,0.6)",002304,15,0.6255469355938426
pv_monthly,"(0,0.6)",002460,1,0.06479701622865264
pv_monthly,"(0,0.6)",002466,47,0.20222107438016668
pv_monthly,"(0,0.6)",002532,3,0.8299997526128202
pv_monthly,"(0,0.6)",002812,1,-0.31531998184268684
pv_monthly,"(0,0.6)",300316,1,0.581991254793452
pv_monthly,"(0,0.6)",600031,20,0.3402430020182041
pv_monthly,"(0,0.6)",600066,4,0.4936769353655771
pv_monthly,"(0,0.6)",600176,11,0.0030077033698818756
pv_monthly,"(0,0.6)",600188,13,0.5517020287828545
pv_monthly,"(0,0.6)",600309,13,0.4707107979460503
pv_monthly,"(0,0.6)",600426,1,1.0310199972374132
pv_monthly,"(0,0.6)",600585,29,-0.033991166084397006
pv_monthly,"(0,0.6)",600660,2,0.25942236809058106
pv_monthly,"(0,0.6)",600938,17,0.4403424544932444
pv_monthly,"(0,0.6)",600970,7,0.03449053507838018
pv_monthly,"(0,0.6)",601088,42,0.26562719227419784
pv_monthly,"(0,0.6)",601225,4,0.5547127588011072
pv_monthly,"(0,0.6)",601825,11,0.13648165393928524
pv_monthly,"(0,0.6)",688516,6,0.8051445905154573
pv_monthly,"[0.6,0.8)",000001,16,0.04819022721772548
pv_monthly,"[0.6,0.8)",000022,2,0.27586961388939746
pv_monthly,"[0.6,0.8)",000063,8,0.2871585857690596
pv_monthly,"[0.6,0.8)",000333,4,0.35888857885086367
pv_monthly,"[0.6,0.8)",000338,70,0.19393913268582685
pv_monthly,"[0.6,0.8)",000423,1,0.39917957196304954
pv_monthly,"[0.6,0.8)",000568,16,0.2887238168759966
pv_monthly,"[0.6,0.8)",000651,68,0.25917732577044417
pv_monthly,"[0.6,0.8)",000661,13,-0.035443681780071956
pv_monthly,"[0.6,0.8)",000733,9,0.20647567384302667
pv_monthly,"[0.6,0.8)",000786,3,0.2885662020258848
pv_monthly,"[0.6,0.8)",000792,30,0.09519722037362266
pv_monthly,"[0.6,0.8)",000858,10,0.43586089881789614
pv_monthly,"[0.6,0.8)",000933,4,-0.21111232176383155
pv_monthly,"[0.6,0.8)",002001,12,0.1305920358830749
pv_monthly,"[0.6,0.8)",002024,11,0.2604895104895084
pv_monthly,"[0.6,0.8)",002128,57,0.02287613668491728
pv_monthly,"[0.6,0.8)",002236,15,0.23769503258224578
pv_monthly,"[0.6,0.8)",002304,9,0.11570081634150364
pv_monthly,"[0.6,0.8)",002460,7,-0.13486290939185497
pv_monthly,"[0.6,0.8)",002466,5,0.8266041816870942
pv_monthly,"[0.6,0.8)",002532,16,0.7151675841692171
pv_monthly,"[0.6,0.8)",002648,11,0.3081734430163596
pv_monthly,"[0.6,0.8)",002807,1,0.10008277522763231
pv_monthly,"[0.6,0.8)",002812,3,-0.22633941303344574
pv_monthly,"[0.6,0.8)",002833,5,0.3439428159405089
pv_monthly,"[0.6,0.8)",002839,2,0.16100972976570482
pv_monthly,"[0.6,0.8)",002966,1,0.12753604420270936
pv_monthly,"[0.6,0.8)",300059,5,1.2452257504697135
pv_monthly,"[0.6,0.8)",300274,2,1.5306006391142144
pv_monthly,"[0.6,0.8)",300316,9,0.038296207471242294
pv_monthly,"[0.6,0.8)",300435,4,0.4756279133955815
pv_monthly,"[0.6,0.8)",600000,1,0.0666488847397726
pv_monthly,"[0.6,0.8)",600015,11,0.20121838537078052
pv_monthly,"[0.6,0.8)",600016,14,-0.19527846089129924
pv_monthly,"[0.6,0.8)",600031,9,-0.04119028311371409
pv_monthly,"[0.6,0.8)",600036,12,0.35621190560940386
pv_monthly,"[0.6,0.8)",600066,29,0.48049404350651814
pv_monthly,"[0.6,0.8)",600176,14,-0.019451509666731537
pv_monthly,"[0.6,0.8)",600188,24,-0.23853811701868477
pv_monthly,"[0.6,0.8)",600309,46,0.22028601228795597
pv_monthly,"[0.6,0.8)",600415,1,0.546082829898128
pv_monthly,"[0.6,0.8)",600426,9,0.21293106732224687
pv_monthly,"[0.6,0.8)",600486,1,0.07799374694810624
pv_monthly,"[0.6,0.8)",600519,3,0.6733313450684173
pv_monthly,"[0.6,0.8)",600566,4,-0.030596021532444673
pv_monthly,"[0.6,0.8)",600585,58,0.2411951932277988
pv_monthly,"[0.6,0.8)",600660,30,0.14165874674401546
pv_monthly,"[0.6,0.8)",600897,24,0.08802318439675805
pv_monthly,"[0.6,0.8)",600919,23,0.3223658985828639
pv_monthly,"[0.6,0.8)",600938,18,0.1378535101714573
pv_monthly,"[0.6,0.8)",600970,9,-0.09046749901724793
pv_monthly,"[0.6,0.8)",601009,19,0.25766471484264675
pv_monthly,"[0.6,0.8)",601077,13,0.22629753521126572
pv_monthly,"[0.6,0.8)",601088,47,0.27887454697518943
pv_monthly,"[0.6,0.8)",601166,27,0.17397438855451308
pv_monthly,"[0.6,0.8)",601169,47,0.1695560253699775
pv_monthly,"[0.6,0.8)",601187,13,0.3709451260882646
pv_monthly,"[0.6,0.8)",601225,43,0.45975074381541026
pv_monthly,"[0.6,0.8)",601229,37,0.24405423123850545
