group,code,signal_date,pv,bucket,execution_date,end_date,break_date,return_250d,cash_return_250d,complete,price_end
trend_ma60_episode,002236,2022-06-24,1.0302,"[0.8,1.0454]",2022-06-27,2023-07-06,2022-07-06,0.3249087594019071,0.3235365117682558,True,2026-08-07
trend_ma60_episode,002236,2023-02-03,0.7701,"[0.6,0.8)",2023-02-06,2024-02-08,2023-05-24,0.3891621702781616,0.39498748068006195,True,2026-08-07
trend_ma60_episode,002236,2024-10-08,0.7821,"[0.6,0.8)",2024-10-09,2025-10-20,2024-12-17,0.1532454521286699,0.1479402985074625,True,2026-08-07
trend_ma60_episode,002236,2024-12-18,0.6793,"[0.6,0.8)",2024-12-19,2025-12-30,2024-12-23,0.17134286194440795,0.1654577883472057,True,2026-08-07
trend_ma60_episode,002236,2025-02-20,0.7046,"[0.6,0.8)",2025-02-21,2026-03-05,2025-04-03,0.06555300162987909,0.06175141242937854,True,2026-08-07
trend_ma60_episode,002236,2025-06-30,1.0263,"[0.8,1.0454]",2025-07-01,2026-07-13,2025-11-17,0.0932238097711815,0.09570435881238137,True,2026-08-07
trend_stop_episode,002236,2022-06-20,1.0188,"[0.8,1.0454]",2022-06-21,2023-06-30,2022-06-22,0.233959804910864,0.2340123456790124,True,2026-08-07
trend_stop_episode,002236,2022-06-24,1.0302,"[0.8,1.0454]",2022-06-27,2023-07-06,2022-07-07,0.3249087594019071,0.3235365117682558,True,2026-08-07
trend_stop_episode,002236,2023-02-03,0.7701,"[0.6,0.8)",2023-02-06,2024-02-08,,0.3891621702781616,0.39498748068006195,True,2026-08-07
trend_ma60_nonoverlap,002236,2022-06-20,1.0188,"[0.8,1.0454]",2022-06-21,2023-06-30,2022-06-22,0.233959804910864,0.2340123456790124,True,2026-08-07
trend_ma60_nonoverlap,002236,2024-10-08,0.7821,"[0.6,0.8)",2024-10-09,2025-10-20,2024-12-17,0.1532454521286699,0.1479402985074625,True,2026-08-07
trend_ma60_episode,002304,2014-02-13,0.5232,"(0,0.6)",2014-02-14,2015-02-17,2014-05-22,0.6834243324401261,0.6599890024038462,True,2026-08-07
trend_ma60_episode,002304,2014-05-29,0.5162,"(0,0.6)",2014-05-30,2015-06-08,2014-06-06,0.8811199297735777,0.8462879790310918,True,2026-08-07
trend_ma60_episode,002304,2014-06-16,0.5065,"(0,0.6)",2014-06-17,2015-06-24,2014-06-18,0.957419903170196,0.9192876920263351,True,2026-08-07
trend_ma60_episode,002304,2014-07-24,0.5366,"(0,0.6)",2014-07-25,2015-08-03,2014-10-14,0.6407841779134813,0.6431770468859341,True,2026-08-07
trend_ma60_episode,002304,2014-10-17,0.6295,"[0.6,0.8)",2014-10-20,2015-10-28,2014-10-23,0.3635729342815426,0.36788069073783336,True,2026-08-07
trend_ma60_episode,002304,2014-12-05,0.6295,"[0.6,0.8)",2014-12-08,2015-12-16,2015-03-05,0.34885982121506864,0.35136243773806,True,2026-08-07
trend_ma60_episode,002304,2015-03-17,0.7325,"[0.6,0.8)",2015-03-18,2016-03-24,2015-03-20,0.1744750604370493,0.17624905849861894,True,2026-08-07
trend_ma60_episode,002304,2015-04-07,0.7836,"[0.6,0.8)",2015-04-08,2016-04-14,2015-06-26,0.048423178229408226,0.04993855435146899,True,2026-08-07
trend_stop_episode,002304,2014-02-13,0.5232,"(0,0.6)",2014-02-14,2015-02-17,,0.6834243324401261,0.6599890024038462,True,2026-08-07
trend_ma60_nonoverlap,002304,2014-02-13,0.5232,"(0,0.6)",2014-02-14,2015-02-17,2014-05-22,0.6834243324401261,0.6599890024038462,True,2026-08-07
trend_ma60_nonoverlap,002304,2015-03-17,0.7325,"[0.6,0.8)",2015-03-18,2016-03-24,2015-03-20,0.1744750604370493,0.17624905849861894,True,2026-08-07
trend_ma60_episode,002460,2024-04-08,0.6577,"[0.6,0.8)",2024-04-09,2025-04-21,2024-04-16,-0.23240212948291428,-0.23546441495778048,True,2026-08-07
trend_stop_episode,002460,2024-04-08,0.6577,"[0.6,0.8)",2024-04-09,2025-04-21,2024-04-16,-0.23240212948291428,-0.23546441495778048,True,2026-08-07
trend_ma60_nonoverlap,002460,2024-04-08,0.6577,"[0.6,0.8)",2024-04-09,2025-04-21,2024-04-16,-0.23240212948291428,-0.23546441495778048,True,2026-08-07
trend_ma60_episode,002466,2019-04-02,0.4909,"(0,0.6)",2019-04-03,2020-04-22,2019-04-23,-0.372940592391545,-0.3924292617449664,True,2026-08-28
trend_ma60_episode,002466,2019-09-25,0.4047,"(0,0.6)",2019-09-26,2020-10-22,2020-03-13,-0.09176456804244904,-0.11153846153846136,True,2026-08-28
trend_ma60_episode,002466,2020-06-12,0.4598,"(0,0.6)",2020-06-15,2021-06-25,2020-08-20,1.4518142801404608,1.4518142801404608,True,2026-08-28
trend_ma60_episode,002466,2020-11-13,0.4827,"(0,0.6)",2020-11-16,2021-11-25,2020-11-19,4.066108417805197,4.0661084178052,True,2026-08-28
trend_ma60_episode,002466,2020-11-20,0.4572,"(0,0.6)",2020-11-23,2021-12-02,2021-02-26,3.6701528559935594,3.670152855993564,True,2026-08-28
trend_ma60_episode,002466,2021-05-12,1.0022,"[0.8,1.0454]",2021-05-13,2022-05-25,2021-09-27,0.8743032865654419,0.874303286565443,True,2026-08-28
trend_ma60_episode,002466,2024-01-02,0.4897,"(0,0.6)",2024-01-03,2025-01-15,2024-01-04,-0.3792211624346048,-0.378524945770065,True,2026-08-28
trend_ma60_episode,002466,2024-01-05,0.4771,"(0,0.6)",2024-01-08,2025-01-20,2024-01-29,-0.35931637519872783,-0.35862068965517235,True,2026-08-28
trend_ma60_episode,002466,2024-10-09,0.3814,"(0,0.6)",2024-10-10,2025-10-21,2024-12-16,0.2571664829106963,0.25716648291069455,True,2026-08-28
trend_ma60_episode,002466,2025-06-09,0.4956,"(0,0.6)",2025-06-10,2026-06-22,2025-12-15,1.1548922056384776,1.1548922056384745,True,2026-08-28
trend_ma60_episode,002466,2025-12-19,0.857,"[0.8,1.0454]",2025-12-22,,2026-01-30,,,False,2026-08-28
trend_stop_episode,002466,2019-04-02,0.4909,"(0,0.6)",2019-04-03,2020-04-22,2019-04-25,-0.372940592391545,-0.3924292617449664,True,2026-08-28
trend_stop_episode,002466,2019-09-25,0.4047,"(0,0.6)",2019-09-26,2020-10-22,2020-03-23,-0.09176456804244904,-0.11153846153846136,True,2026-08-28
trend_stop_episode,002466,2020-06-12,0.4598,"(0,0.6)",2020-06-15,2021-06-25,2020-09-10,1.4518142801404608,1.4518142801404608,True,2026-08-28
trend_stop_episode,002466,2020-11-13,0.4827,"(0,0.6)",2020-11-16,2021-11-25,2020-11-19,4.066108417805197,4.0661084178052,True,2026-08-28
trend_stop_episode,002466,2020-11-20,0.4572,"(0,0.6)",2020-11-23,2021-12-02,,3.6701528559935594,3.670152855993564,True,2026-08-28
trend_ma60_nonoverlap,002466,2019-04-02,0.4909,"(0,0.6)",2019-04-03,2020-04-22,2019-04-23,-0.372940592391545,-0.3924292617449664,True,2026-08-28
trend_ma60_nonoverlap,002466,2020-06-12,0.4598,"(0,0.6)",2020-06-15,2021-06-25,2020-08-20,1.4518142801404608,1.4518142801404608,True,2026-08-28
trend_ma60_nonoverlap,002466,2024-01-02,0.4897,"(0,0.6)",2024-01-03,2025-01-15,2024-01-04,-0.3792211624346048,-0.378524945770065,True,2026-08-28
trend_ma60_nonoverlap,002466,2025-06-09,0.4956,"(0,0.6)",2025-06-10,2026-06-22,2025-12-15,1.1548922056384776,1.1548922056384745,True,2026-08-28
trend_ma60_episode,002532,2023-08-01,0.8566,"[0.8,1.0454]",2023-08-02,2024-08-13,2023-08-21,-0.004950243659854858,-0.0014306151645208098,True,2026-08-28
trend_ma60_episode,002532,2023-09-01,0.986,"[0.8,1.0454]",2023-09-04,2024-09-13,2023-09-25,-0.10803742060895771,-0.10296191819464051,True,2026-08-28
trend_ma60_episode,002532,2024-03-11,0.7776,"[0.6,0.8)",2024-03-12,2025-03-25,2024-07-17,0.5747699895583991,0.5706984667802384,True,2026-08-28
trend_ma60_episode,002532,2024-10-11,0.7136,"[0.6,0.8)",2024-10-14,2025-10-23,2024-12-23,0.5901816339484176,0.5620608899297426,True,2026-08-28
trend_ma60_episode,002532,2025-01-23,0.7498,"[0.6,0.8)",2025-01-24,2026-02-05,2025-02-27,1.0202848913102858,0.9856353591160218,True,2026-08-28
trend_ma60_episode,002532,2025-03-03,0.7668,"[0.6,0.8)",2025-03-04,2026-03-16,2025-04-03,1.16212977742904,1.1226096737907767,True,2026-08-28
trend_ma60_episode,002532,2025-06-13,0.5495,"(0,0.6)",2025-06-16,2026-06-26,2026-03-18,0.3926612346001481,0.4096969696969701,True,2026-08-28
trend_ma60_episode,002532,2026-08-13,0.9309,"[0.8,1.0454]",2026-08-14,,2026-08-20,,,False,2026-08-28
trend_ma60_episode,002532,2026-08-27,0.8446,"[0.8,1.0454]",2026-08-28,,,,,False,2026-08-28
trend_stop_episode,002532,2023-08-01,0.8566,"[0.8,1.0454]",2023-08-02,2024-08-13,2023-08-21,-0.004950243659854858,-0.0014306151645208098,True,2026-08-28
trend_stop_episode,002532,2023-09-01,0.986,"[0.8,1.0454]",2023-09-04,2024-09-13,2023-10-11,-0.10803742060895771,-0.10296191819464051,True,2026-08-28
trend_stop_episode,002532,2024-03-11,0.7776,"[0.6,0.8)",2024-03-12,2025-03-25,,0.5747699895583991,0.5706984667802384,True,2026-08-28
trend_ma60_nonoverlap,002532,2023-08-01,0.8566,"[0.8,1.0454]",2023-08-02,2024-08-13,2023-08-21,-0.004950243659854858,-0.0014306151645208098,True,2026-08-28
trend_ma60_nonoverlap,002532,2024-10-11,0.7136,"[0.6,0.8)",2024-10-14,2025-10-23,2024-12-23,0.5901816339484176,0.5620608899297426,True,2026-08-28
trend_ma60_nonoverlap,002532,2026-08-13,0.9309,"[0.8,1.0454]",2026-08-14,,2026-08-20,,,False,2026-08-28
trend_ma60_episode,002648,2023-10-25,0.8765,"[0.8,1.0454]",2023-10-26,2024-11-07,2023-11-27,0.23633512239311938,0.2364779874213836,True,2026-08-28
trend_ma60_episode,002648,2023-11-30,0.8646,"[0.8,1.0454]",2023-12-01,2024-12-13,2023-12-01,0.14505651704505418,0.14741544352265468,True,2026-08-28
trend_ma60_episode,002648,2024-02-28,0.8673,"[0.8,1.0454]",2024-02-29,2025-03-13,2024-06-03,0.30365183198417145,0.30138637733574436,True,2026-08-28
trend_ma60_episode,002648,2024-10-15,0.8093,"[0.8,1.0454]",2024-10-16,2025-10-27,2024-12-05,0.02183862889522592,0.02041942604856506,True,2026-08-28
trend_ma60_episode,002648,2024-12-12,0.7518,"[0.6,0.8)",2024-12-13,2025-12-24,2024-12-13,-0.00531892612148277,-0.005119453924914641,True,2026-08-28
trend_ma60_episode,002648,2025-01-14,0.8292,"[0.8,1.0454]",2025-01-15,2026-01-27,2025-04-07,0.13597579811263572,0.12853598014888346,True,2026-08-28
trend_ma60_episode,002648,2025-07-16,0.651,"[0.6,0.8)",2025-07-17,2026-07-29,2025-09-23,0.46465397825385635,0.4636103151862463,True,2026-08-28
trend_ma60_episode,002648,2025-10-09,0.7348,"[0.6,0.8)",2025-10-10,,2025-10-13,,,False,2026-08-28
trend_ma60_episode,002648,2026-01-12,0.6835,"[0.6,0.8)",2026-01-13,,2026-05-19,,,False,2026-08-28
trend_ma60_episode,002648,2026-08-05,0.904,"[0.8,1.0454]",2026-08-06,,,,,False,2026-08-28
trend_stop_episode,002648,2023-10-25,0.8765,"[0.8,1.0454]",2023-10-26,2024-11-07,2023-12-05,0.23633512239311938,0.2364779874213836,True,2026-08-28
trend_stop_episode,002648,2024-02-28,0.8673,"[0.8,1.0454]",2024-02-29,2025-03-13,,0.30365183198417145,0.30138637733574436,True,2026-08-28
trend_ma60_nonoverlap,002648,2023-10-25,0.8765,"[0.8,1.0454]",2023-10-26,2024-11-07,2023-11-27,0.23633512239311938,0.2364779874213836,True,2026-08-28
trend_ma60_nonoverlap,002648,2024-12-12,0.7518,"[0.6,0.8)",2024-12-13,2025-12-24,2024-12-13,-0.00531892612148277,-0.005119453924914641,True,2026-08-28
trend_ma60_nonoverlap,002648,2026-01-12,0.6835,"[0.6,0.8)",2026-01-13,,2026-05-19,,,False,2026-08-28
trend_ma60_episode,002714,2017-07-19,1.0254,"[0.8,1.0454]",2017-07-20,2018-07-27,2018-02-05,0.6904270359882521,0.6874340021119325,True,2026-08-28
trend_ma60_episode,002714,2023-08-02,1.0452,"[0.8,1.0454]",2023-08-03,2024-08-14,2023-08-16,0.017105871474805356,0.01710587147480358,True,2026-08-28
trend_ma60_episode,002714,2025-04-24,1.0296,"[0.8,1.0454]",2025-04-25,2026-05-12,2025-05-27,0.10682452926493946,0.10996227829128147,True,2026-08-28
trend_ma60_episode,002714,2025-05-30,1.0276,"[0.8,1.0454]",2025-06-03,2026-06-12,2025-10-20,-0.12411331750501842,-0.11437674530572939,True,2026-08-28
trend_ma60_episode,002714,2026-07-24,0.9175,"[0.8,1.0454]",2026-07-27,,,,,False,2026-08-28
trend_stop_episode,002714,2017-07-19,1.0254,"[0.8,1.0454]",2017-07-20,2018-07-27,,0.6904270359882521,0.6874340021119325,True,2026-08-28
trend_ma60_nonoverlap,002714,2017-07-19,1.0254,"[0.8,1.0454]",2017-07-20,2018-07-27,2018-02-05,0.6904270359882521,0.6874340021119325,True,2026-08-28
trend_ma60_nonoverlap,002714,2023-08-02,1.0452,"[0.8,1.0454]",2023-08-03,2024-08-14,2023-08-16,0.017105871474805356,0.01710587147480358,True,2026-08-28
trend_ma60_nonoverlap,002714,2025-04-24,1.0296,"[0.8,1.0454]",2025-04-25,2026-05-12,2025-05-27,0.10682452926493946,0.10996227829128147,True,2026-08-28
trend_ma60_nonoverlap,002714,2026-07-24,0.9175,"[0.8,1.0454]",2026-07-27,,,,,False,2026-08-28
trend_ma60_episode,002807,2024-04-01,0.8716,"[0.8,1.0454]",2024-04-02,2025-04-16,2024-06-17,0.17829606519976382,0.17098445595854916,True,2026-08-07
trend_ma60_episode,002807,2024-10-11,0.9256,"[0.8,1.0454]",2024-10-14,2025-10-23,2025-01-03,0.30524956970740136,0.2928571428571429,True,2026-08-07
trend_ma60_episode,002807,2025-01-16,0.8635,"[0.8,1.0454]",2025-01-17,2026-01-29,2025-01-22,0.15439422518653,0.14883720930232558,True,2026-08-07
trend_ma60_episode,002807,2025-01-23,0.8575,"[0.8,1.0454]",2025-01-24,2026-02-05,2025-02-17,0.1647876794779084,0.1588785046728971,True,2026-08-07
trend_ma60_episode,002807,2025-02-18,0.8544,"[0.8,1.0454]",2025-02-19,2026-03-03,2025-02-20,0.15016593162252723,0.1455399061032865,True,2026-08-07
trend_ma60_episode,002807,2025-04-02,0.8617,"[0.8,1.0454]",2025-04-03,2026-04-16,2025-04-07,0.09342099743275778,0.08830022075055188,True,2026-08-07
trend_ma60_episode,002807,2025-04-15,0.816,"[0.8,1.0454]",2025-04-16,2026-04-28,2025-07-31,0.11427725616401063,0.11085450346420322,True,2026-08-07
trend_ma60_episode,002807,2025-09-10,0.9818,"[0.8,1.0454]",2025-09-11,,2025-09-15,,,False,2026-08-07
trend_ma60_episode,002807,2025-11-03,0.9666,"[0.8,1.0454]",2025-11-04,,2025-11-21,,,False,2026-08-07
trend_ma60_episode,002807,2025-12-03,0.9884,"[0.8,1.0454]",2025-12-04,,2025-12-09,,,False,2026-08-07
trend_ma60_episode,002807,2026-03-12,0.9365,"[0.8,1.0454]",2026-03-13,,2026-03-20,,,False,2026-08-07
trend_ma60_episode,002807,2026-04-23,0.9697,"[0.8,1.0454]",2026-04-24,,2026-04-27,,,False,2026-08-07
trend_ma60_episode,002807,2026-04-29,0.8033,"[0.8,1.0454]",2026-04-30,,2026-04-30,,,False,2026-08-07
trend_ma60_episode,002807,2026-07-30,0.785,"[0.6,0.8)",2026-07-31,,,,,False,2026-08-07
trend_stop_episode,002807,2024-04-01,0.8716,"[0.8,1.0454]",2024-04-02,2025-04-16,2024-09-11,0.17829606519976382,0.17098445595854916,True,2026-08-07
trend_stop_episode,002807,2024-10-11,0.9256,"[0.8,1.0454]",2024-10-14,2025-10-23,,0.30524956970740136,0.2928571428571429,True,2026-08-07
trend_ma60_nonoverlap,002807,2024-04-01,0.8716,"[0.8,1.0454]",2024-04-02,2025-04-16,2024-06-17,0.17829606519976382,0.17098445595854916,True,2026-08-07
trend_ma60_nonoverlap,002807,2025-04-15,0.816,"[0.8,1.0454]",2025-04-16,2026-04-28,2025-07-31,0.11427725616401063,0.11085450346420322,True,2026-08-07
trend_ma60_nonoverlap,002807,2026-04-29,0.8033,"[0.8,1.0454]",2026-04-30,,2026-04-30,,,False,2026-08-07
trend_ma60_episode,002833,2022-06-20,0.9176,"[0.8,1.0454]",2022-06-21,2023-06-30,2022-07-15,0.19452265288255077,0.18541234977206789,True,2026-08-07
trend_ma60_episode,002833,2022-07-28,0.896,"[0.8,1.0454]",2022-07-29,2023-08-09,2022-08-30,0.19651685957648168,0.1940393151553581,True,2026-08-07
trend_ma60_episode,002833,2022-11-09,0.8613,"[0.8,1.0454]",2022-11-10,2023-11-21,2022-11-23,0.23212050854675237,0.2298776561493885,True,2026-08-07
trend_ma60_episode,002833,2023-02-03,0.8193,"[0.8,1.0454]",2023-02-06,2024-02-08,2023-04-21,0.23065418150472317,0.23107836570663065,True,2026-08-07
trend_ma60_episode,002833,2023-05-04,1.0049,"[0.8,1.0454]",2023-05-05,2024-05-17,2023-05-12,0.29970446828577946,0.2862010221465079,True,2026-08-07
trend_ma60_episode,002833,2023-05-25,1.0146,"[0.8,1.0454]",2023-05-26,2024-06-07,2023-05-30,0.18567575170076944,0.17782779966235251,True,2026-08-07
trend_ma60_episode,002833,2023-06-12,1.0196,"[0.8,1.0454]",2023-06-13,2024-06-26,2023-07-20,0.1317355789708503,0.13038483630097653,True,2026-08-07
trend_ma60_episode,002833,2023-09-14,1.0379,"[0.8,1.0454]",2023-09-15,2024-09-30,2023-10-16,0.03197672347214486,0.031052631578947443,True,2026-08-07
trend_ma60_episode,002833,2024-03-01,0.9322,"[0.8,1.0454]",2024-03-04,2025-03-17,2024-06-05,0.030388747201121724,0.027469624933967207,True,2026-08-07
trend_ma60_episode,002833,2024-10-17,0.9461,"[0.8,1.0454]",2024-10-18,2025-10-29,2024-12-20,0.021714467838076734,0.02138057422113615,True,2026-08-07
trend_ma60_episode,002833,2025-02-27,1.0409,"[0.8,1.0454]",2025-02-28,2026-03-12,2025-04-07,0.056560453885794226,0.05016357688113415,True,2026-08-07
trend_stop_episode,002833,2022-06-20,0.9176,"[0.8,1.0454]",2022-06-21,2023-06-30,2022-07-25,0.19452265288255077,0.18541234977206789,True,2026-08-07
trend_stop_episode,002833,2022-07-28,0.896,"[0.8,1.0454]",2022-07-29,2023-08-09,2022-08-31,0.19651685957648168,0.1940393151553581,True,2026-08-07
trend_stop_episode,002833,2022-11-09,0.8613,"[0.8,1.0454]",2022-11-10,2023-11-21,2022-11-23,0.23212050854675237,0.2298776561493885,True,2026-08-07
trend_stop_episode,002833,2023-02-03,0.8193,"[0.8,1.0454]",2023-02-06,2024-02-08,,0.23065418150472317,0.23107836570663065,True,2026-08-07
trend_ma60_nonoverlap,002833,2022-06-20,0.9176,"[0.8,1.0454]",2022-06-21,2023-06-30,2022-07-15,0.19452265288255077,0.18541234977206789,True,2026-08-07
trend_ma60_nonoverlap,002833,2023-09-14,1.0379,"[0.8,1.0454]",2023-09-15,2024-09-30,2023-10-16,0.03197672347214486,0.031052631578947443,True,2026-08-07
trend_ma60_nonoverlap,002833,2024-10-17,0.9461,"[0.8,1.0454]",2024-10-18,2025-10-29,2024-12-20,0.021714467838076734,0.02138057422113615,True,2026-08-07
trend_ma60_episode,002839,2024-02-19,0.9393,"[0.8,1.0454]",2024-02-20,2025-03-04,2024-03-22,0.0703851748627855,0.06879606879606892,True,2026-08-07
trend_ma60_episode,002839,2024-04-01,0.9032,"[0.8,1.0454]",2024-04-02,2025-04-16,2024-04-16,0.07833357962661847,0.0767326732673268,True,2026-08-07
trend_ma60_episode,002839,2024-04-17,0.9144,"[0.8,1.0454]",2024-04-18,2025-04-30,2024-06-13,0.075354932653803,0.07317073170731714,True,2026-08-07
trend_ma60_episode,002839,2024-06-28,0.8825,"[0.8,1.0454]",2024-07-01,2025-07-11,2024-07-05,0.22222222222222054,0.21568627450980382,True,2026-08-07
trend_ma60_episode,002839,2024-10-11,0.9226,"[0.8,1.0454]",2024-10-14,2025-10-23,2024-12-20,0.13329432711120925,0.12643678160919558,True,2026-08-07
trend_ma60_episode,002839,2024-12-27,0.9321,"[0.8,1.0454]",2024-12-30,2026-01-12,2024-12-31,0.0836365675471713,0.07795100222717144,True,2026-08-07
trend_ma60_episode,002839,2025-04-01,0.816,"[0.8,1.0454]",2025-04-02,2026-04-15,2025-04-07,0.10857273416589774,0.10321100917431192,True,2026-08-07
trend_ma60_episode,002839,2025-05-13,0.7973,"[0.6,0.8)",2025-05-14,2026-05-26,2025-07-31,0.04493326806753939,0.04260089686098678,True,2026-08-07
trend_ma60_episode,002839,2025-10-30,0.9015,"[0.8,1.0454]",2025-10-31,,2025-12-31,,,False,2026-08-07
trend_ma60_episode,002839,2026-03-12,0.9204,"[0.8,1.0454]",2026-03-13,,2026-03-20,,,False,2026-08-07
trend_ma60_episode,002839,2026-07-29,0.7777,"[0.6,0.8)",2026-07-30,,,,,False,2026-08-07
trend_stop_episode,002839,2024-02-19,0.9393,"[0.8,1.0454]",2024-02-20,2025-03-04,2024-09-04,0.0703851748627855,0.06879606879606892,True,2026-08-07
trend_stop_episode,002839,2024-10-11,0.9226,"[0.8,1.0454]",2024-10-14,2025-10-23,,0.13329432711120925,0.12643678160919558,True,2026-08-07
trend_ma60_nonoverlap,002839,2024-02-19,0.9393,"[0.8,1.0454]",2024-02-20,2025-03-04,2024-03-22,0.0703851748627855,0.06879606879606892,True,2026-08-07
trend_ma60_nonoverlap,002839,2025-04-01,0.816,"[0.8,1.0454]",2025-04-02,2026-04-15,2025-04-07,0.10857273416589774,0.10321100917431192,True,2026-08-07
trend_ma60_nonoverlap,002839,2026-07-29,0.7777,"[0.6,0.8)",2026-07-30,,,,,False,2026-08-07
trend_ma60_episode,002841,2024-08-30,0.9677,"[0.8,1.0454]",2024-09-02,2025-09-12,2024-12-25,0.2975103353025521,0.2933804627249357,True,2026-08-07
trend_stop_episode,002841,2024-08-30,0.9677,"[0.8,1.0454]",2024-09-02,2025-09-12,,0.2975103353025521,0.2933804627249357,True,2026-08-07
trend_ma60_nonoverlap,002841,2024-08-30,0.9677,"[0.8,1.0454]",2024-09-02,2025-09-12,2024-12-25,0.2975103353025521,0.2933804627249357,True,2026-08-07
trend_ma60_episode,002948,2022-09-28,1.042,"[0.8,1.0454]",2022-09-29,2023-10-17,2022-09-29,0.08648962977321051,0.08059701492537319,True,2026-08-07
trend_ma60_episode,002948,2023-05-16,1.0424,"[0.8,1.0454]",2023-05-17,2024-05-29,2023-05-23,0.11561061416969243,0.10662824207492805,True,2026-08-07
trend_ma60_episode,002948,2023-06-08,0.9956,"[0.8,1.0454]",2023-06-09,2024-06-24,2023-06-14,0.03303572751185668,0.029239766081871288,True,2026-08-07
trend_ma60_episode,002948,2023-08-14,1.0325,"[0.8,1.0454]",2023-08-15,2024-08-26,2023-08-30,0.0126017994788592,0.011730205278592143,True,2026-08-07
trend_ma60_episode,002948,2023-09-04,1.0237,"[0.8,1.0454]",2023-09-05,2024-09-18,2023-10-19,-0.052631578947368696,-0.050147492625368884,True,2026-08-07
trend_ma60_episode,002948,2024-02-06,0.9219,"[0.8,1.0454]",2024-02-07,2025-02-27,2024-06-13,0.3272588711597997,0.31384615384615366,True,2026-08-07
trend_ma60_episode,002948,2024-10-10,0.9827,"[0.8,1.0454]",2024-10-11,2025-10-22,2025-04-07,0.5033717456252653,0.504225352112676,True,2026-08-07
trend_ma60_episode,002948,2025-04-16,0.989,"[0.8,1.0454]",2025-04-17,2026-04-29,2025-07-24,0.47709320695102564,0.4715639810426542,True,2026-08-07
trend_stop_episode,002948,2022-09-28,1.042,"[0.8,1.0454]",2022-09-29,2023-10-17,2022-09-29,0.08648962977321051,0.08059701492537319,True,2026-08-07
trend_stop_episode,002948,2023-05-16,1.0424,"[0.8,1.0454]",2023-05-17,2024-05-29,2023-05-23,0.11561061416969243,0.10662824207492805,True,2026-08-07
trend_stop_episode,002948,2023-06-08,0.9956,"[0.8,1.0454]",2023-06-09,2024-06-24,2023-06-14,0.03303572751185668,0.029239766081871288,True,2026-08-07
trend_stop_episode,002948,2023-08-14,1.0325,"[0.8,1.0454]",2023-08-15,2024-08-26,2023-08-30,0.0126017994788592,0.011730205278592143,True,2026-08-07
trend_stop_episode,002948,2023-09-04,1.0237,"[0.8,1.0454]",2023-09-05,2024-09-18,2023-10-30,-0.052631578947368696,-0.050147492625368884,True,2026-08-07
trend_stop_episode,002948,2024-02-06,0.9219,"[0.8,1.0454]",2024-02-07,2025-02-27,,0.3272588711597997,0.31384615384615366,True,2026-08-07
trend_ma60_nonoverlap,002948,2022-09-28,1.042,"[0.8,1.0454]",2022-09-29,2023-10-17,2022-09-29,0.08648962977321051,0.08059701492537319,True,2026-08-07
trend_ma60_nonoverlap,002948,2024-02-06,0.9219,"[0.8,1.0454]",2024-02-07,2025-02-27,2024-06-13,0.3272588711597997,0.31384615384615366,True,2026-08-07
trend_ma60_nonoverlap,002948,2025-04-16,0.989,"[0.8,1.0454]",2025-04-17,2026-04-29,2025-07-24,0.47709320695102564,0.4715639810426542,True,2026-08-07
trend_ma60_episode,002958,2025-04-25,0.9977,"[0.8,1.0454]",2025-04-28,2026-05-13,2025-08-01,-0.02691792280865346,-0.018927444794952564,True,2026-08-07
trend_stop_episode,002958,2025-04-25,0.9977,"[0.8,1.0454]",2025-04-28,2026-05-13,2026-05-21,-0.02691792280865346,-0.018927444794952564,True,2026-08-07
trend_ma60_nonoverlap,002958,2025-04-25,0.9977,"[0.8,1.0454]",2025-04-28,2026-05-13,2025-08-01,-0.02691792280865346,-0.018927444794952564,True,2026-08-07
trend_ma60_episode,002966,2025-04-29,0.7855,"[0.6,0.8)",2025-04-30,2026-05-15,2025-07-29,0.09939116610500953,0.09825870646766188,True,2026-08-07
trend_ma60_episode,002966,2025-11-04,0.8173,"[0.8,1.0454]",2025-11-05,,2025-12-10,,,False,2026-08-07
trend_ma60_episode,002966,2025-12-18,0.8307,"[0.8,1.0454]",2025-12-19,,2026-01-08,,,False,2026-08-07
trend_ma60_episode,002966,2026-01-13,0.8271,"[0.8,1.0454]",2026-01-14,,2026-01-14,,,False,2026-08-07
trend_ma60_episode,002966,2026-03-02,0.812,"[0.8,1.0454]",2026-03-03,,2026-03-03,,,False,2026-08-07
trend_ma60_episode,002966,2026-03-12,0.8139,"[0.8,1.0454]",2026-03-13,,2026-03-23,,,False,2026-08-07
trend_ma60_episode,002966,2026-03-25,0.8208,"[0.8,1.0454]",2026-03-26,,2026-05-25,,,False,2026-08-07
trend_ma60_episode,002966,2026-07-31,0.8897,"[0.8,1.0454]",2026-08-03,,,,,False,2026-08-07
trend_stop_episode,002966,2025-04-29,0.7855,"[0.6,0.8)",2025-04-30,2026-05-15,2026-06-26,0.09939116610500953,0.09825870646766188,True,2026-08-07
trend_stop_episode,002966,2026-07-31,0.8897,"[0.8,1.0454]",2026-08-03,,,,,False,2026-08-07
trend_ma60_nonoverlap,002966,2025-04-29,0.7855,"[0.6,0.8)",2025-04-30,2026-05-15,2025-07-29,0.09939116610500953,0.09825870646766188,True,2026-08-07
trend_ma60_nonoverlap,002966,2026-07-31,0.8897,"[0.8,1.0454]",2026-08-03,,,,,False,2026-08-07
