group,horizon,code,signal_date,exec_date,pv,held,break_date,end_date,calendar_days,return,corrected_return,complete,missing_reason
rank1_daily,750,002128,2023-02-14,2023-02-15,0.4911,1,,2026-04-03,1143,1.6161565343726312,1.6161565343726365,True,
rank1_daily,750,002128,2023-02-20,2023-02-21,0.4956,1,,2026-04-10,1144,1.6320959527462122,1.6320959527462175,True,
rank1_daily,750,002128,2023-02-21,2023-02-22,0.5061,1,,2026-04-13,1146,1.583154112420718,1.583154112420723,True,
rank1_daily,750,002128,2023-02-22,2023-02-23,0.5147,1,,2026-04-14,1146,1.5548429982768788,1.5548429982768832,True,
rank1_daily,750,002128,2023-02-23,2023-02-24,0.5210,1,,2026-04-15,1146,1.6925440731504349,1.6925440731504398,True,
rank1_daily,750,002128,2023-02-24,2023-02-27,0.5132,1,,2026-04-16,1144,1.804969730562934,1.8049697305629393,True,
rank1_daily,750,002128,2023-02-27,2023-02-28,0.5079,1,,2026-04-17,1144,1.8432011074251267,1.843201107425132,True,
rank1_daily,750,002128,2023-02-28,2023-03-01,0.4993,1,,2026-04-20,1146,1.7544483099457873,1.7544483099457922,True,
rank1_daily,750,002128,2023-03-01,2023-03-02,0.5053,1,,2026-04-21,1146,1.7512272955728094,1.7512272955728143,True,
rank1_daily,750,002128,2023-03-02,2023-03-03,0.5128,1,,2026-04-22,1146,1.719109592021809,1.7191095920218133,True,
rank1_daily,750,002128,2023-03-03,2023-03-06,0.5147,1,,2026-04-23,1144,1.713833342547498,1.713833342547503,True,
rank1_daily,750,002128,2023-03-06,2023-03-07,0.5087,1,,2026-04-24,1144,1.705042828515274,1.7050428285152783,True,
rank1_daily,750,002128,2023-03-07,2023-03-08,0.5102,1,,2026-04-27,1146,1.6392547163400866,1.6392547163400906,True,
rank1_daily,750,002128,2023-03-08,2023-03-09,0.5087,1,,2026-04-28,1146,1.6758217094161196,1.6758217094161232,True,
rank1_daily,750,002128,2023-03-09,2023-03-10,0.5076,1,,2026-04-29,1146,1.7805753475489294,1.780575347548933,True,
rank1_daily,750,002128,2023-03-13,2023-03-14,0.5046,1,,2026-05-06,1149,1.8426434364384625,1.842643436438466,True,
rank1_daily,750,002128,2023-03-23,2023-03-24,0.5023,1,,2026-05-18,1151,1.5122174719974568,1.512217471997459,True,
rank1_daily,750,002128,2023-03-30,2023-03-31,0.5012,1,,2026-05-25,1151,1.5837535846646205,1.5837535846646227,True,
rank1_daily,750,002128,2023-03-31,2023-04-03,0.5031,1,,2026-05-26,1149,1.7020119628230748,1.7020119628230765,True,
rank1_daily,750,002128,2023-04-03,2023-04-04,0.4990,1,,2026-05-27,1149,1.6570535597121951,1.6570535597121965,True,
rank1_daily,750,002128,2023-04-19,2023-04-20,0.5188,1,,2026-06-11,1148,1.4084332428486426,1.4084332428486435,True,
rank1_daily,750,002128,2023-04-20,2023-04-21,0.5162,1,,2026-06-12,1148,1.3876040032133732,1.387604003213374,True,
rank1_daily,750,002128,2023-04-21,2023-04-24,0.5064,1,,2026-06-15,1148,1.339505009202854,1.3395050092028544,True,
rank1_daily,750,002128,2023-04-24,2023-04-25,0.5027,1,,2026-06-16,1148,1.1772676904216794,1.1772676904216812,True,
rank1_daily,750,002128,2023-04-28,2023-05-04,0.3554,1,,2026-06-23,1146,1.0856417161906333,1.0856417161906347,True,
rank1_daily,750,002128,2023-05-04,2023-05-05,0.3646,1,,2026-06-24,1146,1.1373143967258108,1.1373143967258126,True,
rank1_daily,750,002128,2023-05-05,2023-05-08,0.3636,1,,2026-06-25,1144,1.0232890809799011,1.0232890809799025,True,
rank1_daily,750,002128,2023-05-08,2023-05-09,0.3696,1,,2026-06-26,1144,1.0011151442543884,1.0011151442543897,True,
rank1_daily,750,002128,2023-05-09,2023-05-10,0.3681,1,,2026-06-29,1146,1.0123451608014964,1.0123451608014982,True,
rank1_daily,750,002128,2023-05-10,2023-05-11,0.3675,1,,2026-06-30,1146,0.9169810929380326,0.9169810929380333,True,
rank1_daily,750,002128,2023-05-11,2023-05-12,0.3704,1,,2026-07-01,1146,0.9362718726325028,0.9362718726325041,True,
rank1_daily,750,002128,2023-05-12,2023-05-15,0.3652,1,,2026-07-02,1144,0.9752725767748136,0.9752725767748147,True,
rank1_daily,750,002128,2023-05-15,2023-05-16,0.3707,1,,2026-07-03,1144,1.0340999060327882,1.0340999060327896,True,
rank1_daily,750,002128,2023-05-16,2023-05-17,0.3707,1,,2026-07-06,1146,1.062794286350207,1.0627942863502082,True,
rank1_daily,750,002128,2023-05-17,2023-05-18,0.3691,1,,2026-07-07,1146,1.0119635582974689,1.0119635582974702,True,
rank1_daily,750,002128,2023-05-18,2023-05-19,0.3681,1,,2026-07-08,1146,0.9705654297919337,0.9705654297919355,True,
rank1_daily,750,002128,2023-05-19,2023-05-22,0.3641,1,,2026-07-09,1144,0.9393572147593894,0.9393572147593903,True,
rank1_daily,750,002128,2023-05-22,2023-05-23,0.3657,1,,2026-07-10,1144,1.005659628705811,1.005659628705812,True,
rank1_daily,750,002128,2023-05-23,2023-05-24,0.3675,1,,2026-07-13,1146,0.9857010307759106,0.9857010307759118,True,
rank1_daily,750,002128,2023-05-24,2023-05-25,0.3667,1,,2026-07-14,1146,1.1716884579604803,1.1716884579604807,True,
rank1_daily,750,002128,2023-05-25,2023-05-26,0.3688,1,,2026-07-15,1146,1.212241971400494,1.2122419714004944,True,
rank1_daily,750,002128,2023-05-26,2023-05-29,0.3681,1,,2026-07-16,1144,1.1333947222024392,1.1333947222024396,True,
rank1_daily,750,002128,2023-05-29,2023-05-30,0.3736,1,,2026-07-17,1144,1.0925817081498033,1.0925817081498037,True,
rank1_daily,750,002128,2023-05-30,2023-05-31,0.3688,1,,2026-07-20,1146,1.2496141850873657,1.2496141850873657,True,
rank1_daily,750,002128,2023-06-05,2023-06-06,0.3652,1,,2026-07-24,1144,1.2420055689033047,1.2420055689033047,True,
rank1_daily,750,002128,2023-06-09,2023-06-12,0.3601,1,,2026-07-30,1144,1.2603781299161176,1.2603781299161176,True,
rank1_daily,750,002128,2023-06-12,2023-06-13,0.3596,1,,2026-07-31,1144,1.2723321370136484,1.272332137013648,True,
rank1_daily,750,002128,2023-06-28,2023-06-29,0.3556,1,,2026-08-14,1142,1.2853407369893417,1.2853407369893417,True,
rank1_daily,750,002128,2023-07-03,2023-07-04,0.3561,1,,2026-08-19,1142,1.2882675523132883,1.2882675523132887,True,
rank1_daily,750,002128,2023-07-04,2023-07-05,0.3567,1,,2026-08-20,1142,1.2537427741676717,1.2537427741676725,True,
rank1_daily,750,002128,2023-07-05,2023-07-06,0.3583,1,,2026-08-21,1142,1.273880628632046,1.2738806286320465,True,
rank1_daily,750,002128,2023-07-06,2023-07-07,0.3577,1,,2026-08-24,1144,1.3004143477153698,1.3004143477153707,True,
rank1_daily,750,002128,2023-07-07,2023-07-10,0.3596,1,,2026-08-25,1142,1.2205484364533388,1.2205484364533397,True,
rank1_daily,750,002128,2023-07-10,2023-07-11,0.3628,1,,2026-08-26,1142,1.291133573253652,1.2911335732536529,True,
rank1_daily,750,002128,2023-07-11,2023-07-12,0.3604,1,,2026-08-27,1142,1.3628823239364136,1.362882323936415,True,
rank1_daily,750,002128,2023-07-17,2023-07-18,0.3631,1,,,,,,False,forward_incomplete
rank1_daily,750,002128,2023-07-18,2023-07-19,0.3636,1,,,,,,False,forward_incomplete
rank1_daily,750,002128,2023-07-19,2023-07-20,0.3660,1,,,,,,False,forward_incomplete
rank1_daily,750,002128,2023-07-20,2023-07-21,0.3634,1,,,,,,False,forward_incomplete
rank1_daily,750,002128,2023-07-21,2023-07-24,0.3601,1,,,,,,False,forward_incomplete
rank1_daily,750,002128,2023-07-24,2023-07-25,0.3609,1,,,,,,False,forward_incomplete
rank1_daily,750,002128,2023-07-25,2023-07-26,0.3625,1,,,,,,False,forward_incomplete
rank1_daily,750,002128,2023-07-26,2023-07-27,0.3636,1,,,,,,False,forward_incomplete
rank1_daily,750,002128,2023-07-27,2023-07-28,0.3634,1,,,,,,False,forward_incomplete
rank1_daily,750,002128,2023-07-28,2023-07-31,0.3668,1,,,,,,False,forward_incomplete
rank1_daily,750,002128,2023-07-31,2023-08-01,0.3676,1,,,,,,False,forward_incomplete
rank1_daily,750,002128,2023-08-01,2023-08-02,0.3706,1,,,,,,False,forward_incomplete
rank1_daily,750,002128,2023-08-02,2023-08-03,0.3660,1,,,,,,False,forward_incomplete
rank1_daily,750,002128,2023-08-03,2023-08-04,0.3652,1,,,,,,False,forward_incomplete
rank1_daily,750,002128,2023-08-04,2023-08-07,0.3663,1,,,,,,False,forward_incomplete
rank1_daily,750,002128,2023-08-07,2023-08-08,0.3647,1,,,,,,False,forward_incomplete
rank1_daily,750,002128,2023-08-10,2023-08-11,0.3652,1,,,,,,False,forward_incomplete
rank1_daily,750,002128,2023-09-13,2023-09-14,0.3646,1,,,,,,False,forward_incomplete
rank1_daily,750,002128,2023-09-14,2023-09-15,0.3732,1,,,,,,False,forward_incomplete
rank1_daily,750,002128,2023-09-15,2023-09-18,0.3690,1,,,,,,False,forward_incomplete
rank1_daily,750,002128,2023-09-18,2023-09-19,0.3659,1,,,,,,False,forward_incomplete
rank1_daily,750,002128,2023-09-19,2023-09-20,0.3651,1,,,,,,False,forward_incomplete
rank1_daily,750,002128,2023-09-20,2023-09-21,0.3643,1,,,,,,False,forward_incomplete
rank1_daily,750,002128,2023-09-21,2023-09-22,0.3633,1,,,,,,False,forward_incomplete
rank1_daily,750,002128,2023-10-27,2023-10-30,0.3423,1,,,,,,False,forward_incomplete
rank1_daily,750,002128,2023-12-01,2023-12-04,0.3656,1,,,,,,False,forward_incomplete
rank1_daily,750,002128,2023-12-04,2023-12-05,0.3681,1,,,,,,False,forward_incomplete
rank1_daily,750,002128,2023-12-05,2023-12-06,0.3641,1,,,,,,False,forward_incomplete
rank1_daily,750,002128,2023-12-06,2023-12-07,0.3641,1,,,,,,False,forward_incomplete
rank1_daily,750,002128,2023-12-07,2023-12-08,0.3621,1,,,,,,False,forward_incomplete
rank1_daily,750,002128,2023-12-08,2023-12-11,0.3644,1,,,,,,False,forward_incomplete
rank1_daily,750,002128,2023-12-11,2023-12-12,0.3664,1,,,,,,False,forward_incomplete
rank1_daily,750,002128,2023-12-12,2023-12-13,0.3651,1,,,,,,False,forward_incomplete
rank1_daily,750,002128,2023-12-13,2023-12-14,0.3629,1,,,,,,False,forward_incomplete
rank1_daily,750,002128,2023-12-14,2023-12-15,0.3624,1,,,,,,False,forward_incomplete
rank1_daily,750,002128,2023-12-15,2023-12-18,0.3594,1,,,,,,False,forward_incomplete
rank1_daily,750,002128,2023-12-20,2023-12-21,0.3609,1,,,,,,False,forward_incomplete
rank1_daily,750,002128,2023-12-22,2023-12-25,0.3636,1,,,,,,False,forward_incomplete
rank1_daily,750,002128,2023-12-25,2023-12-26,0.3656,1,,,,,,False,forward_incomplete
rank1_daily,750,002128,2023-12-26,2023-12-27,0.3651,1,,,,,,False,forward_incomplete
rank1_daily,750,002128,2023-12-27,2023-12-28,0.3641,1,,,,,,False,forward_incomplete
rank1_daily,750,002128,2024-01-02,2024-01-03,0.3679,1,,,,,,False,forward_incomplete
rank1_daily,750,002128,2024-01-03,2024-01-04,0.3716,1,,,,,,False,forward_incomplete
rank1_daily,750,002128,2024-01-04,2024-01-05,0.3751,1,,,,,,False,forward_incomplete
rank1_daily,750,002128,2024-01-05,2024-01-08,0.3729,1,,,,,,False,forward_incomplete
rank1_daily,750,002128,2024-01-08,2024-01-09,0.3716,1,,,,,,False,forward_incomplete
rank1_daily,750,002128,2024-01-09,2024-01-10,0.3726,1,,,,,,False,forward_incomplete
rank1_daily,750,002128,2024-01-10,2024-01-11,0.3699,1,,,,,,False,forward_incomplete
rank1_daily,750,002128,2024-01-12,2024-01-15,0.3724,1,,,,,,False,forward_incomplete
rank1_daily,750,002128,2024-01-15,2024-01-16,0.3719,1,,,,,,False,forward_incomplete
rank1_daily,750,002128,2024-01-16,2024-01-17,0.3706,1,,,,,,False,forward_incomplete
rank1_daily,750,002128,2024-01-25,2024-01-26,0.3729,1,,,,,,False,forward_incomplete
rank1_daily,750,002128,2024-01-26,2024-01-29,0.3741,1,,,,,,False,forward_incomplete
rank1_daily,750,002128,2024-01-29,2024-01-30,0.3784,1,,,,,,False,forward_incomplete
rank1_daily,750,002128,2024-01-30,2024-01-31,0.3726,1,,,,,,False,forward_incomplete
rank1_daily,750,002128,2024-01-31,2024-02-01,0.3696,1,,,,,,False,forward_incomplete
rank1_daily,750,002128,2024-02-06,2024-02-07,0.3764,1,,,,,,False,forward_incomplete
rank1_daily,750,002128,2024-02-07,2024-02-08,0.3972,1,,,,,,False,forward_incomplete
rank1_daily,750,002128,2024-02-08,2024-02-19,0.3906,1,,,,,,False,forward_incomplete
rank1_daily,750,002128,2024-02-19,2024-02-20,0.4042,1,,,,,,False,forward_incomplete
rank1_daily,750,002128,2024-02-20,2024-02-21,0.4042,1,,,,,,False,forward_incomplete
rank1_daily,750,002128,2024-02-21,2024-02-22,0.3992,1,,,,,,False,forward_incomplete
rank1_daily,750,002128,2024-02-22,2024-02-23,0.4117,1,,,,,,False,forward_incomplete
rank1_daily,750,002128,2024-02-23,2024-02-26,0.4142,1,,,,,,False,forward_incomplete
rank1_daily,750,002128,2024-02-26,2024-02-27,0.4082,1,,,,,,False,forward_incomplete
rank1_daily,750,002128,2024-02-27,2024-02-28,0.4124,1,,,,,,False,forward_incomplete
rank1_daily,750,002128,2024-02-28,2024-02-29,0.4109,1,,,,,,False,forward_incomplete
rank1_daily,750,002128,2024-02-29,2024-03-01,0.4152,1,,,,,,False,forward_incomplete
rank1_daily,750,002128,2024-03-01,2024-03-04,0.4192,1,,,,,,False,forward_incomplete
rank1_daily,750,002128,2024-03-04,2024-03-05,0.4312,1,,,,,,False,forward_incomplete
rank1_daily,750,002128,2024-03-05,2024-03-06,0.4299,1,,,,,,False,forward_incomplete
rank1_daily,750,002128,2024-03-06,2024-03-07,0.4299,1,,,,,,False,forward_incomplete
rank1_daily,750,002128,2024-03-07,2024-03-08,0.4357,1,,,,,,False,forward_incomplete
rank1_daily,750,002128,2024-03-08,2024-03-11,0.4354,1,,,,,,False,forward_incomplete
rank1_daily,750,002128,2024-03-11,2024-03-12,0.4272,1,,,,,,False,forward_incomplete
rank1_daily,750,002128,2024-03-13,2024-03-14,0.4157,1,,,,,,False,forward_incomplete
rank1_daily,750,002128,2024-03-14,2024-03-15,0.4187,1,,,,,,False,forward_incomplete
rank1_daily,750,002128,2024-04-12,2024-04-15,0.4652,1,,,,,,False,forward_incomplete
rank1_daily,750,002128,2024-04-24,2024-04-25,0.4710,1,,,,,,False,forward_incomplete
rank1_daily,750,002128,2024-04-25,2024-04-26,0.4984,1,,,,,,False,forward_incomplete
rank1_daily,750,002128,2024-04-26,2024-04-29,0.4786,1,,,,,,False,forward_incomplete
rank1_daily,750,002128,2024-04-30,2024-05-06,0.5203,1,,,,,,False,forward_incomplete
rank1_daily,750,002128,2024-06-03,2024-06-04,0.5651,1,,,,,,False,forward_incomplete
rank1_daily,750,002128,2024-06-04,2024-06-05,0.5679,1,,,,,,False,forward_incomplete
rank1_daily,750,002128,2024-06-05,2024-06-06,0.5569,1,,,,,,False,forward_incomplete
rank1_daily,750,002128,2024-11-18,2024-11-19,0.5019,1,,,,,,False,forward_incomplete
rank1_daily,750,002128,2025-03-28,2025-03-31,0.4613,1,,,,,,False,forward_incomplete
rank1_daily,750,002128,2025-03-31,2025-04-01,0.4625,1,,,,,,False,forward_incomplete
rank1_daily,750,002128,2025-04-01,2025-04-02,0.4658,1,,,,,,False,forward_incomplete
rank1_daily,750,002128,2025-04-02,2025-04-03,0.4651,1,,,,,,False,forward_incomplete
rank1_daily,750,002128,2025-04-03,2025-04-07,0.4618,1,,,,,,False,forward_incomplete
rank1_daily,750,002128,2025-06-04,2025-06-05,0.5906,1,,,,,,False,forward_incomplete
rank1_daily,750,002128,2025-06-05,2025-06-06,0.5888,1,,,,,,False,forward_incomplete
rank1_daily,750,002128,2025-06-06,2025-06-09,0.5979,1,,,,,,False,forward_incomplete
rank1_daily,750,002128,2025-09-04,2025-09-05,0.5859,1,,,,,,False,forward_incomplete
rank1_daily,750,002128,2025-09-18,2025-09-19,0.6010,1,,,,,,False,forward_incomplete
rank1_daily,750,002128,2025-09-22,2025-09-23,0.6126,1,,,,,,False,forward_incomplete
rank1_daily,750,002128,2025-09-23,2025-09-24,0.6230,1,,,,,,False,forward_incomplete
rank1_daily,750,002128,2026-08-17,2026-08-18,0.7111,0,,,,,,False,forward_incomplete
rank1_daily,750,002128,2026-08-18,2026-08-19,0.7171,0,,,,,,False,forward_incomplete
rank1_ma60_episode,750,002128,2012-05-11,2012-05-14,0.8546,1,2012-06-04,,,,,False,execution_quote_missing
rank1_ma60_episode,750,002128,2013-09-16,2013-09-17,0.4228,0,2013-09-26,2016-10-20,1129,0.050570113339053036,0.0505701133390557,True,
rank1_ma60_episode,750,002128,2013-10-21,2013-10-22,0.4163,0,2013-10-25,2016-11-15,1120,0.06227274592903265,0.06227274592903553,True,
rank1_ma60_episode,750,002128,2014-05-13,2014-05-14,0.2885,0,2014-06-06,2017-11-06,1272,0.606403163008906,0.6567606289339532,True,
rank1_ma60_episode,750,002128,2014-10-17,2014-10-20,0.5422,1,2015-01-19,2018-04-27,1285,0.10677546260216908,0.14147061816963746,True,
rank1_ma60_episode,750,002128,2015-01-29,2015-01-30,0.6274,0,2015-07-02,2018-08-10,1288,-0.06856818181510826,-0.03936969221683462,True,
rank1_ma60_episode,750,002128,2016-03-14,2016-03-15,0.7599,0,2016-03-15,2019-09-30,1294,0.09369956553728698,0.12798481837544595,True,
rank1_ma60_episode,750,002128,2018-06-26,2018-06-27,0.6897,0,2018-06-28,2021-08-04,1134,0.26518339642159217,0.26518339642159505,True,
rank1_ma60_episode,750,002128,2019-03-05,2019-03-06,0.5175,0,2019-05-06,2022-04-07,1128,1.181531631415627,1.1815316314156328,True,
rank1_ma60_episode,750,002128,2019-09-16,2019-09-17,0.4949,0,2019-09-23,2022-10-25,1134,0.709196701678912,0.7091967016789165,True,
rank1_ma60_episode,750,002128,2019-10-15,2019-10-16,0.4784,0,2019-10-18,2022-11-16,1127,0.816281771745812,0.8162817717458182,True,
rank1_ma60_episode,750,002128,2019-10-22,2019-10-23,0.4347,0,2019-11-15,2022-11-23,1127,0.8171785147763435,0.81717851477635,True,
rank1_ma60_episode,750,002128,2019-12-09,2019-12-10,0.4392,1,2020-01-21,2023-01-11,1128,0.7888995769089764,0.7888995769089826,True,
rank1_ma60_episode,750,002128,2020-05-14,2020-05-15,0.3192,0,2020-09-02,2023-06-15,1126,0.9732140042882089,0.9732140042882156,True,
rank1_ma60_episode,750,002128,2020-12-25,2020-12-28,0.4737,1,2020-12-29,2024-01-29,1127,0.4794033578819086,0.4794033578819117,True,
rank1_ma60_episode,750,002128,2020-12-30,2020-12-31,0.4629,1,2021-01-06,2024-02-01,1127,0.49046314401911695,0.49046314401911983,True,
rank1_ma60_episode,750,002128,2021-03-19,2021-03-22,0.4308,1,2021-03-24,2024-04-24,1129,1.0045244568071796,1.0045244568071814,True,
rank1_ma60_episode,750,002128,2021-04-08,2021-04-09,0.4283,1,2021-05-20,2024-05-16,1133,1.2996314262396949,1.299631426239697,True,
rank1_ma60_episode,750,002128,2021-08-12,2021-08-13,0.5588,1,2021-10-28,2024-09-18,1132,0.5445150870215469,0.5445150870215496,True,
rank1_ma60_episode,750,002128,2022-01-18,2022-01-19,0.5881,1,2022-03-08,2025-02-28,1136,0.2233188049927235,0.22331880499272438,True,
rank1_ma60_episode,750,002128,2022-08-30,2022-08-31,0.6250,1,2022-08-31,2025-10-23,1149,1.0244106485774305,1.0244106485774322,True,
rank1_ma60_episode,750,002128,2022-12-13,2022-12-14,0.4941,1,2022-12-15,2026-01-30,1143,1.4611860140508544,1.4611860140508584,True,
rank1_ma60_episode,750,002128,2023-02-07,2023-02-08,0.4933,1,2023-02-16,2026-03-27,1143,1.5470124013906599,1.5470124013906634,True,
rank1_ma60_episode,750,002128,2023-02-20,2023-02-21,0.4956,1,2023-03-16,2026-04-10,1144,1.6320959527462122,1.6320959527462175,True,
rank1_ma60_episode,750,002128,2023-03-23,2023-03-24,0.5023,1,2023-04-04,2026-05-18,1151,1.5122174719974568,1.512217471997459,True,
rank1_ma60_episode,750,002128,2023-04-19,2023-04-20,0.5188,1,2023-04-25,2026-06-11,1148,1.4084332428486426,1.4084332428486435,True,
rank1_ma60_episode,750,002128,2023-04-28,2023-05-04,0.3554,1,2023-06-16,2026-06-23,1146,1.0856417161906333,1.0856417161906347,True,
rank1_ma60_episode,750,002128,2023-06-28,2023-06-29,0.3556,1,2023-08-11,2026-08-14,1142,1.2853407369893417,1.2853407369893417,True,
rank1_ma60_episode,750,002128,2023-09-13,2023-09-14,0.3646,1,2023-10-11,,,,,False,forward_incomplete
rank1_ma60_episode,750,002128,2023-10-27,2023-10-30,0.3423,1,2023-10-30,,,,,False,forward_incomplete
rank1_ma60_episode,750,002128,2023-12-01,2023-12-04,0.3656,1,2024-01-22,,,,,False,forward_incomplete
rank1_ma60_episode,750,002128,2024-01-25,2024-01-26,0.3729,1,2024-07-10,,,,,False,forward_incomplete
rank1_ma60_episode,750,002128,2024-11-18,2024-11-19,0.5019,1,2024-12-20,,,,,False,forward_incomplete
rank1_ma60_episode,750,002128,2025-03-28,2025-03-31,0.4613,1,2025-04-07,,,,,False,forward_incomplete
rank1_ma60_episode,750,002128,2025-06-04,2025-06-05,0.5906,1,2025-08-22,,,,,False,forward_incomplete
rank1_ma60_episode,750,002128,2025-09-04,2025-09-05,0.5859,1,2026-02-02,,,,,False,forward_incomplete
rank1_ma60_episode,750,002128,2026-08-17,2026-08-18,0.7111,0,,,,,,False,forward_incomplete
rank1_stop_episode,750,002128,2012-05-11,2012-05-14,0.8546,1,2012-06-05,,,,,False,execution_quote_missing
rank1_stop_episode,750,002128,2013-09-16,2013-09-17,0.4228,0,2013-09-26,2016-10-20,1129,0.050570113339053036,0.0505701133390557,True,
rank1_stop_episode,750,002128,2013-10-21,2013-10-22,0.4163,0,2013-10-25,2016-11-15,1120,0.06227274592903265,0.06227274592903553,True,
rank1_stop_episode,750,002128,2014-05-13,2014-05-14,0.2885,0,2014-06-06,2017-11-06,1272,0.606403163008906,0.6567606289339532,True,
rank1_stop_episode,750,002128,2014-10-17,2014-10-20,0.5422,1,2016-01-04,2018-04-27,1285,0.10677546260216908,0.14147061816963746,True,
rank1_stop_episode,750,002128,2016-03-14,2016-03-15,0.7599,0,2016-03-15,2019-09-30,1294,0.09369956553728698,0.12798481837544595,True,
rank1_stop_episode,750,002128,2018-06-26,2018-06-27,0.6897,0,2018-06-28,2021-08-04,1134,0.26518339642159217,0.26518339642159505,True,
rank1_stop_episode,750,002128,2019-03-05,2019-03-06,0.5175,0,2020-02-03,2022-04-07,1128,1.181531631415627,1.1815316314156328,True,
rank1_stop_episode,750,002128,2020-05-14,2020-05-15,0.3192,0,,2023-06-15,1126,0.9732140042882089,0.9732140042882156,True,
rank1_ma60_nonoverlap,750,002128,2012-05-11,2012-05-14,0.8546,1,2012-06-04,,,,,False,execution_quote_missing
rank1_ma60_nonoverlap,750,002128,2016-03-14,2016-03-15,0.7599,0,2016-03-15,2019-09-30,1294,0.09369956553728698,0.12798481837544595,True,
rank1_ma60_nonoverlap,750,002128,2019-10-15,2019-10-16,0.4784,0,2019-10-18,2022-11-16,1127,0.816281771745812,0.8162817717458182,True,
rank1_ma60_nonoverlap,750,002128,2022-12-13,2022-12-14,0.4941,1,2022-12-15,2026-01-30,1143,1.4611860140508544,1.4611860140508584,True,
rank1_ma60_nonoverlap,750,002128,2026-08-17,2026-08-18,0.7111,0,,,,,,False,forward_incomplete
rank1_daily,250,002152,2018-09-13,2018-09-14,0.8869,0,,2019-09-26,377,0.284110417331328,0.28411041733132825,True,
rank1_daily,250,002152,2018-09-14,2018-09-17,0.8854,0,,2019-09-27,375,0.42487896059324637,0.4248789605932466,True,
rank1_daily,250,002152,2018-09-17,2018-09-18,0.8779,0,,2019-09-30,377,0.4748429101370275,0.47484291013702795,True,
rank1_daily,250,002152,2018-09-18,2018-09-19,0.8884,0,,2019-10-08,384,0.627455448703341,0.6274554487033412,True,
rank1_daily,250,002152,2018-09-19,2018-09-20,0.8854,0,,2019-10-09,384,0.5296284359316725,0.5296284359316732,True,
rank1_daily,250,002152,2018-09-20,2018-09-21,0.8764,0,,2019-10-10,384,0.5303868224660302,0.5303868224660309,True,
rank1_daily,250,002152,2018-09-21,2018-09-25,0.9048,0,,2019-10-11,381,0.48243615516342797,0.4824361551634284,True,
rank1_daily,250,002152,2018-09-25,2018-09-26,0.9033,0,,2019-10-14,383,0.45384681806407046,0.4538468180640709,True,
rank1_daily,250,002152,2018-09-27,2018-09-28,0.9317,0,,2019-10-16,383,0.31818245702801096,0.3181824570280114,True,
rank1_daily,250,002152,2018-10-19,2018-10-22,0.8959,0,,2019-10-31,374,0.5491578535056794,0.5491578535056805,True,
rank1_daily,250,002152,2018-10-22,2018-10-23,0.9272,0,,2019-11-01,374,0.5394418809052954,0.5394418809052965,True,
rank1_daily,250,002152,2018-10-23,2018-10-24,0.9182,0,,2019-11-04,376,0.5203074361490205,0.5203074361490216,True,
rank1_daily,250,002152,2018-10-24,2018-10-25,0.9048,0,,2019-11-05,376,0.5364057524861543,0.5364057524861556,True,
rank1_daily,250,002152,2018-11-02,2018-11-05,0.8886,0,,2019-11-14,374,0.4447629447629444,0.44476294476294576,True,
rank1_daily,250,002152,2018-11-05,2018-11-06,0.8812,0,,2019-11-15,374,0.41372022707639133,0.41372022707639267,True,
rank1_daily,250,002152,2018-11-14,2018-11-15,0.8901,1,,2019-11-26,376,0.2953573475596314,0.29535734755963294,True,
rank1_daily,250,002152,2018-11-15,2018-11-16,0.9094,1,,2019-11-27,376,0.2902594652999839,0.29025946529998525,True,
rank1_daily,250,002152,2018-11-16,2018-11-19,0.9153,1,,2019-11-28,374,0.3055370641577535,0.30553706415775506,True,
rank1_daily,250,002152,2018-11-20,2018-11-21,0.8827,1,,2019-12-02,376,0.331254331254331,0.33125433125433235,True,
rank1_daily,250,002152,2018-11-26,2018-11-27,0.8797,1,,2019-12-06,374,0.38024702611549155,0.3802470261154922,True,
rank1_daily,250,002152,2018-11-28,2018-11-29,0.8886,0,,2019-12-10,376,0.45681888785337077,0.4568188878533719,True,
rank1_ma60_episode,250,002152,2018-09-13,2018-09-14,0.8869,0,2018-10-16,2019-09-26,377,0.284110417331328,0.28411041733132825,True,
rank1_ma60_episode,250,002152,2018-10-19,2018-10-22,0.8959,0,2018-10-29,2019-10-31,374,0.5491578535056794,0.5491578535056805,True,
rank1_ma60_episode,250,002152,2018-11-02,2018-11-05,0.8886,0,2018-11-08,2019-11-14,374,0.4447629447629444,0.44476294476294576,True,
rank1_ma60_episode,250,002152,2018-11-14,2018-11-15,0.8901,1,2018-11-29,2019-11-26,376,0.2953573475596314,0.29535734755963294,True,
rank1_stop_episode,250,002152,2018-09-13,2018-09-14,0.8869,0,2018-10-16,2019-09-26,377,0.284110417331328,0.28411041733132825,True,
rank1_stop_episode,250,002152,2018-10-19,2018-10-22,0.8959,0,2018-10-29,2019-10-31,374,0.5491578535056794,0.5491578535056805,True,
rank1_stop_episode,250,002152,2018-11-02,2018-11-05,0.8886,0,2018-11-08,2019-11-14,374,0.4447629447629444,0.44476294476294576,True,
rank1_stop_episode,250,002152,2018-11-14,2018-11-15,0.8901,1,2018-11-29,2019-11-26,376,0.2953573475596314,0.29535734755963294,True,
