group,arm,start,cagr,baseline_cagr,delta_cagr,roll5,delta_roll5
full,PC25SEP08,20101101,0.29190742083140275,0.323746530123739,-0.03183910929233624,0.3002448952616532,-0.08573337529080427
full,PC25SEP08,20110501,0.3062337572650846,0.3153620966159747,-0.00912833935089008,0.30805246065012937,-0.08346046455948475
full,PC25SEP08,20111101,0.3380622564280107,0.35929213628297796,-0.02122987985496727,0.3481033985476709,-0.06291533734768162
full,PC25SEP08,20120501,0.34585118516820623,0.3631263206426567,-0.017275135474450476,0.32388270708854683,-0.09636046451523694
full,PC25SEP08,20121101,0.4119797589126615,0.46003958605696127,-0.048059827144299794,0.3907182351276144,-0.17100957731740296
full,PC25SEP08,20130501,0.3893567551590802,0.47077227598313964,-0.08141552082405945,0.3792172067873114,-0.16269135735220197
full,PC25SEP08,20131101,0.4305734724267871,0.45307555049095805,-0.022502078064170927,0.39493500043695406,-0.11226470221557161
full,PC25SEP08,20140501,0.44760513847951544,0.4601510201617345,-0.01254588168221904,0.36418370698336466,-0.15269250259604017
full,PC25SEP08,20141101,0.4092866429247024,0.4791761673894679,-0.06988952446476548,0.3526609078166041,-0.2718137123056732
full,PC25SEP08,20150501,0.4130214053041601,0.4807762757549656,-0.06775487045080553,0.4023605530752665,-0.22886595793196984
full,PC25SEP08,20151101,0.46595643061793024,0.6167599051697947,-0.1508034745518645,0.42074678573960345,-0.24011568217704782
full,PC25SEP08,20160501,0.5231513364349711,0.6501413301128931,-0.12698999367792196,0.39618603596589286,-0.24292855293721516
full,PC30SEP08,20091101,0.30310119572685035,0.31367085096878133,-0.010569655241930986,0.33786310085237914,-0.01654644084006618
full,PC30SEP08,20100501,0.3152018313791576,0.38489175716636725,-0.06968992578720967,0.3390043674897263,-0.09731424731472238
full,PC30SEP08,20101101,0.3077964267651401,0.323746530123739,-0.01595010335859892,0.32937144208330804,-0.05660682846914944
full,PC30SEP08,20110501,0.32232590539459394,0.3153620966159747,0.00696380877861924,0.3350763789275937,-0.05643654628202044
full,PC30SEP08,20111101,0.3480552333790492,0.35929213628297796,-0.011236902903928758,0.35475330924718373,-0.056265426648168804
full,PC30SEP08,20120501,0.34010393884720447,0.3631263206426567,-0.02302238179545224,0.34175716760161157,-0.0784860040021722
full,PC30SEP08,20121101,0.41954637366470227,0.46003958605696127,-0.040493212392259004,0.4143995323936249,-0.14732828005139242
full,PC30SEP08,20130501,0.41630316834287817,0.47077227598313964,-0.05446910764026147,0.39832859118312003,-0.14357997295639335
full,PC30SEP08,20131101,0.38974596181516485,0.45307555049095805,-0.06332958867579319,0.3971193378808835,-0.11008036477164218
full,PC30SEP08,20140501,0.45113416557008645,0.4601510201617345,-0.009016854591648027,0.38021205650631806,-0.13666415307308677
full,PC30SEP08,20141101,0.42632971043571066,0.4791761673894679,-0.052846456953757226,0.4003223941750276,-0.2241522259472497
full,PC30SEP08,20150501,0.4242955683311389,0.4807762757549656,-0.056480707423826715,0.3981437035871511,-0.23308280742008525
full,PC30SEP08,20151101,0.48358347253645007,0.6167599051697947,-0.13317643263334467,0.44017770273690515,-0.2206847651797461
full,PC30SEP08,20160501,0.5530985608305674,0.6501413301128931,-0.09704276928232569,0.4198717774570573,-0.21924281144605073
A,BASE,20091101,0.3232108008631567,0.3232108008631567,0.0,0.38868129746721003,0.0
A,BASE,20100501,0.3468375831056316,0.3468375831056316,0.0,0.39870886131864247,0.0
A,BASE,20101101,0.3807199954694829,0.3807199954694829,0.0,0.41497696859015143,0.0
A,BASE,20110501,0.4009930055647246,0.4009930055647246,0.0,0.4116902613952864,0.0
A,BASE,20111101,0.42933291939613993,0.42933291939613993,0.0,0.43825581524731594,0.0
A,BASE,20120501,0.448898667159376,0.448898667159376,0.0,0.42844376276060747,0.0
A,BASE,20121101,0.4971799987441856,0.4971799987441856,0.0,0.4498175883019415,0.0
A,BASE,20130501,0.437021650121864,0.437021650121864,0.0,0.41909421346139597,0.0
A,BASE,20131101,0.4814036113823643,0.4814036113823643,0.0,0.47078646023333004,0.0
A,BASE,20140501,0.5144217278785495,0.5144217278785495,0.0,0.45843179475480245,0.0
A,BASE,20141101,0.4948981755848638,0.4948981755848638,0.0,0.4788401196065659,0.0
A,BASE,20150501,0.4591303356406189,0.4591303356406189,0.0,0.4827387068553126,0.0
A,BASE,20151101,0.4776687194764744,0.4776687194764744,0.0,0.44086279173575993,0.0
A,BASE,20160501,0.6224848722867689,0.6224848722867689,0.0,0.502381136843528,0.0
A,PC20SEP08,20091101,0.25127872512203653,0.3232108008631567,-0.07193207574112015,0.2733237960110213,-0.11535750145618873
A,PC20SEP08,20100501,0.2503419392203665,0.3468375831056316,-0.0964956438852651,0.26521489616314886,-0.1334939651554936
A,PC20SEP08,20101101,0.27342662166093956,0.3807199954694829,-0.10729337380854331,0.2804053543710874,-0.13457161421906405
A,PC20SEP08,20110501,0.2798769075860159,0.4009930055647246,-0.1211160979787087,0.2813605543494073,-0.1303297070458791
A,PC20SEP08,20111101,0.2879539909800568,0.42933291939613993,-0.14137892841608313,0.2840837655238908,-0.15417204972342513
A,PC20SEP08,20120501,0.30746865443369864,0.448898667159376,-0.14143001272567735,0.28950550888522963,-0.13893825387537784
A,PC20SEP08,20121101,0.34176304424503745,0.4971799987441856,-0.15541695449914816,0.29745352458123686,-0.15236406372070466
A,PC20SEP08,20130501,0.33831775714512147,0.437021650121864,-0.09870389297674254,0.29021996125010285,-0.12887425221129312
A,PC20SEP08,20131101,0.36644027265407364,0.4814036113823643,-0.11496333872829068,0.2768513073920762,-0.19393515284125384
A,PC20SEP08,20140501,0.38998745033993587,0.5144217278785495,-0.12443427753861358,0.269848624128207,-0.18858317062659546
A,PC20SEP08,20141101,0.3380617387532052,0.4948981755848638,-0.1568364368316586,0.2547170116069317,-0.2241231079996342
A,PC20SEP08,20150501,0.30995965686153304,0.4591303356406189,-0.14917067877908585,0.2494938028355922,-0.23324490401972042
A,PC20SEP08,20151101,0.318934435452805,0.4776687194764744,-0.1587342840236694,0.2379689212409859,-0.20289387049477403
A,PC20SEP08,20160501,0.37336810922257047,0.6224848722867689,-0.2491167630641984,0.24892679670897544,-0.2534543401345526
A,PC25SEP08,20091101,0.2630267573833629,0.3232108008631567,-0.06018404347979378,0.25220309971752175,-0.13647819774968828
A,PC25SEP08,20100501,0.26364626322833495,0.3468375831056316,-0.08319131987729667,0.2620114529109332,-0.13669740840770928
A,PC25SEP08,20101101,0.3027007795150509,0.3807199954694829,-0.07801921595443195,0.2961565974437881,-0.11882037114636335
A,PC25SEP08,20110501,0.2916723546094606,0.4009930055647246,-0.109320650955264,0.27304679446648716,-0.13864346692879925
A,PC25SEP08,20111101,0.33524610922459686,0.42933291939613993,-0.09408681017154308,0.3162340866592541,-0.12202172858806182
A,PC25SEP08,20120501,0.35677021488975,0.448898667159376,-0.09212845226962596,0.3176789862263294,-0.11076477653427808
A,PC25SEP08,20121101,0.35962727929507654,0.4971799987441856,-0.13755271944910907,0.2936058911373267,-0.1562116971646148
A,PC25SEP08,20130501,0.3368480205020967,0.437021650121864,-0.10017362961976728,0.27280759394574394,-0.14628661951565203
A,PC25SEP08,20131101,0.37241962233810155,0.4814036113823643,-0.10898398904426276,0.28078838470700807,-0.18999807552632197
A,PC25SEP08,20140501,0.3951536912588183,0.5144217278785495,-0.11926803661973118,0.2699907020774017,-0.18844109267740072
A,PC25SEP08,20141101,0.3711577665207111,0.4948981755848638,-0.12374040906415273,0.2863730269336726,-0.1924670926728933
A,PC25SEP08,20150501,0.32867857202241635,0.4591303356406189,-0.13045176361820254,0.25684886148557595,-0.22588984536973666
A,PC25SEP08,20151101,0.3570605328935441,0.4776687194764744,-0.12060818658293027,0.2641076288494164,-0.17675516288634352
A,PC25SEP08,20160501,0.40773051460886633,0.6224848722867689,-0.21475435767790252,0.23488658681248897,-0.26749455003103906
A,PC30SEP08,20091101,0.25923158084706155,0.3232108008631567,-0.06397922001609513,0.2802285839516905,-0.10845271351551955
A,PC30SEP08,20100501,0.2800975894661535,0.3468375831056316,-0.06673999363947813,0.28747855033455716,-0.11123031098408531
A,PC30SEP08,20101101,0.28996165789468953,0.3807199954694829,-0.09075833757479335,0.28769019793429274,-0.1272867706558587
A,PC30SEP08,20110501,0.2938744578632315,0.4009930055647246,-0.1071185477014931,0.2977503829078332,-0.11393987848745324
A,PC30SEP08,20111101,0.31583383895833683,0.42933291939613993,-0.1134990804378031,0.31691783978375776,-0.12133797546355818
A,PC30SEP08,20120501,0.3464172150238398,0.448898667159376,-0.10248145213553617,0.31863527278778636,-0.10980848997282111
A,PC30SEP08,20121101,0.3916208533492094,0.4971799987441856,-0.10555914539497624,0.33716123962394695,-0.11265634867799457
A,PC30SEP08,20130501,0.3512115606052293,0.437021650121864,-0.08581008951663471,0.2959115400309609,-0.1231826734304351
A,PC30SEP08,20131101,0.37472241022130093,0.4814036113823643,-0.10668120116106339,0.2956736493902108,-0.17511281084311925
A,PC30SEP08,20140501,0.41083634425635696,0.5144217278785495,-0.1035853836221925,0.28340928367413576,-0.1750225110806667
A,PC30SEP08,20141101,0.3683086566796028,0.4948981755848638,-0.12658951890526104,0.27047313092938285,-0.20836698867718306
A,PC30SEP08,20150501,0.3449755054416488,0.4591303356406189,-0.1141548301989701,0.26833996998363885,-0.21439873687167377
A,PC30SEP08,20151101,0.3700383700532517,0.4776687194764744,-0.1076303494232227,0.2737458549373477,-0.16711693679841222
A,PC30SEP08,20160501,0.43975282250653325,0.6224848722867689,-0.1827320497802356,0.2520052014319183,-0.25037593541160974
U,BASE,20091101,0.31181696017428173,0.31181696017428173,0.0,0.39408556459426625,0.0
U,BASE,20100501,0.34325826024313555,0.34325826024313555,0.0,0.409147353104931,0.0
U,BASE,20101101,0.35542754644866403,0.35542754644866403,0.0,0.39324282073871575,0.0
U,BASE,20110501,0.35205545330315013,0.35205545330315013,0.0,0.3647729757199829,0.0
U,BASE,20111101,0.40866771621870823,0.40866771621870823,0.0,0.4285504308984367,0.0
U,BASE,20120501,0.40612385797329575,0.40612385797329575,0.0,0.3736122674847171,0.0
U,BASE,20121101,0.45472581512554777,0.45472581512554777,0.0,0.39948708195876304,0.0
U,BASE,20130501,0.41846251497236175,0.41846251497236175,0.0,0.38459915257738175,0.0
U,BASE,20131101,0.43851624013044277,0.43851624013044277,0.0,0.3869648302613111,0.0
U,BASE,20140501,0.49313832646985545,0.49313832646985545,0.0,0.4033589906853601,0.0
U,BASE,20141101,0.44932688447424196,0.44932688447424196,0.0,0.3476932884032471,0.0
U,BASE,20150501,0.42148434421877456,0.42148434421877456,0.0,0.37556103687910847,0.0
U,BASE,20151101,0.46187897809178735,0.46187897809178735,0.0,0.36044186593102534,0.0
U,BASE,20160501,0.5417466219986864,0.5417466219986864,0.0,0.3427179004710299,0.0
U,PC25SEP08,20091101,0.2556827529042436,0.31181696017428173,-0.05613420727003815,0.22094252896982014,-0.1731430356244461
U,PC25SEP08,20100501,0.264420761774679,0.34325826024313555,-0.07883749846845656,0.2601716119347415,-0.14897574117018952
U,PC25SEP08,20101101,0.2890130932419215,0.35542754644866403,-0.06641445320674255,0.27650514944242666,-0.11673767129628909
U,PC25SEP08,20110501,0.2957440342517037,0.35205545330315013,-0.05631141905144643,0.2812115447444494,-0.08356143097553348
U,PC25SEP08,20111101,0.29542759344660774,0.40866771621870823,-0.1132401227721005,0.2552520252559747,-0.17329840564246202
U,PC25SEP08,20120501,0.3330813918578126,0.40612385797329575,-0.07304246611548315,0.2740932094778623,-0.09951905800685479
U,PC25SEP08,20121101,0.34855693937056764,0.45472581512554777,-0.10616887575498013,0.2668953607765647,-0.1325917211821983
U,PC25SEP08,20130501,0.3198902500446752,0.41846251497236175,-0.09857226492768656,0.24359505888647592,-0.14100409369090583
U,PC25SEP08,20131101,0.3396781845508714,0.43851624013044277,-0.09883805557957137,0.2276978148268054,-0.15926701543450572
U,PC25SEP08,20140501,0.3786520887191249,0.49313832646985545,-0.11448623775073052,0.24494314513774906,-0.158415845547611
U,PC25SEP08,20141101,0.31185836375357767,0.44932688447424196,-0.1374685207206643,0.18516964331763752,-0.16252364508560957
U,PC25SEP08,20150501,0.30433857656926033,0.42148434421877456,-0.11714576764951423,0.21760984042147458,-0.1579511964576339
U,PC25SEP08,20151101,0.3261130244354009,0.46187897809178735,-0.13576595365638644,0.2183744772281455,-0.14206738870287983
U,PC25SEP08,20160501,0.40898846125751476,0.5417466219986864,-0.13275816074117164,0.23877341295373355,-0.10394448751729635
strict_full,BASE,20091101,0.31367085096878133,0.31367085096878133,0.0,0.3544095416924453,0.0
strict_full,BASE,20100501,0.38489175716636725,0.38489175716636725,0.0,0.43631861480444867,0.0
strict_full,BASE,20101101,0.323746530123739,0.323746530123739,0.0,0.3859782705524575,0.0
strict_full,BASE,20110501,0.3153620966159747,0.3153620966159747,0.0,0.3915129252096141,0.0
strict_full,BASE,20111101,0.35929213628297796,0.35929213628297796,0.0,0.41101873589535254,0.0
strict_full,BASE,20120501,0.3631263206426567,0.3631263206426567,0.0,0.42024317160378377,0.0
strict_full,BASE,20121101,0.46003958605696127,0.46003958605696127,0.0,0.5617278124450173,0.0
strict_full,BASE,20130501,0.47077227598313964,0.47077227598313964,0.0,0.5419085641395134,0.0
strict_full,BASE,20131101,0.45307555049095805,0.45307555049095805,0.0,0.5071997026525257,0.0
strict_full,BASE,20140501,0.4601510201617345,0.4601510201617345,0.0,0.5168762095794048,0.0
strict_full,BASE,20141101,0.4791761673894679,0.4791761673894679,0.0,0.6244746201222773,0.0
strict_full,BASE,20150501,0.4807762757549656,0.4807762757549656,0.0,0.6312265110072364,0.0
strict_full,BASE,20151101,0.6167599051697947,0.6167599051697947,0.0,0.6608624679166513,0.0
strict_full,BASE,20160501,0.6501413301128931,0.6501413301128931,0.0,0.639114588903108,0.0
strict_full,PC20SSEP08,20091101,0.2767583762886141,0.31367085096878133,-0.03691247468016723,0.3110469575955175,-0.043362584096927836
strict_full,PC20SSEP08,20100501,0.2790108865380909,0.38489175716636725,-0.10588087062827634,0.29353281469642734,-0.14278580010802133
strict_full,PC20SSEP08,20101101,0.29259290021586426,0.323746530123739,-0.031153629907874736,0.30940866704254333,-0.07656960350991415
strict_full,PC20SSEP08,20110501,0.3093785886989855,0.3153620966159747,-0.005983507916989206,0.31521360935126674,-0.07629931585834737
strict_full,PC20SSEP08,20111101,0.3272423817458212,0.35929213628297796,-0.03204975453715675,0.3280000535080603,-0.08301868238729226
strict_full,PC20SSEP08,20120501,0.3303883765622193,0.3631263206426567,-0.0327379440804374,0.3115765005662321,-0.10866667103755168
strict_full,PC20SSEP08,20121101,0.34973820617570417,0.46003958605696127,-0.1103013798812571,0.3054468812365958,-0.25628093120842155
strict_full,PC20SSEP08,20130501,0.3593876631350468,0.47077227598313964,-0.11138461284809287,0.32779109010988394,-0.21411747402962944
strict_full,PC20SSEP08,20131101,0.37087220185073067,0.45307555049095805,-0.08220334864022738,0.3202613347153016,-0.18693836793722407
strict_full,PC20SSEP08,20140501,0.41023281125237143,0.4601510201617345,-0.04991820890936305,0.3370855504056849,-0.17979065917371995
strict_full,PC20SSEP08,20141101,0.38278396481173793,0.4791761673894679,-0.09639220257772996,0.3314637282728965,-0.2930108918493808
strict_full,PC20SSEP08,20150501,0.35711336744366773,0.4807762757549656,-0.12366290831129789,0.3351990086106367,-0.2960275023965997
strict_full,PC20SSEP08,20151101,0.4021637702866565,0.6167599051697947,-0.21459613488313822,0.35290709589796654,-0.3079553720186847
strict_full,PC20SSEP08,20160501,0.4757919317089807,0.6501413301128931,-0.1743493984039124,0.35855089840798193,-0.2805636904951261
strict_full,PC25SSEP08,20091101,0.2659289055268437,0.31367085096878133,-0.04774194544193766,0.2810059958264326,-0.07340354586601272
strict_full,PC25SSEP08,20100501,0.27853189022539504,0.38489175716636725,-0.10635986694097221,0.2820725001751323,-0.15424611462931637
strict_full,PC25SSEP08,20101101,0.28760595721918425,0.323746530123739,-0.036140572904554746,0.2928698272037944,-0.09310844334866308
strict_full,PC25SSEP08,20110501,0.30098757026481304,0.3153620966159747,-0.014374526351161654,0.3058983642326385,-0.08561456097697562
strict_full,PC25SSEP08,20111101,0.3323072857280789,0.35929213628297796,-0.026984850554899076,0.3241747134392283,-0.08684402245612421
strict_full,PC25SSEP08,20120501,0.3623744540291327,0.3631263206426567,-0.0007518666135239993,0.36580751811661516,-0.05443565348716861
strict_full,PC25SSEP08,20121101,0.37057478071751726,0.46003958605696127,-0.08946480533944401,0.35329040937417266,-0.20843740307084468
strict_full,PC25SSEP08,20130501,0.4060478665818399,0.47077227598313964,-0.06472440940129975,0.3762990299908944,-0.165609534148619
strict_full,PC25SSEP08,20131101,0.4003032918644922,0.45307555049095805,-0.05277225862646584,0.35516322884707163,-0.15203647380545404
strict_full,PC25SSEP08,20140501,0.47060858868710076,0.4601510201617345,0.010457568525366279,0.4040463514647812,-0.11282985811462365
strict_full,PC25SSEP08,20141101,0.4205056274714374,0.4791761673894679,-0.058670539918030506,0.3671154186348351,-0.2573592014874422
strict_full,PC25SSEP08,20150501,0.40798107883976176,0.4807762757549656,-0.07279519691520386,0.40231037439394624,-0.22891613661329013
strict_full,PC25SSEP08,20151101,0.4573421345753723,0.6167599051697947,-0.15941777059442241,0.4110135811346016,-0.24984888678204964
strict_full,PC25SSEP08,20160501,0.5327752268383024,0.6501413301128931,-0.11736610327459074,0.397125488030758,-0.24198910087235004
strict_full,PC30SSEP08,20091101,0.30287328763118126,0.31367085096878133,-0.010797563337600069,0.3329209871917016,-0.021488554500743717
strict_full,PC30SSEP08,20100501,0.29968749643532133,0.38489175716636725,-0.08520426073104592,0.31402334760578365,-0.12229526719866501
strict_full,PC30SSEP08,20101101,0.30729849276392596,0.323746530123739,-0.01644803735981304,0.3279129954133537,-0.058065275139103756
strict_full,PC30SSEP08,20110501,0.3198199197157312,0.3153620966159747,0.004457823099756508,0.3291964965939458,-0.06231642861566833
strict_full,PC30SSEP08,20111101,0.3488181453067123,0.35929213628297796,-0.010473990976265668,0.37640716369022265,-0.03461157220512989
strict_full,PC30SSEP08,20120501,0.37174233076967256,0.3631263206426567,0.00861601012701585,0.4017744836866157,-0.018468687917168047
strict_full,PC30SSEP08,20121101,0.4093358715108746,0.46003958605696127,-0.05070371454608669,0.3805265672809901,-0.18120124516402725
strict_full,PC30SSEP08,20130501,0.4011615432022899,0.47077227598313964,-0.06961073278084973,0.3772824181478991,-0.1646261459916143
strict_full,PC30SSEP08,20131101,0.4242975213854039,0.45307555049095805,-0.02877802910555416,0.4434947244168095,-0.06370497823571619
strict_full,PC30SSEP08,20140501,0.45341436275079006,0.4601510201617345,-0.006736657410944424,0.381049181231524,-0.13582702834788085
strict_full,PC30SSEP08,20141101,0.4176387672153081,0.4791761673894679,-0.06153740017415976,0.371455918651842,-0.25301870147043526
strict_full,PC30SSEP08,20150501,0.41228458662517853,0.4807762757549656,-0.06849168912978709,0.37787060725193977,-0.2533559037552966
strict_full,PC30SSEP08,20151101,0.46037985957985716,0.6167599051697947,-0.15638004558993757,0.3918295012250088,-0.26903296669164245
strict_full,PC30SSEP08,20160501,0.5452637003282466,0.6501413301128931,-0.10487762978464654,0.4204417186514664,-0.21867287025164162
strict_full,PC60SSEP08,20091101,0.31415756991365784,0.31367085096878133,0.00048671894487650746,0.3558518628478302,0.0014423211553848958
strict_full,PC60SSEP08,20100501,0.38489175716636725,0.38489175716636725,0.0,0.43631861480444867,0.0
strict_full,PC60SSEP08,20101101,0.35189308206209735,0.323746530123739,0.028146551938358355,0.48474047819888355,0.09876220764642607
strict_full,PC60SSEP08,20110501,0.3153620966159747,0.3153620966159747,0.0,0.3915129252096141,0.0
strict_full,PC60SSEP08,20111101,0.3354637799991984,0.35929213628297796,-0.02382835628377955,0.4050640902313021,-0.005954645664050462
strict_full,PC60SSEP08,20120501,0.4223481278640011,0.3631263206426567,0.0592218072213444,0.4812887837496631,0.061045612145879335
strict_full,PC60SSEP08,20121101,0.46003958605696127,0.46003958605696127,0.0,0.5617278124450173,0.0
strict_full,PC60SSEP08,20130501,0.47077227598313964,0.47077227598313964,0.0,0.5419085641395134,0.0
strict_full,PC60SSEP08,20131101,0.45307555049095805,0.45307555049095805,0.0,0.5071997026525257,0.0
strict_full,PC60SSEP08,20140501,0.4601510201617345,0.4601510201617345,0.0,0.5168762095794048,0.0
strict_full,PC60SSEP08,20141101,0.4576098576781187,0.4791761673894679,-0.021566309711349207,0.6110194295145726,-0.013455190607704726
strict_full,PC60SSEP08,20150501,0.4807762757549656,0.4807762757549656,0.0,0.6312265110072364,0.0
strict_full,PC60SSEP08,20151101,0.6167599051697947,0.6167599051697947,0.0,0.6608624679166513,0.0
strict_full,PC60SSEP08,20160501,0.6274079712829959,0.6501413301128931,-0.022733358829897243,0.6214424648890391,-0.017672124014068924
strict_A,BASE,20091101,0.3232108008631567,0.3232108008631567,0.0,0.38868129746721003,0.0
strict_A,BASE,20100501,0.3468375831056316,0.3468375831056316,0.0,0.39870886131864247,0.0
strict_A,BASE,20101101,0.3807199954694829,0.3807199954694829,0.0,0.41497696859015143,0.0
strict_A,BASE,20110501,0.4009930055647246,0.4009930055647246,0.0,0.4116902613952864,0.0
strict_A,BASE,20111101,0.42933291939613993,0.42933291939613993,0.0,0.43825581524731594,0.0
strict_A,BASE,20120501,0.448898667159376,0.448898667159376,0.0,0.42844376276060747,0.0
strict_A,BASE,20121101,0.4971799987441856,0.4971799987441856,0.0,0.4498175883019415,0.0
strict_A,BASE,20130501,0.437021650121864,0.437021650121864,0.0,0.41909421346139597,0.0
strict_A,BASE,20131101,0.4814036113823643,0.4814036113823643,0.0,0.47078646023333004,0.0
strict_A,BASE,20140501,0.5144217278785495,0.5144217278785495,0.0,0.45843179475480245,0.0
strict_A,BASE,20141101,0.4948981755848638,0.4948981755848638,0.0,0.4788401196065659,0.0
strict_A,BASE,20150501,0.4591303356406189,0.4591303356406189,0.0,0.4827387068553126,0.0
strict_A,BASE,20151101,0.4776687194764744,0.4776687194764744,0.0,0.44086279173575993,0.0
strict_A,BASE,20160501,0.6224848722867689,0.6224848722867689,0.0,0.502381136843528,0.0
strict_A,PC20SSEP08,20091101,0.2359681066861219,0.3232108008631567,-0.08724269417703479,0.2481033239679733,-0.14057797349923673
strict_A,PC20SSEP08,20100501,0.24856983834327817,0.3468375831056316,-0.09826774476235345,0.26447789533196553,-0.13423096598667694
strict_A,PC20SSEP08,20101101,0.26564032490499967,0.3807199954694829,-0.1150796705644832,0.27159546520667033,-0.1433815033834811
strict_A,PC20SSEP08,20110501,0.27689649912017544,0.4009930055647246,-0.12409650644454917,0.284891715042336,-0.1267985463529504
strict_A,PC20SSEP08,20111101,0.28733531617793284,0.42933291939613993,-0.1419976032182071,0.2797881272653895,-0.15846768798192645
strict_A,PC20SSEP08,20120501,0.3062095616388698,0.448898667159376,-0.14268910552050618,0.2898686834312574,-0.1385750793293501
strict_A,PC20SSEP08,20121101,0.33697371886321004,0.4971799987441856,-0.16020627988097558,0.29465157798119623,-0.15516601032074528
strict_A,PC20SSEP08,20130501,0.33361645786743344,0.437021650121864,-0.10340519225443057,0.2728678023757649,-0.14622641108563106
strict_A,PC20SSEP08,20131101,0.3571307379567674,0.4814036113823643,-0.1242728734255969,0.2666778536028822,-0.20410860663044783
strict_A,PC20SSEP08,20140501,0.39538311120862213,0.5144217278785495,-0.11903861666992732,0.2752132446984543,-0.18321855005634813
strict_A,PC20SSEP08,20141101,0.323817795612771,0.4948981755848638,-0.1710803799720928,0.2335181048938817,-0.24532201471268422
strict_A,PC20SSEP08,20150501,0.29814118755710406,0.4591303356406189,-0.16098914808351483,0.245203729229722,-0.23753497762559062
strict_A,PC20SSEP08,20151101,0.32256438580670377,0.4776687194764744,-0.1551043336697706,0.2629868237228632,-0.17787596801289673
strict_A,PC20SSEP08,20160501,0.3815848659592378,0.6224848722867689,-0.24090000632753106,0.255182151161953,-0.24719898568157506
strict_A,PC25SSEP08,20091101,0.2680889041700707,0.3232108008631567,-0.05512189669308598,0.25880129290434617,-0.12988000456286386
strict_A,PC25SSEP08,20100501,0.2823854900020413,0.3468375831056316,-0.06445209310359035,0.28772142706939174,-0.11098743424925073
strict_A,PC25SSEP08,20101101,0.3072002639007201,0.3807199954694829,-0.07351973156876279,0.30518719819212126,-0.10978977039803017
strict_A,PC25SSEP08,20110501,0.31489290722292407,0.4009930055647246,-0.08610009834180055,0.30115204196324163,-0.11053821943204478
