group,arm,start,end,cagr,cagr_delta_pp,mdd,mdd_delta_pp
U4,BL10400OP09,2009-11-01,2026-08-28,0.3307906471263029,0.5948781337981268,0.7224688011979414,-0.5914429381274955
U4,BL10400OP09,2011-11-01,2026-08-28,0.4165406608569324,-1.7847685575815175,0.6709683729749081,1.8720096218813431
U4,BL10414OP09,2009-11-01,2026-08-28,0.32213810055184355,-0.2703765236478084,0.725395173025752,-0.29880575534644294
U4,BL10414OP09,2011-11-01,2026-08-28,0.4190356962604156,-1.5352650172332005,0.6352430104194993,-1.7005266336595382
U4,BL10500OP09,2009-11-01,2026-08-28,0.3192067251336619,-0.5635140654659754,0.7385290240090945,1.0145793429878092
U4,BL10500OP09,2011-11-01,2026-08-28,0.41017647549727165,-2.4211870935475943,0.6482374597889651,-0.4010816967129571
U4,BL10600OP09,2009-11-01,2026-08-28,0.3391529176594279,1.4311051871106262,0.7626688050077163,3.4285574428499888
U4,BL10600OP09,2011-11-01,2026-08-28,0.43417830641365907,-0.021004001908853098,0.6487960011120977,-0.34522756439969715
U4,BL10800OP09,2009-11-01,2026-08-28,0.33925176096821974,1.4409895179898102,0.77615587863686,4.777264805764359
U4,BL10800OP09,2011-11-01,2026-08-28,0.42194816260899626,-1.2440183823751338,0.633004857181594,-1.9243419574500598
U4,BL10900OP09,2009-11-01,2026-08-28,0.3328966848786168,0.8054819090295151,0.7844185640262179,5.603533344700152
U4,BL10900OP09,2011-11-01,2026-08-28,0.4562303755778918,2.1842029145144215,0.624042063814362,-2.8206212941732645
U4,BL11000OP09,2009-11-01,2026-08-28,0.3550712109616345,3.0229345173312883,0.7782424918596276,4.985926128041118
U4,BL11000OP09,2011-11-01,2026-08-28,0.4468712696321455,1.2482923199397922,0.6320732806527749,-2.0174996103319742
U4,BL11100OP09,2009-11-01,2026-08-28,0.30611355931777773,-1.872830647054391,0.77309374742772,4.471051684850358
U4,BL11100OP09,2011-11-01,2026-08-28,0.4047910845204701,-2.9597261912277517,0.6138541334062106,-3.8394143349884002
U4,BL11200OP09,2009-11-01,2026-08-28,0.30533825269538184,-1.9503613092939798,0.7775406454374874,4.9157414858270965
U4,BL11200OP09,2011-11-01,2026-08-28,0.4149566951451824,-1.9431651287565188,0.6363399279555051,-1.5908348800589556
U4,BL11400OP09,2009-11-01,2026-08-28,0.2882300528195263,-3.6611812968795343,0.780177852060411,5.1794621481194625
U4,BL11400OP09,2011-11-01,2026-08-28,0.3711332779536478,-6.3255068479099785,0.6572049853748163,0.49567086187216614
U4,BL11500OP09,2009-11-01,2026-08-28,0.2579456232431534,-6.689624254516824,0.780996160978523,5.261293039930659
U4,BL11500OP09,2011-11-01,2026-08-28,0.37205929621627143,-6.232905021647617,0.6570374280551647,0.47891512990700935
U4,BL17500OP09,2009-11-01,2026-08-28,0.3425017855096413,1.765991972131964,0.723318900213809,-0.5064330365407432
U4,BL17500OP09,2011-11-01,2026-08-28,0.4315497552525258,-0.28385911802217834,0.6593951973818508,0.714692062575617
U5,BASE,2009-11-01,2026-08-28,0.3100920074938911,0.0,0.6926906477694499,0.0
U5,BASE,2011-11-01,2026-08-28,0.41413900022826233,0.0,0.7118909957138473,0.0
U5,BL08500OP09,2009-11-01,2026-08-28,0.3345726188538447,2.448061135995361,0.5833914194289671,-10.929922834048277
U5,BL08500OP09,2011-11-01,2026-08-28,0.38745738325326395,-2.668161697499838,0.5833914194289671,-12.849957628488017
U6,BASE,2009-11-01,2026-08-28,0.297016684127815,0.0,0.7283832305792164,0.0
U6,BASE,2011-11-01,2026-08-28,0.39675730587595437,0.0,0.6522482767560946,0.0
U6,BL09000OP09,2009-11-01,2026-08-28,0.35142253085695274,5.440584672913773,0.6014093417505503,-12.697388882866612
U6,BL09000OP09,2011-11-01,2026-08-28,0.40735060000165757,1.05932941257032,0.6014093417505503,-5.083893500554437
U6,BL09100OP09,2009-11-01,2026-08-28,0.3380638210182383,4.1047136890423275,0.6714491466540624,-5.693408392515398
U6,BL09100OP09,2011-11-01,2026-08-28,0.3915763769585803,-0.5180928917374095,0.6714491466540624,1.9200869897967765
U6,BL09400OP09,2009-11-01,2026-08-28,0.35232569774239497,5.530901361457996,0.6478407752018327,-8.05424553773837
U6,BL09400OP09,2011-11-01,2026-08-28,0.38351021181591816,-1.3247094060036213,0.6739534293293631,2.170515257326844
U6,BL10000OP09,2009-11-01,2026-08-28,0.3081752075688562,1.115852344104118,0.6421092543110689,-8.627397626814748
U6,BL10000OP09,2011-11-01,2026-08-28,0.36740802568669984,-2.9349280189254534,0.6655406732603157,1.3292396504221093
U6,BL10100OP09,2009-11-01,2026-08-28,0.2764555827206119,-2.056110140720313,0.6722162423320157,-5.616698824720068
U6,BL10100OP09,2011-11-01,2026-08-28,0.37604150961916405,-2.071579625679032,0.608293612297426,-4.3954664458668695
U6,BL10700OP09,2009-11-01,2026-08-28,0.2968696298293496,-0.014705429846539886,0.7679015245339083,3.9518293954691863
U6,BL10700OP09,2011-11-01,2026-08-28,0.4063497761182109,0.9592470242256512,0.6157739957049291,-3.647428105116557
U6,BL11600OP09,2009-11-01,2026-08-28,0.26521994925305625,-3.179673487475876,0.7850738274403137,5.669059686109734
U6,BL11600OP09,2011-11-01,2026-08-28,0.3225860646991707,-7.417124117678364,0.6223262399260918,-2.992203683000283
U6,BL11800OP09,2009-11-01,2026-08-28,0.27360981953692276,-2.340686459089225,0.7266627928672702,-0.17204377119461878
U6,BL11800OP09,2011-11-01,2026-08-28,0.32633566670932,-7.042163916663435,0.6211698428762289,-3.1078433879865752
U6,BL11900OP09,2009-11-01,2026-08-28,0.3000544517653514,0.30377676375363816,0.7320694374151683,0.36862068359518885
U6,BL11900OP09,2011-11-01,2026-08-28,0.3492977342874122,-4.745957158854219,0.6271826244776566,-2.5065652278438044
U6,BL14000OP09,2009-11-01,2026-08-28,0.3519146188939146,5.489793476609961,0.653124105471097,-7.5259125108119385
U6,BL14000OP09,2011-11-01,2026-08-28,0.3851607387516154,-1.1596567124338986,0.6280583501375265,-2.4189926618568114
U6,BL15000OP09,2009-11-01,2026-08-28,0.3451362859937728,4.811960186595776,0.6819746344138995,-4.6408596165316895
U6,BL15000OP09,2011-11-01,2026-08-28,0.38941483213672345,-0.7342473739230915,0.6495582069099516,-0.26900698461430617
U6,BL20000OP09,2009-11-01,2026-08-28,0.31933284703209264,2.2316162904277626,0.7257939135774283,-0.2589317001788105
U6,BL20000OP09,2011-11-01,2026-08-28,0.374715743321971,-2.2041562553983374,0.6519590819886518,-0.028919476744282413
U7,BASE,2009-11-01,2026-08-28,0.33481608440884103,0.0,0.7282473905946059,0.0
U7,BASE,2011-11-01,2026-08-28,0.4646927860591885,0.0,0.6228121829957309,0.0
U7,BL09500OP09,2009-11-01,2026-08-28,0.3731669102343804,3.835082582553939,0.5766318233318392,-15.16155672627667
U7,BL09500OP09,2011-11-01,2026-08-28,0.4244481739325716,-4.02446121266169,0.6768106945026839,5.399851150695301
U8,BASE,2009-11-01,2026-08-28,0.31148222010106896,0.0,0.7283832305792164,0.0
U8,BASE,2011-11-01,2026-08-28,0.4418410508143582,0.0,0.6522482767560946,0.0
U8,BL11300OP09,2009-11-01,2026-08-28,0.3077843313271127,-0.36978887739562705,0.7747055199453934,4.632228936617699
U8,BL11300OP09,2011-11-01,2026-08-28,0.3812491353027767,-6.05919155115815,0.6570435504224339,0.47952736663392503
