group,arm,metric,level_median,paired_delta_median,positive_starts
full,WCREPSEP09,Calmar,0.6413548746629865,0.043454492048894955,11
full,WCREPSEP09,平均仓位,1.661970792097153,0.0029825535849290485,11
full,WCREPSEP09,年均换手,6.434867363767403,-0.6603602982990346,1
full,WCREPSEP09,持仓数中位,7.0,0.0,4
full,WCREPSEP09,单票权重中位,0.6475402491671144,0.0013252784568395515,8
full,WCREPSEP09,单票权重P90,0.8828691483503548,-0.0015272957148773636,7
full,WCREPSEP09,单票权重最大,1.0250460276822746,-0.04497712118008573,4
full,WCREPSEP09,前三权重中位,1.4442277461143582,-0.008282032550625429,6
full,WCREPSEP09,单票超60%天数占比,0.7832682137889405,0.013286852854853759,9
full,WCREPSEP09,滚动3年年化中位,0.5024785796375869,0.028060915008060405,9
full,WCREPSEP09,滚动3年回撤中位,0.44067097110041814,0.0014650899279312068,7
full,WCREPSEP09,滚动3年Calmar中位,1.1389710592829045,0.11584779950934249,11
full,WCREPSEP09,滚动3年Sharpe中位,1.0160968772757442,0.04435861926098028,11
full,WCREPSEP09,滚动3年为负的窗口占比,0.011596703086064787,0.0,3
full,WCREPSEP09,滚动5年年化中位,0.519491954254418,0.02965076148310075,10
full,WCREPSEP09,滚动5年年化P25,0.4258005079782211,0.021567664366050066,12
full,WCREPSEP09,滚动5年年化最差,0.107727158176671,0.005172955083982744,10
full,WCREPSEP09,滚动5年回撤中位,0.45762222108711903,-0.001528197935809661,6
full,WCREPSEP09,滚动5年Calmar中位,1.1388134854515277,0.11738482259466543,12
full,WCREPSEP09,滚动5年Sharpe中位,1.0276178207690303,0.04467571567897599,10
full,WCREPSEP09,滚动5年为负的窗口占比,0.0,0.0,1
full,WCREPSEP09,滚动5年窗口数,102.0,0.0,0
full,WCREPSEP09,互不重叠5年块中位,0.6588318960429878,0.039676677141186,10
full,WCREPSEP09,滚动10年年化中位,0.4561151910721789,0.027594359042871774,11
full,WCREPSEP09,滚动10年窗口数,42.0,0.0,0
full,WCREPSEP09,逐年收益中位,0.3892617948371805,-0.023444783069921205,4
full,WCREPSEP09,逐年为正比例,0.75,0.0,0
full,WCREPSEP09,逐年最差,-0.20575020076733935,0.011171668376813715,8
full,WCREPSEP09,完整自然年数,12.5,0.0,0
full,WCREPSEP09,强平次数,0.0,0.0,0
full,WCREPSEP09,最低担保比例,1.7648004195131306,-0.025221445855061697,6
full,WCREPSEP09,最低股票同跌缓冲,0.26337279502548017,-0.011310458165687931,6
full,WCREPSEP09,最低总资产冲击缓冲,0.2633727950254801,-0.011310458165687876,6
full,WCREPSEP09,rf覆盖率,1.0,0.0,0
full,WCREPSEP09,年化_交易日口径,0.44333552026082734,0.025055234513538638,10
full,WCREPSEP09,最低担保比例日,20150825.0,0.0,4
full,WCREPSEP09,最低股票同跌缓冲日,20150825.0,0.0,4
full,WCREPSEP09,滚动5年年化最差窗口末日,20190829.0,0.0,1
full,WCREPSEP09,最大回撤起日,20150612.0,0.0,4
full,WCREPSEP09,最大回撤止日,20160530.0,-3.0,2
full,WCREPSEP09,末次净值日,20260828.0,0.0,0
full,WCOPM14SEP09,年化,0.4517644862797847,0.009298210717676003,7
full,WCOPM14SEP09,最大回撤,0.653729500423996,-0.017782754450040406,3
full,WCOPM14SEP09,Sharpe,0.9505270535955057,0.008989238208804595,7
full,WCOPM14SEP09,Calmar,0.6272799068371757,0.02571189717200506,9
full,WCOPM14SEP09,平均仓位,1.6533797489636914,0.001050157242245331,8
full,WCOPM14SEP09,年均换手,6.591027162026602,-0.5376087152147901,3
full,WCOPM14SEP09,持仓数中位,7.0,0.5,7
full,WCOPM14SEP09,单票权重中位,0.6538114952154181,0.005816670622597109,9
full,WCOPM14SEP09,单票权重P90,0.8623512171238036,-0.02587490361608913,4
full,WCOPM14SEP09,单票权重最大,1.0160521457318745,-0.05227679853782047,5
full,WCOPM14SEP09,前三权重中位,1.4386793863920437,0.001689082000572939,7
full,WCOPM14SEP09,单票超60%天数占比,0.811296265328874,0.04442506071600871,11
full,WCOPM14SEP09,滚动3年年化中位,0.4721638211154322,-0.02496373535458496,4
full,WCOPM14SEP09,滚动3年回撤中位,0.4336699849567569,0.00023542941505960702,7
full,WCOPM14SEP09,滚动3年Calmar中位,1.0921926462026992,-0.005528235018171235,6
full,WCOPM14SEP09,滚动3年Sharpe中位,0.9953964305775611,-0.0241708170200719,4
full,WCOPM14SEP09,滚动3年为负的窗口占比,0.011472448057813913,-0.0032679738562091526,3
full,WCOPM14SEP09,滚动5年年化中位,0.4834286630063017,-0.03475706587238869,4
full,WCOPM14SEP09,滚动5年年化P25,0.40168943516874456,0.014659082041105886,8
full,WCOPM14SEP09,滚动5年年化最差,0.13850383043368486,0.01822657750540768,9
full,WCOPM14SEP09,滚动5年回撤中位,0.44703282746379364,-0.005032597946588724,5
full,WCOPM14SEP09,滚动5年Calmar中位,1.0639896546211445,-0.008968361189940599,7
full,WCOPM14SEP09,滚动5年Sharpe中位,0.9991534333606719,-0.03450131074718543,4
full,WCOPM14SEP09,滚动5年为负的窗口占比,0.0,0.0,1
full,WCOPM14SEP09,滚动5年窗口数,102.0,0.0,0
full,WCOPM14SEP09,互不重叠5年块中位,0.622123481783832,0.005165682956548567,7
full,WCOPM14SEP09,滚动10年年化中位,0.4679708381345582,0.01377477575735575,8
full,WCOPM14SEP09,滚动10年窗口数,42.0,0.0,0
full,WCOPM14SEP09,逐年收益中位,0.3653755655072778,-0.04788364232251824,4
full,WCOPM14SEP09,逐年为正比例,0.7692307692307693,0.0,2
full,WCOPM14SEP09,逐年最差,-0.23440170752418388,0.01711921665133348,9
full,WCOPM14SEP09,完整自然年数,12.5,0.0,0
full,WCOPM14SEP09,强平次数,0.0,0.0,0
full,WCOPM14SEP09,最低担保比例,1.7969996177970566,-0.047451514825568086,3
full,WCOPM14SEP09,最低股票同跌缓冲,0.276568222362223,-0.017747637055035265,3
full,WCOPM14SEP09,最低总资产冲击缓冲,0.27656822236222295,-0.017747637055035237,3
full,WCOPM14SEP09,rf覆盖率,1.0,0.0,0
full,WCOPM14SEP09,年化_交易日口径,0.4530618079607446,0.009344709079469937,7
full,WCOPM14SEP09,最低担保比例日,20150825.0,0.0,4
full,WCOPM14SEP09,最低股票同跌缓冲日,20150825.0,0.0,4
full,WCOPM14SEP09,滚动5年年化最差窗口末日,20190829.0,0.0,4
full,WCOPM14SEP09,最大回撤起日,20150612.0,0.0,5
full,WCOPM14SEP09,最大回撤止日,20160366.5,-43.0,4
full,WCOPM14SEP09,末次净值日,20260828.0,0.0,0
full,WCOPM15SEP09,年化,0.4399784819435557,-0.015098373318728209,6
full,WCOPM15SEP09,最大回撤,0.6713525436046097,-0.009741749933946331,4
full,WCOPM15SEP09,Sharpe,0.9377811233518321,-0.015344947542475562,6
full,WCOPM15SEP09,Calmar,0.6112967542876724,0.0022645966276378937,7
full,WCOPM15SEP09,平均仓位,1.655891014510059,0.005237748324252167,10
full,WCOPM15SEP09,年均换手,6.498829687652423,-0.6875360531665002,2
full,WCOPM15SEP09,持仓数中位,6.5,0.0,4
full,WCOPM15SEP09,单票权重中位,0.6517792838607812,0.0022159504338460922,8
full,WCOPM15SEP09,单票权重P90,0.9046935527305119,-0.0243869333594256,5
full,WCOPM15SEP09,单票权重最大,1.0827311512259254,-0.03271848662409793,5
full,WCOPM15SEP09,前三权重中位,1.441762761420445,-0.016327252244556778,4
full,WCOPM15SEP09,单票超60%天数占比,0.7828710943103894,0.022683664906413492,9
full,WCOPM15SEP09,滚动3年年化中位,0.4833704526729534,-0.028993677226532455,4
full,WCOPM15SEP09,滚动3年回撤中位,0.44422268770872486,0.0036749998009271145,9
full,WCOPM15SEP09,滚动3年Calmar中位,1.1152805659294587,-0.03387529637465575,5
full,WCOPM15SEP09,滚动3年Sharpe中位,1.0057939038541095,-0.029745578388304605,5
full,WCOPM15SEP09,滚动3年为负的窗口占比,0.012256442489000628,0.0,3
full,WCOPM15SEP09,滚动5年年化中位,0.5156259654700599,-0.028796861166677123,5
full,WCOPM15SEP09,滚动5年年化P25,0.4206518606157663,0.005898948674476379,10
full,WCOPM15SEP09,滚动5年年化最差,0.12364516638497658,0.012372400903492231,9
full,WCOPM15SEP09,滚动5年回撤中位,0.4706000611807879,-0.02004775753384591,4
full,WCOPM15SEP09,滚动5年Calmar中位,1.0928334100588741,0.00704151280580767,7
full,WCOPM15SEP09,滚动5年Sharpe中位,1.0309213939920505,-0.020343209915553218,5
full,WCOPM15SEP09,滚动5年为负的窗口占比,0.0,0.0,1
full,WCOPM15SEP09,滚动5年窗口数,102.0,0.0,0
full,WCOPM15SEP09,互不重叠5年块中位,0.637541759611223,-0.029911824828501743,6
full,WCOPM15SEP09,滚动10年年化中位,0.44649772814486255,-0.010758362229404406,6
full,WCOPM15SEP09,滚动10年窗口数,42.0,0.0,0
full,WCOPM15SEP09,逐年收益中位,0.3821417453870071,-0.05458260789731878,3
full,WCOPM15SEP09,逐年为正比例,0.7512820512820513,0.0,2
full,WCOPM15SEP09,逐年最差,-0.245983462183832,0.015468096401963505,10
full,WCOPM15SEP09,完整自然年数,12.5,0.0,0
full,WCOPM15SEP09,强平次数,0.0,0.0,0
full,WCOPM15SEP09,最低担保比例,1.8315597123176524,-0.019183167176516136,5
full,WCOPM15SEP09,最低股票同跌缓冲,0.29021400135087505,-0.007754929031519184,5
full,WCOPM15SEP09,最低总资产冲击缓冲,0.29021400135087505,-0.007754929031519253,5
full,WCOPM15SEP09,rf覆盖率,1.0,0.0,0
full,WCOPM15SEP09,年化_交易日口径,0.4417034655177755,-0.015157699710584671,6
full,WCOPM15SEP09,最低担保比例日,20150825.0,0.0,5
full,WCOPM15SEP09,最低股票同跌缓冲日,20150825.0,0.0,5
full,WCOPM15SEP09,滚动5年年化最差窗口末日,20181228.0,0.0,3
full,WCOPM15SEP09,最大回撤起日,20150610.5,0.0,2
full,WCOPM15SEP09,最大回撤止日,20160366.5,-1.5,3
full,WCOPM15SEP09,末次净值日,20260828.0,0.0,0
full,WCOPM16SEP09,年化,0.46412732638322873,0.03974058980047457,9
full,WCOPM16SEP09,最大回撤,0.6547254748219249,-0.039579549623529164,1
full,WCOPM16SEP09,Sharpe,0.9820603612957275,0.06001916673095731,9
full,WCOPM16SEP09,Calmar,0.6969537719616092,0.09854180207240576,11
full,WCOPM16SEP09,平均仓位,1.6544494002133008,-0.002236858713014711,7
full,WCOPM16SEP09,年均换手,6.583395455511786,-0.49998017532798045,3
full,WCOPM16SEP09,持仓数中位,7.0,0.0,5
full,WCOPM16SEP09,单票权重中位,0.6470211335547716,0.0009560068579199665,8
full,WCOPM16SEP09,单票权重P90,0.8497389751036734,-0.029460537807189657,1
full,WCOPM16SEP09,单票权重最大,1.0119462831420512,-0.1016923362734573,2
full,WCOPM16SEP09,前三权重中位,1.436713342823285,-0.015401134367078129,4
full,WCOPM16SEP09,单票超60%天数占比,0.7755268342054582,0.014748384526865499,10
full,WCOPM16SEP09,滚动3年年化中位,0.5173958767742424,0.041266309894980036,9
full,WCOPM16SEP09,滚动3年回撤中位,0.4410737737523209,0.008762872720833648,10
full,WCOPM16SEP09,滚动3年Calmar中位,1.150996143569933,0.08286470634281029,9
full,WCOPM16SEP09,滚动3年Sharpe中位,1.0567641336616114,0.06999270887372044,9
full,WCOPM16SEP09,滚动3年为负的窗口占比,0.014499605988967691,0.0,3
full,WCOPM16SEP09,滚动5年年化中位,0.5227258751583901,0.014672487750924779,8
full,WCOPM16SEP09,滚动5年年化P25,0.4533158383835154,0.05482093949457534,9
full,WCOPM16SEP09,滚动5年年化最差,0.13218513693751754,0.02564114578595439,10
full,WCOPM16SEP09,滚动5年回撤中位,0.4563388338386692,-0.02201306016988619,6
full,WCOPM16SEP09,滚动5年Calmar中位,1.1070080972961058,0.054183976918855126,10
full,WCOPM16SEP09,滚动5年Sharpe中位,1.046578249770514,0.028069949319686538,9
full,WCOPM16SEP09,滚动5年为负的窗口占比,0.0,0.0,1
full,WCOPM16SEP09,滚动5年窗口数,102.0,0.0,0
full,WCOPM16SEP09,互不重叠5年块中位,0.6532722213482911,0.06736986564398789,9
full,WCOPM16SEP09,滚动10年年化中位,0.47998496123886314,0.037540095801297246,9
full,WCOPM16SEP09,滚动10年窗口数,42.0,0.0,0
full,WCOPM16SEP09,逐年收益中位,0.39264225427239846,-0.034910744712329134,3
full,WCOPM16SEP09,逐年为正比例,0.7692307692307693,0.0,2
full,WCOPM16SEP09,逐年最差,-0.20359280975947364,0.024793898025271877,10
full,WCOPM16SEP09,完整自然年数,12.5,0.0,0
full,WCOPM16SEP09,强平次数,0.0,0.0,0
full,WCOPM16SEP09,最低担保比例,1.7881350438817494,-0.026817841732362346,4
full,WCOPM16SEP09,最低股票同跌缓冲,0.2729055121082645,-0.011103743921761347,4
full,WCOPM16SEP09,最低总资产冲击缓冲,0.2729055121082645,-0.011103743921761333,4
full,WCOPM16SEP09,rf覆盖率,1.0,0.0,0
full,WCOPM16SEP09,年化_交易日口径,0.4655047925597805,0.03987455202662327,9
full,WCOPM16SEP09,最低担保比例日,20150825.0,0.0,4
full,WCOPM16SEP09,最低股票同跌缓冲日,20150825.0,0.0,4
full,WCOPM16SEP09,滚动5年年化最差窗口末日,20190829.0,0.0,4
full,WCOPM16SEP09,最大回撤起日,20150612.0,0.0,6
full,WCOPM16SEP09,最大回撤止日,20160201.0,-2.5,2
full,WCOPM16SEP09,末次净值日,20260828.0,0.0,0
full,WCOPRAWSEP09,年化,0.4572364093852366,0.023111353603847307,10
full,WCOPRAWSEP09,最大回撤,0.6689672533939561,-0.01300683464595026,4
full,WCOPRAWSEP09,Sharpe,0.9588288100685181,0.033709377457284695,11
full,WCOPRAWSEP09,Calmar,0.6561606351855063,0.0446700361511459,11
full,WCOPRAWSEP09,平均仓位,1.660779467976345,0.005163201831042463,11
full,WCOPRAWSEP09,年均换手,6.627633597933826,-0.515625518903946,3
full,WCOPRAWSEP09,持仓数中位,7.0,0.0,5
full,WCOPRAWSEP09,单票权重中位,0.6461551739358572,0.0018635515865767505,8
full,WCOPRAWSEP09,单票权重P90,0.8741921281231362,0.002126413892950152,7
full,WCOPRAWSEP09,单票权重最大,1.0338705467971252,-0.027339388245995633,5
full,WCOPRAWSEP09,前三权重中位,1.4531012607812244,0.011225277422431845,9
full,WCOPRAWSEP09,单票超60%天数占比,0.7937519104160513,0.013873360380395938,9
full,WCOPRAWSEP09,滚动3年年化中位,0.4989443992397642,0.0018530181488829456,8
full,WCOPRAWSEP09,滚动3年回撤中位,0.4397975657240146,-0.002589284373104739,6
full,WCOPRAWSEP09,滚动3年Calmar中位,1.1804249293583802,0.056468348714242445,13
full,WCOPRAWSEP09,滚动3年Sharpe中位,1.0315887720922872,0.016838707921599527,10
full,WCOPRAWSEP09,滚动3年为负的窗口占比,0.012256442489000628,0.0,3
full,WCOPRAWSEP09,滚动5年年化中位,0.5199538620061581,0.013991510038304122,9
full,WCOPRAWSEP09,滚动5年年化P25,0.40994352866334094,0.017282175059448845,11
full,WCOPRAWSEP09,滚动5年年化最差,0.1084102845327164,0.006852637563754982,9
full,WCOPRAWSEP09,滚动5年回撤中位,0.4697761783723764,0.0010114117492809327,7
full,WCOPRAWSEP09,滚动5年Calmar中位,1.1286076723010412,0.04645894714344989,11
full,WCOPRAWSEP09,滚动5年Sharpe中位,1.036881265922844,0.01709815578766205,9
full,WCOPRAWSEP09,滚动5年为负的窗口占比,0.0,0.0,1
full,WCOPRAWSEP09,滚动5年窗口数,102.0,0.0,0
full,WCOPRAWSEP09,互不重叠5年块中位,0.6611546440962315,0.03678399671110122,9
full,WCOPRAWSEP09,滚动10年年化中位,0.4529726284620733,0.02266051421087112,9
full,WCOPRAWSEP09,滚动10年窗口数,42.0,0.0,0
full,WCOPRAWSEP09,逐年收益中位,0.38483104075315044,-0.004950465282812733,5
full,WCOPRAWSEP09,逐年为正比例,0.7596153846153846,0.0,0
full,WCOPRAWSEP09,逐年最差,-0.25567271903599903,0.011171668376813715,8
full,WCOPRAWSEP09,完整自然年数,12.5,0.0,0
full,WCOPRAWSEP09,强平次数,0.0,0.0,0
full,WCOPRAWSEP09,最低担保比例,1.7861478545457574,-0.013712734716462616,6
full,WCOPRAWSEP09,最低股票同跌缓冲,0.2721710203079535,-0.005684150403547555,6
full,WCOPRAWSEP09,最低总资产冲击缓冲,0.27217102030795354,-0.005684150403547583,6
full,WCOPRAWSEP09,rf覆盖率,1.0,0.0,0
full,WCOPRAWSEP09,年化_交易日口径,0.4587947838762385,0.023203340150583562,10
full,WCOPRAWSEP09,最低担保比例日,20150825.0,0.0,3
full,WCOPRAWSEP09,最低股票同跌缓冲日,20150825.0,0.0,3
full,WCOPRAWSEP09,滚动5年年化最差窗口末日,20190829.0,0.0,2
full,WCOPRAWSEP09,最大回撤起日,20150612.0,0.0,3
full,WCOPRAWSEP09,最大回撤止日,20160530.0,-3.0,1
full,WCOPRAWSEP09,末次净值日,20260828.0,0.0,0
A,BASE,年化,0.45401450139999744,0.0,0
A,BASE,最大回撤,0.6582000242328675,0.0,0
A,BASE,Sharpe,1.0370962320141566,0.0,0
A,BASE,Calmar,0.6747463985677112,0.0,0
A,BASE,平均仓位,1.5835488218897908,0.0,0
A,BASE,年均换手,5.973390000278474,0.0,0
A,BASE,持仓数中位,7.0,0.0,0
A,BASE,单票权重中位,0.6137338061577555,0.0,0
A,BASE,单票权重P90,0.7128792284279055,0.0,0
A,BASE,单票权重最大,0.9504507999155941,0.0,0
A,BASE,前三权重中位,1.3427350921362589,0.0,0
A,BASE,单票超60%天数占比,0.6096718564003442,0.0,0
A,BASE,滚动3年年化中位,0.4324708021331657,0.0,0
A,BASE,滚动3年回撤中位,0.4686862163495237,0.0,0
A,BASE,滚动3年Calmar中位,0.9958619265537592,0.0,0
A,BASE,滚动3年Sharpe中位,1.0506377202057893,0.0,0
A,BASE,滚动3年为负的窗口占比,0.0,0.0,0
A,BASE,滚动5年年化中位,0.43955930349153793,0.0,0
A,BASE,滚动5年年化P25,0.35646122698970206,0.0,0
A,BASE,滚动5年年化最差,0.08026727371670117,0.0,0
A,BASE,滚动5年回撤中位,0.5449802849042681,0.0,0
A,BASE,滚动5年Calmar中位,0.8079992564951128,0.0,0
A,BASE,滚动5年Sharpe中位,1.01676057590887,0.0,0
A,BASE,滚动5年为负的窗口占比,0.0,0.0,0
A,BASE,滚动5年窗口数,102.0,0.0,0
A,BASE,互不重叠5年块中位,0.6011184228786703,0.0,0
A,BASE,滚动10年年化中位,0.4297800650769531,0.0,0
A,BASE,滚动10年窗口数,42.0,0.0,0
A,BASE,逐年收益中位,0.4359909396571388,0.0,0
A,BASE,逐年为正比例,0.7482517482517483,0.0,0
A,BASE,逐年最差,-0.22021853154333748,0.0,0
A,BASE,完整自然年数,12.5,0.0,0
A,BASE,强平次数,0.0,0.0,0
A,BASE,最低担保比例,1.6792197208693886,0.0,0
A,BASE,最低股票同跌缓冲,0.2258309083909398,0.0,0
A,BASE,最低总资产冲击缓冲,0.22583090839093978,0.0,0
A,BASE,rf覆盖率,1.0,0.0,0
A,BASE,年化_交易日口径,0.4554906946063302,0.0,0
A,BASE,最低担保比例日,20200323.0,0.0,0
A,BASE,最低股票同跌缓冲日,20200323.0,0.0,0
A,BASE,滚动5年年化最差窗口末日,20200529.0,0.0,0
A,BASE,最大回撤起日,20150615.0,0.0,0
A,BASE,最大回撤止日,20160229.0,0.0,0
A,BASE,末次净值日,20260828.0,0.0,0
A,WCREPSEP09,年化,0.48242654183411926,0.004493479450191851,9
A,WCREPSEP09,最大回撤,0.6567687711255389,-0.010726787812778082,5
A,WCREPSEP09,Sharpe,1.085616398850234,-0.0031755573019037753,7
A,WCREPSEP09,Calmar,0.7697936748936218,0.018381890059704586,8
A,WCREPSEP09,平均仓位,1.5991967963960174,0.005189718773238816,9
A,WCREPSEP09,年均换手,6.0351522952590475,-0.020998441709242588,6
A,WCREPSEP09,持仓数中位,7.0,0.0,2
A,WCREPSEP09,单票权重中位,0.6177750630131471,0.0025223349047671095,12
A,WCREPSEP09,单票权重P90,0.735611812498959,0.023423521468786457,12
A,WCREPSEP09,单票权重最大,0.955380757670492,0.012040001939527756,9
A,WCREPSEP09,前三权重中位,1.3551030725749347,0.002868133781586013,8
A,WCREPSEP09,单票超60%天数占比,0.6613782051282051,0.033134736393865105,12
A,WCREPSEP09,滚动3年年化中位,0.45732273923530076,0.01914039935884171,9
A,WCREPSEP09,滚动3年回撤中位,0.4888856089201125,0.0006163113055431824,7
A,WCREPSEP09,滚动3年Calmar中位,1.0593990473259185,0.01174910115395389,7
A,WCREPSEP09,滚动3年Sharpe中位,1.0914422839492266,0.023718482649648043,10
A,WCREPSEP09,滚动3年为负的窗口占比,0.0,0.0,1
A,WCREPSEP09,滚动5年年化中位,0.48688771469550485,0.02775423531732535,12
A,WCREPSEP09,滚动5年年化P25,0.3751631520211637,0.009253696579153314,9
A,WCREPSEP09,滚动5年年化最差,0.10098827487564632,-0.00035136832368298787,7
A,WCREPSEP09,滚动5年回撤中位,0.5018517878113845,-0.013038907835679625,5
A,WCREPSEP09,滚动5年Calmar中位,0.9898878829144865,0.10419797047579987,11
A,WCREPSEP09,滚动5年Sharpe中位,1.0670410125243157,0.027044076270003936,9
A,WCREPSEP09,滚动5年为负的窗口占比,0.0,0.0,2
A,WCREPSEP09,滚动5年窗口数,102.0,0.0,0
A,WCREPSEP09,互不重叠5年块中位,0.6194882393758605,0.020803926625567293,12
A,WCREPSEP09,滚动10年年化中位,0.4414261051545014,0.017094454189928165,8
A,WCREPSEP09,滚动10年窗口数,42.0,0.0,0
A,WCREPSEP09,逐年收益中位,0.4307505571039135,0.01601227244772674,9
A,WCREPSEP09,逐年为正比例,0.7482517482517483,0.0,1
A,WCREPSEP09,逐年最差,-0.2564310741402692,-0.02701259623208896,4
A,WCREPSEP09,完整自然年数,12.5,0.0,0
A,WCREPSEP09,强平次数,0.0,0.0,0
A,WCREPSEP09,最低担保比例,1.6958768066074672,0.004681649817318334,7
A,WCREPSEP09,最低股票同跌缓冲,0.23314265848938293,0.002381960573297051,7
A,WCREPSEP09,最低总资产冲击缓冲,0.23314265848938293,0.0023819605732970373,7
A,WCREPSEP09,rf覆盖率,1.0,0.0,0
A,WCREPSEP09,年化_交易日口径,0.48391636944239713,0.004516361782591849,9
A,WCREPSEP09,最低担保比例日,20150825.0,0.0,1
A,WCREPSEP09,最低股票同跌缓冲日,20150825.0,0.0,1
A,WCREPSEP09,滚动5年年化最差窗口末日,20200529.0,0.0,0
A,WCREPSEP09,最大回撤起日,20150615.0,0.0,1
A,WCREPSEP09,最大回撤止日,20160229.0,0.0,4
A,WCREPSEP09,末次净值日,20260828.0,0.0,0
A,WCOPM14SEP09,年化,0.45731021575841546,0.001821862259517526,7
A,WCOPM14SEP09,最大回撤,0.650663832621406,-0.016205841235443108,3
A,WCOPM14SEP09,Sharpe,1.0442625905716971,0.007285017896058621,8
A,WCOPM14SEP09,Calmar,0.705450656695635,0.01978571314606281,10
A,WCOPM14SEP09,平均仓位,1.5719612601359656,-0.0038254607588578127,6
A,WCOPM14SEP09,年均换手,5.907675069703502,-0.062474768462055685,5
A,WCOPM14SEP09,持仓数中位,7.0,0.0,0
A,WCOPM14SEP09,单票权重中位,0.6136760465869958,-0.0005295327020449214,7
A,WCOPM14SEP09,单票权重P90,0.7101992585943022,-0.0018670061769310853,7
A,WCOPM14SEP09,单票权重最大,0.9511973393628594,0.0010395658355804027,7
A,WCOPM14SEP09,前三权重中位,1.3584798279601782,0.0030159523556752,9
A,WCOPM14SEP09,单票超60%天数占比,0.6454143893441493,0.022492745837792205,9
A,WCOPM14SEP09,滚动3年年化中位,0.43230268073928624,0.005512799481017572,9
A,WCOPM14SEP09,滚动3年回撤中位,0.4523736821013726,-0.004327008189175918,5
A,WCOPM14SEP09,滚动3年Calmar中位,1.016853792566342,0.027488949200301815,10
A,WCOPM14SEP09,滚动3年Sharpe中位,1.0528813364865508,0.010397598163513155,10
A,WCOPM14SEP09,滚动3年为负的窗口占比,0.0,0.0,0
A,WCOPM14SEP09,滚动5年年化中位,0.43915956825431723,0.010485736714529348,9
A,WCOPM14SEP09,滚动5年年化P25,0.36365462081658273,0.0077624877567467054,11
A,WCOPM14SEP09,滚动5年年化最差,0.09143550385333821,0.016197209829559966,11
A,WCOPM14SEP09,滚动5年回撤中位,0.5441906964586811,-0.0012337641326007898,3
A,WCOPM14SEP09,滚动5年Calmar中位,0.8398424499394925,0.011309245875233576,10
A,WCOPM14SEP09,滚动5年Sharpe中位,1.0276282339261762,0.019854167072625273,12
A,WCOPM14SEP09,滚动5年为负的窗口占比,0.0,0.0,1
A,WCOPM14SEP09,滚动5年窗口数,102.0,0.0,0
A,WCOPM14SEP09,互不重叠5年块中位,0.6058515240921218,0.0072059337980838745,11
A,WCOPM14SEP09,滚动10年年化中位,0.42590086761239254,0.006761963512567526,10
A,WCOPM14SEP09,滚动10年窗口数,42.0,0.0,0
