as_of_year,security_code,security_name,listed_on,years_listed,roe_avg5,roe_min5,roe_years,gross_margin,net_margin,revenue_yi,profit_yi,revenue_cagr,profit_cagr,today_class,today_in_pool
2015,600603,广汇物流,1992-01-13,23,0.3777,0.3777,5,0.6413,0.6734,8.81,5.93,,,boundary_pending,0
2015,000048,京基智农,1994-11-01,21,0.3771,-0.0221,5,0.3142,0.0886,23.02,2.04,0.1470,-0.1939,boundary_pending,0
2015,300384,三联虹普,2014-08-01,1,0.3771,0.1565,5,0.4684,0.3064,3.76,1.15,0.1267,0.1889,boundary_pending,0
2015,002517,恺英网络,2010-12-07,5,0.3765,0.0671,5,0.6119,0.2799,23.39,6.55,0.5628,1.0155,boundary_pending,0
2015,300393,中来股份,2014-09-12,1,0.3747,0.1378,5,0.3229,0.1467,7.34,1.08,0.5163,0.2459,boundary_pending,0
2015,603898,好莱客,2015-02-17,0,0.3708,0.2017,5,0.3817,0.1501,10.82,1.62,0.2949,0.3686,boundary_pending,0
2015,300432,富临精工,2015-03-19,0,0.3673,0.2333,5,0.3475,0.2021,8.59,1.74,0.3213,0.4359,boundary_pending,0
2015,603288,海天味业,2014-02-11,1,0.3662,0.3211,5,0.4194,0.2222,112.94,25.10,0.1669,0.2730,worth_attention,1
2015,600519,贵州茅台,2001-08-27,14,0.3660,0.2623,5,0.9223,0.4635,334.47,155.03,0.1611,0.1533,worth_attention,1
2015,300408,三环集团,2014-12-03,1,0.3633,0.2211,5,0.4975,0.3510,24.89,8.74,0.1006,0.2055,worth_attention,1
2015,002304,洋河股份,2009-11-06,6,0.3621,0.2453,5,0.6191,0.3342,160.52,53.65,0.0595,0.0748,worth_attention,1
2015,300463,迈克生物,2015-05-28,0,0.3560,0.1718,5,0.5696,0.2357,10.65,2.51,0.1956,0.2016,boundary_pending,0
2015,300389,艾比森,2014-08-01,1,0.3533,0.1507,5,0.3292,0.1239,10.14,1.26,0.2499,0.2133,boundary_pending,0
2015,300406,九强生物,2014-10-30,1,0.3529,0.2289,5,0.7214,0.4328,5.66,2.45,0.1968,0.2487,boundary_pending,0
2015,300471,厚普股份,2015-06-11,0,0.3503,0.1759,5,0.4313,0.1586,11.13,1.77,0.3104,0.2448,boundary_pending,0
2015,300382,斯莱克,2014-01-29,1,0.3483,0.1518,5,0.4692,0.2809,3.48,0.98,0.1902,0.1260,boundary_pending,0
2015,300360,炬华科技,2014-01-21,1,0.3470,0.2458,5,0.3341,0.2173,10.87,2.36,0.2214,0.3285,worth_attention,1
2015,002373,千方科技,2010-03-18,5,0.3439,0.0188,5,0.3235,0.1899,15.42,2.93,0.2465,1.2089,boundary_pending,0
2015,603508,思维列控,2015-12-24,0,0.3433,0.2848,5,0.6295,0.3677,7.35,2.70,0.2505,0.2465,boundary_pending,0
2015,603369,今世缘,2014-07-03,1,0.3432,0.1794,5,0.7000,0.2826,24.25,6.85,0.0198,0.0648,boundary_pending,0
2015,002180,奔图科技,2007-11-13,8,0.3410,0.0757,5,0.4031,0.1373,20.49,2.81,0.8974,0.7886,worth_attention,1
2015,002737,葵花药业,2014-12-30,1,0.3309,0.1312,5,0.5557,0.1010,30.35,3.07,0.1812,0.1258,boundary_pending,0
2015,603789,ST星农,2015-04-27,0,0.3302,0.0898,5,0.2485,0.1357,5.85,0.79,0.0374,-0.0737,boundary_pending,0
2015,601515,衢州东峰,2012-02-16,3,0.3301,0.2244,5,0.5007,0.3340,22.19,7.41,0.0965,0.0794,boundary_pending,0
2015,600566,济川药业,2001-08-22,14,0.3298,0.2620,5,0.8434,0.1822,37.68,6.87,0.9896,2.0517,boundary_pending,0
2015,600179,安通控股,1998-11-04,17,0.3275,-0.8162,5,0.2260,0.0859,30.88,2.65,0.1865,,boundary_pending,0
2015,000651,格力电器,1996-11-18,19,0.3272,0.2724,5,0.3246,0.1246,1005.64,125.32,0.0475,0.2438,worth_attention,1
2015,300470,中密控股,2015-06-12,0,0.3270,0.1432,5,0.5783,0.2537,3.24,0.82,0.0778,0.1378,worth_attention,1
2015,000681,视觉中国,1997-01-21,18,0.3253,0.0421,5,0.5775,0.2902,5.43,1.58,1.3166,1.3001,boundary_pending,0
2015,002718,友邦吊顶,2014-01-28,1,0.3236,0.2111,5,0.5132,0.2941,4.11,1.21,0.1600,0.1746,boundary_pending,0
2015,603885,吉祥航空,2015-05-27,0,0.3211,0.1816,5,0.2598,0.1284,81.58,10.47,0.1924,0.1901,boundary_pending,0
2015,000848,承德露露,1997-11-13,18,0.3203,0.2625,5,0.4349,0.1712,27.06,4.63,0.0872,0.2440,boundary_pending,0
2015,600392,盛和资源,2003-05-29,12,0.3202,0.0153,5,0.1433,0.0176,10.98,0.19,0.0239,-0.5659,boundary_pending,0
2015,300386,飞天诚信,2014-06-26,1,0.3201,0.1265,5,0.3990,0.2014,9.12,1.84,0.2800,0.3287,boundary_pending,0
2015,603806,福斯特,2014-09-05,1,0.3198,0.1610,5,0.3284,0.1942,33.33,6.47,0.0790,0.0145,worth_attention,1
2015,300496,中科创达,2015-12-10,0,0.3189,0.0778,5,0.5156,0.1895,6.15,1.17,0.5510,1.0558,worth_attention,1
2015,002081,金螳螂,2006-11-20,9,0.3165,0.2029,5,0.1781,0.0859,186.54,16.02,0.1645,0.2160,garbage,0
2015,600180,*ST瑞茂,1998-07-03,17,0.3164,0.1312,5,0.1508,0.0437,94.05,4.11,0.2982,0.0679,boundary_pending,0
2015,002714,牧原股份,2014-01-28,1,0.3153,0.0427,5,0.2462,0.1984,30.03,5.96,0.2756,0.1369,worth_attention,1
2015,601021,春秋航空,2015-01-21,0,0.3137,0.2301,5,0.2011,0.1641,80.94,13.28,0.1605,0.2875,boundary_pending,0
2015,603168,莎普爱思,2014-07-02,1,0.3134,0.2138,5,0.7364,0.1910,9.22,1.76,0.2255,0.2689,boundary_pending,0
2015,603866,桃李面包,2015-12-22,0,0.3125,0.2819,5,0.3489,0.1354,25.63,3.47,0.2098,0.2420,boundary_pending,0
2015,600315,上海家化,2001-03-15,14,0.3105,0.2203,5,0.5918,0.3780,58.46,22.10,0.1307,0.5727,boundary_pending,0
2015,300468,四方精创,2015-05-27,0,0.3104,0.0870,5,0.4420,0.1686,3.00,0.51,0.0531,-0.0832,boundary_pending,0
2015,002415,海康威视,2010-05-28,5,0.3091,0.2398,5,0.4010,0.2322,252.71,58.69,0.4825,0.4109,worth_attention,1
2015,603899,晨光股份,2015-01-27,0,0.3086,0.2144,5,0.2655,0.1127,37.49,4.23,0.2687,0.3456,boundary_pending,0
2015,300435,中泰股份,2015-03-26,0,0.3077,0.1733,5,0.3507,0.1997,4.62,0.92,0.2446,0.2624,worth_attention,1
2015,000963,华东医药,2000-01-27,15,0.3072,0.2515,5,0.2398,0.0505,217.27,10.97,0.1820,0.3022,boundary_pending,0
2015,603600,永艺股份,2015-01-23,0,0.3069,0.1834,5,0.2021,0.0803,11.36,0.91,0.1360,0.1277,boundary_pending,0
2015,600066,宇通客车,1997-05-08,18,0.3064,0.2554,5,0.2533,0.1133,312.11,35.35,0.1652,0.3152,worth_attention,1
2015,002653,海思科,2012-01-17,3,0.3012,0.1725,5,0.6706,0.3069,12.12,3.72,0.1901,0.0448,boundary_pending,0
2015,002236,大华股份,2008-05-20,7,0.3000,0.2359,5,0.3722,0.1362,100.78,13.72,0.4621,0.3804,worth_attention,1
2015,603111,康尼机电,2014-08-01,1,0.2976,0.1796,5,0.3856,0.1110,16.56,1.84,0.1671,0.1041,boundary_pending,0
2015,603368,柳药集团,2014-12-04,1,0.2950,0.1681,5,0.0868,0.0320,65.08,2.08,0.2428,0.2568,boundary_pending,0
2015,002762,金发拉比,2015-06-10,0,0.2949,0.1123,5,0.4955,0.1891,3.64,0.69,0.0918,0.0873,boundary_pending,0
2015,603566,普莱柯,2015-05-18,0,0.2941,0.1362,5,0.7273,0.2964,4.78,1.42,0.0375,0.0528,boundary_pending,0
2015,603338,浙江鼎力,2015-03-25,0,0.2928,0.1678,5,0.4100,0.2624,4.79,1.26,0.1832,0.3397,boundary_pending,0
2015,002027,分众传媒,2004-08-04,11,0.2914,-0.0883,5,0.7056,0.3928,86.27,33.89,0.6137,,worth_attention,1
2015,002739,儒意电影,2015-01-22,0,0.2910,0.2624,5,0.3456,0.1482,80.01,11.86,0.3796,0.4039,boundary_pending,0
2015,002745,木林森,2015-02-17,0,0.2907,0.1098,5,0.2099,0.0658,38.82,2.56,0.3213,0.2429,boundary_pending,0
2015,300448,浩云科技,2015-04-24,0,0.2903,0.1444,5,0.4330,0.1415,4.66,0.66,0.2193,0.1783,boundary_pending,0
2015,000568,泸州老窖,1994-05-09,21,0.2901,0.0865,5,0.4942,0.2134,69.00,14.73,-0.0488,-0.1562,worth_attention,1
2015,002707,众信旅游,2014-01-23,1,0.2900,0.1487,5,0.0916,0.0223,83.70,1.87,0.5141,0.4338,boundary_pending,0
2015,300415,伊之密,2015-01-23,0,0.2877,0.1006,5,0.3402,0.0608,11.89,0.72,0.1156,0.0307,worth_attention,1
2015,603567,珍宝岛,2015-04-24,0,0.2872,0.1801,5,0.7809,0.2823,20.73,5.85,0.1794,0.1858,boundary_pending,0
2015,600690,海尔智家,1993-11-19,22,0.2871,0.1622,5,0.2793,0.0479,897.97,43.04,0.0501,0.1247,worth_attention,1
2015,603788,宁波高发,2015-01-20,0,0.2857,0.1740,5,0.3052,0.1682,6.68,1.12,0.2494,0.2419,boundary_pending,0
2015,603025,大豪科技,2015-04-22,0,0.2848,0.1475,5,0.5105,0.2981,6.22,1.85,-0.0151,-0.1053,boundary_pending,0
2015,002771,真视通,2015-06-29,0,0.2845,0.1496,5,0.2221,0.0847,7.09,0.60,0.0986,0.0437,boundary_pending,0
2015,300419,ST浩丰,2015-01-22,0,0.2838,0.1002,5,0.2957,0.1614,3.54,0.57,0.2117,0.1067,boundary_pending,0
2015,300429,强力新材,2015-03-24,0,0.2835,0.1729,5,0.4460,0.2587,3.34,0.87,0.1553,0.2708,boundary_pending,0
2015,603997,继峰股份,2015-03-02,0,0.2833,0.1511,5,0.3617,0.1683,10.48,1.76,0.2225,0.0628,boundary_pending,0
2015,603188,亚邦股份,2014-09-09,1,0.2819,0.1683,5,0.5460,0.2908,22.90,6.66,0.0844,0.3874,boundary_pending,0
2015,300469,信息发展,2015-06-11,0,0.2817,0.1527,5,0.4082,0.0873,4.38,0.38,0.2230,0.1549,boundary_pending,0
2015,300475,香农芯创,2015-06-10,0,0.2816,0.1293,5,0.4446,0.2739,3.85,1.05,0.0205,0.0954,boundary_pending,0
2015,002772,众兴菌业,2015-06-26,0,0.2814,0.1451,5,0.4118,0.2385,4.80,1.14,0.3824,0.2728,boundary_pending,0
2015,600111,北方稀土,1997-09-24,18,0.2801,0.0393,5,0.2348,0.0497,65.49,3.26,-0.1318,-0.4468,worth_attention,1
2015,601633,长城汽车,2011-09-28,4,0.2799,0.2247,5,0.2513,0.1060,760.33,80.59,0.2608,0.2384,boundary_pending,0
2015,300479,神思电子,2015-06-12,0,0.2790,0.1660,5,0.3182,0.1415,3.49,0.49,0.1955,0.1091,boundary_pending,0
2015,002294,信立泰,2009-09-10,6,0.2774,0.2052,5,0.7377,0.3640,34.78,12.66,0.2392,0.3294,boundary_pending,0
2015,002047,宝鹰股份,2005-05-31,10,0.2772,0.1490,5,0.1739,0.0489,68.54,3.35,0.5025,,garbage,0
2015,000688,国城矿业,1997-01-20,18,0.2769,0.2140,5,0.4599,0.2644,10.91,2.88,1.9678,2.5167,boundary_pending,0
2015,603686,福龙马,2015-01-26,0,0.2768,0.1591,5,0.3120,0.0984,15.32,1.51,0.2519,0.1999,boundary_pending,0
2015,300358,楚天科技,2014-01-21,1,0.2745,0.1380,5,0.4354,0.1573,9.75,1.53,0.2459,0.2157,boundary_pending,0
2015,603158,腾龙股份,2015-03-20,0,0.2743,0.1436,5,0.3101,0.1486,6.25,0.93,0.1767,0.1979,boundary_pending,0
2015,300482,万孚生物,2015-06-30,0,0.2736,0.2318,5,0.6677,0.2923,4.29,1.25,0.2365,0.4105,boundary_pending,0
2015,603355,莱克电气,2015-05-13,0,0.2736,0.1732,5,0.2224,0.0909,40.03,3.64,0.0881,0.0986,boundary_pending,0
2015,300398,飞凯材料,2014-10-09,1,0.2732,0.1533,5,0.4866,0.2435,4.32,1.05,0.2069,0.2547,boundary_pending,0
2015,000333,美的集团,2013-09-18,2,0.2729,0.2392,5,0.2584,0.0912,1393.47,127.07,0.0096,0.3831,worth_attention,1
2015,300497,富祥股份,2015-12-22,0,0.2705,0.2084,5,0.3547,0.1615,5.80,0.94,0.1877,0.2712,boundary_pending,0
2015,300298,三诺生物,2012-03-19,3,0.2703,0.1242,5,0.6576,0.2226,6.46,1.44,0.3249,0.1298,boundary_pending,0
2015,603022,新通联,2015-05-18,0,0.2697,0.0739,5,0.2136,0.0642,5.03,0.32,0.1034,-0.0898,boundary_pending,0
2015,603017,中衡设计,2014-12-31,1,0.2682,0.0802,5,0.2674,0.1064,6.36,0.68,0.1357,0.0086,boundary_pending,0
2015,600612,老凤祥,1992-08-14,23,0.2663,0.2458,5,0.0839,0.0313,357.12,11.17,0.1402,0.2090,boundary_pending,0
2015,000757,浩物股份,1997-06-27,18,0.2660,-0.7686,5,0.2696,0.0318,4.73,0.15,-0.0749,-0.5622,boundary_pending,0
2015,603678,火炬电子,2015-01-26,0,0.2650,0.1483,5,0.2828,0.1416,10.84,1.54,0.1835,0.1300,boundary_pending,0
2015,300365,恒华科技,2014-01-23,1,0.2648,0.1375,5,0.4425,0.2059,3.92,0.81,0.3113,0.1832,boundary_pending,0
2015,600887,伊利股份,1996-03-12,19,0.2640,0.2315,5,0.3589,0.0767,603.60,46.32,0.1267,0.2649,worth_attention,1
2015,603518,锦泓集团,2014-12-03,1,0.2638,0.0843,5,0.7033,0.1360,8.24,1.12,0.1302,0.0533,boundary_pending,0
2015,300369,绿盟科技,2014-01-29,1,0.2635,0.1344,5,0.7831,0.2214,8.78,1.94,0.2061,0.2022,boundary_pending,0
2015,000661,长春高新,1996-12-18,19,0.2629,0.1899,5,0.7832,0.1601,24.02,3.84,0.1671,0.3687,worth_attention,1
2015,002146,荣盛发展,2007-08-08,8,0.2621,0.1631,5,0.2855,0.1028,234.46,24.11,0.2533,0.1200,boundary_pending,0
2015,300426,华智数媒,2015-02-17,0,0.2616,0.1391,5,0.3599,0.2090,5.37,1.12,0.4016,0.2980,boundary_pending,0
2015,300373,扬杰科技,2014-01-23,1,0.2615,0.1725,5,0.3464,0.1653,8.34,1.38,0.1670,0.2352,worth_attention,1
2015,603589,口子窖,2015-06-29,0,0.2615,0.2007,5,0.6983,0.2343,25.84,6.05,0.0542,0.1115,boundary_pending,0
2015,600309,万华化学,2001-01-05,14,0.2607,0.1467,5,0.3013,0.0826,194.92,16.10,0.0929,-0.0347,worth_attention,1
2015,603699,纽威股份,2014-01-17,1,0.2605,0.1417,5,0.4162,0.1591,21.50,3.42,0.0291,0.1612,boundary_pending,0
2015,002038,双鹭药业,2004-09-09,11,0.2604,0.1704,5,0.6597,0.4972,11.57,5.75,0.1674,0.0238,boundary_pending,0
2015,300414,中光防雷,2015-05-13,0,0.2598,0.1991,5,0.3576,0.2240,3.60,0.81,0.1688,0.2299,boundary_pending,0
2015,603558,健盛集团,2015-01-27,0,0.2596,0.1427,5,0.3060,0.1418,7.15,1.01,0.1580,0.1849,boundary_pending,0
2015,002323,*ST雅博,2009-12-18,6,0.2595,0.0486,5,0.3751,0.1562,4.44,0.69,0.1396,0.0730,boundary_pending,0
2015,000423,东阿阿胶,1996-07-29,19,0.2594,0.2478,5,0.6461,0.2982,54.50,16.25,0.1855,0.1738,worth_attention,1
2015,002701,奥瑞金,2012-10-11,3,0.2591,0.1930,5,0.3417,0.1526,66.62,10.17,0.2375,0.3381,boundary_pending,0
2015,300453,三鑫医疗,2015-05-15,0,0.2581,0.1265,5,0.3477,0.1664,3.12,0.52,0.0906,0.1032,boundary_pending,0
2015,000895,双汇发展,1998-12-10,17,0.2579,0.1476,5,0.2077,0.0952,446.97,42.56,0.0568,0.3364,worth_attention,1
2015,300403,汉宇集团,2014-10-30,1,0.2568,0.1210,5,0.3864,0.2123,6.96,1.48,0.1327,0.1650,boundary_pending,0
2015,300349,金卡智能,2012-08-17,3,0.2557,0.0914,5,0.3847,0.1388,5.93,0.82,0.2631,0.1044,boundary_pending,0
2015,300481,濮阳惠成,2015-06-30,0,0.2554,0.1477,5,0.3155,0.1642,3.50,0.57,0.0674,0.1642,boundary_pending,0
2015,603012,创力集团,2015-03-20,0,0.2551,0.0607,5,0.3763,0.1254,10.07,1.26,-0.0023,-0.0970,boundary_pending,0
2015,603698,航天工程,2015-01-28,0,0.2548,0.1445,5,0.3653,0.1909,15.50,2.96,0.2658,0.1867,boundary_pending,0
2015,002777,久远银海,2015-12-31,0,0.2546,0.2269,5,0.4313,0.1272,4.50,0.57,0.1546,0.0730,boundary_pending,0
2015,603778,国晟科技,2015-12-31,0,0.2546,0.1899,5,0.2833,0.1536,6.08,0.93,0.0883,0.1630,boundary_pending,0
2015,002717,*ST岭南,2014-02-19,1,0.2533,0.1774,5,0.2958,0.0889,18.89,1.68,0.3117,0.2304,garbage,0
2015,600809,山西汾酒,1994-01-06,21,0.2521,0.0928,5,0.6737,0.1261,41.29,5.21,-0.0207,-0.0963,worth_attention,1
2015,000989,九芝堂,2000-06-28,15,0.2519,0.0771,5,0.7917,0.5405,8.72,4.71,-0.0669,0.2361,boundary_pending,0
2015,000538,云南白药,1993-12-15,22,0.2508,0.2243,5,0.3053,0.1336,207.38,27.71,0.1636,0.2299,worth_attention,1
2015,002759,ST天际,2015-05-28,0,0.2498,0.1353,5,0.3166,0.1446,4.12,0.60,0.1108,0.0925,boundary_pending,0
2015,002270,华明装备,2008-09-05,7,0.2496,0.0337,5,0.6449,0.3372,6.03,2.03,0.1366,0.6594,worth_attention,1
2015,600535,天士力,2002-08-23,13,0.2473,0.1977,5,0.3872,0.1118,132.28,14.79,0.1912,0.2473,boundary_pending,0
2015,600406,国电南瑞,2003-10-16,12,0.2457,0.1403,5,0.2522,0.1338,97.12,13.00,0.2015,0.1104,worth_attention,1
2015,600252,中恒集团,2000-11-30,15,0.2452,0.0897,5,0.7253,0.3873,13.43,5.20,0.0394,0.0853,boundary_pending,0
2015,300409,道氏技术,2014-12-03,1,0.2450,0.0892,5,0.3980,0.0920,5.54,0.51,0.3129,0.0530,boundary_pending,0
2015,002120,韵达股份,2007-03-06,8,0.2449,0.0539,5,0.3108,0.1055,50.53,5.33,0.5600,1.2450,boundary_pending,0
2015,300450,先导智能,2015-05-18,0,0.2431,0.1370,5,0.4305,0.2715,5.36,1.46,0.3914,0.3874,worth_attention,1
2015,600660,福耀玻璃,1993-06-10,22,0.2430,0.1888,5,0.4243,0.1919,135.73,26.05,0.0879,0.1456,worth_attention,1
2015,603198,迎驾贡酒,2015-05-28,0,0.2424,0.1642,5,0.5833,0.1812,29.27,5.30,0.0032,0.0431,boundary_pending,0
2015,000858,五粮液,1998-04-27,17,0.2418,0.1493,5,0.6920,0.2851,216.59,61.76,0.0157,0.0008,worth_attention,1
2015,000537,绿发电力,1993-12-10,22,0.2417,0.1263,5,0.5201,0.0986,14.44,1.42,-0.0071,-0.1559,boundary_pending,0
2015,300017,网宿科技,2009-10-30,6,0.2403,0.0723,5,0.4476,0.2836,29.32,8.31,0.5249,0.9743,boundary_pending,0
2015,600885,宏发股份,1996-02-05,19,0.2402,0.1664,5,0.3870,0.1112,42.48,4.72,0.0890,0.2004,worth_attention,1
2015,300457,赢合科技,2015-05-14,0,0.2396,0.1178,5,0.3457,0.1649,3.65,0.60,0.2435,0.1718,boundary_pending,0
2015,603808,歌力思,2015-04-22,0,0.2396,0.1307,5,0.6761,0.1914,8.35,1.60,0.1374,0.1338,boundary_pending,0
2015,002728,特一药业,2014-07-31,1,0.2386,0.1053,5,0.4528,0.1570,5.17,0.81,0.1407,0.0386,boundary_pending,0
2015,000672,上峰材料,1996-12-18,19,0.2383,0.0351,5,0.1832,0.0362,21.49,0.78,2.2085,1.2347,boundary_pending,0
2015,002775,文科股份,2015-06-29,0,0.2383,0.1180,5,0.2537,0.0927,10.46,0.97,0.1378,0.0466,garbage,0
2015,300440,运达科技,2015-04-23,0,0.2383,0.1360,5,0.5331,0.2791,4.60,1.28,0.1636,0.1398,boundary_pending,0
2015,000869,张裕A,2000-10-26,15,0.2382,0.1396,5,0.6747,0.2215,46.50,10.30,-0.0628,-0.1427,boundary_pending,0
2015,600654,中安科,1990-12-21,25,0.2374,0.0839,5,0.3049,0.1515,19.08,2.89,0.0962,0.2944,garbage,0
2015,000403,派林生物,2013-02-08,2,0.2373,0.1524,5,0.5294,0.1550,5.00,0.78,0.0206,0.1749,worth_attention,1
2015,000408,藏格矿业,1996-06-28,19,0.2373,0.0270,5,0.6888,0.3643,27.28,9.94,0.8788,2.2761,worth_attention,1
2015,300396,ST迪瑞,2014-09-10,1,0.2370,0.1136,5,0.5880,0.1909,5.67,1.08,0.1219,0.0914,boundary_pending,0
2015,002217,ST合力泰,2008-02-20,7,0.2366,0.0870,5,0.1790,0.0440,49.53,2.18,0.3793,0.1906,boundary_pending,0
2015,601877,正泰电器,2010-01-21,5,0.2365,0.1758,5,0.3061,0.1032,173.26,17.87,0.1555,0.1890,boundary_pending,0
2015,601689,拓普集团,2015-03-19,0,0.2361,0.1528,5,0.2881,0.1359,30.07,4.09,0.1546,0.1871,boundary_pending,0
2015,603889,新澳股份,2014-12-31,1,0.2361,0.1310,5,0.1931,0.0815,16.21,1.32,0.0253,0.0770,boundary_pending,0
2015,000887,中鼎股份,1998-12-03,17,0.2360,0.1901,5,0.3076,0.1091,65.43,7.14,0.2099,0.2462,boundary_pending,0
2015,300005,探路者,2009-10-30,6,0.2343,0.1948,5,0.2381,0.0692,38.08,2.63,0.4992,0.2521,boundary_pending,0
2015,601969,海南矿业,2014-12-09,1,0.2331,0.0023,5,0.3617,0.0097,10.51,0.10,-0.2196,-0.6986,boundary_pending,0
2015,300376,易事特,2014-01-27,1,0.2329,0.1738,5,0.1745,0.0758,36.82,2.79,0.4676,0.2156,boundary_pending,0
2015,002344,海宁皮城,2010-01-26,5,0.2328,0.1158,5,0.6373,0.2966,18.51,5.49,-0.0008,0.0102,boundary_pending,0
2015,002153,石基信息,2007-08-13,8,0.2326,0.1747,5,0.4030,0.1817,19.87,3.61,0.2884,0.0813,worth_attention,1
2015,600805,悦达投资,1994-01-03,21,0.2325,0.0206,5,0.1335,0.0736,17.64,1.30,-0.0771,-0.3910,boundary_pending,0
2015,603116,红蜻蜓,2015-06-29,0,0.2324,0.1300,5,0.3546,0.1011,29.67,3.00,0.0222,0.0201,boundary_pending,0
2015,002085,万丰奥威,2006-11-28,9,0.2322,0.1525,5,0.2400,0.0940,84.81,7.98,0.2032,0.3683,boundary_pending,0
2015,603169,兰石重装,2014-10-09,1,0.2317,0.0660,5,0.4536,0.2622,24.66,6.46,0.1868,0.6342,boundary_pending,0
2015,600894,广日股份,1996-03-28,19,0.2314,0.0000,5,0.2208,0.4444,48.26,21.45,-0.1379,,boundary_pending,0
2015,001979,招商蛇口,2015-12-30,0,0.2313,0.2070,3,0.3768,0.0985,492.22,48.50,0.1896,0.3194,boundary_pending,0
2015,300444,双杰电气,2015-04-23,0,0.2312,0.1331,5,0.3815,0.1364,6.61,0.90,0.2101,0.1603,boundary_pending,0
2015,603598,引力传媒,2015-05-27,0,0.2310,0.0596,5,0.0734,0.0146,18.58,0.27,0.2484,-0.0937,boundary_pending,0
2015,002022,科华生物,2004-07-21,11,0.2308,0.1389,5,0.4215,0.1822,11.56,2.11,0.0724,-0.0183,boundary_pending,0
2015,000430,张家界,1996-08-29,19,0.2305,0.1277,5,0.4325,0.1695,6.75,1.14,0.0491,0.0628,boundary_pending,0
2015,300473,德尔股份,2015-06-12,0,0.2300,0.1252,5,0.3905,0.1990,6.95,1.38,0.0807,0.0409,boundary_pending,0
2015,300423,昇辉科技,2015-02-17,0,0.2298,0.1128,5,0.3159,0.1401,3.14,0.44,0.0889,0.1139,boundary_pending,0
2015,603901,永创智能,2015-05-29,0,0.2297,0.1197,5,0.3173,0.0846,9.00,0.76,0.1508,0.1093,boundary_pending,0
2015,603718,*ST海利,2015-05-15,0,0.2293,0.1280,5,0.7677,0.3014,3.17,0.95,0.0503,-0.0289,boundary_pending,0
2015,002706,良信股份,2014-01-21,1,0.2287,0.1210,5,0.3686,0.1235,10.13,1.25,0.1565,0.1497,boundary_pending,0
2015,002769,普路通,2015-06-29,0,0.2284,0.1682,5,0.0551,0.0461,37.11,1.71,0.0848,0.3642,boundary_pending,0
