as_of_year,security_code,security_name,listed_on,years_listed,roe_avg5,roe_min5,roe_years,gross_margin,net_margin,revenue_yi,profit_yi,revenue_cagr,profit_cagr,today_class,today_in_pool
2010,002419,天虹股份,2010-06-01,0,0.4470,0.2140,5,0.2302,0.0477,101.74,4.85,0.2954,0.2390,boundary_pending,0
2010,300002,神州泰岳,2009-10-30,1,0.4465,0.1364,5,0.7385,0.3896,8.42,3.28,0.4554,0.9622,boundary_pending,0
2010,002483,润邦股份,2010-09-29,0,0.4412,0.2657,4,0.2623,0.1406,13.07,1.84,0.4460,0.3471,boundary_pending,0
2010,300071,福石控股,2010-04-21,0,0.4388,0.1078,5,0.1482,0.0603,5.56,0.33,0.8209,0.2507,boundary_pending,0
2010,300125,聆达股份,2010-10-13,0,0.4339,0.1629,4,0.2140,0.1117,5.92,0.66,1.6081,1.4780,boundary_pending,0
2010,300027,ST华谊,2009-10-30,1,0.4307,0.0989,5,0.4723,0.1392,10.72,1.49,0.7134,0.5863,boundary_pending,0
2010,002410,广联达,2010-05-25,0,0.4269,0.1499,5,0.9739,0.3663,4.51,1.65,0.3861,0.7359,worth_attention,1
2010,601877,正泰电器,2010-01-21,0,0.4258,0.1714,5,0.2591,0.1007,63.39,6.38,0.1705,0.3433,boundary_pending,0
2010,601186,中国铁建,2008-03-10,2,0.4234,0.0785,5,0.0883,0.0090,4701.59,42.46,0.3124,0.3603,boundary_pending,0
2010,002294,信立泰,2009-09-10,1,0.4205,0.2062,5,0.5719,0.2738,12.98,3.55,0.5898,0.7948,boundary_pending,0
2010,002528,*ST英飞,2010-12-24,0,0.4205,0.3445,4,0.5730,0.2433,4.84,1.18,0.2028,0.2129,boundary_pending,0
2010,601618,中国中冶,2009-09-21,1,0.4175,0.1277,5,0.1303,0.0257,2067.92,53.21,0.2243,0.4202,boundary_pending,0
2010,600505,西昌电力,2002-05-30,8,0.4136,0.3182,5,0.4505,0.3418,5.11,1.75,0.1740,0.3606,boundary_pending,0
2010,002400,省广集团,2010-05-06,0,0.4105,0.0944,5,0.1014,0.0220,30.79,0.68,0.3206,0.3939,boundary_pending,0
2010,601958,金钼股份,2008-04-17,2,0.4094,0.0411,5,0.1877,0.1183,70.63,8.36,0.0883,-0.2435,worth_attention,1
2010,002242,九阳股份,2008-05-28,2,0.4094,0.2162,5,0.3635,0.1105,53.47,5.91,0.5469,0.9216,boundary_pending,0
2010,002249,大洋电机,2008-06-19,2,0.4084,0.1634,5,0.2031,0.1045,21.87,2.28,0.2309,0.4446,boundary_pending,0
2010,002506,协鑫集成,2010-11-18,0,0.4076,0.2567,5,0.1889,0.0820,26.87,2.20,0.6087,0.8888,boundary_pending,0
2010,300012,华测检测,2009-10-30,1,0.4072,0.0977,5,0.6289,0.1931,3.56,0.69,0.5073,0.4071,worth_attention,1
2010,600999,招商证券,2009-11-17,1,0.4062,0.1378,5,,0.4978,64.86,32.29,0.2747,0.2673,boundary_pending,0
2010,002493,荣盛石化,2010-11-02,0,0.4055,0.1108,4,0.1634,0.0973,157.96,15.37,0.3918,0.7826,boundary_pending,0
2010,300144,宋城演艺,2010-12-09,0,0.4045,0.3254,4,0.7628,0.3673,4.45,1.63,0.5432,0.5346,boundary_pending,0
2010,601933,永辉超市,2010-12-15,0,0.4038,0.2448,4,0.1913,0.0248,123.18,3.05,0.4968,0.3299,boundary_pending,0
2010,002487,大金重工,2010-10-15,0,0.4005,0.1799,4,0.2501,0.1587,6.15,0.98,0.5122,0.8318,boundary_pending,0
2010,300115,长盈精密,2010-09-02,0,0.3992,0.1512,4,0.3732,0.1905,4.76,0.91,0.3794,0.3360,boundary_pending,0
2010,300050,世纪鼎利,2010-01-20,0,0.3990,0.1398,5,0.6543,0.4082,4.64,1.89,0.7136,0.8090,boundary_pending,0
2010,300078,思创智联,2010-04-30,0,0.3988,0.1047,4,0.4396,0.2733,3.10,0.85,0.2123,0.3935,boundary_pending,0
2010,002408,齐翔腾达,2010-05-18,0,0.3986,0.2553,5,0.2497,0.1736,24.59,4.27,0.3795,0.4681,boundary_pending,0
2010,000650,仁和药业,1996-12-10,14,0.3967,0.1884,5,0.5173,0.1606,13.67,2.20,1.3267,0.1393,boundary_pending,0
2010,002426,胜利精密,2010-06-08,0,0.3964,0.1412,4,0.2329,0.1064,13.07,1.39,0.1763,-0.0087,boundary_pending,0
2010,002352,顺丰控股,2010-02-05,0,0.3953,0.0374,5,0.1645,0.0502,4.73,0.24,0.4299,0.2267,worth_attention,1
2010,002351,漫步者,2010-02-05,0,0.3949,0.0667,5,0.3038,0.1348,7.19,0.97,0.1051,0.2470,boundary_pending,0
2010,002266,浙富控股,2008-08-06,2,0.3946,0.1404,5,0.3147,0.1500,9.24,1.39,0.3508,0.5287,boundary_pending,0
2010,002269,美邦服饰,2008-08-28,2,0.3900,0.2200,5,0.4541,0.1010,75.00,7.58,0.3945,0.8282,boundary_pending,0
2010,002532,天山铝业,2010-12-31,0,0.3885,0.3381,4,0.2201,0.1043,5.67,0.59,0.1604,0.2957,worth_attention,1
2010,300105,龙源技术,2010-08-20,0,0.3860,0.1483,4,0.4337,0.2154,4.87,1.05,0.1370,0.1577,boundary_pending,0
2010,300082,奥克股份,2010-05-20,0,0.3809,0.0993,4,0.1281,0.0778,22.11,1.72,0.6189,0.7324,boundary_pending,0
2010,000560,我爱我家,1994-02-02,16,0.3806,0.0000,5,0.2895,0.0326,14.21,0.46,0.0432,0.1847,boundary_pending,0
2010,300086,康芝药业,2010-05-26,0,0.3748,0.1206,4,0.6777,0.4430,3.14,1.39,0.4854,0.5971,boundary_pending,0
2010,002458,益生股份,2010-08-10,0,0.3747,0.0936,4,0.2347,0.1033,4.59,0.47,0.1609,0.0130,boundary_pending,0
2010,002444,巨星科技,2010-07-13,0,0.3730,0.1856,4,0.2989,0.1424,18.82,2.68,0.0900,0.6007,boundary_pending,0
2010,000792,盐湖股份,1997-09-04,13,0.3711,0.2192,5,0.6741,0.3856,58.83,22.68,0.2269,0.2916,worth_attention,1
2010,300131,英唐智控,2010-10-19,0,0.3707,0.1783,4,0.1951,0.0820,3.72,0.30,0.4655,0.4059,boundary_pending,0
2010,002429,兆驰股份,2010-06-10,0,0.3691,0.2049,4,0.1616,0.1136,30.19,3.43,0.1407,0.3251,boundary_pending,0
2010,002293,罗莱生活,2009-09-10,1,0.3681,0.1732,5,0.3780,0.1324,18.19,2.41,0.3470,0.4871,boundary_pending,0
2010,300048,合康新能,2010-01-20,0,0.3681,0.0876,5,0.3772,0.2600,3.87,1.01,0.8239,1.8228,boundary_pending,0
2010,601899,紫金矿业,2008-04-25,2,0.3676,0.2070,5,0.3575,0.1692,285.40,48.28,0.2756,0.2983,worth_attention,1
2010,300077,国民技术,2010-04-30,0,0.3669,0.0959,5,0.4727,0.2520,7.02,1.77,0.5666,1.2658,boundary_pending,0
2010,300043,星辉娱乐,2010-01-20,0,0.3664,0.0889,5,0.3296,0.1721,3.25,0.56,0.5029,0.6963,boundary_pending,0
2010,002454,松芝股份,2010-07-20,0,0.3656,0.2267,4,0.3580,0.1758,13.01,2.29,0.1848,0.2041,boundary_pending,0
2010,601688,华泰证券,2010-02-26,0,0.3655,0.1198,5,,0.3848,89.00,34.25,0.3484,0.4649,boundary_pending,0
2010,002001,新和成,2004-06-25,6,0.3612,0.0381,5,0.5184,0.3193,34.45,11.00,0.2096,1.3892,worth_attention,1
2010,002531,天顺风能,2010-12-31,0,0.3609,0.2769,4,0.2972,0.1715,5.09,0.87,0.2633,0.2251,boundary_pending,0
2010,002244,滨江集团,2008-05-29,2,0.3607,0.2061,5,0.4483,0.1554,62.18,9.66,0.4650,0.4760,boundary_pending,0
2010,300070,碧水源,2010-04-21,0,0.3589,0.0872,4,0.4861,0.3536,5.00,1.77,0.3431,0.3583,boundary_pending,0
2010,300010,ST豆神,2009-10-30,1,0.3581,0.0979,5,0.3425,0.1348,4.49,0.61,0.3965,0.4817,boundary_pending,0
2010,002468,申通快递,2010-09-08,0,0.3578,0.1794,4,0.1818,0.0696,11.52,0.80,0.1969,0.3434,boundary_pending,0
2010,000157,中联重科,2000-10-12,10,0.3560,0.2453,5,0.3034,0.1449,321.93,46.66,0.6214,0.7635,worth_attention,1
2010,300153,科泰电源,2010-12-29,0,0.3560,0.3211,4,0.2986,0.1164,4.38,0.51,0.1933,0.3023,boundary_pending,0
2010,600031,三一重工,2003-07-03,7,0.3553,0.2173,5,0.3685,0.1654,339.55,56.15,0.5978,0.7550,worth_attention,1
2010,601101,昊华能源,2010-03-31,0,0.3547,0.2009,5,0.5085,0.2156,40.47,8.73,0.1479,0.2759,boundary_pending,0
2010,002501,*ST利源,2010-11-17,0,0.3546,0.0820,4,0.1667,0.0910,10.26,0.93,0.3712,0.5023,boundary_pending,0
2010,600216,浙江医药,1999-10-21,11,0.3541,0.0678,5,0.4137,0.2511,45.58,11.45,0.1970,1.1032,boundary_pending,0
2010,002397,梦洁股份,2010-04-29,0,0.3525,0.1209,5,0.4063,0.1073,8.55,0.92,0.1695,0.2116,boundary_pending,0
2010,000869,张裕A,2000-10-26,10,0.3482,0.2213,5,0.7476,0.2878,49.83,14.34,0.2314,0.3808,boundary_pending,0
2010,002498,汉缆股份,2010-11-09,0,0.3481,0.2587,4,0.2141,0.1300,30.98,4.03,0.0629,0.4907,boundary_pending,0
2010,002414,高德红外,2010-07-16,0,0.3478,0.0572,5,0.6154,0.3711,3.77,1.40,0.1970,0.1417,worth_attention,1
2010,002258,利尔化学,2008-07-08,2,0.3476,0.0874,5,0.2942,0.1611,4.45,0.72,0.1409,-0.0784,boundary_pending,0
2010,000338,潍柴动力,2007-04-30,3,0.3462,0.2558,5,0.2461,0.1072,632.80,67.82,0.7284,0.7394,worth_attention,1
2010,002391,长青股份,2010-04-16,0,0.3461,0.0933,5,0.2882,0.1412,7.55,1.07,0.2560,0.5148,boundary_pending,0
2010,000568,泸州老窖,1994-05-09,16,0.3451,0.1938,5,0.6941,0.4106,53.71,22.05,0.2922,0.6170,worth_attention,1
2010,002412,汉森制药,2010-05-25,0,0.3447,0.1044,5,0.7651,0.1806,3.43,0.62,0.2830,0.5324,boundary_pending,0
2010,002309,中利集团,2009-11-27,1,0.3445,0.0792,5,0.1271,0.0640,29.19,1.87,0.2068,0.2331,boundary_pending,0
2010,002519,银河电子,2010-12-07,0,0.3434,0.1791,4,0.2372,0.0861,8.57,0.74,0.0735,-0.2813,boundary_pending,0
2010,300128,锦富技术,2010-10-13,0,0.3430,0.2138,4,0.2534,0.1080,7.68,0.83,0.4971,0.2824,boundary_pending,0
2010,002152,广电运通,2007-08-13,3,0.3429,0.2602,5,0.4925,0.2756,17.24,4.75,0.4384,0.5152,boundary_pending,0
2010,002480,新筑股份,2010-09-21,0,0.3419,0.1700,4,0.3507,0.1021,13.96,1.43,0.4252,0.3059,boundary_pending,0
2010,600309,万华化学,2001-01-05,9,0.3417,0.2256,5,0.2533,0.1623,94.30,15.30,0.1750,0.1538,worth_attention,1
2010,600519,贵州茅台,2001-08-27,9,0.3409,0.2767,5,0.9095,0.4342,116.33,50.51,0.2411,0.3447,worth_attention,1
2010,002128,电投能源,2007-04-18,3,0.3390,0.2746,5,0.4133,0.2566,56.72,14.56,0.3079,0.3859,worth_attention,1
2010,002406,远东传动,2010-05-18,0,0.3390,0.1478,5,0.3491,0.1825,10.15,1.85,0.3178,0.5215,boundary_pending,0
2010,002482,广田集团,2010-09-29,0,0.3388,0.2358,4,0.1232,0.0511,41.98,2.14,0.6856,0.6100,garbage,0
2010,002518,科士达,2010-12-07,0,0.3388,0.3095,4,0.2969,0.1180,6.71,0.79,0.1658,0.3388,boundary_pending,0
2010,002440,闰土股份,2010-07-06,0,0.3370,0.1681,4,0.2929,0.1684,23.18,3.90,0.0525,0.2223,boundary_pending,0
2010,002273,水晶光电,2008-09-19,2,0.3366,0.1441,5,0.4738,0.2826,3.32,0.94,0.3872,0.4654,worth_attention,1
2010,000933,神火股份,1999-08-31,11,0.3365,0.1839,5,0.1748,0.0686,169.03,11.59,0.4403,0.3054,worth_attention,1
2010,002303,美盈森,2009-11-03,1,0.3365,0.0902,5,0.3565,0.1955,7.29,1.42,0.3014,0.4364,boundary_pending,0
2010,002317,众生药业,2009-12-11,1,0.3334,0.0986,5,0.6336,0.2053,6.41,1.32,0.1832,0.4251,boundary_pending,0
2010,600970,中材国际,2005-04-12,5,0.3332,0.1644,5,0.1397,0.0596,239.33,14.26,0.2645,0.5548,worth_attention,1
2010,002497,雅化集团,2010-11-09,0,0.3328,0.2458,4,0.4880,0.2156,7.63,1.65,0.3138,0.6579,boundary_pending,0
2010,002373,千方科技,2010-03-18,0,0.3313,0.0447,5,0.1940,0.0336,6.97,0.23,0.1401,0.0878,boundary_pending,0
2010,002459,晶澳科技,2010-08-10,0,0.3309,0.1476,4,0.2866,0.0905,10.94,0.99,0.3014,0.6777,boundary_pending,0
2010,600150,中国船舶,1998-05-20,12,0.3293,0.1745,5,0.1985,0.0874,298.55,26.09,0.2628,0.2098,worth_attention,1
2010,300017,网宿科技,2009-10-30,1,0.3272,0.0526,5,0.3095,0.1056,3.62,0.38,0.5137,0.2390,boundary_pending,0
2010,601377,兴业证券,2010-10-13,0,0.3271,0.0675,5,,0.2876,27.38,7.87,0.3078,0.3498,boundary_pending,0
2010,300066,三川智慧,2010-03-26,0,0.3256,0.1005,4,0.2582,0.1731,3.81,0.66,0.1461,0.2736,boundary_pending,0
2010,002310,东方新能,2009-11-27,1,0.3255,0.2191,5,0.3363,0.1775,14.54,2.58,0.6121,0.7847,boundary_pending,0
2010,002431,ST棕榈,2010-06-10,0,0.3248,0.1719,4,0.2783,0.1302,12.93,1.68,0.4891,0.6840,garbage,0
2010,600596,新安股份,2001-09-06,9,0.3234,0.0423,5,0.1500,0.0386,43.46,1.68,0.1084,-0.1554,boundary_pending,0
2010,002291,遥望科技,2009-09-03,1,0.3224,0.0709,5,0.4738,0.0877,11.43,1.00,0.3166,0.2040,boundary_pending,0
2010,601668,中国建筑,2009-07-29,1,0.3213,0.1221,5,0.1208,0.0249,3706.57,92.40,0.2916,0.3991,boundary_pending,0
2010,300079,数码视讯,2010-04-30,0,0.3192,0.0975,4,0.6856,0.4261,3.50,1.49,0.1989,0.2704,boundary_pending,0
2010,000631,顺发恒能,1996-11-22,14,0.3191,0.2389,5,0.4260,0.2248,18.85,4.24,,0.8783,boundary_pending,0
2010,002424,ST百灵,2010-06-03,0,0.3189,0.0714,4,0.5229,0.1832,8.64,1.58,0.2463,0.3006,garbage,0
2010,600739,辽宁成大,1996-08-19,14,0.3169,0.1768,5,0.2322,0.2400,52.45,12.59,-0.0148,0.2501,boundary_pending,0
2010,601888,中国中免,2009-10-15,1,0.3168,0.1049,5,0.1885,0.0426,96.09,4.10,0.1861,0.3038,boundary_pending,0
2010,002382,蓝帆医疗,2010-04-02,0,0.3162,0.0560,5,0.1449,0.0649,6.22,0.40,0.1473,0.0448,boundary_pending,0
2010,002290,禾盛新材,2009-09-03,1,0.3138,0.1039,5,0.1547,0.0896,10.60,0.95,0.4638,0.5313,boundary_pending,0
2010,002474,榕基软件,2010-09-15,0,0.3137,0.1765,5,0.4408,0.2527,3.09,0.78,0.2986,0.4688,boundary_pending,0
2010,002445,中南文化,2010-07-13,0,0.3135,0.0943,4,0.2931,0.1222,4.01,0.49,0.0898,-0.0271,boundary_pending,0
2010,600582,天地科技,2002-05-15,8,0.3127,0.2835,5,0.3521,0.1071,79.69,8.53,0.3648,0.4050,boundary_pending,0
2010,002024,ST易购,2004-07-21,6,0.3121,0.2448,5,0.1783,0.0531,755.05,40.12,0.3034,0.5169,boundary_pending,0
2010,002489,浙江永强,2010-10-21,0,0.3119,0.2220,5,0.2729,0.1038,24.06,2.50,0.1748,0.6083,boundary_pending,0
2010,002327,富安娜,2009-12-30,1,0.3118,0.1178,5,0.4611,0.1197,10.67,1.28,0.2633,0.3945,boundary_pending,0
2010,300058,蓝色光标,2010-02-26,0,0.3108,0.0807,5,0.5277,0.1218,4.96,0.60,0.3894,0.4924,boundary_pending,0
2010,002521,齐峰新材,2010-12-10,0,0.3104,0.2901,4,0.2246,0.1086,13.53,1.47,0.1450,0.6039,boundary_pending,0
2010,000686,东北证券,1997-02-27,13,0.3098,0.0305,5,,0.3101,17.00,5.27,0.3954,0.5768,boundary_pending,0
2010,000651,格力电器,1996-11-18,14,0.3092,0.2235,5,0.2155,0.0703,608.07,42.76,0.2324,0.5768,worth_attention,1
2010,002472,双环传动,2010-09-10,0,0.3091,0.2246,4,0.3478,0.1551,8.43,1.31,0.2479,0.2368,boundary_pending,0
2010,002441,众业达,2010-07-06,0,0.3089,0.1363,4,0.1008,0.0352,41.65,1.47,0.2110,0.2037,boundary_pending,0
2010,000863,三湘印象,1997-09-25,13,0.3088,0.3088,5,0.3825,0.1694,11.16,1.89,0.4855,,boundary_pending,0
2010,002394,联发股份,2010-04-23,0,0.3076,0.1104,5,0.2073,0.0919,22.29,2.05,0.3488,0.2661,boundary_pending,0
2010,300037,新宙邦,2010-01-08,0,0.3064,0.0986,5,0.3182,0.1968,4.77,0.94,0.3646,0.4670,worth_attention,1
2010,002522,浙江众成,2010-12-10,0,0.3060,0.2024,4,0.3403,0.1873,3.97,0.74,0.0114,0.6861,boundary_pending,0
2010,000895,双汇发展,1998-12-10,12,0.3056,0.2478,5,0.0952,0.0319,363.10,11.59,0.2385,0.2548,worth_attention,1
2010,600685,中船防务,1993-10-28,17,0.3053,0.1742,5,0.1336,0.1009,70.14,7.08,0.1985,0.2753,boundary_pending,0
2010,300119,瑞普生物,2010-09-17,0,0.3039,0.1606,4,0.7085,0.2388,3.46,0.83,0.3324,0.3071,boundary_pending,0
2010,000425,徐工机械,1996-08-28,14,0.3036,0.0090,5,0.2162,0.1140,257.52,29.35,0.7424,3.8019,worth_attention,1
2010,002383,合众思壮,2010-04-02,0,0.3032,0.0448,5,0.4130,0.1323,4.03,0.53,0.0554,0.2180,boundary_pending,0
2010,600497,驰宏锌锗,2004-04-20,6,0.3028,0.0597,5,0.2544,0.0827,57.25,4.73,0.0619,-0.1782,boundary_pending,0
2010,002366,融发核电,2010-03-12,0,0.3018,0.1278,5,0.2078,0.0976,6.49,0.63,0.1732,0.0732,boundary_pending,0
2010,002320,海峡股份,2009-12-16,1,0.3016,0.1085,5,0.4769,0.3127,6.00,1.88,0.1890,0.3350,boundary_pending,0
2010,002292,奥飞娱乐,2009-09-10,1,0.3008,0.1040,5,0.3579,0.1450,9.03,1.31,0.3535,0.5147,boundary_pending,0
2010,002368,太极股份,2010-03-12,0,0.3004,0.1108,5,0.1583,0.0444,19.62,0.87,0.2389,0.5813,boundary_pending,0
2010,002289,宇顺电子,2009-09-03,1,0.2995,0.0617,5,0.1400,0.0381,7.45,0.28,0.4692,0.1479,boundary_pending,0
2010,002326,永太科技,2009-12-22,1,0.2995,0.0666,5,0.2877,0.1141,5.11,0.58,0.1833,0.0744,boundary_pending,0
2010,601890,亚星锚链,2010-12-28,0,0.2991,0.1959,4,0.2478,0.0843,17.78,1.50,0.0778,0.1048,boundary_pending,0
2010,002153,石基信息,2007-08-13,3,0.2986,0.1952,5,0.6919,0.3505,6.10,2.14,0.3333,0.3904,worth_attention,1
2010,002372,伟星新材,2010-03-18,0,0.2983,0.1402,5,0.3812,0.1362,12.49,1.70,0.2782,0.4251,worth_attention,1
2010,002481,双塔食品,2010-09-21,0,0.2977,0.1742,4,0.2487,0.1451,3.70,0.54,0.2605,0.3815,boundary_pending,0
2010,300031,宝通科技,2009-12-25,1,0.2970,0.0709,5,0.2327,0.1322,3.34,0.44,0.2426,0.3717,boundary_pending,0
2010,300020,ST银江,2009-10-30,1,0.2963,0.1085,5,0.2846,0.0910,7.13,0.65,0.5909,0.6226,boundary_pending,0
2010,300014,亿纬锂能,2009-10-30,1,0.2962,0.0999,5,0.2970,0.1853,3.05,0.57,0.2153,0.3967,worth_attention,1
2010,000963,华东医药,2000-01-27,10,0.2961,0.1780,5,0.1876,0.0354,89.72,3.17,0.2262,0.3463,boundary_pending,0
2010,002436,兴森科技,2010-06-18,0,0.2949,0.1529,5,0.3816,0.1618,8.04,1.30,0.2767,0.2811,boundary_pending,0
2010,002470,金正大,2010-09-08,0,0.2941,0.1928,4,0.1262,0.0572,54.79,3.14,0.2783,0.1675,garbage,0
2010,000623,吉林敖东,1996-10-28,14,0.2921,0.1823,5,0.6795,1.1117,11.13,12.38,0.0968,0.2625,boundary_pending,0
2010,002510,天汽模,2010-11-25,0,0.2915,0.1802,4,0.2217,0.0994,8.32,0.83,0.2532,0.0737,boundary_pending,0
2010,002261,拓维信息,2008-07-23,2,0.2909,0.1510,5,0.6166,0.3099,3.57,1.11,0.2160,0.2193,boundary_pending,0
2010,000718,苏宁环球,1997-04-08,13,0.2907,0.1667,5,0.4758,0.2221,34.73,7.72,0.3427,0.7775,boundary_pending,0
2010,601699,潞安环能,2006-09-22,4,0.2905,0.2122,5,0.4032,0.1604,214.28,34.37,0.2700,0.4080,boundary_pending,0
2010,002122,ST汇洲,2007-03-28,3,0.2898,0.1610,5,0.3217,0.1838,35.83,6.58,0.3731,0.3630,boundary_pending,0
2010,300126,锐奇股份,2010-10-13,0,0.2895,0.1484,4,0.2279,0.1296,4.18,0.54,0.2849,0.3948,boundary_pending,0
2010,300091,*ST金灵,2010-06-25,0,0.2893,0.1252,4,0.2396,0.1025,5.88,0.60,0.1270,0.5021,boundary_pending,0
2010,300073,当升科技,2010-04-27,0,0.2891,0.0569,4,0.0936,0.0409,8.46,0.35,0.2415,0.3147,worth_attention,1
2010,300022,吉峰科技,2009-10-30,1,0.2890,0.1043,5,0.1245,0.0182,36.52,0.66,1.0386,1.8987,boundary_pending,0
2010,002422,科伦药业,2010-06-03,0,0.2884,0.1411,4,0.4105,0.1642,40.26,6.61,0.2566,0.4514,worth_attention,1
2010,002197,证通电子,2007-12-18,3,0.2882,0.0844,5,0.3721,0.1046,5.25,0.55,0.3171,0.1365,boundary_pending,0
