group,arm,metric,level_median,paired_delta_median,positive_starts,better_starts
A,BASE,滚动5年窗口数,102.0,0.0,0,
A,BASE,互不重叠5年块中位,0.6256808214112366,0.0,0,0
A,BASE,滚动10年年化中位,0.47321716677066317,0.0,0,
A,BASE,滚动10年窗口数,42.0,0.0,0,
A,BASE,逐年收益中位,0.4345483588089683,0.0,0,0
A,BASE,逐年为正比例,0.7482517482517483,0.0,0,
A,BASE,逐年最差,-0.2556585516064879,0.0,0,0
A,BASE,完整自然年数,12.5,0.0,0,
A,BASE,强平次数,0.0,0.0,0,
A,BASE,最低担保比例,1.626558855571908,0.0,0,
A,BASE,最低股票同跌缓冲,0.2007496145119719,0.0,0,
A,BASE,最低总资产冲击缓冲,0.20074961451197187,0.0,0,
A,BASE,rf覆盖率,1.0,0.0,0,
A,BASE,年化_交易日口径,0.4910507496579234,0.0,0,
A,BASE,最低担保比例日,20150825.0,0.0,0,
A,BASE,最低股票同跌缓冲日,20150825.0,0.0,0,
A,BASE,滚动5年年化最差窗口末日,20200529.0,0.0,0,
A,BASE,最大回撤起日,20150615.0,0.0,0,
A,BASE,最大回撤止日,20160178.5,0.0,0,
A,BASE,末次净值日,20260828.0,0.0,0,
A,EBDQ20,年化,0.39916496717416416,-0.07988759795491218,0,0
A,EBDQ20,最大回撤,0.5661201734173047,-0.06933864322997146,1,11
A,EBDQ20,Sharpe,1.0084012816567944,-0.06135594491216623,2,2
