group,tag,days,covered_days,active_constraint_days,active_sale_days,active_sale_count,below100_days,at100_days,unresolved_days,min_cash,new_active_cash_deficit_days,inherited_active_cash_deficit_days
full_A,_EBDS0220100501,3965,3965,0,0,0,0,0,0,-50136.39813,0,0
full_A,_EBDS0220100501ex5,3965,3965,0,0,0,0,0,0,-35104.57314,0,0
full_A,_EBDS0220101101,3847,3847,0,0,0,0,0,0,-381379.21668,0,0
full_A,_EBDS0220101101ex5,3847,3847,0,0,0,0,0,0,-2694.477522742003,0,0
full_A,_EBDS0220110501,3725,3725,0,0,0,0,0,0,-179132.66238,0,0
full_A,_EBDS0220110501ex5,3725,3725,0,0,0,0,0,0,-4696.13361,0,0
full_A,_EBDS0220111101,3602,3602,0,0,0,0,0,0,-278258.15892,0,0
full_A,_EBDS0220111101ex5,3602,3602,0,0,0,0,0,0,-3285.4988213926554,0,0
full_A,_EBDS0220120501,3483,3483,0,0,0,0,0,0,-1878.3127853758633,0,0
full_A,_EBDS0220120501ex5,3483,3483,0,0,0,0,0,0,-2881.1660463027656,0,0
full_A,_EBDS0220121101,3358,3358,0,0,0,0,0,0,-3632.980338320136,0,0
full_A,_EBDS0220121101ex5,3358,3358,0,0,0,0,0,0,-284358.33565848274,0,0
full_A,_EBDS0220130501,3241,3241,0,0,0,0,0,0,-3106.734952054918,0,0
full_A,_EBDS0220130501ex5,3241,3241,0,0,0,0,0,0,-116768.7276,0,0
full_A,_EBDS0220131101,3120,3120,0,0,0,0,0,0,-1108.8933764994144,0,0
full_A,_EBDS0220131101ex5,3120,3120,0,0,0,0,0,0,-3013.9076545089483,0,0
full_A,_EBDS0220140501,2998,2998,0,0,0,0,0,0,-2079.150896295905,0,0
full_A,_EBDS0220140501ex5,2998,2998,0,0,0,0,0,0,-22985.97,0,0
full_A,_EBDS0220141101,2875,2875,0,0,0,0,0,0,-1685.8182430453598,0,0
full_A,_EBDS0220141101ex5,2875,2875,0,0,0,0,0,0,-21277.0131,0,0
full_A,_EBDS0220150501,2754,2754,0,0,0,0,0,0,-16330.639649999943,0,0
full_A,_EBDS0220150501ex5,2754,2754,0,0,0,0,0,0,-211844.69586,0,0
full_A,_EBDS0220151101,2632,2632,0,0,0,0,0,0,-2065.0036605224013,0,0
full_A,_EBDS0220151101ex5,2632,2632,0,0,0,0,0,0,-123835.53962605965,0,0
full_A,_EBDS0220160501,2509,2509,0,0,0,0,0,0,-4405.299471929669,0,0
full_A,_EBDS0220160501ex5,2509,2509,0,0,0,0,0,0,-2806.388298459351,0,0
full_A,_EBDS0320091101,4088,4088,365,3,19,0,365,0,-5848.361160866916,0,0
full_A,_EBDS0320091101ex5,4088,4088,365,3,17,0,365,0,-119101.86021463516,0,0
full_A,_EBDS0320100501,3965,3965,242,3,27,0,242,0,-805532.9360823929,0,0
full_A,_EBDS0320100501ex5,3965,3965,242,3,19,0,242,0,-116913.30780034735,0,0
full_A,_EBDS0320101101,3847,3847,200,2,13,0,200,0,-16749.7764,0,0
full_A,_EBDS0320101101ex5,3847,3847,200,2,16,0,200,0,-414848.0428098096,0,0
full_A,_EBDS0320110501,3725,3725,79,2,13,0,79,0,-387157.68966,0,0
full_A,_EBDS0320110501ex5,3725,3725,79,2,19,0,79,0,-3133.9238787852228,0,0
full_A,_EBDS0320111101,3602,3602,79,2,13,0,79,0,-1195.5824772361666,0,0
full_A,_EBDS0320111101ex5,3602,3602,79,2,16,0,79,0,-165960.70218,0,0
full_A,_EBDS0320120501,3483,3483,79,2,21,0,79,0,-543176.46012,0,0
full_A,_EBDS0320120501ex5,3483,3483,79,2,16,0,79,0,-3522.839874316007,0,0
full_A,_EBDS0320121101,3358,3358,79,2,21,0,79,0,-2845.6362110860646,0,0
full_A,_EBDS0320121101ex5,3358,3358,79,2,21,0,79,0,-212501.89673999994,0,0
full_A,_EBDS0320130501,3241,3241,79,2,23,0,79,0,-4326.447599649429,0,0
full_A,_EBDS0320130501ex5,3241,3241,79,1,8,0,79,0,-129856.19954697233,0,0
full_A,_EBDS0320131101,3120,3120,79,2,18,0,79,0,-3360.751835372299,0,0
full_A,_EBDS0320131101ex5,3120,3120,79,1,7,0,79,0,-4197.42885,0,0
full_A,_EBDS0320140501,2998,2998,79,2,15,0,79,0,-5115.174224562943,0,0
full_A,_EBDS0320140501ex5,2998,2998,79,2,17,0,79,0,-8510.80524,0,0
full_A,_EBDS0320141101,2875,2875,79,2,21,0,79,0,-2147.439972203225,0,0
full_A,_EBDS0320141101ex5,2875,2875,79,2,15,0,79,0,-475569.7254,0,0
full_A,_EBDS0320150501,2754,2754,78,1,14,0,78,0,-1692.7827595286071,0,0
full_A,_EBDS0320150501ex5,2754,2754,78,0,0,0,78,0,-4059.5221799999995,0,0
full_A,_EBDS0320151101,2632,2632,15,1,14,0,15,0,-2456.992412671447,0,0
full_A,_EBDS0320151101ex5,2632,2632,15,0,0,0,15,0,-255078.30726,0,0
full_A,_EBDS0320160501,2509,2509,15,1,5,0,15,0,-2988.307500358671,0,0
full_A,_EBDS0320160501ex5,2509,2509,15,0,0,0,15,0,-114299.99250000001,0,0
full_A,_EBDS0420091101,4088,4088,902,5,60,0,902,0,-51403.62465,0,0
full_A,_EBDS0420091101ex5,4088,4088,902,5,58,0,902,0,-1301.7752031702548,0,0
full_A,_EBDS0420100501,3965,3965,779,5,56,0,779,0,-31462.79598,0,0
full_A,_EBDS0420100501ex5,3965,3965,779,5,68,0,779,0,-1637.4640296213329,0,0
full_A,_EBDS0420101101,3847,3847,661,5,62,0,661,0,-16694.26433999996,0,0
full_A,_EBDS0420101101ex5,3847,3847,661,5,69,0,661,0,-1499.4208535272628,0,0
full_A,_EBDS0420110501,3725,3725,539,5,59,0,539,0,-801.59098,0,0
full_A,_EBDS0420110501ex5,3725,3725,539,5,66,0,539,0,-1481.2063937447965,0,0
full_A,_EBDS0420111101,3602,3602,454,5,57,0,454,0,-973.6844669431448,0,0
full_A,_EBDS0420111101ex5,3602,3602,454,5,63,0,454,0,-2126.1287826932967,0,0
full_A,_EBDS0420120501,3483,3483,454,5,59,0,454,0,-665.686323992908,0,0
full_A,_EBDS0420120501ex5,3483,3483,454,5,64,0,454,0,-1787.4789559990168,0,0
full_A,_EBDS0420121101,3358,3358,454,5,61,0,454,0,-22736.1225,0,0
full_A,_EBDS0420121101ex5,3358,3358,454,5,61,0,454,0,-258031.27269,0,0
full_A,_EBDS0420130501,3241,3241,454,5,67,0,454,0,-1460.10879,0,0
full_A,_EBDS0420130501ex5,3241,3241,454,5,58,0,454,0,-19867.8732,0,0
full_A,_EBDS0420131101,3120,3120,454,5,70,0,454,0,-1414.044184975326,0,0
full_A,_EBDS0420131101ex5,3120,3120,454,5,43,0,454,0,-302635.2798,0,0
full_A,_EBDS0420140501,2998,2998,454,5,58,0,454,0,-1574.19675,0,0
full_A,_EBDS0420140501ex5,2998,2998,454,5,57,0,454,0,-40119.51216,0,0
full_A,_EBDS0420141101,2875,2875,454,5,61,0,454,0,-1181.8118211887777,0,0
full_A,_EBDS0420141101ex5,2875,2875,454,5,55,0,454,0,-375908.55582,0,0
full_A,_EBDS0420150501,2754,2754,432,4,54,0,432,0,-70828.76808,0,0
full_A,_EBDS0420150501ex5,2754,2754,432,4,39,0,432,0,-42554.0262,0,0
full_A,_EBDS0420151101,2632,2632,348,4,43,0,348,0,-606.3979485025629,0,0
full_A,_EBDS0420151101ex5,2632,2632,348,4,44,0,348,0,-4197.42885,0,0
full_A,_EBDS0420160501,2509,2509,348,4,51,0,348,0,-2920.21758,0,0
full_A,_EBDS0420160501ex5,2509,2509,348,4,38,0,348,0,-1162.4390367809683,0,0
