signal_year,group,years,signals,complete,missing,signal_companies,complete_companies,median_return,mean_return,positive_fraction,max_company_fraction
2024,segment_starts,1,432,429,3,33,33,0.24625665172491695,0.22522204469910895,0.8251748251748252,0.10722610722610723
2025,segment_starts,1,465,282,183,32,31,0.16688201898386812,0.32078690543830396,0.74822695035461,0.09574468085106383
2026,segment_starts,1,215,0,215,29,0,,,,
2010,quarterly_top3,1,4,4,0,4,4,-0.07829560984755002,0.003918937746424073,0.25,0.25
2011,quarterly_top3,1,2,2,0,1,1,-0.0814512255321641,-0.0814512255321641,0,1.0
2012,quarterly_top3,1,3,3,0,3,3,0.20170237879232134,0.19979864099405742,0.6666666666666666,0.3333333333333333
2013,quarterly_top3,1,11,11,0,7,7,0.05018746554438236,0.015631116703377527,0.6363636363636364,0.2727272727272727
2014,quarterly_top3,1,9,9,0,8,8,0.39609277840833945,0.41396640199318013,0.8888888888888888,0.2222222222222222
2015,quarterly_top3,1,6,5,1,5,4,-0.24557692921050178,-0.2855547289939305,0,0.4
2016,quarterly_top3,1,9,9,0,7,7,0.3523346203346198,0.4290627474488577,1,0.2222222222222222
2017,quarterly_top3,1,8,8,0,4,4,0.34635298750375354,0.33189508201748075,1,0.375
2018,quarterly_top3,1,2,2,0,2,2,0.41791686573395015,0.41791686573395015,1,0.5
2019,quarterly_top3,1,8,8,0,6,6,0.1449362228215506,0.1418697278024674,0.625,0.375
2020,quarterly_top3,1,9,9,0,7,7,0.35702746365104976,0.356814904503078,0.8888888888888888,0.2222222222222222
2021,quarterly_top3,1,9,9,0,6,6,0.08593101561910466,0.25208374342518863,0.5555555555555556,0.2222222222222222
2022,quarterly_top3,1,12,12,0,10,10,0.0716028417484067,0.07165900522088194,0.75,0.16666666666666666
2023,quarterly_top3,1,12,12,0,8,8,0.448517405598995,0.43451984043611297,1,0.16666666666666666
2024,quarterly_top3,1,12,12,0,9,9,0.25733034582931713,0.2147719050907392,0.8333333333333334,0.25
2025,quarterly_top3,1,12,9,3,11,9,0.16350043999459696,0.23100332093120413,0.6666666666666666,0.1111111111111111
2026,quarterly_top3,1,6,0,6,6,0,,,,
2010,annual_top3,1,1,1,0,1,1,-0.06344015696533545,-0.06344015696533545,0,1.0
2013,annual_top3,1,3,3,0,3,3,0.18165892625595337,0.06158067706089095,0.6666666666666666,0.3333333333333333
2014,annual_top3,1,1,1,0,1,1,0.23843342108979537,0.23843342108979537,1,1.0
2015,annual_top3,1,3,3,0,3,3,-0.23417721518987178,-0.24861393637360432,0,0.3333333333333333
2017,annual_top3,1,1,1,0,1,1,0.08335434073588122,0.08335434073588122,1,1.0
2019,annual_top3,1,1,1,0,1,1,0.24668747789066026,0.24668747789066026,1,1.0
2020,annual_top3,1,3,3,0,3,3,0.35702746365104976,0.2807794607453138,1,0.3333333333333333
2021,annual_top3,1,3,3,0,3,3,0.34263174427858956,0.5424722718888436,0.6666666666666666,0.3333333333333333
2022,annual_top3,1,3,3,0,3,3,0.028237737107690064,-0.06448465871199138,0.6666666666666666,0.3333333333333333
2023,annual_top3,1,3,3,0,3,3,0.3136011356660511,0.2436567729025476,1,0.3333333333333333
2024,annual_top3,1,3,3,0,3,3,0.36258072274204833,0.13155843545209947,0.6666666666666666,0.3333333333333333
2025,annual_top3,1,3,3,0,3,3,0.0354062568472302,0.059633735635342466,0.6666666666666666,0.3333333333333333
2026,annual_top3,1,3,0,3,3,0,,,,
2009,ma60_episodes,1,2,2,0,1,1,0.005549612071372889,0.005549612071372889,0.5,1.0
2010,ma60_episodes,1,14,13,1,6,6,0.14260190507908543,0.14856881208359526,0.6923076923076923,0.23076923076923078
2011,ma60_episodes,1,10,10,0,4,4,-0.11147754387114672,-0.12461180711549819,0.1,0.4
2012,ma60_episodes,1,36,34,2,16,16,0.05321166393566734,0.12140184752224585,0.6470588235294118,0.14705882352941177
2013,ma60_episodes,1,48,46,2,18,18,0.01557205677640039,-0.009887395259812465,0.5217391304347826,0.10869565217391304
2014,ma60_episodes,1,54,51,3,24,24,0.5388447112228403,0.6007894300445351,0.9607843137254902,0.11764705882352941
2015,ma60_episodes,1,35,33,2,19,19,0.014378336128628266,-0.01718083862928981,0.5757575757575758,0.15151515151515152
2016,ma60_episodes,1,37,33,4,19,19,0.3233082706766921,0.3402156037085349,0.9393939393939394,0.09090909090909091
2017,ma60_episodes,1,16,15,1,10,9,0.6864774027459952,0.5837414191679442,1,0.26666666666666666
2018,ma60_episodes,1,19,19,0,7,7,0.2961274934293485,0.3283835599820696,0.8421052631578947,0.2631578947368421
2019,ma60_episodes,1,37,37,0,12,12,0.35341034953429906,0.2888604071892423,0.8378378378378378,0.16216216216216217
2020,ma60_episodes,1,52,52,0,19,19,0.06148777898258306,0.2624873040643293,0.5769230769230769,0.1346153846153846
2021,ma60_episodes,1,63,63,0,21,21,0.032746799246117675,0.14268130272664212,0.6031746031746031,0.14285714285714285
2022,ma60_episodes,1,91,91,0,28,28,0.17200743494423887,0.180174070180721,0.8791208791208791,0.13186813186813187
2023,ma60_episodes,1,86,86,0,32,32,0.31275229400570126,0.2593163688565483,0.872093023255814,0.10465116279069768
2024,ma60_episodes,1,68,68,0,33,33,0.2936534578786214,0.28839603267675024,0.8823529411764706,0.08823529411764706
2025,ma60_episodes,1,64,47,17,31,30,0.23487376403048188,0.4180589712816724,0.7659574468085106,0.0851063829787234
2026,ma60_episodes,1,50,0,50,25,0,,,,
2009,ma60_nonoverlap,1,1,1,0,1,1,0.09366197183098746,0.09366197183098746,1,1.0
2010,ma60_nonoverlap,1,5,5,0,5,5,0.27771236125630816,0.2585625038529096,0.8,0.2
2011,ma60_nonoverlap,1,2,2,0,2,2,-0.10224696293471774,-0.10224696293471774,0,0.5
2012,ma60_nonoverlap,1,14,14,0,14,14,0.07584828143031419,0.19420509929210275,0.7142857142857143,0.07142857142857142
2013,ma60_nonoverlap,1,15,14,1,15,14,-0.06312680905013995,-0.13536483773518782,0.2857142857142857,0.07142857142857142
2014,ma60_nonoverlap,1,20,20,0,20,20,0.5991330904500051,0.6073679616964539,0.95,0.05
2015,ma60_nonoverlap,1,15,14,1,15,14,0.09425190736645794,0.052926534497596434,0.7142857142857143,0.07142857142857142
2016,ma60_nonoverlap,1,12,11,1,12,11,0.23440712816998044,0.2996181058432577,1,0.09090909090909091
2017,ma60_nonoverlap,1,5,4,1,5,4,0.7342373828737188,0.7060068426285516,1,0.25
2018,ma60_nonoverlap,1,7,7,0,7,7,0.2568117209709162,0.1925786984577704,0.5714285714285714,0.14285714285714285
2019,ma60_nonoverlap,1,10,10,0,10,10,0.22677465488235815,0.23738800248169817,0.8,0.1
2020,ma60_nonoverlap,1,17,17,0,17,17,0.06861417815303916,0.14423189903210842,0.5882352941176471,0.058823529411764705
2021,ma60_nonoverlap,1,16,16,0,16,16,-0.015618725011596557,0.07946833511638723,0.375,0.0625
2022,ma60_nonoverlap,1,23,23,0,23,23,0.12053663570691597,0.12842617432225767,0.8260869565217391,0.043478260869565216
2023,ma60_nonoverlap,1,27,27,0,27,27,0.2196452401593596,0.15946305545465916,0.7777777777777778,0.037037037037037035
2024,ma60_nonoverlap,1,28,28,0,28,28,0.2936534578786214,0.353156489474785,0.9285714285714286,0.03571428571428571
2025,ma60_nonoverlap,1,17,10,7,17,10,0.42606627700812283,0.5141397233974431,0.8,0.1
2026,ma60_nonoverlap,1,22,0,22,22,0,,,,
2009,daily_top3,3,29,29,0,1,1,-0.3923076923076916,-0.3903977047881912,0,1.0
2010,daily_top3,3,125,123,2,6,6,-0.18873931631560203,0.05949313692949616,0.35772357723577236,0.21951219512195122
2011,daily_top3,3,108,108,0,4,4,-0.2148932743022554,-0.006946886456234697,0.46296296296296297,0.37037037037037035
2012,daily_top3,3,405,400,5,16,16,0.8751442339306995,0.651014871558844,0.675,0.285
2013,daily_top3,3,550,505,45,18,18,0.29485063480870255,0.39617579562252603,0.693069306930693,0.13663366336633664
2014,daily_top3,3,643,561,82,24,24,0.892168051482642,1.130261474679325,0.9910873440285205,0.15151515151515152
2015,daily_top3,3,401,393,8,19,19,0.467062622322038,0.5698739375759433,0.7430025445292621,0.17302798982188294
2016,daily_top3,3,523,521,2,20,20,0.7165085518943417,1.005898738564783,0.9328214971209213,0.18042226487523993
2017,daily_top3,3,338,338,0,11,11,1.3666388271249483,1.3488869654882316,0.9201183431952663,0.2958579881656805
2018,daily_top3,3,130,130,0,7,7,0.7871857550349192,0.8055449500621319,1,0.36923076923076925
2019,daily_top3,3,527,526,1,12,12,0.8337140887955634,0.812624085794484,0.7680608365019012,0.21292775665399238
2020,daily_top3,3,561,561,0,19,19,0.8987465296882517,0.7401659768014046,0.7754010695187166,0.1746880570409982
2021,daily_top3,3,498,498,0,21,21,0.7227866742144899,0.7568111536831665,0.8393574297188755,0.16666666666666666
2022,daily_top3,3,606,606,0,28,28,0.8233318546621137,0.7565700794295248,0.905940594059406,0.11386138613861387
2023,daily_top3,3,691,400,291,32,23,1.0169548906701193,1.0397316139355226,1,0.1875
2024,daily_top3,3,701,0,701,33,0,,,,
2025,daily_top3,3,729,0,729,32,0,,,,
2026,daily_top3,3,379,0,379,29,0,,,,
2009,segment_starts,3,5,5,0,1,1,-0.37850787132101205,-0.37389494443123394,0,1.0
2010,segment_starts,3,81,80,1,6,6,-0.19909159842453605,0.004300155025579402,0.3125,0.225
2011,segment_starts,3,44,44,0,4,4,-0.22990887008155952,-0.02270068175562506,0.4772727272727273,0.38636363636363635
2012,segment_starts,3,189,187,2,16,16,0.8819089219973422,0.7050573469406344,0.7272727272727273,0.27807486631016043
2013,segment_starts,3,335,311,24,18,18,0.3022261514903182,0.387749455480923,0.6945337620578779,0.14790996784565916
2014,segment_starts,3,335,294,41,24,24,1.1260277805004555,1.1893483595246384,0.9897959183673469,0.15306122448979592
2015,segment_starts,3,199,195,4,19,19,0.5267994322423277,0.6513004677488945,0.7435897435897436,0.19487179487179487
2016,segment_starts,3,223,222,1,20,20,0.7458564894219486,1.027987756957173,0.9279279279279279,0.15315315315315314
2017,segment_starts,3,139,139,0,11,11,1.3834553775921359,1.3834124924323967,0.8992805755395683,0.2733812949640288
2018,segment_starts,3,37,37,0,7,7,0.8539228842977389,0.7747198645789831,1,0.2972972972972973
2019,segment_starts,3,251,250,1,12,12,0.7555886257142537,0.7265801622374211,0.692,0.192
2020,segment_starts,3,264,264,0,19,19,0.8910000092933466,0.7481515479812646,0.7878787878787878,0.17045454545454544
2021,segment_starts,3,296,296,0,21,21,0.7059447003414571,0.7460953551004393,0.8648648648648649,0.15878378378378377
2022,segment_starts,3,321,321,0,28,28,0.823482977589177,0.7837216353780857,0.9221183800623053,0.09968847352024922
2023,segment_starts,3,399,221,178,32,23,1.0465230549164501,1.0292792017313512,1,0.20361990950226244
2024,segment_starts,3,432,0,432,33,0,,,,
2025,segment_starts,3,465,0,465,32,0,,,,
2026,segment_starts,3,215,0,215,29,0,,,,
2010,quarterly_top3,3,4,4,0,4,4,-0.3262702411316747,-0.08549280666819248,0.25,0.25
2011,quarterly_top3,3,2,2,0,1,1,0.363997805855271,0.363997805855271,1,1.0
2012,quarterly_top3,3,3,3,0,3,3,0.25950093935695695,0.6166254115984972,1,0.3333333333333333
2013,quarterly_top3,3,11,10,1,7,7,0.45646123927183035,0.48647217364112194,0.8,0.2
2014,quarterly_top3,3,9,8,1,8,8,0.987324681367312,1.175334046383782,1,0.125
2015,quarterly_top3,3,6,6,0,5,5,0.5985500801331525,0.5662960833404032,0.8333333333333334,0.3333333333333333
2016,quarterly_top3,3,9,9,0,7,7,0.7481892728309354,1.2297192786298803,1,0.2222222222222222
2017,quarterly_top3,3,8,8,0,4,4,1.5916619695109495,1.227896614086916,0.75,0.375
2018,quarterly_top3,3,2,2,0,2,2,0.9545470703538868,0.9545470703538868,1,0.5
2019,quarterly_top3,3,8,8,0,6,6,0.10992872994711167,0.5248845896528548,0.625,0.375
2020,quarterly_top3,3,9,9,0,7,7,0.7545977735202205,0.8873984612414388,0.8888888888888888,0.2222222222222222
2021,quarterly_top3,3,9,9,0,6,6,0.52456921432925,0.5654849601311278,1,0.2222222222222222
2022,quarterly_top3,3,12,12,0,10,10,0.8749522996192872,0.7599856819112821,0.9166666666666666,0.16666666666666666
2023,quarterly_top3,3,12,9,3,8,6,1.084753863353415,1.191660293972131,1,0.2222222222222222
2024,quarterly_top3,3,12,0,12,9,0,,,,
2025,quarterly_top3,3,12,0,12,11,0,,,,
2026,quarterly_top3,3,6,0,6,6,0,,,,
2010,annual_top3,3,1,1,0,1,1,-0.3361674296926088,-0.3361674296926088,0,1.0
2013,annual_top3,3,3,3,0,3,3,0.7200813266000363,0.5906213845608717,0.6666666666666666,0.3333333333333333
2014,annual_top3,3,1,1,0,1,1,0.23013295553545499,0.23013295553545499,1,1.0
2015,annual_top3,3,3,3,0,3,3,0.670409075017272,0.5277820120428848,1,0.3333333333333333
2017,annual_top3,3,1,1,0,1,1,-0.17536899201511869,-0.17536899201511869,0,1.0
2019,annual_top3,3,1,1,0,1,1,0.07054642142754597,0.07054642142754597,1,1.0
2020,annual_top3,3,3,3,0,3,3,1.4953453928553153,1.2510081805679383,1,0.3333333333333333
2021,annual_top3,3,3,3,0,3,3,0.34730299174810786,0.3502256067990232,1,0.3333333333333333
2022,annual_top3,3,3,3,0,3,3,0.6187396411727173,0.46246581220780175,0.6666666666666666,0.3333333333333333
2023,annual_top3,3,3,3,0,3,3,0.9192772111142031,1.2711322374496454,1,0.3333333333333333
2024,annual_top3,3,3,0,3,3,0,,,,
2025,annual_top3,3,3,0,3,3,0,,,,
2026,annual_top3,3,3,0,3,3,0,,,,
2009,ma60_episodes,3,2,2,0,1,1,-0.34899389733380404,-0.34899389733380404,0,1.0
2010,ma60_episodes,3,14,13,1,6,6,-0.21130952380952372,0.03362135158557044,0.3076923076923077,0.23076923076923078
2011,ma60_episodes,3,10,10,0,4,4,-0.1159330920527375,-0.06856143980251309,0.5,0.4
2012,ma60_episodes,3,36,35,1,16,15,0.7980554660414425,0.6211784730226584,0.7142857142857143,0.14285714285714285
2013,ma60_episodes,3,48,46,2,18,17,0.20514292109289967,0.2637942884210922,0.717391304347826,0.10869565217391304
2014,ma60_episodes,3,54,49,5,24,23,0.8487689127744342,1.0621265405940183,0.9591836734693877,0.12244897959183673
2015,ma60_episodes,3,35,35,0,19,19,0.39724085744842186,0.698061178970955,0.8,0.14285714285714285
2016,ma60_episodes,3,37,37,0,19,19,0.47327887825654025,0.7773659466790132,0.8648648648648649,0.13513513513513514
2017,ma60_episodes,3,16,16,0,10,10,1.5765069631437432,1.6715381261176754,0.875,0.25
2018,ma60_episodes,3,19,19,0,7,7,0.8444951775696834,0.7791545858075354,1,0.2631578947368421
2019,ma60_episodes,3,37,37,0,12,12,0.17839713343536112,0.6486815290919767,0.7027027027027027,0.16216216216216217
2020,ma60_episodes,3,52,52,0,19,19,0.09211458158603825,0.2894790729450148,0.5576923076923077,0.1346153846153846
2021,ma60_episodes,3,63,63,0,21,21,0.6575927571803033,0.7106766248215534,0.8095238095238095,0.14285714285714285
2022,ma60_episodes,3,91,91,0,28,28,0.8606160635670836,0.8674502178117391,0.945054945054945,0.13186813186813187
2023,ma60_episodes,3,86,41,45,32,21,0.8829911033355009,0.914517371352311,1,0.14634146341463414
2024,ma60_episodes,3,68,0,68,33,0,,,,
2025,ma60_episodes,3,64,0,64,31,0,,,,
2026,ma60_episodes,3,50,0,50,25,0,,,,
2009,ma60_nonoverlap,3,1,1,0,1,1,-0.3697183098591542,-0.3697183098591542,0,1.0
2010,ma60_nonoverlap,3,5,5,0,5,5,-0.21237969081461694,0.04635023715270139,0.4,0.2
2011,ma60_nonoverlap,3,1,1,0,1,1,0.5299140040724821,0.5299140040724821,1,1.0
2012,ma60_nonoverlap,3,10,9,1,10,9,0.8869339532273097,0.6848684941728349,0.8888888888888888,0.1111111111111111
2013,ma60_nonoverlap,3,9,8,1,9,8,0.11153668188061971,0.1727469450302526,0.625,0.125
2014,ma60_nonoverlap,3,9,9,0,9,9,1.5745635141745833,1.4142106922446767,1,0.1111111111111111
2015,ma60_nonoverlap,3,5,5,0,5,5,0.16277001409849934,0.03194091737650824,0.6,0.2
2016,ma60_nonoverlap,3,10,10,0,10,10,0.6791988258125352,0.7979891030911695,0.9,0.1
2017,ma60_nonoverlap,3,2,2,0,2,2,5.432888954703507,5.432888954703507,1,0.5
2018,ma60_nonoverlap,3,3,3,0,3,3,0.8444951775696834,0.7229526380805033,1,0.3333333333333333
2019,ma60_nonoverlap,3,8,8,0,8,8,0.7843845587777524,0.7418429726217899,0.875,0.125
2020,ma60_nonoverlap,3,10,10,0,10,10,0.16225813784975895,0.2992742305211009,0.8,0.1
2021,ma60_nonoverlap,3,9,9,0,9,9,0.6413283264296208,0.7226910593120426,0.8888888888888888,0.1111111111111111
2022,ma60_nonoverlap,3,13,13,0,13,13,0.7001205080704325,0.6914570240886972,0.9230769230769231,0.07692307692307693
2023,ma60_nonoverlap,3,18,8,10,18,8,0.6471882498267367,0.7288639327734362,1,0.125
2024,ma60_nonoverlap,3,14,0,14,14,0,,,,
2025,ma60_nonoverlap,3,11,0,11,11,0,,,,
2026,ma60_nonoverlap,3,11,0,11,11,0,,,,
